part,sent,token_num,token_str,token_pos,token_dep,term_str
1,147,18,r,NOUN,compound,r
1,147,19,-,PUNCT,punct,-
1,147,20,rip,NOUN,dep,rip
1,147,21,",",PUNCT,punct,","
1,147,22,r,NOUN,conj,r
1,147,23,-,PUNCT,punct,-
1,147,24,r,NOUN,compound,r
1,147,25,-,PUNCT,punct,-
1,147,26,rip,NOUN,conj,rip
1,147,27,",",PUNCT,punct,","
1,147,28,r,NOUN,conj,r
1,147,29,-,PUNCT,punct,-
1,147,30,r,NOUN,compound,r
1,147,31,-,PUNCT,punct,-
1,147,32,rub,VERB,pobj,rub
1,147,33,",",PUNCT,punct,","
1,147,34,r,NOUN,compound,r
1,147,35,-,PUNCT,punct,-
1,147,36,r,NOUN,compound,r
1,147,37,-,PUNCT,punct,-
1,147,38,rub,NOUN,pobj,rub
1,147,39,",",PUNCT,punct,","
1,147,40,right,ADV,advmod,right
1,147,41,in,SCONJ,mark,in
1,147,42,our,PRON,poss,our
1,147,43,faces,NOUN,pobj,faces
1,147,44,",",PUNCT,punct,","
1,147,45,because,SCONJ,prep,because
1,147,46,of,ADP,pcomp,of
1,147,47,you,PRON,pobj,you
1,147,48,.,PUNCT,punct,.
1,148,0,This,PRON,nsubj,this
1,148,1,was,AUX,ROOT,was
1,148,2,the,DET,det,the
1,148,3,service,NOUN,attr,service
1,148,4,we,PRON,nsubj,we
1,148,5,gave,VERB,relcl,gave
1,148,6,you,PRON,dobj,you
1,148,7,at,ADP,prep,at
1,148,8,first,ADV,pcomp,first
1,148,9,",",PUNCT,punct,","
1,148,10,when,SCONJ,advmod,when
1,148,11,you,PRON,nsubj,you
1,148,12,were,AUX,advcl,were
1,148,13,still,ADV,advmod,still
1,148,14,people,NOUN,attr,people
1,148,15,",",PUNCT,punct,","
1,148,16,but,CCONJ,cc,but
1,148,17,today,NOUN,npadvmod,today
1,148,18,you,PRON,nsubj,you
1,148,19,will,AUX,aux,will
1,148,20,learn,VERB,conj,learn
1,148,21,of,ADP,prep,of
1,148,22,our,PRON,poss,our
1,148,23,power,NOUN,pobj,power
1,148,24,.,PUNCT,punct,.
1,149,0,We,PRON,nsubj,we
1,149,1,shall,AUX,aux,shall
1,149,2,pound,VERB,ccomp,pound
1,149,3,and,CCONJ,cc,and
1,149,4,we,PRON,nsubj,we
1,149,5,shall,AUX,aux,shall
1,149,6,grind,VERB,conj,grind
1,149,7,your,PRON,poss,your
1,149,8,flesh,NOUN,dobj,flesh
1,149,9,",",PUNCT,punct,","
1,149,10,"""",PUNCT,punct,""""
1,149,11,their,PRON,poss,their
1,149,12,grinding,VERB,amod,grinding
1,149,13,stones,NOUN,nsubj,stones
1,149,14,told,VERB,ROOT,told
1,149,15,them,PRON,dobj,them
1,149,16,.,PUNCT,punct,.
1,150,0,And,CCONJ,cc,and
1,150,1,this,PRON,nsubj,this
1,150,2,is,AUX,ROOT,is
1,150,3,what,PRON,dobj,what
1,150,4,their,PRON,poss,their
1,150,5,dogs,NOUN,nsubj,dogs
1,150,6,said,VERB,ccomp,said
1,150,7,",",PUNCT,punct,","
1,150,8,when,SCONJ,advmod,when
1,150,9,they,PRON,nsubj,they
1,150,10,spoke,VERB,advcl,spoke
1,150,11,in,ADP,prep,in
1,150,12,their,PRON,poss,their
1,150,13,turn,NOUN,pobj,turn
1,150,14,:,PUNCT,punct,:
1,150,15,"""",PUNCT,punct,""""
1,150,16,Why,SCONJ,advmod,why
1,150,17,is,AUX,ccomp,is
1,150,18,it,PRON,nsubj,it
1,150,19,you,PRON,nsubj,you
1,150,20,ca,AUX,aux,ca
1,150,21,n't,PART,neg,n't
1,150,22,seem,VERB,ccomp,seem
1,150,23,to,PART,aux,to
1,150,24,give,VERB,xcomp,give
1,150,25,us,PRON,dative,us
1,150,26,our,PRON,poss,our
1,150,27,food,NOUN,dobj,food
1,150,28,?,PUNCT,punct,?
1,151,0,We,PRON,nsubj,we
1,151,1,just,ADV,advmod,just
1,151,2,watch,VERB,ROOT,watch
1,151,3,and,CCONJ,cc,and
1,151,4,you,PRON,nsubj,you
1,151,5,just,ADV,advmod,just
1,151,6,keep,VERB,conj,keep
1,151,7,us,PRON,dobj,us
1,151,8,down,ADP,prt,down
1,151,9,",",PUNCT,punct,","
1,151,10,and,CCONJ,cc,and
1,151,11,you,PRON,nsubj,you
1,151,12,throw,VERB,conj,throw
1,151,13,us,PRON,dobj,us
1,151,14,around,ADV,prt,around
1,151,15,.,PUNCT,punct,.
1,152,0,You,PRON,nsubj,you
1,152,1,keep,VERB,ROOT,keep
1,152,2,a,DET,det,a
1,152,3,stick,NOUN,dobj,stick
1,152,4,ready,ADJ,oprd,ready
1,152,5,when,SCONJ,advmod,when
1,152,6,you,PRON,nsubj,you
1,152,7,eat,VERB,advcl,eat
1,152,8,",",PUNCT,punct,","
1,152,9,just,ADV,advmod,just
1,152,10,so,SCONJ,mark,so
1,152,11,you,PRON,nsubj,you
1,152,12,can,AUX,aux,can
1,152,13,hit,VERB,advcl,hit
1,152,14,us,PRON,dobj,us
1,152,15,.,PUNCT,punct,.
1,153,0,We,PRON,nsubj,we
1,153,1,do,AUX,aux,do
1,153,2,n't,PART,neg,n't
1,153,3,talk,VERB,ccomp,talk
1,153,4,",",PUNCT,punct,","
1,153,5,so,CCONJ,advmod,so
1,153,6,we,PRON,nsubj,we
1,153,7,'ve,AUX,aux,'ve
1,153,8,received,VERB,ROOT,received
1,153,9,nothing,PRON,dobj,nothing
1,153,10,from,ADP,prep,from
1,153,11,you,PRON,pobj,you
1,153,12,.,PUNCT,punct,.
1,154,0,How,SCONJ,advmod,how
1,154,1,could,AUX,aux,could
1,154,2,you,PRON,nsubj,you
1,154,3,not,PART,neg,not
1,154,4,have,AUX,aux,have
1,154,5,known,VERB,ROOT,known
1,154,6,?,PUNCT,punct,?
1,155,0,You,PRON,nsubj,you
1,155,1,did,AUX,aux,did
1,155,2,know,VERB,ROOT,know
1,155,3,that,SCONJ,mark,that
1,155,4,we,PRON,nsubj,we
1,155,5,were,AUX,aux,were
1,155,6,wasting,VERB,ccomp,wasting
1,155,7,away,ADV,advmod,away
1,155,8,there,ADV,advmod,there
1,155,9,",",PUNCT,punct,","
1,155,10,behind,ADP,prep,behind
1,155,11,you,PRON,pobj,you
1,155,12,.,PUNCT,punct,.
1,156,0,"""",PUNCT,punct,""""
1,156,1,So,ADV,advmod,so
1,156,2,",",PUNCT,punct,","
1,156,3,this,DET,det,this
1,156,4,very,ADJ,amod,very
1,156,5,day,NOUN,npadvmod,day
1,156,6,you,PRON,nsubj,you
1,156,7,will,AUX,aux,will
1,156,8,taste,VERB,ROOT,taste
1,156,9,the,DET,det,the
1,156,10,teeth,NOUN,dobj,teeth
1,156,11,in,ADP,prep,in
1,156,12,our,PRON,poss,our
1,156,13,mouths,NOUN,pobj,mouths
1,156,14,.,PUNCT,punct,.
1,157,0,We,PRON,nsubj,we
1,157,1,shall,AUX,aux,shall
1,157,2,eat,VERB,ccomp,eat
1,157,3,you,PRON,dobj,you
1,157,4,",",PUNCT,punct,","
1,157,5,"""",PUNCT,punct,""""
1,157,6,their,PRON,poss,their
1,157,7,dogs,NOUN,nsubj,dogs
1,157,8,told,VERB,ROOT,told
1,157,9,them,PRON,dobj,them
1,157,10,",",PUNCT,punct,","
1,157,11,and,CCONJ,cc,and
1,157,12,their,PRON,poss,their
1,157,13,faces,NOUN,nsubjpass,faces
1,157,14,were,AUX,auxpass,were
1,157,15,crushed,VERB,conj,crushed
1,157,16,.,PUNCT,punct,.
1,158,0,And,CCONJ,cc,and
1,158,1,then,ADV,advmod,then
1,158,2,their,PRON,poss,their
1,158,3,tortilla,NOUN,compound,tortilla
1,158,4,griddles,NOUN,nsubj,griddles
1,158,5,and,CCONJ,cc,and
1,158,6,cooking,NOUN,compound,cooking
1,158,7,pots,NOUN,conj,pots
1,158,8,spoke,VERB,ROOT,spoke
1,158,9,to,ADP,prep,to
1,158,10,them,PRON,pobj,them
1,158,11,in,ADP,prep,in
1,158,12,turn,NOUN,pobj,turn
1,158,13,:,PUNCT,punct,:
1,158,14,"""",PUNCT,punct,""""
1,158,15,Pain,NOUN,appos,pain
1,158,16,!,PUNCT,punct,!
1,159,0,That,PRON,nsubj,that
1,159,1,'s,AUX,ROOT,'s
1,159,2,all,PRON,attr,all
1,159,3,you,PRON,nsubj,you
1,159,4,'ve,AUX,aux,'ve
1,159,5,done,VERB,relcl,done
1,159,6,for,ADP,dative,for
1,159,7,us,PRON,pobj,us
1,159,8,.,PUNCT,punct,.
1,160,0,Our,PRON,poss,our
1,160,1,mouths,NOUN,nsubj,mouths
1,160,2,are,AUX,ccomp,are
1,160,3,sooty,ADJ,attr,sooty
1,160,4,",",PUNCT,punct,","
1,160,5,our,PRON,poss,our
1,160,6,faces,NOUN,nsubj,faces
1,160,7,are,AUX,ROOT,are
1,160,8,sooty,ADJ,acomp,sooty
1,160,9,.,PUNCT,punct,.
1,161,0,By,ADP,prep,by
1,161,1,setting,VERB,pcomp,setting
1,161,2,us,PRON,dobj,us
1,161,3,on,ADP,prep,on
1,161,4,the,DET,det,the
1,161,5,fire,NOUN,pobj,fire
1,161,6,all,DET,predet,all
1,161,7,the,DET,det,the
1,161,8,time,NOUN,npadvmod,time
1,161,9,",",PUNCT,punct,","
1,161,10,you,PRON,nsubj,you
1,161,11,burn,VERB,ROOT,burn
1,161,12,us,PRON,dobj,us
1,161,13,.,PUNCT,punct,.
1,162,0,Since,SCONJ,mark,since
1,162,1,we,PRON,nsubj,we
1,162,2,felt,VERB,advcl,felt
1,162,3,no,DET,det,no
1,162,4,pain,NOUN,dobj,pain
1,162,5,",",PUNCT,punct,","
1,162,6,you,PRON,nsubj,you
1,162,7,try,VERB,ROOT,try
1,162,8,it,PRON,dobj,it
1,162,9,.,PUNCT,punct,.
1,163,0,We,PRON,nsubj,we
1,163,1,shall,AUX,aux,shall
1,163,2,burn,VERB,ccomp,burn
1,163,3,you,PRON,dobj,you
1,163,4,",",PUNCT,punct,","
1,163,5,"""",PUNCT,punct,""""
1,163,6,all,DET,det,all
1,163,7,their,PRON,poss,their
1,163,8,cooking,NOUN,compound,cooking
1,163,9,pots,NOUN,nsubj,pots
1,163,10,said,VERB,ROOT,said
1,163,11,",",PUNCT,punct,","
1,163,12,crushing,VERB,advcl,crushing
1,163,13,their,PRON,poss,their
1,163,14,faces,NOUN,dobj,faces
1,163,15,.,PUNCT,punct,.
1,164,0,The,DET,det,the
1,164,1,stones,NOUN,nsubj,stones
1,164,2,",",PUNCT,punct,","
1,164,3,their,PRON,poss,their
1,164,4,hearthstones,NOUN,nsubj,hearthstones
1,164,5,were,AUX,aux,were
1,164,6,shooting,VERB,ROOT,shooting
1,164,7,out,ADP,prt,out
1,164,8,",",PUNCT,punct,","
1,164,9,coming,VERB,advcl,coming
1,164,10,right,ADV,advmod,right
1,164,11,out,ADP,prep,out
1,164,12,of,ADP,prep,of
1,164,13,the,DET,det,the
1,164,14,fire,NOUN,pobj,fire
1,164,15,",",PUNCT,punct,","
1,164,16,going,VERB,advcl,going
1,164,17,for,ADP,prep,for
1,164,18,their,PRON,poss,their
1,164,19,heads,NOUN,pobj,heads
1,164,20,",",PUNCT,punct,","
1,164,21,causing,VERB,advcl,causing
1,164,22,them,PRON,nsubj,them
1,164,23,pain,NOUN,ccomp,pain
1,164,24,.,PUNCT,punct,.
1,165,0,Now,ADV,advmod,now
1,165,1,they,PRON,nsubj,they
1,165,2,run,VERB,ROOT,run
1,165,3,for,ADP,prep,for
1,165,4,it,PRON,pobj,it
1,165,5,",",PUNCT,punct,","
1,165,6,helter,ADJ,amod,helter
1,165,7,-,PUNCT,punct,-
1,165,8,skelter,ADJ,conj,skelter
1,165,9,.,PUNCT,punct,.
1,166,0,They,PRON,nsubj,they
1,166,1,want,VERB,ROOT,want
1,166,2,to,PART,aux,to
1,166,3,climb,VERB,xcomp,climb
1,166,4,up,ADP,prt,up
1,166,5,on,ADP,prep,on
1,166,6,the,DET,det,the
1,166,7,houses,NOUN,pobj,houses
1,166,8,",",PUNCT,punct,","
1,166,9,but,CCONJ,cc,but
1,166,10,they,PRON,nsubj,they
1,166,11,fall,VERB,conj,fall
1,166,12,as,SCONJ,mark,as
1,166,13,the,DET,det,the
1,166,14,houses,NOUN,nsubj,houses
1,166,15,collapse,VERB,advcl,collapse
1,166,16,.,PUNCT,punct,.
1,167,0,They,PRON,nsubj,they
1,167,1,want,VERB,ccomp,want
1,167,2,to,PART,aux,to
1,167,3,climb,VERB,xcomp,climb
1,167,4,the,DET,det,the
1,167,5,trees,NOUN,dobj,trees
1,167,6,;,PUNCT,punct,;
1,167,7,they,PRON,nsubjpass,they
1,167,8,'re,AUX,auxpass,'re
1,167,9,thrown,VERB,ROOT,thrown
1,167,10,off,ADP,prt,off
1,167,11,by,ADP,agent,by
1,167,12,the,DET,det,the
1,167,13,trees,NOUN,pobj,trees
1,167,14,.,PUNCT,punct,.
1,168,0,They,PRON,nsubj,they
1,168,1,want,VERB,ROOT,want
1,168,2,to,PART,aux,to
1,168,3,get,VERB,xcomp,get
1,168,4,inside,ADJ,prep,inside
1,168,5,caves,NOUN,pobj,caves
1,168,6,",",PUNCT,punct,","
1,168,7,but,CCONJ,cc,but
1,168,8,the,DET,det,the
1,168,9,caves,NOUN,nsubj,caves
1,168,10,slam,VERB,conj,slam
1,168,11,shut,VERB,xcomp,shut
1,168,12,in,ADP,prep,in
1,168,13,their,PRON,poss,their
1,168,14,faces,NOUN,pobj,faces
1,168,15,.,PUNCT,punct,.
1,169,0,Such,ADJ,nsubj,such
1,169,1,was,AUX,ROOT,was
1,169,2,the,DET,det,the
1,169,3,scattering,NOUN,attr,scattering
1,169,4,of,ADP,prep,of
1,169,5,the,DET,det,the
1,169,6,human,ADJ,amod,human
1,169,7,work,NOUN,pobj,work
1,169,8,",",PUNCT,punct,","
1,169,9,the,DET,det,the
1,169,10,human,ADJ,amod,human
1,169,11,design,NOUN,appos,design
1,169,12,.,PUNCT,punct,.
1,170,0,The,DET,det,the
1,170,1,people,NOUN,nsubj,people
1,170,2,were,AUX,auxpass,were
1,170,3,ground,VERB,ROOT,ground
1,170,4,down,ADP,prt,down
1,170,5,",",PUNCT,punct,","
1,170,6,overthrown,VERB,conj,overthrown
1,170,7,.,PUNCT,punct,.
1,171,0,The,DET,det,the
1,171,1,mouths,NOUN,nsubjpass,mouths
1,171,2,and,CCONJ,cc,and
1,171,3,faces,NOUN,conj,faces
1,171,4,of,ADP,prep,of
1,171,5,all,PRON,pobj,all
1,171,6,of,ADP,prep,of
1,171,7,them,PRON,pobj,them
1,171,8,were,AUX,auxpass,were
1,171,9,destroyed,VERB,ROOT,destroyed
1,171,10,and,CCONJ,cc,and
1,171,11,crushed,VERB,conj,crushed
1,171,12,.,PUNCT,punct,.
1,172,0,And,CCONJ,cc,and
1,172,1,it,PRON,nsubj,it
1,172,2,used,VERB,ROOT,used
1,172,3,to,PART,aux,to
1,172,4,be,AUX,auxpass,be
1,172,5,said,VERB,xcomp,said
1,172,6,that,SCONJ,mark,that
1,172,7,the,DET,det,the
1,172,8,monkeys,NOUN,nsubj,monkeys
1,172,9,in,ADP,prep,in
1,172,10,the,DET,det,the
1,172,11,forests,NOUN,pobj,forests
1,172,12,today,NOUN,npadvmod,today
1,172,13,are,AUX,ccomp,are
1,172,14,a,DET,det,a
1,172,15,sign,NOUN,attr,sign
1,172,16,of,ADP,prep,of
1,172,17,this,PRON,pobj,this
1,172,18,.,PUNCT,punct,.
1,173,0,They,PRON,nsubjpass,they
1,173,1,were,AUX,auxpass,were
1,173,2,left,VERB,ROOT,left
1,173,3,as,ADP,prep,as
1,173,4,a,DET,det,a
1,173,5,sign,NOUN,pobj,sign
1,173,6,because,SCONJ,mark,because
1,173,7,wood,NOUN,nsubjpass,wood
1,173,8,alone,ADV,advmod,alone
1,173,9,was,AUX,auxpass,was
1,173,10,used,VERB,advcl,used
1,173,11,for,ADP,prep,for
1,173,12,their,PRON,poss,their
1,173,13,flesh,NOUN,pobj,flesh
1,173,14,by,ADP,agent,by
1,173,15,the,DET,det,the
1,173,16,builder,NOUN,pobj,builder
1,173,17,and,CCONJ,cc,and
1,173,18,sculptor,NOUN,conj,sculptor
1,173,19,.,PUNCT,punct,.
1,174,0,So,ADV,advmod,so
1,174,1,this,PRON,nsubj,this
1,174,2,is,AUX,ccomp,is
1,174,3,why,SCONJ,advmod,why
1,174,4,monkeys,NOUN,nsubj,monkeys
1,174,5,look,VERB,ccomp,look
1,174,6,like,ADP,prep,like
1,174,7,people,NOUN,pobj,people
1,174,8,:,PUNCT,punct,:
1,174,9,they,PRON,nsubj,they
1,174,10,are,AUX,ROOT,are
1,174,11,a,DET,det,a
1,174,12,sign,NOUN,attr,sign
1,174,13,of,ADP,prep,of
1,174,14,a,DET,det,a
1,174,15,previous,ADJ,amod,previous
1,174,16,human,ADJ,amod,human
1,174,17,work,NOUN,pobj,work
1,174,18,",",PUNCT,punct,","
1,174,19,human,ADJ,amod,human
1,174,20,design-,ADJ,amod,design-
1,174,21,mere,ADJ,amod,mere
1,174,22,manikins,NOUN,dep,manikins
1,174,23,",",PUNCT,punct,","
1,174,24,mere,ADJ,amod,mere
1,174,25,woodcarvings,NOUN,appos,woodcarvings
1,174,26,.,PUNCT,punct,.
1,175,0,THIS,PRON,nsubj,this
1,175,1,WAS,AUX,ccomp,was
1,175,2,WHEN,SCONJ,advmod,when
1,175,3,THERE,PRON,expl,there
1,175,4,WAS,VERB,advcl,was
1,175,5,JUST,ADV,advmod,just
1,175,6,A,DET,det,a
1,175,7,TRACE,NOUN,attr,trace
1,175,8,OF,ADP,prep,of
1,175,9,EARLY,ADJ,amod,early
1,175,10,DAWN,NOUN,pobj,dawn
1,175,11,on,ADP,prep,on
1,175,12,the,DET,det,the
1,175,13,face,NOUN,pobj,face
1,175,14,of,ADP,prep,of
1,175,15,the,DET,det,the
1,175,16,earth,NOUN,pobj,earth
1,175,17,",",PUNCT,punct,","
1,175,18,there,PRON,expl,there
1,175,19,was,VERB,ROOT,was
1,175,20,no,DET,det,no
1,175,21,sun,NOUN,attr,sun
1,175,22,.,PUNCT,punct,.
1,176,0,But,CCONJ,cc,but
1,176,1,there,PRON,expl,there
1,176,2,was,VERB,ccomp,was
1,176,3,one,NUM,attr,one
1,176,4,who,PRON,nsubj,who
1,176,5,magnified,VERB,relcl,magnified
1,176,6,himself,PRON,dobj,himself
1,176,7,;,PUNCT,punct,;
1,176,8,Seven,PROPN,compound,seven
1,176,9,Macaw,PROPN,nsubj,macaw
1,176,10,is,AUX,ROOT,is
1,176,11,his,PRON,poss,his
1,176,12,name,NOUN,attr,name
1,176,13,.,PUNCT,punct,.
1,177,0,The,DET,det,the
1,177,1,sky,NOUN,compound,sky
1,177,2,-,PUNCT,punct,-
1,177,3,earth,NOUN,nsubj,earth
1,177,4,was,AUX,ROOT,was
1,177,5,already,ADV,advmod,already
1,177,6,there,ADV,advmod,there
1,177,7,",",PUNCT,punct,","
1,177,8,but,CCONJ,cc,but
1,177,9,the,DET,det,the
1,177,10,face,NOUN,nsubjpass,face
1,177,11,of,ADP,prep,of
1,177,12,the,DET,det,the
1,177,13,sun,NOUN,compound,sun
1,177,14,-,PUNCT,punct,-
1,177,15,moon,NOUN,pobj,moon
1,177,16,was,AUX,auxpass,was
1,177,17,clouded,VERB,conj,clouded
1,177,18,over,ADP,prt,over
1,177,19,.,PUNCT,punct,.
1,178,0,Even,ADV,advmod,even
1,178,1,so,ADV,advmod,so
1,178,2,",",PUNCT,punct,","
1,178,3,it,PRON,nsubjpass,it
1,178,4,is,AUX,auxpass,is
1,178,5,said,VERB,ROOT,said
1,178,6,that,SCONJ,mark,that
1,178,7,his,PRON,poss,his
1,178,8,light,NOUN,nsubj,light
1,178,9,provided,VERB,ccomp,provided
1,178,10,a,DET,det,a
1,178,11,sign,NOUN,dobj,sign
1,178,12,for,ADP,prep,for
1,178,13,the,DET,det,the
1,178,14,people,NOUN,pobj,people
1,178,15,who,PRON,nsubjpass,who
1,178,16,were,AUX,auxpass,were
1,178,17,flooded,VERB,relcl,flooded
1,178,18,.,PUNCT,punct,.
1,179,0,He,PRON,nsubj,he
1,179,1,was,AUX,ROOT,was
1,179,2,like,ADP,prep,like
1,179,3,a,DET,det,a
1,179,4,person,NOUN,pobj,person
1,179,5,of,ADP,prep,of
1,179,6,genius,NOUN,pobj,genius
1,179,7,in,ADP,prep,in
1,179,8,his,PRON,poss,his
1,179,9,being,NOUN,pobj,being
1,179,10,.,PUNCT,punct,.
1,180,0,"""",PUNCT,punct,""""
1,180,1,I,PRON,nsubj,i
1,180,2,am,AUX,ROOT,am
1,180,3,great,ADJ,acomp,great
1,180,4,.,PUNCT,punct,.
1,181,0,My,PRON,poss,my
1,181,1,place,NOUN,nsubj,place
1,181,2,is,AUX,ROOT,is
1,181,3,now,ADV,advmod,now
1,181,4,higher,ADJ,acomp,higher
1,181,5,than,ADP,prep,than
1,181,6,that,PRON,pobj,that
1,181,7,of,ADP,prep,of
1,181,8,the,DET,det,the
1,181,9,human,ADJ,amod,human
1,181,10,work,NOUN,pobj,work
1,181,11,",",PUNCT,punct,","
1,181,12,the,DET,det,the
1,181,13,human,ADJ,amod,human
1,181,14,design,NOUN,appos,design
1,181,15,.,PUNCT,punct,.
1,182,0,I,PRON,nsubj,i
1,182,1,am,AUX,ROOT,am
1,182,2,their,PRON,poss,their
1,182,3,sun,NOUN,attr,sun
1,182,4,and,CCONJ,cc,and
1,182,5,I,PRON,nsubj,i
1,182,6,am,AUX,conj,am
1,182,7,their,PRON,poss,their
1,182,8,light,NOUN,attr,light
1,182,9,",",PUNCT,punct,","
1,182,10,and,CCONJ,cc,and
1,182,11,I,PRON,nsubj,i
1,182,12,am,AUX,conj,am
1,182,13,also,ADV,advmod,also
1,182,14,their,PRON,poss,their
1,182,15,months,NOUN,attr,months
1,182,16,.,PUNCT,punct,.
1,183,0,"""",PUNCT,punct,""""
1,183,1,So,ADV,advmod,so
1,183,2,be,AUX,ccomp,be
1,183,3,it,PRON,nsubj,it
1,183,4,:,PUNCT,punct,:
1,183,5,my,PRON,poss,my
1,183,6,light,NOUN,nsubj,light
1,183,7,is,AUX,ROOT,is
1,183,8,great,ADJ,acomp,great
1,183,9,.,PUNCT,punct,.
1,184,0,I,PRON,nsubj,i
1,184,1,am,AUX,ROOT,am
1,184,2,the,DET,det,the
1,184,3,walkway,NOUN,attr,walkway
1,184,4,and,CCONJ,cc,and
1,184,5,I,PRON,nsubj,i
1,184,6,am,AUX,conj,am
1,184,7,the,DET,det,the
1,184,8,foothold,NOUN,attr,foothold
1,184,9,of,ADP,prep,of
1,184,10,the,DET,det,the
1,184,11,people,NOUN,pobj,people
1,184,12,",",PUNCT,punct,","
1,184,13,because,SCONJ,mark,because
1,184,14,my,PRON,poss,my
1,184,15,eyes,NOUN,nsubj,eyes
1,184,16,are,AUX,advcl,are
1,184,17,of,ADP,prep,of
1,184,18,metal,NOUN,pobj,metal
1,184,19,.,PUNCT,punct,.
1,185,0,My,PRON,poss,my
1,185,1,teeth,NOUN,nsubj,teeth
1,185,2,just,ADV,advmod,just
1,185,3,glitter,VERB,ccomp,glitter
1,185,4,with,ADP,prep,with
1,185,5,jewels,NOUN,pobj,jewels
1,185,6,",",PUNCT,punct,","
1,185,7,and,CCONJ,cc,and
1,185,8,turquoise,ADJ,conj,turquoise
1,185,9,as,ADV,advmod,as
1,185,10,well,ADV,advmod,well
1,185,11,;,PUNCT,punct,;
1,185,12,they,PRON,nsubj,they
1,185,13,stand,VERB,ROOT,stand
1,185,14,out,ADP,prt,out
1,185,15,blue,ADJ,advcl,blue
1,185,16,with,ADP,prep,with
1,185,17,stones,NOUN,pobj,stones
1,185,18,like,ADP,prep,like
1,185,19,the,DET,det,the
1,185,20,face,NOUN,pobj,face
1,185,21,of,ADP,prep,of
1,185,22,the,DET,det,the
1,185,23,sky,NOUN,pobj,sky
1,185,24,.,PUNCT,punct,.
1,186,0,"""",PUNCT,punct,""""
1,186,1,And,CCONJ,cc,and
1,186,2,this,DET,det,this
1,186,3,nose,NOUN,nsubj,nose
1,186,4,of,ADP,prep,of
1,186,5,mine,NOUN,pobj,mine
1,186,6,shines,VERB,ROOT,shines
1,186,7,white,ADJ,advcl,white
1,186,8,into,ADP,prep,into
1,186,9,the,DET,det,the
1,186,10,distance,NOUN,pobj,distance
1,186,11,like,ADP,prep,like
1,186,12,the,DET,det,the
1,186,13,moon,NOUN,pobj,moon
1,186,14,.,PUNCT,punct,.
1,187,0,Since,SCONJ,mark,since
1,187,1,my,PRON,poss,my
1,187,2,nest,NOUN,nsubj,nest
1,187,3,is,AUX,advcl,is
1,187,4,metal,NOUN,attr,metal
1,187,5,",",PUNCT,punct,","
1,187,6,it,PRON,nsubj,it
1,187,7,lights,VERB,ROOT,lights
1,187,8,up,ADP,prt,up
1,187,9,the,DET,det,the
1,187,10,face,NOUN,dobj,face
1,187,11,of,ADP,prep,of
1,187,12,the,DET,det,the
1,187,13,earth,NOUN,pobj,earth
1,187,14,.,PUNCT,punct,.
1,188,0,When,SCONJ,advmod,when
1,188,1,I,PRON,nsubj,i
1,188,2,come,VERB,advcl,come
1,188,3,forth,ADV,advmod,forth
1,188,4,before,ADP,prep,before
1,188,5,my,PRON,poss,my
1,188,6,nest,NOUN,pobj,nest
1,188,7,",",PUNCT,punct,","
1,188,8,I,PRON,nsubj,i
1,188,9,am,AUX,ROOT,am
1,188,10,like,ADP,prep,like
1,188,11,the,DET,det,the
1,188,12,sun,NOUN,pobj,sun
1,188,13,and,CCONJ,cc,and
1,188,14,moon,NOUN,conj,moon
1,188,15,for,ADP,prep,for
1,188,16,those,PRON,pobj,those
1,188,17,who,PRON,nsubjpass,who
1,188,18,are,AUX,auxpass,are
1,188,19,born,VERB,relcl,born
1,188,20,in,ADP,prep,in
1,188,21,the,DET,det,the
1,188,22,light,NOUN,pobj,light
1,188,23,",",PUNCT,punct,","
1,188,24,begotten,VERB,acl,begotten
1,188,25,in,ADP,prep,in
1,188,26,the,DET,det,the
1,188,27,light,NOUN,pobj,light
1,188,28,.,PUNCT,punct,.
1,189,0,It,PRON,nsubj,it
1,189,1,must,AUX,aux,must
1,189,2,be,AUX,ccomp,be
1,189,3,so,ADV,advmod,so
1,189,4,",",PUNCT,punct,","
1,189,5,because,SCONJ,mark,because
1,189,6,my,PRON,poss,my
1,189,7,face,NOUN,nsubj,face
1,189,8,reaches,VERB,advcl,reaches
1,189,9,into,ADP,prep,into
1,189,10,the,DET,det,the
1,189,11,distance,NOUN,pobj,distance
1,189,12,",",PUNCT,punct,","
1,189,13,"""",PUNCT,punct,""""
1,189,14,says,VERB,ROOT,says
1,189,15,Seven,PROPN,compound,seven
1,189,16,Macaw,PROPN,nsubj,macaw
1,189,17,.,PUNCT,punct,.
1,190,0,It,PRON,nsubj,it
1,190,1,is,AUX,ROOT,is
1,190,2,not,PART,neg,not
1,190,3,true,ADJ,acomp,true
1,190,4,that,SCONJ,mark,that
1,190,5,he,PRON,nsubj,he
1,190,6,is,AUX,ccomp,is
1,190,7,the,DET,det,the
1,190,8,sun,NOUN,attr,sun
1,190,9,",",PUNCT,punct,","
1,190,10,this,DET,det,this
1,190,11,Seven,PROPN,compound,seven
1,190,12,Macaw,PROPN,appos,macaw
1,190,13,",",PUNCT,punct,","
1,190,14,yet,CCONJ,cc,yet
1,190,15,he,PRON,nsubj,he
1,190,16,magnifies,VERB,conj,magnifies
1,190,17,himself,PRON,dobj,himself
1,190,18,",",PUNCT,punct,","
1,190,19,his,PRON,poss,his
1,190,20,wings,NOUN,conj,wings
1,190,21,",",PUNCT,punct,","
1,190,22,his,PRON,poss,his
