para_num,sent_num,token_num,token_str,term_str
0,0,0,ARE,are
0,0,1,V,v
0,0,2,XE,xe
0,0,3,OHER,oher
1,0,0,Tzih,tzih
1,0,1,varal,varal
1,0,2,Quiche,quiche
1,0,3,vbi,vbi
2,0,0,Varal,varal
2,0,1,xchicatzibah,xchicatzibah
2,0,2,vi,vi
2,0,3,xchicatiquiba,xchicatiquiba
2,0,4,vi,vi
2,0,5,oher,oher
2,0,6,"tzih,",tzih
2,0,7,"vticaribal,",vticaribal
2,0,8,vxenabal,vxenabal
2,0,9,puch,puch
2,0,10,ronohel,ronohel
2,0,11,"xban,",xban
2,0,12,pa,pa
2,0,13,tinamit,tinamit
2,0,14,"quiche,",quiche
2,0,15,ramac,ramac
2,0,16,quiche,quiche
2,0,17,vinac;,vinac;
2,0,18,arecut,arecut
2,0,19,xchicacam,xchicacam
2,0,20,vi,vi
2,0,21,"vcutunizaxic,",vcutunizaxic
2,0,22,"vcalahobizaxic,",vcalahobizaxic
2,0,23,vtzihoxic,vtzihoxic
2,0,24,puch,puch
2,0,25,euaxibal,euaxibal
2,0,26,zaquiribal,zaquiribal
2,0,27,rumal,rumal
2,0,28,tzacol,tzacol
2,0,29,bitol,bitol
2,0,30,"alom,",alom
2,0,31,qaholom,qaholom
2,0,32,quibi,quibi
2,0,33,hun,hun
2,0,34,ahpu,ahpu
2,0,35,"vuch,",vuch
2,0,36,hun,hun
2,0,37,ahpu,ahpu
2,0,38,"vtiu,",vtiu
2,0,39,zaquinimac,zaquinimac
2,0,40,"tzÿz,",tzÿz
2,0,41,"tepeu,",tepeu
2,0,42,qucumatz,qucumatz
2,0,43,vqux,vqux
2,0,44,"cho,",cho
2,0,45,vqux,vqux
2,0,46,"palo,",palo
2,0,47,ah,ah
2,0,48,"raxalaε,",raxalaε
2,0,49,ah,ah
2,0,50,raxatzel,raxatzel
2,0,51,chu,chu
2,0,52,"qhaxic,",qhaxic
2,0,53,"rachbixic,",rachbixic
2,0,54,rachtzihoxic,rachtzihoxic
2,0,55,rÿ,rÿ
2,0,56,"iyom,",iyom
2,0,57,mamom,mamom
2,0,58,"xpiyacoc,",xpiyacoc
2,0,59,xmucane,xmucane
2,0,60,"vbi,",vbi
2,0,61,matzanel,matzanel
2,0,62,chuquenel,chuquenel
2,0,63,camul,camul
2,0,64,"yiom,",yiom
2,0,65,camul,camul
2,0,66,mamom,mamom
2,0,67,chuqhaxic,chuqhaxic
2,0,68,pa,pa
2,0,69,quiche,quiche
2,0,70,tzih,tzih
2,1,0,Ta,ta
2,1,1,xquitzihoh,xquitzihoh
2,1,2,ronohel,ronohel
2,1,3,ruq,ruq
2,1,4,xquiban,xquiban
2,1,5,chic,chic
2,1,6,chizaquil,chizaquil
2,1,7,"qolem,",qolem
2,1,8,zaquil,zaquil
2,1,9,tzih,tzih
2,1,10,vae,vae
2,1,11,xchicatzibah,xchicatzibah
2,1,12,chupan,chupan
2,1,13,chic,chic
2,1,14,vqhabal,vqhabal
2,1,15,Dios,dios
2,1,16,pa,pa
2,1,17,christianoil,christianoil
2,1,18,chic,chic
2,1,19,xchiquelezah,xchiquelezah
2,1,20,rumal,rumal
2,1,21,mahabi,mahabi
2,1,22,chic,chic
2,1,23,ilbal,ilbal
2,1,24,re,re
2,1,25,popo,popo
2,1,26,vuh,vuh
2,2,0,ilbal,ilbal
2,2,1,zac,zac
2,2,2,petenac,petenac
2,2,3,chaca,chaca
2,2,4,palo,palo
2,3,0,vtzihoxic,vtzihoxic
2,3,1,camuhibal,camuhibal
2,3,2,ilbal,ilbal
2,3,3,zacqazlem,zacqazlem
2,3,4,chuqhaxic,chuqhaxic
2,4,0,qo,qo
2,4,1,nabe,nabe
2,4,2,"vuhil,",vuhil
2,4,3,oher,oher
2,4,4,tzibam,tzibam
2,4,5,puch,puch
2,4,6,xa,xa
2,4,7,eval,eval
2,4,8,vvach,vvach
2,4,9,ilol,ilol
2,4,10,"re,",re
2,4,11,bizol,bizol
2,4,12,"re,",re
2,4,13,nim,nim
2,4,14,"vpeoxic,",vpeoxic
2,4,15,vtzihoxic,vtzihoxic
2,4,16,"puch,",puch
2,4,17,ta,ta
2,4,18,chiquiz,chiquiz
2,4,19,tzuk,tzuk
2,4,20,ronohel,ronohel
2,4,21,cah,cah
2,4,22,"vleu,",vleu
2,4,23,vcah,vcah
2,4,24,"tzucuxic,",tzucuxic
2,4,25,vcah,vcah
2,4,26,xucutaxic,xucutaxic
2,4,27,"retaxic,",retaxic
2,4,28,vcah,vcah
2,4,29,"cheexic,",cheexic
2,4,30,vmeh,vmeh
2,4,31,"camaxic,",camaxic
2,4,32,vyuccamaxic,vyuccamaxic
2,4,33,vpa,vpa
2,4,34,"cah,",cah
2,4,35,vpa,vpa
2,4,36,vleu,vleu
2,4,37,cah,cah
2,4,38,"tzuc,",tzuc
2,4,39,cah,cah
2,4,40,xu,xu
2,4,41,cut,cut
2,4,42,chuqhaxic,chuqhaxic
2,4,43,rumal,rumal
2,4,44,ri,ri
2,4,45,tzacol,tzacol
2,4,46,bitol,bitol
2,4,47,"vchuch,",vchuch
2,4,48,vcahau,vcahau
2,4,49,qazlem,qazlem
2,4,50,"vinaquirem,",vinaquirem
2,4,51,"abanel,",abanel
2,4,52,"quxlanel,",quxlanel
2,4,53,alay,alay
2,4,54,"rech,",rech
2,4,55,quxlaay,quxlaay
2,4,56,rech,rech
2,4,57,zaquil,zaquil
2,4,58,"amaquil,",amaquil
2,4,59,zaquil,zaquil
2,4,60,"al,",al
2,4,61,zaquil,zaquil
2,4,62,"qahol,",qahol
2,4,63,"ahbiz,",ahbiz
2,4,64,ahnaoh,ahnaoh
2,4,65,chirech,chirech
2,4,66,ronohel,ronohel
2,4,67,ato,ato
2,4,68,qol,qol
2,4,69,vi,vi
2,4,70,cah,cah
2,4,71,vleu,vleu
2,4,72,cho,cho
2,4,73,palo,palo
3,0,0,ARE,are
3,0,1,V,v
3,0,2,TZIHOXIC,tzihoxic
3,0,3,VAE,vae
3,0,4,Cacatzinin,cacatzinin
3,0,5,"oc,",oc
3,0,6,caca,caca
3,0,7,chamam,chamam
3,0,8,oc,oc
3,0,9,catzinonic,catzinonic
3,0,10,"cacazilanic,",cacazilanic
3,0,11,caca,caca
3,0,12,"lolinic,",lolinic
3,0,13,catolona,catolona
3,0,14,puch,puch
3,0,15,v,v
3,0,16,pa,pa
3,0,17,cah,cah
4,0,0,Vae,vae
4,0,1,cute,cute
4,0,2,nabe,nabe
4,0,3,tzih,tzih
4,0,4,nabe,nabe
4,0,5,vchan,vchan
4,1,0,mahabi,mahabi
4,1,1,oε,oε
4,1,2,hun,hun
4,1,3,"vinac,",vinac
4,1,4,hun,hun
4,1,5,"chicop,",chicop
4,1,6,"tziquin,",tziquin
4,1,7,"car,",car
4,1,8,"tap,",tap
4,1,9,che,che
4,1,10,"abah,",abah
4,1,11,"hul,",hul
4,1,12,"zivan,",zivan
4,1,13,"quim,",quim
4,1,14,quichelah;,quichelah;
4,1,15,xa,xa
4,1,16,v,v
4,1,17,tu,tu
4,1,18,quel,quel
4,1,19,cah,cah
4,1,20,qolic,qolic
4,2,0,maui,maui
4,2,1,calah,calah
4,2,2,v,v
4,2,3,vach,vach
4,2,4,vleu;,vleu;
4,2,5,xa,xa
4,2,6,vtuquel,vtuquel
4,2,7,remanic,remanic
4,2,8,palo,palo
4,2,9,"vpacah,",vpacah
4,2,10,"ronohel,",ronohel
4,2,11,mahabi,mahabi
4,2,12,na,na
4,2,13,quila,quila
4,2,14,"camolobic,",camolobic
4,2,15,"cacotzobic,",cacotzobic
4,2,16,hun,hun
4,2,17,ta,ta
4,2,18,cazilobic,cazilobic
4,2,19,camal,camal
4,2,20,"cabantah,",cabantah
4,2,21,ca,ca
4,2,22,cotz,cotz
4,2,23,cabantah,cabantah
4,2,24,pa,pa
4,2,25,cah,cah
4,3,0,xma,xma
4,3,1,qo,qo
4,3,2,vinaquila,vinaquila
4,3,3,"qolic,",qolic
4,3,4,yacalic;,yacalic;
4,3,5,xa,xa
4,3,6,remanic,remanic
4,3,7,"ha,",ha
4,3,8,xa,xa
4,3,9,lianic,lianic
4,3,10,"palo,",palo
4,3,11,xa,xa
4,3,12,vtuquel,vtuquel
4,3,13,"remanic,",remanic
4,3,14,xma,xma
4,3,15,qo,qo
4,3,16,vi,vi
4,3,17,na,na
4,3,18,quilalo,quilalo
4,3,19,qolic;,qolic;
4,3,20,xa,xa
4,3,21,cachamanic,cachamanic
4,3,22,catzininic,catzininic
4,3,23,chi,chi
4,3,24,"queεum,",queεum
4,3,25,chi,chi
4,3,26,"aεab,",aεab
4,3,27,xa,xa
4,3,28,vtuquel,vtuquel
4,3,29,ri,ri
4,3,30,"tzacol,",tzacol
4,3,31,"bitol,",bitol
4,3,32,"tepeu,",tepeu
4,3,33,qucumatz,qucumatz
4,3,34,e,e
4,3,35,"alom,",alom
4,3,36,e,e
4,3,37,qaholom,qaholom
4,3,38,qo,qo
4,3,39,pa,pa
4,3,40,ha,ha
4,3,41,zactetoh,zactetoh
4,3,42,e,e
4,3,43,qovi,qovi
4,3,44,e,e
4,3,45,mucutal,mucutal
4,3,46,pa,pa
4,3,47,"cuc,",cuc
4,3,48,pa,pa
4,3,49,raxon,raxon
4,3,50,are,are
4,3,51,vbinaam,vbinaam
4,3,52,viri,viri
4,3,53,qucumatz,qucumatz
4,3,54,e,e
4,3,55,nimac,nimac
4,3,56,"etamanel,",etamanel
4,3,57,e,e
4,3,58,nimac,nimac
4,3,59,ahnaoh,ahnaoh
4,3,60,chiqui,chiqui
4,3,61,qoheic;,qoheic;
4,3,62,quehe,quehe
4,3,63,cut,cut
4,3,64,xax,xax
4,3,65,qo,qo
4,3,66,vi,vi
4,3,67,ri,ri
4,3,68,cah,cah
4,3,69,qonaipuch,qonaipuch
4,3,70,vqux,vqux
4,3,71,cah,cah
4,3,72,are,are
4,3,73,vbi,vbi
4,3,74,ri,ri
4,3,75,cabauil,cabauil
4,3,76,chuqhaxic,chuqhaxic
5,0,0,Ta,ta
5,0,1,xpe,xpe
5,0,2,cut,cut
5,0,3,vtzih,vtzih
5,0,4,varal,varal
5,0,5,xul,xul
5,0,6,cuq,cuq
5,0,7,ri,ri
5,0,8,tepeu,tepeu
5,0,9,qucumatz,qucumatz
5,0,10,varal,varal
5,0,11,chi,chi
5,0,12,quecumal,quecumal
5,0,13,chi,chi
5,0,14,aεabal,aεabal
5,0,15,xqhau,xqhau
5,0,16,ruq,ruq
5,0,17,ri,ri
5,0,18,tepeu,tepeu
5,0,19,"qucumatz,",qucumatz
5,0,20,xe,xe
5,0,21,qha,qha
5,0,22,"cut,",cut
5,0,23,ta,ta
5,0,24,"xenaohinic,",xenaohinic
5,0,25,ta,ta
5,0,26,xe,xe
5,0,27,"bizonic,",bizonic
5,0,28,xerico,xerico
5,0,29,"quib,",quib
5,0,30,xquicuch,xquicuch
5,0,31,qui,qui
5,0,32,"tzih,",tzih
5,0,33,qui,qui
5,0,34,"naoh,",naoh
5,0,35,ta,ta
5,0,36,xcalah,xcalah
5,0,37,ta,ta
5,0,38,xquiquxlaah,xquiquxlaah
5,0,39,quib,quib
5,0,40,xe,xe
5,0,41,vi,vi
5,0,42,zac,zac
5,0,43,ta,ta
5,0,44,xcalah,xcalah
5,0,45,puch,puch
5,0,46,"vinac,",vinac
5,0,47,ta,ta
5,0,48,xquinaohih,xquinaohih
5,0,49,v,v
5,0,50,tzuquic,tzuquic
5,0,51,v,v
5,0,52,vinaquiric,vinaquiric
5,0,53,"che,",che
5,0,54,"caam,",caam
5,0,55,v,v
5,0,56,tzucuquic,tzucuquic
5,0,57,puch,puch
5,0,58,qazlem,qazlem
5,0,59,vinaquirem,vinaquirem
5,0,60,chi,chi
5,0,61,"queεumal,",queεumal
5,0,62,chi,chi
5,0,63,"aεabal,",aεabal
5,0,64,rumal,rumal
5,0,65,ri,ri
5,0,66,vqux,vqux
5,0,67,cah,cah
5,0,68,huracan,huracan
5,0,69,"vbi,",vbi
5,0,70,caculha,caculha
5,0,71,huracan,huracan
5,0,72,"nabe,",nabe
5,0,73,vcab,vcab
5,0,74,cut,cut
5,0,75,chipa,chipa
5,0,76,"caculha,",caculha
5,0,77,roxchic,roxchic
5,0,78,raxa,raxa
5,0,79,caculha,caculha
5,0,80,chi,chi
5,0,81,e,e
5,0,82,cu,cu
5,0,83,oxib,oxib
5,0,84,rÿ,rÿ
5,0,85,vqux,vqux
5,0,86,cah,cah
5,0,87,ta,ta
5,0,88,xeul,xeul
5,0,89,cuq,cuq
5,0,90,ri,ri
5,0,91,tepeu,tepeu
5,0,92,"qucumatz,",qucumatz
5,0,93,ta,ta
5,0,94,xnaohixic,xnaohixic
5,0,95,zac,zac
5,0,96,"qazlem,",qazlem
5,0,97,hupacha,hupacha
5,0,98,ta,ta
5,0,99,cha,cha
5,0,100,uaxoc,uaxoc
5,0,101,ta,ta
5,0,102,caquiro,caquiro
5,0,103,"puch,",puch
5,0,104,apachinac,apachinac
5,0,105,tzucul,tzucul
5,0,106,cool,cool
5,0,107,ta,ta
5,0,108,chuxoc,chuxoc
5,0,109,quixnohintah,quixnohintah
5,1,0,areri,areri
5,1,1,ha,ha
5,1,2,chel,chel
5,1,3,tah,tah
5,1,4,"chihamatah,",chihamatah
5,1,5,chivinaquir,chivinaquir
5,1,6,va,va
5,1,7,vleu,vleu
5,1,8,vlaquel,vlaquel
5,1,9,ta,ta
5,1,10,curib,curib
5,1,11,chata,chata
5,1,12,"cut,",cut
5,1,13,ta,ta
5,1,14,chauaxoc,chauaxoc
5,1,15,ta,ta
5,1,16,"zaquiroc,",zaquiroc
5,1,17,cah,cah
5,1,18,"vleu,",vleu
5,1,19,ma,ma
5,1,20,ta,ta
5,1,21,cut,cut
5,1,22,v,v
5,1,23,quihilabal,quihilabal
5,1,24,vcalaibal,vcalaibal
5,1,25,rÿ,rÿ
5,1,26,catzac,catzac
5,1,27,cabit,cabit
5,1,28,ta,ta
5,1,29,vinaquiroc,vinaquiroc
5,1,30,vinac,vinac
5,1,31,tzac,tzac
5,1,32,vinac,vinac
5,1,33,bit,bit
5,1,34,xeqha,xeqha
5,1,35,cut,cut
5,1,36,ta,ta
5,1,37,xvinaquir,xvinaquir
5,1,38,cu,cu
5,1,39,ri,ri
5,1,40,vleu,vleu
5,1,41,cumal;,cumal;
5,1,42,xaquitzih,xaquitzih
5,1,43,xqohe,xqohe
5,1,44,vi,vi
5,1,45,v,v
5,1,46,vinaquiric,vinaquiric
5,1,47,chivinaquir,chivinaquir
5,1,48,"vleu,",vleu
5,1,49,vleuh,vleuh
5,1,50,xecha,xecha
5,1,51,libah,libah
5,1,52,chi,chi
5,1,53,xvinaquiric;,xvinaquiric;
5,1,54,queheri,queheri
5,1,55,xa,xa
5,1,56,tzutz,tzutz
5,1,57,xa,xa
5,1,58,mayui,mayui
5,1,59,v,v
5,1,60,vinaquiric,vinaquiric
5,1,61,chic,chic
5,1,62,u,u
5,1,63,pupuheic,pupuheic
5,1,64,ta,ta
5,1,65,xtape,xtape
5,1,66,pa,pa
5,1,67,ha,ha
5,1,68,ri,ri
5,1,69,huiub,huiub
5,1,70,huzuc,huzuc
5,1,71,nimac,nimac
5,1,72,huyub,huyub
5,1,73,xuxic,xuxic
5,1,74,xaqui,xaqui
5,1,75,naual,naual
5,1,76,xa,xa
5,1,77,qui,qui
5,1,78,puz,puz
5,1,79,xbanatah,xbanatah
5,1,80,vi,vi
5,1,81,vnaohixic,vnaohixic
5,1,82,huyub,huyub
5,1,83,"tacah,",tacah
5,1,84,huzuc,huzuc
5,1,85,rach,rach
5,1,86,vinaquiric,vinaquiric
5,1,87,v,v
5,1,88,"quizizil,",quizizil
5,1,89,v,v
5,1,90,pachahil,pachahil
5,1,91,v,v
5,1,92,vach,vach
5,2,0,quehe,quehe
5,2,1,cut,cut
5,2,2,xquicot,xquicot
5,2,3,vi,vi
5,2,4,ri,ri
5,2,5,"qucumatz,",qucumatz
5,2,6,vtz,vtz
5,2,7,mi,mi
5,2,8,xatulic,xatulic
5,2,9,at,at
5,2,10,vqux,vqux
5,2,11,"cah,",cah
5,2,12,at,at
5,2,13,"huracan,",huracan
5,2,14,at,at
5,2,15,pu,pu
5,2,16,"chipicaculha,",chipicaculha
5,2,17,raxa,raxa
5,2,18,"caculha,",caculha
5,2,19,xchutzinic,xchutzinic
5,2,20,catzac,catzac
5,2,21,cabit,cabit
5,2,22,xeqha,xeqha
5,2,23,cut,cut
5,3,0,nabe,nabe
5,3,1,cut,cut
5,3,2,xvinaquir,xvinaquir
5,3,3,vleuh,vleuh
5,3,4,huyub,huyub
5,3,5,"tacah,",tacah
5,3,6,xchobochox,xchobochox
5,3,7,vbe,vbe
5,3,8,ha,ha
5,3,9,xbiniheic,xbiniheic
5,3,10,colehe,colehe
5,3,11,racan,racan
5,3,12,xol,xol
5,3,13,tac,tac
5,3,14,"huyub,",huyub
5,3,15,xa,xa
5,3,16,chobol,chobol
5,3,17,chic,chic
5,3,18,xeqohe,xeqohe
5,3,19,vi,vi
5,3,20,"ha,",ha
5,3,21,ta,ta
5,3,22,xcutuniheic,xcutuniheic
5,3,23,nimac,nimac
5,3,24,huyub,huyub
5,4,0,quehe,quehe
5,4,1,cut,cut
5,4,2,v,v
5,4,3,vinaquiric,vinaquiric
5,4,4,vlew,vlew
5,4,5,ri,ri
5,4,6,ta,ta
5,4,7,xvinaquiric,xvinaquiric
5,4,8,cumal,cumal
5,4,9,ri,ri
5,4,10,vqux,vqux
5,4,11,cah,cah
5,4,12,vqux,vqux
5,4,13,vleu,vleu
5,4,14,quevchaxic,quevchaxic
5,4,15,rÿ,rÿ
5,4,16,cute,cute
5,4,17,nabe,nabe
5,4,18,xquinohih,xquinohih
5,4,19,xcolo,xcolo
5,4,20,vi,vi
5,4,21,ri,ri
5,4,22,"cah,",cah
5,4,23,xcolo,xcolo
5,4,24,nai,nai
5,4,25,puch,puch
5,4,26,vleuh,vleuh
5,4,27,chupan,chupan
5,4,28,ha,ha
5,5,0,quehe,quehe
5,5,1,cut,cut
5,5,2,vnaohixic,vnaohixic
5,5,3,ri,ri
5,5,4,ta,ta
5,5,5,xquinohih,xquinohih
5,5,6,ta,ta
5,5,7,xquibizoh,xquibizoh
5,5,8,rutzinic,rutzinic
5,5,9,vbana,vbana
5,5,10,tahic,tahic
5,5,11,cumal,cumal
6,0,0,Ta,ta
6,0,1,xquinohih,xquinohih
6,0,2,chic,chic
6,0,3,vchicopil,vchicopil
6,0,4,huyub,huyub
6,0,5,chahal,chahal
6,0,6,re,re
6,0,7,quichelah,quichelah
6,0,8,"ronohel,",ronohel
6,0,9,vvinaquil,vvinaquil
6,0,10,huyub,huyub
6,0,11,ri,ri
6,0,12,"quieh,",quieh
6,0,13,"tziquin,",tziquin
6,0,14,"qoh,",qoh
6,0,15,"balam,",balam
6,0,16,"cumatz,",cumatz
6,0,17,"zochoh,",zochoh
6,0,18,canti,canti
6,0,19,chahal,chahal
6,0,20,caam,caam
6,0,21,cacha,cacha
6,0,22,ri,ri
6,0,23,"alom,",alom
6,0,24,qaholom,qaholom
6,0,25,xa,xa
6,0,26,pa,pa
6,0,27,"chilolinic,",chilolinic
6,0,28,ma,ma
6,0,29,xa,xa
6,0,30,on,on
6,0,31,chitzininic,chitzininic
6,0,32,"vxeche,",vxeche
6,0,33,"caam,",caam
6,0,34,cate,cate
6,0,35,vtz,vtz
6,0,36,chiqohe,chiqohe
6,0,37,chahal,chahal
6,0,38,re,re
6,0,39,xeqha,xeqha
6,0,40,cut,cut
6,0,41,ta,ta
6,0,42,"xquinohih,",xquinohih
6,0,43,xqhitzihoh,xqhitzihoh
6,0,44,puch,puch
6,0,45,huzu,huzu
6,0,46,cu,cu
6,0,47,xvinaquir,xvinaquir
6,0,48,queh,queh
6,0,49,tziquin,tziquin
6,0,50,ta,ta
6,0,51,zquizipah,zquizipah
6,0,52,cut,cut
6,0,53,rochoch,rochoch
6,0,54,queh,queh
6,0,55,tziquin,tziquin
6,1,0,at,at
6,1,1,queh,queh
6,1,2,pa,pa
6,1,3,beyaa,beyaa
6,1,4,pa,pa
6,1,5,zivan,zivan
6,1,6,catvar,catvar
6,1,7,"vi,",vi
6,1,8,varal,varal
6,1,9,cat,cat
6,1,10,qohe,qohe
6,1,11,vi,vi
6,1,12,pa,pa
6,1,13,quim,quim
6,1,14,pa,pa
6,1,15,"zacul,",zacul
6,1,16,pa,pa
6,1,17,"quechelah,",quechelah
6,1,18,quipoco,quipoco
6,1,19,vi,vi
6,1,20,"ivib,",ivib
6,1,21,cahcah,cahcah
6,1,22,"ibinibal,",ibinibal
6,1,23,ychacabal,ychacabal
6,1,24,chuxic,chuxic
6,1,25,xevqhaxic,xevqhaxic
6,1,26,ta,ta
6,1,27,xquichic,xquichic
6,1,28,cut,cut
6,1,29,cochoch,cochoch
6,1,30,chuti,chuti
6,1,31,"tziquin,",tziquin
6,1,32,nima,nima
6,1,33,tziquin,tziquin
6,2,0,ixix,ixix
6,2,1,tziquin,tziquin
6,2,2,chuvi,chuvi
6,2,3,"che,",che
6,2,4,chuvi,chuvi
6,2,5,caam,caam
6,2,6,quixochochin,quixochochin
6,2,7,"vi,",vi
6,2,8,quixhain,quixhain
6,2,9,"vi,",vi
6,2,10,chiri,chiri
6,2,11,quixpoc,quixpoc
6,2,12,"vi,",vi
6,2,13,quixquiritah,quixquiritah
6,2,14,vi,vi
6,2,15,chuεab,chuεab
6,2,16,"che,",che
6,2,17,chuεab,chuεab
6,2,18,caam,caam
6,2,19,xevqhaxic,xevqhaxic
6,2,20,quieh,quieh
6,2,21,tziquin,tziquin
6,2,22,ta,ta
6,2,23,xquibano,xquibano
6,2,24,quibanoh,quibanoh
6,2,25,ronohel,ronohel
6,2,26,xucamo,xucamo
6,2,27,v,v
6,2,28,"varabal,",varabal
6,2,29,v,v
6,2,30,yacalibal,yacalibal
6,2,31,quehe,quehe
6,2,32,cut,cut
6,2,33,cochoch,cochoch
6,2,34,vi,vi
6,2,35,chicop,chicop
6,2,36,ri,ri
6,2,37,vleu,vleu
6,2,38,xuyao,xuyao
6,2,39,"alom,",alom
6,2,40,qaholom,qaholom
6,3,0,xutzininaca,xutzininaca
6,3,1,chic,chic
6,3,2,ronohel,ronohel
6,3,3,ri,ri
6,3,4,queh,queh
6,3,5,tziquin,tziquin
7,0,0,Ta,ta
7,0,1,xevqhax,xevqhax
7,0,2,chicut,chicut
7,0,3,rÿ,rÿ
7,0,4,queh,queh
7,0,5,tziquin,tziquin
7,0,6,rumal,rumal
7,0,7,tzacol,tzacol
7,0,8,bitol,bitol
7,0,9,"alom,",alom
7,0,10,qaholom,qaholom
7,1,0,"quixqhauoc,",quixqhauoc
7,1,1,quixziquinoc,quixziquinoc
7,1,2,mi,mi
7,1,3,"xyonoliquinic,",xyonoliquinic
7,1,4,mi,mi
7,1,5,"xziquinic,",xziquinic
7,1,6,quixqha,quixqha
7,1,7,va,va
7,1,8,he,he
7,1,9,tah,tah
7,1,10,chi,chi
7,1,11,"huhunal,",huhunal
7,1,12,chu,chu
7,1,13,hutac,hutac
7,1,14,chobil,chobil
7,1,15,chi,chi
7,1,16,hutac,hutac
7,1,17,"molahil,",molahil
7,1,18,xevqhaxic,xevqhaxic
7,1,19,ri,ri
7,1,20,queh,queh
7,1,21,tziquin,tziquin
7,1,22,"qoh,",qoh
7,1,23,balam,balam
7,1,24,"cumatz,",cumatz
7,1,25,chibÿh,chibÿh
7,1,26,na,na
7,1,27,cut,cut
7,1,28,ri,ri
7,1,29,ca,ca
7,1,30,bi,bi
7,1,31,"cohicaharizah,",cohicaharizah
7,1,32,oh,oh
7,1,33,"ichuch,",ichuch
7,1,34,oh,oh
7,1,35,icahau,icahau
7,1,36,quiqha,quiqha
7,1,37,va,va
7,1,38,na,na
7,1,39,"cut,",cut
7,1,40,"huracan,",huracan
7,1,41,chipi,chipi
7,1,42,"caculha,",caculha
7,1,43,raxa,raxa
7,1,44,"caculha,",caculha
7,1,45,vqux,vqux
7,1,46,"cah,",cah
7,1,47,vqux,vqux
7,1,48,"vleuh,",vleuh
7,1,49,"tzacol,",tzacol
7,1,50,"bitol,",bitol
7,1,51,alom,alom
7,1,52,qaholom,qaholom
7,1,53,quixqhaoc,quixqhaoc
7,1,54,"cohiziquih,",cohiziquih
7,1,55,"cohiquihila,",cohiquihila
7,1,56,xevqhaxic,xevqhaxic
7,2,0,macu,macu
7,2,1,xutzinic,xutzinic
7,2,2,"xeqhauic,",xeqhauic
7,2,3,queheta,queheta
7,2,4,ri,ri
7,2,5,"vinac,",vinac
7,2,6,xa,xa
7,2,7,"quevachelahic,",quevachelahic
7,2,8,xa,xa
7,2,9,quecaralahic,quecaralahic
7,2,10,xa,xa
7,2,11,quevohonic;,quevohonic;
7,2,12,mavi,mavi
7,2,13,xvachinic,xvachinic
7,2,14,v,v
7,2,15,vach,vach
7,2,16,qui,qui
7,2,17,"qhabal,",qhabal
7,2,18,halahoh,halahoh
7,2,19,xcoquibeh,xcoquibeh
7,2,20,chi,chi
7,2,21,qui,qui
7,2,22,huhunal,huhunal
7,3,0,ta,ta
7,3,1,xqui,xqui
7,3,2,ta,ta
7,3,3,ri,ri
7,3,4,tzacol,tzacol
7,3,5,bitol,bitol
7,3,6,mavi,mavi
7,3,7,mi,mi
7,3,8,"xutzinic,",xutzinic
7,3,9,mi,mi
7,3,10,"xeqhauic,",xeqhauic
7,3,11,xeqha,xeqha
7,3,12,chic,chic
7,3,13,chi,chi
7,3,14,qui,qui
7,3,15,bil,bil
7,3,16,quib,quib
7,3,17,maui,maui
7,3,18,mi,mi
7,3,19,xutzin,xutzin
7,3,20,v,v
7,3,21,bixic,bixic
7,3,22,cabi,cabi
7,3,23,rumal,rumal
7,3,24,oh,oh
7,3,25,cah,cah
7,3,26,tzac,tzac
7,3,27,oh,oh
7,3,28,pu,pu
7,3,29,cah,cah
7,3,30,bit,bit
7,3,31,mavi,mavi
7,3,32,vtz,vtz
7,3,33,xqha,xqha
7,3,34,chic,chic
7,3,35,chiquibil,chiquibil
7,3,36,quib,quib
7,3,37,ri,ri
7,3,38,alom,alom
7,3,39,"qaholom,",qaholom
7,3,40,xevqhax,xevqhax
7,3,41,cut,cut
7,3,42,xa,xa
7,3,43,quixhalatahic,quixhalatahic
7,3,44,rumal,rumal
7,3,45,maui,maui
7,3,46,mi,mi
7,3,47,xutzinic,xutzinic
7,3,48,maui,maui
7,3,49,mi,mi
7,3,50,"xixqhavic,",xixqhavic
7,3,51,mi,mi
7,3,52,cu,cu
7,3,53,xcahal,xcahal
7,3,54,catzih,catzih
7,3,55,ivecha,ivecha
7,3,56,i,i
7,3,57,"cuxun,",cuxun
7,3,58,ivarabal,ivarabal
7,3,59,i,i
7,3,60,iacalibal,iacalibal
7,3,61,xivech,xivech
7,3,62,vi,vi
7,3,63,mi,mi
7,3,64,xeuxic,xeuxic
7,3,65,zivan,zivan
7,3,66,quechelah,quechelah
7,3,67,rumal,rumal
7,3,68,mavi,mavi
7,3,69,xutzin,xutzin
7,3,70,caquihiloxic,caquihiloxic
7,3,71,mavi,mavi
7,3,72,ix,ix
7,3,73,ziquÿ,ziquÿ
7,3,74,que,que
7,3,75,ca,ca
7,3,76,qo,qo
7,3,77,couilo,couilo
7,3,78,qui,qui
7,3,79,hilonel,hilonel
7,3,80,nimanel,nimanel
7,3,81,chi,chi
7,3,82,caban,caban
7,3,83,chic,chic
7,3,84,xa,xa
7,3,85,chicam,chicam
7,3,86,i,i
7,3,87,patan,patan
7,3,88,xa,xa
7,3,89,i,i
7,3,90,tiohil,tiohil
7,3,91,chica,chica
7,3,92,chic,chic
7,3,93,ta,ta
7,3,94,chuxoc,chuxoc
7,4,0,are,are
