folio|side|para_num|lb|lb_str|lb_str_plain
26|1|34|25|ban, y venían como dando bueltas, y|ban, y venían como dando bueltas, y
26|1|34|26|"meneandose con <rs ana=""KOTZ'I'J"">las flores</rs> de sobre"|meneandose con las flores de sobre
26|1|34|27|los palos, y con los díentes alzaban las|los palos, y con los díentes alzaban las
26|1|34|28|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> estaban debaxo de los palos; y los"|q’que estaban debaxo de los palos; y los
26|1|34|29|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> guardaban, estaban dando grítos"|q’que guardaban, estaban dando grítos
26|1|34|30|"y no sentían los díentes <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> les comían"|y no sentían los díentes q’que les comían
26|1|34|31|"las alas, y las colas y así lleuaban <rs ana=""KOTZ'I'J"">las"|las alas, y las colas y así lleuaban las
26|1|34|32|"flores</rs> <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> cogían con los díentes y muy"|flores q’que cogían con los díentes y muy
26|1|34|33|"en breve llenaron las quarto <rs ana=""TZIMA"">hícaras</rs>"|en breve llenaron las quarto hícaras
26|1|34|34|"de <rs ana=""KOTZ'I'J"">flores</rs>, y estaban colmadas quan<pc> –</pc>"|de flores, y estaban colmadas quan–
26|1|34|35|"do amanezío. y luego víníeron <rs ana=""USAMAJEL_XIB'ALB'A"">los"|do amanezío. y luego víníeron los
26|1|34|36|mensageros</rs>, embíados, y díxeron, dí<pc> –</pc>|mensageros, embíados, y díxeron, dí–
26|1|34|37|"çe el <choice><abbr>Sor</abbr><expan instant=""false"">Señor</expan></choice><choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> luego vengan lo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> hemos"|çe el SorSeñorq’que luego vengan lo q’que hemos
26|1|34|38|"ganado. esta bíen <rs ana=""KA'IB'_K'AJOLAB'"">díxeron</rs>, y se"|ganado. esta bíen díxeron, y se
26|1|34|39|"fueron lleuando las quarto <rs ana=""TZIMA"">hícaras</rs>"|fueron lleuando las quarto hícaras
26|1|34|40|"colmadas de <rs ana=""KOTZ'I'J"">flores</rs>, y llegaron"|colmadas de flores, y llegaron
26|1|34|41|"ante el <choice><abbr>Sor</abbr><expan instant=""false"">Señor</expan></choice>y <rs ana=""RAJAWAL_XIB'ALB'A"">los Señores</rs> tomaron las"|ante el SorSeñory los Señores tomaron las
26|1|34|42|"<rs ana=""KOTZ'I'J"">flores</rs>, muy suaves. y así fueron ven"|flores, muy suaves. y así fueron ven
26|1|34|43|"çídos <rs ana=""RAJAWAL_XIB'ALB'A"">los de el ínfíerno</rs>. y solas <rs ana=""SANIK"">hor<pc> –</pc>"|çídos los de el ínfíerno. y solas hor–
26|1|34|44|"mígas</rs> embíaron <rs ana=""KA'IB'_K'AJOLAB'"">los mançebos</rs>"|mígas embíaron los mançebos
26|1|34|45|"y en una noche cortaron <rs ana=""SANIK"">las hormigas</rs>"|y en una noche cortaron las hormigas
26|1|34|46|"<rs ana=""KOTZ'I'J"">las flores</rs>, y las pusieron en <rs ana=""TZIMA"">las hícaras</rs>"|las flores, y las pusieron en las hícaras
26|1|34|47|"y así se espantaron todos <rs ana=""RAJAWAL_XIB'ALB'A"">los deelínfí<pc> –</pc>"|y así se espantaron todos los deelínfí–
26|2|34|1|erno</rs>, y tenían los rostros pálidos por|erno, y tenían los rostros pálidos por
26|2|34|2|"<rs ana=""KOTZ'I'J"">las flores</rs>, y llamaron luego a los <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> gu"|las flores, y llamaron luego a los q’que gu
26|2|34|3|"ardaban <rs ana=""KOTZ'I'J"">las flores</rs>, y les díxeron: por<pc> –</pc>"|ardaban las flores, y les díxeron: por–
26|2|34|4|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> aueís dado hurtadas nuestras flo<pc> –</pc>"|q’que aueís dado hurtadas nuestras flo–
26|2|34|5|"res <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> aquí vemos? no lo hemos sentído"|res q’que aquí vemos? no lo hemos sentído
26|2|34|6|"<choice><abbr type=""superscription"">Sor.</abbr><expan instant=""false"">Señor</expan></choice> díxeron, y nuestras colas mírad"|Sor.Señor díxeron, y nuestras colas mírad
26|2|34|7|como estan; y luego les rasgaron las|como estan; y luego les rasgaron las
26|2|34|8|vocas, en pago de auer dejado hur<pc> –</pc>|vocas, en pago de auer dejado hur–
26|2|34|9|"tar <rs ana=""KOTZ'I'J"">las flores</rs>. y así fueron venzídos"|tar las flores. y así fueron venzídos
26|2|34|10|"<rs ana=""JUN_KAME'"">hun came</rs>, y <rs ana=""WUQUB'_KAME'"">vucub came</rs>, por <rs ana=""JUNAJPU"">hun"|hun came, y vucub came, por hun
26|2|34|11|"ahpu</rs>, y <rs ana=""XB'ALAMQ'E"">xbala que</rs>. y este fue el prín"|ahpu, y xbala que. y este fue el prín
26|2|34|12|çípío desus obras. y entonçes toma<pc> –</pc>|çípío desus obras. y entonçes toma–
26|2|34|13|ron su voca de a quella suerte rasga<pc> –</pc>|ron su voca de a quella suerte rasga–
26|2|34|14|"da el <rs ana=""XPURPUWEQ"">parpuac</rs>, y así esta rasgada"|da el parpuac, y así esta rasgada
26|2|34|15|"agora. y luego echaron <rs ana=""KIK'"">la pelota</rs>"|agora. y luego echaron la pelota
26|2|34|16|y juntamente jugaban, y luego|y juntamente jugaban, y luego
26|2|34|17|"pararon de <rs ana=""CHAAJ"">jugar ala pelota</rs> se"|pararon de jugar ala pelota se
26|2|34|18|"auísaron, y çítaron vnos a otros <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>"|auísaron, y çítaron vnos a otros q’que
26|2|34|19|"ala mañana auían de <rs ana=""CHAAJ"">jugar</rs> otra"|ala mañana auían de jugar otra
26|2|34|20|"vez. esta bíen díxeron los <rs ana=""KA'IB'_K'AJOLAB'"">mançebos</rs>"|vez. esta bíen díxeron los mançebos
26|2|34|21|"quando dexaron <rs ana=""CHAAJ"">el juego</rs>."|quando dexaron el juego.
26|2|35|22|"y entraron en <rs ana=""XUXULIM_JA"">la casa de el frío</rs>, no era sufrí<pc> –</pc>"|y entraron en la casa de el frío, no era sufrí–
26|2|35|23|"ble el frío, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> en ella auía, y el yelo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> auía"|ble el frío, q’que en ella auía, y el yelo q’que auía
26|2|35|24|"en ella, en <rs ana=""XUXULIM_JA"">la casa de el frío</rs>, y luego se"|en ella, en la casa de el frío, y luego se
26|2|35|25|"agoto el frío por  <rs ana=""KA'IB'_K'AJOLAB'"">los mançebos</rs>, y no"|agoto el frío por  los mançebos, y no
26|2|35|26|"muríeron, síno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> vivos amaneçíeron"|muríeron, síno q’que vivos amaneçíeron
26|2|35|27|"y esto era lo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> rían <rs ana=""RAJAWAL_XIB'ALB'A"">los de el ínfíer<pc> –</pc>"|y esto era lo q’que rían los de el ínfíer–
26|2|35|28|no</rs>, verles morír, y que allí muríesen.|no, verles morír, y que allí muríesen.
26|2|35|29|"y no fue así, síno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> buenos estaban"|y no fue así, síno q’que buenos estaban
26|2|35|30|quando amaneçío, y estaban atentos|quando amaneçío, y estaban atentos
26|2|35|31|"los <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> les víníeron a llamar, y fueronse"|los q’que les víníeron a llamar, y fueronse
26|2|35|32|"los guardas, y díxo <rs ana=""RAJAWAL_XIB'ALB'A"">el <choice><abbr>Sor</abbr><expan instant=""false"">Señor</expan></choice>de el ínfí<pc> –</pc>"|los guardas, y díxo el SorSeñorde el ínfí–
26|2|35|33|"erno</rs>, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> es esto como no han muer<pc> –</pc>"|erno, q’que es esto como no han muer–
26|2|35|34|to y se maravíllaron otra vez de|to y se maravíllaron otra vez de
26|2|35|35|"los prodígíos de <rs ana=""JUNAJPU"">hunahpu</rs>, y de"|los prodígíos de hunahpu, y de
26|2|35|36|"<rs ana=""XB'ALAMQ'E"">xbalanque</rs>."|xbalanque.
26|2|36|37|"y luego entraron en <rs ana=""B'ALAM_JA"">la casa de los tí<pc> –</pc>"|y luego entraron en la casa de los tí–
26|2|36|38|"gres</rs>, no eran constables los <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> auía en"|gres, no eran constables los q’que auía en
26|2|36|39|la casa. no nos mordaís, les díxeron ay|la casa. no nos mordaís, les díxeron ay
26|2|36|40|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> sea vuestra comída y luego echaron"|q’que sea vuestra comída y luego echaron
26|2|36|41|guesos ante las bestías, y luego em<pc> –</pc>|guesos ante las bestías, y luego em–
26|2|36|42|pezaron a que brar sobre los guesos.|pezaron a que brar sobre los guesos.
26|2|36|43|ea ya se acabaron yase los comieron|ea ya se acabaron yase los comieron
26|2|36|44|ya sedíeron, a que llos son los guesos, lo|ya sedíeron, a que llos son los guesos, lo
26|2|36|45|que comen, esto deçían los guardas|que comen, esto deçían los guardas
27|1|36|1|todos, y estaban alegres de aquella, mas|todos, y estaban alegres de aquella, mas
27|1|36|2|no murieron. y así mesmo salíeron bu<pc> –</pc>|no murieron. y así mesmo salíeron bu–
27|1|36|3|"enos de <rs ana=""B'ALAM_JA"">la casa de los tígres</rs>. y díxeron"|enos de la casa de los tígres. y díxeron
27|1|36|4|"<rs ana=""RAJAWAL_XIB'ALB'A"">los de el ínfíerno</rs>: <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> genero de hombres"|los de el ínfíerno: q’que genero de hombres
27|1|36|5|soys, de adonde venístís?|soys, de adonde venístís?
27|1|37|6|"yluego los metíeron en una <rs ana=""JA_CHI_Q'AQ''"">casa de"|yluego los metíeron en una casa de
27|1|37|7|fuego</rs>, donde solo auía fuego, y no fu<pc> –</pc>|fuego, donde solo auía fuego, y no fu–
27|1|37|8|"eron abrasados por el fuego, síno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> her<pc> –</pc>"|eron abrasados por el fuego, síno q’que her–
27|1|37|9|mosos, y buenos quando amaneçío, y|mosos, y buenos quando amaneçío, y
27|1|37|10|"esto que rían <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> allí luego muríesen"|esto que rían q’que allí luego muríesen
27|1|37|11|dentro de el fuego; pero lo sobrepu<pc> –</pc>|dentro de el fuego; pero lo sobrepu–
27|1|37|12|jaron así mesmo. y con esto estaban|jaron así mesmo. y con esto estaban
27|1|37|13|"desesperados <rs ana=""RAJAWAL_XIB'ALB'A"">los de el ínfíerno</rs>"|desesperados los de el ínfíerno
27|1|38|14|"y luego otra vez en <rs ana=""SOTZ'I_JA"">la casa de los mu<pc> –</pc>"|y luego otra vez en la casa de los mu–
27|1|38|15|"rçíelagos</rs>, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> no auía mas <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> murçíe<pc> –</pc>"|rçíelagos, q’que no auía mas q’que murçíe–
27|1|38|16|lagos dentro, vna casa de murçíe<pc> –</pc>|lagos dentro, vna casa de murçíe–
27|1|38|17|lagos tomadores grandes brutos, así|lagos tomadores grandes brutos, así
27|1|38|18|como chaquíꜩan, era su matanza.|como chaquítzan, era su matanza.
27|1|38|19|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> luego pereçían los <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> llegan asu pre<corr instant=""false""><pc> –</pc></corr>"|q’que luego pereçían los q’que llegan asu pre–
27|1|38|20|sençía. y allí estuvíeron dentro; pe<pc> –</pc>|sençía. y allí estuvíeron dentro; pe–
27|1|38|21|"ro durmíeron dentro desus <rs ana=""WUB"">çerua<pc> –</pc>"|ro durmíeron dentro desus çerua–
27|1|38|22|tanas</rs>, y no fueron mordídos por los|tanas, y no fueron mordídos por los
27|1|38|23|muerçíelagos, y allí se estuuíeron por|muerçíelagos, y allí se estuuíeron por
27|1|38|24|"vn grande murçíelago, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> vino de"|vn grande murçíelago, q’que vino de
27|1|38|25|el çíelo, y se manifesto quando fue|el çíelo, y se manifesto quando fue
27|1|38|26|hecho por el y tomaron consejo, toda|hecho por el y tomaron consejo, toda
27|1|38|27|la noche estaban rebolenado, y de|la noche estaban rebolenado, y de
27|1|38|28|çían. quílíꜩ, auílíꜩ. así estuuíeron|çían. quílítz, auílítz. así estuuíeron
27|1|38|29|díçíendo toda la noche. y parando|díçíendo toda la noche. y parando
27|1|38|30|todos, ya ní vno de los murçíelagos|todos, ya ní vno de los murçíelagos
27|1|38|31|se mouía, estauan pegados ala pun|se mouía, estauan pegados ala pun
27|1|38|32|"ta de <rs ana=""WUB"">la zeruatana</rs> y díxo <rs ana=""XB'ALAMQ'E"">xbalan<choice><abbr>q'</abbr><expan instant=""false"">que</expan></choice></rs>"|ta de la zeruatana y díxo xbalanq'que
27|1|38|33|"a <rs ana=""JUNAJPU"">hunahpu</rs>. ya aura quízas amane<pc> –</pc>"|a hunahpu. ya aura quízas amane–
27|1|38|34|çído, veamos, y que ríendo ver sa|çído, veamos, y que ríendo ver sa
27|1|38|35|"co la cabeza ala voca a de<rs ana=""WUB"">la çerua<pc> –</pc>"|co la cabeza ala voca a dela çerua–
27|1|38|36|tana</rs>, quería ver sí auía amane<pc> –</pc>|tana, quería ver sí auía amane–
27|1|38|37|çído, y luego fue cortada la cabe<pc> –</pc>|çído, y luego fue cortada la cabe–
27|1|38|38|za por el qamazoꜩ. que dando solo|za por el qamazotz. que dando solo
27|1|38|39|el cuerpo de díxo el otro|el cuerpo de díxo el otro
27|1|38|40|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> ay a amanecido dixo <rs ana=""XB'ALAMQ'E"">xbalan<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice></rs>"|q’que ay a amanecido dixo xbalanq’que
27|1|38|41|"pero nose meneaba <rs ana=""JUNAJPU"">hunahpu</rs>. <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>"|pero nose meneaba hunahpu. q’que
27|1|38|42|"hasído esto díxo sí seacaído <rs ana=""JUNAJPU"">hun"|hasído esto díxo sí seacaído hun
27|1|38|43|ahpu</rs>|ahpu
27|2|38|1|como ha sído esto, y ya nose mouía, sí<pc> –</pc>|como ha sído esto, y ya nose mouía, sí–
27|2|38|2|"no <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> se estaba acostado, y luego se"|no q’que se estaba acostado, y luego se
27|2|38|3|"espanto <rs ana=""XB'ALAMQ'E"">el xbalanque</rs> ay ay desdí<pc> –</pc>"|espanto el xbalanque ay ay desdí–
27|2|38|4|chado, esto díxo. y luego fueron apo<pc> –</pc>|chado, esto díxo. y luego fueron apo–
27|2|38|5|"ner la cabeza <rs ana=""JOM"">al cementerío</rs>, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> así"|ner la cabeza al cementerío, q’que así
27|2|38|6|"lo auía ordenado <rs ana=""JUN_KAME'"">el hun came</rs>. y <rs ana=""WUQUB'_KAME'"">v<pc> –</pc>"|lo auía ordenado el hun came. y v–
27|2|38|7|"ucub came</rs>. y alegrandose todos <rs ana=""RAJAWAL_XIB'ALB'A"">los"|ucub came. y alegrandose todos los
27|2|38|8|"de el ínfierno</rs> por la cabeza de <rs ana=""JUNAJPU"">hun"|de el ínfierno por la cabeza de hun
27|2|38|9|ahpu</rs>. y luego llamando a todos los|ahpu. y luego llamando a todos los
27|2|38|10|"animales <rs ana=""SIS"">al pízote</rs>, <rs ana=""AQ"">al puerco</rs>, a todos"|animales al pízote, al puerco, a todos
27|2|38|11|chícos, y grandes ala noche, y ala|chícos, y grandes ala noche, y ala
27|2|38|12|mañana les díxo os he llamado pa|mañana les díxo os he llamado pa
27|2|38|13|señalaros vuestra comída acada|señalaros vuestra comída acada
27|2|38|14|vno, esto les díxo que tomad|vno, esto les díxo que tomad
27|2|38|15|vuestra comída. y díxeron es<pc> –</pc>|vuestra comída. y díxeron es–
27|2|38|16|ta bíen y entonces se fueron a tomar|ta bíen y entonces se fueron a tomar
27|2|38|17|"cada vno posesíon de sucomída <choice><abbr>qdo</abbr><expan instant=""false"">quando</expan></choice>"|cada vno posesíon de sucomída qdoquando
27|2|38|18|todos se fueron amanífestar vnos|todos se fueron amanífestar vnos
27|2|38|19|tomaron la podredumbre, porcomí<pc> –</pc>|tomaron la podredumbre, porcomí–
27|2|38|20|da, otros yeruas, otros píedras, otros|da, otros yeruas, otros píedras, otros
27|2|38|21|tíerra díferentes fueron las comídas|tíerra díferentes fueron las comídas
27|2|38|22|delos animales grandes, y chícos. y|delos animales grandes, y chícos. y
27|2|38|23|"alo vltímo víno. y a vno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> era <rs ana=""Q'OQ"">tortu<pc> –</pc>"|alo vltímo víno. y a vno q’que era tortu–
27|2|38|24|"ga</rs> <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> venía dando bueltas atomar"|ga q’que venía dando bueltas atomar
27|2|38|25|sucomída, y este se puso en lugar|sucomída, y este se puso en lugar
27|2|38|26|"de la cabeza de <rs ana=""JUNAJPU"">huhahpu</rs>, y luego"|de la cabeza de huhahpu, y luego
27|2|38|27|le labraron los ojos, y muchíssímos|le labraron los ojos, y muchíssímos
27|2|38|28|sabíos víníeron de el çíelo, víno|sabíos víníeron de el çíelo, víno
27|2|38|29|"<rs ana=""UK'U'X_KAJ"">el corazon de el çíelo</rs>, y víno <rs ana=""JUN_RAQAN"">huracan</rs>."|el corazon de el çíelo, y víno huracan.
27|2|38|30|"a<rs ana=""SOTZ'I_JA"">la casa de los murçíelagos</rs> víníe<pc> –</pc>"|ala casa de los murçíelagos víníe–
27|2|38|31|ron, no así nomas se acabo su cara|ron, no así nomas se acabo su cara
27|2|38|32|estubo muy buena, y salío muy her<pc> –</pc>|estubo muy buena, y salío muy her–
27|2|38|33|mosa, y así mesmo hablo. y quando|mosa, y así mesmo hablo. y quando
27|2|38|34|"que ría ya amanezer, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> seaclaraba"|que ría ya amanezer, q’que seaclaraba
27|2|38|35|"el çíelo, le fue dícho al <rs ana=""WUCH'"">çopílote</rs>, otra-<pc> –</pc>"|el çíelo, le fue dícho al çopílote, otra-–
27|2|38|36|"uez señala, y lobsureze, y díxo <rs ana=""XPIYAKOK"">el"|uez señala, y lobsureze, y díxo el
27|2|38|37|víejo</rs> estabíen, y luego se obscureçío|víejo estabíen, y luego se obscureçío
27|2|38|38|"quarto uezes señalo <rs ana=""XPIYAKOK"">el víejo zopílo<pc> –</pc>"|quarto uezes señalo el víejo zopílo–
27|2|38|39|"te</rs>, y así dícen agora <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> raya <rs ana=""WUCH'"">el zo<pc> –</pc>"|te, y así dícen agora q’que raya el zo–
27|2|38|40|pílote</rs> quando quíere amanezer.|pílote quando quíere amanezer.
27|2|38|41|y así estaua fresco quando se empezo|y así estaua fresco quando se empezo
27|2|38|42|ahazer, sí estara bueno díxeron quan|ahazer, sí estara bueno díxeron quan
27|2|38|43|"do sea hecho el <rs ana=""JUNAJPU"">huhahpu</rs>, y díxo bíen"|do sea hecho el huhahpu, y díxo bíen
27|2|38|44|estara, y así mesmo sera gueso su ca<pc> –</pc>|estara, y así mesmo sera gueso su ca–
27|2|38|45|beza, y fuehecho como sífuera su|beza, y fuehecho como sífuera su
28|1|38|1|cabeza. y despues seauísaron entresí|cabeza. y despues seauísaron entresí
28|1|38|2|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>no <rs ana=""CHAAJ"">jugasen ala pelota</rs>, síno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>te ama<pc> –</pc>"|q’queno jugasen ala pelota, síno q’quete ama–
28|1|38|3|"gues solo, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>yo solo lo hare díxo <rs ana=""XB'ALAMQ'E"">xba<pc> –</pc>"|gues solo, q’queyo solo lo hare díxo xba–
28|1|38|4|"lanque</rs> ael. y luego mando a <rs ana=""UMUL"">vn"|lanque ael. y luego mando a vn
28|1|38|5|"conejo</rs>, y le díxo anda estate allí <rs ana=""JOM"">en"|conejo, y le díxo anda estate allí en
28|1|38|6|çementerío</rs>, y metete allí en el toma<pc> –</pc>|çementerío, y metete allí en el toma–
28|1|38|7|"tal. le fue dícho <rs ana=""UMUL"">al conejo</rs> por <rs ana=""XB'ALAMQ'E"">xbalan"|tal. le fue dícho al conejo por xbalan
28|1|38|8|"que</rs>, quando llegue <rs ana=""KIK'"">el vle</rs> atí, lu"|que, quando llegue el vle atí, lu
28|1|38|9|"ego sal, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>yo lo hare lo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> he de haçer"|ego sal, q’queyo lo hare lo q’que he de haçer
28|1|38|10|"le fue dícho <rs ana=""UMUL"">al conejo</rs> quando se le"|le fue dícho al conejo quando se le
28|1|38|11|mando aquella noche y quando a|mando aquella noche y quando a
28|1|38|12|maneçío estaban ambos buenos.|maneçío estaban ambos buenos.
28|1|39|13|"y echando <rs ana=""KIK'"">la pelota</rs> estaba la cabe<pc> –</pc>"|y echando la pelota estaba la cabe–
28|1|39|14|"ça de <rs ana=""JUNAJPU"">hun ahpu</rs> en <rs ana=""JOM"">el çementerío</rs>. ya"|ça de hun ahpu en el çementerío. ya
28|1|39|15|fueron ganados, yase hízo, ya te díste|fueron ganados, yase hízo, ya te díste
28|1|39|16|"le fue dícho, y así mesmo se encogía <rs ana=""JUNAJPU"">hun"|le fue dícho, y así mesmo se encogía hun
28|1|39|17|"ahpu</rs>, y es dícho cabeza nueua <rs ana=""KIK'"">de vle</rs>"|ahpu, y es dícho cabeza nueua de vle
28|1|39|18|yno sentía dolor, síno solo se amaga<pc> –</pc>|yno sentía dolor, síno solo se amaga–
28|1|39|19|"ban. y luego <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>arrojaron <rs ana=""KIK'"">el vle</rs>"|ban. y luego q’quearrojaron el vle
28|1|39|20|"<rs ana=""RAJAWAL_XIB'ALB'A"">los señores de el ínfíerno</rs>, salío"|los señores de el ínfíerno, salío
28|1|39|21|"al enquentro <rs ana=""XB'ALAMQ'E"">xbalanque</rs>, y dere<pc> –</pc>"|al enquentro xbalanque, y dere–
28|1|39|22|"cho <rs ana=""KIK'"">el vle</rs> <rs ana=""B'ATE"">al bate</rs> allí paro, y sa<pc> –</pc>"|cho el vle al bate allí paro, y sa–
28|1|39|23|"lío atoda prísa apso sobre <rs ana=""JOM"">el ze<pc> –</pc>"|lío atoda prísa apso sobre el ze–
28|1|39|24|menterio</rs> y fue derecho al toma<pc> –</pc>|menterio y fue derecho al toma–
28|1|39|25|"tal, ysalíendo ensconces <rs ana=""UMUL"">el conejo</rs>"|tal, ysalíendo ensconces el conejo
28|1|39|26|saltando, luego fueron en seguímí<pc> –</pc>|saltando, luego fueron en seguímí–
28|1|39|27|ento suyo con gran ruído, y vozería|ento suyo con gran ruído, y vozería
28|1|39|28|"fueron tras <rs ana=""UMUL"">el conejo</rs> todos <rs ana=""RAJAWAL_XIB'ALB'A"">los de el"|fueron tras el conejo todos los de el
28|1|39|29|ínfíerno</rs>. y luego fue tomada la cabe<pc> –</pc>|ínfíerno. y luego fue tomada la cabe–
28|1|39|30|"za de <rs ana=""JUNAJPU"">hun ahpu</rs>, y la bolbío a poner"|za de hun ahpu, y la bolbío a poner
28|1|39|31|"<rs ana=""XB'ALAMQ'E"">xbalanque</rs>, y fue asentar <rs ana=""Q'OQ"">la tortu<pc> –</pc>"|xbalanque, y fue asentar la tortu–
28|1|39|32|"ga</rs> sobre <rs ana=""JOM"">el çementerio</rs>, y era su ca"|ga sobre el çementerio, y era su ca
28|1|39|33|"beza, la cabeza de <rs ana=""JUNAJPU"">hun ahpu</rs>. y con"|beza, la cabeza de hun ahpu. y con
28|1|39|34|esto estaban alegres entrambos|esto estaban alegres entrambos
28|1|39|35|"ados. y luego fueron a buscar <rs ana=""KIK'"">el"|ados. y luego fueron a buscar el
28|1|39|36|"vle</rs> <rs ana=""RAJAWAL_XIB'ALB'A"">los de el ínfíerno</rs>, y ya auía sído"|vle los de el ínfíerno, y ya auía sído
28|1|39|37|cogído allí en el tomatal. y lue<pc> –</pc>|cogído allí en el tomatal. y lue–
28|1|39|38|go fueron llamados veníd don|go fueron llamados veníd don
28|1|39|39|"de esta? <rs ana=""KIK'"">el vle</rs> nuestro <abbr>e<add place=""above"" instant=""false"" status=""unremarkable"">’</add></abbr><choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>lo halla<pc> –</pc>"|de esta? el vle nuestro e’q’quelo halla–
28|1|39|40|mos, díxeron en su costumbre, y|mos, díxeron en su costumbre, y
28|1|39|41|"víníendo <rs ana=""RAJAWAL_XIB'ALB'A"">los de el ínfíerno</rs> dixe"|víníendo los de el ínfíerno dixe
28|2|39|1|"ron <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>esto <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>hemos visto? y luego empe<pc> –</pc>"|ron q’queesto q’quehemos visto? y luego empe–
28|2|39|2|"zaron a <rs ana=""CHAAJ"">jugar la pelota</rs>, ambos a dos"|zaron a jugar la pelota, ambos a dos
28|2|39|3|"estaban <rs ana=""CHAAJ"">jugando a la pelota</rs>, y luego"|estaban jugando a la pelota, y luego
28|2|39|4|"fue tirado a <rs ana=""Q'OQ"">la tortuga</rs> por <rs ana=""XB'ALAMQ'E"">xbalan<pc> –</pc>"|fue tirado a la tortuga por xbalan–
28|2|39|5|"que</rs>, y víno haçíendose pedazos <rs ana=""JOM"">al"|que, y víno haçíendose pedazos al
28|2|39|6|çementerio</rs>, y desbaratado en pe<pc> –</pc>|çementerio, y desbaratado en pe–
28|2|39|7|"pitas en su presençía. y díxeron <rs ana=""RAJAWAL_XIB'ALB'A"">los"|pitas en su presençía. y díxeron los
28|2|39|8|"de el ínfíerno</rs> quíen sera el <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>vaya"|de el ínfíerno quíen sera el q’quevaya
28|2|39|9|por ella, y la vaya atraer? yasí fue|por ella, y la vaya atraer? yasí fue
28|2|39|10|"el vençímíento, ó seruençídos <rs ana=""RAJAWAL_XIB'ALB'A"">los"|el vençímíento, ó seruençídos los
28|2|39|11|"Señores de el ínfíerno</rs> por <rs ana=""JUNAJPU"">hun ah<pc> –</pc>"|Señores de el ínfíerno por hun ah–
28|2|39|12|"pu</rs>, y <rs ana=""XB'ALAMQ'E"">xbalanque</rs>. y <choice><abbr>aunq’</abbr><expan instant=""false"">aunque</expan></choice> estuuí<pc> –</pc>"|pu, y xbalanque. y aunq’aunque estuuí–
28|2|39|13|eron en gran trabaxo, no muríeron|eron en gran trabaxo, no muríeron
28|2|39|14|"con todo lo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> con ellos híçíeron."|con todo lo q’que con ellos híçíeron.
28|2|40|15|y agora díremos aquí la memoría de|y agora díremos aquí la memoría de
28|2|40|16|"la muerte de <rs ana=""JUNAJPU"">hun ahpu</rs>, y <rs ana=""XB'ALAMQ'E"">xbalanque</rs>"|la muerte de hun ahpu, y xbalanque
28|2|40|17|"y del modo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>muríeron."|y del modo q’quemuríeron.
