folio|side|para_num|lb|lb_str|lb_str_plain
10|1|15|22|"si te pareze <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>bamos a cogerlo. apíadaos"|si te pareze q’quebamos a cogerlo. apíadaos
10|1|15|23|"de mí llevadme alla donde esta dixo <rs ana=""SIPAKNA"">zí<pc> –</pc>"|de mí llevadme alla donde esta dixo zí–
10|1|15|24|pacna</rs>. noqueremos dixeron ellos; sino an|pacna. noqueremos dixeron ellos; sino an
10|1|15|25|dad, no teperderas, andad río arríba|dad, no teperderas, andad río arríba
10|1|15|26|eíras a dar derecho con el, debaxo de|eíras a dar derecho con el, debaxo de
10|1|15|27|un grande zero esta sonando y hazíen|un grande zero esta sonando y hazíen
10|1|15|28|"do houol, eíras derecha alla díxeron <rs ana=""JUNAJPU"">hun<pc> –</pc>"|do houol, eíras derecha alla díxeron hun–
10|1|15|29|"ahpu</rs>, y <rs ana=""XB'ALAMQ'E"">xbalanque</rs>. o pobre de mí, pues no"|ahpu, y xbalanque. o pobre de mí, pues no
10|1|15|30|lo encontrateís por ventura vosotros dixo|lo encontrateís por ventura vosotros dixo
10|1|15|31|"<rs ana=""SIPAKNA"">zípacna</rs>, ea <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> yoíre a enseñaros donde ay mu<corr instant=""false""><pc> –</pc></corr>"|zípacna, ea q’que yoíre a enseñaros donde ay mu–
10|1|15|32|"chos <rs ana=""TZ'IKIN"">paxaros</rs>, <choice><abbr>do</abbr><expan instant=""false"">donde</expan></choice> vayaís a tirar con <rs ana=""WUB"">la cerua<pc> –</pc>"|chos paxaros, dodonde vayaís a tirar con la cerua–
10|1|15|33|tana</rs>, yo solo se donde estan. yavísta de ellos|tana, yo solo se donde estan. yavísta de ellos
10|1|15|34|entro debaxo la laxa. y deveras lopodras|entro debaxo la laxa. y deveras lopodras
10|2|15|1|"coger? no nos hagas bolber de valde <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> no<pc> –</pc>"|coger? no nos hagas bolber de valde porq’porque no–
10|2|15|2|"sotros loquisimos coger y no pudimos <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> estan<pc> –</pc>"|sotros loquisimos coger y no pudimos porq’porque estan–
10|2|15|3|do nosotros echados entrabamos para dentro nos<pc> –</pc>|do nosotros echados entrabamos para dentro nos–
10|2|15|4|mordía, y ya por vn trís no lo cogemos y así se|mordía, y ya por vn trís no lo cogemos y así se
10|2|15|5|"ra bueno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>tu vayas en suseguimiento <choice><abbr>pa.</abbr><expan instant=""false"">para</expan></choice> arri<pc> –</pc>"|ra bueno q’quetu vayas en suseguimiento pa.para arri–
10|2|15|6|"ba. esta bíen dixo <rs ana=""SIPAKNA"">zípacna</rs>, y entonzes le"|ba. esta bíen dixo zípacna, y entonzes le
10|2|15|7|fueron acompañando, y llegaron debaxo de|fueron acompañando, y llegaron debaxo de
10|2|15|8|"la barranca, y <rs ana=""TAP"">el cangrejo</rs> estaba echado de"|la barranca, y el cangrejo estaba echado de
10|2|15|9|lado ymuy colorada la concha. yallí debaxo|lado ymuy colorada la concha. yallí debaxo
10|2|15|10|"de la barranca estaba el secreto de <rs ana=""KA'IB'_K'AJOLAB'"">los mucha<pc> –</pc>"|de la barranca estaba el secreto de los mucha–
10|2|15|11|"chos</rs>. estabíen díxo <rs ana=""SIPAKNA"">zípacna</rs> alegrandose"|chos. estabíen díxo zípacna alegrandose
10|2|15|12|"y ya quísíera comerselo <choice><abbr>por q’</abbr><expan instant=""false"">por que</expan></choice> ya estaba mu<pc> –</pc>"|y ya quísíera comerselo por q’por que ya estaba mu–
10|2|15|13|"erto dehambre. y probo a entrar echado, y <rs ana=""TAP"">el"|erto dehambre. y probo a entrar echado, y el
10|2|15|14|cangrejo</rs> seíba subiendo. y salíose luego yle|cangrejo seíba subiendo. y salíose luego yle
10|2|15|15|"dixeron <rs ana=""KA'IB'_K'AJOLAB'"">los muchachos</rs> no lo cogiste? no nolo"|dixeron los muchachos no lo cogiste? no nolo
10|2|15|16|"he cogído poco me falto pa. cogerlo sino <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se"|he cogído poco me falto pa. cogerlo sino q’quese
10|2|15|17|"subío para arríba. y así quízas sera bueno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>lu<pc> –</pc>"|subío para arríba. y así quízas sera bueno q’quelu–
10|2|15|18|"ego entre <choice><abbr>pa.</abbr><expan instant=""false"">para</expan></choice> arríba. y luego entro para arrí<pc> –</pc>"|ego entre pa.para arríba. y luego entro para arrí–
10|2|15|19|ba y acabo de entrar y no faltando le ya mas|ba y acabo de entrar y no faltando le ya mas
10|2|15|20|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>las rodillas <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>entrar se desmorono el zerro"|q’quelas rodillas q’queentrar se desmorono el zerro
10|2|15|21|y se cayo consosíego para abaxo sobre su pe<pc> –</pc>|y se cayo consosíego para abaxo sobre su pe–
10|2|15|22|"cho u nobolbío mas y sehizo píedra el <rs ana=""SIPAKNA"">zípacna</rs>."|cho u nobolbío mas y sehizo píedra el zípacna.
10|2|15|23|"y así fue vencido el <rs ana=""SIPAKNA"">zípacna</rs> por los mucha<pc> –</pc>"|y así fue vencido el zípacna por los mucha–
10|2|15|24|"chos <rs ana=""JUNAJPU"">hunahpu</rs> y <rs ana=""XB'ALAMQ'E"">xbalanque</rs>. y este quentan"|chos hunahpu y xbalanque. y este quentan
10|2|15|25|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>antiguamente era el <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>hazía los zerros"|q’queantiguamente era el q’quehazía los zerros
10|2|15|26|"<rs ana=""SIPAKNA"">este hijo mayor</rs> de<rs ana=""WUQUB'_KAQIX"">vvcubcaquíx</rs>. deba<pc> –</pc>"|este hijo mayor devvcubcaquíx. deba–
10|2|15|27|"xo de el zerro. <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se llama <rs ana=""ME'AWAN"">meauan</rs> fue"|xo de el zerro. q’quese llama meauan fue
10|2|15|28|venzído. y solo por milagro fue venzído|venzído. y solo por milagro fue venzído
10|2|15|29|"y agora díremos de el otro <del rend=""strikethrough"" instant=""false"" status=""unremarkable"">de</del> <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se enso<pc> –</pc>"|y agora díremos de el otro de q’quese enso–
10|2|15|30|berbezío|berbezío
10|2|16|31|"<hi>I</hi> el terzero <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> seensoberbezío <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>era <rs ana=""KAB'RAQAN"">elsegundo"|I el terzero q’que seensoberbezío q’queera elsegundo
10|2|16|32|"hijo</rs> de <rs ana=""WUQUB'_KAQIX"">vvcubcaquíx</rs> <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>sellamaba <rs ana=""KAB'RAQAN"">cabra<pc> –</pc>"|hijo de vvcubcaquíx q’quesellamaba cabra–
10|2|16|33|can</rs> (esto es de dos píernas) dezía yosoy el|can (esto es de dos píernas) dezía yosoy el
10|2|16|34|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>destruigo los zerros. y así mesmo <rs ana=""JUNAJPU"">hunahpu</rs>, y"|q’quedestruigo los zerros. y así mesmo hunahpu, y
10|2|16|35|"<rs ana=""XB'ALAMQ'E"">xbalanque</rs> vensieron al <rs ana=""KAB'RAQAN"">cabrracan</rs>. y"|xbalanque vensieron al cabrracan. y
11|1|16|1|"<rs ana=""JUN_RAQAN"">huracan</rs>, <rs ana=""CH'IPI_KAQULJA"">chipicaculha</rs>, y <rs ana=""RAXA_KAQULJA"">raxa caculha</rs> di<pc> –</pc>"|huracan, chipicaculha, y raxa caculha di–
11|1|16|2|"xeron <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> hablaron a <rs ana=""JUNAJPU"">hunahpu</rs>, y <rs ana=""XB'ALAMQ'E"">xbalanq’</rs>"|xeron qoquando hablaron a hunahpu, y xbalanq’
11|1|16|3|"<rs ana=""KAB'RAQAN"">el Segundo hijo</rs> de <rs ana=""WUQUB'_KAQIX"">vvcubcaquíx</rs> tambíen sea"|el Segundo hijo de vvcubcaquíx tambíen sea
11|1|16|4|"destruído esto mando, <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> noesbíen lo<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>ha"|destruído esto mando, porq’porque noesbíen loq’queha
11|1|16|5|"zen sobre la tierra. <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> se pasan amucha"|zen sobre la tierra. porq’porque se pasan amucha
11|1|16|6|grandeza y no deue ser así. halagaldo|grandeza y no deue ser así. halagaldo
11|1|16|7|"y llevaldo alla hazía <choice><abbr>do</abbr><expan instant=""false"">donde</expan></choice> naze el sol esto"|y llevaldo alla hazía dodonde naze el sol esto
11|1|16|8|"dixo <rs ana=""JUN_RAQAN"">huracan</rs> alos <rs ana=""KA'IB'_K'AJOLAB'"">dos muchachos</rs>. esta"|dixo huracan alos dos muchachos. esta
11|1|16|9|"bien dixeron ellos noestabíen œ esto <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>"|bien dixeron ellos noestabíen œ esto q’que
11|1|16|10|vemos, por ventura no ventura no esprí<pc> –</pc>|vemos, por ventura no ventura no esprí–
11|1|16|11|"mero vuestra grandeza tu <rs ana=""UK'U'X_KAJ"">corazon de"|mero vuestra grandeza tu corazon de
11|1|16|12|"el zíelo</rs> no soí prímero? esto dixeron <rs ana=""KA'IB'_K'AJOLAB'"">los"|el zíelo no soí prímero? esto dixeron los
11|1|16|13|"muchachos</rs> <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> respondieron alo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> les"|muchachos qoquando respondieron alo q’que les
11|1|16|14|"dixo <rs ana=""JUN_RAQAN"">huracan</rs> y estando acltualmente"|dixo huracan y estando acltualmente
11|1|16|15|"<rs ana=""KAB'RAQAN"">cabrracan</rs> meneandolos montes, a"|cabrracan meneandolos montes, a
11|1|16|16|penas los meneaba un poco dando gol<pc> –</pc>|penas los meneaba un poco dando gol–
11|1|16|17|pes con los pies en la tíerra luego se des|pes con los pies en la tíerra luego se des
11|1|16|18|"gajaban los pequeños y grandes mon<corr instant=""false""><pc> –</pc></corr>"|gajaban los pequeños y grandes mon–
11|1|16|19|tes. y síendo entonçes encontrado por|tes. y síendo entonçes encontrado por
11|1|16|20|"los <rs ana=""KA'IB'_K'AJOLAB'"">dos muchachos</rs> le preguntaron a"|los dos muchachos le preguntaron a
11|1|16|21|"donde vas? <rs ana=""KAB'RAQAN"">muchacho?</rs> no voy a par<pc> –</pc>"|donde vas? muchacho? no voy a par–
11|1|16|22|te alguna díxo el, aquíestoy solo|te alguna díxo el, aquíestoy solo
11|1|16|23|derribando zerros y así para síempre|derribando zerros y así para síempre
11|1|16|24|estare derríbandolos. y entonzes el|estare derríbandolos. y entonzes el
11|1|16|25|"<rs ana=""KAB'RAQAN"">cabrracan</rs> le dixo a <rs ana=""JUNAJPU"">hun ahpu</rs>, y <rs ana=""XB'ALAMQ'E"">xba<pc> –</pc>"|cabrracan le dixo a hun ahpu, y xba–
11|1|16|26|lanque</rs> a que venís, no os conozco ní|lanque a que venís, no os conozco ní
11|1|16|27|se a que es vuestra venída. como os|se a que es vuestra venída. como os
11|1|16|28|llamaís? no tenemos nombre dixe<pc> –</pc>|llamaís? no tenemos nombre dixe–
11|1|16|29|"ron ellos, solo<rs ana=""KA'IB'_K'AJOLAB'"">somos tiradores de zerua<corr instant=""false""><pc> –</pc></corr>"|ron ellos, solosomos tiradores de zerua–
11|1|16|30|"tana, y cazadores de líga por los mon<corr instant=""false""><pc> –</pc></corr>"|tana, y cazadores de líga por los mon–
11|1|16|31|tes</rs> somos pobres y no tenemos cosa al|tes somos pobres y no tenemos cosa al
11|1|16|32|guna. andamos porlos montes gran<pc> –</pc>|guna. andamos porlos montes gran–
11|1|16|33|des y chicos alla enel nazímíento de|des y chicos alla enel nazímíento de
11|1|16|34|el sol vímos vn grande zero y es muy|el sol vímos vn grande zero y es muy
11|1|16|35|"fragante su dulzura y es tan alto <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>"|fragante su dulzura y es tan alto q’que
11|1|16|36|sesube sobre todos los zerros y así no|sesube sobre todos los zerros y así no
11|1|16|37|hemos podido como es tan alto coger|hemos podido como es tan alto coger
11|1|16|38|paxaro alguno, y sí así es verdad|paxaro alguno, y sí así es verdad
11|1|16|39|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>tu derríbas los zerros? dixo <rs ana=""JUNAJPU"">hun ah<pc> –</pc>"|q’quetu derríbas los zerros? dixo hun ah–
11|1|16|40|"pu</rs> y <rs ana=""XB'ALAMQ'E"">xbalanque</rs> agora nos ayuda<pc> –</pc>"|pu y xbalanque agora nos ayuda–
11|1|16|41|"ras. es verdad eso? dixo <rs ana=""KAB'RAQAN"">cabrracan</rs>"|ras. es verdad eso? dixo cabrracan
11|1|16|42|"aveís visto ese zerro <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> dezís? adonde"|aveís visto ese zerro q’que dezís? adonde
11|1|16|43|esta y lo vere y lo echare abaxo. a|esta y lo vere y lo echare abaxo. a
11|1|16|44|"don de lo visteís? alla dixeron <rs ana=""KA'IB'_K'AJOLAB'"">ellos</rs>"|don de lo visteís? alla dixeron ellos
11|2|16|1|esta donde el sol naze. estabíen dixo|esta donde el sol naze. estabíen dixo
11|2|16|2|"<rs ana=""KAB'RAQAN"">cabrracan</rs> ea tomad el camino. no no"|cabrracan ea tomad el camino. no no
11|2|16|3|"hadeser así sino <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>tehemos de coger"|hadeser así sino q’quetehemos de coger
11|2|16|4|en medio de nosotros vno íra atu ma<pc> –</pc>|en medio de nosotros vno íra atu ma–
11|2|16|5|no derecha, y otro a tumano ízquíerda|no derecha, y otro a tumano ízquíerda
11|2|16|6|"<choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> llevamos nuestras zeruatanas, y"|porq’porque llevamos nuestras zeruatanas, y
11|2|16|7|"sí vbiere algun <rs ana=""TZ'IKIN"">paxaro</rs> letira remos"|sí vbiere algun paxaro letira remos
11|2|16|8|"y así íban alegres tirando a<rs ana=""TZ'IKIN"">los paxa<pc> –</pc>"|y así íban alegres tirando alos paxa–
11|2|16|9|"ros</rs> (y es de advertir <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> tiraban no"|ros (y es de advertir q’que qoquando tiraban no
11|2|16|10|"era de barro el bodoque sino <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>solo"|era de barro el bodoque sino q’quesolo
11|2|16|11|"con el soplo derribaban <rs ana=""TZ'IKIN"">los paxaros</rs>)"|con el soplo derribaban los paxaros)
11|2|16|12|"eíba maravíllado el <rs ana=""KAB'RAQAN"">cabrracan</rs>. en<corr instant=""false""><pc> –</pc></corr>"|eíba maravíllado el cabrracan. en–
11|2|16|13|"tonzes <rs ana=""KA'IB'_K'AJOLAB'"">los muchachos</rs> <rs ana=""B'AQ"">sacaron fuego</rs>"|tonzes los muchachos sacaron fuego
11|2|16|14|"y pusíeron a asar <rs ana=""TZ'IKIN"">lospaxaros</rs> en el"|y pusíeron a asar lospaxaros en el
11|2|16|15|"fuego; y a <rs ana=""TZ'IKIN"">vn paxaro</rs> le vntaron tí<pc> –</pc>"|fuego; y a vn paxaro le vntaron tí–
11|2|16|16|zate, tíerra blanca le pusíeron. este|zate, tíerra blanca le pusíeron. este
11|2|16|17|"le daremos dixeron <rs ana=""KA'IB'_K'AJOLAB'"">ellos</rs> <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> seleínzí<pc> –</pc>"|le daremos dixeron ellos qoquando seleínzí–
11|2|16|18|te el deseo olíendo sufragranzía.|te el deseo olíendo sufragranzía.
11|2|16|19|"este nuestro <rs ana=""TZ'IKIN"">paxaro</rs> loha de venzer."|este nuestro paxaro loha de venzer.
11|2|16|20|"y la tierra levntaron ellos <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> en"|y la tierra levntaron ellos porq’porque en
11|2|16|21|venzíendo lo hade ca er en la tíerra|venzíendo lo hade ca er en la tíerra
11|2|16|22|y en la tíerra ha deser enterrado, sí|y en la tíerra ha deser enterrado, sí
11|2|16|23|"(es grande sabío <rs ana=""TZ'AQOL"">el críador</rs>) <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> fueren"|(es grande sabío el críador) qoquando fueren
11|2|16|24|sacadas aluz las críaturas, esto dixe<pc> –</pc>|sacadas aluz las críaturas, esto dixe–
11|2|16|25|"ron ellos los <rs ana=""KA'IB'_K'AJOLAB'"">dos muchachos</rs>. y entresí dí<pc> –</pc>"|ron ellos los dos muchachos. y entresí dí–
11|2|16|26|xeron mucho desea en su corazon co<pc> –</pc>|xeron mucho desea en su corazon co–
11|2|16|27|"merlo el <rs ana=""KAB'RAQAN"">cabrracan</rs>. y entonzes le"|merlo el cabrracan. y entonzes le
11|2|16|28|"daban bueltas sobre el fuego al<rs ana=""TZ'IKIN"">paxa<pc> –</pc>"|daban bueltas sobre el fuego alpaxa–
11|2|16|29|ro</rs>, y fuese sazonando ya estaba ama<pc> –</pc>|ro, y fuese sazonando ya estaba ama–
11|2|16|30|ríllo y le chorreaba el prínge alospa<pc> –</pc>|ríllo y le chorreaba el prínge alospa–
11|2|16|31|"xaros. y el <rs ana=""KAB'RAQAN"">cabrracan</rs> estaba deseosísí<pc> –</pc>"|xaros. y el cabrracan estaba deseosísí–
11|2|16|32|mo de comer los y lavoca se le hazía|mo de comer los y lavoca se le hazía
11|2|16|33|agua, yla baba sele caía, y la sa<pc> –</pc>|agua, yla baba sele caía, y la sa–
11|2|16|34|"liba por la fraganzia <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> de <rs ana=""TZ'IKIN"">los pa<pc> –</pc>"|liba por la fraganzia q’que de los pa–
11|2|16|35|jaros</rs> salía. y entonzes pídío pregunto|jaros salía. y entonzes pídío pregunto
11|2|16|36|"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>comída es esta uuestra <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>de verdad es"|q’quecomída es esta uuestra q’quede verdad es
11|2|16|37|"muy suaue su olor <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>siento dadme vnpo<pc> –</pc>"|muy suaue su olor q’quesiento dadme vnpo–
11|2|16|38|"co. esto dixo y entonzes selefue dada <rs ana=""TZ'IKIN"">vn"|co. esto dixo y entonzes selefue dada vn
11|2|16|39|"paxaro</rs> a<rs ana=""KAB'RAQAN"">cabrracan</rs>, para su destruccí<pc> –</pc>"|paxaro acabrracan, para su destruccí–
11|2|16|40|"on. y luego seacabo <rs ana=""TZ'IKIN"">el paxaro</rs>. yenton<pc> –</pc>"|on. y luego seacabo el paxaro. yenton–
11|2|16|41|zes sefueron y llegaron al nazímíento|zes sefueron y llegaron al nazímíento
11|2|16|42|de el sol adonde estaba aquel grande|de el sol adonde estaba aquel grande
11|2|16|43|"zerro. y ya entonzes el <rs ana=""KAB'RAQAN"">cabrracan</rs> esta"|zerro. y ya entonzes el cabrracan esta
11|2|16|44|baya desmdexado, y no tenía fuerzas en|baya desmdexado, y no tenía fuerzas en
11|2|16|45|"sus manos y pies, por aquella tierra <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>le"|sus manos y pies, por aquella tierra q’quele
12|1|16|1|"untaron al<rs ana=""TZ'IKIN"">paxaro</rs> <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>comío y ya copudo <note place=""margin-right"" type=""pagination"" anchored=""true""><num rend=""large"">12</num></note>"|untaron alpaxaro q’quecomío y ya copudo 12
12|1|16|2|hazer cosa alguna alos montes nipudo|hazer cosa alguna alos montes nipudo
12|1|16|3|"derríbarlos, y entonzes <rs ana=""KA'IB'_K'AJOLAB'"">los muchachos</rs> le ata"|derríbarlos, y entonzes los muchachos le ata
12|1|16|4|ron las manos atras, y tambíen los pies|ron las manos atras, y tambíen los pies
12|1|16|5|en trambos a dos. y luego lo arojaron al|en trambos a dos. y luego lo arojaron al
12|1|16|6|suelo, y lo enterraron. y así fue venzí<pc> –</pc>|suelo, y lo enterraron. y así fue venzí–
12|1|16|7|"do <rs ana=""KAB'RAQAN"">cabraran</rs> por solos <rs ana=""JUNAJPU"">hunahpu</rs>, y <rs ana=""XB'ALAMQ'E"">xba<pc> –</pc>"|do cabraran por solos hunahpu, y xba–
12|1|16|8|"lanque</rs>. no esposible contra las obras de <note place=""margin-right"" type=""scribble"" anchored=""true""><unclear><seg type=""note-symbol"">✝</seg> San t<hi rend=""superscript"">s</hi> este n-<lb  en alta mal li<lb  Joan <num rend=""large"">21</num>.</unclear></note>"|lanque. no esposible contra las obras de ✝ San ts este n-21.
12|1|16|9|"estos <rs ana=""KA'IB'_K'AJOLAB'"">muchachos</rs> aquí en la tíerra."|estos muchachos aquí en la tíerra.
12|1|17|10|Agora díremos el nazímíento de estos|Agora díremos el nazímíento de estos
12|1|17|11|"dos <rs ana=""JUNAJPU"">hunahpu</rs>, y <rs ana=""XB'ALAMQ'E"">xbalanque</rs> y agora"|dos hunahpu, y xbalanque y agora
12|1|17|12|prímeramente contamos solo el auer|prímeramente contamos solo el auer
12|1|17|13|"sído venzídos <rs ana=""WUQUB'_KAQIX"">vvcub caquíx</rs>, con <rs ana=""SIPAKNA"">zípac<pc> –</pc>"|sído venzídos vvcub caquíx, con zípac–
12|1|17|14|"na</rs>, y <rs ana=""KAB'RAQAN"">cabrracan</rs> aquí sobre la tíerra."|na, y cabrracan aquí sobre la tíerra.
12|1|18|15|"Y agora díremos el nombre de el <choice><abbr>Pe.</abbr><expan instant=""false"">Padre.</expan></choice> de"|Y agora díremos el nombre de el Pe.Padre. de
12|1|18|16|"<rs ana=""JUNAJPU"">hun ahpu</rs> y <rs ana=""XB'ALAMQ'E"">xbalanque</rs> muy obscuro"|hun ahpu y xbalanque muy obscuro
12|1|18|17|"fue su prinzípío y muy obscuro lo<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se"|fue su prinzípío y muy obscuro loq’quese
12|1|18|18|"díze, yseparla de aquel <rs ana=""JUNAJPU"">hun ahpu</rs>, y <rs ana=""XB'ALAMQ'E"">x<pc> –</pc>"|díze, yseparla de aquel hun ahpu, y x–
12|1|18|19|balanque</rs>, y así solo díremos lamítad|balanque, y así solo díremos lamítad
12|1|18|20|"de lo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>ay <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>dezír de <rs ana=""JUN_JUNAJPU"">su <choice><abbr type=""superscription"">Pe</abbr><expan instant=""false"">Padre</expan></choice></rs>."|de lo q’queay q’quedezír de su PePadre.
12|1|18|21|"<hi rend=""large"">Y</hi>aquesto eslo<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> se parla el nombre de"|Yaquesto esloq’que se parla el nombre de
12|1|18|22|"sus <choice><abbr>Pes.</abbr><expan instant=""false"">Padres.</expan></choice> de ellos es <rs ana=""JUN_JUNAJPU"">hunhunahpu</rs> (esto es"|sus Pes.Padres. de ellos es hunhunahpu (esto es
12|1|18|23|cada vn tírador de ceruatana) y así son|cada vn tírador de ceruatana) y así son
12|1|18|24|"llamados. y los Padres de este <rs ana=""JUN_JUNAJPU"">hunhunah<pc> –</pc>"|llamados. y los Padres de este hunhunah–
12|1|18|25|"pu</rs> fueron <rs ana=""XPIYAKOK"">xpíyacoc</rs>, y <rs ana=""IXMUKANE"">yxmucane</rs>. y es<pc> –</pc>"|pu fueron xpíyacoc, y yxmucane. y es–
12|1|18|26|tos nazíeron en la obscuridad de la noche|tos nazíeron en la obscuridad de la noche
12|1|18|27|"(esto es antes <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>vbiera sol niluna nifu<pc> –</pc>"|(esto es antes q’quevbiera sol niluna nifu–
12|1|18|28|"ese criado el hombre.) <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>fueron <rs ana=""JUN_JUNAJPU"">hun hu<pc> –</pc>"|ese criado el hombre.) q’quefueron hun hu–
12|1|18|29|"nahpu</rs>, y <rs ana=""WUQUB'_JUNAJPU"">vvcub hun ahpu</rs> (siete en un"|nahpu, y vvcub hun ahpu (siete en un
12|1|18|30|"tirador) y este <rs ana=""JUN_JUNAJPU"">hun hun ahpu</rs> tuvo dos hí<pc> –</pc>"|tirador) y este hun hun ahpu tuvo dos hí–
12|1|18|31|"jos el vno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>era el prímero sellamaba"|jos el vno q’queera el prímero sellamaba
12|1|18|32|"<rs ana=""JUN_B'ATZ"">hun baꜩ</rs> (esto es un hilado) y el segundo<pc> –</pc>"|hun batz (esto es un hilado) y el segundo–
12|1|18|33|"se llamaba œ <rs ana=""JUN_CHOWEN"">hun chouen</rs>. (esto es vno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>"|se llamaba œ hun chouen. (esto es vno q’que
12|1|18|34|esta enorden) y la madre de estos sella|esta enorden) y la madre de estos sella
12|1|18|35|"maba <rs ana=""IXBAQ'IYALO"">xbaquíyalo</rs> (esto es guesos atados)"|maba xbaquíyalo (esto es guesos atados)
12|1|18|36|"y esta era la muger de <rs ana=""JUN_JUNAJPU"">hun ahpunahpu</rs>"|y esta era la muger de hun ahpunahpu
12|1|18|37|"y el otro <rs ana=""WUQUB'_JUNAJPU"">vvcub hun ahpu</rs> no fue casado"|y el otro vvcub hun ahpu no fue casado
12|1|18|38|"síno <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se estuvo así no mas como muchacho"|síno q’quese estuvo así no mas como muchacho
12|1|18|39|estos eran grandes sabíos, adivinos year|estos eran grandes sabíos, adivinos year
12|1|18|40|mucha su sabiduría a quí es la tíerra, y e<pc> –</pc>|mucha su sabiduría a quí es la tíerra, y e–
12|1|18|41|ra muy Buena su costumbre, y enseñaron asus|ra muy Buena su costumbre, y enseñaron asus
12|1|18|42|"hijos <rs ana=""JUN_B'ATZ"">hun baꜩ</rs> y <rs ana=""JUN_CHOWEN"">hun chouen</rs> el <rs ana=""JUN_JUNAJPU"">hun hunahpu</rs> a to<pc> –</pc>"|hijos hun batz y hun chouen el hun hunahpu a to–
12|2|18|1|car encalabazo, a cantar, apintar, aenta<pc> –</pc>|car encalabazo, a cantar, apintar, aenta–
12|2|18|2|llar, alabrar piedras preciosas, aplateros|llar, alabrar piedras preciosas, aplateros
12|2|18|3|"y el <rs ana=""JUN_JUNAJPU"">hun hun ahpu</rs> y <rs ana=""WUQUB'_JUNAJPU"">vvcub hun ahpu</rs> so<pc> –</pc>"|y el hun hun ahpu y vvcub hun ahpu so–
12|2|18|4|"lo jugaban alos dados, y <rs ana=""CHAAJ"">la pelota</rs> y este"|lo jugaban alos dados, y la pelota y este
12|2|18|5|era su entretenimiento todos los días. y de|era su entretenimiento todos los días. y de
12|2|18|6|dos en dos contendían jugando todos cu<pc> –</pc>|dos en dos contendían jugando todos cu–
12|2|18|7|"atro <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> se juntaban <rs ana=""JOM"">en el atrío</rs>. y allí ve"|atro qoquando se juntaban en el atrío. y allí ve
