lang,folio,side,para_num,lb,lb_str,lb_str_plain
quc,8,2,13,45,"oc cumal <rs ana=""MOTZ"">omuch qaholab</rs>.",oc cumal omuch qaholab.
quc,8,2,13,46,quinanucoto ve xquixnuzi<pc> –</pc>,quinanucoto ve xquixnuzi–
quc,8,2,13,47,"quih acanoc ta chuꜩinoc, v","quih acanoc ta chutzinoc, v"
quc,9,1,13,1,"cototahic <!-- editor's note: Ajtz'ib'ab' adds a paragraph here-->xcha vloc <rs ana=""SIPAKNA"">zipacna</rs>",cototahic xcha vloc zipacna
quc,9,1,13,2,"chiri pahul, macu are cucot","chiri pahul, macu are cucot"
quc,9,1,13,3,vxehul ri vmoquiquil xa vhul,vxehul ri vmoquiquil xa vhul
quc,9,1,13,4,cucoto colbal rib cate cut ta,cucoto colbal rib cate cut ta
quc,9,1,13,5,"xziquin vloc ri <rs ana=""SIPAKNA"">zipacna</rs> colon",xziquin vloc ri zipacna colon
quc,9,1,13,6,chuca chiri pa hul ta xziquin,chuca chiri pa hul ta xziquin
quc,9,1,13,7,"vloc, quixpetoc chul icama","vloc, quixpetoc chul icama"
quc,9,1,13,8,vleu rachac hul mi xcoto,vleu rachac hul mi xcoto
quc,9,1,13,9,tahic. qui ꜩih nah mi xcah v,tahic. qui tzih nah mi xcah v
quc,9,1,13,10,vmal. mapa qui ta nu ziqui<pc> –</pc>,vmal. mapa qui ta nu ziqui–
quc,9,1,13,11,"bal lo, are curi iziquibal","bal lo, are curi iziquibal"
quc,9,1,13,12,xa vbi caxohanic. queheri,xa vbi caxohanic. queheri
quc,9,1,13,13,hun elebal caib elebal ixqo<pc> –</pc>,hun elebal caib elebal ixqo–
quc,9,1,13,14,"vi canutao xqha vla ri <rs ana=""SIPAKNA"">zipac<pc> –</pc>",vi canutao xqha vla ri zipac–
quc,9,1,13,15,"na</rs>, pa vhul chiri cut ma<pc> –</pc>","na, pa vhul chiri cut ma–"
quc,9,1,13,16,ꜩal chivi vloc caziquiiah,tzal chivi vloc caziquiiah
quc,9,1,13,17,chivla pahul. are cut cahu<pc> –</pc>,chivla pahul. are cut cahu–
quc,9,1,13,18,ruxvloc ri qui nima che ru,ruxvloc ri qui nima che ru
quc,9,1,13,19,"mal <rs ana=""MOTZ"">qaholab</rs> cate puch xqui<pc> –</pc>",mal qaholab cate puch xqui–
quc,9,1,13,20,tarih cahoc ri che pahul ma,tarih cahoc ri che pahul ma
quc,9,1,13,21,qo ma qhauic chicata na ta,qo ma qhauic chicata na ta
quc,9,1,13,22,churacuh vchi ta camoc xe,churacuh vchi ta camoc xe
quc,9,1,13,23,cha chi quibil quib. xaque,cha chi quibil quib. xaque
quc,9,1,13,24,hazlahic xa pu chi maꜩalah,hazlahic xa pu chi matzalah
quc,9,1,13,25,"quivach chi qui huhunal, ta","quivach chi qui huhunal, ta"
quc,9,1,13,26,xquitarih cahoc ri che are,xquitarih cahoc ri che are
quc,9,1,13,27,cu xqha cut ta xuracuh v,cu xqha cut ta xuracuh v
quc,9,1,13,28,chi xahupah chic xziquinic,chi xahupah chic xziquinic
quc,9,1,13,29,ta xcah apanoc ri che oca mi,ta xcah apanoc ri che oca mi
quc,9,1,13,30,xuꜩinic qui vꜩ mi xcabano chi<pc> –</pc>,xutzinic qui vtz mi xcabano chi–
quc,9,1,13,31,re mi xcamic atalabe chita,re mi xcamic atalabe chita
quc,9,1,13,32,quen chubano chuchacuh ta,quen chubano chuchacuh ta
quc,9,1,13,33,chuxoc vnabe la xucoh vla,chuxoc vnabe la xucoh vla
quc,9,1,13,34,rib cuq chicaxol puch laoh,rib cuq chicaxol puch laoh
quc,9,1,13,35,"<rs ana=""MOTZ"">omuch qaholab</rs>. xeqha cut que",omuch qaholab. xeqha cut que
quc,9,1,13,36,quicot chic qo ri vbanic caqui,quicot chic qo ri vbanic caqui
quc,9,1,13,37,"oxih <del instant=""false"" status=""unremarkable"">q</del> e<del instant=""false"" status=""unremarkable""><unclear instant=""false"">|</unclear></del>ecouic oxih puch",oxih q e|ecouic oxih puch
quc,9,1,13,38,chicucah lacabebal cacabal,chicucah lacabebal cacabal
quc,9,1,13,39,"laoh <rs ana=""MOTZ"">omuch chi qaholab</rs> xe",laoh omuch chi qaholab xe
quc,9,1,13,40,qha chuuec cut chiquilo ca,qha chuuec cut chiquilo ca
quc,9,1,13,41,bih puch chiquilo mapa chi<pc> –</pc>,bih puch chiquilo mapa chi–
quc,9,1,13,42,"pe <rs ana=""SANIK"">zanic</rs> pu vleu ta chuin oc",pe zanic pu vleu ta chuin oc
quc,9,1,13,43,ta queyoc cate cut cul chica,ta queyoc cate cut cul chica
quc,9,1,13,44,qux ta cucah ri ca qui xe<pc> –</pc>,qux ta cucah ri ca qui xe–
quc,9,1,13,45,"qha cut. cuta cu vloc ri <rs ana=""SIPAKNA"">zi<pc> –</pc>",qha cut. cuta cu vloc ri zi–
quc,9,1,13,46,"pacna</rs> chiri pa hul, ta xqui<pc> –</pc>","pacna chiri pa hul, ta xqui–"
quc,9,1,13,47,"bih <rs ana=""MOTZ"">qaholab</rs> ri ca chucabi",bih qaholab ri ca chucabi
quc,9,2,13,1,"puch, ta xtubuquih <rs ana=""SANIK"">zanic</rs> quebi<pc> –</pc>","puch, ta xtubuquih zanic quebi–"
quc,9,2,13,2,"nouic, quebuchuvic ta xeculun","nouic, quebuchuvic ta xeculun"
quc,9,2,13,3,xeche humah qui cayeloon,xeche humah qui cayeloon
quc,9,2,13,4,"iz, qui cayeloon puch rixcac","iz, qui cayeloon puch rixcac"
quc,9,2,13,5,"<rs ana=""SIPAKNA"">zipacna</rs> ta xquil curi <rs ana=""MOTZ"">qaholab</rs>",zipacna ta xquil curi qaholab
quc,9,2,13,6,mi pa xuꜩin ri qaxtoq chivila,mi pa xutzin ri qaxtoq chivila
quc,9,2,13,7,"na <rs ana=""SANIK"">zanic</rs> mixeculun vloc mi<pc> –</pc>",na zanic mixeculun vloc mi–
quc,9,2,13,8,xetubuquih vloc humah iz,xetubuquih vloc humah iz
quc,9,2,13,9,qui caien qo rixcac ri chila na,qui caien qo rixcac ri chila na
quc,9,2,13,10,mi xcabano ca xeqha chiqui<pc> –</pc>,mi xcabano ca xeqha chiqui–
quc,9,2,13,11,"bil quib are curi <rs ana=""SIPAKNA"">zipacna</rs> xaui",bil quib are curi zipacna xaui
quc,9,2,13,12,xa pu cuqux vloc rixcac chire,xa pu cuqux vloc rixcac chire
quc,9,2,13,13,"cuya vla chiquech ri <rs ana=""SANIK"">zanic</rs> que",cuya vla chiquech ri zanic que
quc,9,2,13,14,"he curi xcamic xquinao <rs ana=""MOTZ"">omu<pc> –</pc>",he curi xcamic xquinao omu–
quc,9,2,13,15,ch qaholab</rs> cate cut xticar q<pc> –</pc>,ch qaholab cate cut xticar q–
quc,9,2,13,16,ui qui chiroxih ta xecabar,ui qui chiroxih ta xecabar
quc,9,2,13,17,"puch conohel <rs ana=""MOTZ"">qaholab</rs> ecu",puch conohel qaholab ecu
quc,9,2,13,18,"cabarinac chic conohel <rs ana=""MOTZ"">omu<pc> –</pc>",cabarinac chic conohel omu–
quc,9,2,13,19,ch qaholab</rs> mahabi caquina,ch qaholab mahabi caquina
quc,9,2,13,20,chic cate puch xulix ri ca<pc> –</pc>,chic cate puch xulix ri ca–
quc,9,2,13,21,"bal pa quivi rumal ri <rs ana=""SIPAKNA"">zi<pc> –</pc>",bal pa quivi rumal ri zi–
quc,9,2,13,22,pacna</rs> xequiz chayatahic co<pc> –</pc>,pacna xequiz chayatahic co–
quc,9,2,13,23,nohel mahabi chic hun caib,nohel mahabi chic hun caib
quc,9,2,13,24,"xcolotah chiquech ri <rs ana=""MOTZ"">omuch",xcolotah chiquech ri omuch
quc,9,2,13,25,chiqaholab</rs> xecamizaxic ru,chiqaholab xecamizaxic ru
quc,9,2,13,26,"mal <rs ana=""SIPAKNA"">zipacna</rs> vqahol ri <rs ana=""WUQUB'_KAQIX"">vv<pc> –</pc>",mal zipacna vqahol ri vv–
quc,9,2,13,27,cub caquix</rs>. quehe cut qui<pc> –</pc>,cub caquix. quehe cut qui–
quc,9,2,13,28,"camic <rs ana=""MOTZ"">omuch qaholab</rs> ri xqha",camic omuch qaholab ri xqha
quc,9,2,13,29,chicut are ri xeoc chichu<pc> –</pc>,chicut are ri xeoc chichu–
quc,9,2,13,30,"milal ri <rs ana=""MOTZ"">moꜩ</rs> vbi cumal, ve","milal ri motz vbi cumal, ve"
quc,9,2,13,31,cut xa zacbal ꜩih lo are chi<pc> –</pc>,cut xa zacbal tzih lo are chi–
quc,9,2,13,32,cut chicabÿh vchacatahic,cut chicabih vchacatahic
quc,9,2,13,33,"chic <rs ana=""SIPAKNA"">zipacna</rs> rumal ri <rs ana=""KA'IB'_K'AJOLAB'"">e caib",chic zipacna rumal ri e caib
quc,9,2,13,34,"qaholab</rs> <rs ana=""JUNAJPU"">hun ahpu</rs>, <rs ana=""XB'ALAMQ'E"">xbalan<pc> –</pc>","qaholab hun ahpu, xbalan–"
quc,9,2,13,35,que</rs>.,que.
quc,9,2,14,36,"<hi rend=""large"">A</hi>re chic vchacatahic, v","Are chic vchacatahic, v"
quc,9,2,14,37,"camic <rs ana=""SIPAKNA"">zipacna</rs>, ta xchac chic","camic zipacna, ta xchac chic"
quc,9,2,14,38,"cumal ri e <rs ana=""KA'IB'_K'AJOLAB'"">caib qaholab</rs> <rs ana=""JUNAJPU"">hun",cumal ri e caib qaholab hun
quc,9,2,14,39,"ahpu</rs>, <rs ana=""XB'ALAMQ'E"">xbalanque</rs>, are chic","ahpu, xbalanque, are chic"
quc,9,2,14,40,"v yoe qui qux <rs ana=""KA'IB'_K'AJOLAB'"">caholab</rs> ri <rs ana=""MOTZ"">omu<pc> –</pc>",v yoe qui qux caholab ri omu–
quc,9,2,14,41,ch chi qaholab</rs> xecamic ru<pc> –</pc>,ch chi qaholab xecamic ru–
quc,9,2,14,42,"mal <rs ana=""SIPAKNA"">zipacna</rs> xa <rs ana=""KAR"">car</rs>, xa <rs ana=""TAP"">tap</rs>","mal zipacna xa car, xa tap"
quc,9,2,14,43,"chuꜩucuh chi tac a, xere","chutzucuh chi tac a, xere"
quc,9,2,14,44,chirechaah hu ta quih pa,chirechaah hu ta quih pa
quc,9,2,14,45,quih chivacatic ta chuꜩu<pc> –</pc>,quih chivacatic ta chutzu–
quc,9,2,14,46,cuh recha. chacab cut chi<pc> –</pc>,cuh recha. chacab cut chi–
quc,10,1,14,1,recah huyub cate cut vhal<pc> –</pc>,recah huyub cate cut vhal–
quc,10,1,14,2,vachixic hun nima tap cumal,vachixic hun nima tap cumal
quc,10,1,14,3,"<rs ana=""JUNAJPU"">hun ahpu</rs> <rs ana=""XB'ALAMQ'E"">xbalanque</rs> are",hun ahpu xbalanque are
quc,10,1,14,4,"cut xquicoh ri v vach <rs ana=""MAK_EK'"">ec</rs>. ri",cut xquicoh ri v vach ec. ri
quc,10,1,14,5,"<rs ana=""MAK_EK'"">mac ec</rs> qo patac quechelah",mac ec qo patac quechelah
quc,10,1,14,6,"are v xul <rs ana=""TAP"">tap</rs> xuxic pa hac",are v xul tap xuxic pa hac
quc,10,1,14,7,chicut v coc eab xquicoho,chicut v coc eab xquicoho
quc,10,1,14,8,zelabah curi v va rachac,zelabah curi v va rachac
quc,10,1,14,9,"<rs ana=""TAP"">tap</rs> rihouohic cate cut ta",tap rihouohic cate cut ta
quc,10,1,14,10,"xquicoh vcoc chuxe pec, chu<pc> –</pc>","xquicoh vcoc chuxe pec, chu–"
quc,10,1,14,11,"xe nima huyub; <rs ana=""ME'AWAN"">meauan</rs>",xe nima huyub; meauan
quc,10,1,14,12,vbi huyub xchacatah vi,vbi huyub xchacatah vi
quc,10,1,14,13,"cate cut ta xeperi <rs ana=""KA'IB'_K'AJOLAB'"">qaholab</rs>",cate cut ta xeperi qaholab
quc,10,1,14,14,"xquicu ri <rs ana=""SIPAKNA"">zipacna</rs> chiya, a<pc> –</pc>","xquicu ri zipacna chiya, a–"
quc,10,1,14,15,"pa catbe vi <rs ana=""SIPAKNA"">at qahol</rs> xcha<pc> –</pc>",pa catbe vi at qahol xcha–
quc,10,1,14,16,"x curi <rs ana=""SIPAKNA"">zipacna</rs>? mahabi qui<pc> –</pc>",x curi zipacna? mahabi qui–
quc,10,1,14,17,"n be vi, xa vecha canuꜩucuh,","n be vi, xa vecha canutzucuh,"
quc,10,1,14,18,"ix <rs ana=""KA'IB'_K'AJOLAB'"">qaholab</rs> qha curi <rs ana=""SIPAKNA"">zipac<pc> –</pc>",ix qaholab qha curi zipac–
quc,10,1,14,19,na</rs>. naquipa au echa? xa,na. naquipa au echa? xa
quc,10,1,14,20,"<rs ana=""KAR"">car</rs>, xa <rs ana=""TAP"">tap</rs>, xma qo chivi ca<pc> –</pc>","car, xa tap, xma qo chivi ca–"
quc,10,1,14,21,nu rico cabihir chincanah,nu rico cabihir chincanah
quc,10,1,14,22,"rechaxic, maui canuchih","rechaxic, maui canuchih"
quc,10,1,14,23,"chic vaih xqha <rs ana=""SIPAKNA"">zipacna</rs>",chic vaih xqha zipacna
quc,10,1,14,24,"chiquech <rs ana=""JUNAJPU"">hun ahpu</rs> <rs ana=""XB'ALAMQ'E"">xbalan<pc> –</pc>",chiquech hun ahpu xbalan–
quc,10,1,14,25,"que</rs> huna rela<rs ana=""TAP"">tap</rs> qo vla",que huna relatap qo vla
quc,10,1,14,26,xe zivan quiꜩih chi ni ma,xe zivan quitzih chi ni ma
quc,10,1,14,27,tap caquihtala cha vecha<pc> –</pc>,tap caquihtala cha vecha–
quc,10,1,14,28,ah lo. xa cohvtio mi xrah,ah lo. xa cohvtio mi xrah
quc,10,1,14,29,cachapo cacaxibih quib ru<pc> –</pc>,cachapo cacaxibih quib ru–
quc,10,1,14,30,mal machibeon cachapa xe,mal machibeon cachapa xe
quc,10,1,14,31,"qhari <rs ana=""JUNAJPU"">hun ahpu</rs> <rs ana=""XB'ALAMQ'E"">xbalanque</rs>",qhari hun ahpu xbalanque
quc,10,1,14,32,qui tocaba nu vach quibe,qui tocaba nu vach quibe
quc,10,1,14,33,"ta ivaba <rs ana=""KA'IB'_K'AJOLAB'"">ixqaholab</rs> xqha",ta ivaba ixqaholab xqha
quc,10,1,14,34,"ri <rs ana=""SIPAKNA"">zipacna</rs>, maba chicah,","ri zipacna, maba chicah,"
quc,10,1,14,35,xata catbec ma zachibal,xata catbec ma zachibal
quc,10,1,14,36,tah xarecan ha catbec at,tah xarecan ha catbec at
quc,10,1,14,37,cu taꜫal apon oc xenima,cu taq'al apon oc xenima
quc,10,1,14,38,huyub houol vla chuxe,huyub houol vla chuxe
quc,10,1,14,39,"zivan, xa catel apanoc xe","zivan, xa catel apanoc xe"
quc,10,1,14,40,"qha <rs ana=""JUNAJPU"">hun ahpu</rs> <rs ana=""XB'ALAMQ'E"">xbalanque</rs>",qha hun ahpu xbalanque
quc,10,1,14,41,laquiba tocob nuvach ma,laquiba tocob nuvach ma
quc,10,1,14,42,"ba xuculu <rs ana=""KA'IB'_K'AJOLAB'"">ixqaholab</rs> quix",ba xuculu ixqaholab quix
quc,10,1,14,43,"be na cu nu vaba, qo qui xo","be na cu nu vaba, qo qui xo"
quc,10,1,14,44,"vi ri <rs ana=""TZ'IKIN""><hi rend=""subscript"">q,</hi>iquin</rs> chibetah <rs ana=""WUB"">iv vbah</rs>","vi ri q,iquin chibetah iv vbah"
quc,10,1,14,45,vetaam qo vi xqha chicut,vetaam qo vi xqha chicut
quc,10,1,14,46,"<rs ana=""SIPAKNA"">zipacna</rs>. xelahic xoc na",zipacna. xelahic xoc na
quc,10,1,14,47,"chiquivach <rs ana=""KA'IB'_K'AJOLAB'"">qaholab</rs> lama",chiquivach qaholab lama
quc,10,2,14,1,quicu xchachaplo taxaque<pc> –</pc>,quicu xchachaplo taxaque–
quc,10,2,14,2,he xcohꜩalih avvmal ma,he xcohtzalih avvmal ma
quc,10,2,14,3,xa maui xcatiho xa huzuc,xa maui xcatiho xa huzuc
quc,10,2,14,4,chitionic ri oh hupulic coh,chitionic ri oh hupulic coh
quc,10,2,14,5,oc vbic cate cut cuxibih,oc vbic cate cut cuxibih
quc,10,2,14,6,rib ri oh pacalic cohoc vbic,rib ri oh pacalic cohoc vbic
quc,10,2,14,7,xa cu zcaquin chic maui chi<pc> –</pc>,xa cu zcaquin chic maui chi–
quc,10,2,14,8,carico cate cu vꜩ at pacalic,carico cate cu vtz at pacalic
quc,10,2,14,9,catoc vbic xuchaxcut. vꜩ ba<pc> –</pc>,catoc vbic xuchaxcut. vtz ba–
quc,10,2,14,10,"la xqha curi <rs ana=""SIPAKNA"">zipacna</rs> ta xbe<pc> –</pc>",la xqha curi zipacna ta xbe–
quc,10,2,14,11,"cut achbilan chicut ri <rs ana=""SIPAKNA"">zipac<pc> –</pc>",cut achbilan chicut ri zipac–
quc,10,2,14,12,na</rs> xbec xeopon chuxe zivan,na xbec xeopon chuxe zivan
quc,10,2,14,13,"zalam cula ri <rs ana=""TAP"">tap</rs> cacvaca<pc> –</pc>",zalam cula ri tap cacvaca–
quc,10,2,14,14,"voh vla rih, xe zivan ri cu<pc> –</pc>","voh vla rih, xe zivan ri cu–"
quc,10,2,14,15,te qui cumaꜩih vꜩ bala,te qui cumatzih vtz bala
quc,10,2,14,16,"chi quicot curi <rs ana=""SIPAKNA"">zipacna</rs> <rs ana=""KAR"">car</rs><pc> –</pc>",chi quicot curi zipacna car–
quc,10,2,14,17,ahtah xcoc ta pu chi rumal,ahtah xcoc ta pu chi rumal
quc,10,2,14,18,quiꜩih cuꜩin chivaih xrah,quitzih cutzin chivaih xrah
quc,10,2,14,19,cutih ri xaxrah hupunic,cutih ri xaxrah hupunic
quc,10,2,14,20,xrah oquic pacal curi tap xa,xrah oquic pacal curi tap xa
quc,10,2,14,21,canic cate cut xel chu vloc,canic cate cut xel chu vloc
quc,10,2,14,22,maui xarico xuqhax cut ma<pc> –</pc>,maui xarico xuqhax cut ma–
quc,10,2,14,23,habi xa pacalic cacanic xana<pc> –</pc>,habi xa pacalic cacanic xana–
quc,10,2,14,24,be zcaquin chic maui mi xnu<pc> –</pc>,be zcaquin chic maui mi xnu–
quc,10,2,14,25,rico. <!--editor's note: Ajtz'ib'ab' adds a paragraph here-->cate vꜩ lo qui paqueic,rico. cate vtz lo qui paqueic
quc,10,2,14,26,quinoc vbic xqha chi cut ca<pc> –</pc>,quinoc vbic xqha chi cut ca–
quc,10,2,14,27,te cut pacal chic ta xoc vbic,te cut pacal chic ta xoc vbic
quc,10,2,14,28,xquiz cu oc vbic xa v vi vchec,xquiz cu oc vbic xa v vi vchec
quc,10,2,14,29,chic xcutun vloc xquiz bi<pc> –</pc>,chic xcutun vloc xquiz bi–
quc,10,2,14,30,quitahic; xlilob cu cahoc ni<pc> –</pc>,quitahic; xlilob cu cahoc ni–
quc,10,2,14,31,ma huiub chi vqux maui xzo<pc> –</pc>,ma huiub chi vqux maui xzo–
quc,10,2,14,32,lcopih chic abah cut xuxic,lcopih chic abah cut xuxic
quc,10,2,14,33,"ri <rs ana=""SIPAKNA"">zipacna</rs> quehe vchacata<pc> –</pc>",ri zipacna quehe vchacata–
quc,10,2,14,34,"hic chic <rs ana=""SIPAKNA"">zipacna</rs> cumal <rs ana=""KA'IB'_K'AJOLAB'"">qa<pc> –</pc>",hic chic zipacna cumal qa–
quc,10,2,14,35,"holab</rs> <rs ana=""JUNAJPU"">hun ahpu</rs> <rs ana=""XB'ALAMQ'E"">xbalanque</rs>",holab hun ahpu xbalanque
quc,10,2,14,36,ri banol huyub xqha v ꜩiho<pc> –</pc>,ri banol huyub xqha v tziho–
quc,10,2,14,37,"xic oher <rs ana=""SIPAKNA"">v nabe qahol</rs> <rs ana=""WUQUB'_KAQIX"">vvc<pc> –</pc>",xic oher v nabe qahol vvc–
quc,10,2,14,38,"ub caquix</rs> chuxe huyub <rs ana=""ME'AWAN"">me<pc> –</pc>",ub caquix chuxe huyub me–
quc,10,2,14,39,auan</rs> vbi xchacatahvi xa na,auan vbi xchacatahvi xa na
quc,10,2,14,40,"ual xchacatah vi. <rs ana=""KAB'RAQAN"">vcab nima<pc> –</pc>",ual xchacatah vi. vcab nima–
quc,10,2,14,41,rizai rib</rs>. hun chi cut xchica<pc> –</pc>,rizai rib. hun chi cut xchica–
quc,10,2,14,42,bÿh vbixic,bih vbixic
quc,10,2,15,43,"cab v qahol</rs> <rs ana=""WUQUB'_KAQIX"">vvcub caquix</rs> <rs ana=""KAB'RAQAN"">cab<pc> –</pc>",cab v qahol vvcub caquix cab–
quc,10,2,15,44,rracan</rs> vbi in yohol huiub xqha.,rracan vbi in yohol huiub xqha.
quc,10,2,15,45,"xaui cu xere <rs ana=""JUNAJPU"">hun ahpu</rs> <rs ana=""IXB'ALAMQ'E"">xbalan<pc> –</pc>",xaui cu xere hun ahpu xbalan–
quc,10,2,15,46,"que</rs> xchacou re <rs ana=""KAB'RAQAN"">cabrracan</rs>, xqha<pc> –</pc>","que xchacou re cabrracan, xqha–"
quc,11,1,15,1,"ri<rs ana=""JUN_RAQAN"">huracan</rs>, <rs ana=""CH'IPI_KAQULJA"">chipi caculha</rs>, <rs ana=""RAXA_KAQULJA"">raxa","rihuracan, chipi caculha, raxa"
quc,11,1,15,2,"caculha</rs>, ta xqhauic chiquech ri","caculha, ta xqhauic chiquech ri"
quc,11,1,15,3,"<rs ana=""JUNAJPU"">hun ahpu</rs> <rs ana=""IXB'ALAMQ'E"">xbalanque</rs> <rs ana=""KAB'RAQAN"">v cab v",hun ahpu xbalanque v cab v
quc,11,1,15,4,"qahol</rs> <rs ana=""WUQUB'_KAQIX"">vvcub caquix</rs> hunchic",qahol vvcub caquix hunchic
quc,11,1,15,5,"hunchic chichacatahic, xavi nu","hunchic chichacatahic, xavi nu"
quc,11,1,15,6,ꜩih rumal mavi vꜩ quibanoh,tzih rumal mavi vtz quibanoh
quc,11,1,15,7,"chuvach vleuh, caquicouizah","chuvach vleuh, caquicouizah"
quc,11,1,15,8,quih chi nimal chi alal macu,quih chi nimal chi alal macu
quc,11,1,15,9,"quehe chuxic chibochÿh <add place=""above"" instant=""false"" status=""unremarkable"">cu</add> vbic",quehe chuxic chibochih cu vbic
quc,11,1,15,10,"chila relebal quih xqha cut ri<rs ana=""JUN_RAQAN"">hu<pc> –</pc>",chila relebal quih xqha cut rihu–
quc,11,1,15,11,"rracan</rs> chique ri e <rs ana=""KA'IB'_K'AJOLAB'"">caib qaholab</rs>",rracan chique ri e caib qaholab
quc,11,1,15,12,"vꜩ bala <rs ana=""JUN_RAQAN"">lal ahau</rs> quevi nacut",vtz bala lal ahau quevi nacut
quc,11,1,15,13,"maui vꜩ vi caquilo, mapa lal qo<pc> –</pc>","maui vtz vi caquilo, mapa lal qo–"
quc,11,1,15,14,"lic lal pu yacalic lal <rs ana=""UK'U'X_KAJ"">vqux cah</rs>",lic lal pu yacalic lal vqux cah
quc,11,1,15,15,"xeqha cut ri <rs ana=""KA'IB'_K'AJOLAB'"">qaholab</rs> taxqui<pc> –</pc>",xeqha cut ri qaholab taxqui–
quc,11,1,15,16,"culuba vꜩih <rs ana=""JUN_RAQAN"">huracan</rs>. are puch",culuba vtzih huracan. are puch
quc,11,1,15,17,"catahin ri <rs ana=""KAB'RAQAN"">cabrracan</rs> iohol hu<pc> –</pc>",catahin ri cabrracan iohol hu–
quc,11,1,15,18,yub xa zcaquin chutinih racan,yub xa zcaquin chutinih racan
quc,11,1,15,19,chuvach vleuh huzu chi bulih ni<pc> –</pc>,chuvach vleuh huzu chi bulih ni–
quc,11,1,15,20,"ma huiub, chuti huyub rumal","ma huiub, chuti huyub rumal"
quc,11,1,15,21,"ta xculutah cumal ri <rs ana=""KA'IB'_K'AJOLAB'"">qaholab</rs>.",ta xculutah cumal ri qaholab.
quc,11,1,15,22,"apa cat be vi <rs ana=""KAB'RAQAN"">at qahol</rs> xeqha chi<pc> –</pc>",apa cat be vi at qahol xeqha chi–
quc,11,1,15,23,"rech ri <rs ana=""KAB'RAQAN"">cabracan</rs> mahabi quin",rech ri cabracan mahabi quin
quc,11,1,15,24,"be vi, xa in vlÿ huyub, in puch","be vi, xa in vli huyub, in puch"
quc,11,1,15,25,yohol rech chibe quih chi bezac,yohol rech chibe quih chi bezac
quc,11,1,15,26,xqhacut ta xqhauic. xqha chi cut,xqhacut ta xqhauic. xqha chi cut
quc,11,1,15,27,"ri <rs ana=""KAB'RAQAN"">cabrracan</rs> chique ri <rs ana=""JUNAJPU"">hun ahpu</rs>",ri cabrracan chique ri hun ahpu
quc,11,1,15,28,"<rs ana=""XB'ALAMQ'E"">xbalanque</rs> hupacha xpetic ma<pc> –</pc>",xbalanque hupacha xpetic ma–
quc,11,1,15,29,"ui vetaam vvach, naquipa ibi","ui vetaam vvach, naquipa ibi"
quc,11,1,15,30,"xqha <rs ana=""KAB'RAQAN"">cabrracan</rs> mahabi cabi xa",xqha cabrracan mahabi cabi xa
quc,11,1,15,31,"oh <rs ana=""WUB"">vbom</rs>, xapu oh ꜩarabom pa<pc> –</pc>","oh vbom, xapu oh tzarabom pa–"
quc,11,1,15,32,"tac huyub, xa oh meba mahabi","tac huyub, xa oh meba mahabi"
quc,11,1,15,33,"naquila quech at qahol, xa","naquila quech at qahol, xa"
quc,11,1,15,34,"chuti huyub, xanima huyub coh","chuti huyub, xanima huyub coh"
quc,11,1,15,35,bec at qahol are curi hun ni<pc> –</pc>,bec at qahol are curi hun ni–
quc,11,1,15,36,ma huyub xquilo xa coquil ca<pc> –</pc>,ma huyub xquilo xa coquil ca–
quc,11,1,15,37,quÿc quiꜩih naht cacanic xa<pc> –</pc>,quic quitzih naht cacanic xa–
quc,11,1,15,38,cacupupic quicouic chuvi hu<pc> –</pc>,cacupupic quicouic chuvi hu–
quc,11,1,15,39,yub ronohel macuhabi hun,yub ronohel macuhabi hun
quc,11,1,15,40,"caib <rs ana=""TZ'IKIN""><hi rend=""subscript"">q,i</hi>quin</rs> mi xcacam chu<pc> –</pc>","caib q,iquin mi xcacam chu–"
quc,11,1,15,41,"vach <rs ana=""KAB'RAQAN"">at qahol</rs> ve cut quiꜩih",vach at qahol ve cut quitzih
quc,11,1,15,42,cauulih ronohel huiub at qa<pc> –</pc>,cauulih ronohel huiub at qa–
quc,11,1,15,43,"hol xeqha ri <rs ana=""JUNAJPU"">hun ahpu</rs> <rs ana=""XB'ALAMQ'E"">xbalan<pc> –</pc>",hol xeqha ri hun ahpu xbalan–
quc,11,1,15,44,"que</rs> chire <rs ana=""KAB'RAQAN"">cabrracan</rs>. maqui<pc> –</pc>",que chire cabrracan. maqui–
quc,11,1,15,45,ꜩih xivilo ri huiub quibÿh a,tzih xivilo ri huiub quibih a
quc,11,1,15,46,pa qovi xchivilna xchin vvlih,pa qovi xchivilna xchin vvlih
quc,11,1,15,47,cahoc apa xivil vi. chila ba qo<pc> –</pc>,cahoc apa xivil vi. chila ba qo–
quc,11,2,15,1,"vi chi relebal quih xeqha cut <rs ana=""JUNAJPU"">hun",vi chi relebal quih xeqha cut hun
quc,11,2,15,2,"ahpu</rs> <rs ana=""XB'ALAMQ'E"">xbalanque</rs>. <!-- editor's note: Ajtz'ib'ab' adds a paragraph here --> vꜩ chi cama",ahpu xbalanque.  vtz chi cama
quc,11,2,15,3,"cabe xe vqhax curi <rs ana=""KA'IB'_K'AJOLAB'"">e caib chiqa",cabe xe vqhax curi e caib chiqa
quc,11,2,15,4,holab</rs> mahabi xa cachape ni<pc> –</pc>,holab mahabi xa cachape ni–
quc,11,2,15,5,cah chicaxol catqohe vi hun,cah chicaxol catqohe vi hun
quc,11,2,15,6,"chamox, hun chaviquicab chi<pc> –</pc>","chamox, hun chaviquicab chi–"
