lang,folio,side,para_num,lb,lb_str,lb_str_plain
spa,4,1,8,10,"echad suertes con <rs ana=""IXIM"">maíses</rs>, y con <rs ana=""TZ'ITE'"">ꜩítes</rs> y sea","echad suertes con maíses, y con tzítes y sea"
spa,4,1,8,11,"solo hecho, sí saldra, sí labraremos, y lo","solo hecho, sí saldra, sí labraremos, y lo"
spa,4,1,8,12,tallaremos su voca y su cara de palo se les,tallaremos su voca y su cara de palo se les
spa,4,1,8,13,fue dicho alos adívínos. y luego su echa<pc> –</pc>,fue dicho alos adívínos. y luego su echa–
spa,4,1,8,14,"dura de las suertes, su ser saludado lo<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>","dura de las suertes, su ser saludado loq’que"
spa,4,1,8,15,"sortearon con <rs ana=""IXIM"">el maís</rs> y <rs ana=""TZ'ITE'"">el ꜩíte</rs>. a sol, a","sortearon con el maís y el tzíte. a sol, a"
spa,4,1,8,16,"formadura dixeron <rs ana=""IXMUKANE"">vnabieja</rs> y <rs ana=""XPIYAKOK"">un viejo</rs>",formadura dixeron vnabieja y un viejo
spa,4,1,8,17,"a ellos. y <rs ana=""XPIYAKOK"">el viejo</rs> era el de las suertes de",a ellos. y el viejo era el de las suertes de
spa,4,1,8,18,"<rs ana=""TZ'ITE'"">el ꜩité</rs>, y se llamaba <rs ana=""XPIYAKOK"">xpíyacoc</rs>, y <rs ana=""IXMUKANE"">la vieja</rs>","el tzité, y se llamaba xpíyacoc, y la vieja"
spa,4,1,8,19,"adivina de el sol, y de la formadura, se","adivina de el sol, y de la formadura, se"
spa,4,1,8,20,"llamaba chíracan <rs ana=""IXMUKANE"">xmucane</rs>. <del rend=""overstrike"" instant=""false"" status=""unremarkable"">y esta</del>",llamaba chíracan xmucane. y esta
spa,4,1,8,21,"<del rend=""overstrike"" instant=""false"" status=""unremarkable""><rs ana=""IXMUKANE"">vieja</rs> adivina de el sol</del> y dixeron <choice><abbr>q<hi rend=""superscript"">o</hi></abbr><expan instant=""false"">quando</expan></choice>",vieja adivina de el sol y dixeron qoquando
spa,4,1,8,22,empezaron a adivinar el sol solo se,empezaron a adivinar el sol solo se
spa,4,1,8,23,junten y se avnen decid nuestra nu<pc> –</pc>,junten y se avnen decid nuestra nu–
spa,4,1,8,24,"eua, nuestro oydo hablá, parlád, si es","eua, nuestro oydo hablá, parlád, si es"
spa,4,1,8,25,conveniente sea labrado el palo por los,conveniente sea labrado el palo por los
spa,4,1,8,26,"formadores, y sí es este es <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se ha de sus<pc> –</pc>","formadores, y sí es este es q’quese ha de sus–"
spa,4,1,8,27,"tentar, y alímentar, <choice><abbr>q<hi rend=""superscript"">o</hi></abbr><expan instant=""false"">quando</expan></choice> <rs ana=""K'OOL"">se siembre</rs>, y acba<pc> –</pc>","tentar, y alímentar, qoquando se siembre, y acba–"
spa,4,1,8,28,"re, dí tu <rs ana=""IXIM"">maís</rs>, tu <rs ana=""TZ'ITE'"">ꜩíte</rs>, tu sol, tu forma<pc> –</pc>","re, dí tu maís, tu tzíte, tu sol, tu forma–"
spa,4,1,8,29,"dura llamad, y segued le dixo <rs ana=""IXIM"">al maís</rs>,","dura llamad, y segued le dixo al maís,"
spa,4,1,8,30,"y <rs ana=""TZ'ITE'"">al ꜩíte</rs>, al sol, y ála formadura. y tu","y al tzíte, al sol, y ála formadura. y tu"
spa,4,1,8,31,"<rs ana=""UK'U'X_KAJ"">corazon de el zielo</rs> tened verguenza, no afren<pc> –</pc>","corazon de el zielo tened verguenza, no afren–"
spa,4,1,8,32,"teís a <rs ana=""TEPEU_Q'UKUMATZ"">tepeu, y cucumaꜩ</rs>. y entonzes respon<pc> –</pc>","teís a tepeu, y cucumatz. y entonzes respon–"
spa,4,1,8,33,"diendo el q<hi rend=""subscript"">,</hi>íte y <rs ana=""IXIM"">el maís</rs> dixeron la verdad","diendo el q,íte y el maís dixeron la verdad"
spa,4,1,8,34,"haceldo así <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>así estara bíen, y hablara el pa","haceldo así q’queasí estara bíen, y hablara el pa"
spa,4,1,8,35,lo enlabrandolo. y luego fue hecha la íma,lo enlabrandolo. y luego fue hecha la íma
spa,4,1,8,36,"gen de el hombre depalo, y hablo como hom<pc> –</pc>","gen de el hombre depalo, y hablo como hom–"
spa,4,1,8,37,"bre. y este fue el hombre <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>hizieron, y se","bre. y este fue el hombre q’quehizieron, y se"
spa,4,1,8,38,"multiplicaron, tuvieron, hijos, e hijas, em<pc> –</pc>","multiplicaron, tuvieron, hijos, e hijas, em–"
spa,4,1,8,39,"pero salieron tontos sin corazon, sin enten<pc> –</pc>","pero salieron tontos sin corazon, sin enten–"
spa,4,1,8,40,"dimiento; y así no se acordaron mas de<rs ana=""TZ'AQOL"">su</rs> <rs ana=""B'ITOL"">crí<pc> –</pc>",dimiento; y así no se acordaron mas desu crí–
spa,4,1,8,41,"ador</rs>; sino <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>en vano estubieron, y andu<pc> –</pc>","ador; sino q’queen vano estubieron, y andu–"
spa,4,1,8,42,"uieron sobre la tierra, y así no se acorda<pc> –</pc>","uieron sobre la tierra, y así no se acorda–"
spa,4,2,8,1,"ron más de <rs ana=""UK'U'X_KAJ"">el corazon de el zíelo</rs>, y así díeron","ron más de el corazon de el zíelo, y así díeron"
spa,4,2,8,2,"de hozicos, empero esto fue solo probar, aparar<pc> –</pc>","de hozicos, empero esto fue solo probar, aparar–"
spa,4,2,8,3,"los, y hazerlos gente. hablaban, empero esta<pc> –</pc>","los, y hazerlos gente. hablaban, empero esta–"
spa,4,2,8,4,"ba seca su cara, estaban abromados, y pesa","ba seca su cara, estaban abromados, y pesa"
spa,4,2,8,5,"dos, en pies y manos. no tenían sangre, ní su<pc> –</pc>","dos, en pies y manos. no tenían sangre, ní su–"
spa,4,2,8,6,"dor, ní gordura, estavan secas, y palídas","dor, ní gordura, estavan secas, y palídas"
spa,4,2,8,7,"sus maxillas. estaban sus pies amarillos, y","sus maxillas. estaban sus pies amarillos, y"
spa,4,2,8,8,"secos, y las manos, y amarilla su carne, y así","secos, y las manos, y amarilla su carne, y así"
spa,4,2,8,9,"no se acordaron mas de su <rs ana=""TZ'AQOL"">críador</rs>, y <rs ana=""B'ITOL"">haze<pc> –</pc>","no se acordaron mas de su críador, y haze–"
spa,4,2,8,10,"dor</rs>, el <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>los avía crído; y estos eran ya mu<pc> –</pc>","dor, el q’quelos avía crído; y estos eran ya mu–"
spa,4,2,8,11,"chos, y se multíplícaron sobre la tíerra.","chos, y se multíplícaron sobre la tíerra."
spa,4,2,9,12,"y despues fueron acabados, y destruídos, y","y despues fueron acabados, y destruídos, y"
spa,4,2,9,13,"muertos, todos estos hombres de palo.","muertos, todos estos hombres de palo."
spa,4,2,9,14,"fue embiado consultado por <rs ana=""UK'U'X_KAJ"">el corazon de</rs>",fue embiado consultado por el corazon de
spa,4,2,9,15,"<rs ana=""UK'U'X_KAJ"">el cíelo</rs>, y se hizo vn gran díluuío <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>víno so<pc> –</pc>","el cíelo, y se hizo vn gran díluuío q’quevíno so–"
spa,4,2,9,16,bre ellos; de palo de corcho era la carne de,bre ellos; de palo de corcho era la carne de
spa,4,2,9,17,"los hombres, y de esa material fueron he<pc> –</pc>","los hombres, y de esa material fueron he–"
spa,4,2,9,18,"chos, y labrados, por <rs ana=""TZ'AQOL""><rs ana=""B'ITOL"">el criador</rs></rs> y las muge<pc> –</pc>","chos, y labrados, por el criador y las muge–"
spa,4,2,9,19,res fueron hechas de corazon de espadaña,res fueron hechas de corazon de espadaña
spa,4,2,9,20,"y esa fue la voluntad de <rs ana=""TZ'AQOL""><rs ana=""B'ITOL"">el críador</rs></rs>, hazerlos","y esa fue la voluntad de el críador, hazerlos"
spa,4,2,9,21,"de esa material, empero no hizieron memo<pc> –</pc>","de esa material, empero no hizieron memo–"
spa,4,2,9,22,"ría, ni agradezieron <rs ana=""TZ'AQOL""><rs ana=""B'ITOL"">al criador</rs></rs> <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>los crío","ría, ni agradezieron al criador q’quelos crío"
spa,4,2,9,23,el averlos críado; y así fueron muertos y a,el averlos críado; y así fueron muertos y a
spa,4,2,9,24,"negados. vino <rs ana=""Q'OL"">gran resína</rs>, y <rs ana=""KAR"">pez</rs> de el","negados. vino gran resína, y pez de el"
spa,4,2,9,25,"zielo. y <rs ana=""TZ'IKIN"">un paxaro</rs> llamado: <rs ana=""K'OTK'OWACH"">xecotcovach</rs>, ví<pc> –</pc>","zielo. y un paxaro llamado: xecotcovach, ví–"
spa,4,2,9,26,"no y les saco los ojos, y víno otro <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se llamaba","no y les saco los ojos, y víno otro q’quese llamaba"
spa,4,2,9,27,"<rs ana=""KAMALOTZ'"">camaloꜩ</rs> y les corto las cabezas, y víno oto a<pc> –</pc>","camalotz y les corto las cabezas, y víno oto a–"
spa,4,2,9,28,"nimal llamado <rs ana=""KOTZB'ALAM"">coꜩbalam</rs>, y les comío sus car<pc> –</pc>","nimal llamado cotzbalam, y les comío sus car–"
spa,4,2,9,29,"nes, y el <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se llama <rs ana=""TUKUMB'ALAM"">tucumbalam</rs>, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>les quebro","nes, y el q’quese llama tucumbalam, q’queles quebro"
spa,4,2,9,30,"los huesos, y los nervíos, y los hízeron harína","los huesos, y los nervíos, y los hízeron harína"
spa,4,2,9,31,"y esto fue en castigo y escarmiento <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice>no",y esto fue en castigo y escarmiento porq’porqueno
spa,4,2,9,32,"hízíeron grazías delante de su <rs ana=""ALOM""><choice><abbr>P<hi rend=""superscript"">e.</hi></abbr><expan instant=""false"">Padre</expan></choice></rs> y <rs ana=""K'AJOLOM""><abbr>M<hi rend=""superscript"">e</hi></abbr></rs>, y","hízíeron grazías delante de su Pe.Padre y Me, y"
spa,4,2,9,33,"<rs ana=""UK'U'X_KAJ""><choice><abbr>S<hi rend=""superscript"">or</hi></abbr><expan instant=""false"">Señor</expan></choice>. el corazon de el zíelo,</rs> <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se llama <rs ana=""UK'U'X_KAJ"">hura<pc> –</pc>","SorSeñor. el corazon de el zíelo, q’quese llama hura–"
spa,4,2,9,34,"can</rs>, y por ellos se obscuresío la haz de","can, y por ellos se obscuresío la haz de"
spa,4,2,9,35,"la tierra, y empezo vna llovízna de noche","la tierra, y empezo vna llovízna de noche"
spa,4,2,9,36,y de día. y víno todo genero de animales chi<pc> –</pc>,y de día. y víno todo genero de animales chi–
spa,4,2,9,37,"cos y grandes, y los palos, y las píedras, y les<pc> –</pc>","cos y grandes, y los palos, y las píedras, y les–"
spa,4,2,9,38,"dieron en rostro, y afrentaron, y todos habla<pc> –</pc>","dieron en rostro, y afrentaron, y todos habla–"
spa,4,2,9,39,"ron, las píedras, comales, platos<pc> –</pc>","ron, las píedras, comales, platos–"
spa,5,1,9,1,"caxetes, <rs ana=""KA'"">ollas</rs>, perros, y tínajas. todos quan<pc> –</pc>","caxetes, ollas, perros, y tínajas. todos quan–"
spa,5,1,9,2,"tos <hi rend=""underline"">ubo</hi> les afrentaron, y les dixeron, muy mal","tos ubo les afrentaron, y les dixeron, muy mal"
spa,5,1,9,3,"nos tratastes, nos mordiste, y así os mordere","nos tratastes, nos mordiste, y así os mordere"
spa,5,1,9,4,"mos agora, dixeron los perros, y las gallínas.","mos agora, dixeron los perros, y las gallínas."
spa,5,1,9,5,y las piedras de moler dixeron. fuímos muy,y las piedras de moler dixeron. fuímos muy
spa,5,1,9,6,"atormentadas por vosotros todos, todos los días","atormentadas por vosotros todos, todos los días"
spa,5,1,9,7,ala tarde ala mañana; siempre hazíendo,ala tarde ala mañana; siempre hazíendo
spa,5,1,9,8,"holí, holí, huquí, huquí. (esto es el sonído de","holí, holí, huquí, huquí. (esto es el sonído de"
spa,5,1,9,9,"la piedra, y el chíflido <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>hazen almoler,) y","la piedra, y el chíflido q’quehazen almoler,) y"
spa,5,1,9,10,"este fue nuestro trabaxo en vuestras caras, y","este fue nuestro trabaxo en vuestras caras, y"
spa,5,1,9,11,"fueraís bíenquístos, y pues no lo fuistes, ago<pc> –</pc>","fueraís bíenquístos, y pues no lo fuistes, ago–"
spa,5,1,9,12,"ra probareís nuestras fuerzas, moleremos","ra probareís nuestras fuerzas, moleremos"
spa,5,1,9,13,"vuestras carnes, y haremos harína vuestros","vuestras carnes, y haremos harína vuestros"
spa,5,1,9,14,cuerpos. esto les díxeron las píedras de mo<pc> –</pc>,cuerpos. esto les díxeron las píedras de mo–
spa,5,1,9,15,"ler. y los perros díxeron <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> hablaron: <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice>no<pc> –</pc>",ler. y los perros díxeron qoquando hablaron: porq’porqueno–
spa,5,1,9,16,"nos dabaís nuestra comida, sino <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>solo estaba<pc> –</pc>","nos dabaís nuestra comida, sino q’quesolo estaba–"
spa,5,1,9,17,"mos mírandoos, y nos corríaís, y nos arrojabaís,","mos mírandoos, y nos corríaís, y nos arrojabaís,"
spa,5,1,9,18,y siempre estaba prevenido un palo para dar<pc> –</pc>,y siempre estaba prevenido un palo para dar–
spa,5,1,9,19,"nos <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> comíaís, y así nos tratabaís <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> no ha<pc> –</pc>","nos qoquando comíaís, y así nos tratabaís porq’porque no ha–"
spa,5,1,9,20,"blabamos, quízas no ubíeraís muerto agora","blabamos, quízas no ubíeraís muerto agora"
spa,5,1,9,21,"<choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> no mírasteís por vosotros? así nos perdí<pc> –</pc>",porq’porque no mírasteís por vosotros? así nos perdí–
spa,5,1,9,22,"mos, agora probareís nuestros dientes, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>es<pc> –</pc>","mos, agora probareís nuestros dientes, q’quees–"
spa,5,1,9,23,"tan en nuestra voca, os comeremos. díxeron","tan en nuestra voca, os comeremos. díxeron"
spa,5,1,9,24,"los perros. <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> les dieron en rostro. y los coma<pc> –</pc>",los perros. q’que les dieron en rostro. y los coma–
spa,5,1,9,25,"les, y las ollas los hablaron en esta forma:","les, y las ollas los hablaron en esta forma:"
spa,5,1,9,26,"dolor, y pena nos dísteís. nuestras vocas, y","dolor, y pena nos dísteís. nuestras vocas, y"
spa,5,1,9,27,"nuestros rostros tíznados, siempre estaba<pc> –</pc>","nuestros rostros tíznados, siempre estaba–"
spa,5,1,9,28,"mos cociendo sobre el fuego, nos quemas<pc> –</pc>","mos cociendo sobre el fuego, nos quemas–"
spa,5,1,9,29,"teís, y no sentimos el dolor, probareís ago<pc> –</pc>","teís, y no sentimos el dolor, probareís ago–"
spa,5,1,9,30,"ra, y os quemaremos dixeron las ollas","ra, y os quemaremos dixeron las ollas"
spa,5,1,9,31,todas dandoles en rostro. y las piedras,todas dandoles en rostro. y las piedras
spa,5,1,9,32,"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>eran tenamastes con furia venga el",q’queeran tenamastes con furia venga el
spa,5,1,9,33,"fuego, nuestras cabezas puestas pa. la olla","fuego, nuestras cabezas puestas pa. la olla"
spa,5,1,9,34,"nos hízísteís, y causasteís dolor. y anda<pc> –</pc>","nos hízísteís, y causasteís dolor. y anda–"
spa,5,1,9,35,"ban corriendo, desatinados, y queriendo","ban corriendo, desatinados, y queriendo"
spa,5,1,9,36,"subirse sobre las casas, y se les caía la ca<pc> –</pc>","subirse sobre las casas, y se les caía la ca–"
spa,5,1,9,37,"sa, y venían abaxo. y querían subir so<pc> –</pc>","sa, y venían abaxo. y querían subir so–"
spa,5,1,9,38,"bre los palos, y los arroxaban los palos.","bre los palos, y los arroxaban los palos."
spa,5,2,9,1,"y queriendo meterse en los hoyos, y se les","y queriendo meterse en los hoyos, y se les"
spa,5,2,9,2,"zerraban. y así fueron destruídos, y aníquí<pc> –</pc>","zerraban. y así fueron destruídos, y aníquí–"
spa,5,2,9,3,"lados, y afrentados todos, y así fue dicho se<pc> –</pc>","lados, y afrentados todos, y así fue dicho se–"
spa,5,2,9,4,"ñal de esta gente son <rs ana=""K'OY"">los monos</rs> <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>agora",ñal de esta gente son los monos q’queagora
spa,5,2,9,5,andan por los montes. y por eso quedaron,andan por los montes. y por eso quedaron
spa,5,2,9,6,"por señal <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> solo fueron de palo hechos",por señal q’que solo fueron de palo hechos
spa,5,2,9,7,"por el críador. y <rs ana=""K'OY"">el mono</rs> por eso separeze",por el críador. y el mono por eso separeze
spa,5,2,9,8,"al <del rend=""scribble"" instant=""false"" status=""unremarkable"">n</del>ombre <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> es señal de otro genero",al nombre porq’porque es señal de otro genero
spa,5,2,9,9,de hombres hechos de palo.,de hombres hechos de palo.
spa,5,2,10,10,Y entonzes avía poca clarídad sobre,Y entonzes avía poca clarídad sobre
spa,5,2,10,11,"la haz de la tíerra, y aun no auía sol. y en<corr instant=""false""><pc> –</pc></corr>","la haz de la tíerra, y aun no auía sol. y en–"
spa,5,2,10,12,"tonzes vno llamado <rs ana=""WUQUB'_KAQIX"">vvcub caquix</rs>. (esto es",tonzes vno llamado vvcub caquix. (esto es
spa,5,2,10,13,siete guacamayas) se ensoberbzía. auía,siete guacamayas) se ensoberbzía. auía
spa,5,2,10,14,"entonzes cielo y tierra, pero estaba turbía","entonzes cielo y tierra, pero estaba turbía"
spa,5,2,10,15,"la luz de el sol, y la luna. y este <rs ana=""WUQUB'_KAQIX"">vvcub caquíx</rs>,","la luz de el sol, y la luna. y este vvcub caquíx,"
spa,5,2,10,16,"dezía: solo aquella poca gente <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> seanego fu<pc> –</pc>",dezía: solo aquella poca gente q’que seanego fu–
spa,5,2,10,17,eron como brujos. yo agora sere grande,eron como brujos. yo agora sere grande
spa,5,2,10,18,"sobre todas las críaturas, yo soy su sol, yo soy","sobre todas las críaturas, yo soy su sol, yo soy"
spa,5,2,10,19,"su blancura, yo sere su luna. es grande","su blancura, yo sere su luna. es grande"
spa,5,2,10,20,"mí clarídad, y soy por quíen hande andar","mí clarídad, y soy por quíen hande andar"
spa,5,2,10,21,"los hombres, y pararse. <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> mís ojos son","los hombres, y pararse. porq’porque mís ojos son"
spa,5,2,10,22,de plata solo resplandeze con las piedras,de plata solo resplandeze con las piedras
spa,5,2,10,23,"preziosas, y son piedras verdes como el zíe<pc> –</pc>","preziosas, y son piedras verdes como el zíe–"
spa,5,2,10,24,lo. mís narízes resplandezen delexos co<pc> –</pc>,lo. mís narízes resplandezen delexos co–
spa,5,2,10,25,"mo la luna. y es de plata mi trono, y <choice><abbr>q<hi rend=""superscript"">o</hi></abbr><expan instant=""false"">quando</expan></choice> salgo","mo la luna. y es de plata mi trono, y qoquando salgo"
spa,5,2,10,26,"se aclara la tierra; y así yo soy el sol, y soy luna","se aclara la tierra; y así yo soy el sol, y soy luna"
spa,5,2,10,27,"por la clarídad de los vasallos <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> tender, por<pc> –</pc>","por la clarídad de los vasallos q’que tender, por–"
spa,5,2,10,28,"<choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice> mí vista alcanza muy lexos: esto dixo",q’que mí vista alcanza muy lexos: esto dixo
spa,5,2,10,29,"el dicho <rs ana=""WUQUB'_KAQIX"">vvcub caquíx</rs> pero no era sol el",el dicho vvcub caquíx pero no era sol el
spa,5,2,10,30,"tal <rs ana=""WUQUB'_KAQIX"">vvcub caquíx</rs>; sino <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>le ensoberbecía",tal vvcub caquíx; sino q’quele ensoberbecía
spa,5,2,10,31,"sus ríquezas, y su plata; y solo alcanzaba","sus ríquezas, y su plata; y solo alcanzaba"
spa,5,2,10,32,"su vista a aquel lugar donde estaba, y","su vista a aquel lugar donde estaba, y"
spa,6,1,10,1,"no alcanzaba su vista a todo el mundo. yaun<note place=""margin"" anchored=""true""><num rend=""large"">6</num></note>",no alcanzaba su vista a todo el mundo. yaun6
spa,6,1,10,2,"todavía no se auía vísto la cara al sol, a la","todavía no se auía vísto la cara al sol, a la"
spa,6,1,10,3,"luna, ní alas estrellas, ní auía aclarado. ya","luna, ní alas estrellas, ní auía aclarado. ya"
spa,6,1,10,4,"sí seponía el <rs ana=""WUQUB'_KAQIX"">vvcub caquix</rs> por sol, y por luna","sí seponía el vvcub caquix por sol, y por luna"
spa,6,1,10,5,pero no se auía manífestado la claridad de,pero no se auía manífestado la claridad de
spa,6,1,10,6,"el sol, y la luna. silo deseo lagrandeza, y","el sol, y la luna. silo deseo lagrandeza, y"
spa,6,1,10,7,"sobrepujar, y esto fue <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> se hízo el díluvío por","sobrepujar, y esto fue qoquando se hízo el díluvío por"
spa,6,1,10,8,la destrucción de los hombres de palo; y ora,la destrucción de los hombres de palo; y ora
spa,6,1,10,9,"trataremos <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> murío el <rs ana=""WUQUB'_KAQIX"">vvcub caquix</rs>, <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> fue","trataremos qoquando murío el vvcub caquix, qoquando fue"
spa,6,1,10,10,"venzido, y <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> fue hecho el hombre por <rs ana=""TZ'AQOL""><rs ana=""B'ITOL"">el","venzido, y qoquando fue hecho el hombre por el"
spa,6,1,10,11,criador</rs></rs>.,criador.
spa,6,1,11,12,"Esta es, o fue la causa, de la destruccíon de","Esta es, o fue la causa, de la destruccíon de"
spa,6,1,11,13,"<rs ana=""WUQUB'_KAQIX"">vvcubcaquix</rs> por <rs ana=""KA'IB'_K'AJOLAB'"">los dos muchachos</rs>, <rs ana=""JUNAJPU"">hun","vvcubcaquix por los dos muchachos, hun"
spa,6,1,11,14,"ahpu</rs>, así se llamaba el vno (vn tirador) y","ahpu, así se llamaba el vno (vn tirador) y"
spa,6,1,11,15,"el otro llamado. <rs ana=""XB'ALAMQ'E"">xbalanque</rs> (diminutivo de",el otro llamado. xbalanque (diminutivo de
spa,6,1,11,16,"<rs ana=""B'ALAM"">tigre</rs>, <rs ana=""KEJ"">y venado</rs>) estos tambíen eran díoses","tigre, y venado) estos tambíen eran díoses"
spa,6,1,11,17,"y por eso les parezío mal, aquella soberbía","y por eso les parezío mal, aquella soberbía"
spa,6,1,11,18,"<choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> la hizo ante <rs ana=""UK'U'X_KAJ"">el corazon de el zielo</rs>. y",porq’porque la hizo ante el corazon de el zielo. y
spa,6,1,11,19,"dixeron <rs ana=""KA'IB'_K'AJOLAB'"">los dos muchachos</rs>, no sera bíen <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>es<pc> –</pc>","dixeron los dos muchachos, no sera bíen q’quees–"
spa,6,1,11,20,"to pase adelante <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> no vívíran los hom<pc> –</pc>",to pase adelante porq’porque no vívíran los hom–
spa,6,1,11,21,bres aquí en la tierra; y así probaremos a,bres aquí en la tierra; y así probaremos a
spa,6,1,11,22,"tirarle con <rs ana=""WUB"">la cerbatana</rs>, <choice><abbr>qo</abbr><expan instant=""false"">quando</expan></choice> coma, le tírare<corr instant=""false""><pc> –</pc></corr>","tirarle con la cerbatana, qoquando coma, le tírare–"
spa,6,1,11,23,"mos, y le meteremos una enfermedad, y","mos, y le meteremos una enfermedad, y"
spa,6,1,11,24,"entonzes se a cabará sus ríquezas, sus pi<pc> –</pc>","entonzes se a cabará sus ríquezas, sus pi–"
spa,6,1,11,25,"edras preciosas, y sus chalchíguítes, <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>es con","edras preciosas, y sus chalchíguítes, q’quees con"
spa,6,1,11,26,"lo <choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>se engrandeze, y así lo haran todos los","lo q’quese engrandeze, y así lo haran todos los"
spa,6,1,11,27,"hombres. no <choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> tenga ríquezas se ha de",hombres. no porq’porque tenga ríquezas se ha de
spa,6,1,11,28,"hazer grande: dixeron <rs ana=""KA'IB'_K'AJOLAB'"">los dos muchachos</rs>.",hazer grande: dixeron los dos muchachos.
spa,6,1,11,29,"y cada uno con <rs ana=""WUB"">su zervatana</rs> al hombro. y",y cada uno con su zervatana al hombro. y
spa,6,1,11,30,"aqueste <rs ana=""WUQUB'_KAQIX"">vvcubcaquíx</rs> tenía dos hijos, el","aqueste vvcubcaquíx tenía dos hijos, el"
spa,6,1,11,31,"prímero se llamaba <rs ana=""SIPAKNA"">zípacna</rs>, y el segun<corr instant=""false""><pc> –</pc></corr>","prímero se llamaba zípacna, y el segun–"
spa,6,1,11,32,"do se llamaba <rs ana=""KAB'RAQAN"">cab racan</rs>. y su madre de",do se llamaba cab racan. y su madre de
spa,6,1,11,33,"ellos se llamaba <rs ana=""CHIMALMAT"">chímalmat</rs><choice><abbr>q’</abbr><expan instant=""false"">que</expan></choice>era la",ellos se llamaba chímalmatq’queera la
spa,6,1,11,34,"muger de <rs ana=""WUQUB'_KAQIX"">vvcubcaquíx</rs> y aqueste su",muger de vvcubcaquíx y aqueste su
spa,6,1,11,35,"híjo <rs ana=""SIPAKNA"">zípacna</rs>, su pasto, y comida eran","híjo zípacna, su pasto, y comida eran"
spa,6,1,11,36,los grandes montes y esto ademas en vna,los grandes montes y esto ademas en vna
spa,6,1,11,37,"noche amanezío hecho <rs ana=""CHI_Q'AQ'"">elzerro</rs> llamado <rs ana=""JUNAJPU_JUYUB'"">hun",noche amanezío hecho elzerro llamado hun
spa,6,1,11,38,"ahpu</rs><rs ana=""PEK_UL_YA'"">pecul</rs> <rs ana=""YA'XKANUL"">yaxcanul</rs> <rs ana=""MAKAMOB'"">macamob</rs> <rs ana=""JULISNAB'"">huliznab</rs>",ahpupecul yaxcanul macamob huliznab
spa,6,1,11,39,"<choice><abbr>porq’</abbr><expan instant=""false"">porque</expan></choice> en vna noche <rs ana=""SIPAKNA"">zípacna</rs> hazía vn",porq’porque en vna noche zípacna hazía vn
spa,6,2,11,1,"monte, y su hermano <rs ana=""KAB'RAQAN"">cabrracan (esto es","monte, y su hermano cabrracan (esto es"
spa,6,2,11,2,"de dos pies)</rs> meneaba, y hazía temblar, los","de dos pies) meneaba, y hazía temblar, los"
spa,6,2,11,3,"montes, grandes y chicos, y así tambíen se","montes, grandes y chicos, y así tambíen se"
spa,6,2,11,4,"ensoberbecíeron estos dos híjos de <rs ana=""WUQUB'_KAQIX"">vvcub<pc> –</pc>",ensoberbecíeron estos dos híjos de vvcub–
spa,6,2,11,5,"caquix</rs>. y así <rs ana=""WUQUB'_KAQIX"">vvcubcaquix</rs> dixo aueísde",caquix. y así vvcubcaquix dixo aueísde
