ana_id,n_annotated,surface_form,form_length
KOTZ'I'J,21,co q ih,3
KOTZ'I'J,21,co tzih,2
KOTZ'I'J,21,coq ih,2
KOTZ'I'J,21,coq ihal,2
KOTZ'I'J,21,cotzih,1
KOTZ'I'J,21,muchit,1
KOTZB'ALAM,1,cotzbalam,1
KUCHUMA_KIK',16,acahau,1
KUCHUMA_KIK',16,cuchuma quic,2
KUCHUMA_KIK',16,cuchumaquic,1
KUCHUMA_KIK',16,lalnu cahau,2
KUCHUMA_KIK',16,v cahau,2
KUCHUMA_KIK',16,vcahau,1
KUCHUMA_KIK',16,vvacac culel,2
KUMATZ,9,cu matz,2
KUMATZ,9,cu matzil,2
KUMATZ,9,cumatz,1
KUMATZ_AMAQ',1,cumatz,1
KUNAB'AL_TOJIL,1,cuna bal tohil,3
KUWATEPECH_KQONCE,1,cauatepech,1
LAMAKIB',1,lamaquib,1
LOLMET_KEJNAY,2,l olmet queh nai,4
LOLMET_KEJNAY,2,lolmet queh nay,3
LOTZ_KIK',1,lotz quic,2
MAJUK'UTAJ,55,ma hucutah,2
MAJUK'UTAJ,55,mahu cutah,2
MAJUK'UTAJ,55,mahucu tah,2
MAJUK'UTAJ,55,mahucutah,1
MAJUK'UTAJ,55,mahuqutah,1
MAJUK'UTAJ,55,mahutah,1
MAKAMOB',1,ma camob,2
MAKUJUTAJ,1,mahucutah,1
MAKUTAX,1,macu tax,2
MAK_EK',4,ec,1
MAK_EK',4,mac ec,2
MAK_EK',4,pa ec,2
MAQ'A',1,ah maca,2
ME'AWAN,2,me auan,2
ME'AWAN,2,meauan,1
MEXICO,1,mexico,1
MIXKINA,8,mi xqui na,3
MIXKINA,8,mi xquina,2
MIXKINA,8,mixqui na,2
MIXKINA,8,mixquina,1
MOLAY,1,molai,1
MOTZ,20,ixqaholab,1
MOTZ,20,motz,1
MOTZ,20,o much qaholab,3
MOTZ,20,omu ch chi qaholab,4
MOTZ,20,omu ch qaholab,3
MOTZ,20,omuch chi qaholab,3
MOTZ,20,omuch chiqaholab,2
MOTZ,20,omuch qaholab,2
MOTZ,20,qaholab,1
MOTZ,20,riomuch qaholab,2
MU'J,1,muh,1
NAKXIT,8,ahau,1
NAKXIT,8,ahauarem,1
NAKXIT,8,ahrele bal quih,3
NAKXIT,8,nacxit,1
NAKXIT,8,nim ahau,2
NAKXIT,8,rahaual,1
NIJA'IB,16,ni haibab,2
NIJA'IB,16,niha ib,2
NIJA'IB,16,nihaib,1
NIJA'IB,16,nihaibab,1
NIJA'IB,16,nimhaibab,1
NIKAQA_TAQAJ,1,nica cahtacah,2
NIMA'Q_TZ'AQ_TOJIL,1,ni mac tzac tohil,4
NIMA_CH'OKOJ,1,nim chocoh,2
NIMA_K'AMJA,3,n ima camha,3
NIMA_K'AMJA,3,nima camha,2
NIMA_LOLMET_YE'OLTUX,1,nima lolmet yeoltux,3
NIMA_SIS,1,nima tziz,2
NIM_AQ,1,nimac,1
NIM_CH'OKOJ,9,e alanel,2
NIM_CH'OKOJ,9,e oxib chic chocohib,4
NIM_CH'OKOJ,9,e vchuch tzih,3
NIM_CH'OKOJ,9,eoxib chichocohib,2
NIM_CH'OKOJ,9,evcahau tzih,2
NIM_CH'OKOJ,9,n im chocohcut,3
NIM_CH'OKOJ,9,nim chocoh,2
NIM_CH'OKOJ,9,oxibcut ri chocohib,3
NIM_CH'OKOJ_KAWEQ,2,n im chocoh cavec,4
NIM_CH'OKOJ_KAWEQ,2,nim chocoh ca vec,4
NIM_CH'OKOJ_NIJA'IB',2,n im chocoh nihaib,4
NIM_CH'OKOJ_NIJA'IB',2,nimchocoh nihaib,2
NIM_XO'L,1,nim xol,2
NIM_XOB'_KARCHAJ,1,nim xob carchah,3
NOJ,1,noh,1
NU'_SIWAN,1,nuzivan,1
OXIB'_KEJ_KQDOCE,1,o xib quieh,3
OXIB_RI_NIM_JA,8,caoxib oc quinimha,3
OXIB_RI_NIM_JA,8,eoxib chinamit,2
OXIB_RI_NIM_JA,8,ox chob chi,3
OXIB_RI_NIM_JA,8,oxib chi quiche,3
OXIB_RI_NIM_JA,8,oxib ri nimha,3
OXIB_RI_NIM_JA,8,oxibpuch nimha,2
OXIB_RI_NIM_JA,8,quiche,1
OXIB_RI_NIM_JA,8,ri oxib chinimha,3
PACHQ'AB,2,pachcab,1
PACHQ'AB',3,ipachcab,1
PACHQ'AB',3,pa ch cab,3
PACHQ'AB',3,pachcab,1
PACH_Q'AB',1,pach cab,2
PAK'AM,3,pacam,1
PALO,12,pa lo,2
PALO,12,palo,1
PAM_KAJ_UPAM_ULEW,3,pam cah v pam vleu,5
PAM_KAJ_UPAM_ULEW,3,vpam cah upam vleu,4
PAM_KAJ_UPAM_ULEW,3,vpam cah vpam vleu,4
PATAN,9,pa tan,2
PATAN,9,patan,1
PATAN,9,vcablahuh culel,2
PAXIL,4,paxil,1
PA_AWILIX,2,pa av lix,3
PA_AWILIX,2,pa vlix,2
PA_MAK'A',1,pamaca,1
PA_TOJIL,2,pa tohil,2
PA_TOJIL,2,patohil,1
PEK_UL_YA',1,pe cul,2
PEQ,2,pec,1
PETATAYUB',1,petatayub,1
PICH_KEJ,1,pich queh,2
PISOM_Q'AQ'AL,6,cuun,1
PISOM_Q'AQ'AL,6,pizom,1
PISOM_Q'AQ'AL,6,pizom ea eal,3
PISOM_Q'AQ'AL,6,pizom q'aq'al,2
POM,10,cabavil pom,2
POM,10,cavizton pom,2
POM,10,mi xtam pom,3
POM,10,pom,1
POPOL_WINAQ_CHI_T'UY,2,p opolvinac chitui,3
POPOL_WINAQ_CHI_T'UY,2,popol vinac chituy,3
POPOL_WINAQ_PA_JOM_TZALATZ',2,p opolvinac pahom tzalatz,4
POPOL_WINAQ_PA_JOM_TZALATZ',2,popol vinac pahom tzalatz,4
POPOL_WUJ,3,popo vvh,2
POPOL_WUJ,3,popol vvh,2
POPOL_WUJ,3,qonabe oher,2
PUCH_IYA,2,puch yia,2
PUCH_IYA,2,yia,1
PUJUYU',3,pu huyu,2
PUJUYU',3,puhuyu,1
PUJ_CHI_JA',1,pu ch chi a,4
PUJ_YA',1,puhia,1
PUSB'AL_CHAAJ,6,puc bal chah,3
PUSB'AL_CHAAJ,6,pucbachah,1
PUSB'AL_CHAAJ,6,pucbal c hah,3
PUSB'AL_CHAAJ,6,pucbal chah,2
Q'ALEL,9,ealel,1
Q'ALEL,9,q'alel,1
Q'ALEL_ACHIJ,1,v ealel achih,3
Q'ALEL_AJAW,1,ealel ahau,2
Q'ALEL_K'AMJA,1,cale camha,2
Q'ALEL_SAQIK,2,ealel zaquic,2
Q'ALIB'AJ,1,ealibah,1
Q'ANAB'AJ,1,canabah,1
Q'ANA_B'E,1,q'ana be,2
Q'AQ'_LAQAM_AKTRES,1,caelacan,1
Q'EQA_B'E,5,be xibalba,2
Q'EQA_B'E,5,que ca be,3
Q'EQA_B'E,5,queca be,2
Q'EQUMA_JA,5,que eumaha,2
Q'EQUMA_JA,5,quecuma ha,2
Q'EQUMA_JA,5,queeuma ha,2
Q'INOM,2,quinom,1
Q'OJOM,2,cohom,1
Q'OJOM,2,cohomanic,1
Q'OL,3,nima eol,2
Q'OL,3,q'ol,1
Q'OL_CHE',1,colche,1
Q'OQ,9,coc,1
Q'OQ,9,cocob,1
Q'OQ,9,vcoc,1
Q'UKUMATZ,2,gucumatz,1
Q'UKUMATZ,2,qu cumatz,2
Q'UKUMATZ_KQCINCO,10,c ucumatz,2
Q'UKUMATZ_KQCINCO,10,cucumatz,1
Q'UMARKAJ,4,cumarca ah,2
Q'UMARKAJ,4,cumarcaah,1
Q'UMARKAJ,4,tina mit,2
Q'UMARKAJ,4,tinamit,1
QAMUKU,2,camu cu,2
QAMUKU,2,camucu,1
RAB'INALEB',11,rabi naleb,2
RAB'INALEB',11,rabinaleb,1
RAJAWAL_XIB'ALB'A,113,aha u,2
RAJAWAL_XIB'ALB'A,113,aha uab,2
RAJAWAL_XIB'ALB'A,113,aha vab,2
RAJAWAL_XIB'ALB'A,113,ahau,1
RAJAWAL_XIB'ALB'A,113,ahauab,1
RAJAWAL_XIB'ALB'A,113,alac ahauab,2
RAJAWAL_XIB'ALB'A,113,cono hel ahauab,3
RAJAWAL_XIB'ALB'A,113,conoh xibalba,2
RAJAWAL_XIB'ALB'A,113,conohel,1
RAJAWAL_XIB'ALB'A,113,conohel ahauab,2
RAJAWAL_XIB'ALB'A,113,conohel xibalba,2
RAJAWAL_XIB'ALB'A,113,ixahauab,1
RAJAWAL_XIB'ALB'A,113,rahal xibalba,2
RAJAWAL_XIB'ALB'A,113,rahaual,1
RAJAWAL_XIB'ALB'A,113,rahaual xi balba,3
RAJAWAL_XIB'ALB'A,113,rahaual xibal ba,3
RAJAWAL_XIB'ALB'A,113,rahaual xibalba,2
RAJAWAL_XIB'ALB'A,113,riahauab,1
RAJAWAL_XIB'ALB'A,113,riconohel xi balba,3
RAJAWAL_XIB'ALB'A,113,ronohel xibalba,2
RAJAWAL_XIB'ALB'A,113,xi balba,2
RAJAWAL_XIB'ALB'A,113,xibal ba,2
RAJAWAL_XIB'ALB'A,113,xibal ba conohel,3
RAJAWAL_XIB'ALB'A,113,xibalba,1
RAJPOP,3,ixrah popachih,2
RAJPOP,3,rahpop achi hab,3
RAJPOP,3,rahpop achih,2
RAJPOP_ACHIJ,1,rahpop achih,2
RAJTZ'ALAM_ACHIJ,1,rahtza lam achih,3
RATI'T_Q'IJ,2,ratit quih,2
RATI'T_SAQ,2,ra titzac,2
RATI'T_SAQ,2,ratit zac,2
RAXA_B'E,3,paraxa hoc,2
RAXA_B'E,3,raxa be,2
RAXA_KAQULJA,8,raxa cacul ha,3
RAXA_KAQULJA,8,raxa caculha,2
RAXA_NANAWAK,1,raxa nana vac,3
SAKIL,2,vzaquilal,1
SAKIL,2,zaquil,1
SANIK,14,zanic,1
SANTA_CRUZ,1,sta santa cruz,3
SAQAJIB',2,zacahib,1
SAQAJIB',2,zaqui quib,2
SAQIKAS,10,cu matz,2
SAQIKAS,10,cumatz,1
SAQIKAS,10,ricumatz,1
SAQIKAS,10,zaqui caz,2
SAQIKAS,10,zaquicaz,1
SAQI_B'E,2,zaqui be,2
SAQI_K'OXOL,2,zaquicoxol,1
SAQI_NIM_AQ_SIS,13,atit,1
SAQI_NIM_AQ_SIS,13,atit mama,2
SAQI_NIM_AQ_SIS,13,ca mam,2
SAQI_NIM_AQ_SIS,13,camam,1
SAQI_NIM_AQ_SIS,13,mama,1
SAQI_NIM_AQ_SIS,13,mama atit,2
SAQI_NIM_AQ_SIS,13,ri atit mama,3
SAQI_NIM_AQ_SIS,13,za quinimac tziz,3
SAQI_NIM_AQ_SIS,13,zaqui nim ac,3
SAQI_NIM_AQ_SIS,13,zaqui nima tziz,3
SAQI_YA,1,zaqui ya,2
SAQKABAJA,2,ah zac cabaha,3
SAQKABAJA,2,rizacabaha,1
SAQULEWAB',2,zaculeuab,1
SAQ_K'UCH,1,zaccuch,1
SILISIB',1,zili zib,2
SIPAKNA,35,at qahol,2
SIPAKNA,35,v nabe qahol,3
SIPAKNA,35,zi pacna,2
SIPAKNA,35,zipac na,2
SIPAKNA,35,zipacna,1
SIS,4,tz iz,2
SIS,4,ziz,1
SITA'L,11,zi tal,2
SITA'L,11,zital,1
SIYAJA,1,ah ziyaha,2
SOCHOJ,4,zochoh,1
SOJTZI_JA_CHIMALKAN,1,tzotziha chi malcan,3
SOR_OBISPO,1,s or seor obispo,4
SOTZ,10,cama zotz,2
SOTZ,10,camazotz,1
SOTZ,10,tzotz,1
SOTZ,10,xazotz,1
SOTZ,10,zotz,1
SOTZ'I_JA,6,ha,1
SOTZ'I_JA,6,pa ha,2
SOTZ'I_JA,6,tzotzi ha,2
SOTZ'I_JA,6,zotziha,1
SOTZ'I_JA,6,zotzila ha,2
SOTZ'I_JA,6,zotzin ha,2
SU',19,ahzu,1
SU',19,tzu,1
SU',19,xezuan,1
SU',19,xezuanic,1
SU',19,xquizuah,1
SU',19,zu,1
SU',19,zuanic,1
SUB'AQ,1,zubac,1
SUYWA,7,zu va,2
SUYWA,7,zuiva,1
SUYWA,7,zuy va,2
T'OT_TATAN,1,tot tatam,2
TAMASUL,22,inzamahel,1
TAMASUL,22,qahol,1
TAMASUL,22,rixpec,1
TAMASUL,22,tama zul,2
TAMASUL,22,tamazul,1
TAMASUL,22,tamazul qahol,2
TAMASUL,22,xbec,1
TAMASUL,22,xp ec,2
TAMASUL,22,xpec,1
TAMUB',18,ta mub,2
TAMUB',18,tam ub,2
TAMUB',18,tamub,1
TAMUB',18,tumub,1
TAP,7,tap,1
TAPA'L,1,tapal,1
TATIL,1,tatil,1
TEKUM_KQNUEVE,1,t ecum,2
TEKUM_KQTRECE,2,t ecum,2
TEKUM_KQTRECE,2,tecum,1
TEPEPUL_KQNUEVE,1,tepepul,1
TEPEPUL_KQOCHO,1,t epepul,2
TEPEPUL_KQSEIS,2,t epepul,2
TEPEPUL_KQSEIS,2,tepepul,1
TEPEPUL_KQTRECE,2,tepepul,1
TEPEW,2,te peval,2
TEPEW,2,tepeual,1
TEPEW_OLOMAN,2,tepeu oliman,2
TEPEW_OLOMAN,2,tepeu olo man,3
TEPEW_Q'UKUMATZ,12,te peu gucumatz,3
TEPEW_Q'UKUMATZ,12,tepeu cucu matz,3
TEPEW_Q'UKUMATZ,12,tepeu cucumatz,2
TEPEW_Q'UKUMATZ,12,tepeu gucumatz,2
TEPEW_Q'UKUMATZ,12,tepeu qucumatz,2
TEPEW_Q'UKUMATZ,12,tepeuh cucumatz,2
TEPEW_YAKI,1,t epeu iaqui,3
TIJOB'AL_JA,2,tihobal ha,2
TIJOB'AL_JA,2,vtihobal,1
TINAMIT_K'ICHE',32,ahauab quiche,2
TINAMIT_K'ICHE',32,ahavab quiche,2
TINAMIT_K'ICHE',32,pa quiche,2
TINAMIT_K'ICHE',32,que che vinac,3
TINAMIT_K'ICHE',32,queche,1
TINAMIT_K'ICHE',32,queche vinac,2
TINAMIT_K'ICHE',32,qui che,2
TINAMIT_K'ICHE',32,quiche,1
TINAMIT_K'ICHE',32,quiche vinac,2
TINAMIT_K'ICHE',32,quicheri,1
TINAMIT_K'ICHE',32,raha ual quiche,3
TINAMIT_K'ICHE',32,tinamit quiche,2
TOJIL,74,aha u,2
TOJIL,74,ritohil,1
TOJIL,74,to hil,2
TOJIL,74,tohil,1
TOROB,1,torob,1
TUJAL_JA,3,tuhal ha,2
TUJAL_JA,3,tuhalaha,1
TUJAL_JA,3,tuhalha,1
TUKUMB'ALAM,1,tucumbalam,1
TUKUR,6,tucur,1
TULUL,2,tulul,1
TULÁN,18,tu lan,2
TULÁN,18,tulan,1
TZ'AQOL,29,ah tzac,2
TZ'AQOL,29,ahtzac,1
TZ'AQOL,29,hun tzac,2
TZ'AQOL,29,tza col,2
TZ'AQOL,29,tzacol,1
TZ'IKIN,46,q ' i quin,4
TZ'IKIN,46,q ' iquin,3
TZ'IKIN,46,q i quin,3
TZ'IKIN,46,q iquin,2
TZ'IKIN,46,qi iquin,2
TZ'IKIN,46,qi quin,2
TZ'IKIN,46,tzi quin,2
TZ'IKIN,46,tziquin,1
TZ'IKIN,46,ziquin,1
TZ'ITE',6,ah tzite,2
TZ'ITE',6,q ite,2
TZ'ITE',6,tzi te,2
TZ'ITE',6,tzite,1
TZ'OLOJ_CHE',1,tzolohche,1
TZ'UM,3,q uum,2
TZ'UM,3,tzuum,1
TZ'UNUNI_JA',2,tzununiha,1
TZ'UTUJA,1,tzutuha,1
TZ'UTU_JA,1,tzutuha,1
TZAMIY,2,vzamial,1
TZAMIY,2,zami,1
TZIKWIL_B'ALAM,1,tzicuil balam,2
TZIKWIL_KOJ,1,tzicvil coh,2
TZIMA,3,rizima,1
TZIMA,3,zima,1
UCH'AB'AJA,3,vchaba ha,2
UCH'AB'AJA,3,vchabaha,1
UCHUCH_K'AMJA,3,v chuch camha,3
UCHUCH_K'AMJA,3,vchuch cam ha,3
UK',11,at vi,2
UK',11,ug,1
UK',11,uq,1
UK',11,vq,1
UK'U'X_CHO,1,vqux cho,2
UK'U'X_KAJ,21,v qux cah,3
UK'U'X_KAJ,21,v quxcah,2
UK'U'X_KAJ,21,vqu x cah,3
UK'U'X_KAJ,21,vqux cah,2
UK'U'X_KAJ,21,vquxcah,1
UK'U'X_PALO,1,vqux palo,2
UK'U'X_ULEW,7,v quxvleu,2
UK'U'X_ULEW,7,vleu,1
UK'U'X_ULEW,7,vqux vleu,2
UK'U'X_ULEW,7,vquxvle uh,2
UMUL,8,vmul,1
USAMAJEL_XIB'ALB'A,33,ixza mahel,2
USAMAJEL_XIB'ALB'A,33,ixzamahel,1
USAMAJEL_XIB'ALB'A,33,v zama hel,3
USAMAJEL_XIB'ALB'A,33,vzama hel xibalba,3
USAMAJEL_XIB'ALB'A,33,vzamahel,1
USAMAJEL_XIB'ALB'A,33,vzamahel xibalba,2
USAMAJEL_XIB'ALB'A,33,za mahel,2
USAMAJEL_XIB'ALB'A,33,zamahel,1
UTIW,5,vtiu,1
UTZA'M_ACHIJ,1,vtzam achih,2
UTZUTZIL_JOM,1,v zutzil hom,3
WA,12,queva ic,2
WA,12,quevaic,1
WA,12,va,1
WA,12,vain,1
WACH_SOT,1,vach zot,2
WAJXALAJUJ,1,vahxa lahuh,2
WAJXAQIB'_K'AM_KQDIEZ,1,v ahxaqui caam,3
WAK,11,vac,1
WAK,11,vac ni ma tziquin,4
WILA',2,ah vvila,2
WILA',2,chuuila,1
WINAQ_B'ALAM_AKNUEVE,1,vinac bam,2
WOK,3,voc,1
WONON,11,vonon,1
WONON,11,vorom,1
WUB,28,chicavvbah,1
WUB,28,iv vbah,2
WUB,28,quevvbanic,1
WUB,28,quivvba nic,2
WUB,28,uu bal,2
WUB,28,v vb,2
WUB,28,vb,1
WUB,28,vbah,1
WUB,28,vbom,1
WUB,28,vub,1
WUB,28,vubah,1
WUB,28,vvb,1
WUB,28,vvbah,1
WUB,28,vvbanic,1
WUB,28,xquivvbah,1
WUCH',2,vuch,1
WUCH',2,vvch,1
WUQUB'_AJ_AKSEIS,1,vucubah,1
WUQUB'_JUNAJPU,22,vcub hunahpu,2
WUQUB'_JUNAJPU,22,vucub hun ahpu,3
WUQUB'_JUNAJPU,22,vv cub hun ahpu,4
WUQUB'_JUNAJPU,22,vvcub hun ahpu,3
WUQUB'_JUNAJPU,22,vvcub hunahpu,2
WUQUB'_JUNAJPU,22,vvcubhunahpu,1
WUQUB'_KAME',33,v vcub came,3
WUQUB'_KAME',33,vcah culel,2
WUQUB'_KAME',33,vvcu bcame,2
WUQUB'_KAME',33,vvcub ca me,3
WUQUB'_KAME',33,vvcub came,2
WUQUB'_KAME',33,vvcubcame,1
WUQUB'_KAQIX,49,ahau,1
WUQUB'_KAQIX,49,in ahau,2
WUQUB'_KAQIX,49,lal ahau,2
WUQUB'_KAQIX,49,v vcub caquix,3
WUQUB'_KAQIX,49,vcub ca quix,3
WUQUB'_KAQIX,49,vcub caquix,2
WUQUB'_KAQIX,49,vu cub caquix,3
WUQUB'_KAQIX,49,vucub ca quix,3
WUQUB'_KAQIX,49,vucub caquix,2
WUQUB'_KAQIX,49,vv cub caquix,3
WUQUB'_KAQIX,49,vvc ub caquix,3
WUQUB'_KAQIX,49,vvcub ca quix,3
WUQUB'_KAQIX,49,vvcub caquix,2
WUQUB'_NO'J_KQONCE,1,v ucub noh,3
XA'N,5,xan,1
XAJBA'KYEJ,1,xahbaquieh,1
XAJOJ_KUX,2,xahoh cux,2
XAJOJ_KUX,2,xquixah cux,2
XAJOJ_PUJUY,2,xahoh puhuy,2
XAJOJ_PUJUY,2,xquixah puhuy,2
XAYAB'AJ,1,ah xayabah,2
XA_Q'ANA_JAL,66,ah cahb,2
XA_Q'ANA_JAL,66,ah quixb,2
XA_Q'ANA_JAL,66,aha uab,2
XA_Q'ANA_JAL,66,ahauab,1
XA_Q'ANA_JAL,66,ahcahb,1
XA_Q'ANA_JAL,66,ahquixb,1
XA_Q'ANA_JAL,66,ca cahau,2
XA_Q'ANA_JAL,66,ca mam,2
XA_Q'ANA_JAL,66,cacaha,1
XA_Q'ANA_JAL,66,cacahau,1
XA_Q'ANA_JAL,66,cachuch,1
XA_Q'ANA_JAL,66,cahau,1
XA_Q'ANA_JAL,66,camam,1
XA_Q'ANA_JAL,66,canabe chuch,2
XA_Q'ANA_JAL,66,chuch,1
XA_Q'ANA_JAL,66,e cahib chi vinac,4
XA_Q'ANA_JAL,66,e canabe ca hau,4
XA_Q'ANA_JAL,66,eah cahb,2
XA_Q'ANA_JAL,66,naabe vinac,2
XA_Q'ANA_JAL,66,quicahau,1
XA_Q'ANA_JAL,66,quicahichal,1
XA_Q'ANA_JAL,66,rachcahb,1
XA_Q'ANA_JAL,66,rachquixb,1
XA_Q'ANA_JAL,66,rah quixb,2
XA_Q'ANA_JAL,66,rahcahb,1
XA_Q'ANA_JAL,66,rahquixb,1
XA_Q'ANA_JAL,66,vinac cumal ahauab,3
XA_Q'ANA_JAL,66,xaq'ana hal zaquihal,3
XB'ALAMQ'E,68,xba lan que,3
XB'ALAMQ'E,68,xba lanque,2
XB'ALAMQ'E,68,xbalan que,2
XB'ALAMQ'E,68,xbalanq,1
XB'ALAMQ'E,68,xbalanque,1
XBALANKE,1,xbalan que,2
XE'_B'ALAX,1,xebalax,1
XE'_K'A'MAQ,1,xecamac,1
XELAJUJ,2,ah xelahuh,2
XELAJUJ,2,xelahu,1
XIB'ALB'A,35,ahaual ha,2
XIB'ALB'A,35,xbalba,1
XIB'ALB'A,35,xi balba,2
XIB'ALB'A,35,xibal ba,2
XIB'ALB'A,35,xibalba,1
XIK,2,vhulah culel,2
XIK,2,xic,1
XIK',1,xic,1
XIKIRIPAT,4,roo culel,2
XIKIRIPAT,4,xiquiripat,1
XIKIRI_PAT,2,xi quiripat,2
XIKIRI_PAT,2,xiquiritap,1
XMUKANE,4,ahbit chi racan,3
XMUKANE,4,ahquih,1
XMUKANE,4,atit,1
XMUKUR,3,xmucur,1
XPIYAKOK,23,ahquih,1
XPIYAKOK,23,ama,1
XPIYAKOK,23,at camam,2
XPIYAKOK,23,cahau,1
XPIYAKOK,23,camul mamom,2
XPIYAKOK,23,chu quenel,2
XPIYAKOK,23,mama,1
XPIYAKOK,23,mamom,1
XPIYAKOK,23,xpi yacoc,2
XPIYAKOK,23,xpiyacoc,1
XPURPUWEQ,3,purpuec,1
XPURPUWEQ,3,xpurpu uec,2
XPURPUWEQ,3,xpurpuvec,1
XTZUL,1,xtzul,1
XULU,3,xulu,1
XUXULIM_JA,1,xuxulim ha,2
XUXULUM_JA,1,teuh ha,2
YA'XKANUL,1,ya xcanul,2
YACHWACH,4,i ach vach,3
YACHWACH,4,iach vach,2
YACHWACH,4,qui iach vach,3
YACHWACH,4,yach vach,2
YAK,5,iac,1
YAK,5,yac,1
YAKI,5,ya qui vinac,3
YAKI,5,yaqui vinac,2
YAKI,5,yaquivinac,1
YAKI_TEPEW,1,ya qui tepeu,3
YAKOLATAM,1,y acolatam,2
YAKOLATAM_UTZA'M_POP_SAQLATOL,1,yacolatam vtzam pop zaclatol,4
YOLKWAT_KITZALKWAT,1,yolcuat qui tzalcuat,3
