folio|side|para|lb|lb_n|ana_num|ana_id
33|2|52|21|21|1|TZ'AQOL
33|2|52|29|29|1|TZ'AQOL
33|2|52|29|29|2|B'ITOL
33|2|52|39|40|1|IXMUKANE
33|2|52|39|40|2|XPIYAKOK
33|2|52|45|46|1|B'ITOL
33|2|52|45|46|2|TZ'AQOL
33|2|52|46|47|1|XA_Q'ANA_JAL
34|1|53|8|8|1|XA_Q'ANA_JAL
34|1|53|16|16|1|UK'U'X_KAJ
34|1|53|16|16|2|JUN_RAQAN
34|1|53|17|17|1|CH'IPI_KAQULJA
34|1|53|17|17|2|RAXA_KAQULJA
34|1|53|17|17|3|TEPEW_Q'UKUMATZ
34|1|53|18|18|1|XPIYAKOK
34|1|53|19|19|1|IXMUKANE
34|1|54|23|23|1|UK'U'X_KAJ
34|1|54|28|28|1|XA_Q'ANA_JAL
34|1|54|29|29|1|XA_Q'ANA_JAL
34|1|54|30|30|1|UK'U'X_KAJ
34|1|54|31|31|1|UK'U'X_ULEW
34|1|54|34|35|1|IXOQ_AJAWAB'
34|1|54|35|36|1|B'ALAM_KI'TZE'
34|1|54|36|37|1|B'ALAM_AQ'AB'
34|1|54|36|37|2|MAJUK'UTAJ
34|1|54|37|38|1|IQ'I_B'ALAM
34|1|54|37|38|2|IXOQ_AJAWAB'
34|1|54|39|40|1|IXOQ_AJAWAB'
34|1|54|40|41|1|IXOQ_AJAWAB'
34|1|54|40|41|2|KAQA_PALO_JA'
34|1|54|41|42|1|B'ALAM_KI'TZE'
34|1|54|41|42|2|CHOMI_JA'
34|1|54|42|43|1|B'ALAM_AQ'AB'
34|1|54|42|43|2|TZ'UNUNI_JA'
34|1|54|43|44|1|MAJUK'UTAJ
34|1|54|43|44|2|KAK'IXA_JA'
34|1|54|44|45|1|IQ'I_B'ALAM
34|1|54|45|46|1|IXOQ_AJAWAB'
34|1|54|46|47|1|IXOQ_AJAWAB'
34|2|54|2|2|1|TINAMIT_K'ICHE'
34|2|54|5|5|1|XA_Q'ANA_JAL
34|2|54|5|5|2|TINAMIT_K'ICHE'
34|2|54|7|7|1|TULÁN
34|2|54|9|9|1|TEPEW_OLOMAN
34|2|54|9|9|2|TEPEW_OLOMAN
34|2|54|10|10|1|K'OJAJ
34|2|54|10|10|2|K'ENECH_AJAW
34|2|54|11|11|1|TULÁN
34|2|54|13|13|1|TAMUB'
34|2|54|13|13|2|ILOKAB'
34|2|54|14|14|1|TULÁN
34|2|54|14|14|2|B'ALAM_KI'TZE'
34|2|54|16|16|1|KAWEQ
34|2|54|16|16|2|B'ALAM_AQ'AB'
34|2|54|18|18|1|NIJA'IB
34|2|54|18|18|2|MAJUK'UTAJ
34|2|54|19|19|1|AJAW_K'ICHE'
34|2|54|22|22|1|TULÁN
34|2|54|23|23|1|TAMUB'
34|2|54|23|23|2|ILOKAB'
34|2|54|25|25|1|RAB'INALEB'
34|2|54|26|26|1|KAQCHIKELEB'
34|2|54|26|26|2|AJTZ'IKINA_JA
34|2|54|27|27|1|SAQAJIB'
34|2|54|28|28|1|LAMAKIB'
34|2|54|28|28|2|KUMATZ_AMAQ'
34|2|54|28|28|3|TUJAL_JA
34|2|54|28|28|4|UCH'AB'AJA
34|2|54|29|29|1|AJCH'UMILA_JA
34|2|54|29|29|2|AJKIB'A_JA
34|2|54|30|30|1|AJB'ATENA_JA
34|2|54|30|30|2|AKUL_WINAQ
34|2|54|30|30|3|B'ALAM_ KOLOB'
34|2|54|30|30|4|KANCHAJELEB'
34|2|54|31|31|1|B'ALAM_ KOLOB'
34|2|54|34|34|1|XA_Q'ANA_JAL
34|2|54|37|37|1|TULÁN
35|1|54|7|7|1|TULÁN
35|1|54|10|10|1|UK'U'X_KAJ
35|1|54|10|10|2|UK'U'X_ULEW
35|1|54|14|15|1|TZ'AQOL
35|1|54|14|15|2|B'ITOL
35|1|54|16|17|1|UK'U'X_KAJ
35|1|54|17|18|1|UK'U'X_ULEW
35|1|54|22|24|1|JUN_RAQAN
35|1|54|22|24|2|CH'IPI_KAQULJA
35|1|54|22|24|3|RAXA_KAQULJA
35|1|54|23|25|1|CH'IPI_NANAWAK
35|1|54|23|25|2|RAXA_NANAWAK
35|1|54|24|26|1|WOK
35|1|54|24|26|2|JUNAJPU
35|1|54|24|26|3|TEPEW_Q'UKUMATZ
35|1|54|24|26|4|ALOM
35|1|54|25|27|1|K'AJOLOM
35|1|54|25|27|2|XPIYAKOK
35|1|54|25|27|3|IXMUKANE
35|1|54|31|33|1|IK'OQ'IJ
35|1|54|35|37|1|B'ALAM_KI'TZE'
35|1|54|35|37|2|B'ALAM_AQ'AB'
35|1|54|36|38|1|MAJUK'UTAJ
35|1|54|36|38|2|IQ'I_B'ALAM
35|1|54|41|43|1|XA_Q'ANA_JAL
35|1|54|41|43|2|IXOQ_AJAWAB'
35|1|54|44|46|1|YAKI
35|2|54|4|4|1|B'ALAM_KI'TZE'
35|2|54|4|4|2|B'ALAM_AQ'AB'
35|2|54|5|5|1|MAJUK'UTAJ
35|2|54|5|5|2|IQ'I_B'ALAM
35|2|55|9|9|1|B'ALAM_KI'TZE'
35|2|55|9|9|2|B'ALAM_AQ'AB'
35|2|55|9|9|3|MAJUK'UTAJ
35|2|55|10|10|1|IQ'I_B'ALAM
35|2|55|10|10|2|ILOKAB'
35|2|55|10|10|3|TAMUB'
35|2|55|11|11|1|TULÁN
35|2|55|11|11|2|SUYWA
35|2|56|14|14|1|TULÁN
35|2|56|14|14|2|SUYWA
35|2|56|17|17|1|B'ALAM_KI'TZE'
35|2|56|18|18|1|B'ALAM_AQ'AB'
35|2|56|18|18|2|MAJUK'UTAJ
35|2|56|19|19|1|IQ'I_B'ALAM
35|2|56|21|21|1|TOJIL
35|2|56|22|22|1|B'ALAM_KI'TZE'
35|2|56|23|23|1|AWILIX
35|2|56|24|24|1|B'ALAM_AQ'AB'
35|2|56|25|25|1|JAQAWITZ
35|2|56|25|25|2|MAJUK'UTAJ
35|2|56|26|26|1|NIK'AQAJ_TAQ'AJ
35|2|56|27|27|1|IQ'I_B'ALAM
35|2|56|28|28|1|TINAMIT_K'ICHE'
35|2|56|29|29|1|TAMUB'
35|2|56|30|30|1|TAMUB'
35|2|56|30|30|2|TOJIL
35|2|56|32|32|1|TAMUB'
35|2|56|33|33|1|ILOKAB'
35|2|56|34|34|1|TOJIL
35|2|57|37|37|1|TINAMIT_K'ICHE'
35|2|57|40|40|1|TOJIL
35|2|57|40|40|2|TINAMIT_K'ICHE'
35|2|57|40|40|3|TOJIL
35|2|57|40|40|4|TAMUB'
35|2|57|41|41|1|ILOKAB'
35|2|57|42|42|1|TINAMIT_K'ICHE'
35|2|57|44|44|1|TOJIL
35|2|57|44|44|2|AWILIX
35|2|57|45|45|1|JAQAWITZ
35|2|57|46|46|1|RAB'INALEB'
35|2|57|46|46|2|KAQCHIKELEB'
35|2|57|47|47|1|AJTZ'IKINA_JA
36|1|57|4|4|1|TULÁN
36|1|57|5|5|1|SUYWA
36|1|57|6|6|1|TULÁN
36|1|57|13|13|1|TULÁN
36|1|57|13|13|2|SUYWA
36|1|57|14|14|1|SUYWA
36|1|57|14|14|2|POPOL_WUJ
36|1|57|16|16|1|TULÁN
36|1|57|16|16|2|SUYWA
36|1|57|18|18|1|TOJIL
36|1|57|21|21|1|B'ALAM_KI'TZE'
36|1|57|22|22|1|B'ALAM_AQ'AB'
36|1|57|22|22|2|MAJUK'UTAJ
36|1|57|22|22|3|IQ'I_B'ALAM
36|1|57|23|23|1|TOJIL
36|1|57|25|25|1|TOJIL
36|1|57|28|28|1|TOJIL
36|1|57|30|30|1|TOJIL
36|1|57|32|32|1|TOJIL
36|1|57|34|34|1|TOJIL
36|1|58|43|43|1|B'ALAM_KI'TZE'
36|1|58|43|43|2|B'ALAM_AQ'AB'
36|1|58|44|44|1|TOJIL
36|1|58|45|45|1|TOJIL
36|1|58|45|45|2|TOJIL
36|1|58|46|46|1|B'AQ
36|2|58|2|1.1|1|B'ALAM_KI'TZE'
36|2|58|2|1.1|2|B'ALAM_AQ'AB'
36|2|58|3|2|1|MAJUK'UTAJ
36|2|58|3|2|2|IQ'I_B'ALAM
36|2|58|6|5|1|B'ALAM_KI'TZE'
36|2|58|7|6|1|B'ALAM_AQ'AB'
36|2|58|7|6|2|MAJUK'UTAJ
36|2|58|7|6|3|IQ'I_B'ALAM
36|2|58|18|17|1|B'ALAM_KI'TZE'
36|2|58|18|17|2|B'ALAM_AQ'AB'
36|2|58|18|17|3|MAJUK'UTAJ
36|2|58|19|18|1|IQ'I_B'ALAM
36|2|58|24|23|1|TULÁN
36|2|58|24|23|2|SUYWA
36|2|58|28|27|1|JUN_WINAQ
36|2|58|29|28|1|B'ALAM_KI'TZE'
36|2|58|30|29|1|B'ALAM_AQ'AB'
36|2|58|30|29|2|MAJUK'UTAJ
36|2|58|30|29|3|IQ'I_B'ALAM
36|2|58|31|30|1|JUN_WINAQ
36|2|58|35|34|1|TZ'AQOL
36|2|58|35|34|2|B'ITOL
36|2|58|37|36|1|TOJIL
36|2|58|38|37|1|JUN_WINAQ
36|2|58|38|37|2|XIB'ALB'A
36|2|58|39|38|1|SOTZ
36|2|58|40|39|1|JUN_WINAQ
36|2|58|41|40|1|TZ'AQOL
36|2|58|41|40|2|B'ITOL
36|2|58|42|41|1|TOJIL
36|2|58|43|42|1|AWILIX
36|2|58|43|42|2|JAQAWITZ
36|2|58|43|42|3|JUN_WINAQ
37|1|58|6|6|1|B'ALAM_KI'TZE'
37|1|58|6|6|2|B'ALAM_AQ'AB'
37|1|58|7|7|1|MAJUK'UTAJ
37|1|58|7|7|2|IQ'I_B'ALAM
37|1|59|10|10|1|B'ALAM_KI'TZE'
37|1|59|11|11|1|B'ALAM_AQ'AB'
37|1|59|11|11|2|MAJUK'UTAJ
37|1|59|11|11|3|IQ'I_B'ALAM
37|1|59|22|22|1|B'ALAM_KI'TZE'
37|1|59|22|22|2|B'ALAM_KI'TZE'
37|1|59|23|23|1|B'ALAM_AQ'AB'
37|1|59|23|23|2|MAJUK'UTAJ
37|1|59|23|23|3|IQ'I_B'ALAM
37|1|59|26|26|1|TOJIL
37|1|59|28|28|1|TOJIL
37|1|59|30|30|1|B'ALAM_KI'TZE'
37|1|59|30|30|2|B'ALAM_AQ'AB'
37|1|59|30|30|3|MAJUK'UTAJ
37|1|59|31|31|1|IQ'I_B'ALAM
37|1|59|32|32|1|TOJIL
37|1|59|35|35|1|TOJIL
37|1|59|36|36|1|TOJIL
37|1|59|40|40|1|B'ALAM_KI'TZE'
37|1|59|40|40|2|B'ALAM_AQ'AB'
37|1|59|40|40|3|MAJUK'UTAJ
37|1|59|41|41|1|IQ'I_B'ALAM
37|1|59|42|42|1|TOJIL
37|2|59|1|1|1|TOJIL
37|2|59|7|7|1|SOTZ'I_JA
37|2|59|8|8|1|CHAMALKAN
37|2|59|8|8|2|KAQCHIKELEB'
37|2|59|9|9|1|SOTZ
37|2|59|12|12|1|KAQCHIKELEB'
37|2|59|16|16|1|TOJIL
37|2|59|21|21|1|TOJIL
37|2|59|22|22|1|B'ALAM_KI'TZE'
37|2|59|23|23|1|B'ALAM_AQ'AB'
37|2|59|23|23|2|MAJUK'UTAJ
37|2|59|23|23|3|IQ'I_B'ALAM
37|2|59|24|24|1|TULÁN
37|2|59|24|24|2|SUYWA
37|2|59|28|28|1|IK'OQ'IJ
37|2|59|29|29|1|IK'OQ'IJ
37|2|59|31|31|1|IK'OQ'IJ
37|2|59|32|32|1|TULÁN
37|2|59|33|33|1|TULÁN
37|2|59|33|33|2|SUYWA
37|2|59|38|38|1|TOJIL
37|2|59|39|39|1|KIK'
37|2|59|44|44|1|TULAN
37|2|59|45|45|1|TOJIL
37|2|59|47|47|1|TOJIL
38|1|59|1|1|1|B'ALAM_KI'TZE'
38|1|59|1|1|2|B'ALAM_AQ'AB'
38|1|59|1|1|3|MAJUK'UTAJ
38|1|59|2|2|1|IQ'I_B'ALAM
38|1|59|9|9|1|TULÁN
38|1|59|9|9|2|SUYWA
38|1|59|10|10|1|TULÁN
38|1|59|11|11|1|SUYWA
38|1|59|20|20|1|TULAN
38|1|59|22|22|1|NIM_XO'L
38|1|60|25|25|1|TINAMIT_K'ICHE'
38|1|60|28|28|1|CHI_PIXAB'
38|1|60|31|31|1|TINAMIT_K'ICHE'
38|1|60|31|31|2|TAMUB'
38|1|60|32|32|1|TAMUB'
38|1|60|33|33|1|ILOKAB'
38|1|60|34|34|1|ILOKAB'
38|1|60|35|35|1|TINAMIT_K'ICHE'
38|1|61|39|39|1|KAQCHIKELEB'
38|1|61|40|40|1|KAQCHIKELEB'
38|1|61|40|40|2|RAB'INALEB'
38|1|61|43|43|1|AJTZ'IKINA_JA
38|1|61|47|47|1|IK'OQ'IJ
38|2|61|5|5|1|WA
38|2|61|9|9|1|PALO
38|2|61|15|15|1|CHOLOCHIK_AB'AJ
38|2|61|16|16|1|B'OQOTAJINAQ_SANAYEB'
38|2|61|17|17|1|PALO
38|2|61|21|21|1|IXIM
38|2|61|21|21|2|CHI_PIXAB'
38|2|61|23|23|1|TOJIL
38|2|61|23|23|2|AWILIX
38|2|61|23|23|3|JAQAWITZ
38|2|61|24|24|1|B'ALAM_KI'TZE'
38|2|61|25|25|1|B'ALAM_AQ'AB'
38|2|61|25|25|2|MAJUK'UTAJ
38|2|61|25|25|3|IQ'I_B'ALAM
38|2|61|26|26|1|IXOQ_AJAWAB'
38|2|61|26|26|2|KAQA_PALO_JA'
38|2|61|27|27|1|B'ALAM_KI'TZE'
38|2|61|28|28|1|B'ALAM_AQ'AB'
38|2|61|29|29|1|CHOMI_JA'
38|2|61|29|29|2|MAJUK'UTAJ
38|2|61|30|30|1|TZ'UNUNI_JA'
38|2|61|30|30|2|IQ'I_B'ALAM
38|2|61|31|31|1|KAK'IXA_JA'
38|2|61|34|34|1|CHI_PIXAB'
38|2|62|37|37|1|TOJIL
38|2|62|37|37|2|AWILIX
38|2|62|38|38|1|JAQAWITZ
38|2|62|38|38|2|B'ALAM_KI'TZE'
38|2|62|38|38|3|B'ALAM_AQ'AB'
38|2|62|39|39|1|MAJUK'UTAJ
38|2|62|39|39|2|IQ'I_B'ALAM
39|1|62|5|5|1|AWILIX
39|1|62|6|6|1|EWAB'AL_SIWAN
39|1|62|9|9|1|PA_AWILIX
39|1|62|10|10|1|B'ALAM_AQ'AB'
39|1|62|12|12|1|JAQAWITZ
39|1|62|14|14|1|JAQAWITZ_JUYUB'
39|1|62|16|16|1|JAQAWITZ
39|1|62|17|17|1|MAJUK'UTAJ
39|1|62|20|20|1|JAQAWITZ
39|1|62|21|21|1|JAQAWITZ
39|1|62|22|22|1|B'ALAM_KI'TZE'
39|1|62|24|24|1|TOJIL
39|1|62|25|25|1|B'ALAM_KI'TZE'
39|1|62|25|25|2|PA_TOJIL
39|1|62|28|28|1|KUNAB'AL_TOJIL
39|1|62|28|28|2|KUMATZ
39|1|62|29|29|1|B'ALAM
39|1|62|29|29|2|SOCHOJ
39|1|62|29|29|3|K'ANTI'
39|1|62|33|33|1|B'ALAM_KI'TZE'
39|1|62|34|34|1|B'ALAM_AQ'AB'
39|1|62|34|34|2|MAJUK'UTAJ
39|1|62|34|34|3|IQ'I_B'ALAM
39|1|62|37|37|1|JAQAWITZ_JUYUB'
39|1|62|38|38|1|TAMUB'
39|1|62|39|39|1|ILOKAB'
39|1|62|39|39|2|AMAQ'_TAM
39|1|62|40|40|1|TAMUB'
39|1|62|42|42|1|ILOKAB'
39|1|62|43|43|1|AMAQ'_UQ'IN_K'AT
39|1|62|43|43|2|ILOKAB'
39|1|62|45|45|1|RAB'INALEB'
39|1|62|46|46|1|KAQCHIKELEB'
39|1|62|46|46|2|AJTZ'IKINA_JA
39|2|62|2|2|1|IK'OQ'IJ
39|2|62|5|5|1|B'ALAM_KI'TZE'
39|2|62|5|5|2|B'ALAM_AQ'AB'
39|2|62|6|6|1|MAJUK'UTAJ
39|2|62|6|6|2|IQ'I_B'ALAM
39|2|62|26|26|1|MAK_EK'
39|2|62|28|28|1|TOJIL
39|2|62|28|28|2|AWILIX
39|2|62|29|29|1|JAQAWITZ
39|2|62|36|36|1|B'ALAM_KI'TZE'
39|2|62|36|36|2|B'ALAM_AQ'AB'
39|2|62|37|37|1|MAJUK'UTAJ
39|2|62|37|37|2|IQ'I_B'ALAM
39|2|62|40|40|1|TULÁN
39|2|62|40|40|2|SUYWA
39|2|62|40|40|3|TULÁN
39|2|62|43|43|1|PA_TOJIL
39|2|62|43|43|2|PA_AWILIX
39|2|62|44|44|1|JAQAWITZ_JUYUB'
39|2|62|45|45|1|XA_Q'ANA_JAL
40|1|64|5|5|1|B'ALAM_KI'TZE'
40|1|64|5|5|2|B'ALAM_AQ'AB'
40|1|64|5|5|3|MAJUK'UTAJ
40|1|64|6|6|1|IQ'I_B'ALAM
40|1|64|7|7|1|IK'OQ'IJ
40|1|64|9|9|1|POM
40|1|64|13|13|1|POM
40|1|64|14|14|1|B'ALAM_KI'TZE'
40|1|64|15|15|1|POM
40|1|64|16|16|1|B'ALAM_AQ'AB'
40|1|64|16|16|2|POM
40|1|64|17|17|1|MAJUK'UTAJ
40|1|64|18|18|1|POM
40|1|64|19|19|1|POM
40|1|64|22|22|1|POM
40|1|64|32|32|1|KOJ
40|1|64|32|32|2|B'ALAM
40|1|64|33|33|1|TZ'IKIN
40|1|64|34|34|1|K'ELETZU
40|1|64|36|36|1|K'OTAL
40|1|64|36|36|2|SAQ_K'UCH
40|1|64|37|37|1|TZ'IKIN
40|1|64|39|39|1|TAMUB'
40|1|64|39|39|2|ILOKAB'
40|1|64|40|40|1|RAB'INALEB'
40|1|64|40|40|2|KAQCHIKELEB'
40|1|64|41|41|1|AJTZ'IKINA_JA
40|1|64|41|41|2|TUJAL_JA
40|1|64|41|41|3|UCH'AB'AJA
40|1|64|42|42|1|AJKIB'A_JA
40|1|64|42|42|2|AJBATENAJA
40|1|64|42|42|3|YAKI_TEPEW
40|2|64|11|11|1|TOJIL
40|2|64|11|11|2|AWILIX
40|2|64|11|11|3|JAQAWITZ
40|2|64|12|12|1|KOJ
40|2|64|12|12|2|B'ALAM
40|2|64|13|13|1|SOCHOJ
40|2|64|13|13|2|K'ANTI'
40|2|64|13|13|3|SAQI_K'OXOL
40|2|64|19|19|1|KOJ
40|2|64|19|19|2|B'ALAM
40|2|64|19|19|3|SOCHOJ
40|2|64|20|20|1|K'ANTI'
40|2|64|20|20|2|SAQI_K'OXOL
40|2|64|24|24|1|B'ALAM_KI'TZE'
40|2|64|24|24|2|B'ALAM_AQ'AB'
40|2|64|24|24|3|MAJUK'UTAJ
40|2|64|25|25|1|IQ'I_B'ALAM
40|2|64|29|29|1|JAQAWITZ_JUYUB'
40|2|64|30|30|1|POM
40|2|64|33|33|1|B'ALAM_KI'TZE'
40|2|64|33|33|2|B'ALAM_AQ'AB'
40|2|64|34|34|1|MAJUK'UTAJ
40|2|64|34|34|2|IQ'I_B'ALAM
40|2|64|41|41|1|QAMUKU
40|2|64|44|44|1|TULÁN
40|2|64|44|44|2|SUYWA
41|1|64|3|3|1|YAKI
41|1|64|4|4|1|TOJIL
41|1|64|4|4|2|YAKI
41|1|64|5|5|1|YOLKWAT_KITZALKWAT
41|1|64|6|6|1|TULÁN
41|1|64|6|6|2|SUYWA
41|1|64|10|10|1|YAKI
41|1|64|11|11|1|MEXICO
41|1|64|14|14|1|TEPEW_OLOMAN
41|1|64|17|17|1|JAQAWITZ_JUYUB'
41|1|64|18|18|1|TAMUB'
41|1|64|18|18|2|ILOKAB'
41|1|64|20|20|1|AMAQ'_TAM
41|1|64|21|21|1|TAMUB'
41|1|64|22|22|1|TOJIL
41|1|64|23|23|1|TINAMIT_K'ICHE'
41|1|64|25|25|1|RAB'INALEB'
41|1|64|27|27|1|JUN_TOJ
41|1|64|28|28|1|RAB'INALEB'
41|1|64|30|30|1|KAQCHIKELEB'
41|1|64|32|32|1|TULÁN
41|1|64|32|32|2|SUYWA
41|1|64|32|32|3|SOJTZI_JA_CHIMALKAN
41|1|64|36|36|1|AJPOP_SOTZ'IL
41|1|64|37|37|1|AJPOP_XAJIL
41|1|64|39|39|1|TULÁN
41|1|64|41|41|1|TULÁN
41|2|64|1|1|1|B'ALAM_KI'TZE'
41|2|64|1|1|2|B'ALAM_AQ'AB'
41|2|64|2|2|1|MAJUK'UTAJ
41|2|64|2|2|2|IQ'I_B'ALAM
41|2|64|3|3|1|TOJIL
41|2|64|3|3|2|AWILIX
41|2|64|3|3|3|JAQAWITZ
41|2|64|4|4|1|MAK_EK'
41|2|65|7|7|1|TOJIL
41|2|65|8|8|1|TOJIL
41|2|65|8|8|2|AWILIX
41|2|65|14|14|1|TOJIL
41|2|65|15|15|1|Q'OL
41|2|65|15|15|2|NOJ
41|2|65|16|16|1|Q'OL
41|2|65|16|16|2|PUCH_IYA
41|2|65|17|17|1|TOJIL
41|2|65|18|18|1|TOJIL
41|2|65|31|31|1|K'IM
41|2|65|31|31|2|TOROB
41|2|65|33|33|1|KEJ
41|2|65|34|34|1|TZ'IKIN
41|2|65|35|35|1|KIK'
41|2|65|39|39|1|KEJ
41|2|65|41|41|1|TOJIL
41|2|65|42|42|1|KEJ
41|2|65|46|46|1|KIK'
41|2|65|47|46.1|1|TOJIL
41|2|65|47|46.1|2|AWILIX
41|2|65|47|46.1|3|JAQAWITZ
42|1|65|4|4|1|TZ'IKIN
42|1|65|4|4|2|KEJ
42|1|65|8|8|1|KIK'
42|1|65|9|9|1|TOJIL
42|1|65|9|9|2|AWILIX
42|1|65|13|13|1|KEJ
42|1|65|13|13|2|Q'OL
42|1|65|14|14|1|PUCH_IYA
42|1|65|14|14|2|JOLOM_OKOX
42|1|65|15|15|1|KEJ
42|1|65|19|19|1|WONON
42|1|65|19|19|2|SITA'L
42|1|65|23|23|1|IXOQ_AJAWAB'
42|1|65|28|28|1|B'ALAM_KI'TZE'
42|1|65|28|28|2|B'ALAM_AQ'AB'
42|1|65|29|29|1|MAJUK'UTAJ
42|1|65|29|29|2|IQ'I_B'ALAM
42|1|65|33|33|1|UTIW
42|1|65|33|33|2|YAK
42|1|65|34|34|1|KOJ
42|1|65|34|34|2|B'ALAM
42|1|65|37|37|1|UTIW
42|1|65|37|37|2|YAK
42|1|65|38|38|1|KOJ
42|1|65|38|38|2|B'ALAM
42|1|65|44|44|1|KOJ
42|1|65|44|44|2|B'ALAM
42|2|65|1|1|1|IXOQ_AJAWAB'
42|2|65|3|3|1|WONON
42|2|65|3|3|2|SITA'L
42|2|65|3|3|3|AQAJ
42|2|65|4|4|1|IXOQ_AJAWAB'
42|2|65|6|6|1|TOJIL
42|2|65|6|6|2|AWILIX
42|2|65|6|6|3|JAQAWITZ
42|2|65|7|7|1|TOJIL
42|2|65|8|8|1|AWILIX
42|2|65|8|8|2|JAQAWITZ
42|2|65|8|8|3|KIK'
42|2|65|8|8|4|KEJ
42|2|65|9|9|1|TZ'IKIN
42|2|65|11|11|1|TOJIL
42|2|65|11|11|2|AWILIX
42|2|65|12|12|1|JAQAWITZ
42|2|65|15|15|1|TOJIL
42|2|65|16|16|1|AWILIX
42|2|65|16|16|2|JAQAWITZ
42|2|65|18|18|1|KIK'
42|2|65|22|22|1|KIK'
42|2|65|25|25|1|TULÁN
42|2|65|25|25|2|SUYWA
42|2|65|27|27|1|SILISIB'
42|2|65|28|28|1|KIK'
42|2|65|28|28|2|KIK'
42|2|65|29|29|1|TOJIL
42|2|65|30|30|1|AWILIX
42|2|65|30|30|2|JAQAWITZ
42|2|66|32|32|1|B'ALAM_KI'TZE'
42|2|66|33|33|1|B'ALAM_AQ'AB'
42|2|66|33|33|2|MAJUK'UTAJ
42|2|66|33|33|3|IQ'I_B'ALAM
42|2|67|37|37|1|TOJIL
42|2|67|37|37|2|AWILIX
42|2|67|38|38|1|KIK'
42|2|67|40|40|1|B'ALAM
42|2|67|42|42|1|B'ALAM
42|2|67|46|46|1|TOJIL
42|2|67|46|46|2|AWILIX
43|1|67|7|7|1|KEJ
43|1|67|7|7|2|B'ALAM
43|1|67|16|16|1|TOJIL
43|1|67|16|16|2|AWILIX
43|1|67|16|16|3|JAQAWITZ
43|1|67|21|21|1|TOJIL
43|1|67|21|21|2|AWILIX
43|1|67|21|21|3|JAQAWITZ
43|1|67|23|23|1|TOJIL
43|1|67|29|29|1|CHI_RATINIB'AL_TOJIL
43|1|67|33|33|1|B'ALAM_KI'TZE'
43|1|67|34|34|1|B'ALAM_AQ'AB'
43|1|67|34|34|2|MAJUK'UTAJ
43|1|67|35|35|1|IQ'I_B'ALAM
43|1|68|38|38|1|TOJIL
43|1|68|38|38|2|AWILIX
43|1|68|38|38|3|JAQAWITZ
43|2|68|4|4|1|KAWEQ
43|2|68|8|8|1|TOJIL
43|2|68|8|8|2|AWILIX
43|2|68|9|9|1|JAQAWITZ
43|2|68|10|10|1|TOJIL
43|2|68|18|18|1|TOJIL
43|2|68|18|18|2|AWILIX
43|2|68|18|18|3|JAQAWITZ
43|2|68|26|26|1|IXTAJ_IXPUCH'
43|2|68|27|27|1|IXTAJ_IXPUCH'
43|2|68|28|28|1|IXTAJ_IXPUCH'
43|2|68|30|30|1|IXTAJ_IXPUCH'
43|2|68|32|32|1|IXTAJ_IXPUCH'
43|2|68|34|34|1|IXTAJ_IXPUCH'
43|2|68|41|41|1|IXTAJ_IXPUCH'
43|2|68|41|41|2|IXTAJ_IXPUCH'
43|2|68|42|42|1|XA_Q'ANA_JAL
44|1|68|7|6|1|IXTAJ_IXPUCH'
44|1|68|8|7|1|IXTAJ
44|1|68|8|7|2|IXPUCH'
44|1|68|9|8|1|IXTAJ_IXPUCH'
44|1|68|9|8|2|IXTAJ
44|1|68|9|8|3|IXPUCH'
44|1|68|10|9|1|CHI_RATINIB'AL_TOJIL
44|1|69|15|14|1|CHI_RATINIB'AL_TOJIL
44|1|69|18|17|1|IXTAJ_IXPUCH'
44|1|69|23|22|1|TOJIL
44|1|69|23|22|2|AWILIX
44|1|69|23|22|3|JAQAWITZ
44|1|69|25|24|1|IXTAJ_IXPUCH'
44|1|69|25|24|2|IXTAJ_IXPUCH'
44|1|69|27|26|1|TOJIL
44|1|69|28|27|1|TOJIL
44|1|69|28|27|2|IXTAJ_IXPUCH'
44|1|69|31|30|1|IXTAJ_IXPUCH'
44|1|69|34|33|1|XA_Q'ANA_JAL
44|1|69|35|34|1|TOJIL
44|1|69|39|38|1|IXTAJ_IXPUCH'
44|1|69|40|39|1|TOJIL
44|1|69|41|40|1|TOJIL
44|1|69|41|40|2|AWILIX
44|1|69|41|40|3|JAQAWITZ
44|2|69|1|1|1|IXTAJ
44|2|69|1|1|2|IXPUCH'
44|2|69|2|2|1|IXTAJ_IXPUCH'
44|2|69|7|7|1|B'ALAM_KI'TZE'
44|2|69|7|7|2|B'ALAM_AQ'AB'
44|2|69|7|7|3|MAJUK'UTAJ
44|2|69|8|8|1|IQ'I_B'ALAM
44|2|69|10|10|1|IXTAJ_IXPUCH'
44|2|69|12|12|1|B'ALAM_KI'TZE'
44|2|69|12|12|2|B'ALAM_AQ'AB'
44|2|69|12|12|3|MAJUK'UTAJ
44|2|69|13|13|1|IQ'I_B'ALAM
44|2|70|15|15|1|B'ALAM_KI'TZE'
44|2|70|15|15|2|B'ALAM
44|2|70|16|16|1|B'ALAM_AQ'AB'
44|2|70|17|17|1|K'OTAL
44|2|70|19|19|1|MAJUK'UTAJ
44|2|70|19|19|2|WONON
44|2|70|19|19|3|SITA'L
44|2|70|20|20|1|SITA'L
44|2|70|24|24|1|IXTAJ
44|2|70|24|24|2|IXPUCH'
44|2|70|25|25|1|B'ALAM_KI'TZE'
44|2|70|25|25|2|B'ALAM_AQ'AB'
