folio|side|para|lb|lb_n|ana_num|ana_id
21|2|31|38|38|1|IK
21|2|31|39|39|1|IK
21|2|31|40|40|1|XA'N
21|2|31|42|42|1|IXMUKANE
21|2|31|44|44|1|IXMUKANE
21|2|31|45|45|1|IXMUKANE
21|2|31|45|45|2|IXMUKANE
21|2|31|46|46|1|CH'O
22|1|31|1|1|1|KIK'
22|1|31|1|1|2|PACHQ'AB
22|1|31|1|1|3|B'ATE
22|1|31|3|3|1|JOM
22|1|31|5|5|1|IXMUKANE
22|1|31|6|6|1|IXMUKANE
22|1|31|6|6|2|IXKIK'
22|1|31|8|8|1|WUB
22|1|31|10|10|1|IXMUKANE
22|1|31|13|13|1|KA'IB'_K'AJOLAB'
22|1|31|13|13|2|IXMUKANE
22|1|31|14|14|1|KIK'
22|1|32|15|15|1|CHAAJ
22|1|32|16|16|1|JOM
22|1|32|17|17|1|KA'IB'_K'AJOLAB'
22|1|32|18|18|1|JOM
22|1|32|19|19|1|JUN_JUNAJPU
22|1|32|19|19|2|XIB'ALB'A
22|1|32|21|21|1|CHAAJ
22|1|32|24|25|1|JUN_JUNAJPU
22|1|32|24|25|2|WUQUB'_JUNAJPU
22|1|32|27|28|1|JUN_KAME'
22|1|32|27|28|2|WUQUB'_JUNAJPU
22|1|32|28|29|1|RAJAWAL_XIB'ALB'A
22|1|32|29|30|1|USAMAJEL_XIB'ALB'A
22|1|32|31|32|1|CHAAJ
22|1|32|31|32|2|KA'IB'_K'AJOLAB'
22|1|32|32|33|1|CHAAJ
22|1|32|33|34|1|USAMAJEL_XIB'ALB'A
22|1|32|36|37|1|IXMUKANE
22|1|32|37|38|1|USAMAJEL_XIB'ALB'A
22|1|32|39|40|1|KA'IB'_K'AJOLAB'
22|1|32|39|40|2|XIB'ALB'A
22|1|32|41|42|1|IXMUKANE
22|1|32|42|43|1|IXMUKANE
22|1|32|42|43|2|XIB'ALB'A
22|1|32|43|44|1|USAMAJEL_XIB'ALB'A
22|1|32|43|44|2|USAMAJEL_XIB'ALB'A
22|1|32|45|46|1|IXMUKANE
22|1|32|45|46|2|KA'IB'_K'AJOLAB'
22|2|32|1|1|1|USAMAJEL_XIB'ALB'A
22|2|32|2|2|1|JUN_JUNAJPU
22|2|32|2|2|2|WUQUB'_JUNAJPU
22|2|32|3|3|1|IXMUKANE
22|2|32|4|4|1|UK'
22|2|32|5|5|1|IXMUKANE
22|2|32|6|6|1|UK'
22|2|32|7|7|1|KA'IB'_K'AJOLAB'
22|2|32|8|8|1|KA'IB'_K'AJOLAB'
22|2|32|9|9|1|JOM
22|2|32|9|9|2|UK'
22|2|32|10|10|1|IXMUKANE
22|2|32|11|11|1|IXMUKANE
22|2|32|11|11|2|USAMAJEL_XIB'ALB'A
22|2|32|13|13|1|IXMUKANE
22|2|32|14|14|1|UK'
22|2|32|15|15|1|UK'
22|2|32|16|16|1|TAMASUL
22|2|32|17|17|1|TAMASUL
22|2|32|17|17|2|TAMASUL
22|2|32|17|17|3|TAMASUL
22|2|32|18|18|1|UK'
22|2|32|18|18|2|UK'
22|2|32|19|19|1|KA'IB'_K'AJOLAB'
22|2|32|21|21|1|TAMASUL
22|2|32|24|24|1|UK'
22|2|32|24|24|2|TAMASUL
22|2|32|25|25|1|TAMASUL
22|2|32|25|25|2|UK'
22|2|32|25|25|3|TAMASUL
22|2|32|27|27|1|SAQIKAS
22|2|32|28|28|1|SAQIKAS
22|2|32|29|29|1|TAMASUL
22|2|32|30|30|1|TAMASUL
22|2|32|30|30|2|SAQIKAS
22|2|32|31|31|1|TAMASUL
22|2|32|31|31|2|SAQIKAS
22|2|32|33|33|1|SAQIKAS
22|2|32|35|35|1|SAQIKAS
22|2|32|35|35|2|TAMASUL
22|2|32|36|36|1|SAQIKAS
22|2|32|36|36|2|TAMASUL
22|2|32|38|38|1|SAQIKAS
22|2|32|38|38|2|TAMASUL
22|2|32|39|39|1|SAQIKAS
22|2|32|40|40|1|WAK
22|2|32|41|41|1|SAQIKAS
22|2|32|41|41|2|WAK
22|2|32|42|42|1|JOM
22|2|32|43|43|1|WAK
22|2|32|44|44|1|SAQIKAS
22|2|32|45|45|1|WAK
22|2|32|45|45|2|UTZUTZIL_JOM
22|2|32|47|47|1|JUNAJPU
22|2|32|47|47|2|XB'ALAMQ'E
23|1|32|1|1|1|WAK
23|1|32|3|3|1|WAK
23|1|32|3|3|2|WUB
23|1|33|4|4|1|WUB
23|1|33|4|4|2|WAK
23|1|33|8|8|1|WAK
23|1|33|11|11|1|KA'IB'_K'AJOLAB'
23|1|33|12|12|1|KIK'
23|1|33|13|13|1|WAK
23|1|33|13|13|2|LOTZ_KIK'
23|1|33|14|14|1|KIK'
23|1|33|15|15|1|WAK
23|1|33|17|17|1|SAQIKAS
23|1|33|18|18|1|SAQIKAS
23|1|33|19|19|1|SAQIKAS
23|1|33|20|20|1|TAMASUL
23|1|33|26|26|1|KA'IB'_K'AJOLAB'
23|1|33|30|30|1|KA'IB'_K'AJOLAB'
23|1|33|32|32|1|UK'
23|1|33|33|33|1|TAMASUL
23|1|33|38|38|1|KUMATZ
23|1|33|39|39|1|UK'
23|1|33|40|40|1|IXMUKANE
23|1|33|40|40|2|KA'IB'_K'AJOLAB'
23|1|33|41|41|1|KA'IB'_K'AJOLAB'
23|1|33|42|42|1|USAMAJEL_XIB'ALB'A
23|1|33|43|43|1|JUN_KAME'
23|1|33|43|43|2|WUQUB'_KAME'
23|1|33|45|45|1|CHAAJ
23|2|33|2|2|1|KIK'
23|2|33|2|2|2|B'ATE
23|2|33|2|2|3|PACHQ'AB
23|2|33|2|2|4|TZ'UM
23|2|33|3|3|1|RAJAWAL_XIB'ALB'A
23|2|33|4|4|1|IXMUKANE
23|2|33|5|5|1|RAJAWAL_XIB'ALB'A
23|2|33|6|6|1|KA'IB'_K'AJOLAB'
23|2|33|8|8|1|IXMUKANE
23|2|33|9|9|1|IXMUKANE
23|2|34|10|10|1|IXMUKANE
23|2|34|13|13|1|AJ
23|2|34|16|16|1|KA'IB'_K'AJOLAB'
23|2|34|16|16|2|IXMUKANE
23|2|34|17|17|1|IXKIK'
23|2|34|19|19|1|JUN_JUNAJPU
23|2|34|20|20|1|XB'ALAMQ'E
23|2|34|25|25|1|XIB'ALB'A
23|2|34|26|26|1|WUB
23|2|34|26|26|2|XIB'ALB'A
23|2|34|29|29|1|TZ'IKIN
23|2|34|29|29|2|TZ'IKIN
23|2|34|30|30|1|MOLAY
23|2|34|31|31|1|PUJ_YA'
23|2|34|32|32|1|KIK'_YA'
23|2|34|33|33|1|RAJAWAL_XIB'ALB'A
23|2|34|36|36|1|XIB'ALB'A
23|2|34|37|37|1|Q'EQA_B'E
23|2|34|37|37|2|SAQI_B'E
23|2|34|37|37|3|KAQA_B'E
23|2|34|38|38|1|RAXA_B'E
23|2|34|39|39|1|XA'N
23|2|34|44|44|1|KIK'
24|1|34|1|1|1|XA'N
24|1|34|1|1|2|XA'N
24|1|34|2|2|1|Q'EQA_B'E
24|1|34|6|6|1|JUN_KAME'
24|1|34|6|6|2|JUN_KAME'
24|1|34|8|8|1|JUN_KAME'
24|1|34|8|8|2|WUQUB'_KAME'
24|1|34|11|11|1|WUQUB'_KAME'
24|1|34|12|12|1|XIKIRIPAT
24|1|34|12|12|2|XIKIRIPAT
24|1|34|13|13|1|WUQUB'_KAME'
24|1|34|14|14|1|KUCHUMA_KIK'
24|1|34|14|14|2|KUCHUMA_KIK'
24|1|34|17|17|1|AJAL_PUJ
24|1|34|18|18|1|AJAL_PUJ
24|1|34|18|18|2|KUCHUMA_KIK'
24|1|34|19|19|1|AJAL_Q'ANA
24|1|34|20|20|1|AJAL_PUJ
24|1|34|20|20|2|AJAL_Q'ANA
24|1|34|22|22|1|CH'AMIYA_BAQ
24|1|34|23|23|1|AJAL_Q'ANA
24|1|34|23|23|2|CH'AMIYA_BAQ
24|1|34|24|24|1|CH'AMIYA_JOLOM
24|1|34|25|25|1|CH'AMIYA_BAQ
24|1|34|25|25|2|CH'AMIYA_JOLOM
24|1|34|26|26|1|XIK
24|1|34|27|27|1|CH'AMIYA_JOLOM
24|1|34|28|28|1|PATAN
24|1|34|30|30|1|PATAN
24|1|34|30|30|2|KIK'_RE
24|1|34|32|32.1|1|KIK'_RE
24|1|34|32|32.1|2|PATAN
24|1|34|33|33|1|KIK'_RIXK'AQ
24|1|34|34|34|1|KIK'_RIXK'AQ
24|1|34|34|34|2|KIK'_RE
24|2|34|5|5|1|JUNAJPU
24|2|34|6|6|1|XA'N
24|2|34|9|9|1|JUNAJPU
24|2|34|10|10|1|RAJAWAL_XIB'ALB'A
24|2|34|14|14|1|JUN_KAME'
24|2|34|14|14|2|WUQUB'_KAME'
24|2|34|15|15|1|KUCHUMA_KIK'
24|2|34|16|16|1|AJAL_PUJ
24|2|34|16|16|2|AJAL_Q'ANA
24|2|34|16|16|3|CH'AMIYA_BAQ
24|2|34|17|17|1|CH'AMIYA_JOLOM
24|2|34|17|17|2|AJPATAN
24|2|34|18|18|1|KIK'_RE
24|2|34|18|18|2|KIK'_RIXK'AQ
24|2|34|32|32|1|Q'EQUMA_JA
24|2|34|34|34|1|XIB'ALB'A
24|2|34|35|35|1|RAJAWAL_XIB'ALB'A
24|2|34|36|36|1|KA'IB'_K'AJOLAB'
24|2|34|37|37|1|Q'EQUMA_JA
24|2|34|39|39|1|USAMAJEL_XIB'ALB'A
24|2|34|40|40|1|JUN_KAME'
24|2|34|42|42|1|RAJAWAL_XIB'ALB'A
24|2|34|44|44|1|USAMAJEL_XIB'ALB'A
24|2|34|45|45|1|KA'IB'_K'AJOLAB'
25|1|34|7|7|1|KA'IB'_K'AJOLAB'
25|1|34|8|8|1|RAJAWAL_XIB'ALB'A
25|1|34|15|15|1|RAJAWAL_XIB'ALB'A
25|1|34|16|16|1|CHAAJ
25|1|34|16|16|2|KA'IB'_K'AJOLAB'
25|1|34|17|17|1|JUN_KAME'
25|1|34|17|17|2|WUQUB'_KAME'
25|1|34|18|18|1|KA'IB'_K'AJOLAB'
25|1|34|19|19|1|KA'IB'_K'AJOLAB'
25|1|34|21|21|1|RAJAWAL_XIB'ALB'A
25|1|34|22|22|1|CHAAJ
25|1|34|22|22|2|KA'IB'_K'AJOLAB'
25|1|34|23|23|1|KIK'
25|1|34|24|24|1|RAJAWAL_XIB'ALB'A
25|1|34|25|25|1|KIK'
25|1|34|26|26|1|KA'IB'_K'AJOLAB'
25|1|34|27|27|1|RAJAWAL_XIB'ALB'A
25|1|34|28|28|1|KIK'
25|1|34|29|29|1|KA'IB'_K'AJOLAB'
25|1|34|30|30|1|RAJAWAL_XIB'ALB'A
25|1|34|31|31|1|KA'IB'_K'AJOLAB'
25|1|34|33|33|1|RAJAWAL_XIB'ALB'A
25|1|34|33|33|2|JUNAJPU
25|1|34|34|34|1|CHAAJ
25|1|34|35|35|1|RAJAWAL_XIB'ALB'A
25|1|34|35|35|2|B'ATE
25|1|34|36|36|1|RAJAWAL_XIB'ALB'A
25|1|34|37|37|1|PACHQ'AB
25|1|34|38|38|1|CHAAJ
25|1|34|44|44|1|KA'IB'_K'AJOLAB'
25|2|34|1|1|1|KA'IB'_K'AJOLAB'
25|2|34|3|3|1|RAJAWAL_XIB'ALB'A
25|2|34|4|4|1|KA'IB'_K'AJOLAB'
25|2|34|5|5|1|CHAAJ'
25|2|34|6|6|1|KA'IB'_K'AJOLAB'
25|2|34|8|8|1|KIK'
25|2|34|8|8|2|CHAAJ
25|2|34|9|9|1|RAJAWAL_XIB'ALB'A
25|2|34|11|11|1|KA'IB'_K'AJOLAB'
25|2|34|12|12|1|KOTZ'I'J
25|2|34|13|13|1|KA'IB'_K'AJOLAB'
25|2|34|13|13|2|KOTZ'I'J
25|2|34|14|14|1|KA'IB'_K'AJOLAB'
25|2|34|14|14|2|RAJAWAL_XIB'ALB'A
25|2|34|15|15|1|KA'IB'_K'AJOLAB'
25|2|34|15|15|2|KOTZ'I'J
25|2|34|16|16|1|KOTZ'I'J
25|2|34|16|16|2|KOTZ'I'J
25|2|34|17|17|1|KOTZ'I'J
25|2|34|18|18|1|KA'IB'_K'AJOLAB'
25|2|34|19|19|1|CHAYIM_JA
25|2|34|24|24|1|KA'IB'_K'AJOLAB'
25|2|34|24|24|2|RAJAWAL_XIB'ALB'A
25|2|34|27|27|1|RAJAWAL_XIB'ALB'A
25|2|34|29|29|1|KOTZ'I'J
25|2|34|30|30|1|KOTZ'I'J
25|2|34|31|31|1|JUNAJPU
25|2|34|32|32|1|RAJAWAL_XIB'ALB'A
25|2|34|34|34|1|CHAAJ
25|2|34|35|35|1|KA'IB'_K'AJOLAB'
25|2|34|36|36|1|CHAYIM_JA
25|2|34|37|37|1|RAJAWAL_XIB'ALB'A
25|2|34|45|45|1|CHAYIM_JA
25|2|34|47|47|1|SANIK
26|1|34|1|1|1|SANIK
26|1|34|1|1|2|SANIK
26|1|34|3|3|1|KOTZ'I'J
26|1|34|5|5|1|SANIK
26|1|34|6|6|1|KOTZ'I'J
26|1|34|6|6|2|JUN_KAME'
26|1|34|7|7|1|WUQUB'_KAME'
26|1|34|8|8|1|KOTZ'I'J
26|1|34|8|8|2|XIB'ALB'A
26|1|34|9|9|1|KOTZ'I'J
26|1|34|10|10|1|KA'IB'_K'AJOLAB'
26|1|34|11|11|1|KOTZ'I'J
26|1|34|19|19|1|XPURPUWEQ
26|1|34|19|19|2|XPURPUWEQ
26|1|34|20|20|1|PUJUYU'
26|1|34|21|21|1|PUJUYU''
26|1|34|21|21|2|PUJUYU''
26|1|34|22|22|1|JUN_KAME'
26|1|34|23|23|1|WUQUB'_KAME'
26|1|34|23|23|2|SANIK
26|1|34|24|24|1|KOTZ'I'J
26|1|34|26|26|1|KOTZ'I'J
26|1|34|31|31|1|KOTZ'I'J
26|1|34|33|33|1|TZIMA
26|1|34|34|34|1|KOTZ'I'J
26|1|34|35|35|1|USAMAJEL_XIB'ALB'A
26|1|34|38|38|1|KA'IB'_K'AJOLAB'
26|1|34|39|39|1|TZIMA
26|1|34|40|40|1|KOTZ'I'J
26|1|34|41|41|1|RAJAWAL_XIB'ALB'A
26|1|34|42|42|1|KOTZ'I'J
26|1|34|43|43|1|RAJAWAL_XIB'ALB'A
26|1|34|43|43|2|SANIK
26|1|34|44|44|1|KA'IB'_K'AJOLAB'
26|1|34|45|45|1|SANIK
26|1|34|46|46|1|KOTZ'I'J
26|1|34|46|46|2|TZIMA
26|1|34|47|47|1|RAJAWAL_XIB'ALB'A
26|2|34|2|2|1|KOTZ'I'J
26|2|34|3|3|1|KOTZ'I'J
26|2|34|9|9|1|KOTZ'I'J
26|2|34|10|10|1|JUN_KAME'
26|2|34|10|10|2|WUQUB'_KAME'
26|2|34|10|10|3|JUNAJPU
26|2|34|11|11|1|XB'ALAMQ'E
26|2|34|14|14|1|XPURPUWEQ
26|2|34|15|14.1|1|KIK'
26|2|34|17|16|1|CHAAJ
26|2|34|19|18|1|CHAAJ
26|2|34|20|19|1|KA'IB'_K'AJOLAB'
26|2|34|21|20|1|CHAAJ
26|2|35|22|21|1|XUXULIM_JA
26|2|35|24|23|1|XUXULIM_JA
26|2|35|25|24|1|KA'IB'_K'AJOLAB'
26|2|35|27|26|1|RAJAWAL_XIB'ALB'A
26|2|35|32|31|1|RAJAWAL_XIB'ALB'A
26|2|35|35|34|1|JUNAJPU
26|2|35|36|35|1|XB'ALAMQ'E
26|2|36|37|36|1|B'ALAM_JA
27|1|36|3|3|1|B'ALAM_JA
27|1|36|4|4|1|RAJAWAL_XIB'ALB'A
27|1|37|6|6|1|JA_CHI_Q'AQ''
27|1|37|13|13|1|RAJAWAL_XIB'ALB'A
27|1|38|14|14|1|SOTZ'I_JA
27|1|38|21|21|1|WUB
27|1|38|32|32|1|WUB
27|1|38|32|32|2|XB'ALAMQ'E
27|1|38|33|33|1|JUNAJPU
27|1|38|35|35|1|WUB
27|1|38|40|40|1|XB'ALAMQ'E
27|1|38|41|41|1|JUNAJPU
27|1|38|42|42|1|JUNAJPU
27|2|38|3|3|1|XB'ALAMQ'E
27|2|38|5|5|1|JOM
27|2|38|6|6|1|JUN_KAME'
27|2|38|6|6|2|WUQUB'_KAME'
27|2|38|7|7|1|RAJAWAL_XIB'ALB'A
27|2|38|8|8|1|JUNAJPU
27|2|38|10|10|1|SIS
27|2|38|10|10|2|AQ
27|2|38|23|23|1|Q'OQ
27|2|38|26|26|1|JUNAJPU
27|2|38|29|29|1|UK'U'X_KAJ
27|2|38|29|29|2|JUN_RAQAN
27|2|38|30|30|1|SOTZ'I_JA
27|2|38|35|36|1|WUCH'
27|2|38|36|37|1|XPIYAKOK
27|2|38|38|39|1|XPIYAKOK
27|2|38|39|40|1|WUCH'
27|2|38|43|44|1|JUNAJPU
28|1|38|2|2|1|CHAAJ
28|1|38|3|3|1|XB'ALAMQ'E
28|1|38|4|4|1|UMUL
28|1|38|5|5|1|JOM
28|1|38|7|7|1|UMUL
28|1|38|7|7|2|XB'ALAMQ'E
28|1|38|8|8|1|KIK'
28|1|38|10|10|1|UMUL
28|1|39|13|13|1|KIK'
28|1|39|14|14|1|JUNAJPU
28|1|39|14|14|2|JOM
28|1|39|16|16|1|JUNAJPU
28|1|39|17|17|1|KIK'
28|1|39|19|19|1|KIK'
28|1|39|20|20|1|RAJAWAL_XIB'ALB'A
28|1|39|21|21|1|XB'ALAMQ'E
28|1|39|22|22|1|KIK'
28|1|39|22|22|2|B'ATE
28|1|39|23|23|1|JOM
28|1|39|25|25|1|UMUL
28|1|39|28|28|1|UMUL
28|1|39|28|28|2|RAJAWAL_XIB'ALB'A
28|1|39|30|30|1|JUNAJPU
28|1|39|31|31|1|XB'ALAMQ'E
28|1|39|31|31|2|Q'OQ
28|1|39|32|32|1|JOM
28|1|39|33|33|1|JUNAJPU
28|1|39|35|35|1|KIK'
28|1|39|36|36|1|RAJAWAL_XIB'ALB'A
28|1|39|39|39|1|KIK'
28|1|39|41|41|1|RAJAWAL_XIB'ALB'A
28|2|39|2|2|1|CHAAJ
28|2|39|3|3|1|CHAAJ
28|2|39|4|4|1|Q'OQ
28|2|39|4|4|2|XB'ALAMQ'E
28|2|39|5|5|1|JOM
28|2|39|7|7|1|RAJAWAL_XIB'ALB'A
28|2|39|10|10|1|RAJAWAL_XIB'ALB'A
28|2|39|11|11|1|JUNAJPU
28|2|39|12|12|1|XB'ALAMQ'E
28|2|40|16|16|1|JUNAJPU
28|2|40|16|16|2|XB'ALAMQ'E
28|2|40|20|20|1|XIB'ALB'A
28|2|40|23|23|1|XIB'ALB'A
28|2|40|25|25|1|XULU
28|2|40|25|25|2|PAK'AM
28|2|40|26|26|1|RAJAWAL_XIB'ALB'A
28|2|40|36|36|1|RAJAWAL_XIB'ALB'A
29|1|40|7|7|1|JAL
29|1|40|15|16|1|JUNAJPU
29|1|40|15|16|2|XB'ALAMQ'E
29|1|40|19|20|1|RAJAWAL_XIB'ALB'A
29|1|40|20|21|1|USAMAJEL_XIB'ALB'A
29|1|40|22|23|1|USAMAJEL_XIB'ALB'A
29|1|40|22|23|2|JUN_KAME'
29|1|40|22|23|3|WUQUB'_KAME'
29|1|40|24|25|1|KA'IB'_K'AJOLAB'
29|1|40|25|26|1|KA'IB'_K'AJOLAB'
29|1|40|32|33|1|KA'IB'_K'AJOLAB'
29|1|40|33|34|1|JUN_KAME'
29|1|40|42|43|1|RAJAWAL_XIB'ALB'A
29|1|40|45|46|1|XULU
29|1|40|45|46|2|PAK'AM
29|2|40|5|5|1|KA'IB'_K'AJOLAB'
29|2|41|9|9|1|KAR
29|2|41|11|11|1|RAJAWAL_XIB'ALB'A
29|2|41|17|17|1|RAJAWAL_XIB'ALB'A
29|2|41|18|18|1|XAJOJ_PUJUY
29|2|41|19|19|1|XAJOJ_PUJUY
29|2|41|19|19|2|IB'OY
29|2|41|20|20|1|XTZUL
29|2|41|20|20|2|CH'ITIK
29|2|41|25|25|1|RAJAWAL_XIB'ALB'A
29|2|41|30|30|1|RAJAWAL_XIB'ALB'A
29|2|41|31|31|1|RAJAWAL_XIB'ALB'A
29|2|42|33|33|1|RAJAWAL_XIB'ALB'A
29|2|42|33|33|2|JUN_KAME'
29|2|42|34|34|1|WUQUB'_KAME'
30|1|42|3|3|1|RAJAWAL_XIB'ALB'A
30|1|42|9|9|1|RAJAWAL_XIB'ALB'A
30|1|42|11|11|1|JUNAJPU
30|1|42|11|11|2|XB'ALAMQ'E
30|1|42|18|18|1|RAJAWAL_XIB'ALB'A
30|1|43|19|19|1|RAJAWAL_XIB'ALB'A
30|1|43|27|27|1|JUN_JUNAJPU
30|1|43|27|27|2|IXKIK'
30|1|43|29|29|1|JUN_KAME'_WUQUB'_KAME
30|1|43|30|30|1|JUN_JUNAJPU
30|1|43|30|30|2|IXKIK'
30|1|43|38|38|1|JUN_KAME'_WUQUB'_KAME
30|1|43|46|46|1|RAJAWAL_XIB'ALB'A
30|2|43|2|2|1|XAJOJ_KUX
30|2|43|2|2|2|XAJOJ_PUJUY
30|2|43|3|3|1|XAJOJ_IB'OY
30|2|43|3|3|2|JUN_KAME'
30|2|43|6|6|1|JUN_KAME'_WUQUB'_KAME
30|2|43|10|10|1|JUN_KAME'_WUQUB'_KAME
30|2|43|11|11|1|JUN_KAME'_WUQUB'_KAME
30|2|43|12|12|1|RAJAWAL_XIB'ALB'A
30|2|43|16|16|1|JUN_KAME'
30|2|43|17|17|1|RAJAWAL_XIB'ALB'A
30|2|43|19|19|1|JUN_KAME'_WUQUB'_KAME
30|2|43|24|24|1|RAJAWAL_XIB'ALB'A
30|2|43|25|25|1|JUN_KAME'
30|2|43|25|25|2|WUQUB'_KAME'
30|2|43|29|29|1|RAJAWAL_XIB'ALB'A
30|2|43|32|32|1|RAJAWAL_XIB'ALB'A
30|2|43|33|33|1|JUNAJPU
30|2|43|34|34|1|XB'ALAMQ'E
30|2|43|39|39|1|RAJAWAL_XIB'ALB'A
30|2|43|41|41|1|XB'ALAMQ'E
31|1|43|3|3|1|RAJAWAL_XIB'ALB'A
31|1|43|4|4|1|JUN_KAME'
31|1|43|4|4|2|WUQUB'_KAME'
31|1|44|7|7|1|RAJAWAL_XIB'ALB'A
31|1|44|8|8|1|JUNAJPU
31|1|44|8|8|2|XB'ALAMQ'E
31|1|44|9|9|1|JUN_KAME'
31|1|44|9|9|2|WUQUB'_KAME'
31|1|44|12|12|1|JUN_KAME'
31|1|44|12|12|2|WUQUB'_KAME'
31|1|44|13|13|1|JUNAJPU
31|1|44|13|13|2|XB'ALAMQ'E
31|1|44|15|15|1|RAJAWAL_XIB'ALB'A
31|1|44|16|16|1|RAJAWAL_XIB'ALB'A
31|1|44|19|19|1|JUN_KAME'
31|1|44|19|19|2|JUN_KAME'
31|1|44|20|20|1|WUQUB'_KAME'
31|1|44|23|23|1|JUN_KAME'_WUQUB'_KAME'
31|1|44|26|26|1|JUN_KAME'
31|1|44|27|27|1|JUN_KAME'
31|1|44|35|35|1|SANIK
31|1|44|38|38|1|RAJAWAL_XIB'ALB'A
31|2|44|3|3|1|RAJAWAL_XIB'ALB'A
31|2|45|7|7|1|JUN_JUNAJPU
31|2|45|7|7|2|JUNAJPU
31|2|45|8|8|1|XB'ALAMQ'E
31|2|45|9|9|1|JUN_JUNAJPU
31|2|45|10|10|1|JUN_JUNAJPU
31|2|45|10|10|2|WUQUB'_JUNAJPU
31|2|45|12|12|1|JUN_JUNAJPU
31|2|45|16|16|1|RAJAWAL_XIB'ALB'A
31|2|45|18|18|1|JUNAJPU
31|2|45|18|18|2|XB'ALAMQ'E
31|2|45|20|20|1|JUN_JUNAJPU
31|2|45|21|21|1|PUSB'AL_CHAAJ
31|2|45|22|22|1|RAJAWAL_XIB'ALB'A
31|2|45|26|26|1|KIK'
31|2|45|33|33|1|AJMAK
31|2|45|33|33|2|AJLAB'AL
31|2|45|33|33|3|AJB'IS
31|2|45|34|34|1|AJMOKEN
31|2|45|37|37|1|KIK'
31|2|45|38|38|1|RAJAWAL_XIB'ALB'A
31|2|45|45|45|1|AJTZA
31|2|45|46|46|1|AJTUKUR
32|1|45|2|2|1|AJMUQULIK_K'U'X
32|1|45|2|2|2|AJMOX_WACH
32|1|45|3|3|1|AJLATZAB'
32|1|45|7|7|1|JUNAJPU
32|1|45|7|7|2|XB'ALAMQ'E
32|1|45|9|9|1|IXMUKANE
32|1|45|9|9|2|AJ
32|1|45|13|13|1|AJ
32|1|45|14|14|1|POM
32|1|45|14|14|2|IXMUKANE
32|1|45|15|15|1|AJ
32|1|45|15|15|2|KA'IB'_K'AJOLAB'
32|1|45|16|16|1|IXMUKANE
32|1|45|17|17|1|AJ
32|1|45|19|19|1|IXMUKANE
32|1|45|25|25|1|AJ
32|1|45|27|27|1|AJ
32|1|45|28|28|1|AJ
32|1|45|29|29|1|AJ
32|1|45|31|31|1|IXMUKANE
32|1|45|33|33|1|AJ
32|1|45|33|33|2|JUNAJPU
32|1|45|33|33|3|XB'ALAMQ'E
32|1|45|34|34|1|IXMUKANE
32|1|45|36|36|1|JUN_JUNAJPU
32|1|45|36|36|2|JUN_JUNAJPU
32|1|45|36|36|3|XB'ALAMQ'E
32|1|45|38|38|1|RAJAWAL_XIB'ALB'A
32|1|45|39|39|1|JUN_JUNAJPU
32|1|45|39|39|2|KA'IB'_K'AJOLAB'
32|1|45|39|39|3|RAJAWAL_XIB'ALB'A
32|1|46|41|41|1|JUN_JUNAJPU
32|1|46|42|42|1|JUN_JUNAJPU
32|1|46|43|43|1|PUSB'AL_CHAAJ
32|2|46|1|1|1|JUN_JUNAJPU
32|2|46|3|3|1|JUN_JUNAJPU
32|2|46|4|4|1|PUSB'AL_CHAAJ
32|2|46|6|6|1|KA'IB'_K'AJOLAB'
32|2|46|11|11|1|JUN_JUNAJPU
32|2|46|15|15|1|RAJAWAL_XIB'ALB'A
32|2|46|20|20|1|MOTZ
32|2|46|21|21|1|SIPAKNA
32|2|47|27|27|1|TZ'AQOL
32|2|47|28|28|1|B'ITOL
32|2|47|28|28|2|TEPEW_Q'UKUMATZ
32|2|48|43|43|1|PAXIL
32|2|48|43|43|2|K'AYALA'
32|2|48|44|44|1|JAL
32|2|49|46|46|1|WA
32|2|49|46|46|2|YAK
32|2|49|46|46|3|UTIW
32|2|49|47|47|1|K'EL
32|2|49|47|47|2|JOJ
33|1|49|1|1|1|JAL
33|1|49|2|2|1|PAXIL
33|1|49|3|3|1|PAXIL
33|1|49|4|4|1|WA
33|1|49|7|7|1|JAL
33|1|49|10|10|1|JAL
33|1|49|10|10|2|PEQ
33|1|49|11|11|1|KAKAW
33|1|49|11|11|2|TULUL
33|1|49|11|11|3|K'AWEX
33|1|49|12|12|1|Q'INOM
33|1|49|12|12|2|TAPA'L
33|1|49|12|12|3|AJACHE'
33|1|49|12|12|4|KAB'
33|1|49|14|14|1|PAXIL
33|1|49|14|14|2|K'AYALA'
33|1|49|18|18|1|JAL
33|1|49|19|19|1|IXMUKANE
33|1|49|23|23|1|TEPEW_Q'UKUMATZ
33|1|49|25|25|1|XA_Q'ANA_JAL
33|1|50|33|33|1|B'ALAM_KI'TZE'
33|1|50|34|34|1|B'ALAM_AQ'AB'
33|1|50|34|34|2|MAJUK'UTAJ
33|1|50|35|35|1|IQ'I_B'ALAM
33|1|51|40|40|1|TZ'AQOL
33|1|51|40|40|2|B'ITOL
33|1|51|42|42|1|ALOM
33|1|51|42|42|2|K'AJOLOM
33|1|51|43|43|1|TEPEW_Q'UKUMATZ
33|2|51|12|12|1|XA_Q'ANA_JAL
33|2|51|18|18|1|PALO
33|2|51|20|20|1|B'ALAM_KI'TZE'
33|2|51|20|20|2|B'ALAM_AQ'AB'
33|2|51|20|20|3|MAJUK'UTAJ
33|2|51|20|20|4|IQ'I_B'ALAM
