doc_id,0,1,2,3,4,5
0,1.364316070070811e-28,8.147146193476154e-21,0.41550559947936494,3.3041937589896305e-09,4.01371981272546e-31,7.790883967879197e-34
1,8.689395482670015e-19,1.8647915596276456e-18,0.4395549369229594,2.4677847584038626e-25,3.789973108671646e-21,6.577706567279776e-26
2,5.98670046191381e-19,5.16943504811338e-31,0.43124021811997665,2.011275497837776e-38,3.872585708864572e-22,9.291795307147516e-17
3,1.8683401632079199e-25,2.667225649805312e-26,0.43615443873894155,2.01497068811694e-27,9.979848962962254e-14,4.0862682586414353e-19
4,2.1108343210266156e-18,1.8930712218024045e-12,0.07071666806585185,2.026508111834396e-16,0.3259845066678383,4.000261141338195e-24
5,1.4573319873832728e-21,9.4650295328005e-21,8.564426056143192e-16,2.6097202334430166e-16,0.4168607217338691,5.050857656643278e-27
6,0.056601823061858195,2.7609455981234905e-21,3.239421245988245e-26,7.518296612635815e-21,0.34440589700379115,3.372172832523859e-05
7,2.676302102042085e-17,3.468629240561326e-36,1.2418435149896097e-22,1.282141012314113e-28,0.4481296712530578,8.807028960007284e-21
8,2.724114264921561e-10,5.413865490958927e-31,7.345361904162092e-32,6.617998214362948e-30,0.40576459820779026,1.9882613940754556e-15
9,1.421451415168593e-09,3.96246387805603e-24,3.5575372762264165e-28,4.2212888349822884e-26,0.40811522882015433,1.8807234757293396e-13
10,3.1748746356285597e-21,5.564396094126633e-22,1.1650736750166621e-14,4.2213536499973074e-32,0.45413662286536705,3.258933332680083e-17
11,1.683493825054115e-10,3.5263192277644825e-23,0.1288681271199518,6.478931140508999e-18,0.2484527774155338,0.07773247257833557
12,0.3130852406565705,7.682580403313202e-26,7.022870539243567e-06,1.4225233075971498e-08,6.827122812353949e-11,0.05824405659475921
13,0.3663225978717919,6.950644502402613e-27,1.3216175911075755e-10,6.405038732972549e-19,6.737331802110561e-07,0.02320686435631106
14,0.3372491174493767,1.723339096767913e-11,1.4373869676025943e-11,5.964544171918313e-14,1.6500723390814604e-11,7.259315540725459e-19
15,0.2095712000298055,1.251481982596215e-13,2.200580838122836e-11,3.0209067228080084e-09,0.1508999652308124,1.7467840593643693e-08
16,0.25218276212448143,3.2366720054220516e-07,0.05254648210879412,5.0612706691737176e-08,0.12449794931419048,6.043442695774352e-08
17,0.02881928415861218,2.0388496417376218e-29,2.0490117386952203e-15,7.811203292556311e-14,1.992108283363253e-06,0.42688268969626914
18,1.751065924505779e-17,4.16558625681027e-28,1.508380591090963e-24,7.303916154796094e-30,1.0424547150806008e-19,0.45404613498450985
19,1.6167272739876707e-08,1.1356439350137097e-15,6.460706134730506e-17,2.8788372441650877e-12,1.84187357114125e-08,0.5009681227696794
20,3.3353061141741823e-18,1.2746458089525659e-27,6.408980732008572e-13,2.946834556490841e-24,5.3710753924304014e-21,0.4394787431991202
21,2.1090082091916008e-16,1.090571721752805e-05,2.1866824828972292e-20,5.0805995652228525e-11,2.472440586126971e-16,0.45396952483492714
22,4.164760015427352e-05,1.691681065785159e-22,1.8448892998445592e-17,5.238276822508404e-28,9.502676062401931e-06,0.5207214481074537
23,0.16561520567304974,2.718441203312269e-29,2.0570733975493808e-25,2.3656426407272957e-15,3.506382957179927e-13,0.24311730509767138
24,0.30079723700580313,1.1232864757974879e-21,2.2355348715038855e-09,6.427881510535342e-14,1.2050824196247895e-06,0.14694247198672916
25,0.2676726286393706,5.971020280679984e-28,4.102669827536869e-21,5.0784107808461194e-23,7.426642796007021e-16,2.750878461777289e-14
26,0.3923151855094725,6.127918797031241e-21,5.2006321376167304e-27,3.405734803070292e-21,2.0491572914815814e-08,7.773941489463322e-17
