seq_id|ana_id
1436|xib'alb'a
1437|q'equma_ja
1438|usamajel_xib'alb'a
1439|jun_kame'
1440|jun_kame'
1441|jun_kame'
1442|usamajel_xib'alb'a
1443|rajawal_xib'alb'a
1444|rajawal_xib'alb'a
1445|ka'ib'_k'ajolab'
1446|jun_kame'
1447|wuqub'_kame'
1448|ka'ib'_k'ajolab'
1449|rajawal_xib'alb'a
1450|chaaj
1451|ka'ib'_k'ajolab'
1452|rajawal_xib'alb'a
1453|kik'
1454|rajawal_xib'alb'a
1455|ka'ib'_k'ajolab'
1456|rajawal_xib'alb'a
1457|ka'ib'_k'ajolab'
1458|rajawal_xib'alb'a
1459|ka'ib'_k'ajolab'
1460|rajawal_xib'alb'a
1461|junajpu
1462|rajawal_xib'alb'a
1463|b'ate
1464|junajpu
1465|rajawal_xib'alb'a
1466|kik'
1467|chaaj
1468|junajpu
1469|xb'alamq'e
1470|usamajel_xib'alb'a
1471|ka'ib'_k'ajolab'
1472|ka'ib'_k'ajolab'
1473|xib'alb'a
1474|ka'ib'_k'ajolab'
1475|ka'ib'_k'ajolab'
1476|chaaj
1477|ka'ib'_k'ajolab'
1478|kik'
1479|chaaj
1480|rajawal_xib'alb'a
1481|ka'ib'_k'ajolab'
1482|kotz'i'j
1483|rajawal_xib'alb'a
1484|kotz'i'j
1485|ka'ib'_k'ajolab'
1486|xib'alb'a
1487|kotz'i'j
1488|kotz'i'j
1489|rajawal_xib'alb'a
1490|ka'ib'_k'ajolab'
1491|ka'ib'_k'ajolab'
1492|ka'ib'_k'ajolab'
1493|rajawal_xib'alb'a
1494|rajawal_xib'alb'a
1495|kotz'i'j
1496|kotz'i'j
1497|ka'ib'_k'ajolab'
1498|junajpu
1499|xb'alamq'e
1500|rajawal_xib'alb'a
1501|chaaj
1502|ka'ib'_k'ajolab'
1503|chayim_ja
1504|rajawal_xib'alb'a
1505|chayim_ja
1506|sanik
1507|sanik
1508|sanik
1509|kotz'i'j
1510|rajawal_xib'alb'a
1511|sanik
1512|kotz'i'j
1513|jun_kame'
1514|wuqub'_kame'
1515|kotz'i'j
1516|rajawal_xib'alb'a
1517|kotz'i'j
1518|ka'ib'_k'ajolab'
1519|xpurpuweq
1520|xpurpuweq
1521|pujuyu'
1522|pujuyu'
1523|pujuyu'
1524|jun_kame'
1525|wuqub'_kame'
1526|sanik
1527|kotz'i'j
1528|kotz'i'j
1529|kotz'i'j
1530|kotz'i'j
1531|kotz'i'j
1532|usamajel_xib'alb'a
1533|rajawal_xib'alb'a
1534|ka'ib'_k'ajolab'
1535|kotz'i'j
1536|rajawal_xib'alb'a
1537|rajawal_xib'alb'a
1538|kotz'i'j
1539|rajawal_xib'alb'a
1540|sanik
1541|ka'ib'_k'ajolab'
1542|sanik
1543|rajawal_xib'alb'a
1544|kotz'i'j
1545|kotz'i'j
1546|kotz'i'j
1547|kotz'i'j
1548|rajawal_xib'alb'a
1549|jun_kame'
1550|wuqub'_kame'
1551|junajpu
1552|xb'alamq'e
1553|xpurpuweq
1554|chaaj
1555|chaaj
1556|chaaj
1557|rajawal_xib'alb'a
1558|ka'ib'_k'ajolab'
1559|xuxulum_ja
1560|ka'ib'_k'ajolab'
1561|rajawal_xib'alb'a
1562|rajawal_xib'alb'a
1563|ka'ib'_k'ajolab'
1564|junajpu
1565|xb'alamq'e
1566|b'alam_ja
1567|b'alam
1568|b'alam_ja
1569|b'alam
1570|b'alam_ja
1571|rajawal_xib'alb'a
1572|ja_chi_q'aq''
1573|rajawal_xib'alb'a
1574|sotz'i_ja
1575|sotz
1576|sotz
1577|wub
1578|sotz'i_ja
1579|sotz
1580|wub
1581|sotz
1582|sotz
1583|wub
1584|xb'alamq'e
1585|junajpu
1586|wub
1587|sotz
1588|junajpu
1589|xb'alamq'e
1590|junajpu
1591|junajpu
1592|xb'alamq'e
1593|jom
1594|jun_kame'
1595|wuqub'_kame'
1596|rajawal_xib'alb'a
1597|junajpu
1598|sis
1599|aq
1600|xb'alamq'e
1601|sis
1602|q'oq
1603|junajpu
1604|uk'u'x_kaj
1605|jun_raqan
1606|sotz'i_ja
1607|xpiyakok
1608|wuch'
1609|xpiyakok
1610|xpiyakok
1611|wuch'
1612|junajpu
1613|junajpu
1614|junajpu
1615|chaaj
1616|xb'alamq'e
1617|umul
1618|jom
1619|umul
1620|xb'alamq'e
1621|umul
1622|chaaj
1623|junajpu
1624|jom
1625|junajpu
1626|kik'
1627|kik'
1628|rajawal_xib'alb'a
1629|xb'alamq'e
1630|kik'
1631|b'ate
1632|jom
1633|umul
1634|rajawal_xib'alb'a
1635|umul
1636|rajawal_xib'alb'a
1637|junajpu
1638|q'oq
1639|xb'alamq'e
1640|q'oq
1641|jom
1642|junajpu
1643|kik'
1644|xib'alb'a
1645|kik'
1646|kik'
1647|rajawal_xib'alb'a
1648|chaaj
1649|chaaj
1650|q'oq
1651|xb'alamq'e
1652|q'oq
1653|jom
1654|sakil
1655|rajawal_xib'alb'a
1656|rajawal_xib'alb'a
1657|junajpu
1658|xb'alamq'e
1659|junajpu
1660|xb'alamq'e
1661|xib'alb'a
1662|xib'alb'a
1663|xulu
1664|pak'am
1665|rajawal_xib'alb'a
1666|rajawal_xib'alb'a
1667|xulu
1668|pak'am
1669|jal
1670|junajpu
1671|xb'alamq'e
1672|rajawal_xib'alb'a
1673|usamajel_xib'alb'a
1674|usamajel_xib'alb'a
1675|jun_kame'
1676|wuqub'_kame'
1677|ka'ib'_k'ajolab'
1678|rajawal_xib'alb'a
1679|ka'ib'_k'ajolab'
1680|ka'ib'_k'ajolab'
1681|jun_kame'
1682|rajawal_xib'alb'a
1683|rajawal_xib'alb'a
1684|xulu
1685|pak'am
1686|rajawal_xib'alb'a
1687|ka'ib'_k'ajolab'
1688|kar
1689|rajawal_xib'alb'a
1690|ka'ib'_k'ajolab'
1691|rajawal_xib'alb'a
1692|xajoj_pujuy
1693|xajoj_kux
1694|ib'oy
1695|xtzul
1696|ch'itik
1697|rajawal_xib'alb'a
1698|rajawal_xib'alb'a
1699|rajawal_xib'alb'a
1700|jun_kame'_wuqub'_kame'
1701|jun_kame'
1702|wuqub'_kame'
1703|ka'ib'_k'ajolab'
1704|rajawal_xib'alb'a
1705|usamajel_xib'alb'a
1706|rajawal_xib'alb'a
1707|usamajel_xib'alb'a
1708|rajawal_xib'alb'a
1709|xib'alb'a
1710|ka'ib'_k'ajolab'
1711|ka'ib'_k'ajolab'
1712|rajawal_xib'alb'a
1713|usamajel_xib'alb'a
1714|junajpu
1715|xb'alamq'e
1716|usamajel_xib'alb'a
1717|jun_kame'
1718|rajawal_xib'alb'a
1719|ka'ib'_k'ajolab'
1720|ixkik'
1721|junajpu
1722|jun_kame'_wuqub'_kame'
1723|ixkik'
1724|junajpu
1725|jun_kame'_wuqub'_kame'
1726|ka'ib'_k'ajolab'
1727|rajawal_xib'alb'a
1728|xajoj_kux
1729|xajoj_pujuy
1730|ib'oy
1731|jun_kame'_wuqub'_kame'
1732|jun_kame'_wuqub'_kame'
1733|jun_kame'_wuqub'_kame
1734|rajawal_xib'alb'a
1735|jun_kame'
1736|rajawal_xib'alb'a
1737|jun_kame'_wuqub'_kame
1738|jun_kame'_wuqub'_kame
1739|jun_kame'
1740|wuqub'_kame'
1741|jun_kame'_wuqub'_kame
1742|jun_kame'_wuqub'_kame
1743|junajpu
1744|xb'alamq'e
1745|rajawal_xib'alb'a
1746|xb'alamq'e
1747|jun_kame'_wuqub'_kame
1748|jun_kame'
1749|wuqub'_kame'
1750|rajawal_xib'alb'a
1751|junajpu
1752|xb'alamq'e
1753|jun_kame'
1754|wuqub'_kame'
1755|jun_kame'
1756|wuqub'_kame'
1757|junajpu
1758|xb'alamq'e
1759|rajawal_xib'alb'a
1760|rajawal_xib'alb'a
1761|jun_kame'
1762|jun_kame'
1763|rajawal_xib'alb'a
1764|jun_kame'
1765|wuqub'_kame'
1766|rajawal_xib'alb'a
1767|rajawal_xib'alb'a
1768|jun_kame'_wuqub'_kame
1769|jun_kame'_wuqub'_kame
1770|sanik
1771|rajawal_xib'alb'a
1772|rajawal_xib'alb'a
1773|jun_junajpu
1774|junajpu
1775|xb'alamq'e
1776|jun_junajpu
1777|wuqub'_junajpu
1778|jun_junajpu
1779|rajawal_xib'alb'a
1780|junajpu
1781|xb'alamq'e
1782|jun_junajpu
1783|pusb'al_chaaj
1784|rajawal_xib'alb'a
1785|ajmak
1786|ajlab'al
1787|ajb'is
1788|ajmoken
1789|kik'
1790|rajawal_xib'alb'a
1791|ajtza
1792|ajtukur
1793|ajmuqulik_k'u'x
1794|ajmox_wach
1795|ajlatzab'
1796|junajpu
1797|xb'alamq'e
1798|ixmukane
1799|aj
1800|aj
1801|aj
1802|ixmukane
1803|pom
1804|ixmukane
1805|aj
1806|ixmukane
1807|aj
1808|aj
1809|aj
1810|ixmukane
1811|junajpu
1812|xb'alamq'e
1813|ixmukane
1814|jun_junajpu
1815|jun_junajpu
1816|wuqub'_junajpu
1817|jun_junajpu
1818|xib'alb'a
1819|jun_junajpu
1820|rajawal_xib'alb'a
1821|jun_junajpu
1822|wuqub'_junajpu
1823|pusb'al_chaaj
1824|jun_junajpu
1825|pusb'al_chaaj
1826|jun_junajpu
1827|rajawal_xib'alb'a
1828|motz
1829|sipakna
1830|alom
1831|k'ajolom
1832|tz'aqol
1833|b'itol
1834|tepew_q'ukumatz
1835|tz'aqol
1836|b'itol
1837|paxil
1838|k'ayala'
1839|jal
1840|jal
1841|yak
1842|utiw
1843|k'el
1844|joj
1845|jal
1846|jal
1847|paxil
1848|paxil
1849|alom
1850|k'ajolom
1851|jal
1852|jal
1853|jal
1854|peq
1855|kakaw
1856|tulul
1857|k'awex
1858|q'inom
1859|tapa'l
1860|ajache'
1861|kab'
1862|paxil
1863|k'ayala'
1864|jal
1865|jal
1866|ixmukane
1867|alom
1868|k'ajolom
1869|tepew_q'ukumatz
1870|ixmukane
1871|xpiyakok
1872|xa_q'ana_jal
1873|xa_q'ana_jal
1874|xa_q'ana_jal
1875|b'alam_ki'tze'
1876|b'alam_aq'ab'
1877|majuk'utaj
1878|iq'i_b'alam
1879|xa_q'ana_jal
1880|xa_q'ana_jal
1881|tz'aqol
1882|b'itol
1883|alom
1884|k'ajolom
1885|tz'aqol
1886|b'itol
1887|alom
1888|k'ajolom
1889|tepew_q'ukumatz
1890|pam_kaj_upam_ulew
1891|palo
1892|b'alam_ki'tze'
1893|b'alam_aq'ab'
1894|majuk'utaj
1895|iq'i_b'alam
1896|tz'aqol
1897|b'itol
1898|tz'aqol
1899|b'itol
1900|ixmukane
1901|xpiyakok
1902|pam_kaj_upam_ulew
1903|tz'aqol
1904|b'itol
1905|alom
1906|k'ajolom
1907|uk'u'x_kaj
1908|jun_raqan
1909|ch'ipi_kaqulja
1910|raxa_kaqulja
1911|tepew_q'ukumatz
1912|alom
1913|k'ajolom
1914|xpiyakok
1915|ixmukane
1916|tz'aqol
1917|b'itol
1918|uk'u'x_kaj
1919|xa_q'ana_jal
1920|xa_q'ana_jal
1921|xa_q'ana_jal
1922|uk'u'x_kaj
1923|uk'u'x_ulew
1924|ixoq_ajawab'
1925|ixoq_ajawab'
1926|ixoq_ajawab'
1927|b'alam_ki'tze'
1928|b'alam_aq'ab'
1929|majuk'utaj
1930|iq'i_b'alam
1931|ixoq_ajawab'
1932|ixoq_ajawab'
1933|ixoq_ajawab'
1934|ixoq_ajawab'
1935|kaqa_palo_ja'
1936|b'alam_ki'tze'
1937|chomi_ja'
1938|b'alam_aq'ab'
1939|tz'ununi_ja'
1940|majuk'utaj
1941|kak'ixa_ja'
1942|iq'i_b'alam
1943|ixoq_ajawab'
1944|ixoq_ajawab'
1945|tinamit_k'iche'
1946|ixoq_ajawab'
1947|tinamit_k'iche'
1948|tepew_oloman
1949|k'ojaj
1950|k'enech_ajaw
1951|tamub'
1952|ilokab'
1953|b'alam_ki'tze'
1954|kaweq
1955|b'alam_aq'ab'
1956|nija'ib
1957|majuk'utaj
1958|ajaw_k'iche'
1959|tamub'
1960|ilokab'
1961|rab'inaleb'
1962|kaqchikeleb'
1963|ajtz'ikina_ja
1964|saqajib'
1965|lamakib'
1966|kumatz_amaq'
1967|tujal_ja
1968|uch'ab'aja
1969|ajch'umila_ja
1970|ajkib'a_ja
1971|ajba'tena_ja
1972|akul_winaq
1973|b'alam_ja
1974|kanchajeleb'
1975|b'alam_ kolob'
1976|tz'aqol
1977|b'itol
1978|uk'u'x_kaj
1979|uk'u'x_ulew
1980|tz'aqol
1981|b'itol
1982|uk'u'x_kaj
1983|uk'u'x_ulew
1984|jun_raqan
1985|ch'ipi_kaqulja
1986|raxa_kaqulja
1987|ch'ipi_nanawak
1988|raxa_nanawak
1989|wok
1990|junajpu
1991|tepew_q'ukumatz
1992|alom
1993|k'ajolom
1994|xpiyakok
1995|ixmukane
1996|ixmukane
1997|ixmukane
1998|ik'oq'ij
1999|b'alam_ki'tze'
2000|b'alam_aq'ab'
2001|majuk'utaj
2002|iq'i_b'alam
2003|ixoq_ajawab'
2004|xa_q'ana_jal
2005|yaki
2006|b'alam_ki'tze'
2007|b'alam_aq'ab'
2008|majuk'utaj
2009|iq'i_b'alam
2010|b'alam_ki'tze'
2011|b'alam_aq'ab'
2012|majuk'utaj
2013|iq'i_b'alam
2014|tamub'
2015|ilokab'
2016|tulán
2017|suywa
2018|tulán
2019|b'alam_ki'tze'
2020|b'alam_aq'ab'
2021|majuk'utaj
2022|iq'i_b'alam
2023|tojil
2024|b'alam_ki'tze'
2025|awilix
2026|b'alam_aq'ab'
2027|jaqawitz
2028|majuk'utaj
2029|nikaqa_taqaj
2030|iq'i_b'alam
2031|tinamit_k'iche'
2032|tamub'
2033|tojil
2034|tamub'
2035|tamub'
2036|ilokab'
2037|tojil
2038|tojil
2039|tinamit_k'iche'
2040|tojil
2041|tamub'
2042|ilokab'
2043|tojil
2044|awilix
2045|jaqawitz
2046|rab'inaleb'
2047|kaqchikeleb'
2048|ajtz'ikina_ja
2049|yaki
2050|tulán
2051|tulán
2052|suywa
2053|tojil
2054|b'alam_ki'tze'
2055|b'alam_aq'ab'
2056|tojil
2057|tojil
2058|tojil
2059|b'alam_ki'tze'
2060|b'alam_aq'ab'
2061|tojil
2062|tojil
2063|tojil
2064|b'aq
2065|b'alam_ki'tze'
2066|b'alam_aq'ab'
2067|majuk'utaj
2068|iq'i_b'alam
2069|b'alam_ki'tze'
2070|b'alam_aq'ab'
2071|majuk'utaj
2072|iq'i_b'alam
2073|b'alam_ki'tze'
2074|b'alam_aq'ab'
2075|majuk'utaj
2076|iq'i_b'alam
2077|tulán
2078|jun_winaq
2079|b'alam_ki'tze'
2080|b'alam_aq'ab'
2081|majuk'utaj
2082|iq'i_b'alam
2083|jun_winaq
2084|tz'aqol
2085|b'itol
2086|tojil
2087|tojil
2088|jun_winaq
2089|sotz
2090|jun_winaq
2091|tz'aqol
2092|b'itol
2093|jun_winaq
2094|tojil
2095|awilix
2096|jaqawitz
2097|jun_winaq
2098|b'alam_ki'tze'
2099|b'alam_aq'ab'
2100|majuk'utaj
2101|iq'i_b'alam
2102|b'alam_ki'tze'
2103|b'alam_aq'ab'
2104|majuk'utaj
2105|iq'i_b'alam
2106|b'alam_ki'tze'
2107|b'alam_aq'ab'
2108|tojil
2109|tojil
2110|tojil
2111|b'alam_ki'tze'
2112|b'alam_aq'ab'
2113|majuk'utaj
2114|iq'i_b'alam
2115|tojil
2116|b'alam_ki'tze'
2117|b'alam_aq'ab'
2118|majuk'utaj
2119|iq'i_b'alam
2120|tojil
2121|tojil
2122|sotz'i_ja
2123|chamalkan
2124|kaqchikeleb'
2125|sotz
2126|kaqchikeleb'
2127|tojil
2128|tojil
2129|b'alam_ki'tze'
2130|b'alam_aq'ab'
2131|majuk'utaj
2132|iq'i_b'alam
2133|tulán
2134|suywa
2135|ik'oq'ij
2136|ik'oq'ij
2137|tulán
2138|suywa
2139|tojil
2140|tulán
2141|tojil
2142|b'alam_ki'tze'
2143|b'alam_aq'ab'
2144|majuk'utaj
2145|iq'i_b'alam
2146|tulán
2147|tulán
2148|nim_xo'l
2149|tinamit_k'iche'
2150|chi_pixab'
2151|tinamit_k'iche'
2152|tamub'
2153|tamub'
2154|ilokab'
2155|ilokab'
2156|oxib_ri_nim_ja
2157|kaqchikeleb'
2158|kaqchikeleb'
2159|rab'inaleb'
2160|ajtz'ikina_ja
2161|palo
2162|palo
2163|cholochik_ab'aj
2164|b'oqotajinaq_sanayeb'
2165|palo
2166|ixim
2167|chi_pixab'
2168|tojil
2169|awilix
2170|jaqawitz
2171|b'alam_ki'tze'
2172|kaqa_palo_ja'
2173|b'alam_aq'ab'
2174|chomi_ja'
2175|majuk'utaj
2176|tz'ununi_ja'
2177|iq'i_b'alam
2178|kak'ixa_ja'
2179|chi_pixab'
2180|tojil
2181|awilix
2182|jaqawitz
2183|b'alam_ki'tze'
2184|b'alam_aq'ab'
2185|majuk'utaj
2186|iq'i_b'alam
2187|xa_q'ana_jal
2188|xa_q'ana_jal
2189|awilix
2190|ewab'al_siwan
2191|pa_awilix
2192|b'alam_aq'ab'
2193|jaqawitz
2194|jaqawitz_juyub'
2195|jaqawitz
2196|majuk'utaj
2197|jaqawitz
2198|jaqawitz
2199|b'alam_ki'tze'
2200|tojil
2201|b'alam_ki'tze'
2202|pa_tojil
2203|kunab'al_tojil
2204|kumatz
2205|b'alam
2206|sochoj
2207|k'anti'
2208|xa_q'ana_jal
2209|xa_q'ana_jal
2210|b'alam_ki'tze'
2211|b'alam_aq'ab'
2212|majuk'utaj
2213|iq'i_b'alam
2214|jaqawitz_juyub'
2215|tamub'
2216|ilokab'
2217|amaq'_tam
2218|tamub'
2219|amaq'_uq'in_k'at
2220|ilokab'
2221|ilokab'
2222|rab'inaleb'
2223|kaqchikeleb'
2224|ajtz'ikina_ja
2225|ik'oq'ij
2226|b'alam_ki'tze'
2227|b'alam_aq'ab'
2228|majuk'utaj
2229|iq'i_b'alam
2230|mak_ek'
2231|tojil
2232|awilix
2233|jaqawitz
2234|b'alam_ki'tze'
2235|b'alam_aq'ab'
2236|majuk'utaj
2237|iq'i_b'alam
2238|tulán
2239|suywa
2240|pa_tojil
2241|pa_awilix
2242|jaqawitz_juyub'
2243|xa_q'ana_jal
2244|xa_q'ana_jal
2245|b'alam_ki'tze'
2246|b'alam_aq'ab'
2247|majuk'utaj
2248|iq'i_b'alam
2249|ik'oq'ij
2250|pom
2251|pom
2252|pom
2253|b'alam_ki'tze'
2254|pom
2255|pom
2256|b'alam_aq'ab'
2257|pom
2258|majuk'utaj
2259|pom
2260|pom
2261|pom
2262|koj
2263|b'alam
2264|tz'ikin
2265|k'eletzu
2266|k'otal
2267|saq_k'uch
2268|tz'ikin
2269|tz'ikin
2270|xa_q'ana_jal
2271|xa_q'ana_jal
2272|xa_q'ana_jal
2273|xa_q'ana_jal
2274|tamub'
2275|ilokab'
2276|rab'inaleb'
2277|kaqchikeleb'
2278|ajtz'ikina_ja
2279|tujal_ja
2280|uch'ab'aja
2281|ajkib'a_ja
2282|ajbatenaja
2283|yaki_tepew
2284|tojil
2285|awilix
2286|jaqawitz
2287|koj
2288|b'alam
2289|sochoj
2290|k'anti'
2291|saqi_k'oxol
2292|koj
2293|b'alam
2294|sochoj
2295|k'anti'
2296|saqi_k'oxol
2297|b'alam_ki'tze'
2298|b'alam_aq'ab'
2299|majuk'utaj
2300|iq'i_b'alam
2301|jaqawitz_juyub'
2302|b'alam_ki'tze'
2303|b'alam_aq'ab'
2304|majuk'utaj
2305|iq'i_b'alam
2306|qamuku
2307|tulán
2308|xa_q'ana_jal
2309|xa_q'ana_jal
2310|yaki
2311|tojil
2312|yaki
2313|yolkwat_kitzalkwat
2314|tulán
2315|suywa
2316|yaki
2317|mexico
2318|tepew_oloman
2319|jaqawitz_juyub'
2320|tamub'
2321|ilokab'
2322|amaq'_tam
2323|xa_q'ana_jal
2324|xa_q'ana_jal
2325|tamub'
2326|tojil
2327|tinamit_k'iche'
2328|rab'inaleb'
2329|jun_toj
2330|rab'inaleb'
2331|tinamit_k'iche'
2332|kaqchikeleb'
2333|tulán
2334|suywa
2335|sojtzi_ja_chimalkan
2336|ajpop_sotz'il
2337|ajpop_xajil
2338|tulán
2339|tulán
2340|b'alam_ki'tze'
2341|b'alam_aq'ab'
2342|majuk'utaj
2343|iq'i_b'alam
2344|tojil
2345|awilix
2346|jaqawitz
2347|mak_ek'
2348|tojil
2349|tojil
2350|awilix
2351|xa_q'ana_jal
2352|xa_q'ana_jal
2353|tojil
2354|q'ol
2355|noj
2356|puch_iya
2357|tojil
2358|xa_q'ana_jal
2359|xa_q'ana_jal
2360|k'im
2361|torob
2362|kej
2363|tz'ikin
2364|kik'
2365|kej
2366|kej
2367|tojil
2368|kej
2369|kik'
2370|tojil
2371|awilix
2372|jaqawitz
2373|tz'ikin
2374|kej
2375|xa_q'ana_jal
2376|xa_q'ana_jal
2377|tz'ikin
2378|kej
2379|kik'
2380|kej
2381|tz'ikin
2382|tojil
2383|awilix
2384|kik'
2385|xa_q'ana_jal
2386|xa_q'ana_jal
2387|kej
2388|q'ol
2389|puch_iya
2390|jolom_okox
2391|kej
2392|wonon
2393|sita'l
2394|aqaj
2395|wa
2396|ixoq_ajawab'
2397|b'alam_ki'tze'
2398|b'alam_aq'ab'
2399|majuk'utaj
2400|iq'i_b'alam
2401|utiw
2402|yak
2403|koj
2404|b'alam
2405|utiw
2406|yak
2407|koj
2408|b'alam
2409|koj
2410|b'alam
2411|ixoq_ajawab'
2412|wonon
2413|sita'l
2414|aqaj
2415|ixoq_ajawab'
2416|tojil
2417|awilix
2418|jaqawitz
2419|tojil
2420|awilix
2421|jaqawitz
2422|kik'
2423|kej
2424|tz'ikin
2425|tojil
2426|awilix
2427|jaqawitz
2428|tojil
2429|awilix
2430|jaqawitz
2431|kik'
2432|kik'
2433|xa_q'ana_jal
2434|xa_q'ana_jal
2435|tulán
2436|silisib'
2437|kik'
2438|kik'
2439|tojil
2440|awilix
2441|jaqawitz
2442|b'alam_ki'tze'
2443|b'alam_aq'ab'
2444|majuk'utaj
2445|iq'i_b'alam
2446|tojil
2447|awilix
2448|kik'
2449|b'alam
2450|b'alam
2451|tojil
2452|awilix
2453|kej
2454|b'alam
2455|tojil
2456|awilix
2457|jaqawitz
2458|tojil
2459|awilix
2460|jaqawitz
2461|tojil
2462|awilix
2463|jaqawitz
2464|chi_ratinib'al_tojil
2465|b'alam_ki'tze'
2466|b'alam_aq'ab'
2467|majuk'utaj
2468|iq'i_b'alam
2469|tojil
2470|awilix
2471|jaqawitz
2472|kaweq
2473|tojil
2474|awilix
2475|jaqawitz
2476|tojil
2477|kaweq
2478|chi_ratinib'al_tojil
2479|tojil
2480|awilix
2481|jaqawitz
2482|ixtaj_ixpuch'
2483|ixtaj_ixpuch'
2484|ixtaj_ixpuch'
2485|ixtaj_ixpuch'
2486|ixtaj_ixpuch'
2487|ixtaj_ixpuch'
2488|ixtaj_ixpuch'
2489|ixtaj_ixpuch'
2490|ixtaj_ixpuch'
2491|xa_q'ana_jal
2492|ixtaj_ixpuch'
2493|ixtaj
2494|ixpuch'
2495|ixtaj
2496|ixpuch'
2497|chi_ratinib'al_tojil
2498|awilix
2499|jaqawitz
2500|chi_ratinib'al_tojil
2501|xa_q'ana_jal
2502|ixtaj_ixpuch'
2503|tojil
2504|awilix
2505|jaqawitz
2506|ixtaj_ixpuch'
2507|ixtaj_ixpuch'
2508|tojil
2509|tojil
2510|ixtaj_ixpuch'
2511|ixtaj_ixpuch'
2512|xa_q'ana_jal
2513|tojil
2514|xa_q'ana_jal
2515|ixtaj_ixpuch'
2516|ixtaj_ixpuch'
2517|tojil
2518|tojil
2519|awilix
2520|jaqawitz
2521|ixtaj
2522|ixpuch'
2523|ixtaj_ixpuch'
2524|xa_q'ana_jal
2525|xa_q'ana_jal
2526|b'alam_ki'tze'
2527|b'alam_aq'ab'
2528|majuk'utaj
2529|iq'i_b'alam
2530|ixtaj_ixpuch'
2531|b'alam_ki'tze'
2532|b'alam_aq'ab'
2533|majuk'utaj
2534|b'alam_ki'tze'
2535|b'alam
2536|b'alam_aq'ab'
2537|k'otal
2538|majuk'utaj
2539|wonon
2540|sita'l
2541|ixtaj
2542|ixpuch'
2543|b'alam_ki'tze'
2544|b'alam_aq'ab'
2545|majuk'utaj
2546|tojil
2547|ixtaj_ixpuch'
2548|ixtaj_ixpuch'
2549|tojil
2550|ixtaj
2551|ixpuch'
2552|ixtaj_ixpuch'
2553|b'alam
2554|k'otal
2555|wonon
2556|sita'l
2557|b'alam
2558|tojil
2559|awilix
2560|k'otal
2561|awilix
2562|jaqawitz
2563|wonon
2564|sita'l
2565|wonon
2566|sita'l
2567|jaqawitz
2568|majuk'utaj
2569|ixtaj_ixpuch
2570|ixtaj
2571|ixpuch'
2572|ixtaj_ixpuch'
2573|ixtaj_ixpuch'
2574|tojil
2575|tojil
2576|ixtaj
2577|ixpuch'
2578|b'alam_ki'tze'
2579|b'alam_aq'ab'
2580|majuk'utaj
2581|b'alam_ki'tze'
2582|b'alam_aq'ab'
2583|majuk'utaj
2584|iq'i_b'alam
2585|jaqawitz_juyub'
2586|xa_q'ana_jal
2587|tojil
2588|tojil
2589|b'alam_ki'tze'
2590|b'alam_aq'ab'
2591|majuk'utaj
2592|b'alam_ki'tze'
2593|b'alam_aq'ab'
2594|majuk'utaj
2595|yachwach
2596|tinamit_k'iche'
2597|yachwach
2598|yachwach
2599|xa_q'ana_jal
2600|xa_q'ana_jal
2601|jaqawitz_juyub'
2602|b'alam_ki'tze'
2603|b'alam_aq'ab'
2604|majuk'utaj
2605|iq'i_b'alam
2606|balam_ki'tze
2607|b'alam_aq'ab'
2608|majuk'utaj
2609|iq'i_b'alam
2610|tojil
2611|tojil
2612|b'alam_ki'tze'
2613|b'alam_aq'ab'
2614|majuk'utaj
2615|iq'i_b'alam
2616|wonon
2617|sita'l
2618|q'oq
2619|wonon
2620|sita'l
2621|q'oq
2622|b'alam_ki'tze'
2623|b'alam_aq'ab'
2624|majuk'utaj
2625|jaqawitz_juyub'
2626|b'alam_ki'tze'
2627|b'alam_aq'ab'
2628|majuk'utaj
2629|iq'i_b'alam
2630|jaqawitz_juyub'
2631|ixoq_ajawab'
2632|xa_q'ana_jal
2633|xa_q'ana_jal
2634|ixoq_ajawab'
2635|jaqawitz_juyub'
2636|q'oq
2637|wonon
2638|sita'l
2639|q'oq
2640|wonon
2641|sita'l
2642|wonon
2643|sita'l
2644|jaqawitz_juyub'
2645|ikaj
2646|b'alam_ki'tze'
2647|b'alam_aq'ab'
2648|ixoq_ajawab'
2649|ixoq_ajawab'
2650|b'alam_ki'tze'
2651|b'alam_aq'ab'
2652|majuk'utaj
2653|ajpatan
2654|xa_q'ana_jal
2655|xa_q'ana_jal
2656|jaqawitz_juyub'
2657|jaqawitz_juyub'
2658|jaqawitz_juyub'
2659|b'alam_ki'tze'
2660|b'alam_aq'ab'
2661|makujutaj
2662|iq'i_b'alam
2663|b'alam_ki'tze'
2664|k'oka'ib
2665|k'oqawib_kqdos
2666|b'alam_ki'tze'
2667|b'alam_ki'tze'
2668|b'alam_ki'tze'
2669|kaweq
2670|b'alam_aq'ab'
2671|k'o'akul
2672|k'o'akutek
2673|b'alam_aq'ab'
2674|nija'ib
2675|majuk'utaj
2676|k'o'ajaw
2677|iq'i_b'alam
2678|xa_q'ana_jal
2679|xa_q'ana_jal
2680|qamuku
2681|ixoq_ajawab'
2682|ixoq_ajawab'
2683|kej
2684|b'alam_ki'tze'
2685|pisom_q'aq'al
2686|jaqawitz_juyub'
2687|ixoq_ajawab'
2688|pisom_q'aq'al
2689|xa_q'ana_jal
2690|xa_q'ana_jal
