seq_id|ana_id
1081|ka'ib'_k'ajolab'
1082|jun_batz'_jun_chowen
1083|junajpu
1084|xb'alamq'e
1085|ikaj
1086|mixkina
1087|wub
1088|ixmukane
1089|wa
1090|wa
1091|ixmukane
1092|ka'ib'_k'ajolab'
1093|ixmukane
1094|ab'ix
1095|mixkina
1096|mixkina
1097|mixkina
1098|ikaj
1099|ikaj
1100|mixkina
1101|mixkina
1102|xmukur
1103|junajpu
1104|xb'alamq'e
1105|ixmukane
1106|wa
1107|mixkina
1108|ikaj
1109|xmukur
1110|wub
1111|ab'ix
1112|xmukur
1113|mixkina
1114|ikaj
1115|ab'ix
1116|ixmukane
1117|wa
1118|ab'ix
1119|wa
1120|ixmukane
1121|ixmukane
1122|ab'ix
1123|koj
1124|b'alam
1125|kej
1126|umul
1127|yak
1128|utiw
1129|aq
1130|sis
1131|tz'ikin
1132|tz'ikin
1133|ab'ix
1134|ab'ix
1135|ixmukane
1136|ab'ix
1137|ixmukane
1138|ixmukane
1139|ixkik'
1140|koj
1141|b'alam
1142|kej
1143|umul
1144|kej
1145|kej
1146|umul
1147|yak
1148|utiw
1149|aq
1150|sis
1151|junajpu
1152|xb'alamq'e
1153|ch'o
1154|ch'o
1155|ka'ib'_k'ajolab'
1156|junajpu
1157|xb'alamq'e
1158|ab'ix
1159|ch'o
1160|ka'ib'_k'ajolab'
1161|ch'o
1162|ch'o
1163|jun_junajpu
1164|jun_junajpu
1165|wuqub'_junajpu
1166|xib'alb'a
1167|b'ate
1168|pachq'ab'
1169|kik'
1170|ixmukane
1171|jun_junajpu
1172|ka'ib'_k'ajolab'
1173|ch'o
1174|kik'
1175|ch'o
1176|ch'o
1177|ixim
1178|sakil
1179|ik
1180|kinaq'
1181|peq
1182|kakaw
1183|junajpu
1184|xb'alamq'e
1185|ka'ib'_k'ajolab'
1186|ixmukane
1187|ixmukane
1188|ch'o
1189|junajpu
1190|xb'alamq'e
1191|ch'o
1192|ch'o
1193|wa
1194|ixmukane
1195|ik
1196|ixmukane
1197|ixmukane
1198|ixkik'
1199|ixmukane
1200|ch'o
1201|ik
1202|ch'o
1203|kik'
1204|ik
1205|xa'n
1206|xa'n
1207|ixmukane
1208|ixmukane
1209|ixkik'
1210|ch'o
1211|kik'
1212|b'ate
1213|pachq'ab
1214|tz'um
1215|jom
1216|ixmukane
1217|ixmukane
1218|ixkik'
1219|wub
1220|ixmukane
1221|ixmukane
1222|kik'
1223|chaaj
1224|jom
1225|chaaj
1226|jom
1227|jun_junajpu
1228|rajawal_xib'alb'a
1229|jun_junajpu
1230|wuqub'_junajpu
1231|jun_kame'
1232|wuqub'_kame'
1233|rajawal_xib'alb'a
1234|usamajel_xib'alb'a
1235|rajawal_xib'alb'a
1236|chaaj
1237|rajawal_xib'alb'a
1238|usamajel_xib'alb'a
1239|ka'ib'_k'ajolab'
1240|usamajel_xib'alb'a
1241|ixmukane
1242|chaaj
1243|usamajel_xib'alb'a
1244|rajawal_xib'alb'a
1245|usamajel_xib'alb'a
1246|usamajel_xib'alb'a
1247|ixmukane
1248|usamajel_xib'alb'a
1249|ixmukane
1250|usamajel_xib'alb'a
1251|ixmukane
1252|ka'ib'_k'ajolab'
1253|xib'alb'a
1254|usamajel_xib'alb'a
1255|jun_junajpu
1256|ixmukane
1257|uk'
1258|uk'
1259|uk'
1260|ka'ib'_k'ajolab'
1261|jom
1262|uk'
1263|usamajel_xib'alb'a
1264|ixmukane
1265|usamajel_xib'alb'a
1266|ixmukane
1267|uk'
1268|tamasul
1269|tamasul
1270|tamasul
1271|tamasul
1272|uk'
1273|ka'ib'_k'ajolab'
1274|uk'
1275|tamasul
1276|uk'
1277|tamasul
1278|uk'
1279|tamasul
1280|tamasul
1281|tamasul
1282|kumatz
1283|saqikas
1284|tamasul
1285|tamasul
1286|saqikas
1287|tamasul
1288|tamasul
1289|saqikas
1290|saqikas
1291|tamasul
1292|saqikas
1293|saqikas
1294|tamasul
1295|saqikas
1296|tamasul
1297|saqikas
1298|wak
1299|saqikas
1300|wak
1301|jom
1302|xik
1303|saqikas
1304|wak
1305|utzutzil_jom
1306|junajpu
1307|xb'alamq'e
1308|chaaj
1309|wak
1310|wak
1311|wub
1312|wub
1313|wak
1314|wub
1315|wak
1316|wak
1317|kik'
1318|chaaj
1319|wak
1320|lotz_kik'
1321|wak
1322|wak
1323|kumatz
1324|kumatz
1325|tamasul
1326|tamasul
1327|tamasul
1328|ka'ib'_k'ajolab'
1329|tamasul
1330|ka'ib'_k'ajolab'
1331|uk'
1332|tamasul
1333|tamasul
1334|kumatz
1335|uk'
1336|ixmukane
1337|ka'ib'_k'ajolab'
1338|xib'alb'a
1339|usamajel_xib'alb'a
1340|jun_kame'
1341|wuqub'_kame'
1342|chaaj
1343|kik'
1344|b'ate
1345|pachq'ab
1346|tz'um
1347|rajawal_xib'alb'a
1348|ixmukane
1349|ixmukane
1350|ixmukane
1351|ka'ib'_k'ajolab'
1352|ixmukane
1353|ixmukane
1354|ixmukane
1355|aj
1356|ixmukane
1357|ixkik'
1358|junajpu
1359|xb'alamq'e
1360|wub
1361|xib'alb'a
1362|tz'ikin
1363|tz'ikin
1364|molay
1365|puj_ya'
1366|kik'_ya'
1367|xib'alb'a
1368|wub
1369|xib'alb'a
1370|q'eqa_b'e
1371|saqi_b'e
1372|kaqa_b'e
1373|raxa_b'e
1374|xa'n
1375|kik'
1376|xa'n
1377|xa'n
1378|q'eqa_b'e
1379|jun_kame'
1380|jun_kame'
1381|jun_kame'
1382|jun_kame'
1383|wuqub'_kame'
1384|wuqub'_kame'
1385|xikiripat
1386|xikiripat
1387|wuqub'_kame'
1388|kuchuma_kik'
1389|kuchuma_kik'
1390|xikiripat
1391|ajal_puj
1392|ajal_puj
1393|kuchuma_kik'
1394|ajal_q'ana
1395|ajal_q'ana
1396|ajal_puj
1397|ch'amiya_baq
1398|ch'amiya_baq
1399|ajal_q'ana
1400|ch'amiya_jolom
1401|ch'amiya_jolom
1402|ch'amiya_baq
1403|xik
1404|ch'amiya_jolom
1405|patan
1406|patan
1407|kik'_re
1408|kik'_re
1409|xik
1410|patan
1411|kik'_rixk'aq
1412|kik'_rixk'aq
1413|kik'_re
1414|junajpu
1415|junajpu
1416|xb'alamq'e
1417|rajawal_xib'alb'a
1418|rajawal_xib'alb'a
1419|rajawal_xib'alb'a
1420|jun_kame'
1421|wuqub'_kame'
1422|xikiri_pat
1423|kuchuma_kik'
1424|ajal_puj
1425|ajal_q'ana
1426|ch'amiya_baq
1427|ch'amiya_jolom
1428|xik'
1429|patan
1430|kik'_re
1431|kik'_rixk'aq
1432|junajpu
1433|xb'alamq'e
1434|q'equma_ja
1435|xib'alb'a
