folio,side,para_num,lb_n,found_phrase,matched_form,ana_id,score,line_text
4,1,0,4,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,vuch hunahpu vtiu camul alo
4,1,0,5,qaholom,qa holom,K'AJOLOM,93.33333333333333,m camul qaholom nimac nima
4,1,0,46,cah tzac,ah tzac,TZ'AQOL,93.33333333333333,naoh maui natal cah tzac
4,2,0,2,qux cah,vqux cah,UK'U'X_KAJ,93.33333333333333,qux cah quehe cut xepah chivi
4,2,0,7,quiquel,qui quel,KIK',93.33333333333333,qui quiquel qui comahil ma
4,2,1,27,cah tzac,ah tzac,TZ'AQOL,93.33333333333333,vach cah tzac cah bit banol que
6,2,1,39,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,cumal ri hun hunahpu ta
7,1,0,23,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,xequeba veab ri hunahpu
7,1,0,47,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,ib qaholab vtz bala xeqha
7,2,0,5,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,ib qaholab chiquih ta xei
8,1,0,12,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,ui quinaoh ri hunahpu xbalan
8,1,0,28,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,qaholab xeqha cut que qui
8,1,1,45,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,icouic omuch qaholab e hurui
8,2,0,3,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,cu chila cuq ri omuch qaholab
8,2,0,11,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,qaholab xata vi catqohe cuq
8,2,0,18,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,qaholab areri ala hupacha
8,2,0,29,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,omuch qaholab ta xquicot cut
8,2,0,45,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,oc cumal omuch qaholab
9,1,0,19,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,mal qaholab cate puch xqui
9,1,0,35,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,omuch qaholab xeqha cut que
9,1,0,39,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,laoh omuch chi qaholab xe
9,2,0,15,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,ch qaholab cate cut xticar q
9,2,0,17,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,puch conohel qaholab ecu
9,2,0,34,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,qaholab hun ahpu xbalan
9,2,1,41,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,ch chi qaholab xecamic ru
12,1,2,38,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,hunahpu are curi vvcub hun
12,1,2,38,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,hunahpu are curi vvcub hun
12,2,0,6,ah quib,ah quixb,XA_Q'ANA_JAL,93.33333333333333,ah quib e cahib chi conohel ta
12,2,0,8,vzamahel,zamahel,USAMAJEL_XIB'ALB'A,93.33333333333333,ri voc ilol que vzamahel hura
12,2,0,16,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,chouen are cut vbeel xibalba
12,2,0,16,xibalba,xi balba,JUN_WINAQ,93.33333333333333,chouen are cut vbeel xibalba
12,2,0,18,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,me vvcub came rahaual xibalba
12,2,0,18,xibalba,xi balba,JUN_WINAQ,93.33333333333333,me vvcub came rahaual xibalba
12,2,0,26,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,qha cut conoh xibalba ta xqui
12,2,0,26,xibalba,xi balba,JUN_WINAQ,93.33333333333333,qha cut conoh xibalba ta xqui
12,2,0,43,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,rahchami xibalba xa bac qui cha
12,2,0,43,xibalba,xi balba,JUN_WINAQ,93.33333333333333,rahchami xibalba xa bac qui cha
12,2,0,43,qui cha,qui chac,KA'IB'_K'AJOLAB',93.33333333333333,rahchami xibalba xa bac qui cha
13,1,0,19,xquicuc,xquicuch,IXKIK',93.33333333333333,tan ri are cut xquicuc quina
13,1,0,21,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,puch hun hunahpu vvcub
13,1,0,23,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,ba ri quetzabal hun hunahpu
13,1,0,27,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,bal hun hunahpu vucub hun
13,1,0,29,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,chic qui bic chi xibalba xe
13,1,0,29,xibalba,xi balba,JUN_WINAQ,93.33333333333333,chic qui bic chi xibalba xe
13,1,0,31,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,uen vqahol hun hunahpu xca
13,1,1,39,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,hun hunahpu vvcub hun ahpu
13,2,0,5,huracan,hu racan,JUN_RAQAN,93.33333333333333,huracan tucur caquix tucur ho
13,2,0,7,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,hel xibalba are ri qhabi tucur que
13,2,0,7,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,hel xibalba are ri qhabi tucur que
13,2,0,7,xibalba,xi balba,JUN_WINAQ,93.33333333333333,hel xibalba are ri qhabi tucur que
13,2,0,18,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,hun hunahpu vvcub hun ahpu
13,2,0,34,ca chuch,cachuch,XA_Q'ANA_JAL,93.33333333333333,ohna capixabah canna ca chuch
14,1,1,10,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,cut pu beal xibalba xuluxuh
14,1,1,10,xibalba,xi balba,JUN_WINAQ,93.33333333333333,cut pu beal xibalba xuluxuh
14,1,1,30,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,ri be xibalba ta xeopon cut
14,1,1,30,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,ri be xibalba ta xeopon cut
14,1,1,30,xibalba,xi balba,JUN_WINAQ,93.33333333333333,ri be xibalba ta xeopon cut
14,1,1,40,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,muhub rahaual xibalba chi tze
14,1,1,40,xibalba,xi balba,JUN_WINAQ,93.33333333333333,muhub rahaual xibalba chi tze
14,1,1,43,xquichac,quichac,KA'IB'_K'AJOLAB',93.33333333333333,chiqui qux xquichac ri hunhu
14,2,0,9,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,xetzeen chic xibalba xepichi
14,2,0,9,xibalba,xi balba,JUN_WINAQ,93.33333333333333,xetzeen chic xibalba xepichi
14,2,0,13,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,conohel rahaual xibalba xa
14,2,0,13,xibalba,xi balba,JUN_WINAQ,93.33333333333333,conohel rahaual xibalba xa
14,2,0,22,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,queqha cu ri xibalba chiquibil
14,2,0,22,xibalba,xi balba,JUN_WINAQ,93.33333333333333,queqha cu ri xibalba chiquibil
14,2,0,25,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,v chah xibalba xa hucul qui
14,2,0,25,xibalba,xi balba,JUN_WINAQ,93.33333333333333,v chah xibalba xa hucul qui
14,2,0,27,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,chicou vi ri qui chaah xibalba
14,2,0,27,xibalba,xi balba,JUN_WINAQ,93.33333333333333,chicou vi ri qui chaah xibalba
14,2,0,30,quichah,quichaah,CHAAJ,93.33333333333333,eumaha ta xbe cu yaoc quichah
14,2,0,37,quichah,quichaah,CHAAJ,93.33333333333333,queeum ta xopon ri yaol quichah
14,2,0,39,quichah,quichaah,CHAAJ,93.33333333333333,aponoc ri quichah e quitziha ri
14,2,0,46,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,tzatz curi vtihobal xibalba quia
14,2,0,46,xibalba,xi balba,JUN_WINAQ,93.33333333333333,tzatz curi vtihobal xibalba quia
15,1,0,17,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,bec vtihobal xibalba macu
15,1,0,17,xibalba,xi balba,JUN_WINAQ,93.33333333333333,bec vtihobal xibalba macu
15,1,0,19,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,hunahpu xa chupam xavbi
15,1,0,19,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,hunahpu xa chupam xavbi
15,1,0,33,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,xcat vholom ri hun hunahpu
15,1,0,40,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,vholom ri hun hunahpu chu
15,2,0,2,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,ronohel xibalba ta chul qui caiih
15,2,0,2,xibalba,xi balba,JUN_WINAQ,93.33333333333333,ronohel xibalba ta chul qui caiih
15,2,0,5,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,hun hunahpu chuxol xeqha curi xi
15,2,0,11,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,holom hun hunahpu xa hunama
16,1,0,20,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,lom hun hunahpu vvcub hun
16,2,0,14,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,ri vholom hun hunahpu qochi
17,1,0,19,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,chuvi q'aq' coc cut xquina xibalba
17,1,0,19,xibalba,xi balba,JUN_WINAQ,93.33333333333333,chuvi q'aq' coc cut xquina xibalba
17,1,0,22,quic are,quic re,KIK'_RE,93.33333333333333,nao ri vzibel quic are cut e chiqui
17,1,0,27,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,chacatah vi rahaual xibalba
17,1,1,42,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,pa xecamic chi xibalba e cu caib
17,1,1,42,xibalba,xi balba,JUN_WINAQ,93.33333333333333,pa xecamic chi xibalba e cu caib
17,2,0,1,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,rech hun hunahpu va vcaam eqaz
17,2,0,2,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,lic maui e caminac ri hun hunahpu
18,1,2,18,quevaric,quevaic,WA,93.33333333333333,ha macu quevaric he atzaca vloc
18,1,2,39,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,xibalba caminac vi qui cahau
18,1,2,39,xibalba,xi balba,JUN_WINAQ,93.33333333333333,xibalba caminac vi qui cahau
18,2,0,35,quichac,qui chac,KA'IB'_K'AJOLAB',93.33333333333333,rioh quichac queheri ala xohpe
20,1,1,18,cachuch,ca chuch,IXKIK',93.33333333333333,pu cachuch xeqha mi xbizonic oh
21,1,0,40,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,nahpu vvcub hunahpu vbi ri
21,1,0,41,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,xecam chi xibalba qo cu canoc
21,1,0,41,xibalba,xi balba,JUN_WINAQ,93.33333333333333,xecam chi xibalba qo cu canoc
22,1,0,2,pachcab,ipachcab,PACHQ'AB',93.33333333333333,tum ha ruc bate pachcab q uum x
22,1,1,19,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,ta xquita cu vloc rahaual xibalba
22,1,1,19,xibalba,xi balba,JUN_WINAQ,93.33333333333333,ta xquita cu vloc rahaual xibalba
22,1,1,23,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,hun hunahpu vvcubhunahpu xr
22,1,1,37,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,taxul canoc vzamahel xibalba
22,1,1,37,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,taxul canoc vzamahel xibalba
22,1,1,37,xibalba,xi balba,JUN_WINAQ,93.33333333333333,taxul canoc vzamahel xibalba
22,1,1,39,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,xeqha cut ri vzamahel xibalba ta
22,1,1,39,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,xeqha cut ri vzamahel xibalba ta
22,1,1,39,xibalba,xi balba,JUN_WINAQ,93.33333333333333,xeqha cut ri vzamahel xibalba ta
22,1,1,41,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,vzamahel xibalba vvcubix que
22,1,1,41,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,vzamahel xibalba vvcubix que
22,1,1,41,xibalba,xi balba,JUN_WINAQ,93.33333333333333,vzamahel xibalba vvcubix que
22,2,0,1,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,xibalba xaquehe rulic zamahel
22,2,0,1,xibalba,xi balba,JUN_WINAQ,93.33333333333333,xibalba xaquehe rulic zamahel
22,2,0,12,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,cha vzamahel xibalba caqha iv
22,2,0,12,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,cha vzamahel xibalba caqha iv
22,2,0,12,xibalba,xi balba,JUN_WINAQ,93.33333333333333,cha vzamahel xibalba caqha iv
22,2,0,40,tziquin,tzi quin,TZ'IKIN,93.33333333333333,ma tziquin xbic chivi ri cumatz
23,1,1,46,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,cape chi xibalba vzamahel
23,1,1,46,xibalba,xi balba,JUN_WINAQ,93.33333333333333,cape chi xibalba vzamahel
23,2,1,19,ca chuch,cachuch,XA_Q'ANA_JAL,93.33333333333333,cut ixcatit ix pu ca chuch mixo
23,2,1,29,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,xibalba libah chi xecah chua
23,2,1,29,xibalba,xi balba,JUN_WINAQ,93.33333333333333,xibalba libah chi xecah chua
23,2,1,35,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,qui qux xibalba maui xqui
23,2,1,35,xibalba,xi balba,JUN_WINAQ,93.33333333333333,qui qux xibalba maui xqui
24,2,0,10,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,opon puch chila e qovi xibalba
24,2,0,10,xibalba,xi balba,JUN_WINAQ,93.33333333333333,opon puch chila e qovi xibalba
24,2,0,18,hal puh,ahal puh,AJAL_PUJ,93.33333333333333,hal puh calata ahalcana cala
24,2,0,35,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,nabe vtihobal xibalba ri xeoc
24,2,0,35,xibalba,xi balba,JUN_WINAQ,93.33333333333333,nabe vtihobal xibalba ri xeoc
24,2,0,36,quichaca,quichac,KA'IB'_K'AJOLAB',93.33333333333333,vi que chi cu vticaric quichaca
24,2,0,37,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,tahic ta chic chiquiqux xibalba
24,2,0,37,xibalba,xi balba,JUN_WINAQ,93.33333333333333,tahic ta chic chiquiqux xibalba
25,1,0,20,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,holab xqha cut xibalba mavi que
25,1,0,20,xibalba,xi balba,JUN_WINAQ,93.33333333333333,holab xqha cut xibalba mavi que
25,1,0,25,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,qha xibalba chi que vtz xechare
25,1,0,30,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,chic xibalba vtz bala xeqha
25,1,0,30,xibalba,xi balba,JUN_WINAQ,93.33333333333333,chic xibalba vtz bala xeqha
25,1,0,33,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,qha xibalba mabala xa holom
25,1,0,33,xibalba,xi balba,JUN_WINAQ,93.33333333333333,qha xibalba mabala xa holom
25,1,0,34,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,habi xeqha xibalba vtz bala
25,1,0,34,xibalba,xi balba,JUN_WINAQ,93.33333333333333,habi xeqha xibalba vtz bala
25,1,0,36,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,rumal xibalba quicutacal chu
25,1,0,36,xibalba,xi balba,JUN_WINAQ,93.33333333333333,rumal xibalba quicutacal chu
25,1,0,38,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,ta xquil xibalba ri zaquitoc
25,1,0,38,xibalba,xi balba,JUN_WINAQ,93.33333333333333,ta xquil xibalba ri zaquitoc
25,2,0,3,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,maui que he xa xibalba xecha
25,2,0,3,xibalba,xi balba,JUN_WINAQ,93.33333333333333,maui que he xa xibalba xecha
25,2,0,11,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,chaco xeqha xibalba he na quicut
25,2,0,11,xibalba,xi balba,JUN_WINAQ,93.33333333333333,chaco xeqha xibalba he na quicut
25,2,0,20,qui cha,qui chac,KA'IB'_K'AJOLAB',93.33333333333333,qui cha ah hunam qui chucab tzatz
25,2,0,24,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,cut ri xibalba ta xechacatahic
25,2,0,24,xibalba,xi balba,JUN_WINAQ,93.33333333333333,cut ri xibalba ta xechacatahic
25,2,0,30,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,vqhax puch qaholab hunahpu
25,2,0,31,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,xbalanque rumal xibalba
25,2,0,31,xibalba,xi balba,JUN_WINAQ,93.33333333333333,xbalanque rumal xibalba
26,1,0,8,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,cotzih ri xibalba laqui chivila ca
26,1,0,8,xibalba,xi balba,JUN_WINAQ,93.33333333333333,cotzih ri xibalba laqui chivila ca
26,2,0,19,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,chicu quib zacaric chic xeqha xibalba
26,2,1,29,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,xcah xibalba chirita xecam
27,1,0,5,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,qui xepe vi xeqha ri xibalba co
27,1,0,5,xibalba,xi balba,JUN_WINAQ,93.33333333333333,qui xepe vi xeqha ri xibalba co
27,1,1,15,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,xibalba rumal
27,1,1,15,xibalba,xi balba,JUN_WINAQ,93.33333333333333,xibalba rumal
27,1,2,47,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,maxaon mi xbec hunahpu
27,2,0,29,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,bal vholom hunahpu libahchi
27,2,0,46,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,vtz cha chux cut hunahpu he vtz
28,1,1,24,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,tzacou quic rahaual xibalba
28,1,1,24,xibalba,xi balba,JUN_WINAQ,93.33333333333333,tzacou quic rahaual xibalba
28,1,1,33,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,quiz be conohel xibalba cate
28,1,1,33,xibalba,xi balba,JUN_WINAQ,93.33333333333333,quiz be conohel xibalba cate
28,1,1,46,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,ta xeul xibalba na qui pa ri
28,2,1,22,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,vtihobal xibalba maui xecha
28,2,1,22,xibalba,xi balba,JUN_WINAQ,93.33333333333333,vtihobal xibalba maui xecha
28,2,1,24,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,chicopo qo chi xibalba cate
29,1,0,11,chiqueic,chiquic,KIK',93.33333333333333,cu chiqueic cate cu chitix vbic
29,1,0,43,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,quicot chicut ronohel xibalba
29,2,0,1,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,ta xequihin xibalba xhoc qui ba
29,2,1,10,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,ta xil qui vach cumal xibalba
29,2,1,16,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,qui xeilic rumal xibalba hala
29,2,1,16,xibalba,xi balba,JUN_WINAQ,93.33333333333333,qui xeilic rumal xibalba hala
29,2,1,23,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,naquir chic tzatz chi xibalba chica
29,2,1,23,xibalba,xi balba,JUN_WINAQ,93.33333333333333,naquir chic tzatz chi xibalba chica
29,2,1,28,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,vvach xa quicay xibalba ta chi
29,2,1,28,xibalba,xi balba,JUN_WINAQ,93.33333333333333,vvach xa quicay xibalba ta chi
29,2,1,31,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,xibalba cumal
29,2,1,31,xibalba,xi balba,JUN_WINAQ,93.33333333333333,xibalba cumal
30,1,0,5,chi meba,chimeba,KA'IB'_K'AJOLAB',93.33333333333333,qui nimac vbac cavach chi meba
30,1,1,31,ca chuch,cachuch,XA_Q'ANA_JAL,93.33333333333333,ui xquetaamah vvach ca chuch
30,1,1,32,cacahau,ca cahau,XA_Q'ANA_JAL,93.33333333333333,cacahau ca oh chutic oc ta xe
31,1,1,15,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,hunahpu xbalanque vtzbala
31,1,1,15,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,hunahpu xbalanque vtzbala
31,1,1,22,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,xibalba caminac chicut hun
31,1,1,25,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,cate pu quelic xibalba chica
31,1,1,25,xibalba,xi balba,JUN_WINAQ,93.33333333333333,cate pu quelic xibalba chica
31,1,1,30,hun aha,hun ahau,JUNAJPU,93.33333333333333,huzuc xucamibeh ri hun aha
31,1,1,30,hun aha,hun ahau,JUN_KAME'_WUQUB'_KAME,93.33333333333333,huzuc xucamibeh ri hun aha
31,1,1,30,hun aha,hun ahau,ISTAYUL_KQCUATRO,93.33333333333333,huzuc xucamibeh ri hun aha
31,1,1,48,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,xibalba xamaihabal xa pu
31,1,1,48,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,xibalba xamaihabal xa pu
31,1,1,48,xibalba,xi balba,JUN_WINAQ,93.33333333333333,xibalba xamaihabal xa pu
31,2,0,4,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,qui vach conohel xibalba
31,2,0,4,xibalba,xi balba,JUN_WINAQ,93.33333333333333,qui vach conohel xibalba
31,2,1,6,cacahau,ca cahau,XA_Q'ANA_JAL,93.33333333333333,icabih naipuch vbi cacahau
31,2,1,12,cacahau,ca cahau,XA_Q'ANA_JAL,93.33333333333333,xcol ri cacahau quehe cut mix
31,2,1,18,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,lahic coquic conohel xibalba
31,2,1,18,xibalba,xi balba,JUN_WINAQ,93.33333333333333,lahic coquic conohel xibalba
31,2,1,29,chi quic,chiquic,KIK',93.33333333333333,chi quic holomax mavi chahom
32,1,0,35,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,hun hunahpu vvcub hun ahpu
32,1,0,38,xquichac,quichac,KA'IB'_K'AJOLAB',93.33333333333333,cahau chiquetax xquichac xi
32,1,1,42,hunahpu,hun ahpu,JUNAJPU,93.33333333333333,hunahpu chila xbe quivica vi chi
32,1,1,42,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,hunahpu chila xbe quivica vi chi
32,2,0,16,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,xibalba taxeacan culoc vara
32,2,0,22,qaholab,qa holab,KA'IB'_K'AJOLAB',93.33333333333333,much qaholab xecam rumal
33,1,0,7,xequicot,xquicot,IXOQ_AJAWAB',93.33333333333333,quehe cut xequicot vi rumal ri
34,1,2,32,ca cahau,cacahau,JUNAJPU,93.33333333333333,ca mam ca cahau rumal vqux cah v
34,1,2,32,ca cahau,cacahau,JUN_JUNAJPU,93.33333333333333,ca mam ca cahau rumal vqux cah v
35,1,0,27,hunahpu,hun ahpu,JUN_JUNAJPU,93.33333333333333,voc hunahpu tepeu cucumatz
35,1,0,41,ahquixb,rahquixb,XA_Q'ANA_JAL,93.33333333333333,nel e ahquixb e ah nim quevqha
35,2,0,7,tinamit,tina mit,Q'UMARKAJ,93.33333333333333,tinamit xebevi
35,2,1,12,tinamit,tina mit,Q'UMARKAJ,93.33333333333333,cubzivan vbi tinamit xeopon vi
36,1,0,33,ahquixb,rahquixb,XA_Q'ANA_JAL,93.33333333333333,ri ahquixb ahcah rumal to
36,2,0,2,xequicot,xquicot,IXOQ_AJAWAB',93.33333333333333,hab cate cut xequicot ri balam
36,2,0,31,vzamahel,zamahel,USAMAJEL_XIB'ALB'A,93.33333333333333,balam xqha curi vzamahel xibal
36,2,0,31,vzamahel xibal,vzamahel xibalba,USAMAJEL_XIB'ALB'A,93.33333333333333,balam xqha curi vzamahel xibal
36,2,0,40,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,qha ri xibalba qo vxic queheri
36,2,0,40,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,qha ri xibalba qo vxic queheri
36,2,0,43,xequicot,xquicot,IXOQ_AJAWAB',93.33333333333333,balba xequicot chicut xnimar
36,2,0,45,acavitz,hacavitz,JAQAWITZ_JUYUB',93.33333333333333,acavitz ta xqha u ri xibalba
36,2,0,45,xibalba,xibal ba,XIB'ALB'A,93.33333333333333,acavitz ta xqha u ri xibalba
36,2,0,45,xibalba,xibal ba,RAJAWAL_XIB'ALB'A,93.33333333333333,acavitz ta xqha u ri xibalba
38,2,0,6,qui cha,qui chac,KA'IB'_K'AJOLAB',93.33333333333333,bi va mahabi echa xa vxe qui cha
38,2,0,7,quevaic,queva ic,WA,93.33333333333333,mi chiquizico queheri quevaic
40,1,2,34,qui xic,quic xic,KIK'_RE,93.33333333333333,hel chicop xquirip qui xic cot
41,2,1,25,itinamit,tinamit,CHI_ISMACHI',93.33333333333333,itinamit xavi chicaya inaoh moh
41,2,1,25,itinamit,tinamit,Q'UMARKAJ,93.33333333333333,itinamit xavi chicaya inaoh moh
43,1,0,2,ahquixb,rahquixb,XA_Q'ANA_JAL,93.33333333333333,ri ahquixb ahcahb tal a qo vi
43,1,0,7,ahquixb,rahquixb,XA_Q'ANA_JAL,93.33333333333333,cacan ri ahquixb ahcahb ma
43,1,1,44,ahquixb,rahquixb,XA_Q'ANA_JAL,93.33333333333333,xeqha ronohel vi ahquixb ahcahb
44,2,0,12,capohib,capo hib,IXTAJ_IXPUCH',93.33333333333333,capohib quechahonic chi ya vbic
44,2,1,37,xequicot,xquicot,IXOQ_AJAWAB',93.33333333333333,zucu xequicot ri ahauab ta
45,1,0,20,capohib,capo hib,IXTAJ_IXPUCH',93.33333333333333,vi cate puch quiiahic capohib
45,2,0,9,quicuch,quichuch,IXB'AQIYALO,93.33333333333333,quicuch quib conohel xepoponic
45,2,0,9,quicuch,quichuch,IXKIK',93.33333333333333,quicuch quib conohel xepoponic
46,1,0,22,tinamit,tina mit,Q'UMARKAJ,93.33333333333333,chuchi qui tinamit xa tzalam
46,1,0,24,tinamit,tina mit,Q'UMARKAJ,93.33333333333333,tinamit cate xquiban ri poy
46,1,0,28,qui chab,qui cab,K'IKAB'_KQSIETE,93.33333333333333,qui chab xecauxic xoc ri iach
46,1,0,45,tinamit,tina mit,Q'UMARKAJ,93.33333333333333,qohe vi chirih tinamit xquitza
46,2,0,2,tinamit,tina mit,Q'UMARKAJ,93.33333333333333,cheex puch xnicox qui tinamit
46,2,0,3,vzamahel,zamahel,USAMAJEL_XIB'ALB'A,93.33333333333333,rumal vzamahel amac maui e
