doc_id,0,1,2,3,4
0,0.11741636509307256,0.4694585927485791,-0.16392666976427986,-0.2347120473380663,0.0534285488758471
1,0.0535160250491226,0.3941036344981394,-0.2984161871614957,-0.11678786651932922,-0.03519305640549372
2,0.033788102952300426,0.3839250918981498,-0.32094830527507334,-0.10978232232016097,-0.017039415081842847
3,0.006461860604418787,0.3730089726177461,-0.34262971259704994,0.04893639689609614,-0.03436753362426655
4,-0.023860841886837108,0.18418249361866482,-0.1311574622280617,0.1484213460646975,-0.11712043865851467
5,-0.19121967817205035,0.1819305960309107,-0.029409448759291072,0.2701381027960766,-0.3215027840937251
6,-0.21851645273262116,0.040636292677487876,0.0024663175348343296,0.31449322504182164,-0.21553527174913464
7,-0.2770870884150067,0.11507926463491343,-0.03551663974687474,0.27242837133906944,-0.24022803128526896
8,-0.2449025648305167,-0.01770738297592368,-0.05408157526887684,0.3024807094021019,-0.2609583188225341
9,-0.18850576142036204,-0.02583978902851054,-0.04358017182022793,0.2232685470961053,-0.14739355855863334
10,-0.16508934426324465,0.11999405951997696,-0.15955336291979796,0.26021662866991363,-0.08727076011067372
11,-0.18151999150331638,0.18475290960708748,-0.0357016163187881,0.005247799263348628,0.06225451023234354
12,-0.2347371281661025,0.05269557614917601,0.18588539876330643,-0.23836188608922726,-0.04634662048623924
13,-0.30059363003011424,-0.08479103950764275,0.1501014074177935,-0.3032061601982567,0.0044387464486830815
14,-0.23604770965181618,-0.018078280042227838,0.13516422954222315,-0.32960332112632634,0.03257456910659513
15,-0.1933269170621969,0.09066454495908842,0.12666358714947007,-0.11459495051781435,0.011104945125977391
16,-0.1999820325405252,-0.033466113416453135,0.03832611261344861,-0.1280589563275765,0.057105415206618326
17,-0.2146772570113185,0.04673173177251636,-0.032829628273211904,0.29019141168741724,0.1712461364608525
18,-0.18592147602817644,-0.04623028918045121,-0.009919948982118955,0.2825489088121148,0.3620988412475555
19,-0.26880735732889155,-0.09761575798353178,-0.05885029282465871,0.318574160818226,0.42216216564930653
20,-0.17504409216592443,-0.013346396429552194,-0.07684781712497288,0.23899652357850326,0.36286640984882246
21,-0.13120318188790261,-0.05452041063118636,-0.0991317362896223,0.10308919995411132,0.18204536970299093
22,-0.263933219806214,-0.10643181649549621,0.031044838392764916,0.0031569030741798003,0.22810165559665127
23,-0.30282147128708586,-0.051046807967915254,0.11656405577560422,-0.036916818415428154,0.021840894119919123
24,-0.23374000378731585,-0.04712449681209772,0.06044452723611599,-0.1491414148013135,-0.04049240031890876
25,-0.245176776617063,-0.04969701887593819,0.07670840951926292,-0.13027501348430942,0.11388726784296228
26,-0.3183035715106316,-0.14125226447095449,0.0406503721851838,-0.08297466752877503,-0.11580039367965013
27,-0.24519554127500656,-0.14503742106866102,0.09318183366674124,-0.1808766572166073,0.010101980737864653
28,-0.1972308763261256,-0.10794384364103574,-0.029187084080729283,-0.18092309194750528,0.1726394726672989
29,-0.278922411519726,-0.06094183887693719,0.12039485684129325,-0.19055471704980115,0.07176947792983551
