doc_id,0,1,2,3,4,5
0,1.5405419093768842e-25,8.830942982464973e-24,0.42401924655874695,1.767724250643656e-08,7.846256781795225e-34,2.646180861118827e-33
1,2.349657298626361e-17,1.8460839225540236e-17,0.4311050510513283,2.9325823689850426e-23,1.3845642382746564e-18,1.0446311534845832e-20
2,2.1004050150198152e-19,3.330659487288509e-27,0.42603652647183904,2.6144906556124497e-37,1.5827277526202018e-22,1.0822475731674333e-18
3,4.413737426046941e-27,7.979692087864138e-26,0.3469168131805829,4.737918917654765e-28,0.08492400021237273,5.550189923283487e-16
4,2.6820947389416397e-11,4.559124642352511e-11,0.11041089971592591,1.7456107802124487e-10,0.2928105170946714,2.771149921471532e-20
5,4.0017882011897964e-16,1.4608684788940172e-20,1.8460687834270125e-06,7.3547353125480415e-09,0.38974630370998165,8.275253717331262e-26
6,5.372994608781004e-15,2.3367583012834758e-27,1.7871037130704877e-26,2.034045009122155e-20,0.3824608360296472,3.255440046711349e-20
7,1.190677000141652e-15,8.317707311228244e-36,8.812089882911761e-20,5.286334443277381e-29,0.4348943146542915,5.945677892490346e-25
8,1.4942029098960474e-12,1.4740529148050138e-29,6.532378269617876e-35,2.4154953802518782e-29,0.37940445021686797,9.86815083424108e-20
9,8.952410933270922e-11,1.0577921243070745e-20,2.8656106656476376e-27,2.5114593536959574e-24,0.41067922504904997,7.493981632893536e-22
10,2.953860512983583e-13,1.712667486753687e-15,0.0686871606087988,9.47482465999469e-27,0.3662472254046672,8.258642547667484e-07
11,0.1052134833528959,1.1441455913332774e-22,0.19621762323125935,5.95970743910272e-13,0.04863943261035599,0.11955222509304189
12,0.3180271774870155,1.010141558697343e-27,1.3157271608656437e-08,2.6584971015030872e-05,0.018564587055384604,0.0269887421356481
13,0.37713387559428146,2.5029420763319175e-32,2.0559231487084433e-24,1.8417416041135638e-26,6.930054194582863e-17,1.441676054996877e-09
14,0.3536324371748682,3.973417592209298e-07,2.672726570962905e-12,1.9147539528870513e-12,8.046352744525382e-15,5.483277680004781e-18
15,0.21598009770084717,7.009726550079861e-20,0.04263459880813946,0.07184007968349232,0.08113439962240752,6.371105251177478e-06
16,0.24969038892204307,3.776477137595312e-12,0.006053689712627955,6.482194760339871e-10,0.14988627432070203,0.002155232034729719
17,7.1086189784806e-08,1.658841142403559e-20,1.2337397082868496e-19,6.118391283912794e-20,0.2775273425777025,0.13215957817458657
18,5.335063026122886e-15,4.185314059696307e-20,2.332867169469586e-24,1.7958633649594358e-16,1.7808105500599825e-09,0.5256136099168984
19,4.96009303375821e-19,1.4084720914532646e-33,7.10945178709527e-32,1.2115516238470681e-35,1.764362136696578e-19,0.5231839439429952
20,1.6622311865868553e-21,1.0805592021352633e-24,2.3065913353054798e-17,4.217981744966412e-23,9.089753318384957e-18,0.5236903288263026
21,6.3525891546124e-13,7.461404625994291e-14,9.978735111817502e-20,6.82668328306345e-27,1.1269827801461e-09,0.5646420309508677
22,0.049388149377098074,1.241575251290861e-22,3.7290646416259777e-28,1.3284382493312858e-26,4.995502520686941e-12,0.4638326042939692
23,0.25711798739418135,1.352548804064795e-29,5.1108858350680076e-24,1.0802545433928116e-17,0.10172678991231983,0.026277681104540093
24,0.36154116188690705,1.3451651903377632e-17,0.03380322923702212,5.128017125374562e-16,1.5117350037645602e-05,0.0566705319359085
25,0.2823804474342576,1.9313604847892045e-22,7.608149867053393e-26,3.491611421786629e-23,3.9873674539220354e-13,6.3233586593915696e-09
26,0.3752987475196704,5.1896957796637763e-08,2.27651114779878e-18,2.973852480539827e-23,0.01266704631748568,1.555541096008628e-08
27,0.3852829763501688,4.3599138950266986e-26,1.652284785465745e-30,5.0474444850837055e-23,8.561772565308445e-21,1.4176566646048685e-14
28,0.3254928040956759,0.06947705411688332,4.9366951551291306e-11,1.7559974921941e-19,0.007881630438720486,0.0004913857483798277
29,0.3842073254990629,9.005494449054323e-27,4.2844004917814156e-10,0.0005268226967135124,1.7354317348784798e-08,1.0631311728814277e-10
30,0.3663154551485089,5.5945751569142543e-14,5.346032030915491e-13,3.458044587914182e-17,0.05959548303989125,1.2704215854536066e-11
31,0.30427542710337274,6.575226888630254e-25,9.33194286170163e-20,2.6548993370700534e-15,5.626888943429513e-12,0.11258746901489473
32,0.3606607057355294,3.489767152930385e-19,2.6322385986776783e-18,6.149500712332471e-05,0.03498812777161553,0.00018679074730124448
33,0.042266259950855374,5.552393173711034e-10,0.33448648313922125,0.0034780326732211275,2.8535215403383065e-12,0.08686806329633842
34,8.021283068388816e-20,2.130560729872391e-12,0.453057085533673,9.635308845730443e-21,4.441869245788781e-21,9.825036575384561e-24
35,3.0181280075818614e-19,0.045692287860528924,0.43820043299211675,2.040458223344566e-18,9.72896755269454e-18,7.640374817883758e-23
36,3.4916622548320883e-19,0.19213552204874187,0.2326013592699458,0.01524485759389779,1.406435541319845e-19,8.38848224631411e-24
37,0.0005706998112041108,0.424508181466506,1.5292758464105747e-12,1.1787970221647656e-08,1.3670871689491087e-06,5.2894367098219486e-15
38,0.14125334430575448,0.19805748184340322,0.02441824595281873,4.068145084557662e-24,1.5493994480237832e-21,2.8210688986187543e-08
39,0.07414791905159696,0.317664116340614,4.580558701730847e-07,6.845462676885941e-16,0.00010608597217551399,2.8818462572748454e-08
40,2.1538513166238553e-14,0.44146083649458795,1.161210686179688e-15,8.503478262400015e-12,1.646807731477533e-16,3.3054332779571547e-18
41,2.4359368049366754e-27,0.3690935484690766,4.078350029939917e-24,5.986740804770339e-24,2.7444531224155983e-17,4.494149340466757e-19
42,1.1137702131114647e-20,0.41029815737990605,1.3370125168294223e-16,7.339815658176366e-23,2.3428742285980505e-11,5.39595256853978e-08
43,1.415356598906935e-20,0.411887009339718,5.937323074872897e-15,2.8860796175035776e-09,2.1607198129113482e-19,4.578420872189567e-09
44,2.1838098843048615e-08,0.37381163730565753,8.459398624898855e-18,8.509770708372317e-12,6.024562687337085e-05,3.254918351131819e-09
45,0.029716990994854416,0.3277830476050127,1.1693559137185163e-14,0.00015265033842481643,0.041203434053975654,5.206770275430698e-08
46,0.2216291261723387,0.1556392692971447,4.789709458728903e-16,2.358837653383902e-15,1.7300705181401837e-09,3.06757841280551e-17
47,0.11345161012149481,0.1631196861211693,2.2986233937418344e-13,2.3370226185857368e-08,0.0790741308318244,0.03279000012263541
48,0.04114737455077223,0.3745122254792494,3.7727983465142383e-16,4.562997490496005e-09,9.943064116105233e-10,2.1393357170061556e-12
49,0.019719190963524424,0.37783122373143174,5.096570298849475e-15,8.379465214255342e-05,2.9283577398189e-10,0.009089388766181105
50,1.6712130930881744e-09,0.19137744764449025,0.06765708780638391,0.1551954368243036,7.095684390620693e-13,3.7586452574425497e-17
51,6.540352131681231e-08,0.2265211738247069,3.580388469143035e-20,0.2191139047115571,1.5315120023234014e-14,3.558880239164361e-08
52,1.6033147761088872e-21,8.889141444988643e-11,2.286475150290659e-27,0.4343651790472026,4.4517485070187183e-14,4.101965302599557e-11
53,3.742521934788879e-16,1.2631126251595138e-16,7.3136293133826365e-25,0.433991637119498,5.910958488020498e-24,1.3236396683624698e-16
54,2.0774045196712933e-21,8.773524470910192e-16,9.520809194514539e-27,0.40838137501975663,2.2457138173532192e-25,2.676989061554584e-28
55,6.973938501849829e-12,1.0400769782777586e-08,9.084130101889032e-17,0.47935117472131966,3.4493771036501854e-15,2.2723205649202803e-18
56,8.550529439667707e-23,1.4963405311890347e-18,1.1333424591976887e-17,0.39218556413426825,6.246740042926633e-16,5.155479037871925e-32
57,1.3587680525639495e-14,0.11599899491647249,0.06496008699101948,0.23498417943590869,1.1998802968597033e-18,1.9595306569183643e-14
58,3.523056102634968e-30,0.011038473413468784,1.8781186062370407e-27,0.4137772547902735,7.652694928735357e-19,9.320343349060847e-39
59,1.5085382557403252e-32,6.74177631820806e-12,1.2839816370992099e-19,0.3557705751462528,5.041534625253664e-30,1.2014992161517536e-38
