folio_num,side,lb_num,para_num,line_str
14,verso,45,19,xquiquiz curi zic xbe yao chique
14,verso,46,19,tzatz curi vtihobal xibalba quia
14,verso,47,19,molah chi tihobal are v nabe ri
15,recto,1,19,queεuma ha vtuquel queεum
15,recto,2,19,"vpam, vcab chi cut xuxulim ha"
15,recto,3,19,vbi tzatz chi teu vpam zac xuru-
15,recto,4,19,"xuh, zac caracoh chi xurulah teu"
15,recto,5,19,"choc vloc chupam, rox chi cut ba-"
15,recto,6,19,lami ha vbi vtuquel balam qo chu-
15,recto,7,19,"pan quequichouic, quebuchuuic"
15,recto,8,19,chi matat quechiquitit queetza-
15,recto,9,19,pim balam pa ha. tzotzi ha vbi v
15,recto,10,19,cah v tihobal vtuquel tzotz vpam
15,recto,11,19,"chiha quetzitzotic, quetzitilahic"
15,recto,12,19,queropop pa ha e tzapin tzotz ma-
15,recto,13,19,habi queel vi. roo chi cut chaim
15,recto,14,19,ha vbi vtuquel cha qo chupam
15,recto,15,19,zacleloh re chicha chitzininic
15,recto,16,19,chiyohohic chiri pa ha. qui na-
15,recto,17,19,bec vtihobal xibalba macu
15,recto,18,19,"xeoc ri hun hunahpu, vvcub-"
15,recto,19,19,"hun ahpu chupam, xa vbi-"
15,recto,20,19,xic aponoc vbi tihobal ha
15,recto,21,19,ta xeoc cu apanoc hun hunah-
15,recto,22,19,"pu, vvcub hun ahpu chuvach"
15,recto,23,19,hun came vvcub came apa qo
15,recto,24,19,"vi ri nu zic, aon qovi ri nu chah"
15,recto,25,19,xbeyaoc chivech xquec xvqhax
15,recto,26,19,cut. xcaquizo at ahau. vtz bala
15,recto,27,19,va camic bala xquiz i quih quix
15,recto,28,19,"camic xquizachic, xquicacup"
15,recto,29,19,"puch, varal xchivevah vi ivach"
15,recto,30,19,quixpuzic xqha hun came vvcub
15,recto,31,19,came. ta xepuz cut xemuc cut
15,recto,32,19,chi pucbal chah vbi xemuc vi
15,recto,33,19,xcat vholom ri hun hunahpu
15,recto,34,19,xa vnimal xmuquic ruq ri v chac
15,recto,35,19,chiya ri vholom xol che ri tiquil
15,recto,36,19,pa be xqha cut hun came vvcu-
15,recto,37,19,b came. ta xbe cuyaoc vholom
15,recto,38,19,xol che. ta xvachin curi che
15,recto,39,19,"mahabi v vach, maha choco ri"
15,recto,40,19,vholom ri hun hunahpu chu-
15,recto,41,19,xol che. are curi zima cohcha
15,recto,42,19,chire va camic vholom hun hu-
15,recto,43,19,nahpu chuqhaxic. ta xumaihah
15,recto,44,19,"cut hun came, vvcub came v"
15,recto,45,19,vach riche. humah colocac v
15,recto,46,19,vach. macu calah qo chivi ri v
15,recto,47,19,holom hunhunahpu xa hunam
15,verso,1,19,chic vvach ruq vvach zima carilo
15,verso,2,19,ronohel xibalba ta chul qui caiih.
15,verso,3,19,nim vqoheic riche xux chiqui qux
15,verso,4,19,rumal huzu xubanic ta xoc vholom
15,verso,5,19,hun hunahpu chuxol xeqha curi xi-
15,verso,6,19,balba chiquibil quib maco machu-
15,verso,7,19,puvic ri vvach maco naipu maoc
15,verso,8,19,apanoc chuxe che xeqha xqui-
15,verso,9,19,"catah quib, xquiquil quib xibal-"
15,verso,10,19,ba conohel. macu calah chiri v
15,verso,11,19,holom hun hunahpu xa hunama-
15,verso,12,19,tal chic ruc vvach che ri zima
15,verso,13,19,"vbi xuxic, nim cut vtzihoxic xu-"
15,verso,14,19,ta hun capoh. va cute xchicabÿh
15,verso,15,19,roponic.
15,verso,16,20,Va chi cute vtzihoxic hun capoh
15,verso,17,20,vmeal hun ahau cuchumaquic
15,verso,18,20,vbi.
15,verso,19,21,Are cut ta xuta hun capoh vme-
15,verso,20,21,al hun ahau cuchumaquic vbi v
15,verso,21,21,cahau xquic cut vbi ri capoh ta
15,verso,22,21,xuta cut vtzihoxic ri vvach che
15,verso,23,21,ta chitzihox chic rumal vcahau
15,verso,24,21,chumaihah cut ta chitzihoxic ma
15,verso,25,21,qui naoh vila ri che cabixic qui-
15,verso,26,21,tzih quz vvach cacha canutao x-
15,verso,27,21,qha cut cate xbec xa vtuquel xa-
15,verso,28,21,pon cut chuxe che tiquil chi puc-
15,verso,29,21,bal chah tiquil vi hiiaa. naqui-
15,verso,30,21,pe vvach vae che maqui pa
15,verso,31,21,quz chivachin vache. maquicam
15,verso,32,21,tah maquizach tah laquita xchin
15,verso,33,21,chup hunoc xqha curi capoh ta
15,verso,34,21,xqhau cut ri bac qo vla xol che
15,verso,35,21,naquipa caraih chire ri xa bac
15,verso,36,21,ri colocoxinac chucab tac che
15,verso,37,21,xqha ri vholom hun ahpu ta
15,verso,38,21,xqhavic chire ri capoh maca-
15,verso,39,21,raih xuqhaxic? canuraih xqha
15,verso,40,21,cut ri capoh utzbala chaliquiba
15,verso,41,21,vloc ri auiquicab vilana xqha
15,verso,42,21,ri bac ve xqha cu capoh xuliqui-
15,verso,43,21,ba acanoc vviquicab chuvach
15,verso,44,21,bac cate cut chipitz caban v
15,verso,45,21,chub bac ta xpetic tacal cut pu
15,verso,46,21,cab capoh ta xril cut v pu cab
15,verso,47,21,huzuc xunicoh macuhabi vchub
16,recto,1,21,bac pucab xaretal mi xnuya cha-
16,recto,2,21,ue ri nu chub nu caxah. are ri nu
16,recto,3,21,holom mahabi cachocon chivi xa
16,recto,4,21,bac mahabi chi v chac. xavi que-
16,recto,5,21,he vholom ve qui nimahau xa-
16,recto,6,21,vtiohil vtz vi vvach. are cut ta
16,recto,7,21,chicamic chuxibih chirib vinac
16,recto,8,21,rumal vbaquil. quehe cut xa
16,recto,9,21,vqahol quehe ri vchub vcaxah
16,recto,10,21,vqoheic ve vqahol ahau ve puch
16,recto,11,21,"vqahol naol, ahuchan xma chi-"
16,recto,12,21,zach vi chibec chitzacatahic ma-
16,recto,13,21,vi chupel mapu maixel vvach
16,recto,14,21,"ahau achih naol, ahvqhan xa"
16,recto,15,21,xichicanahic vmial vqahol
16,recto,16,21,ta chuxoc. quehe mi xnuban
16,recto,17,21,chave. catacan cut chila chu-
16,recto,18,21,vach vleu mavi cacamic catoc
16,recto,19,21,patzih ta chuxoc xqhari vho-
16,recto,20,21,lom hun hunahpu vvcub hun
16,recto,21,21,ahpu. xavi qui naoh ta xquiba-
16,recto,22,21,no are vtzih huracan chipi ca-
16,recto,23,21,"culha, raxa caculha chiquech."
16,recto,24,21,quehe cu vtzalihic chic capoh
16,recto,25,21,chi rochoch quia pixab xbÿx
16,recto,26,21,chirech. huzu cu xvinaquir ral
16,recto,27,21,chupam rumal ri xachub. are
16,recto,28,21,cut quivinaquiric hun ahpu
16,recto,29,21,xbalanque ta xopon cut chi ro-
16,recto,30,21,choch ri capoh xzacat cut va-
16,recto,31,21,caquib ic ta xnauachil rumal
16,recto,32,21,vcahau ri cuchumaquic vbi v
16,recto,33,21,cahau
16,recto,34,22,Cate puch vnatahic capoh ru-
16,recto,35,22,mal vcahau ta xil ri ral cochic
16,recto,36,22,ta xquicuch cut qui naoh cono-
16,recto,37,22,hel ahauab hun came vvcub
16,recto,38,22,came ruc ri cuchumaquic are
16,recto,39,22,ri numeal qochi ral ixahauab
16,recto,40,22,xa vhoxbal xqha curi cuchuma
16,recto,41,22,quic ta xoponic cuq ahauab vtz-
16,recto,42,22,bala chacoto vchi ri tama cubÿh
16,recto,43,22,chipuz cut chinaht chibe puzu vi
16,recto,44,22,vtzbala alac ahauab xqha cut. ca
16,recto,45,22,te cut xutzonoh chirech vmeal a
16,recto,46,22,pa ahchoce ri aval co chapam
16,recto,47,22,at nu meal? xqha cut mahabi
16,verso,1,22,"val lal nu cahau, mahabi achih"
16,verso,2,22,vetaam vvach xqhacut utz bala
16,verso,3,22,quitzih vi chi at hoxol chec chipu-
16,verso,4,22,zu ix rahpop achih chicama vloc
16,verso,5,22,ri vqux chupan zel chiquicololeh
16,verso,6,22,ahauab vacamic xevqhax cut
16,verso,7,22,"ri tucur, e cahib ta xebec quiti-"
16,verso,8,22,quem ri zel ta xebec quichelem
16,verso,9,22,ri capoh cucaam ri zaquitoc puz-
16,verso,10,22,bal re. maui chutzinic quinicami-
16,verso,11,22,zah ix zamahel rumal maui
16,verso,12,22,nu hoxbal ri qo chinupam xaqui
16,verso,13,22,xvinaquiric xere xbenumaihah
16,verso,14,22,ri vholom hun hunahpu qochi
16,verso,15,22,pucbal chah quequeta cut maui
16,verso,16,22,qui puz ix zamahel xqhari capoh
16,verso,17,22,ta xqhauic. naquipa xchicacoh
16,verso,18,22,v quexel ri iqux mi xbÿx vloc ru-
16,verso,19,22,mal acahau chicam vloc ri vqux
16,verso,20,22,"xchiquitzololeh ahauab, xchiqui"
16,verso,21,22,tzaquixtah xchiquihunam va-
16,verso,22,22,chih v tzaquic chanim chicama
16,verso,23,22,vloc pazel chicoloba cahoc vqux
16,verso,24,22,chupan zel mapa mi xohvqhax
16,verso,25,22,vloc naquila cut xchicaya pazel
16,verso,26,22,cacahtanabec mata catcamic xe
16,verso,27,22,qha curi zamahel. vtz bala ma-
16,verso,28,22,ui quech ri qux ta chuxoc ruq
16,verso,29,22,maui varal ivochoch chuxic
16,verso,30,22,macu xa chichih vinac chicamic ca-
16,verso,31,22,te qui tzih ivech ri qui tzih hoxol
16,verso,32,22,"cate naipu rech hun came, vvcub"
16,verso,33,22,"came, xa quic, xa holomax rech"
16,verso,34,22,ta chuxoc are chicut chuvach.
16,verso,35,22,maui are ri qux chicat chuvach
16,verso,36,22,ta chuxoc. chicoho ri vvach che
16,verso,37,22,qhacut ri capoh εaε cut v vaal
16,verso,38,22,ri che xelic xcul pazel cate puch
16,verso,39,22,xuvon rib coloquic xuxic vque
16,verso,40,22,xel vqux ta iitz chicul vvaal.
16,verso,41,22,cac che queheri quic v vaal che
16,verso,42,22,xelic vquexel v quiquel ta xu
16,verso,43,22,colo chila ri quic chupan ri v va
16,verso,44,22,al εaεche quehe curi quic rih
16,verso,45,22,xuxic εaε luhluh chic colom chi
16,verso,46,22,pazel ta xcop cut ri che rumal
16,verso,47,22,capoh. chuh εaεche chuqhaxic.
17,recto,1,22,are curi quic xubinaah rumal quic
17,recto,2,22,holomax chuchaxic. chila cut quix
17,recto,3,22,locox vi chuvach vleu qo ivech chu-
17,recto,4,22,xic xqha cut chique ri tucur vtz ba-
17,recto,5,22,la at capoh. xcabeba cauaba a-
17,recto,6,22,canoc xa cabin apanoc oh nacaya
17,recto,7,22,ixtah v va vquexevach a qux chi-
17,recto,8,22,quivach ahauab xeqha cut ri za-
17,recto,9,22,mahel. ta xopon cut chiquivach
17,recto,10,22,ahauab quezeleuachin conohel.
17,recto,11,22,maui xutzinic xqha cut hun came.
17,recto,12,22,mi xutzinic ixahauab vana cu vqux
17,recto,13,22,xe qo pazel. utzbala vila cut xqha
17,recto,14,22,curi hun came ta xuchuieh cu a
17,recto,15,22,canoc caturur rih chicomah εaε
17,recto,16,22,luhluh rih chiquic vtz chiluu v
17,recto,17,22,vach εaε chiya chuvi εaε xqha cut
17,recto,18,22,hun came. cate puch xquichaquih
17,recto,19,22,chuvi εaε coc cut xquina xibalba
17,recto,20,22,xequiz yacatah vloc conohel xe
17,recto,21,22,chique chuvi quitzih chi quz xqui-
17,recto,22,22,nao ri vzibel quic are cut e chiqui-
17,recto,23,22,choh vi canoc ta xebe ri tucur e
17,recto,24,22,uabai rech capoh xuquia acanoc
17,recto,25,22,chi hul chuvi vleuh xzalih chi-
17,recto,26,22,cu cah oc ri vabanel. quehe cut xe
17,recto,27,22,chacatah vi rahaual xibalba
17,recto,28,22,ri rumal capoh xemoyvachixic
17,recto,29,22,conohel.
17,recto,30,23,Are cut e qo ri vchuch hun batz
17,recto,31,23,hun choven ta xul ri ixoc xquic v
17,recto,32,23,bi. ta xul cut ri ixoc xquic ruq
17,recto,33,23,ri vchuch hun batz hun choven
17,recto,34,23,xqoloc ral chupam. xa zcaquin
17,recto,35,23,chic maui queyaqueic ri hun ah-
17,recto,36,23,pu xbalanque quibi. ta xul curi ixoc
17,recto,37,23,chire ri atit xqha curi ixoc chire
17,recto,38,23,ri atit. mi xinulic lal chichu in
17,recto,39,23,alibla in puch alcual la lal chichu
17,recto,40,23,xqha ta xoc vloc ruq ri atit. apa
17,recto,41,23,catpe vi vloc qo chi pa ri val ma
17,recto,42,23,pa xecamic chi xibalba. e cu caib
17,recto,43,23,canoc quetal qui tzihel puch hun
17,recto,44,23,batz hun chouen quibi ve avila
17,recto,45,23,catpe vi catel vbic xuqhax ri ca-
17,recto,46,23,poh rumal atit. xere la quitzih
17,recto,47,23,vi chi in alib la xqo nare in qo vi
17,verso,1,23,rech hun hunahpu va vcaam e qaz-
17,verso,2,23,lic maui e caminac ri hun hunahpu
17,verso,3,23,vvcub hunahpu xa vcatbal rib
17,verso,4,23,zac mi xquibano lal valib quehe
17,verso,5,23,cut ivila ta chiloc vvach ri vca-
17,verso,6,23,am xuqhaxic ri atit. are cut que
17,verso,7,23,cacat ri hun batz hun chouen xa zu
17,verso,8,23,"xa bix caquibano, xa zibanic, xa pu"
17,verso,9,23,cotonic qui chaquih chi hu ta quih
17,verso,10,23,are cut cubul vi vqux ri atit xqha
17,verso,11,23,chicut atit xma cauahvi at ta
17,verso,12,23,valib xa ahoxbal ri qo chapam
17,verso,13,23,at qaxtoq xecamvi val cabÿh
17,verso,14,23,xqha chicut ri atit quitzih ibare
17,verso,15,23,va canubÿh vtzbala at valib ca-
17,verso,16,23,nutao vhat bala ha cama quecha
17,verso,17,23,vi chiquivaeh hahacha hun chi-
17,verso,18,23,nima cat chipetic at na cu valib
17,verso,19,23,canutao xuqhax cut ri capoh. vtz
17,verso,20,23,bala xqha cut cate puch ta xbec
17,verso,21,23,pa abix qo vi cabix ri hun batz hun
17,verso,22,23,chouen hocam vbeel cumal xu-
17,verso,23,23,taqueh cut capoh xopon puch chi-
17,verso,24,23,ri pa abix. xacu huvi ri abix xma
17,verso,25,23,qo chivi vca vi roxvi xuvachela-
17,verso,26,23,am vi uvach chihuvi ta xquiz cut
17,verso,27,23,"vqux ri capoh quila in macol, in"
17,verso,28,23,qazbol apa xchincam vi ri hun
17,verso,29,23,cat echa cabixic xcha cut cate
17,verso,30,23,puch vziquixic chahal echa ru-
17,verso,31,23,mal ta tul valoc ta tul tacaloc
17,verso,32,23,"xtoh, xcanil, xcacauix pu tziya at"
17,verso,33,23,chahal re queqha hun batz hun
17,verso,34,23,chouen xqhari capoh. ta xucam
17,verso,35,23,cut ri zamÿ vzamÿal v vi hal
17,verso,36,23,xuboc acanoc maui xuhach ri
17,verso,37,23,hal chicau cut ri hal echa pa
17,verso,38,23,cat xcaxinic ri nima cat ta
17,verso,39,23,xpe cut ri capoh. xa cu chicop
17,verso,40,23,xecan ri cat ta xpetic xbe qui-
17,verso,41,23,ya vcoc xucut ha queheri re
17,verso,42,23,can xoponic xril ri atit cate pu-
17,verso,43,23,"ch, ta xril ri atit ri echa hun"
17,verso,44,23,chinima cat apa mi xpevi ri e-
17,verso,45,23,cha auvmal mi xealcalaba vi ve
17,verso,46,23,mi xquiz acam vloc ri cabix chibe
17,verso,47,23,navila xqha ri atit ta xbe puch
18,recto,1,23,xberila ri abix xavi xere qovi ri
18,recto,2,23,huvi abix xavi cu xere calah vco-
18,recto,3,23,libal cat chuxe. anim chicut xpe
18,recto,4,23,ri atit xul chicut chi rochoch xqha
18,recto,5,23,chicut chire ri capoh xere vi re-
18,recto,6,23,tal ri quitzih vi chiat valib chivil
18,recto,7,23,china abanoh ri e qo ri vi enavinac
18,recto,8,23,chic xuqhax cut capoh
18,recto,9,24,Are chic xchicatzihoh calaxic
18,recto,10,24,hun ahpu xbalanque
18,recto,11,25,Are cut calaxic vae xchicabÿh
18,recto,12,25,ta xuric vquih calaxic ta xalan
18,recto,13,25,puch ri capoh xquic vbi. macu xu
18,recto,14,25,vachih atit ta xealaxic libah
18,recto,15,25,chi xeyaqueic e caib chicalaxic.
18,recto,16,25,hun ahpu xbalanque quibi pa
18,recto,17,25,huiub xeyaque vi ta xeoc cut pa
18,recto,18,25,ha macu quevaric he atzaca vloc
18,recto,19,25,quitzih chach quichi xqha ri atit
18,recto,20,25,cate cut ta xeya pa zanic quz cu qui-
18,recto,21,25,varam chiri xeel chicu chiri xeya
18,recto,22,25,chic chuvi quix are ta cut xcah hun
18,recto,23,25,batz hun choven xecam ta chiri pa
18,recto,24,25,"zanic, xecam ta pu chuvi quix xcah"
18,recto,25,25,"rumal quichaquimal, qui εaε va-"
18,recto,26,25,chibal puch cumal hun batz hun
18,recto,27,25,chouen maui xeculax pa ha cu-
18,recto,28,25,mal quichac nabec xamaui que
18,recto,29,25,taam xavi cu pahuiub xequÿ vi
18,recto,30,25,e cu nimac ahzu ahbix ri hun
18,recto,31,25,batz hun chouen. xenimaquir cut
18,recto,32,25,nima caxcol rail. xeicou vi xecax-
18,recto,33,25,cobizaxic enimac etamanel chic
18,recto,34,25,xeuxic. xavi xere e ahzu e ahbix
18,recto,35,25,"e pu ahzibab, ahcot xevxic rono-"
18,recto,36,25,hel chutzin cumal. xa xquetaam
18,recto,37,25,vi xealaxic xa xenauinac epu
18,recto,38,25,uquexel qui cahau ri xebe chi-
18,recto,39,25,xibalba caminac vi qui cahau
18,recto,40,25,e cu nimac etamanel ri hun batz
18,recto,41,25,hun chouen chi qui qux ronohel
18,recto,42,25,nabec quetaam ta xevinaquir
18,recto,43,25,"ri qui chac, macu xel apanoc qui-"
18,recto,44,25,nauiquil rumal qui εaε vachibal
18,recto,45,25,xa chiquih xcah vi v yoc qui qux
18,recto,46,25,maui banoh xepoizaxic cumal
18,recto,47,25,ri hun ahpu xbalanque xacu
18,verso,1,25,vvbanic chiquibano huta quih
18,verso,2,25,maui queloεoxic rumal ri catit
18,verso,3,25,hun batz hun choven. maui chiia
18,verso,4,25,quiva xbaninac vaim xepu va-
18,verso,5,25,inac ri hun batz hun choven ta
18,verso,6,25,"quevvlic, macu quecacaric oio-"
18,verso,7,25,uaric xa chiquicuyu xere que-
18,verso,8,25,taam ri qui qoheic queheri zac
18,verso,9,25,"caquilo cucaam cut qui q,iquin"
18,verso,10,25,ta quevlic huta quih chiquiti cut
18,verso,11,25,ri hun batz hun choven mahabi
18,verso,12,25,naquila chiia chiquech quicabi
18,verso,13,25,chal ri hun ahpu xbalanque xa
18,verso,14,25,"cu zu, xapu bix chiquibano hun"
18,verso,15,25,batz hun chouen. ta xevl chi puch
18,verso,16,25,ri hun ahau xbalanque mahabi
18,verso,17,25,"chic qui q,iquin cucaam xeoc vl"
18,verso,18,25,oc xcacar curi atit naquipa ru
18,verso,19,25,mal mahabi chi ziquin ivcaam
18,verso,20,25,xevqhax cut ri hun ah pu xbalan
18,verso,21,25,que. are vi ixcatit xa mi xetana
18,verso,22,25,"tob ca q,iquin chuvi che xqha"
18,verso,23,25,cut macu habi chacan chui che
18,verso,24,25,chiquech ixcatit chicah ta pu
18,verso,25,25,ri catz quebe ta cuq chibe ta qui
18,verso,26,25,"cazah vloc ri q,iquin xeqha cut"
18,verso,27,25,vtzbala cohbe iuvq zaquiric xe-
18,verso,28,25,qha curi catz ta xechacouic. xca-
18,verso,29,25,minac cut quinaoh quicabichal
18,verso,30,25,chirech qui chaquic hun batz hun
18,verso,31,25,"chouen, xa catzolcomih qui qoheic"
18,verso,32,25,"e upam, catzih ta chuxoc rumal ni-"
18,verso,33,25,ma caxcol mi xquiban chique xoh
18,verso,34,25,"camtah, xohzachtah puch xcah"
18,verso,35,25,rioh quichac queheri ala xohpe
18,verso,36,25,vi vloc chiquiqux. quehe cut que
18,verso,37,25,cachac vi xa retal chicabano xe-
18,verso,38,25,qha chiquibil quib. ta xebe cut chi-
18,verso,39,25,la chuxe che cante vbi cachbilan
18,verso,40,25,curi catz ta xebec xquitiquiba chi
18,verso,41,25,cut vvbanic maui ahilan chi
18,verso,42,25,"q,iquin chuvi che quechititic xe"
18,verso,43,25,"maihan cut ri catz ta xquil ri q,i-"
18,verso,44,25,"quin. are curi q,iquin mahabi hun"
18,verso,45,25,"oc xcah vloc chuxe che, ri catzi-"
18,verso,46,25,quin e maui quecah vloc. xahix
18,verso,47,25,cazah vloc xeqha cut chire catz
19,recto,1,25,vtzbala xeqha cut. cate puch xeaca-
19,recto,2,25,nic chui che xnimar cut ri che xzi-
19,recto,3,25,poh vpam cate cut xerah cah vloc
19,recto,4,25,macu vtz chic qui cahic vloc chuvi
19,recto,5,25,che hun batz hun choven xeqha
19,recto,6,25,cu vloc chuvi che: hupacha cohv
19,recto,7,25,chanic ixcachac tocob cavach a
19,recto,8,25,reri che caxibin chic caquilo ix
19,recto,9,25,ca chac xecha vloc chuvi che xe
19,recto,10,25,qha curi hun ahpu xbalanque chi-
19,recto,11,25,quira ivex chixima xe ipam na-
19,recto,12,25,htic vtzam chihurehe chivih ca-
19,recto,13,25,te cut vtz ibinic xevqhax chic cu-
19,recto,14,25,mal quichac. vve xecha cut ta
19,recto,15,25,xquihuruba cut vtzam qui toc xa
19,recto,16,25,pu huzu qui he chi xuxic xa
19,recto,17,25,coy xquivachibeh chic cate cut
19,recto,18,25,xebe chui tac che chuti huyub
19,recto,19,25,nima huyub xebec patac quiche-
19,recto,20,25,"lah, quevohon chic quizilah chic"
19,recto,21,25,chucab tac che quehe cut quicha
19,recto,22,25,"catahic hun batz hun chouen,"
19,recto,23,25,cumal hun ahpu xbalanque. xa
19,recto,24,25,"rumal qui naual ta xquibano, ta"
19,recto,25,25,xeopon cut chicochoch xeqha cut
19,recto,26,25,xeoponic ruq catit ruq pu qui
19,recto,27,25,chuch ixcatit naquila mi xqui-
19,recto,28,25,culvachih ri catz xa rax qui vach
19,recto,29,25,mi xebec queheri e chicop chic
19,recto,30,25,xeqha cut vena quila mi xiban-
19,recto,31,25,chique ivatz mi xinicalaba mi-
19,recto,32,25,"pu xinichiquiba, mata quehe xi-"
19,recto,33,25,ban chique ivatz ixvi xqhari
19,recto,34,25,atit chiquech hun ahpu xba-
19,recto,35,25,lanque. xeqha chi cut chire ca-
19,recto,36,25,tit mi xbizonic ixcatit xchivil
19,recto,37,25,chic qui vach ri catz xquevlic xe
19,recto,38,25,re chicut vtihovic va chive ix
19,recto,39,25,catit la qui mi xtzeenic catiha na
19,recto,40,25,qui quih xeqha cut cate puch x-
19,recto,41,25,"quitiquiba zuanic, hun ahpu coy"
19,recto,42,25,xquizuah
19,recto,43,26,Cate puch xebixanic xezuanic
19,recto,44,26,xecohomanic ta vcamic ri qui zu
19,recto,45,26,qui cohom ta xcube puch ri catit
19,recto,46,26,cuq ta xezuanic xeziquix pa
19,recto,47,26,zu pa bix ta xubinaah ri hun
19,verso,1,26,ahpu coy vbi zu ta xeoc cu vloc ri
19,verso,2,26,hun batz hun chouen quexahouic
19,verso,3,26,ta xevlic cate puch ta xmucun ri
19,verso,4,26,atit itzel qui vach xril atit ta
19,verso,5,26,xtzeenic maui xucui vtze atit.
19,verso,6,26,xacu huzu xebec maui xil chi-
19,verso,7,26,quivach eiacatic xebe pa que-
19,verso,8,26,chelah naquipa chibano ixca-
19,verso,9,26,tit xa cah mul xchicatiho xa
19,verso,10,26,oxmul chic xquecaziquih pa zu
19,verso,11,26,pa bix quichicuyu itze catiha
19,verso,12,26,china xeqha chic hun ahpu xba-
19,verso,13,26,"lanque cate xezuan chic, ta xe-"
19,verso,14,26,oc chi vloc quexahou chic xe
19,verso,15,26,vl chic chi vnicahal vva ha xa
19,verso,16,26,ui ququz caquibano xavi caqui-
19,verso,17,26,tac chiih ri catit chi tze libah
19,verso,18,26,chi xtzeen chiri catit quitzih tze-
19,verso,19,26,ebal qui vach ri coy chixiriric
19,verso,20,26,xe qui pam chichilita xe puch
19,verso,21,26,vchi qui qux ta xeoc vloc are
19,verso,22,26,cut qui chutzeeh atit cate xe
19,verso,23,26,be chic patac huiub. naquipa
19,verso,24,26,qui chicabano ixcatit xere chiva
19,verso,25,26,roxmul chic xchicatiho xqha-
19,verso,26,26,ri hun ahpu xbalanque. xezuan
19,verso,27,26,chic xevl chic quexahouic. xa
19,verso,28,26,cu chucuiuca vtze ri catit xe
19,verso,29,26,acan cu vloc chucatanah tzac
19,verso,30,26,caεruxruh vchi tac qui vach
19,verso,31,26,mutzumac qui chi chiquimal qui
19,verso,32,26,chi qui vach macama chiquiho
19,verso,33,26,quih chique ta xril chi cut ri atit
19,verso,34,26,cate xpocolih chi vtze ri catit
19,verso,35,26,machicu xil chiquivach rumal
19,verso,36,26,vtzebal atit xerevi cua ixca-
19,verso,37,26,tit xquecapixabah vbic chuca-
19,verso,38,26,h mul cut xezuax chic macu
19,verso,39,26,xevl chic chucah mul huzu xe
19,verso,40,26,bec pa quechelah xeqha cut
19,verso,41,26,chire catit mi cu xcatiho ixca-
19,verso,42,26,tit mi nabe xevlic mi pu xcatih
19,verso,43,26,"chic qui ziquixic, mi xbizon cut"
19,verso,44,26,oh qolic oh ivÿ xachilocoh ri ca
19,verso,45,26,chuch ixcatit quenabax ri catz
19,verso,46,26,ta chuxoc mi xeqobic mi pu xebi-
19,verso,47,26,nahic hun batz hun chouen
20,recto,1,26,quevqhaxic xeqha ri hun ahpu xba-
20,recto,2,26,lanque xeziquix cut rumal ri ahzu
20,recto,3,26,"ahbix, ri oher vinac are puch chu-"
20,recto,4,26,ziquih ri ahzib ahcot oher xechi-
20,recto,5,26,copiric ecoy xevxic rumal xax
20,recto,6,26,quinimarizah quib xquiyoc ri qui
20,recto,7,26,chac quehevi calabil chiqui qux
20,recto,8,26,quehe cut qui maixic ri ta xezachic
20,recto,9,26,ri hun batz hun choven. e chicop xe-
20,recto,10,26,vxic are cut e ramaquelal coccho-
20,recto,11,26,ch chic xavi xere e ahzu e ahbix
20,recto,12,26,nim chic xquibano ta xecoheic ruq
20,recto,13,26,ratit ruq pu quichuch
20,recto,14,27,Ta xquitiquiba chicut qui banoh
20,recto,15,27,qui cutbal quib chuvach catit chu-
20,recto,16,27,vach pu qui chuch nabe xquibano
20,recto,17,27,ri abix. xa cohabixic ixcatit ix
20,recto,18,27,pu cachuch xeqha mi xbizonic oh
20,recto,19,27,qolic oh ivÿ oh qui quexel catz
20,recto,20,27,xeqha curi hun ahpu xbalanque.
20,recto,21,27,ta xquicam cut quicah qui mi xqui
20,recto,22,27,na qui xoquem xebec ruq huhun
20,recto,23,27,qui vvb xquiteleh xeel chi cocho-
20,recto,24,27,ch ta xquipixab cu catit chire
20,recto,25,27,vyaic qui va chiticoh na quih chi-
20,recto,26,27,beya cava ixcatit xeqha vtzba-
20,recto,27,27,la ixvÿ xqha cut ri catit. cate cut
20,recto,28,27,xeopon chiri que abix vi xa qui
20,recto,29,27,xquichiquiba ri mi xquina pu vleu
20,recto,30,27,xacu quichitahin ri mi xquina pu
20,recto,31,27,vleu macu qui chitahin ri mi xqui-
20,recto,32,27,na chutuquel. are curi icah xa
20,recto,33,27,vi chiquichiquiba chutoloc che
20,recto,34,27,xaui chucab rib che chibec chi-
20,recto,35,27,"lahahic chibec ronohel che, caam"
20,recto,36,27,εaε chacachoh chic chicatoh che
20,recto,37,27,chuban ri xahuna icah are curi
20,recto,38,27,mi xquina tzatz chicupuh maui
20,recto,39,27,ahilan tum quixic cuban ri xa
20,recto,40,27,hun chi mi xquina maui ahilan
20,recto,41,27,cupuh xa chuti huyub nima hu-
20,recto,42,27,yub cabec ta xquipixabah cut hun
20,recto,43,27,chicop xmucur vbi xquituyuba
20,recto,44,27,acanoc chuvi nima cutam xeqha
20,recto,45,27,cut hun ahpu xbalanque xa
20,recto,46,27,chavil ri catit chipetic iaol ca va
20,recto,47,27,huzu catoquic ta petoc cate cut
20,verso,1,27,chicachap ri mi xquina ruq icah vtz
20,verso,2,27,bala xqha curi xmucur. are cut
20,verso,3,27,xa vvbanic chiquibano mana qui-
