folio_num,side,lb_num,para_num,line_str
31,recto,7,41,Cate puch vrainic vmalinic
31,recto,8,41,pu qui qux ahauab chire qui
31,recto,9,41,xahoh xhun ahpu xbalanque
31,recto,10,41,"ta xel cu quitzih hun came, v-"
31,recto,11,41,vcub came chibana chique coh-
31,recto,12,41,ipuzu xeqha cut hunal tah
31,recto,13,41,cohipuzu xecha cut hun ca-
31,recto,14,41,me vvcub came chique ri x-
31,recto,15,41,hun ahpu xbalanque vtzbala
31,recto,16,41,chiqaztah ivach mapa ixqo
31,recto,17,41,"cam, oh pu quicotirizai ive ix"
31,recto,18,41,pu rahaual ival iqahol xe
31,recto,19,41,qha cut chique ahauab. are
31,recto,20,41,cu nabe xpuz ri qui vholom
31,recto,21,41,ahau hun came vbi rahaual
31,recto,22,41,xibalba. caminac chi cut hun
31,recto,23,41,came ta xchap chic vvcub ca-
31,recto,24,41,me maui xqaztah chi qui vach
31,recto,25,41,cate pu quelic xibalba chi ca-
31,recto,26,41,can are xquil ri ahauab xe
31,recto,27,41,camic e xaraxoh chubic epu
31,recto,28,41,xaraxoxinac qui cabichal xa
31,recto,29,41,cu cahizabal qui vach xbanic
31,recto,30,41,huzuc xucamibeh ri hun aha-
31,recto,31,41,u mana xquiqaztah chi v vach
31,recto,32,41,are curi hun ahau xelah na
31,recto,33,41,xoc na chiquivach ri e xahol
31,recto,34,41,maui xuculu mapu xurico to-
31,recto,35,41,cob nu vach xqha ta xuna rib
31,recto,36,41,xequiz cubec ronohel cal qui
31,recto,37,41,qahol pa nima zivan xa hun
31,recto,38,41,xquibalih vi quib panima
31,recto,39,41,xolobachan chiri cut etubul
31,recto,40,41,vi ta xculun cut maui ahi-
31,recto,41,41,lan chi zanic tuculÿ vla que
31,recto,42,41,pa zivan quehe ri xebeyox
31,recto,43,41,vloc ta xevl cut xquixul
31,recto,44,41,quiya chiquib conohel xeul
31,recto,45,41,elahoc xeul pu ococ quehe
31,recto,46,41,cut quechacatahic rahaual
31,recto,47,41,"xibalba, xa maihabal xa pu"
31,verso,1,41,qui halvachibal quib ta xqui-
31,verso,2,41,bano. cate puch ta xquibÿh
31,verso,3,41,"qui bi, xquicobizah quib chi-"
31,verso,4,41,qui vach conohel xibalba.
31,verso,5,42,Chitaa cabi xchicabÿh. xch-
31,verso,6,42,icabÿh naipuch vbi cacahau
31,verso,7,42,"chive ohva, oh xhun ahpu"
31,verso,8,42,xbalanque cabi are cu ca ca-
31,verso,9,42,hau ri xicamizah hun hunah-
31,verso,10,42,pu vvcub hun ahpu quibi oh
31,verso,11,42,cu pacol re vae qui rail qui ca-
31,verso,12,42,xcol ri cacahau quehe cut mi x-
31,verso,13,42,cacuyu vi ronohel caxcol mi-
31,verso,14,42,xiban chique. quehe cut quix
31,verso,15,42,cazach vi ivonohel quixcami-
31,verso,16,42,zah mahabi chic colotahel chi-
31,verso,17,42,ve xevqhax cut cate puch que
31,verso,18,42,lahic coquic conohel xibalba
31,verso,19,42,tocob ca vach ixhunahpu xba-
31,verso,20,42,lanque quitzih vi xohmacunic
31,verso,21,42,chique ri icahau quibÿh la
31,verso,22,42,cute e mucul chi pucbal chah
31,verso,23,42,xeqha cut. vtzbala areba ri
31,verso,24,42,catzih xchicabÿh chive chitaa
31,verso,25,42,ivonohel ix xibalba rumal
31,verso,26,42,mana nim chiiquih ivalaxic
31,verso,27,42,chuxic ruq naipuch mavi ni-
31,verso,28,42,m chi icochibal xzcaquin chic
31,verso,29,42,chi quic holomax mavi chahom
31,verso,30,42,"quic ive xa xot, xa acam, xa"
31,verso,31,42,chuch chire xheraxic xa naipu
31,verso,32,42,ral quim ral tolob chivechah
31,verso,33,42,macu ivech ri ronohel zaquil
31,verso,34,42,al zaquil qahol xanoh chitza-
31,verso,35,42,co rib chivach. are ri ahmac
31,verso,36,42,"ah labal, ah biz, ah moquen"
31,verso,37,42,chac na vmac quixoc vi mana
31,verso,38,42,xa rax chapom ronohel vinac
31,verso,39,42,chibano quixtaon puch chuvi
31,verso,40,42,"ri quic holomax, xevqhax cut"
31,verso,41,42,"conohel xibalba, quehe cut ti-"
31,verso,42,42,carinac qui zachic vmaixic na-
31,verso,43,42,ipuch quiziquixic. maui nim
31,verso,44,42,qui quih oher xa xrah tza vi vi-
31,verso,45,42,nac oher quitzih mana cabavil
31,verso,46,42,quibi oher xavi xibal cher itzel
31,verso,47,42,"qui vach e ah tza ah tucur, e tac-"
32,recto,1,42,chinel chimac chilabal; e naipu
32,recto,2,42,"ah muculic qux, e quecail za-"
32,recto,3,42,"quiil ah moxvach, ah latzab que"
32,recto,4,42,vqhaxic. chixeon quivach que
32,recto,5,42,culutahic; quehe cut vzachic
32,recto,6,42,"qui nimal cacal, maui nim"
32,recto,7,42,chi cahavarem xuxic. are
32,recto,8,42,"xebanou ri xhun ahpu, xba"
32,recto,9,42,lanque are cut coquic cazi-
32,recto,10,42,quin ri catit chuvach ri ah cu
32,recto,11,42,ri xquitic canoc xpe vtux ri
32,recto,12,42,ah cate xchaquih chic are
32,recto,13,42,cut ta xecat pachoh ta xpe
32,recto,14,42,chicut vtux ri ah cate cut
32,recto,15,42,xcaton ri catit xucat ri pom
32,recto,16,42,chuvach ri ah vnatabal quech
32,recto,17,42,rÿ. are xquicot vi vqux catit
32,recto,18,42,ri chu camul xpe vtux ri ah
32,recto,19,42,ta xcabauilax rumal catit ta
32,recto,20,42,xubinatizah cut nicah ha; ni
32,recto,21,42,cah bi choc.    cazamah chatam
32,recto,22,42,vleu    vbi xuxic are cut xu-
32,recto,23,42,"binaah vi    nicah    ha,    nicah    bichoc"
32,recto,24,42,rumal xa chunicahal vpa co-
32,recto,25,42,choch xquitic ah. are chi cu
32,recto,26,42,xubinaah vi chatam vleu
32,recto,27,42,cazam ah chuvi chata vleu
32,recto,28,42,quitic vi ah. are nai pu xubi-
32,recto,29,42,naah vi cazam ah rumal xpe
32,recto,30,42,vtux ah ta xcoh vbi rumal x-
32,recto,31,42,mucane xquitic canoc hun-
32,recto,32,42,ahpu xbalanque xanatabal
32,recto,33,42,que rumal atit. are curi nabe
32,recto,34,42,quicahau xoheroc quecamoc ri
32,recto,35,42,hun hunahpu vvcub hun ahpu
32,recto,36,42,xquil chicut v vach ri qui cahau
32,recto,37,42,chila chi xibalba. xqhau chic qui
32,recto,38,42,cahau chiquetax xquichac xi-
32,recto,39,42,balba.
32,recto,40,43,Va cute vviquic chic qui ca-
32,recto,41,43,hau cumal are xquivic ri vvcub
32,recto,42,43,hunahpu chila xbe quivica vi chi
32,recto,43,43,pucbal chah xavi xere v vach x-
32,recto,44,43,rah vxic xtzonox cut chire vbi
32,recto,45,43,ronohel vchi vtzam vbac vvach
32,recto,46,43,xuric nabe vbi xacu zcaquin
32,recto,47,43,chic xchatah vi xere maui xu
32,verso,1,43,bÿh chi vbi ri vhunal puil vchi
32,verso,2,43,xerepu xchatah chivi quehe
32,verso,3,43,cut ta xquinimah vi canahoc v
32,verso,4,43,qux qui cahau xaui xcanah chi
32,verso,5,43,pucbachah chiri quixziquix vi
32,verso,6,43,chuxic xeqha chivqahol chirech
32,verso,7,43,ta xcubax vqux nabe chel ive
32,verso,8,43,nabe naipuch. quixquihiloxic
32,verso,9,43,rumal zaquil al zaquil qahol
32,verso,10,43,maui chizachic ibi ta chuxoc xe
32,verso,11,43,qha chirech qui cahau ta xqui-
32,verso,12,43,cuba vqux xa oh pacol ica-
32,verso,13,43,mic izachic caxcol rail xban
32,verso,14,43,chiue quehe cut qui pixabic
32,verso,15,43,ri xchacatahinac oc ronohel
32,verso,16,43,xibalba ta xeacan culoc vara-
32,verso,17,43,le nicah zac huzu cu xeacan
32,verso,18,43,chicah. hun cu quih hun naipu
32,verso,19,43,ic chique ta xzaquiric vpam
32,verso,20,43,cah v vach vleu chi cah xeqo-
32,verso,21,43,heui are cut cachacanic ri o-
32,verso,22,43,much qaholab xecam rumal
32,verso,23,43,zipacna are cut cachbil xu-
32,verso,24,43,xic e vchumilal cah xevxic.
32,verso,25,44,Vae cut vtiqueric ta xnaohix
32,verso,26,44,vinac ta xtzucux puch ri choc vtio-
32,verso,27,44,hil vinac xeqha cut ri alom qa-
32,verso,28,44,"holom, e tzacol bitol tepeu cucu-"
32,verso,29,44,matz quibi mi xyopihic vzaqui-
32,verso,30,44,"ric mi xtzac vtzinic, mi pu xcaleic"
32,verso,31,44,tzucul cool zaquil al zaquil qa-
32,verso,32,44,hol mi xεale vinac v vinaquil
32,verso,33,44,"v vach vleu xeqha, xmolomanic"
32,verso,34,44,xulic xbe quinaoh chi queεumal
32,verso,35,44,chi aεabal ta xquitzucuh xqui-
32,verso,36,44,pucuh puch xenaohinic xebizon
32,verso,37,44,puch varal quehe cut xel via
32,verso,38,44,ponoc qui naoh zaquil calal xqui-
32,verso,39,44,rico xquicanaizah puch ri xoc
32,verso,40,44,vtiohil vinac xazcaquin chic ma
32,verso,41,44,ui cauachin quih ic chumil pa
32,verso,42,44,qui vi e tzacol bitol.
32,verso,43,45,"Pan paxil, pan cayala vbi xpe"
32,verso,44,45,vi εanahal zaquihal.
32,verso,45,46,Are cu qui bi chicop va camolre
32,verso,46,46,"cha. yac, vtiu, quel, hoh e cahib"
32,verso,47,46,chi chicop xbÿn vtzihel εanahal
33,recto,1,46,zaquihal chique chila quepe vi
33,recto,2,46,pan paxil xcut vbeel paxil are
33,recto,3,46,cut xquirico rÿ echa are cut xoc
33,recto,4,46,"vtiohil vinac tzac, vinac bit ha cut"
33,recto,5,46,vquiquel vquiquel vinac xuxic are
33,recto,6,46,xoc cumal alom qaholom ri hal.
33,recto,7,46,quehe cut xequicot vi rumal ri
33,recto,8,46,vriquitahic vtzilah huyub no-
33,recto,9,46,hinac chi quz tzatz chi εana hal za-
33,recto,10,46,quihal tzatz naipuch chipec chi
33,recto,11,46,caco maui ahilan tulul cauex
33,recto,12,46,"quinom tapal, ahache cab nohi-"
33,recto,13,46,nac quilah echa chupan ri tina-
33,recto,14,46,mit pan paxil pan cayala vbi
33,recto,15,46,qo vi echa v vachinel ronohel chu-
33,recto,16,46,"ti echa, nima echa, chuti ticon, ni-"
33,recto,17,46,ma ticon xcut vbeel cuma chicop
33,recto,18,46,ta xqueex cut ri cana hal zaqui-
33,recto,19,46,hal beleheb cu vcaal xuban
33,recto,20,46,xmucane echa xoquic ruqha
33,recto,21,46,ropenal xvinaquir vεabchial
33,recto,22,46,v εanaal vinac xuxic ta xqui-
33,recto,23,46,"ban ri alom qaholom, tepeuh"
33,recto,24,46,cucumatz quevqhaxic cate cut
33,recto,25,46,xquicoh patzih vtzaquic vbitic
33,recto,26,46,canabe chuch cahau xaεana
33,recto,27,46,hal zaquihal vtiohil xa echa ra-
33,recto,28,46,can vεab vinac ri e canabe ca-
33,recto,29,46,hau e cahib chivinac tzac xa
33,recto,30,46,echa oquinac quitiohil.
33,recto,31,47,Vae quibi naabe vinac xetza-
33,recto,32,47,quic xebitic. are nabe vinac ri
33,recto,33,47,Balam qui tze. vcab chicut Ba-
33,recto,34,47,lam acab. roxchi cut Mahucutah.
33,recto,35,47,vcah cut Iquibalam. are cu
33,recto,36,47,quibi ri canabe chuch cahau.
33,recto,37,48,Xa tzac xa bit que vqhaxic
33,recto,38,48,mahabi quichuch mahabi qui-
33,recto,39,48,cahau xa vtuquel achih chica-
33,recto,40,48,bÿh mana ixoc xealanic ma
33,recto,41,48,naipu xeqaholaxic rumal ri
33,recto,42,48,ah tzac ahbit ri alom qaholom
33,recto,43,48,xa puz xa naual quitzaquic qui
33,recto,44,48,bitic rumal ri tzacol bitol alom
33,recto,45,48,"qaholom, tepeu cucumatz. ta"
33,recto,46,48,xevinac vachin cut e vinac
33,recto,47,48,"xevxic xeqhavic, xetzihon"
33,verso,1,48,"puch xemucunic, xetaon puch"
33,verso,2,48,"xebinic, xechapanic, e vtzilah"
33,verso,3,48,vinac e chaom achihil vach qui
33,verso,4,48,vachibal qo quxlab xuxic xe
33,verso,5,48,mucum naipuch huzuc xopon
33,verso,6,48,"qui mucubal xquiz quilo, xquiz"
33,verso,7,48,quetamah ronohel xecah vue
33,verso,8,48,quemucunic libah chi chiqui-
33,verso,9,48,zol vachih chizolmucuh puch
33,verso,10,48,vpam cah upam vleu mahu-
33,verso,11,48,catahil na chiquilixtah rono-
33,verso,12,48,hel maquebin tanaon nabe
33,verso,13,48,cate ta chiquil ri vxecah xavi
33,verso,14,48,chire e qovi ta quemucunic
33,verso,15,48,tzatz quetamabal xuxic xicou
33,verso,16,48,"qui vachibal pache, pa abah"
33,verso,17,48,"pa cho, pa palo, pa huyub, pa"
33,verso,18,48,tacah. quitzih vi chi eloεolah
33,verso,19,48,"vinac ri balam quitze, Balam-"
33,verso,20,48,"acab, mahucutah, iquibalam."
33,verso,21,49,Ta xetzonox cut rumal ri
33,verso,22,49,ahtzac ahbit huchalic iqohei
33,verso,23,49,quinao maqui xmucunic ma
33,verso,24,49,"quixtaonic, ma vtz ichabal ruq"
33,verso,25,49,ibinibal quixmucuna na cut
33,verso,26,49,chiuila vxecah maεalah hu-
33,verso,27,49,yub tacah quivilo chitiha na
33,verso,28,49,cut xevqhaxic cate puch xqu-
33,verso,29,49,iz quil ronohel vxe cah cate
33,verso,30,49,cut qui camouanic ri chire
33,verso,31,49,tzacol bitol quitzih vi chi cam-
33,verso,32,49,ul camo oxmul camo mi xohvi-
33,verso,33,49,"naquiric mi pu xohchiinic, xoh"
33,verso,34,49,"vachinic cohqhauic, cohtaonic"
33,verso,35,49,cohbizonic cohzilabic vtz caca-
33,verso,36,49,nao xquetamah nah nacah mi-
33,verso,37,49,pu xquilo nim chutin vpa cah
33,verso,38,49,vpa vleu camo cut chive mi-
33,verso,39,49,"xohvinaquiric ohtzac, ohbit mi-"
33,verso,40,49,"xohvxic at catit, at camam xe"
33,verso,41,49,qha ta xquicamouah quitzaquic
33,verso,42,49,quibitic. xquiz quetamah rono-
33,verso,43,49,hel xquimucuh cah tzuc cah xu
33,verso,44,49,cut vpam cah vpam vleu ma-
33,verso,45,49,cu vtz xquitao ri ahtzac ahbit
33,verso,46,49,mavi vtz ri mi xquibÿh catzac ca
33,verso,47,49,bit mi xquetamah ronohel nim
34,recto,1,49,chutin queqha.
34,recto,2,50,Quehe chicut vcamic chic
34,recto,3,50,qui naoh alom qaholom hucha
34,recto,4,50,chic chicaban chique xata nacah
34,recto,5,50,chopon vi qui mucubal xata zca-
34,recto,6,50,quin v vach vvach vleu chiqui
34,recto,7,50,lo mavi vtz ri caquibÿh mapa
34,recto,8,50,xatzac xabit quibi xalabe e ca-
34,recto,9,50,bauil quevxi chic vve maui
34,recto,10,50,quepocotahic quequiritahic ta
34,recto,11,50,chauaxoc ta zaquiroc vve ma-
34,recto,12,50,vi chiquiiaric ta chuxoc? xa cayo
34,recto,13,50,ho chi zcaquin chic qo chi carah
34,recto,14,50,mavi vtz cacanao. xapa xchihu-
34,recto,15,50,namatah quibanoh cuq ri naht
34,recto,16,50,copon vi quetamabl quilon ro-
34,recto,17,50,nohel xevqhaxic rumal vqux
34,recto,18,50,"cah huracan, chipicaculha, raxa"
34,recto,19,50,caculha tepeu cucumatz alom
34,recto,20,50,"qaholom, xpiyacoc, xmucane tza-"
34,recto,21,50,col bitol quevqhaxic ta xquiban
34,recto,22,50,cut vqoheic chic qui tzac qui bit
34,recto,23,51,Xa cu xvabax vbac qui vach
34,recto,24,51,rumal ri vqux cah xmoyic quehe
34,recto,25,51,ri xuxlabix vvach lemo xmoyo-
34,recto,26,51,mobic vbac qui vach xanacah chic
34,recto,27,51,xemucun vi xere chi calah ri e
34,recto,28,51,qo vi quehe cut vzachic queta-
34,recto,29,51,mabal ruq ronohel qui naobal e
34,recto,30,51,"cahib chi vinac, vxe vticaribal que-"
34,recto,31,51,he cut qui tzaquic quibitic nabe
34,recto,32,51,ca mam ca cahau rumal vqux cah v
34,recto,33,51,qux vleu ta xqohe chi cut qui culel qui-
34,recto,34,51,xoquil puch xuxic xavi cabauil xnao-
34,recto,35,51,hin chic quehe ri xa pa varam xquicam
34,recto,36,51,xquicam vi quitzih e hebel chi ixoc qo
34,recto,37,51,"ruq balam quitze balam acab, mahu-"
34,recto,38,51,"cutah iquibalam, qo chi quixoquil ta"
34,recto,39,51,qui xeqaztahic anim xquicot chic qui
34,recto,40,51,qux rumal qui culel are cu qui bi
34,recto,41,51,quixoquil va. caha paluna vbi rixo-
34,recto,42,51,quil balam quitze chomiha vbi rixo-
34,recto,43,51,quil balam acab. tzununiha vbi rixo-
34,recto,44,51,quil mahucutah. caquixaha vbi rixo-
34,recto,45,51,quil iquibalam. are cut vbi quixo-
34,recto,46,51,quil ri e xoccahauab xevxic e po-
34,recto,47,51,col vinac chuti amac nima amac are
34,verso,1,51,cut vxe quech ri oh quiche vinac
34,verso,2,51,tzatz cut xuxic ri ahquix ahcahb
34,verso,3,51,mana xa e cahib chic xuxic xere
34,verso,4,51,cahib ri qui chuch oh quiche vinac
34,verso,5,51,halahoh chi quibi chi qui huhunal
34,verso,6,51,ta xpocotahic chila chirelebal quih
34,verso,7,51,"qui vbi xuxic ri vinac tepeu, olo-"
34,verso,8,51,"man, cohah, quenech, ahau chuch-"
34,verso,9,51,ax chic vbi vinac chila relebal
34,verso,10,51,quih xpocotahic retaam cut vtica-
34,verso,11,51,"ric chic rech tamub, rech ilocab xa"
34,verso,12,51,hun xpevi chila relebal quih ba-
34,verso,13,51,lam quitze vmam vcahau beleheb
34,verso,14,51,nimha chicaui quib balam acab
34,verso,15,51,vmam vcahau beleheb nim ha chi-
34,verso,16,51,nimhaibab. mahutah vmam v
34,verso,17,51,cahau cahib nim ha chi ahau qui-
34,verso,18,51,che oxchob chinamit chi vqoheic
34,verso,19,51,mavi zachel vbi vmam vcahau
34,verso,20,51,are pocol quirol chila relebal
34,verso,21,51,quih xavi xere xpe vi tamub ilo-
34,verso,22,51,cab ruq oxlahuh vca amac. oxla-
34,verso,23,51,"hun tecpan ruq rabinaleb, caεchi-"
34,verso,24,51,"queleb, ah q,inquina ha, ruq puch"
34,verso,25,51,"zacahib, ruq naipuch lamaquib,"
34,verso,26,51,"cumatz, tuhal ha vchabaha, ah chu-"
34,verso,27,51,"mila ha ruq ahquibaha, ahbatena ha"
34,verso,28,51,acul vinac balamiha canchaheleb-
34,verso,29,51,balam colob. xere cut vnimaquil
34,verso,30,51,amac ri vca amac qohqha chirech
34,verso,31,51,xa vnimaquil ri mi xcacholo. qui
34,verso,32,51,chic elenac chirih ri hutac chob
34,verso,33,51,chitinamit maui mi xcatzibah qui
34,verso,34,51,bi xavi cu chila xpocotah vi vloc
34,verso,35,51,relebal quih quia vinac xuxic
34,verso,36,51,chi que cumal ta xquiaric maha
34,verso,37,51,chalaxoc quih zac ta xequiaric
34,verso,38,51,xa hun xeqohe vi conohel e tzatz
34,verso,39,51,chi quiqoheic quibinovic chila
34,verso,40,51,relebal quih are mahabi chi tzu-
34,verso,41,51,cun quicoon xavi chicah qui chiqui
34,verso,42,51,pacaba qui vach mavi quetaam
34,verso,43,51,xebe vi naht xquibano ta xqohe
34,verso,44,51,pa qui chiri queca vinac zaqui vi-
34,verso,45,51,nac quivachibal vinac qui vqha-
34,verso,46,51,"bal vinac, cay vxiquin, qoley u xe-"
34,verso,47,51,cah. qocut huyubal vinac mavi ilo
35,recto,1,51,vvach mahabi rochoch xa chuti hu-
35,recto,2,51,yub nima huyub quebec queheri e
35,recto,3,51,chuh xeqha ta xqui yahobeh ri hu-
35,recto,4,51,yubal vinac xeqha chila xquil vi
35,recto,5,51,relebal quih xa cu hun quiqhabal
35,recto,6,51,conohel maha chiquiziquihoc che
35,recto,7,51,abah are natal chiquech ri vtzih
35,recto,8,51,"tzacol bitol vqux cah, vqux vleu"
35,recto,9,51,xeqha xere qui quxlaan ri re
35,recto,10,51,vaxic vzaquiric. xa tzononic chi-
35,recto,11,51,quibano e ahloε tzih e ahloε e ah-
35,recto,12,51,"nim, e ahxob chiqui pacaba qui-"
35,recto,13,51,vach chicah ta chi qui tzonoh qui
35,recto,14,51,meal qui qahol acaroc at tzacol
35,recto,15,51,"at bitol cohauila, cohata moha"
35,recto,16,51,"zaco, mohapizcalih at cabauil"
35,recto,17,51,chicah chivleuh vqux cah v
35,recto,18,51,qux vleu chayatah que tal catzihol
35,recto,19,51,chi be quih chi be zac ta chauaxoc
35,recto,20,51,ta zaquiroc quita raxal be raxal
35,recto,21,51,hoc cohaya vi lianic zaclianic a
35,recto,22,51,"mac tah vtzilah zac, vtzilah amac"
35,recto,23,51,"tah, vtzilah qazlem, vinaquirem"
35,recto,24,51,ta puch cohaia vi at huracan
35,recto,25,51,"chipa caculha, raxa caculha"
35,recto,26,51,chi pina navac raxa nana vac
35,recto,27,51,voc hunahpu tepeu cucumatz
35,recto,28,51,"alom qaholom xpiyacoc, xmu-"
35,recto,29,51,cane ratit quih ratit zac ta cha-
35,recto,30,51,"uaxoc, ta zaquiroc. xeqha ta xe-"
35,recto,31,51,quilonic xeziquinic xa zelava-
35,recto,32,51,chin vzaquiric xavi chila que-
35,recto,33,51,mucun vi relebal quih quila va-
35,recto,34,51,chin ri iqoquih nima chumil xa
35,recto,35,51,chalaxic quih tzihol re vpa cah
35,recto,36,51,vpa vleu vbinibal vinac tzac vi
35,recto,37,51,nac bit xeqha e balam quitze
35,recto,38,51,"balam acab, mahucutah, iqui-"
35,recto,39,51,balam coyobeh na vzaquiric
35,recto,40,51,xeqha e nimac etamanel e nao-
35,recto,41,51,"nel e ahquixb, e ah nim quevqha"
35,recto,42,51,xic mahabi cuhabioc che abah
35,recto,43,51,chichahin e canabe chuch cahau.
35,recto,44,51,e xacu xcoz qui qux chiri chiro
35,recto,45,51,yobexic quih e quÿ chic rono-
35,recto,46,51,hel amac ruq ya qui vinac ah
35,recto,47,51,quix ahcab xaho oh ca tzu cuh oh-
35,verso,1,51,pu quila ve qo chi chahin quetala
35,verso,2,51,chicaric ri cohtzihon ta chuvach
35,verso,3,51,xa qui quehe oh qolic mahabi
35,verso,4,51,chahal que xeqha cut e balam
35,verso,5,51,"quitze, balam acab, mahucutah"
35,verso,6,51,iqui balam xquitao vtzihol hun
35,verso,7,51,tinamit xebevi
35,verso,8,52,Are cut vbi huyub va xebe vi
35,verso,9,52,"Balam quitze, Balam acab mahu"
35,verso,10,52,"cutah, iqui balam ruq tumub, ilo-"
35,verso,11,52,"cab, tulan zuiva vvcub pec, vv-"
35,verso,12,52,cub zivan vbi tinamit xeopon vi
35,verso,13,52,e camolre cabauil
35,verso,14,53,Xeopon cut chila tulan conoh-
35,verso,15,53,el maui ahilan chivinac xoponic
35,verso,16,53,tzatz cut chubinic cholon cut relic
35,verso,17,53,vloc qui cabavil nabe ri balam
35,verso,18,53,"quitze, Balam acaab, mahucutah"
35,verso,19,53,iqui balam quequicotic are ca tzu
35,verso,20,53,cum va mi xcarico xeqha are
35,verso,21,53,cut nabe xel ri tohil vbi caba-
35,verso,22,53,uil xequel vcoc ri caxic rumal
35,verso,23,53,balam quitze. xel chicu vloc avi-
35,verso,24,53,lix vbi cabauil xrucah Balam
35,verso,25,53,acab al hacauitz chic vbi caba
35,verso,26,53,vil xucamo Mahucutah. nica-
35,verso,27,53,cahtacah vbi cabavil xucamo i-
35,verso,28,53,qui Balam. xere cut rach queche
35,verso,29,53,vinac ri xucaam chicut re ta-
35,verso,30,53,mub xaui xere tohil chitamub
35,verso,31,53,qo vbi xcamouic vmam vcaha-
35,verso,32,53,u tamub ahauab quetaan cut
35,verso,33,53,"vacamic, roxchicut ilocab xa-"
35,verso,34,53,ui tohil vbi cabavil xucamo
35,verso,35,53,quimam quicahau ahauab xa
35,verso,36,53,ui quetaam va camic
35,verso,37,54,Quehe cut vbinaam vi ox-
35,verso,38,54,ib chiquiche xma xutzocopih
35,verso,39,54,virib rumal xa hunam vbi ca-
35,verso,40,54,"bauil tohil quiche, tohil chi ta-"
35,verso,41,54,"mub, chi ilocab xa hun vbi v"
35,verso,42,54,cabavil que cu mavi xuhach
35,verso,43,54,vi rib roxichal queche oxib
35,verso,44,54,ri quitzih nimac qui qoheic to
35,verso,45,54,hil auilix hacavitz ta xoc chi cut
35,verso,46,54,"ronohel amac rabinaleb, ca-"
35,verso,47,54,"εchequeleb, ahq,iquina ha, ruq"
36,recto,1,54,yaqui vinac vbi va camic. chiri
36,recto,2,54,cut xhalcatih vqhabal ri a-
36,recto,3,54,mac halahoh qui qhabal xuxic
36,recto,4,54,maui calah chic xquitao chi qui-
36,recto,5,54,bil quib ta xepetic chitulan chi-
36,recto,6,54,ri cut xquipaxih vi quib qo
36,recto,7,54,"xbechila relebal quih, tzatz cu"
36,recto,8,54,ri xpe varal. xa cu humahtzu-
36,recto,9,54,"um quicu, mahabi ri vtzilah"
36,recto,10,54,"tac cul tah quicohom xa v q,u-"
36,recto,11,54,mal chicop qui cauvbal e me-
36,recto,12,54,ba mahabi quech xa enaual
36,recto,13,54,vinac chiquiqoheic. ta xepe chi-
36,recto,14,54,la tulan zu va vvcub pec vvcub
36,recto,15,54,zivan qhu chupan oher tzih tzatz
36,recto,16,54,chubinic xopon chitulan macu
36,recto,17,54,habi εaε xaqui e co ri tohil are
36,recto,18,54,curi vcabauil amac nabe xvi-
36,recto,19,54,naquir vεaε maui calah vvina
36,recto,20,54,quiric canicou chic qui εaε ta
36,recto,21,54,xquil ri Balam quitze Balam a
36,recto,22,54,cab acaroc mahabi ca εaε mi-
36,recto,23,54,xuxic xcoh cam rumal teu xe
36,recto,24,54,qha cut ta xqhau cut ri tohil
36,recto,25,54,mi xbizonic qo ivech chizach ri
36,recto,26,54,εaε
36,recto,27,54,qui biih xqha cut tohil chi-
36,recto,28,54,que. ma quitzih at cabauil at
36,recto,29,54,catzucuh at pu ca coon at ca-
36,recto,30,54,cabauil xeqha chire ta xquica-
36,recto,31,54,movah ri xubÿh tohil. utzbala
36,recto,32,54,quitzih in icabauil ta chuxoc in
36,recto,33,54,ivahaual ta chuxoc xevqhax
36,recto,34,54,ri ahquixb ahcah rumalt o-
36,recto,35,54,hil are cut que εaεal ri a
36,recto,36,54,mac quequicotic rumal qui
36,recto,37,54,εaε
36,recto,38,55,Cate puch ta xticaric nima hab
36,recto,39,55,are catilo vεaε amac tzatz cut
36,recto,40,55,chi zacboch xachic pa qui vi ro
36,recto,41,55,nohel amac ta xchup cut qui
36,recto,42,55,εaε rumal zacboch mahabi
36,recto,43,55,chic qui εaε xuxic. ta xquizo-
36,recto,44,55,noh chi cut qui εaε ri Balam-
36,recto,45,55,"quitze Balam acab, at tohil qui-"
36,recto,46,55,tzih cohvtzinic rumal teu xe
36,recto,47,55,qhacut chire tohil vtz mi xbi-
36,recto,48,55,zonic xqha tohil. cate ta xre-
36,verso,1,55,lezah εaε xubac uloc chupan v xa-
36,verso,2,55,hab cate cut xequicot ri Balam
36,verso,3,55,"quitze Balam acab, mahucutah"
36,verso,4,55,iqui balam cate cut xe miquic are
36,verso,5,55,cut chupinac chic vεaε amac que
36,verso,6,55,vtzin chic rumal teu cate pu qui
36,verso,7,55,petic chic etzonoy qui εeε cuq ri
36,verso,8,55,Balam quitze Balam acab mahucu
36,verso,9,55,tah iqui balam macu caquichih
36,verso,10,55,chic rumal teu zacboch xa quelex-
36,verso,11,55,lot chic quezizot chi puch maha-
36,verso,12,55,bi e qaz chivi cacoycot chic cacan
36,verso,13,55,qui cab maui quechapon chic ta
36,verso,14,55,xevlic maquicoh quixna ivq chi-
36,verso,15,55,catzonoh ta vcoc zcaquin i εaε xeqha
36,verso,16,55,ta xe vlic. macuhabi xeculaxic ta
36,verso,17,55,xcocon cu qui qux ri amac halan
36,verso,18,55,chic qui qhabal ribalam quitze
36,verso,19,55,Balam acab mahucutah iquiba-
