gloss_id,term_str,pos,term_def
235,a,adj,masculine youth indicator  a Xuan = the young Juan
236,a,adv interrog,indicator of question [Totonicapán]
237,a,poss pro,your
238,a'<aj>,n,thigh; part of the leg above the knee
239,a'tam,adj,early
240,ab,n,hammock; steam; mist
241,aba'q,n,soot
242,abäj,n,"stone, rock, testicle"
243,abäj tew,n,frost; ice; snow
244,abäjirik,v,to harden
245,abanel,n,operator
246,abanik,v,to invent; to fabricate
247,abir,adv,last year
248,abix,n,corn plant; cornfield
249,abixbal,n,plow
250,abixik,v,to plow
251,abixinik,v,to cultivate a plot of land
252,-ach',n,kind; class
253,-ach' ch'aben,n,confidant; one in whom you can confide
254,-ach' winaq,n,fellow-man
255,ach'i'y,adj,elastic; tough  meat
256,achajil<om>,n,husband
257,achalal,n,brother; older brother of male; family member
258,achalaxik,n,family
259,achalka'n,n,sister-in-law  when persons married to two sisters--concuña
260,-achaq amolo,n,maggot
261,-achaq ch'imil,n,falling star
262,-achaq ixpeq,n,mildew
263,-achaq q'aq',n,hot coals
264,-achaq -xikin,n,ear wax
265,achaq<aj>,n,"buttocks; excrement  human, animal"
266,achel,n,matasano  fruit
267,Achep,n,José
268,achi,n,man
269,achi nim -banik,n,important man
270,achi'l,n,companion; friend; regidor  assistant to mayor on council
271,achi'laj,v,to accompany
272,achi'lik,v,to be together
273,achij -baq'wäch,n,polygamous husband
274,achik',n,dream
275,achik'aj,v,to dream
276,achik'axik,v,to be dreamed about
277,achik'ik,v,to dream
278,achixaj,v,to be jealous
279,achixam,adj,jealous
280,achixam chrij ri rixoqil,adj,jealous about his wife
281,-achoch,n,home; sheath; scabbard; holster
282,-achoch Dios,n,temple
284,-achoch mache't,n,scabbard
285,-achoch q'aq',n,pistol holster
286,aj,of; pertains to,
287,Aj,n,day of sacred calendar
288,äj,n,"ear of corn  ripe, undried ; sweet corn on the cob  boiled, roasted"
289,aj,n,"firecracker, bombs used by the Catholics"
290,äj,n,reed; caña silvestre
291,aj,v,to want
292,aj na,v,to lack  käraj na jubiq’ atz’am --it needs a little salt
293,aj pa che',n,prisoner
294,aj uwo -achoch,n,family member; one who lives in the house
295,aj -wa,v,to have an appetite
296,aja'n q'or,n,atol of green corn
297,ajache',n,matasano  fruit--Casimira edulis
298,ajaj,v,"to work wood  cut, carve"
299,ajan,adj,"carved  wood, stone"
300,ajanel,n,carpenter
301,ajaw,n,owner; lord; king; boss
302,-ajaw chaq'ab,n,large black goat demon with fiery eyes
303,ajawab,n,community elders  permanent office  who choose auxiliary officers
304,ajawal,n,king
305,ajawam,n,freewill; by choice; voluntary; conscience; will
306,Ajawaxel,n,Lord  title for Christian God
307,ajawibal,n,kingdom
308,ajawij,v,to rule over
309,ajawinel,n,king
310,ajawinik,v,to rule
311,ajbe,n,traveller
312,ajbe'il,n,foreigner; traveller
313,ajbinel,n,traveller
314,ajbix,n,singer; specialist diviner uses elegant prayers and Latin liturgy
315,ajch'akap ja,n,stranger
316,ajch'ami'y,n,alcalde auxiliar  small town ; alguacil; constable; policeman
317,ajch'ayal ch'ich',n,blacksmith
318,ajch'ib,n,youngest child in family
319,ajch'o'j,n,soldier
320,ajch'op,n,member of a group
321,ajchak,n,traditional peasant farmer; worker
322,ajchaq'e,n,owner; master
323,ajchaq'im,n,child who has or is going to have a baby brother
324,ajchaq'im ak'al,n,premature baby; child born one year after sibling
325,ajchar,n,sifter  quadrangular
326,ajche',n,matasano fruit
327,ajchikaj,n,celestial; pertaining to the sky
328,ajchila',adv,from there; from way over there
329,ajchiq'ij,n,day laborer
330,ajchoq'e,n,owner; proprietor
331,ajelbal,n,flutist
332,ajibal,n,wants
333,äjij,n,sugar cane
334,ajik',n,servant; someone paid by the month; woman dancer represents moon
335,ajil,n,price; money saved for some purpose
336,ajilabal,n,date  calendar ; number; adding machine
337,-ajilabal q'ij,n,Tzolkin; sacred 260-day calendar
338,ajilabik,v,to count
340,ajilaj,v,to count; to relate; to give an account
341,ajilal,n,value
342,ajilanel,n,counter  person
343,ajilanik,v,to count
344,-ajilbalil,n,date; count; number
345,ajit,n,indigestion
346,ajita',n,indigestion
347,ajitz,n,bad witch
348,Ajitz,n,planet Mercury
349,ajjub,n,bow hunter
350,ajk'ay,n,seller; vendor
351,ajk'iche' winaq,n,Quiché people
352,ajk'ix,n,one who embarasses easily
353,ajk'ot,n,dancer who represents eagles in mythic dances
354,ajkajbalach,n,fortune teller; reader of the stars
355,ajkemal k'ul,n,blanket weaver
356,ajkemal po't,n,blouse weaver  Momostenango
357,ajkemal su't,n,napkin or cape weaver
358,ajkiej,n,horseman
359,ajkiem,n,weaver
360,ajkoj,n,dancer who represents lion in mythic dances
361,ajkotz'i'j,n,witch who places flowers and candles at shrines
362,ajkun,n,witch who heals; doctor
363,Ajmak,n,day in the sacred calendar
364,ajmak,n,one who is guilty; sinner
365,ajmes,n,"espiritista, one who consults spirits, good witch"
366,ajmiq'ina',n,native of Totonicapán
367,ajmox,n,not clever
368,ajnawal mesa,n,spiritualist  revered specialist diviner conducts seances
369,ajortza'm,n,sandal
370,ajpajuyub,n,peasant; peasant farmer; one who works fields in hills
371,ajpatan,n,member of a cofradía
372,ajpätzkar,n,dancer who strikes with chicotes
373,ajpom,n,witch who burns copal
374,ajpop,n,dignitary; official; leader
375,ajpuaq,n,silversmith
376,ajq'ij,n,daykeeper; diviner; zajorín; dancer who represents the sun
377,ajq'ojom,n,marimba player; musician; drummer
378,ajq'ojom,n,town crier who uses drums  mid-level community position
379,ajqan puaq,n,coppersmith
380,ajsik,adv,above
381,ajsikil saqil,n,first days of summer
382,ajsu',n,flutist
383,ajt'iso'm,n,tailor  Momostenango
384,ajt'isomanel,n,tailor
385,ajtaq'ajal,n,person from the coast
386,ajtaq'ajanik,n,person from the coast
387,ajtij,n,teacher
388,ajtititel,n,envious or jealous person
389,ajtuj,n,breast-feeding woman; woman in convalescence after childbirth
390,ajtunqul,n,drum player
391,ajtz'alam,n,one who saws planks from tree
392,ajtz'alam,n,vampire bat
393,ajtz'ib,n,secretary; scribe; writer
394,ajtzi,n,autumn
396,ajtzijtal,n,gossip; slanderer
397,ajtzonolob,n,one who asks for hand in marriage
398,ajwäch,n,director  of a dance ; one who knows secrets
399,ajwaral,n,native of here
400,ajwaram,n,sleepy-head
401,ajware',n,dentist
402,ajwi'l,n,child who is weaned and eats regular food
403,ajwinaqil,n,member of a group
404,ajxelajuyab,n,persons from Quetzaltenango
405,ajxi'n,n,gross person; disgusting; dancer in the Baile de Convites
406,ajxib,n,coward
407,ajxik,n,thief; pickpocket
408,ajxojoj,n,dancer
409,ajxojolab,n,dancers
410,ajxul,n,flautist
411,ajyitz,n,cow udder
412,ajyuq',n,shepherd; pastor; title of K’oxol
413,ajyuq' chij,n,shepherd
414,ak,n,firecracker
415,ak,n,reed; bamboo
416,äk',n,chicken  see also ek’
417,ak',n,grain
418,ak' <-palaj>,n,freckle; spot
419,-äk' juyub,n,pheasant
420,ak' r-i'j,adj,spotted
421,ak' wa,n,tamale of elote  green corn ; tender corn
422,ak'al,adj,young
423,ak'al,n,child
424,ak'al,n,Jerusalem cricket
425,ak'al r-e boq'wäch,n,pupil  of the eye
426,ak'alil,n,childhood
427,ak'an,n,string of garlic hung on wall
428,ak'ie'l,n,new corn; newly harvested corn  not yet hard
429,Akiel,n,Miguel
430,al,adj,heavy
431,al,adj,indicator of feminine youth
432,-al ala,n,son of a female
433,-al ali,n,daughter of a male
434,al -anima',adj,silent
435,-al -ch'utin nan,n,cousin
436,-al puaq,n,interest on money
437,-al q'ij,n,Quiché people
438,-al ri puaq,n,interest  on debt
439,al<al>,n,weight
440,al<axel>,n,child  boy or girl  of a female
441,al<axel> ala,n,son of a female
442,al<ixel> ali,n,daughter of a female
443,ala,n,young boy
444,ala bo'chi'nel,n,fiance; intended husband
445,ala's,n,doll
446,ala's,n,"doll, puppet"
447,alab<atz>,n,son-in-law of a female
448,alabal,n,step-son or daughter  of woman
449,alabal ala,n,god-son;  of woman
450,alabal ali,n,god-daughter  of woman
452,alabal<axel>,n,nephew  of woman
453,alabal<ixel>,n,niece  of woman
454,alachi'k,v,to joke around; to speak vain things; to jest
455,alaj,adj,small
456,alaj,adj,small; little
457,alaj,v,to give birth to a child
458,alaj ama' wakäx,n,young bull
459,alaj be,n,footpath
460,alaj blaj si,n,twigs
461,alaj chij,n,lamb
462,alaj ek',n,chick
463,alaj ek',n,chick
464,alaj taq ixkolob,n,small intestines
465,alaj taq yabil,n,measles
466,alaj taq'aj,n,meadow
467,alaj u-pam q'ij,n,short days
468,alaj wakäx,n,calf
469,alambre,n-esp,wire  from alambre
470,alamnäx,n,lemon; sour lime
471,alanel,adj,fertile  animals; people
472,alanik,v,to give birth  animals or people
473,alanta'r,n,apron
474,alanxäx,n,orange; orange tree
475,aläq,pro,you  formal plural ; your  formal plural
476,alaw,n,large semi-nocturnal rodent  tepezcuintle
477,alaxel,n,prince
478,alaxibal,n,birth
479,Alaxibal,n,Christmas Eve  Noche Buena
480,alaxik,n,clan; patrilineage; relative; family member; birth
481,alaxik,v,to be born
482,alaxinaq,adj,born
483,ales,n,small snake
484,ali,n,young girl
485,ali -bo'chi'm,n,fiance; promised bride
486,ali bo'chi'talik,n,fiance; promised bride
487,ali ch'abem,n,fiance; promised bride
488,alib<axel> chichu',n,mother-in-law of a female
489,alib<axel> tata',n,father-in-law of a female
490,alib<ixel>,n,daughter-in-law of female; sister-in-law of female
491,alibätz<ixel>,n,daughter-in-law of female
492,alibaxik,n,work new bride does for her parents-in-law
493,alima',n-esp,sweet lime
494,alixel,n,princess
495,-alk'ual ja,n,slave
496,-alk'ual q'ij,n,albino
497,alk'ual<axel>,n,child
498,alk'ualaj,v,to engender children  man
499,alkabal,n,tax
500,alma'r,n,closet; chest  for clothes
501,alobik,v,to become heavier
502,alobisaj,v,to make something heavier
503,alom,n,servant
504,aluchij,v,to watch out for someone
505,alwino',n,yerba buena  mint
506,alxik,n,small idol used by diviners
508,äm,n,spider
509,-äm kiej,n,poisonous spider
510,Ama Achi,n,Orion constellation
511,Ama Q'uq',n,planet Venus
512,ama',adj,male; masculine indicator  animals
513,ama' ak',n,rooster
514,ama' chij,n,ram
515,ama' ek',n,rooster
516,ama' ja',n,liquor; aguardiente
517,ama' wakäx,n,bull; ox
518,amalo,n,fly
519,amalo -pam,n,blemished; stained
520,amaq',n,tribe; nation; country
521,amaq' Guatemala,n,the nation of Guatemala
522,amaq'el,adv,always; forever; frequently; often
523,amaqil,n,greatness
524,amolo,n,fly
525,amprima',n,membrillo fruit; quince
526,amu's,n,non-Indian
527,anäb<ixel>,n,sister of a male
528,anababal,n,step-sister of a male
529,anabej,v,to hurry someone or something
530,anej,v,to hurry someone
531,anej ch-wäch,v,to escape
532,anejik,v,to flee
533,anik,v,to hurry; to go fast
534,anim,n,hurry; rush
535,anima',n-Span,heart; soul; feeling; being
536,-anima' ixim,n,heart of corn grain
537,animaj ch-wäch,v,to flee before
538,animajik,v,"flee, run away; to hurry"
539,aninäq,adv,hurriedly; immediately; on time; rapidly; quick
540,aninaq -ij,adv,in a hurry; in a rush
541,aninaqil,adv,instantly; immediately
542,aninäqil,n,moment; haste
543,ankane'y,n-Span,banana
544,antun,n,clarinero bird
545,apachike,adj,whatever
546,apachin<aq>,n,whoever
547,apan<öq>,adv,outside; away  but nearby
548,apasäch,n,whatever things
549,apawichi,adv,wherever
550,apawije,adv,wherever
551,aq,n,pig
552,aq' re q'aq',n,tongue of fire
553,aq'<aj>,n,tongue
554,aq'a'l,n,live coal; charcoal
555,aq'ab,adv,early
556,aq'äb,n,night; early morning
557,Aq'abal,n,day in sacred calendar
558,aq'abil,adv,at dawn; traditional time of marriage proposals
559,aq'äbil,n,mornings
560,aq'anibal,n,ladder
561,aq'anik,v,to climb up
562,aq'anisaj,v,to lift; to place higher
564,aq'anoq,adv,upwards; up; up above
565,aq'bal,n,myth
566,aq'en,n,board under grinding stone to catch corn dough  tabla de moler
567,aq'er,n,calzado de milpa  prop to brace corn plants in wind
568,aqaj,n,wasp
569,aqal,n,wasp nest
570,aqän,n,altitude; height-- janipa r-aqan? how high is it; handle  tool
571,aqan,n,shell with live creature inside
572,-aqän ja,n,column; beam; rafter; supportive pole
573,-aqan ja,n,porch
574,-aqan k'uch,n,ebony tree
575,-aqän kotz'i'j,n,stem
576,-aqän rasrän,n,edge or tip of a hoe
577,-aqän tz'ikin,n,white mushroom
578,aqän<aj>,n,"leg, foot, step  nabe r-aqan ri ne’-baby’s first step"
579,aqänil,n,height
580,aqil,n,a bad person
581,aqil,n,a wrong someone does to someone else
582,arado,n-esp,plow
583,are chi,adv,in order that
584,are k'u ri',exp,amen; may it be so
585,are k'ut,dem,that’s right
586,are la',dem,that is
587,are wa',dem,this is
588,are',pro,"he, she, him, her, it"
589,are<täq>,adv,"when, while"
590,arki'y,n,belt  of horse
591,Armita,n,Guatemala City; capitol
592,arne'r,n,sifter
593,arroz,n-esp,rice
594,asaron,n-Span,hoe
595,asear,n,whip
596,asich,n,hoopoe  abubilla  bird
597,asukal,n-esp,sugar
598,at,pro,you
599,at'ixnab,n,sneeze
600,at'ixnam,n,sneeze
601,at'ixnapik,v,to sneeze
602,ata'm,adv,early
603,ataj tzij,v,to accuse
604,ati' q'uq',n,female quetzal
605,ati't,n,female gender indicator  animals
606,ati't,n,grandmother
607,ati't ak',n,hen
608,-ati't ak'al,n,midwife
609,ati't kej,n,mare
610,ati't par,n,fox
611,atin ri ik',v,moon when has a halo  moon’s bathing
612,atinaj,v,to bathe
613,atinel,n,bather
614,atinem,n,bath; act of bathing
615,atinibal,n,bathing place; bath; shower; pond
616,atinik,v,to bathe one’s self
617,atinsaj,v,to bathe someone
618,atoy,n,venomous snake
620,atz',n,heron
621,atz'am,n,salt
622,atz'ambal,n,salt shaker
623,atz'amij,v,to salt
624,atz'iäq,n,clothing
625,atz'iaq k'ul,n,wool cloth
626,atz'iäqij,v,to dress
627,ätz<axel>,n,older brother of boy
628,ätz<ixel>,n,older sister of girl
629,Auen,n,Elena
630,awabal,n,bag for holding seeds or planting
631,awaj,n,"beast, animal"
632,awaj,v,to hide
633,awaj aj uwo kaj,n,bird
634,awaj -ib,v,to hide self
635,awaj re u-wo ja,n,domesticated animal
636,awaj ri käki-juruj kib,n,serpents
637,awam,adj,hidden
638,awamajik,n,fast
639,awanik,v,howl  dog
640,awas,adj,prohibited; taboo; sacred
641,awas,n,taboo; polite term for genitals; hearth of a ritual shrine
642,Awas Q'ij,n,Semana Santa  Holy Week
643,awas rech alaxik,n,patrilineage shrine
644,awas rech kej,n,shrine dedicated to prayers for horses
645,awas rech tinimit,n,town shrine
646,awasij,v,to bestow efficacy on something by carrying out a ceremony  bless
647,awex,n,corn planting; seed corn; cornfield
648,awex tiko'n,n,ritual before birth of child at patrilineage shrine
649,awexibal,n,sowing
650,awexibal tikbal,n,patrilineage shrine  general term
651,awexik,v,to sow  corn
652,awu'nik,v,to howl
653,axno',n,spinning wheel
654,axux,n,garlic
655,ayin,n,alligator; crocodile
656,ayin kär,n,whale
657,azete,n,fig tree
661,ba,n,mole; gopher  taltuza
662,ba',exclam,"pues, well then"
663,ba',v,to chew something
664,ba'ik,v,to be chewed
665,ba'x,adj,stupid
666,bach'uy,adj,crumpled  paper ; wrinkled
667,bach'uyirik,v,to crumple; to get wrinkled
668,baitajik,v,to be late
669,baj,v,to chew
670,bajajik,v,to chill; to get cold  liquid
671,bajbik,adj,thick-lipped
672,bajchi',adv,early in the morning
673,baji's,n,rat
674,bajibal,n,hammer
675,bajij,v,"to nail, to hammer, screw, put on tightly"
676,bajim,n,blocked; impeded
677,bajowik,v,"to be heavy  bag of grain, etc."
678,bakit,n,oak
679,balabik,n,"grown, matured  corn plant which has formed ears"
680,balachij,v,to massage with oil or other unguent
681,baläm,n,jaguar
682,balij,v,"to stuff  gently ; to load, to fill up"
683,balixik,n,act of being stuffed
684,balixik,v,to be loaded; to be filled up
685,balom,adj,twisted; crooked
686,balonel,n,twister
687,balq'atij,v,to roll over something
688,balq'atik,v,roll over
689,baltisaj,n,circumference
690,baluk,n,brother-in-law of a male
691,ban,v,to do; to make
692,ban -banik,v,to repair; to fix something
693,ban ch'utin,v,to reduce in size; to shrink
694,ban ch-o q'abaj,v,to make by hand
695,ban itzel ch-e,v,to fail at something; damage something
696,ban je jas,v,to act like
697,ban k'ä'x ch-e,v,to mistreat  little brother ; to cause harm
698,ban k'ä'x ch-e -k'ux,v,to sadden
699,ban -k'exel,v,to replace
700,ban kieb -k'ux,v,to be a hypocrite; to doubt
701,ban kuenta,v,to be careful
702,ban mak,v,to sin
703,ban manxo ch-e,v,to tame; to break  horse
704,ban muchu'l ch-e,v,to pulverize
705,ban muchul,v,to crumble
706,ban -palaj,v,to sculpt; to engrave
707,ban -palaj ch-e,v,to give an angry look at someone
708,ban q'atow tzij p-wi',v,to judge someone
710,ban -qul,v,to deceive; to cheat
711,ban saq pe'r,v,to become pale  from fright
712,ban tajen,v,to work with a hoe
713,ban tok'ox che,v,to hiccup
714,ban toq'ob,v,to do a favor
715,ban tzij,v,to tell tales; to gossip
716,ban tzij ch-ij,v,to tattle on someone
717,ban utz ch-e,v,to repair; to fix
718,ban -ware',v,to sharpen  knife; machete
719,ban we,v,to imitate
720,banal,n,maker; doer
721,banal bo'j,n,pot maker
722,banal etzelal,n,evil doer; criminal
723,banal k'ä'x,n,evil doer; criminal
724,banal tzij,n,liar
725,banal xajab,n,shoe maker
726,banano,n-esp,banana
727,banbal,n,construction
728,banbal u-ware' ch'ich',n,sharpening instrument
729,banik,n,shape; meaning; significance; nature; character
730,banik,v,to do; to make
731,banobal,n,workshop
732,banol,n,doer; maker
733,banol k'ax,n,evil doer
734,banom,adj,done
735,banom che tz'um,adj,made of leather
736,banom tzij,n,lie
737,banowik,n,the act of doing; the doing
738,banowik,v,to accomplish; to cause to be done
739,bantaj,v,to be done
740,bantajibal,n,creation
741,bantajik,n,meaning; significance
742,bantajik,v,to complete
743,bantajinaq,adj,done; finished; completed
744,bantajinaq,adj,made
745,baq,adj,thin; skinny
746,baq,n,bone; needle
747,baq,v,"to wash  hair, face"
748,baq chikop,n,gusano alambre  worm that eats planted corn seed
749,baq',n,seed; pit; stone  fruit
750,-baq' kampana,n,bell striker
751,-baq' q'aq',n,bullet
752,-baq' winaq,n,evil eye
753,baq'atij,v,"to roll up; to twist  wire, neck of a chicken"
754,baq'atij -ib,v,to become entangled
755,baq'atim,adj,rolled up; twisted
756,baq'ek,v,to become bored
757,baq'otik,v,to walk like a drunk; to stagger from illness
758,baq'wäch,n,eye
759,-baq'wäch ch'o,n,chiltepe
760,-baq'wäch käminaq,n,class of poisonous mushroom
761,baq'wäch triko,n,grain of wheat
762,baqik,v,to wash  hair
763,baqil,n,body; bones; skeleton
764,-baqil jolomaj,n,skull
766,-baqil -teleb,n,collar bone
767,baqil<aj>,n,skeleton; semen
768,baqirik,v,to become thin
769,baqit,n,encino tree  evergreen oak
770,bara,n-esp,staff of office  from vara
771,baraj,n,"bundle of divining paraphernalia  tz’ite beans, crystals, etc."
772,baraj,v,to roll something  tamales; tz’ite beans during divination
773,baraj punto,n,divination by tz’ite beans
774,baraj punto,n,last pile of tz’ite beans left over after divination ritual
775,bate',n,lance; pike; spear
776,Batz',n,day on the sacred calendar
777,batz',n,monkey;
778,bätz',n,thread
779,bätz',v,to tie up; to bandage; to wrap up a wound
780,bätz'anik,n,to make thread
781,bätz'ibal,n,shuttle of weaving machine; spinning wheel
782,bätz'ij,v,make thread; spin thread
783,bätz'im,adj,spun  thread
784,bätz'inel,n,thread maker; spinner of thread
785,bätz'inik,v,to purr  cat
786,bätz'inik,v,to spin  thread
787,bawik,v,to tire; to ache  head from too much sun
788,bayataj<ik>,v,to be late
789,baych'o,n,ratón de monte  field mouse
790,bayi's,n,rat
791,bayij,v,to cause to wither; fade  beauty of woman
792,be,n,trip
793,be anim,v,to run; to go hurriedly
794,-be -anima' -uk',v,to be pleased with something
795,-be ch'ich',n,paved road
796,-be ik',n,path of the moon
797,-be ja',n,riverbed
798,-be -k'ux -uk',v,to be pleased with something
799,-be q'ij,n,path of the sun
800,be q'ij,v,to get late
801,-be teoxil,n,religious procession
802,be'el,n,plaza
803,be<al>,n,road; path; way
804,bej<o>,tv-1,to beat tree to get fruit
805,bejejik,v,to spread  like thick liquid on table when spilled
806,bejoj,v,to beat down  fruit with a stick from a tree
807,bejowik,v,to shift around  like portions of a load--grain of pack
808,bek,iv,to go; to take a trip; to travel  Momostenango
809,bek<o>,tv-1,to scratch at dirt  chicken
810,-belej,n,ninth
811,belejeb,n,nine
812,belejeb k'al,n,"180  ""nine children"""
813,belejlajuj,n,nineteen
814,belowik,v,to pour out; to dump out; to spill
815,benam,n,act of going; departure
816,benam re,adj,ready to go
817,benam winäq,n,wanderer; person who likes to travel
818,benäq,adj,gone
819,benäq'ij,adv,in the afternoon
820,beq<o>,tv-1,to degrain  like corn grains from cob
822,beqnajik,v,to walk heavily  like a duck
823,bey<o>,tv-1,to delay someone
824,beya',n,valley
825,beyenik,v,to be late
826,beyesaj,v,to delay
827,beyetajik,v,to be delayed; to be late
828,beyetajisaj,v,to cause to be delayed
829,beyik,v,to be delayed
830,bi',n,name
831,bi'nam,adj,called  k’o jun achi u bi’nam Carlos
832,bij,v,to say
833,bij kan,v,to leave a message
834,bij pa -k'u'x,v,to think to your self
835,bij pa memal,v,speak with hand signals
836,bij wa',v,this means
837,bil<o>,tv1,"to anoint  with medicine, oil ; rub on; to smear; to apply"
838,bilbaj,v,to rub with feet
839,bilbayij,v,to rub; massage  sore knee
840,bilbitik,v,to flow slowly  large river
841,bilij,tv2,to fill one vessel from another vessel
842,biloj,n,string bean  ejote
843,bim,adj,said
844,bin ruk' ri u-wi' taq -aqän,v,to walk on tiptoes
845,binabal,n,crutches
846,binaq,adj,gone
847,binel,n,walker; traveller
848,binel ja',n,rivulet; stream; river
849,binel loq'obal,n,chicken pox
850,binem,n,a walk; a trip; journey
851,binibal,n,walk; means of walking; way of walking
852,binik,v,to walk; to travel
853,binik junam,v,to walk together
854,binik latz',v,to walk straight
855,binik p-wi' ri ja',v,to float
856,binisaj,v,to drive  car
857,biq'<o>,tv1,to swallow whole; to gulp
858,biq'batik,v,to sob; to weep bitterly
859,biq'ilijik,v,quick intake of breath  when startled
860,biq'onik,v,to swallow
861,biq<o>,tv1,to shell; to degrain  corn from cob
862,birbatik,v,to tremble; to be shaken; to shiver from fear
863,birbitem,n,shiver; tremor  of the body
864,biribik,n,"tall; well-built  plant, person"
865,biririk,v,"to vibrate; shake  passing truck ; roar  ocean, car"
866,birnajik,v,to pulse  vessel of wrist or neck
867,bis,n,sadness
868,bis -wäch,v,to frown  bis nu-wäch
869,bisobal,n,something which saddens
870,bisoj,tv2,to be sad about something; to mourn something; to lament
871,bisol,n,meditator; one who reflects
872,bisonem,n,sorrow
873,bisonik,iv,to be sad; to lament
874,bisorinaq winaq,n,sad person; sad people
875,bit',n,tearing sound
876,bit'<o>,tv1,"to tear  paper, cloth"
878,bit'boxik,iv,to tear up into pieces
879,bit'inik,iv,to tear  cloth
880,bitanik,iv,to create
881,bitbik,adj,arrogant
882,bititik,v,to be well-dressed
883,bitol,n,builder  of ancient pyramids
884,bitz',v,to fill
885,bix,n,chicken droppings
886,bix,n,song; happiness
887,bix q'ij,n,song to the sun; Mass
888,bix wil,n,small hawk
889,bixaj,v,to sing something
890,bixik,n,saying; tale; announcement; notice
891,bixik,v,to be said; to sing
892,bixikal,n,report
893,bixobal,n,"book of songs, hymns"
894,bixonel,n,singer
895,bixonik,v,coo  dove ; hoot  owl
896,bixonik,v,to sing; to sigh
897,bixtaj,adj,spoken to
898,bixtajik,v,to be spoken to
899,biyo'mik,v,to swing side to side; to sway  bridge in wind
900,biyomisaj,tv2,to swing something from side to side  baby in hammock
901,biyowik,v,to swing side to side; to sway  bridge in wind
902,bo'j,n,large clay pot; kettle; tumor on neck; goider
903,bo't,v,to roll up  sleeve
904,bochi'j,v,to exhort; to fall in love with; to plead; to persuade
905,bochi'j,v,"to plead, court; pacify; comfort; coax; caress; pet"
906,boj,n,goider
907,Bokeron,n,Nebaj
908,bokil,n,izote
909,bol<o>,v,"to roast in fire  corn, meat ; to fry  plantains; habas; elote"
910,bolaj,n,"chunk, piece  of wood, etc."
911,bolaj,n,furrow  land
912,bolajij che',tv2,to cut up tree into logs
913,bolobik,adj,cylindrical
914,bolobik,n,column
915,bolobik ja,n,cone
916,bolol,n,lizol  plant
917,bolom,n,roasted; fried
918,bolom ch'ich',n,cannon
919,bolonel,n,roaster
920,bolq'otij,tv2,"to roll up  rope, etc."
921,bolq'otik,v,to roll
922,bonbik,adj,bulky; huge
923,bonbik,v,to enlarge
924,boq ja',tv1,to sweat
925,boq q'ayes,v,"to weed  corn, beans"
926,boq'abaj -q'ab,v,clap hands
927,boq'äch,n,eye
928,boq'wäch,n,eye; vision; sight  utz u-boq’wäch-- good sight
929,-boq'wäch top,n,inflammation of the skin near fingernails
930,boq<o>,tv1,to pull out by its roots  weeds; potato eyes ; to de-feather
931,boron,n,food of the gods; ambrosia
932,bosbotik,v,to get fat; to be fat  animals
934,bose'l,n,popcorn
935,bot,n,white cotton  on plant
936,bot<o>,tv1,roll up  paper; cloth ; to fold; to double over
937,botol<ik>,n,roll of something
938,bototej,v,to curl
939,bototik,adj,curly
940,botz',v,to wrap up
941,botz'ik,v,"to to roll up; to wrap up  a job, a project"
942,botz'obal,n,bandage
943,botz'oj,n,winding; bundle of wound flowers used when asking hand of girl
944,botz'oj,v,to roll up something; to wind something
945,box,v,to build a fire
946,-boxonil kotz'i'j,n,flower bud
947,bu'n,adj,fat  something small like a baby
948,bub,n,rash
949,buch,n,unstrained atole  boiled and ground corn
950,buj<u>,tv1,to beat down fruit from tree
951,bujujik,v,to sound like heavy rain
952,buk,n,hangnail
953,buk -ib,v,to cover self well  with blanket from cold
954,buk',v,to strike  with fist
955,buk' chabaj,v,to stone
956,buk'ul,n,glass; jar
957,buk<u>,tv1,"to cover; wrap up  to keep from getting cold--child, food"
958,bulbutik,v,to spring forth  water from ground
959,bulbux,n,spring; fountain of water
960,bulij,adj,granulous
961,bulij ulew,n,damp land
962,bulijik,v,to leak from a crack
963,bulijik,v,to ooze; to flow  manar
964,bulq'at ja',n,flood
965,buq,n,small nocturnal bird of pray  sigua monte
966,buq'ulij,v,to skin  animal
967,buquwik,v,to smoke
968,bur,n,cancer
969,bur,n-Span,burro; donkey
970,bus,n,a small crook-necked squash
971,bus<u>,tv1,to fold; to double over  paper; cloth
972,busulik,adj,folded
973,busum,adj,folded
974,busunel,n,ghost; phantasm
975,buti',v,to sting
976,buxlajik,v,to sweat
977,buxlunijik,v,to percolate  filtrar
978,buyu'q,adj,withered
979,buyuqarik,v,"to wither  flower, plant"
983,ch'a',v,to complain; to demand restitution  for corn eaten by stray animal
984,ch'a'k,n,abscess; sores on skin; ulcer; smallpox; pimple; boil
985,ch'a'kirik,v,to become infected  wound
986,ch'a'r,adj,hoarse
987,ch'a'r pa -qul,adj,hoarse
988,ch'ab,n,arrow; bow  for arrows
989,ch'ababal,n,gift given to obtain the favor of a person
990,ch'abal,n,voice; language; speech; ritual prayer  Catholics ; doctrine
991,ch'abalil,n,grammatical conjugation
992,ch'abanel,n,visitor  to sick person or jailed person
993,ch'abej,v,to speak to; to call upon someone  amorously ; to visit someone
994,ch'abej chik,phrase,goodbye  another speech
995,ch'abej -ib,v,to be friends
996,ch'abej kan<oq>,v,to say goodbye; to take leave of
997,ch'ach'a,v,to try; to make the attempt
998,ch'ach'aj,v,to judge
999,ch'aj -ib,v,to wash self; to bathe self
1000,ch'aj<o>,tv1,to wash
