gloss_id,term_str,pos,term_def
4210,okonel k'iaq,n,sand fly
4211,okoq,n,widgeon  gallareta bird
4212,okox,n,vulva; mushroom
4213,oksaj,v,to place inside; to put in something
4214,-onojel,n,all
4215,-onojel mul,adv,every time
4217,opanem,n,arrival
4218,opanik,v,to arrive
4219,oq'atanik,v,have patience
4220,oq'axik,v,to be mourned
4221,oq'ebal,adj,lamentable
4222,oq'ebal,n,music; noise
4223,oq'ej,n,act of crying; flood of tears; lament
4224,oq'ej,v,to mourn someone; to cry for someone or something
4225,oq'ej -wäch,v,to pity someone
4226,oq'esaj,v,to blare out  trumpet ; to play horn
4227,oq'etaj,v,to cry for something
4228,oq'etalik,adj,cried for
4229,oq'ik,v,to weep; to cry; to groan; to meow; to crow  as a rooster
4230,oq'otanik,v,to be patient
4231,oqanik,v,to be contagious  illness
4232,oqataj,v,to pursue someone or something; to chase
4233,oqataj -ib ch-e,v,to hurry self to do something
4234,oqatam,adj,chased; pursued
4235,oqbal,n,gift from girlfriend or boyfriend
4236,oqoq,n,weeds  maleza
4237,oqxa'n,n,something entrusted; charge; order; commission
4238,oqxa'nibal,n,hotel; inn; hostel
4239,oqxa'nij,v,to entrust something to someone
4240,oqxa'nij -ib,v,to take lodging overnight
4241,oqxa'nij -uk',v,to entrust something with someone
4242,or,n-Esp,hour
4243,otuk rox okob,n,1000
4244,owaj,v,to hide
4245,ox chuy,num,3000
4246,ox ox,adv,three by three; in groups of three
4247,ox toq,num,300
4248,ox toq chuy,num,"300,000"
4249,oxbir,adv,three years ago
4250,oxib,num,3
4251,oxib -tza'm,adj,triangular
4252,oxib -xikin,adj,triangular
4253,oxib -xkut,adj,triangular
4254,oxij,adv,in three days
4255,oxjir,adv,three days ago
4256,oxk'al,num,"60  ""three children"""
4257,oxk'al chuy,num,"60,000"
4258,oxk'al lajuj,n,seventy
4259,oxlajuj,n,thirteen
4260,Oxlajuj Ch'ob,n,Catholic confraternities of town
4261,oxmuch',n,240; three totals
4262,oxmul,adv,three times
4263,oxq'ij,n,third day  Tuesday
4264,oyowal,n,anger; fight
4265,oyowarik,v,to get angry; to become annoyed
4269,p'o,n,amate  fig tree
4270,pa,prep,in; into; toward; at; on; to; from; during
4271,-pa -a',n,thigh; upper leg
4272,-pa -aqan,n,heel or sole of foot
4273,-pa baq,n,marrow
4274,-pa -ch'ek,n,behind the knee
4275,-pa chi'aj,n,cold sore
4276,pa ik'il,adv,monthly
4277,-pa ja,n,floor
4278,pa janipa' q'ij,adv,someday
4279,pa jun rato,adv,in a little while
4280,pa juyub,adv,in the country
4281,-pa -k'alk'ax,n,armpit
4282,pa k'ask'atem,adv,in secret
4283,pa -k'ux,adv,in imagination
4284,pa -nik'ajil,prep,in middle of; among
4285,pa nima',adv,by the river
4286,-pa -q'ab,n,palm of the hand
4287,pa q'ij,adv,daily; by day
4288,pa q'ij,n,midday; during the day
4289,-pa -qul,n,mumps
4290,pa ra,n,calf  leg
4291,-pa ranum chäj,n,pine needles
4292,pa raqan ja,n,corridor
4293,pa r-aqan kiej,n,tarantula
4294,-pa r-aqan xajab,n,sole of shoe
4295,pa ri q'atbal tzij,adv,legally; under the law
4296,pa siqonik,n,pilgrimage
4297,pa taq ik',adv,every month
4298,-pa tz'am,n,mucous
4299,pa -xikin,prep,at the corner of
4300,pa'chäj,n,white pine tree  pino blanco
4301,pa'ij,v,"to divide, to break in half"
4302,pa'k,n,"dry, cracked skin"
4303,pa'kinik,v,to be split or cracked  skin from cold or dryness
4304,pa'nibal,n,"shelter, refuge  from rain, wind, sun"
4305,pa'nik,v,to provide shelter  tree from rain ; to take shelter
4306,pa'ninaq,adj,sheltered
4307,pach',n,paches; tamales made from potatoes
4308,pach'<o>,tv1,to crush; smash  body part in door
4309,päch'ach',adj,thin
4310,pach'alej,v,to crush  as in a body part ; to trample
4311,pach'om,adj,smashed; gutted; disemboweled
4312,pach'ubal,n,ribbon  especially used in braided hair
4313,pach'uj,v,to braid  rope; hair
4314,pach'um,adj,braided  hope; hair
4315,pach'un,n,braid; braided hair
4316,pach'unel,n,braider
4318,pach'utalik,v,to braid
4319,pachaba',v,to lean over
4320,pachaba' -ib,v,to bend over
4321,pachaba' -jolom,v,to bow head
4322,pachach,n,cockroach
4323,pachäj,n,pino blanco  white pine
4324,pachalik,adj,bent over; bowed
4325,pachi'k,v,"to lean over, to bend over; to duck"
4326,pachipik,adj,bent over  branch
4327,pachma'yik,v,to walk with head bowed
4328,Pachulum Mundo,n,"title for World Deity  ""Round World""?"
4329,paj<o>,tv1,to weigh something
4330,pajanik,n,weight
4331,pajanik,v,to weigh  Joropa katpajan at?
4332,pajbal,n,weight; balance
4333,pajbej,v,to mention something frequently
4334,pajik,v,to weigh
4335,pajom,adj,weighed
4336,pak',n,"ladel, dipper; large spoon  particularly made from gourd"
4337,pak'aba',v,to place something face up
4338,pak'alik,adj,lying face up
4339,pak'i'k,v,to lie on back; be face up
4340,pak<o>,tv1,to vacate  house
4341,pakanik,v,"to disperse impediments, to clear  clouds"
4342,pakpatik,v,to dawn  dispersing darkness
4343,palaj<aj>,n,face
4344,pale't,n-esp,shovel  from paleta
4345,palej,v,strike with something wide and flat
4346,palomäx,n,pigeon; dove
4347,-pam atz'iaq,n,undergarments
4348,-pam -k'alk'ax,n,armpit
4349,-pam -q'ab,n,palm of the hand
4350,-pam ti'j,n,tripe; giblets  usually referring to beef
4351,-pam -uq,n,underskirt; petticoat; undergarment
4352,pam<aj>,n,stomach; guts; viscera; interior; womb
4353,pamaj,n,peritonitis; stomach infection
4354,Pan Choy,n,City of Antigua
4355,pänet,n,cap
4356,panku',n-esp,"carpenter’s bench; shelf  banca, banco"
4357,panset,n,yerba buena
4358,papay,n-esp,papaya
4359,pape,n,butterfly  Toto
4360,papobik,v,to break open  something made of clay like water jug
4361,paq,v,"to empty  field for house, land for a trail"
4362,paq,v,to hit with a stick
4363,paq ubik,v,to blow away  ri kiäq’iq’ xupaq ubik ri sutz’
4364,paq' ri u-wi q'abaj,v,snap fingers
4365,paq'<o>,tv1,to bite hard; split  wood ; cut in two  fruit; wound
4366,paq'apa -q'ab,v,to clap hands; to applaud
4367,paq'ij,v,chop up  firewood; coconut ; to split; to slap
4368,paq'ij che -q'ab,v,to slap  xupaq’ij jun q’ab che u palaj
4369,paq'inik,v,"to break open  mountain, skin ; split  wood"
4370,paq'ininaq,adj,split open
4371,paq'najik,v,sound of splitting wood
4372,paq'om,adj,split  firewood
4374,paqaba',v,to lift up; to raise something
4375,paqabilibal,n,house steps
4376,paqal -ajil,adj,expensive; costly
4377,paqalem,n,raise; increase; climb; act of climbing
4378,paqalik,adj,high; expensive; costly
4379,paqalik,n,steep portion of a trail; ascent
4380,paqalisaj,v,to raise up; to lift
4381,paqchij,v,"to reject something  food ; to push, to shove"
4382,paqchinik,v,to butt  ram
4383,paqi' chikaj,v,to fly high in sky  bird
4384,paqi' -q'ij,v,to become important
4385,paqi'k,v,"to raise  prices, etc. ; to go up high  bird in sky"
4386,paqon,adj,spicy; hot  like chili
4387,paqun -oyowal pa -jolom,v,to stop anger
4388,par,n,skunk
4389,par chim,n,black and white shoulder bag
4390,pare,n-Esp,Catholic priest  from padre
4391,pärek',n,comb of rooster
4392,pärex,n,crest of rooster
4393,paror,n,liver
4394,parutz',n,wild marigold  flor de muerto
4395,pas,n,woman’s woven belt  faja ; belt; sash
4396,pasij,v,to wrap  as bandage around hand
4397,pasinik,v,to put on faja
4398,pask'ayik,v,to roll over  child in grass
4399,pask'ij,v,to roll something over; to turn something over  tortillas
4400,pask'im,adj,rolled over; knocked over
4401,patal,n,sedan chair
4402,patan,n,service; use; usefulness
4403,patän,n,tumpline; leather band with ropes used by porters  mecapal
4404,patanajik,v,to be useful
4405,patanij,v,to serve; to use; to be useful for
4406,patanijik,n,the being useful; act of being useful
4407,patanil ke,n,police
4408,pataninel,n,servant
4409,pataninik,v,to serve
4410,patäx,n-esp,duck
4411,pätet,n,capstan used to twist thread; wooden bobbin on weaving machine
4412,patz,adj,tangled
4413,patz -jolom,adj,"hairy person  long hair, bearded"
4414,patz r-ij,adj,torn  clothing ; hairy
4415,patz -wi',adj,hairy; woolly  person
4416,patz',adj,"crushed, flattened  hat when sit on it"
4417,patz'<o>,tv1,to pack  for a trip
4418,patz'aba',v,leave clothing unfolded
4419,patz'alik,adj,fabric or clothing left unfolded
4420,patz'an,n,dry corn stalk; cane
4421,patz'ik,v,to leave fabric unfolded
4422,patzapik,adj,hairy; shaggy; thick  beard
4423,patzik,v,to be packed; to get dressed up
4424,pätzki'y,n,gizzard  of bird
4425,patzkuyik,adj,tangled
4426,patzoj,n,coitus; sex
4427,patzpoy,n,lung
4428,patzukaj,v,to tangle something  thread
4430,pau' r-ech k'ulanem,n,wedding veil
4431,-pawa -aqan,n,back of a thigh
4432,pax,tv1,to break something
4433,paxij,v,to break  general term ; crush
4434,paxik,v,"break  plates, glass, stone, wall ; to be fragile"
4435,paxik',n,acorn
4436,paxinaq,adj,broken; cracked  pot
4437,paxinaq,n,"crack, crevice"
4438,Paxkual abaj,n,mountain near Chichicastenango
4439,paxlaq,n,"siempre vive tree, flower  immortelle"
4440,Paxot,n,mountain near Chichicastenango
4441,paxq'ol,n,marsh; bog
4442,pay,"n, adj",stupid; incompetent
4443,payirik,v,to become stupid
4444,payu',n,veil; transparent material  as for blouse ; kerchief; bandana
4445,p-ch'im -wi,n,braid
4446,pe -oyowal,v,to become angry
4447,pe tok'ox ch-e,v,to have hiccups
4448,pe'j,adj,filthy  clothing; person
4449,pe'jenik,v,to become filthy
4450,pe'q,n,corn cob  olote  see also pi’q
4451,pe'r,n,guipil  Toto
4452,pe<tik> -wäch,v,"to get dizzy  from sun, fear"
4453,pejejik,v,to cut meat with a sharp knife
4454,pek,n,cave; cliff; boulder; crag
4455,pek,n,"corn, callous"
4456,pek'at,n,allergy of the skin
4457,pek'elik,adj,bent  wood beneath weight ; warped
4458,pek'epik,adj,"warped, twisted  wood"
4459,pek'i'k,v,"to bend, twist  wood beneath weight"
4460,pelaj -ib,v,to brag
4461,peluk ak',n,chicken with no feathers on neck
4462,pempen,n,butterfly  Momostenango
4463,pen<o>,tv1,to compress making it less spongy  dough
4464,penabal,n,small receptacle for water  often by grinding stone ; bucket
4465,peq,n,callous  on hands from work ; blister
4466,peq,n,pataxte  Theobroma bicolor
4467,peq'aba',v,to open something all the way  door
4468,peq'abala',n,flood
4469,peq'alik,adj,open  collar when unbuttoned
4470,peq'eq'erik,v,to be weighed down  with a heavy load
4471,pera'j,n-esp,shawl
4472,pera'j xajäb,n,caite
4473,peranik,adj,laying flat  board on ground
4474,peri'k,v,to be fallen flat  tree after storm
4475,periba',v,to lay something down flat
4476,perik'ok,n,ball  for playing games
4477,permiso,n-esp,permission-- asked of deities in prayers
4478,perpech,n,rooster’s comb
4479,perpex,n,crest of chicken’s head
4480,petem,n,arrival; coming
4481,petibal,n,arrival; coming
4482,petibal wi',n,swoon; dizziness; faint
4483,petik,v,to come; to appear or be  sibalaj je’l käpe ri ali
4484,petinaq,adj,arrived; come
4486,petz',n,tortoise
4487,pi'q,n,ear of green corn
4488,pich,n,"feet  tiny, as of baby"
4489,pich,v,to lift with the point of something  sliver with needle
4490,pich',n,agorero bird
4491,pich' k'oy,n,imaginary animal--winged monkey
4492,pich' yak koj,n,imaginary animal--bird wildcat lion
4493,pich'<o>,v,to squish  flea with fingernail; worm with shoe
4494,pich'ij,v,to squish something  like stepping on bug
4495,pich'inik,v,to squish  like stepping on worm
4496,pichilik,adj,sticking up from beneath something  stubble from ground
4497,pichk'ij,v,"to scatter, disperse  garbage by an animal"
4498,pichkij,v,to hurl something  snake with a stick
4499,pichpob uloq,v,to take out  sliver from under skin
4500,pichq'ij,v,to lift with a lever; to strike
4501,pichq'ij u-wi' -aqan cho,v,to stumble on something; to trip on something
4502,piente,n-esp,pepper
4503,pijuy,n,magpie
4504,pil<o>,tv1,to butcher; to daub  mud on wall
4505,pila,n-esp,pila  water basin
4506,piley,n-esp,piloy  large bean ; bean
4507,piley kinaq',n,frijol colorado
4508,pililik,v,to become slippery; to be shiny or lustrous  washed coat dog
4509,pilin<ik>,adj,slippery
4510,pilipa',v,to pet; rub  killing flea by rubbing between fingers
4511,pilipa' -ib,v,to masturbate
4512,pilom,adj,cut up; butchered  meat
4513,pilonel,n,butcher
4514,pilq'anik,v,to be slippery  from water
4515,pilq'atinik,v,to be slippery  from gravel or rocks in road
4516,pim,adj,thick  something flat like board ; wide
4517,pimel,n,thickness; width
4518,pinol,n,atole de habas or corn
4519,piq,n,weasel
4520,piq'ij -aqan,v,to stumble; trip
4521,piqal,n,ear of green corn
4522,pir<o>,tv1,to break in pieces something soft with hands  bread; fruit
4523,pirij,v,to break in pieces  bread; fruit
4524,pirk'atik,v,to walk stumblingly  from weakness
4525,pirom,adj,divided; broken open
4526,pis,tv1,to wrap up; to bandage; to wrap
4527,pisbal,n,cloth used to wrap bundle; thing used for wrapping
4528,pisbal -aqan,n,stockings
4529,pisbal wa,n,napkin; something used to wrap tortillas
4530,pisom,adj,wrapped
4531,pistalik,adj,wrapped; wrapped up  tamales
4532,pitz'<o>,tv1,"to squeeze out; to press down, to push in"
4533,pitz'bal uvas,n,wine press
4534,pitz'ipitik,v,to squeak  rat
4535,pitz'k'iy,n,gizzard
4536,pitz'pobik,v,to be squished  tomatoes under weight
4537,pitz'pobinaq,adj,squished; smashed  tomatoes
4538,pitzkatik,v,to walk alone
4539,pix,n,tomato
4540,-pix q'aq',n,spark  from fire
4542,pixab,n,commandment; counsel; law
4543,pixabaj,v,to counsel; to warn; to advise
4544,pixabajik,v,to meditate; to ponder
4545,pixabanik,n,act of counselling
4546,pixabanik,v,to counsel
4547,pixabik,v,to counsel; to warn
4548,pixabinel,n,counselor
4549,pixik',n,acorn
4550,pixk'anik,v,to hop  rabbit
4551,pixk'olajik,v,hop  rapidly like a flea
4552,pixk'onik,v,to twitch  muscle or skin ; to hop; jump
4553,pixkonik,v,"to gush  water, blood"
4554,pixlanko'k,n,cockroach
4555,pixnak',n,wart
4556,pixpiteq',n,tuna
4557,pixtun,n,thick tortilla
4558,plo,n,sea; ocean; sound of waves on a shore
4559,po' -ib,v,to change mode of dress
4560,po'r,n,pipe
4561,po'r -baq'wäch,adj,wall-eyed  leucoma of cornea  so has clouded eye
4562,po't,n,wedding veil; güipil blouse  Momostenango ; banner
4563,poba',v,to leave lying on the ground
4564,poch',n,weapon
4565,poch' -oj,v,to castrate
4566,poch'<o>,tv1,to husk; to shell  beans ; to butcher
4567,poch'ik,v,to butcher
4568,poch'onel,n,butcher; meat seller
4569,poch'onik,v,to butcher
4570,poch'pobik,v,to shell  beans
4571,poch'pobinaq,adj,shelled  beans
4572,poj,n,hill
4573,pojij,v,to drop something on the ground breaking it
4574,pok',adj,boring
4575,pok'irik,v,to get wormy  corn
4576,pok'naj -xäjäb,v,sound of walking
4577,poko'l,n,honey flavored corn atole
4578,Pokojik,n,mountain near Chichicastenango
4579,pokopik ri -ixkiäq,v,to ingrow  toenail
4580,pol,n,toasted habas beans; toasted yellow corn; oak parasite; orchid
4581,pol -anima',v,to belch
4582,polij,v,to fry  egg ; to make whitewash or cement from limestone w/ water
4583,polik,v,to burp
4584,polim,adj,lime mixed with water for making tortillas
4585,polisi'y,n-esp,police
4586,polowik,v,to pant or breath heavily  from exertion or illness
4587,pom,n,copal incense
4588,pomaj,n,diarrhea
4589,pompik r-ij,n,hunchback
4590,pompo',n,balloon
4591,pon<o>,tv1,to improvize something when not available
4592,ponalajik,v,"to thunder explosively  firecracker, bomb"
4593,ponom,adj,improvized; off the cuff; poorly prepared or done
4594,ponopik,n,"dwarf  person, animal ; evergreen oak"
4595,pop,n,acontecimientos; happenings; occurences
4596,pop,n,straw mat
4598,poparik,v,to get a rash
4599,poq,n,dust
4600,poq',v,break  egg
4601,poq' -aqan,v,to get blisters on feet
4602,poq'ij,v,to pop
4603,poq'ik,n,explosion; thunderclap
4604,poq'ik,v,"to explode  firecracker, bomb ; to bloom  flower"
4605,poq'ik,v,"to grow in number; to multiply  people, animals ; to get blisters"
4606,poq'ik -q'ab,v,to have a callous; corn
4607,poq'inik,v,to pop
4608,poq'isaj,v,"to explode something; to multiply something  people, animals"
4609,poq'isaj -wäch,v,to multiply
4610,poq'obisaj uloq,v,to come out; to come forth
4611,poq'oj,adj,boiled
4612,poq'onik,v,"to multiply  people, animals"
4613,poq'orik,v,to multiply  fish
4614,poq'owik,v,to boil
4615,poq'owinaq,adj,boiled
4616,poq'owisaj,v,to boil something
4617,poq'owisaxik,v,to be boiled
4618,poqalanisik,v,to raise dust  as with broom
4619,poqlaj,n,dust; loose earth; cloud of dust; powder
4620,poqlajirik,v,to crumble to dust; to decay  body
4621,poqlanik,v,to raise like dust
4622,poqon,adj,spicy hot  chile ; peppery
4623,poqwaj,n,ballgame
4624,por,n,rough cloth; burlap
4625,poro'n,n,bonfire; conflagration
4626,porobal,n,burning place; altar; place where trash burned
4627,porobal awaj,n,sacrificial altar
4628,porobal pom,n,place where incense is burned
4629,poroj,n,sound of fire
4630,poroj,v,to burn something
4631,poroj -ib,v,to erupt  volcano-- xuporoj rib ri juyub
4632,porom,n,fire; conflagration
4633,poronel,n,burner; offerer of burnt offerings or incense
4634,poror,n,liver  see paror ; spleen
4635,pos,n,deep well
4636,posowik,v,"to pant, or breath heavily  from exertion"
4637,pospo'y,adj,spongy  car seat; sponge
4638,pospo'y,n,lung
4639,poton,n,bud
4640,potz',adj,blind; one-eyed
4641,potz',n,one-eyed person [Momos]; blind person
4642,potz' -ib,v,to crash together  two cars
4643,potz'<o>,tv1,to strike  with piece of furniture; club
4644,potz'bal,n,bruise or other sign of being stricken; track in wheat field
4645,potz'irik,v,to become blind
4646,potz'pobik,v,to be flattened  grass when run over ; knocked down from blow
4647,potz'pobinaq,adj,flattened from blow or being trampled  trampled wheat
4648,potzpo'y,n,"lung; something which weighs little  see patzpoy, pospo’y"
4649,poy,n,doll; scarecrow
4650,poyi'k,v,to throw yourself down  in exhaustion
4651,poyopik,adj,flaccid
4652,poysaj,adj,false
4654,poysaj -ib,v,change way of dressing  like a foreigner
4655,pruta,n-esp,fruit
4656,-pu chi',n,edge  blade ; mouth
4657,-pu chi' kolob,n,lasso; loop in rope
4658,-pu q'ab,n,palm of the hand
4659,-pu qul,n,throat  inside
4660,pu saqirik,v,to become clear  weather; day
4661,pu'r,n,water snail
4662,pu'y,n,"fuzz  peach, person"
4663,pu'yul,n,down  of bird
4664,pu'yunik,v,to molt;
4665,pu'yuyik,v,to grow fuzz
4666,puaq,n,money; silver
4667,puaqil,n,scales  fish
4668,pub,n,blowgun
4669,pubaj,v,shoot  gun or blowgun ; spit
4670,puch,adv,even though
4671,puch',adj,infected
4672,puch',n,cry-baby; stool-pigeon; tattle-tale  chillón
4673,puch',n,very tender corn  not yet dried ; eye infection
4674,puch'<u>,v,"to crush with fingers or fingernails  ant, flea"
4675,puch'inik,v,"to cry, whine  from illness, pain"
4676,puch'u'm re pix,n,tomato sauce
4677,puersij,v,to oblige; to compel
4678,puj,n,pus; purulent exudate
4679,puj wa,n,pus from acne
4680,pujaj,v,to drain  sore
4681,pujanik,v,to drain  sore
4682,pujarik,v,to become infected
4683,pujila',n,waterfall
4684,puk,n,joke; story
4685,puk sibalaj tze'bal,n,very funny joke
4686,puk'ij,v,to strike something  knee on a rock
4687,puk'ij -ib,v,to crash  car against something
4688,puk'inik,v,to break  pot when dropped
4689,puk'inik ulew,v,to form a dust cloud
4690,puk'ma'y -jolom che waräm,v,to sleep sitting up
4691,puk'pik,n,"tumor; swelling  on cattle ; pot-belly, fat belly  person"
4692,puk'puj,adj,dusty  road
4693,puk'uk'ik,v,to raise up dust  as in road
4694,pukaj,v,to tell a joke
4695,pulch'ich',n,sound of a waterfall; cataract
4696,pulij,v,to fill something with liquid
4697,pulik,n,salsa of chile
4698,pulinik,adj,overflowing
4699,pulinik,v,to overflow; to splash  water in pot  to throw down; to fell
4700,pulpubik,v,to loosen or unfasten  petals from flowers
4701,pulpubinaq,adj,loosened or unfastened  petals from flower
4702,pulpubisaj,v,to loosen or unfasten something  flowers in wind
4703,pulput chrij ri -ixoqil,v,to be jealous about wife
4704,pulputik,v,to be jealous
4705,pulse'r,n,bracelet
4706,puluj,v,to fill vessel by submerging it
4707,puluw,n,foam  drink; food
4708,puluwik,v,to foam
4710,pum,n,barba de Sn. José
4711,pump,n,canteen; portable water carrier
4712,pun,adj,swollen; inflated
4713,pune,conj,although; even though
4714,pune tä jeri',conj,nevertheless
4715,pune'ik,v,to throw self down to rest
4716,pune't,n,cap
4717,punemna,adv,even though not
4718,punik,v,to swell up
4719,punulik,adj,thrown off; discarded; crashed on the ground  pig in shade
4720,punupik,adj,dwarfish  person ; unusually short; fat
4721,pup,n,dried fish
4722,pupu,n,balloon
4723,puq' -baq'wäch,n,edge eyelid
4724,puq'<u>,tv1,to knead  dough
4725,puq'bal,n,beater  eggs ; beating stick; kneading instrument
4726,puq'ij ubik -ib,v,to dive into water
4727,puq'najik,v,to splash; to squish  soft mud when stepped on or worked
4728,puq'um,adj,worked into dough  leaven ; kneaded
4729,puqu',v,to break up  earth
4730,pur,n,donkey
4731,purij,v,to nibble; to bite off only a small portion
4732,purinik,v,to chew helote  dog
4733,purnum,n,heart  of lettuce; cabbage
4734,purpuwik,n,bird believed to announce spring
4735,puruk,n,dried tears; matter in eyes
4736,pus,adj,mouldy; mossy; rusty
4737,pus,n,materia  as in eye ; mold; exudate; syphilis; wound
4738,pus<u>,tv1,to cut something in pieces  bread
4739,pusik,v,to cut in pieces
4740,pusirik,v,to mold; to become moldy; to rust
4741,pusum,adj,cut up into pieces  bread
4742,pusunik,v,to sacrifice
4743,putz,n,chipilín
4744,putzu'k,adj,tangled  rope; string
4745,putzukaj,v,to tangle something  twine; string; rope
4746,puxa,adv,perhaps  Momostenango
4747,puxij,v,to bite
4748,puxin r-ij,v,"shedding; moulting  cat, dog, horse"
4749,puy,v,to stab  not to death
4750,puyij,v,to bump into; to push
4751,pwi',n,hat
4752,p-wi',prep,on; upon; on top of
4756,q'a'lik,v,to lean; to recline
4757,q'a'm,n,ladder; bridge; stairway
4758,q'a'm ja,n,ancient Maya temple  Tikal
4759,q'a'm käsayo'pik,n,rope bridge
4760,q'ab,n,dominion; possession  ronojel ri juyub k’o pa ki q’ab ri tinimit
4761,q'ab alaxik,n,"cousins, distant family members"
4762,-q'ab be,n,path; footpath; trail
4763,-q'ab che',n,branch  tree ; monkey
4764,-q'ab ka',n,pestle  mano of grinding stone
4765,q'ab re ri moxq'ab,n,left hand
4766,q'ab re ri wikiaq'ab,n,right hand
4767,q'ab<aj>,n,hand; group of five; sleeve; handle  basket or pot
4768,q'abaj,adj,by hand
4769,q'abaj,v,to blame for something; to conceal truth
4770,q'abam,n,blame
4771,q'abanik,v,to blame; to trick; to slander; to conceal  secret; sin
4772,q'abarel,n,drunkard
4773,q'abarik,n,alcoholism; drunkenness
4774,q'abarik,n,illnesses causing disorientation; falling; shouting and syncope
4775,q'abarik,v,to get drunk
4776,q'abax ch-ij,v,to be blamed for something
4777,q'abej,v,to blame someone
4778,q'abinik,v,to swipe out with paw
4779,q'ach'ianik,v,"to be oily, greasy  dirty shirt"
4780,q'aj,v,to break  bone
4781,q'ajan,n,thunderclap
4782,q'ajik,v,to break; to fracture  bone; tree from wind
4783,q'ajinaq,adj,broken  leg ; fractured
4784,q'ajinaq baq,n,broken or dislocated bone
4785,q'akoj,adj,pale brown
4786,q'alaj,adj,clear; visible; evident; sure; well-known
4787,q'alaj,adv,frankly; clearly
4788,q'äläj,n,rainy season
4789,q'alaj ch-e,adv,according to what is known or what can be seen
4790,q'alajinik,v,to be clear; to become visible
4791,q'alajisabal,n,testimony
4792,q'alajisaj,v,to declare; to explain; to reveal; to illuminate; make clear
4793,q'alajisaj jas u suk',v,to explain; to clarify
4794,q'alajisaj ri -mak,v,to confess sin
4795,q'alajisam,adj,declared; manifested; testified
4796,q'alajisanel,n,witness; one who clarifies; prophet
4797,q'alajisanik,v,to testify
4798,q'alaq'atik,v,to croak
4799,q'alel,n,military leader
4800,q'alem,n,loom
4801,q'alpul,n,hero
4802,q'aluj,v,to hold in arms; to embrace
4803,q'aluj -q'ab,v,to fold arms
4805,q'alum,adj,embraced
4806,q'alunel,n,godfather in baptism; one who holds in arms
4807,q'alunik,v,to embrace; to hug
4808,q'ambal k'äx,n,violence
4809,q'än,adj,yellow; fatty  meat
4810,q'än che',n,mahogany tree  caoba--Swietenia
4811,q'än chi',n,viper
4812,Q'än cho,n,Río del Canchon  near El Quiché
4813,q'än chul,n,urinary infection
4814,q'än ja',n,blister
4815,q'än jal,n,yellow corn on the cob
4816,q'än kiäq,adj,color orange
4817,q'än puaq,n,"gold, copper"
4818,q'än q'ij,n,morning from dawn to noon
4819,q'än te,n,Madre cacao tree  Gliricidia sepium
4820,q'än ulew,n,clay
4821,q'änal,n,jaundice
4822,q'änal,n,ripeness  fruit; girl ready for marriage ; wealth
4823,-q'änal saqmol,n,yoke of egg
4824,q'anaq',n,leaf for wrapping tamales
4825,q'änarik,adj,scorched  cloth from iron
4826,q'änarik,v,scorch  cloth from iron
4827,q'änarik uwächulew,v,to ripen  grain harvest
4828,q'änil,n,autumn
4829,Q'anil,n,day in the sacred calendar
4830,q'änkoj,adj,light yellow
4831,q'änpu'r,adj,"yellowish or tan from dirt  shirt, wall"
4832,q'änq'oj,adj,tan  egg-colored ; yellowish-brown
4833,q'apirik,v,to have indigestion
4834,q'apoj,n,virgin; young woman; unmarried girl; unmated  animal
4835,q'apoj ali,n,virgin
4836,q'aq',n,fire; heat  temperature outside ; gun; fever
4837,q'aq' ch-ij,adj,feverish
4838,q'aq' chikop,n,firefly
4839,q'aq' juyub,n,volcano
4840,q'aq' pa -chi',n,cold sore
4841,q'aq' puaq,n,gold
4842,q'aq'<al> chikop,n,firefly
4843,q'aq'aj,v,to heat; to put to the fire
4844,-q'aq'al,n,"temperature; heat  of sun, fire"
4845,q'aq'an -anima',v,to be very worried about something
4846,q'aq'anik,v,to burn with pain
4847,q'aq'arik,v,to have a fever
4848,q'aq'il,n,electricity
4849,q'at,n,portion; herd  cattle
4850,q'at,v,to visit; to set part or guard; to stop; to obstruct
4851,q'at tzij p-wi',v,to judge
4852,q'at -wäch,v,to avoid
4853,q'at<o>,tv1,"to cut  leather, meat ; to cut off; to saw"
4854,q'atal tzij,n,judge; king; governor; justice of the peace; interpreter
4855,q'atalik,v,to stop; to block
4856,q'atanel,n,one who is just passing through; traveller; tourist
4857,q'atanik,v,to cut  harvest  wheat;
4858,q'atanik,v,to pass through  by permission; bus ; to visit; to pass by
4859,q'ataq'atik,v,cut meat with a dull knife
4861,q'atatal,n,a little
4862,q'atatal q'ij,n,a few days
4863,q'atatik,v,to walk in a procession  as on holy days
4864,q'atbal,n,"obstacle placed to prevent passage  wall, stones"
4865,q'atbal ja',n,dam
4866,q'atbal -numik,n,refreshment; snack
4867,q'atbal tzij,n,law; courthouse; government; judgment; authorities; verdict
4868,q'atej,v,to follow someone
4869,q'atej,v,to stop something; to protest; to fight against; to impede; block
4870,q'atej -uxlab,v,to hold breath
4871,q'atejinaq,adj,obstructed; blocked
4872,q'atel winaq,n,highway robber; assaulter
4873,q'atij,v,to block; to hinder
4874,q'atij,v,to castrate
4875,q'atobal,n,two-man saw; knife
4876,q'atoj,n,harvest  wheat
4877,q'atoj,v,to cut  wheat ; to harvest
4878,q'atol tzij,n,judge; mayor
4879,q'atom,adj,"cut  hay, wheat ; harvested  wheat"
4880,q'atq'ik,n,fissure; crack; mark caused by prolo ta’
4881,q'atuj,v,to inspect; to visit
