folio|side|para|lb|lb_n|lb_str|lb_str_plain
13|2|18|5|5|"<rs ana=""JURAQAN_TUKUR"">huracan tucur</rs>, <rs ana=""KAQIX_TUKUR"">caquix tucur</rs>, <rs ana=""JOLOM_TUKUR"">ho<pc> –</pc>"|huracan tucur, caquix tucur, ho–
13|2|18|6|6|"lom tucur</rs> quevqhaxic <rs ana=""USAMAJEL_XIB'ALB'A"">vzama<pc> –</pc>"|lom tucur quevqhaxic vzama–
13|2|18|7|7|"hel xibalba</rs> are ri <rs ana=""CH'ABI'_TUKUR"">qhabi tucur</rs> que<pc> –</pc>"|hel xibalba are ri qhabi tucur que–
13|2|18|8|8|"heri qhab. xa copquic, are curi <rs ana=""JURAQAN_TUKUR"">hu<pc> –</pc>"|heri qhab. xa copquic, are curi hu–
13|2|18|9|9|"racan tucur</rs> xa <rs ana=""JUN_RAQAN"">hun racan</rs> qo v"|racan tucur xa hun racan qo v
13|2|18|10|10|"xic. are curi <rs ana=""KAQIX_TUKUR"">caquix tucur</rs> ꜫaꜫ"|xic. are curi caquix tucur q'aq'
13|2|18|11|11|rih qo v xic, are chi naipuch ri|rih qo v xic, are chi naipuch ri
13|2|18|12|12|"<rs ana=""JOLOM_TUKUR"">holom tucur</rs> xa vtuquel vholom"|holom tucur xa vtuquel vholom
13|2|18|13|13|mahabi racan xa v xic qolic|mahabi racan xa v xic qolic
13|2|18|14|14|"<!--editor's note: Ajtz'ib'ab' adds a paragraph here.-->e cahib ri <rs ana=""USAMAJEL_XIB'ALB'A"">zamahel</rs> <rs ana=""RAJPOP"">rahpop achi<pc> –</pc>"|e cahib ri zamahel rahpop achi–
13|2|18|15|15|hab</rs> quecalem ta xepe cut chila|hab quecalem ta xepe cut chila
13|2|18|16|16|"chi <rs ana=""XIB'ALB'A"">xibalba</rs> libah chi xevlic e"|chi xibalba libah chi xevlic e
13|2|18|17|17|"cu tacal chuvi <rs ana=""JOM"">hom</rs> que<rs ana=""CHAAJ"">chaah</rs> cut"|cu tacal chuvi hom quechaah cut
13|2|18|18|18|"<rs ana=""JUN_JUNAJPU"">hun hunahpu</rs> <rs ana=""WUQUB'_JUNAJPU"">vvcub hun ahpu</rs>"|hun hunahpu vvcub hun ahpu
13|2|18|19|19|"<rs ana=""JOM"">pahom</rs> ri <rs ana=""NIM_XOB'_KARCHAJ"">nim xob carchah</rs> chu<pc> –</pc>"|pahom ri nim xob carchah chu–
13|2|18|20|20|"qhaxic e cu tacatoh ri <rs ana=""TUKUR"">tucur</rs> chuvi"|qhaxic e cu tacatoh ri tucur chuvi
13|2|18|21|21|"<rs ana=""JOM"">hom</rs> ta xquizac cut quiꜩih xavi"|hom ta xquizac cut quitzih xavi
13|2|18|22|22|"xere vcholic vꜩih <rs ana=""JUN_KAME'"">hun came</rs>, <rs ana=""WUQUB'_KAME'"">v<pc> –</pc>"|xere vcholic vtzih hun came, v–
13|2|18|23|23|"vcub came</rs> <rs ana=""AJAL_PUJ"">ahal puh</rs>, <rs ana=""AJAL_Q'ANA"">ahal cana</rs>"|vcub came ahal puh, ahal cana
13|2|18|24|24|"<rs ana=""CH'AMIYA_BAQ"">chamia bac</rs>, <rs ana=""CH'AMIYA_JOLOM"">chamia holom</rs>, <rs ana=""XIKIRI_PAT"">xi<pc> –</pc>"|chamia bac, chamia holom, xi–
13|2|18|25|25|"quiripat</rs>, <rs ana=""KUCHUMA_KIK'"">cuchumaquic</rs>, <rs ana=""AJAL_MES"">ahal<pc> –</pc>"|quiripat, cuchumaquic, ahal–
13|2|18|26|26|"mez</rs>, <rs ana=""AJAL_TOQ'OB"">ahal tocob</rs>, <rs ana=""AJAW_XIK"">xic</rs> <rs ana=""PATAN"">patan</rs> qui<pc> –</pc>"|mez, ahal tocob, xic patan qui–
13|2|18|27|27|"bi <rs ana=""RAJAWAL_XIB'ALB'A"">conohel ahauab</rs> xꜩac qui<pc> –</pc>"|bi conohel ahauab xtzac qui–
13|2|18|28|28|"ꜩih cumal <rs ana=""TUKUR"">tucur</rs>. <!--editor's note: Ajtz'ib'ab' adds a paragraph here. -->maquiꜩih ca<pc> –</pc>"|tzih cumal tucur. maquitzih ca–
13|2|18|29|29|"qha ahau <rs ana=""JUN_KAME'"">hun came</rs>, <rs ana=""WUQUB'_KAME'"">vvcub ca<pc> –</pc>"|qha ahau hun came, vvcub ca–
13|2|18|30|30|me</rs>? quiꜩih bala queqha ohna|me? quitzih bala queqha ohna
13|2|18|31|31|cu achbilai ive. chicam vloc ri|cu achbilai ive. chicam vloc ri
13|2|18|32|32|"ronohel queꜩabal queqha <rs ana=""RAJAWAL_XIB'ALB'A"">aha<pc> –</pc>"|ronohel quetzabal queqha aha–
13|2|18|33|33|uab</rs>, vꜩ bala cohiuoiobeh na|uab, vtz bala cohiuoiobeh na
13|2|18|34|34|"ohna capixabah canna <rs ana=""IXKIK'"">ca chuch</rs>"|ohna capixabah canna ca chuch
13|2|18|35|35|xeqha cut xebe cut chicochoch|xeqha cut xebe cut chicochoch
13|2|18|36|36|"xeqha cut chire <rs ana=""IXKIK'"">qui chuch</rs> xca<pc> –</pc>"|xeqha cut chire qui chuch xca–
13|2|18|37|37|"minac oc qui <rs ana=""JUN_JUNAJPU"">cahau</rs> hona <rs ana=""IXKIK'"">ixca"|minac oc qui cahau hona ixca
13|2|18|38|38|"chuch</rs> xa et culic mi xul <rs ana=""USAMAJEL_XIB'ALB'A"">v zama<pc> –</pc>"|chuch xa et culic mi xul v zama–
13|2|18|39|39|hel</rs> ahau camol que, quepetoc|hel ahau camol que, quepetoc
13|2|18|40|40|caqha cut queqha tacol que x<pc> –</pc>|caqha cut queqha tacol que x–
13|2|18|41|41|"chicanah cu cana va ca <rs ana=""KIK'"">quic</rs>"|chicanah cu cana va ca quic
13|2|18|42|42|xeqha cut cate xbe quixima|xeqha cut cate xbe quixima
13|2|18|43|43|canoc puvi ha qohul na cate|canoc puvi ha qohul na cate
13|2|18|44|44|"chica choconizah chic xa quix<rs ana=""SU'"">ꜩu</rs><pc> –</pc>"|chica choconizah chic xa quixtzu–
13|2|18|45|45|an oc, xa pu quixbixan oc, quix|an oc, xa pu quixbixan oc, quix
13|2|18|46|46|siban oc, quixcoton oc, chi mecoh|siban oc, quixcoton oc, chi mecoh
13|2|18|47|47|cochoch chimecoh puch vqux|cochoch chimecoh puch vqux
14|1|18|1|1|"<rs ana=""IXMUKANE"">ivatit</rs>. <!--editor's note: Ajtz'ib'ab' adds a paragraph here-->xevqhax cut <rs ana=""JUN_B'ATZ"">hun baꜩ</rs>"|ivatit. xevqhax cut hun batz
14|1|18|2|2|"<rs ana=""JUN_CHOWEN"">hun choven</rs> ta xepixabaxic quz<pc> –</pc>"|hun choven ta xepixabaxic quz–
14|1|18|3|3|"quz cut choc qui <rs ana=""IXKIK'"">chuch</rs> ri <rs ana=""IXMUKANE"">xmu<pc> –</pc>"|quz cut choc qui chuch ri xmu–
14|1|18|4|4|cane</rs>. hona mahabi cohcamic mi<pc> –</pc>|cane. hona mahabi cohcamic mi–
14|1|18|5|5|"xbizonic xeqha ta xebec <rs ana=""JUN_JUNAJPU"">hun hu<pc> –</pc>"|xbizonic xeqha ta xebec hun hu–
14|1|18|6|6|"nahpu</rs>, <rs ana=""WUQUB'_JUNAJPU"">vvcub hun ahpu</rs>."|nahpu, vvcub hun ahpu.
14|1|19|7|7|"<hi>C</hi>ate puch ta xebec <rs ana=""JUN_JUNAJPU"">hun hun<pc> –</pc>"|Cate puch ta xebec hun hun–
14|1|19|8|8|"ahpu</rs>, <rs ana=""WUQUB'_JUNAJPU"">vvcub hun ahpu</rs> xcamqui<pc> –</pc>"|ahpu, vvcub hun ahpu xcamqui–
14|1|19|9|9|"be cumal ri <rs ana=""USAMAJEL_XIB'ALB'A"">zamahel</rs>, ta xecah<pc> –</pc>"|be cumal ri zamahel, ta xecah–
14|1|19|10|10|"cut pu beal <rs ana=""XIB'ALB'A"">xibalba</rs>, xuluxuh"|cut pu beal xibalba, xuluxuh
14|1|19|11|11|vchi cumuc, xecah cut ta xeel|vchi cumuc, xecah cut ta xeel
14|1|19|12|12|chicu aponoc chuchihal ha zi<pc> –</pc>|chicu aponoc chuchihal ha zi–
14|1|19|13|13|"van ub <rs ana=""NU'_SIWAN"">nuzivan</rs> <rs ana=""K'ULKU_SIWAN"">cul, cu ziuan</rs>"|van ub nuzivan cul, cu ziuan
14|1|19|14|14|vbi xeecovi xeeco chicut chu<pc> –</pc>|vbi xeecovi xeeco chicut chu–
14|1|19|15|15|"pan halhal <rs ana=""JA'_SIMAJ"">ha zimah</rs>, maui ahí<pc> –</pc>"|pan halhal ha zimah, maui ahí–
14|1|19|16|16|lan zimah xeicovi maui xeto<pc> –</pc>|lan zimah xeicovi maui xeto–
14|1|19|17|17|cotahic ta xeopon chicut chi a|cotahic ta xeopon chicut chi a
14|1|19|18|18|"<rs ana=""KIK'_YA'"">chiquiquia</rs> xeicou chiri maui"|chiquiquia xeicou chiri maui
14|1|19|19|19|"xcucah xeopon chi a vtuquel <rs ana=""PUJ_CHI_JA'"">pu<pc> –</pc>"|xcucah xeopon chi a vtuquel pu–
14|1|19|20|20|ch chi a</rs> maui xechacatahic xa<pc> –</pc>|ch chi a maui xechacatahic xa–
14|1|19|21|21|ui xeicou chic ta xeopon chicut|ui xeicou chic ta xeopon chicut
14|1|19|22|22|pacahib xalcat be, cachiri cut|pacahib xalcat be, cachiri cut
14|1|19|23|23|xechacatah vi pacahib xalcat|xechacatah vi pacahib xalcat
14|1|19|24|24|"be hun <rs ana=""KAQA_B'E"">ꜫaꜫabe</rs>, hun cut <rs ana=""Q'EQA_B'E"">queca"|be hun q'aq'abe, hun cut queca
14|1|19|25|25|"be</rs>, <rs ana=""SAQI_B'E"">zaqui be</rs> hun, hun cut <rs ana=""Q'ANA_B'E"">ꜫana"|be, zaqui be hun, hun cut q'ana
14|1|19|26|26|be</rs> cahib be. are cut xqhau|be cahib be. are cut xqhau
14|1|19|27|27|"ri <rs ana=""Q'EQA_B'E"">queca be</rs> in quinicamo in"|ri queca be in quinicamo in
14|1|19|28|28|"vbe <rs ana=""RAJAWAL_XIB'ALB'A"">ahau</rs> xqhau ri be chiricut"|vbe ahau xqhau ri be chiricut
14|1|19|29|29|xeqhacatah vi are xquitaqueh|xeqhacatah vi are xquitaqueh
14|1|19|30|30|"ri <rs ana=""Q'EQA_B'E"">be <rs ana=""XIB'ALB'A"">xibalba</rs></rs> <!--editor's note: Ajtz'ib'ab' adds a paragraph here -->ta xeopon cut"|ri be xibalba ta xeopon cut
14|1|19|31|31|"pa qui popobal <rs ana=""RAJAWAL_XIB'ALB'A"">rahaual xibal"|pa qui popobal rahaual xibal
14|1|19|32|32|ba</rs> xechacatah chicut chiri. are|ba xechacatah chicut chiri. are
14|1|19|33|33|nabe cubulel ri. xapoy xa|nabe cubulel ri. xapoy xa
14|1|19|34|34|"aham che cautalic cumal <rs ana=""XIB'ALB'A"">xi<pc> –</pc>"|aham che cautalic cumal xi–
14|1|19|35|35|balba</rs>. are cut nabe xquiqui<pc> –</pc>|balba. are cut nabe xquiqui–
14|1|19|36|36|"hila cala <rs ana=""JUN_KAME'"">hun came</rs>, xeqha chi<pc> –</pc>"|hila cala hun came, xeqha chi–
14|1|19|37|37|"re ri poy, cala <rs ana=""WUQUB'_KAME'"">vvcub came</rs> xe"|re ri poy, cala vvcub came xe
14|1|19|38|38|qha chic chire ri aham che ma|qha chic chire ri aham che ma
14|1|19|39|39|cu xeqhacovic. catecut xehu<pc> –</pc>|cu xeqhacovic. catecut xehu–
14|1|19|40|40|"muhub <rs ana=""RAJAWAL_XIB'ALB'A"">rahaual xibalba</rs> chi ꜩe"|muhub rahaual xibalba chi tze
14|1|19|41|41|"xa quehumin chic chiꜩe <rs ana=""RAJAWAL_XIB'ALB'A"">conohel"|xa quehumin chic chitze conohel
14|1|19|42|42|ahauab</rs> rumal xechacomahic|ahauab rumal xechacomahic
14|1|19|43|43|"chiqui qux xquichac ri <rs ana=""JUN_JUNAJPU"">hunhu<pc> –</pc>"|chiqui qux xquichac ri hunhu–
14|1|19|44|44|"nahpu</rs>, <rs ana=""WUQUB'_JUNAJPU"">vvcub hun ahpu</rs> xeꜩeen"|nahpu, vvcub hun ahpu xetzeen
14|1|19|45|45|"na. cate cut xeqhau chic <rs ana=""JUN_KAME'"">hun"|na. cate cut xeqhau chic hun
14|1|19|46|46|"came</rs>, <rs ana=""WUQUB'_KAME'"">vvcub came</rs> vꜩbala mi x"|came, vvcub came vtzbala mi x
14|1|19|47|47|ixulic chuvec chicaza v vach|ixulic chuvec chicaza v vach
14|2|19|1|1|"<rs ana=""B'ATE"">ibate</rs>, <rs ana=""PACHQ'AB'"">ipachcab</rs> xevqhax cut"|ibate, ipachcab xevqhax cut
14|2|19|2|2|quixcu vloc chi catem xev<pc> –</pc>|quixcu vloc chi catem xev–
14|2|19|3|3|qhaxic vtuquel cu catanalah|qhaxic vtuquel cu catanalah
14|2|19|4|4|abah qui tem xyaic xecat chi<pc> –</pc>|abah qui tem xyaic xecat chi–
14|2|19|5|5|cut chui tem, quiꜩihvi xepiz<pc> –</pc>|cut chui tem, quitzihvi xepiz–
14|2|19|6|6|calih chic chuvi tem maui xe<pc> –</pc>|calih chic chuvi tem maui xe–
14|2|19|7|7|yacamaric quiꜩihvi xevale<pc> –</pc>|yacamaric quitzihvi xevale–
14|2|19|8|8|hic xcat qui culibal. <!-- editor's note: Ajtz'ib'ab' adds a paragraph here-->cate cut|hic xcat qui culibal. cate cut
14|2|19|9|9|"xeꜩeen chic <rs ana=""XIB'ALB'A"">xibalba</rs>, xepichi<pc> –</pc>"|xetzeen chic xibalba, xepichi–
14|2|19|10|10|charic chiꜩe xvinaquiriheic|charic chitze xvinaquiriheic
14|2|19|11|11|vcumaꜩ ꜩe chiquiqux chiqui<pc> –</pc>|vcumatz tze chiquiqux chiqui–
14|2|19|12|12|qui quib. chiquibaquib chiꜩe|qui quib. chiquibaquib chitze
14|2|19|13|13|"conohel <rs ana=""RAJAWAL_XIB'ALB'A"">rahaual xibalba</rs>. xa"|conohel rahaual xibalba. xa
14|2|19|14|14|hix chiha, ve chibe yaoc ichah|hix chiha, ve chibe yaoc ichah
14|2|19|15|15|izic chi varabal xevqhaxcut|izic chi varabal xevqhaxcut
14|2|19|16|16|"<!-- editor's note: Ajtz'ib'ab' adds a paragraph here -->cate cut xeoponic pa <rs ana=""Q'EQUMA_JA"">quecuma"|cate cut xeoponic pa quecuma
14|2|19|17|17|ha</rs> vtuquel queeum vpam chi<pc> –</pc>|ha vtuquel queeum vpam chi–
14|2|19|18|18|"hata xquicam cut qui naoh <rs ana=""XIB'ALB'A"">xi<pc> –</pc>"|hata xquicam cut qui naoh xi–
14|2|19|19|19|balba</rs>, xa quecapuzu chuec xa|balba, xa quecapuzu chuec xa
14|2|19|20|20|labe huzu huzu quecamic ru<pc> –</pc>|labe huzu huzu quecamic ru–
14|2|19|21|21|"mal ri queꜩabal ri ca <rs ana=""CHAAJ"">chahibal</rs>"|mal ri quetzabal ri ca chahibal
14|2|19|22|22|"queqha cu ri <rs ana=""XIB'ALB'A"">xibalba</rs> chiquibil"|queqha cu ri xibalba chiquibil
14|2|19|23|23|"quib. <!--editor's note: Ajtz'ib'ab' adds a paragraph here-->are curi qui<rs ana=""CHAAJ"">chah</rs> xacolo<pc> –</pc>"|quib. are curi quichah xacolo–
14|2|19|24|24|"quic cha zaquitoc vbi ri <rs ana=""CHAAJ"">chah</rs>"|quic cha zaquitoc vbi ri chah
14|2|19|25|25|"v <rs ana=""CHAAJ"">chah</rs> <rs ana=""XIB'ALB'A"">xibalba</rs> xa hucul qui<pc> –</pc>"|v chah xibalba xa hucul qui–
14|2|19|26|26|"<rs ana=""CHAAJ"">chaah</rs> xahuzuc chiyohyox bac"|chaah xahuzuc chiyohyox bac
14|2|19|27|27|"chicou vi ri qui <rs ana=""CHAAJ"">chaah</rs> <rs ana=""XIB'ALB'A"">xibalba</rs>"|chicou vi ri qui chaah xibalba
14|2|19|28|28|"xeoc cut ri <rs ana=""JUN_JUNAJPU"">hunhunahpu</rs>, <rs ana=""WUQUB'_JUNAJPU"">vv<pc> –</pc>"|xeoc cut ri hunhunahpu, vv–
14|2|19|29|29|"cub hun ahpu</rs> chupan ri <rs ana=""Q'EQUMA_JA"">que<pc> –</pc>"|cub hun ahpu chupan ri que–
14|2|19|30|30|eumaha</rs> ta xbe cu yaoc quichah|eumaha ta xbe cu yaoc quichah
14|2|19|31|31|"xa hun chi chah zi<rs ana=""JOM"">hom</rs> chic xe<pc> –</pc>"|xa hun chi chah zihom chic xe–
14|2|19|32|32|"ruq <rs ana=""JUN_KAME'"">hun came</rs> <rs ana=""WUQUB'_KAME'"">vvcub came</rs> ruq"|ruq hun came vvcub came ruq
14|2|19|33|33|huhun qui zic xaui ꜩihon chic|huhun qui zic xaui tzihon chic
14|2|19|34|34|"xel cuq <rs ana=""RAJAWAL_XIB'ALB'A"">ahauab</rs> ta xbe cu yaoc"|xel cuq ahauab ta xbe cu yaoc
14|2|19|35|35|"cuq ri <rs ana=""JUN_JUNAJPU"">hunhunahpu</rs>, <rs ana=""WUQUB'_JUNAJPU"">vvcub hun"|cuq ri hunhunahpu, vvcub hun
14|2|19|36|36|ahpu</rs>, echocochoh chi vloc pa|ahpu, echocochoh chi vloc pa
14|2|19|37|37|queeum ta xopon ri yaol quichah|queeum ta xopon ri yaol quichah
14|2|19|38|38|ruq qui zic cahulhut ri chah xoc|ruq qui zic cahulhut ri chah xoc
14|2|19|39|39|aponoc ri quichah e quiꜩiha ri|aponoc ri quichah e quitziha ri
14|2|19|40|40|huhun qui zic he chul quiya|huhun qui zic he chul quiya
14|2|19|41|41|chizaquiric maui chiquizic xaui|chizaquiric maui chiquizic xaui
14|2|19|42|42|xere v vach chulquimoloba que|xere v vach chulquimoloba que
14|2|19|43|43|"qha <rs ana=""RAJAWAL_XIB'ALB'A"">ahauab</rs> chive xevqhaxic"|qha ahauab chive xevqhaxic
14|2|19|44|44|xechacatah cut. xquiquiz ri chah|xechacatah cut. xquiquiz ri chah
14|2|19|45|45|xquiquiz curi zic xbe yao chique|xquiquiz curi zic xbe yao chique
14|2|19|46|46|"ꜩaꜩ curi vtihobal <rs ana=""XIB'ALB'A"">xibalba</rs> quia"|tzatz curi vtihobal xibalba quia
14|2|19|47|47|molah chi tihobal arevnabe ri|molah chi tihobal arevnabe ri
15|1|19|1|1|"<rs ana=""Q'EQUMA_JA"">queeuma ha</rs> vtuquel queeum"|queeuma ha vtuquel queeum
15|1|19|2|2|"vpam, vcab chi cut <rs ana=""XUXULIM_JA"">xuxulim ha</rs>"|vpam, vcab chi cut xuxulim ha
15|1|19|3|3|vbi ꜩaꜩ chi teu vpam zac xuru<pc> –</pc>|vbi tzatz chi teu vpam zac xuru–
15|1|19|4|4|xuh, zac caracoh chi xurulah teu|xuh, zac caracoh chi xurulah teu
15|1|19|5|5|"choc vloc chupam, rox chi cut <rs ana=""B'ALAM_JA"">ba<pc> –</pc>"|choc vloc chupam, rox chi cut ba–
15|1|19|6|6|"lami ha</rs> vbi vtuquel <rs ana=""B'ALAM"">balam</rs> qo chu<pc> –</pc>"|lami ha vbi vtuquel balam qo chu–
15|1|19|7|7|pan quequichouic, quebuchuuic|pan quequichouic, quebuchuuic
15|1|19|8|8|chi matat quechiquitit queeꜩa<pc> –</pc>|chi matat quechiquitit queetza–
15|1|19|9|9|"pim <rs ana=""B'ALAM"">balam</rs> <rs ana=""B'ALAM_JA"">pa ha</rs>. <rs ana=""SOTZ'I_JA"">ꜩoꜩi ha</rs> vbi v"|pim balam pa ha. tzotzi ha vbi v
15|1|19|10|10|"cah v tihobal vtuquel <rs ana=""SOTZ"">ꜩoꜩ</rs> vpam"|cah v tihobal vtuquel tzotz vpam
15|1|19|11|11|chiha queꜩiꜩotic, queꜩitilahic|chiha quetzitzotic, quetzitilahic
15|1|19|12|12|"queropop <rs ana=""SOTZ'I_JA"">pa ha</rs> e ꜩapin <rs ana=""SOTZ"">ꜩoꜩ</rs> ma<pc> –</pc>"|queropop pa ha e tzapin tzotz ma–
15|1|19|13|13|"habi queel vi. <!--editor's note: Ajtz'ib'ab' adds a paragraph here -->roo chi cut <rs ana=""CHAYIM_JA"">chaim"|habi queel vi. roo chi cut chaim
15|1|19|14|14|ha</rs> vbi vtuquel chaqol chupam|ha vbi vtuquel chaqol chupam
15|1|19|15|15|zacleloh re chicha chiꜩininic|zacleloh re chicha chitzininic
15|1|19|16|16|chiyohohic chiri pa ha. qui na<pc> –</pc>|chiyohohic chiri pa ha. qui na–
15|1|19|17|17|"bec <rs ana=""TIJOB'AL_JA"">vtihobal</rs> <rs ana=""XIB'ALB'A"">xibalba</rs> macu"|bec vtihobal xibalba macu
15|1|19|18|18|"xeoc ri <rs ana=""JUN_JUNAJPU"">hun hunahpu</rs>, <rs ana=""WUQUB'_JUNAJPU"">vvcub<pc> –</pc>"|xeoc ri hun hunahpu, vvcub–
15|1|19|19|19|hunahpu</rs> xa chupam, xavbi<pc> –</pc>|hunahpu xa chupam, xavbi–
15|1|19|20|20|"xic aponoc vbi <rs ana=""TIJOB'AL_JA"">tihobal ha</rs>"|xic aponoc vbi tihobal ha
15|1|19|21|21|"ta xeoc cu apanoc <rs ana=""JUN_JUNAJPU"">hunhunah<pc> –</pc>"|ta xeoc cu apanoc hunhunah–
15|1|19|22|22|"pu</rs>, <rs ana=""WUQUB'_JUNAJPU"">vvcub hun ahpu</rs> chuvach"|pu, vvcub hun ahpu chuvach
15|1|19|23|23|"<rs ana=""JUN_KAME'"">hun came</rs> <rs ana=""WUQUB'_KAME'"">vvcub came</rs> apa qo"|hun came vvcub came apa qo
15|1|19|24|24|vi ri nu zic, aon qovi ri nu chah|vi ri nu zic, aon qovi ri nu chah
15|1|19|25|25|xbeyaoc chivech xquec xvqhax|xbeyaoc chivech xquec xvqhax
15|1|19|26|26|"cut. <!-- editor's note: Ajtz'ib'ab' adds a paragraph here -->xcaquizo <rs ana=""JUN_KAME'_WUQUB'_KAME'"">at ahau</rs>. vꜩ bala"|cut. xcaquizo at ahau. vtz bala
15|1|19|27|27|va camic bala xquiz i quih quix|va camic bala xquiz i quih quix
15|1|19|28|28|camic xquizachic, xquicacup|camic xquizachic, xquicacup
15|1|19|29|29|puch, varal xchivevah vi ivach|puch, varal xchivevah vi ivach
15|1|19|30|30|"quixpuzic xqha<rs ana=""JUN_KAME'"">hun came</rs> <rs ana=""WUQUB'_KAME'"">vvcub"|quixpuzic xqhahun came vvcub
15|1|19|31|31|came</rs>. ta xepuz cut xemuc cut|came. ta xepuz cut xemuc cut
15|1|19|32|32|"chi <rs ana=""PUSB'AL_CHAAJ"">pucbal chah</rs> vbi xemuc vi"|chi pucbal chah vbi xemuc vi
15|1|19|33|33|"xcat vholom ri <rs ana=""JUN_JUNAJPU"">hun hunahpu</rs>"|xcat vholom ri hun hunahpu
15|1|19|34|34|xa vnimal xmuquic ruq ri v chac|xa vnimal xmuquic ruq ri v chac
15|1|19|35|35|"chiya ri <rs ana=""JUN_JUNAJPU"">vholom</rs> xolche ri tiquil"|chiya ri vholom xolche ri tiquil
15|1|19|36|36|"pa be xqha cut <rs ana=""JUN_KAME'"">hun came</rs> <rs ana=""WUQUB'_KAME'"">vvcu<pc> –</pc>"|pa be xqha cut hun came vvcu–
15|1|19|37|37|"bcame</rs>. <!--editor's note: Ajtz'ib'ab' adds a paragraph here -->ta xbe cuyaoc <rs ana=""JUN_JUNAJPU"">vholom</rs>"|bcame. ta xbe cuyaoc vholom
15|1|19|38|38|xol che. ta xvachin curi che|xol che. ta xvachin curi che
15|1|19|39|39|mahabi v vach, maha choco ri|mahabi v vach, maha choco ri
15|1|19|40|40|"vholom ri <rs ana=""JUN_JUNAJPU"">hun hunahpu</rs> chu<pc> –</pc>"|vholom ri hun hunahpu chu–
15|1|19|41|41|"xol che. are cu<rs ana=""TZIMA"">rizima</rs> cohcha"|xol che. are curizima cohcha
15|1|19|42|42|"chire va camic vholom <rs ana=""JUN_JUNAJPU"">hun hu<pc> –</pc>"|chire va camic vholom hun hu–
15|1|19|43|43|nahpu</rs> chuqhaxic. taxumaihah|nahpu chuqhaxic. taxumaihah
15|1|19|44|44|"cut <rs ana=""JUN_KAME'"">hun came</rs>, <rs ana=""WUQUB'_KAME'"">vvcub came</rs> v"|cut hun came, vvcub came v
15|1|19|45|45|vach riche. humah colocac v|vach riche. humah colocac v
15|1|19|46|46|vach. macu calah qo chivi ri v|vach. macu calah qo chivi ri v
15|1|19|47|47|"holom <rs ana=""JUN_JUNAJPU"">hunhunahpu</rs> xahunam"|holom hunhunahpu xahunam
15|2|19|1|1|"chic vvach ruq vvach <rs ana=""TZIMA"">zima</rs> carilo"|chic vvach ruq vvach zima carilo
15|2|19|2|2|"<rs ana=""RAJAWAL_XIB'ALB'A"">ronohel xibalba</rs> ta chul qui caiih."|ronohel xibalba ta chul qui caiih.
15|2|19|3|3|nim vqoheic riche xux chiqui qux|nim vqoheic riche xux chiqui qux
15|2|19|4|4|rumal huzu xubanic ta xoc vholom|rumal huzu xubanic ta xoc vholom
15|2|19|5|5|"<rs ana=""JUN_JUNAJPU"">hun hunahpu</rs> chuxol xeqha curi <rs ana=""XIB'ALB'A"">xi<pc> –</pc>"|hun hunahpu chuxol xeqha curi xi–
15|2|19|6|6|balba</rs> chiquibil quib maco machu<pc> –</pc>|balba chiquibil quib maco machu–
15|2|19|7|7|puvic ri vvach maco naipu maoc|puvic ri vvach maco naipu maoc
15|2|19|8|8|apanoc chuxe che xeqha xqui<pc> –</pc>|apanoc chuxe che xeqha xqui–
15|2|19|9|9|"catah quib, xquiquil quib <rs ana=""RAJAWAL_XIB'ALB'A"">xibal<pc> –</pc>"|catah quib, xquiquil quib xibal–
15|2|19|10|10|ba conohel</rs>. macu calah chiri v|ba conohel. macu calah chiri v
15|2|19|11|11|"holom <rs ana=""JUN_JUNAJPU"">hun hunahpu</rs> xa hunama<pc> –</pc>"|holom hun hunahpu xa hunama–
15|2|19|12|12|"tal chic ruc vvach che ri <rs ana=""TZIMA"">zima</rs>"|tal chic ruc vvach che ri zima
15|2|19|13|13|vbi xuxic, nim cut vꜩihoxic xu<pc> –</pc>|vbi xuxic, nim cut vtzihoxic xu–
15|2|19|14|14|"ta hun <rs ana=""IXKIK'"">capoh</rs>. va cute xchicabÿh"|ta hun capoh. va cute xchicabih
15|2|19|15|15|roponic.|roponic.
15|2|20|16|16|"<hi rend=""large"">V</hi>a chi cute vꜩihoxic <rs ana=""IXKIK'"">hun capoh"|Va chi cute vtzihoxic hun capoh
15|2|20|17|17|"vmeal</rs> hun ahau <rs ana=""KUCHUMA_KIK'"">cuchumaquic</rs>"|vmeal hun ahau cuchumaquic
15|2|20|18|18|vbi.|vbi.
15|2|21|19|19|"<hi rend=""large"">A</hi>re cut ta xuta <rs ana=""IXKIK'"">hun capoh vme<pc> –</pc>"|Are cut ta xuta hun capoh vme–
15|2|21|20|20|"al</rs> hun ahau <rs ana=""KUCHUMA_KIK'"">cuchumaquic</rs> vbi v"|al hun ahau cuchumaquic vbi v
15|2|21|21|21|"cahau <rs ana=""IXKIK'"">xquic</rs> cut vbi ri <rs ana=""IXKIK'"">capoh</rs> ta"|cahau xquic cut vbi ri capoh ta
15|2|21|22|22|xuta cut vꜩihoxic ri vvach che|xuta cut vtzihoxic ri vvach che
15|2|21|23|23|ta chiꜩihox chic rumal vcahau|ta chitzihox chic rumal vcahau
15|2|21|24|24|chumaihah cut ta chiꜩihoxic ma|chumaihah cut ta chitzihoxic ma
15|2|21|25|25|qui naoh vila ri che cabixic qui<pc> –</pc>|qui naoh vila ri che cabixic qui–
