folio|side|para|lb|lb_n|lb_str|lb_str_plain
27|2|35|1|1|hupacha mi xabano mahabi|hupacha mi xabano mahabi
27|2|35|2|2|chic chizilabic xaquichico<pc> –</pc>|chic chizilabic xaquichico–
27|2|35|3|3|zoz chic cate cut xuquixbih|zoz chic cate cut xuquixbih
27|2|35|4|4|"<rs ana=""XB'ALAMQ'E"">xbalanque</rs> araroc mixcaya"|xbalanque araroc mixcaya
27|2|35|5|5|yan xcha cut chila cut xbe|yan xcha cut chila cut xbe
27|2|35|6|6|"colana vi vholom chuvi <rs ana=""JOM"">hom</rs>"|colana vi vholom chuvi hom
27|2|35|7|7|"xavi vꜩih <rs ana=""JUN_KAME'"">hun came</rs> <rs ana=""WUQUB'_KAME'"">vvcub"|xavi vtzih hun came vvcub
27|2|35|8|8|"came</rs> que quicot curi <rs ana=""RAJAWAL_XIB'ALB'A"">xibal<pc> –</pc>"|came que quicot curi xibal–
27|2|35|9|9|ba conohel</rs> rumal vholom|ba conohel rumal vholom
27|2|35|10|10|"<rs ana=""JUNAJPU"">hun ahpu</rs> cate cut ta xutac"|hun ahpu cate cut ta xutac
27|2|35|11|11|"chicop ronohel <rs ana=""SIS"">ziz</rs>, <rs ana=""AQ"">aꜫ</rs>. rono<pc> –</pc>"|chicop ronohel ziz, aq'. rono–
27|2|35|12|12|hel chuti chicop, nima chicop|hel chuti chicop, nima chicop
27|2|35|13|13|chacab xavi xare racabal|chacab xavi xare racabal
27|2|35|14|14|ta xuꜩonoh cut que cha na|ta xutzonoh cut que cha na
27|2|35|15|15|qui tac pa ivecha chi huhunal|qui tac pa ivecha chi huhunal
27|2|35|16|16|are quixnutac vi chicam vl|are quixnutac vi chicam vl
27|2|35|17|17|"oc ri ivecha xqha cut <rs ana=""XB'ALAMQ'E"">xba<pc> –</pc>"|oc ri ivecha xqha cut xba–
27|2|35|18|18|lan que</rs> chi que vꜩbala xe|lan que chi que vtzbala xe
27|2|35|19|19|qha cut ta xebec e camol rech|qha cut ta xebec e camol rech
27|2|35|20|20|ta xevl he cut conohel qo xa|ta xevl he cut conohel qo xa
27|2|35|21|21|cumar rech xbevcama, qo|cumar rech xbevcama, qo
27|2|35|22|22|xa ꜩalic xbevcama, qo xa a<pc> –</pc>|xa tzalic xbevcama, qo xa a–
27|2|35|23|23|bah xbevcama, qo xavleu|bah xbevcama, qo xavleu
27|2|35|24|24|xbe vcama halahoh que cha|xbe vcama halahoh que cha
27|2|35|25|25|ri chicop, nimachicop <!--editor's note: Ajtz'ib'ab' adds a paragraph here -->quipu|ri chicop, nimachicop quipu
27|2|35|26|26|"ca v xambe canahoc ri <rs ana=""SIS"">ꜩ<emph rend=""strong"">iz</emph></rs> <rs ana=""Q'OQ"">coc</rs>"|ca v xambe canahoc ri tziz coc
27|2|35|27|27|xbe vcama cubalcatih chuꜩam|xbe vcama cubalcatih chutzam
27|2|35|28|28|capetic are cut xoc halvac hi<pc> –</pc>|capetic are cut xoc halvac hi–
27|2|35|29|29|"bal vholom <rs ana=""JUNAJPU"">hunahpu</rs> libahchi"|bal vholom hunahpu libahchi
27|2|35|30|30|xcotox vbaca v vac ꜩaꜩ chi ahna<pc> –</pc>|xcotox vbaca v vac tzatz chi ahna–
27|2|35|31|31|"oh chicah xpevi are<rs ana=""UK'U'X_KAJ"">v quxcah</rs>"|oh chicah xpevi arev quxcah
27|2|35|32|32|"<rs ana=""JUN_RAQAN"">huracan</rs> xulcoloc xuluculoc chi<pc> –</pc>"|huracan xulcoloc xuluculoc chi–
27|2|35|33|33|"ri pa <rs ana=""SOTZ'I_JA"">zoꜩiha</rs> macuatan xuꜩi<pc> –</pc>"|ri pa zotziha macuatan xutzi–
27|2|35|34|34|nic v vach vꜩ chic xuxic xa|nic v vach vtz chic xuxic xa
27|2|35|35|35|uixare vchuuc hebel hi<pc> –</pc>|uixare vchuuc hebel hi–
27|2|35|36|36|nic xavi xare xqhauic are|nic xavi xare xqhauic are
27|2|35|37|37|cut ta chirah zaquiric chi|cut ta chirah zaquiric chi
27|2|35|38|38|cactarin vxe cah caxaqui<pc> –</pc>|cactarin vxe cah caxaqui–
27|2|35|39|39|"nachic <rs ana=""XPIYAKOK"">ama</rs> xuchax ri <rs ana=""WUCH'"">vuch</rs>"|nachic ama xuchax ri vuch
27|2|35|40|40|"ve xqhari <rs ana=""XPIYAKOK"">mama</rs> ta chixa<pc> –</pc>"|ve xqhari mama ta chixa–
27|2|35|41|41|quinic cate ta chi que ꜫa mar|quinic cate ta chi que q'a mar
27|2|35|42|42|"chic cahmul xaquin ri <rs ana=""XPIYAKOK"">mama</rs>."|chic cahmul xaquin ri mama.
27|2|35|43|43|"caxaquin<rs ana=""WUCH'"">vvch</rs> caqha vi<pc> –</pc>"|caxaquinvvch caqha vi–
27|2|35|44|44|nac vac amic. xa cu cac raxu<pc> –</pc>|nac vac amic. xa cu cac raxu–
27|2|35|45|45|ꜩinic ta xutiquiba vqohic ma|tzinic ta xutiquiba vqohic ma
27|2|35|46|46|"vꜩ cha chux cut <rs ana=""JUNAJPU"">hunahpu</rs> he vꜩ"|vtz cha chux cut hunahpu he vtz
27|2|35|47|47|xqhacut xavi xare chvbaqui<pc> –</pc>|xqhacut xavi xare chvbaqui–
28|1|35|1|1|"tila <rs ana=""JUNAJPU"">vholom</rs> quehe ri quiꜩih <rs ana=""JUNAJPU"">v"|tila vholom quehe ri quitzih v
28|1|35|2|2|holom</rs> xuxic. cate cut ta xqui<pc> –</pc>|holom xuxic. cate cut ta xqui–
28|1|35|3|3|ban quiꜩih xepixaban quib|ban quitzih xepixaban quib
28|1|35|4|4|"mana qui cat<rs ana=""CHAAJ"">chaah</rs>ic xa quichaye"|mana qui catchaahic xa quichaye
28|1|35|5|5|cuh auib xainhun quiquibanouic|cuh auib xainhun quiquibanouic
28|1|35|6|6|"xqha <rs ana=""XB'ALAMQ'E"">xbalanque</rs> chire cate cut"|xqha xbalanque chire cate cut
28|1|35|7|7|"taxupixabah hun <rs ana=""UMUL"">vmul</rs> catqole"|taxupixabah hun vmul catqole
28|1|35|8|8|"tachiri chuvi<rs ana=""JOM"">hom</rs> chivi catqohe"|tachiri chuvihom chivi catqohe
28|1|35|9|9|"vi chupan pixc xuqhax <rs ana=""UMUL"">vmul</rs>"|vi chupan pixc xuqhax vmul
28|1|35|10|10|"rumal <rs ana=""XB'ALAMQ'E"">xbalanque</rs> chopon na"|rumal xbalanque chopon na
28|1|35|11|11|quic avq cate catelic ca inqui<pc> –</pc>|quic avq cate catelic ca inqui–
28|1|35|12|12|"banouic xuqhax ri <rs ana=""UMUL"">vmul</rs> ta x<pc> –</pc>"|banouic xuqhax ri vmul ta x–
28|1|35|13|13|pixabaxic chacab cate cut ta|pixabaxic chacab cate cut ta
28|1|35|14|14|xzaquiric xavi xare vꜩqui<pc> –</pc>|xzaquiric xavi xare vtzqui–
28|1|35|15|15|vach qui cabichal.|vach qui cabichal.
28|1|36|16|16|"xcah chicu <rs ana=""CHAAJ"">quichaah</rs> colan"|xcah chicu quichaah colan
28|1|36|17|17|"chicu vholom <rs ana=""JUNAJPU"">hun ahpu</rs> chuvi"|chicu vholom hun ahpu chuvi
28|1|36|18|18|"<rs ana=""JOM"">hom</rs>. mi xcachacoyan, mixibano"|hom. mi xcachacoyan, mixibano
28|1|36|19|19|quiyan mi xiyao xevqhaxic xa|quiyan mi xiyao xevqhaxic xa
28|1|36|20|20|"vi cu xere chiziquin <rs ana=""JUNAJPU"">hun ahpu</rs>"|vi cu xere chiziquin hun ahpu
28|1|36|21|21|"chacaca ri holom chi <rs ana=""KIK'"">quic</rs> que<pc> –</pc>"|chacaca ri holom chi quic que–
28|1|36|22|22|vqhaxic macu chiqui ca caxou|vqhaxic macu chiqui ca caxou
28|1|36|23|23|chic chiyecoub quib. are cu xe<pc> –</pc>|chic chiyecoub quib. are cu xe–
28|1|36|24|24|"ꜩacou <rs ana=""KIK'"">quic</rs> <rs ana=""RAJAWAL_XIB'ALB'A"">rahaual xibalba</rs>"|tzacou quic rahaual xibalba
28|1|36|25|25|"xucul cut <rs ana=""XB'ALAMQ'E"">xbalanque</rs> tacal"|xucul cut xbalanque tacal
28|1|36|26|26|"curi <rs ana=""KIK'"">quic</rs> chuvach <rs ana=""B'ATE"">bate</rs> chita<pc> –</pc>"|curi quic chuvach bate chita–
28|1|36|27|27|nenic ta xelic huzu cu xicou|nenic ta xelic huzu cu xicou
28|1|36|28|28|"quic chuvi<rs ana=""JOM"">hom</rs> xahun xaca<pc> –</pc>"|quic chuvihom xahun xaca–
28|1|36|29|29|nab vi tacal pa pix taxel cu<pc> –</pc>|nab vi tacal pa pix taxel cu–
28|1|36|30|30|"ri <rs ana=""UMUL"">vmul</rs> chicoxcotic ta xbec"|ri vmul chicoxcotic ta xbec
28|1|36|31|30.1|"ocotal cut. ta xbe cumal ri <rs ana=""RAJAWAL_XIB'ALB'A"">xi<pc> –</pc>"|ocotal cut. ta xbe cumal ri xi–
28|1|36|32|31|balba</rs> quehuminic, que chani<pc> –</pc>|balba quehuminic, que chani–
28|1|36|33|32|"nic xebe chirih ri <rs ana=""UMUL"">vmul</rs> xe"|nic xebe chirih ri vmul xe
28|1|36|34|33|"quiz be <rs ana=""RAJAWAL_XIB'ALB'A"">conohel xibalba</rs> cate<pc> –</pc>"|quiz be conohel xibalba cate–
28|1|36|35|34|cut xquicamix tah ri vho<pc> –</pc>|cut xquicamix tah ri vho–
28|1|36|36|35|"lom <rs ana=""JUNAJPU"">hun ahpu</rs>. xtiquixtah chic"|lom hun ahpu. xtiquixtah chic
28|1|36|37|36|"<rs ana=""Q'OQ"">vcoc</rs> <rs ana=""XB'ALAMQ'E"">xbalanque</rs> are chicut"|vcoc xbalanque are chicut
28|1|36|38|37|"xbe quicuba ri <rs ana=""Q'OQ"">coc</rs> chuvi <rs ana=""JOM"">hom</rs>"|xbe quicuba ri coc chuvi hom
28|1|36|39|38|quiꜩih holom chicu vholom|quitzih holom chicu vholom
28|1|36|40|39|"ri <rs ana=""JUNAJPU"">hunahpu</rs> quequicot chicu"|ri hunahpu quequicot chicu
28|1|36|41|40|qui cabichal. are cut quebe|qui cabichal. are cut quebe
28|1|36|42|41|"ꜩucuna <rs ana=""KIK'"">quic</rs> ri<rs ana=""XIB'ALB'A"">xibalba</rs> cate"|tzucuna quic rixibalba cate
28|1|36|43|42|"cut xquicamixtah chiri <rs ana=""KIK'"">quic</rs>"|cut xquicamixtah chiri quic
28|1|36|44|43|pa pix, ta xeziquin chicut quix|pa pix, ta xeziquin chicut quix
28|1|36|45|44|"petoc vae <rs ana=""KIK'"">quic</rs> que mix cari<pc> –</pc>"|petoc vae quic que mix cari–
28|1|36|46|45|co. xeqha quicolem chicut|co. xeqha quicolem chicut
28|1|36|47|46|"ta xeul <rs ana=""RAJAWAL_XIB'ALB'A"">xibalba</rs> na qui pa ri"|ta xeul xibalba na qui pa ri
28|2|36|1|1|mi xquilo xeqhacut tax quiti<pc> –</pc>|mi xquilo xeqhacut tax quiti–
28|2|36|2|2|"quiba chicut <rs ana=""CHAAJ"">chaahic</rs>. hunam"|quiba chicut chaahic. hunam
28|2|36|3|3|"<rs ana=""CHAAJ"">chaahic</rs> chicut xquiban chic"|chaahic chicut xquiban chic
28|2|36|4|4|qui cabichal cate cut xcaca<pc> –</pc>|qui cabichal cate cut xcaca–
28|2|36|5|5|"tah ri <rs ana=""Q'OQ"">coc</rs> rumal <rs ana=""XB'ALAMQ'E"">xbalanque</rs>"|tah ri coc rumal xbalanque
28|2|36|6|6|"chi pucabin ri <rs ana=""Q'OQ"">coc</rs> xcah pa <rs ana=""JOM"">ho<pc> –</pc>"|chi pucabin ri coc xcah pa ho–
28|2|36|7|7|"m</rs> zaquiram curi <rs ana=""SAKIL"">vzaquilal</rs>"|m zaquiram curi vzaquilal
28|2|36|8|8|chiqui vach. na qui pa ri chibe|chiqui vach. na qui pa ri chibe
28|2|36|9|9|icama apa qo vi ri camol re|icama apa qo vi ri camol re
28|2|36|10|10|"xqha <rs ana=""RAJAWAL_XIB'ALB'A"">xibalba</rs>. quehe cut qui"|xqha xibalba. quehe cut qui
28|2|36|11|11|"chacatahic <rs ana=""RAJAWAL_XIB'ALB'A"">rahal xibalba</rs>"|chacatahic rahal xibalba
28|2|36|12|12|"rumal <rs ana=""JUNAJPU"">hun ahpu</rs> <rs ana=""XB'ALAMQ'E"">xbalanque</rs>"|rumal hun ahpu xbalanque
28|2|36|13|13|nima caxcol xecohevi ma<pc> –</pc>|nima caxcol xecohevi ma–
28|2|36|14|14|ui are xecam vi ri ronohel|ui are xecam vi ri ronohel
28|2|36|15|15|xban chique.|xban chique.
28|2|37|16|16|"<hi rend=""large"">A</hi>re cut vae quinabal qui<pc> –</pc>"|Are cut vae quinabal qui–
28|2|37|17|17|"camic <rs ana=""JUNAJPU"">hun ahpu</rs> <rs ana=""XB'ALAMQ'E"">xbalanque</rs> are"|camic hun ahpu xbalanque are
28|2|37|18|18|va qui nabal qui camic xchica|va qui nabal qui camic xchica
28|2|37|19|19|bÿh chic. ta xepixabah cut xqui<pc> –</pc>|bih chic. ta xepixabah cut xqui–
28|2|37|20|20|bano ronohel caxcol rail xban|bano ronohel caxcol rail xban
28|2|37|21|21|chique maui xecamic rumal|chique maui xecamic rumal
28|2|37|22|22|"vtihobal <rs ana=""XIB'ALB'A"">xibalba</rs> maui xecha<pc> –</pc>"|vtihobal xibalba maui xecha–
28|2|37|23|23|catahic rumal ronohel tionel|catahic rumal ronohel tionel
28|2|37|24|24|"chicopo qo chi <rs ana=""XIB'ALB'A"">xibalba</rs> cate"|chicopo qo chi xibalba cate
28|2|37|25|25|cut ta xquitac chi caib nic vachi<pc> –</pc>|cut ta xquitac chi caib nic vachi–
28|2|37|26|26|nel queheri e ilol are qui bi|nel queheri e ilol are qui bi
28|2|37|27|27|"va <rs ana=""XULU"">xulu</rs><rs ana=""PAK'AM"">pacam</rs> e etamanel"|va xulupacam e etamanel
28|2|37|28|28|v ve cohꜩonoxic chive cumal|v ve cohtzonoxic chive cumal
28|2|37|29|29|"<rs ana=""RAJAWAL_XIB'ALB'A"">rahaual xibalba</rs> rumal ri ca"|rahaual xibalba rumal ri ca
28|2|37|30|30|camic quinaoh caquinuc ru|camic quinaoh caquinuc ru
28|2|37|31|31|mal ri maui mi xohcamic, ma|mal ri maui mi xohcamic, ma
28|2|37|32|32|pu mi xohchacatahic mixcaza<pc> –</pc>|pu mi xohchacatahic mixcaza–
28|2|37|33|33|ch quitihobal, maxa chicopch<pc> –</pc>|ch quitihobal, maxa chicopch–
28|2|37|34|34|oc chique, are cu retal va chi|oc chique, are cu retal va chi
28|2|37|35|35|caqux chohim abah camiza<pc> –</pc>|caqux chohim abah camiza–
28|2|37|36|36|bal que cumal mi xecuchu|bal que cumal mi xecuchu
28|2|37|37|37|"quib <rs ana=""RAJAWAL_XIB'ALB'A"">ronohel xibalba</rs> macu"|quib ronohel xibalba macu
28|2|37|38|38|quiꜩih ta cohcamic. are cuina|quitzih ta cohcamic. are cuina
28|2|37|39|39|oh va xchicabÿh v ve quix|oh va xchicabih v ve quix
28|2|37|40|40|vl ꜩonobex xoc cumal chire|vl tzonobex xoc cumal chire
28|2|37|41|41|ch cacamic ta cohcatoc naqui|ch cacamic ta cohcatoc naqui
28|2|37|42|42|"xchicuchah ix <rs ana=""XULU"">xulu</rs>, ix <rs ana=""PAK'AM"">pacam</rs>"|xchicuchah ix xulu, ix pacam
28|2|37|43|43|v ve queqha chive ma vꜩ lo|v ve queqha chive ma vtz lo
28|2|37|44|44|chicatix ta quibaquil pazi<pc> –</pc>|chicatix ta quibaquil pazi–
28|2|37|45|45|van v ve maba vꜩ xavi xere|van v ve maba vtz xavi xere
28|2|37|46|46|chic chiqaztah quivach quix|chic chiqaztah quivach quix
28|2|37|47|47|qha vveba are vꜩ xachica xe<pc> –</pc>|qha vveba are vtz xachica xe–
29|1|37|1|1|queba chuvi che <!--editor's note: Ajtz'ib'ab' adds a paragraph here -->ta queqha chic|queba chuvi che ta queqha chic
29|1|37|2|2|chive. xax ma vꜩ vi xavi xere|chive. xax ma vtz vi xavi xere
29|1|37|3|3|chivil chiquivach quixqha ta|chivil chiquivach quixqha ta
29|1|37|4|4|quecha chicut chiroxmul xa|quecha chicut chiroxmul xa
29|1|37|5|5|bare ruꜩil xachicatix quiba<pc> –</pc>|bare rutzil xachicatix quiba–
29|1|37|6|6|quil pa racan ha ve cut quix|quil pa racan ha ve cut quix
29|1|37|7|7|vchax chic cumal are vꜩ bala|vchax chic cumal are vtz bala
29|1|37|8|8|quecamic cate cu vꜩ chihoc qui|quecamic cate cu vtz chihoc qui
29|1|37|9|9|baquil chuvach abah que heri|baquil chuvach abah que heri
29|1|37|10|10|"chiqueex cahim <rs ana=""JAL"">hal</rs> huhunal"|chiqueex cahim hal huhunal
29|1|37|11|11|cu chiqueic cate cu chitix vbic|cu chiqueic cate cu chitix vbic
29|1|37|12|12|chiracan a chiri cahcua chibe|chiracan a chiri cahcua chibe
29|1|37|13|13|chuti huyub nima huyub quix<pc> –</pc>|chuti huyub nima huyub quix–
29|1|37|14|14|qha cut ta chicutunizah ri ca<pc> –</pc>|qha cut ta chicutunizah ri ca–
29|1|37|15|15|pixab mi xcabÿh chive xe|pixab mi xcabih chive xe
29|1|37|16|16|"qha <rs ana=""JUNAJPU"">xhunahpu</rs> <rs ana=""XB'ALAMQ'E"">xbalanque</rs>"|qha xhunahpu xbalanque
29|1|37|17|17|ta xepixabic xquetamah qui|ta xepixabic xquetamah qui
29|1|37|18|18|camic. are caban rinima chohim|camic. are caban rinima chohim
29|1|37|19|19|abah queheri chohibal qui xqui<pc> –</pc>|abah queheri chohibal qui xqui–
29|1|37|20|20|"ban <rs ana=""RAJAWAL_XIB'ALB'A"">xibalba</rs> nimac xac xquico<pc> –</pc>"|ban xibalba nimac xac xquico–
29|1|37|21|21|"ho. cate cut xul <rs ana=""USAMAJEL_XIB'ALB'A"">zamahel</rs> achbi<pc> –</pc>"|ho. cate cut xul zamahel achbi–
29|1|37|22|22|"lai que <rs ana=""USAMAJEL_XIB'ALB'A"">vzamahel</rs> <rs ana=""JUN_KAME'"">hun came</rs>"|lai que vzamahel hun came
29|1|37|23|23|"<rs ana=""WUQUB'_KAME'"">vvcub came</rs> quepetoc coh be."|vvcub came quepetoc coh be.
29|1|37|24|24|"ta cuq <rs ana=""KA'IB'_K'AJOLAB'"">qaholab</rs> chibeta qui<pc> –</pc>"|ta cuq qaholab chibeta qui–
29|1|37|25|25|"la caquixcachohih caqha <rs ana=""RAJAWAL_XIB'ALB'A"">aha<pc> –</pc>"|la caquixcachohih caqha aha–
29|1|37|26|26|"u</rs> <rs ana=""KA'IB'_K'AJOLAB'"">ixqaholab</rs> xevqhaxic vꜩ"|u ixqaholab xevqhaxic vtz
29|1|37|27|27|bala xeqha cut anim xebec|bala xeqha cut anim xebec
29|1|37|28|28|xeopon cut chuchi choh chiri|xeopon cut chuchi choh chiri
29|1|37|29|29|cut xerah chih vi chi eꜩanem.|cut xerah chih vi chi etzanem.
29|1|37|30|30|cachopih vae ri ca qui cah<pc> –</pc>|cachopih vae ri ca qui cah–
29|1|37|31|31|tacmul tah chica xicah chica|tacmul tah chica xicah chica
29|1|37|32|32|"huhunal <rs ana=""KA'IB'_K'AJOLAB'"">ixqaholab</rs> xeqhax"|huhunal ixqaholab xeqhax
29|1|37|33|33|"cut rumal <rs ana=""JUN_KAME'"">hun came</rs>. maui a"|cut rumal hun came. maui a
29|1|37|34|34|re cohimich vi ri mapa queta<pc> –</pc>|re cohimich vi ri mapa queta–
29|1|37|35|35|"am cacamic <rs ana=""RAJAWAL_XIB'ALB'A"">ixahauab</rs> chivi<pc> –</pc>"|am cacamic ixahauab chivi–
29|1|37|36|36|la na xeqha cut ta xquicula<pc> –</pc>|la na xeqha cut ta xquicula–
29|1|37|37|37|vachih qui vach xqui rip qui|vachih qui vach xqui rip qui
29|1|37|38|40|cab qui cabichal epu hupu<pc> –</pc>|cab qui cabichal epu hupu–
29|1|37|39|41|huh ta xebec pa choh chiri|huh ta xebec pa choh chiri
29|1|37|40|42|cut xecam vi qui cabichal que|cut xecam vi qui cabichal que
29|1|37|41|43|"quicot chicut ronohel <rs ana=""RAJAWAL_XIB'ALB'A"">xibalba</rs>."|quicot chicut ronohel xibalba.
29|1|37|42|44|tacal quiyuyub tacal qui xul|tacal quiyuyub tacal qui xul
29|1|37|43|45|cab mixecachaco quiꜩih mavi|cab mixecachaco quitzih mavi
29|1|37|44|46|a tan xquiya quib xeqha. cate|a tan xquiya quib xeqha. cate
29|1|37|45|47|"cut qui taquic ri <rs ana=""XULU"">xulu</rs> <rs ana=""PAK'AM"">pacam</rs>"|cut qui taquic ri xulu pacam
29|1|37|46|48|xcanahvi quiꜩih xavi xare|xcanahvi quitzih xavi xare
29|1|37|47|49|xꜩonox rixbe vi qui ba quil|xtzonox rixbe vi qui ba quil
29|2|37|1|1|"ta xequihin <rs ana=""RAJAWAL_XIB'ALB'A"">xibalba</rs> xhoc qui ba"|ta xequihin xibalba xhoc qui ba
29|2|37|2|2|quil xbe tixoc chi racan a macu|quil xbe tixoc chi racan a macu
29|2|37|3|3|xebeta chinah xa huzu xecah|xebeta chinah xa huzu xecah
29|2|37|4|4|"chuxe a chaom <rs ana=""KA'IB'_K'AJOLAB'"">qaholab</rs> xe"|chuxe a chaom qaholab xe
29|2|37|5|5|vxic xavi xere qui vach xuxic|vxic xavi xere qui vach xuxic
29|2|37|6|6|xecutun chicut.|xecutun chicut.
29|2|38|7|7|Chi robix cut xecutun chix xe|Chi robix cut xecutun chix xe
29|2|38|8|8|il chi ya rumal vinac e caib que|il chi ya rumal vinac e caib que
29|2|38|9|9|"heri xavinac <rs ana=""KAR"">car</rs> xevachinic"|heri xavinac car xevachinic
29|2|38|10|10|"ta xil qui vach cumal <rs ana=""RAJAWAL_XIB'ALB'A"">xibalba</rs>"|ta xil qui vach cumal xibalba
29|2|38|11|11|xeꜩucux cut chitac ya xchu|xetzucux cut chitac ya xchu
29|2|38|12|12|"eca cut quecutunoc <rs ana=""KA'IB'_K'AJOLAB'"">e caib chi"|eca cut quecutunoc e caib chi
29|2|38|13|13|meba</rs> aꜩiyac quivach aꜩiiac|meba atziyac quivach atziiac
29|2|38|14|14|pu quih aꜩiiac cut qui cu mana|pu quih atziiac cut qui cu mana
29|2|38|15|15|chibanan ta qui vach ta|chibanan ta qui vach ta
29|2|38|16|16|"qui xeilic rumal <rs ana=""RAJAWAL_XIB'ALB'A"">xibalba</rs> hala"|qui xeilic rumal xibalba hala
29|2|38|17|17|"chicut xquibano xa <rs ana=""XAJOJ_PUJUY"">xahoh puhuy</rs>"|chicut xquibano xa xahoh puhuy
29|2|38|18|18|"<rs ana=""XAJOJ_KUX"">xahoh cux</rs> <rs ana=""IB'OY"">xayboy</rs> xqui xa"|xahoh cux xayboy xqui xa
29|2|38|19|19|"ho xa <rs ana=""XTZUL"">xꜩul</rs>, xa <rs ana=""CH'ITIK"">chitic</rs> xqui xah"|ho xa xtzul, xa chitic xqui xah
29|2|38|20|20|chic quiia maihabal xquiban|chic quiia maihabal xquiban
29|2|38|21|21|chic xquiporoh ha queheri qui|chic xquiporoh ha queheri qui
29|2|38|22|22|ꜩih chicatic libah chicut chivi<pc> –</pc>|tzih chicatic libah chicut chivi–
29|2|38|23|23|"naquir chic. ꜩaꜩ chi <rs ana=""RAJAWAL_XIB'ALB'A"">xibalba</rs> chica<pc> –</pc>"|naquir chic. tzatz chi xibalba chica–
29|2|38|24|24|yic cate chiquipuz quib chicam|yic cate chiquipuz quib chicam
29|2|38|25|25|hun chique chipune na chicami|hun chique chipune na chicami
29|2|38|26|26|naquil nabe chiquicamizah quib|naquil nabe chiquicamizah quib
29|2|38|27|27|xaui xere libah chicaztah vi chi|xaui xere libah chicaztah vi chi
29|2|38|28|28|"vvach xa quicay <rs ana=""RAJAWAL_XIB'ALB'A"">xibalba</rs> ta chi<pc> –</pc>"|vvach xa quicay xibalba ta chi–
29|2|38|29|29|quibano ronohel xquiban chic|quibano ronohel xquiban chic
29|2|38|30|30|v xenaahic chic chacbal quech|v xenaahic chic chacbal quech
29|2|38|31|31|"<rs ana=""RAJAWAL_XIB'ALB'A"">xibalba</rs> cumal."|xibalba cumal.
29|2|39|32|32|Cate chi puch roponic chic v|Cate chi puch roponic chic v
29|2|39|33|33|"ꜩihel quixahoh chi xiquin <rs ana=""JUN_KAME'_WUQUB'_KAME'"">aha<pc> –</pc>"|tzihel quixahoh chi xiquin aha–
29|2|39|34|34|"uab</rs> <rs ana=""JUN_KAME'"">huncame</rs>, <rs ana=""WUQUB'_KAME'"">vvcub came</rs> xch<pc> –</pc>"|uab huncame, vvcub came xch–
29|2|39|35|35|"a ta xquitao naqui ri <rs ana=""KA'IB'_K'AJOLAB'"">ecaibme<pc> –</pc>"|a ta xquitao naqui ri ecaibme–
29|2|39|36|36|ba</rs> la quiꜩih vi chi quz. quiꜩih|ba la quitzih vi chi quz. quitzih
29|2|39|37|37|vi pu chihebelic quixahouic|vi pu chihebelic quixahouic
29|2|39|38|38|ronohel caquibano xqha cut|ronohel caquibano xqha cut
29|2|39|39|40|"quiꜩihoxic xoponic cuq <rs ana=""RAJAWAL_XIB'ALB'A"">ahauab</rs>"|quitzihoxic xoponic cuq ahauab
29|2|39|40|41|quz xquitao ta xbochi cut qui|quz xquitao ta xbochi cut qui
29|2|39|41|42|"<rs ana=""USAMAJEL_XIB'ALB'A"">zamahel</rs> tacol chique petoc ch<pc> –</pc>"|zamahel tacol chique petoc ch–
29|2|39|42|43|vl ta quibana cacay queca ma<pc> –</pc>|vl ta quibana cacay queca ma–
29|2|39|43|44|ihah tah quecacayih ta puch|ihah tah quecacayih ta puch
29|2|39|44|45|"quecha <rs ana=""RAJAWAL_XIB'ALB'A"">ahauab</rs> quixqha chi<pc> –</pc>"|quecha ahauab quixqha chi–
29|2|39|45|46|"que xuqhax ri <rs ana=""USAMAJEL_XIB'ALB'A"">zamahel</rs> xeo<pc> –</pc>"|que xuqhax ri zamahel xeo–
29|2|39|46|47|pon cut cuq ri xahol ta xqhav|pon cut cuq ri xahol ta xqhav
29|2|39|47|48|"cut quiꜩih <rs ana=""RAJAWAL_XIB'ALB'A"">ahauab</rs> chique"|cut quitzih ahauab chique
30|1|39|1|1|mabachicah rumal ri quiꜩih|mabachicah rumal ri quitzih
30|1|39|2|2|cohxobic maxa mavi cohquix<pc> –</pc>|cohxobic maxa mavi cohquix–
30|1|39|3|3|"bic cohoc apanoc chi <rs ana=""XIB'ALB'A"">ahaual ha</rs>"|bic cohoc apanoc chi ahaual ha
30|1|39|4|4|rumal qui iꜩel cavach maxa<pc> –</pc>|rumal qui itzel cavach maxa–
30|1|39|5|5|qui nimac vbac cavach chi meba|qui nimac vbac cavach chi meba
30|1|39|6|6|"maxaon ril chire xa<rs ana=""KA'IB'_K'AJOLAB'"">oh xahol</rs>"|maxaon ril chire xaoh xahol
30|1|39|7|7|"naquita chicabÿh chique <rs ana=""KA'IB'_K'AJOLAB'"">cach"|naquita chicabih chique cach
30|1|39|8|8|meba</rs> qo cam curaih naypu ri|meba qo cam curaih naypu ri
30|1|39|9|9|ca xahoh caquicaztah quivach|ca xahoh caquicaztah quivach
30|1|39|10|10|cuq maquehela cu xchicaban|cuq maquehela cu xchicaban
30|1|39|11|11|"chique ri <rs ana=""RAJAWAL_XIB'ALB'A"">ahauab</rs> quehe cu ma"|chique ri ahauab quehe cu ma
30|1|39|12|12|"vi cacah vi <rs ana=""USAMAJEL_XIB'ALB'A"">ixzamahel</rs> xeq<pc> –</pc>"|vi cacah vi ixzamahel xeq–
