entity_id,edition,ohco_path,ngram,ngram_len,match_type,label,type
TEPEW_Q'UKUMATZ,recinos,0.1.2,", Tepeu , Gucumatz",4,exact,Tepew Q'ukumatz,deidad
B'ITOL,recinos,0.1.2,", Bitol ,",3,exact,B'itol,deidad
K'AJOLOM,recinos,0.1.2,", Qaholom ,",3,exact,K'ajolom,deidad
CH'O,recinos,0.1.2,"Cho ,",2,exact,Ch'o,animal
PALO,recinos,0.1.2,"Palo ,",2,exact,Palo,lugar
AJ,recinos,0.1.2,", Ah",2,exact,Aj,objeto
TZ'AQOL,recinos,0.1.2,Tzacol,1,exact,Tz'aqol,deidad
ALOM,recinos,0.1.2,Alom,1,exact,Alom,deidad
AJ,recinos,0.1.2,Ah,1,exact,Aj,objeto
DIOS,recinos,0.1.4,Dios,1,exact,Dios,deidad
SU',recinos,0.1.5,su,1,fuzzy,Su',objeto
B'ALAM_AQ'AB',recinos,0.1.6,acabó,1,exact,B'alam Aq'ab',persona
SU',recinos,1.1.4,su,1,fuzzy,Su',objeto
TEPEW_Q'UKUMATZ,recinos,1.1.9,", Tepeu , Gucumatz",4,exact,Tepew Q'ukumatz,deidad
Q'UKUMATZ,recinos,1.1.10,Gucumatz .,2,exact,Q'ukumatz,deidad
NIMA_SIS,recinos,1.1.11,grandes,1,exact,Nima Sis,deidad
NIMA_SIS,recinos,1.1.11,grandes,1,exact,Nima Sis,deidad
SU',recinos,1.1.11,su,1,fuzzy,Su',objeto
DIOS,recinos,1.1.12,Dios .,2,exact,Dios,deidad
TEPEW_Q'UKUMATZ,recinos,1.1.14,"Tepeu y Gucumatz ,",4,exact,Tepew Q'ukumatz,deidad
TEPEW_Q'UKUMATZ,recinos,1.1.14,Tepeu y Gucumatz .,4,exact,Tepew Q'ukumatz,deidad
SU',recinos,1.1.15,su,1,fuzzy,Su',objeto
JUN_RAQAN,recinos,1.1.18,Huracán .,2,fuzzy,Jun Raqan,deidad
JUN_RAQAN,recinos,1.1.19,Huracán .,2,fuzzy,Jun Raqan,deidad
TEPEW_Q'UKUMATZ,recinos,1.1.23,Tepeu y Gucumatz ;,4,exact,Tepew Q'ukumatz,deidad
