entity_id,edition,ohco_path,ngram,ngram_len,match_type,label,type
JAQAWITZ_JUYUB',ximenez,4,huyub,1,exact,JAQAWITZ_JUYUB',
SOTZ'I_JA,ximenez,4,ha,1,exact,Sotz'i Ja,lugar
JAQAWITZ_JUYUB',ximenez,4,"huyub,",1,exact,JAQAWITZ_JUYUB',
KA'IB'_K'AJOLAB',ximenez,4,vi,1,exact,KA'IB'_K'AJOLAB',
SOTZ'I_JA,ximenez,4,"ha,",1,exact,Sotz'i Ja,lugar
NIM_AQ,ximenez,4,nimac,1,exact,Nim Aq,deidad
JAQAWITZ_JUYUB',ximenez,4,huyub.,1,exact,JAQAWITZ_JUYUB',
KA'IB'_K'AJOLAB',ximenez,4,vi,1,exact,KA'IB'_K'AJOLAB',
IKAJ,ximenez,4,"cah,",1,exact,IKAJ,
SOTZ'I_JA,ximenez,4,ha.,1,exact,Sotz'i Ja,lugar
JAQAWITZ_JUYUB',ximenez,5,huyub,1,exact,JAQAWITZ_JUYUB',
JAQAWITZ_JUYUB',ximenez,5,huyub,1,exact,JAQAWITZ_JUYUB',
KEJ,ximenez,5,"quieh,",1,exact,Kej,animal
TZ'IKIN,ximenez,5,"tziquin,",1,exact,Tz'ikin,animal
KOJ,ximenez,5,"qoh,",1,exact,Koj,animal
B'ALAM,ximenez,5,"balam,",1,exact,B'alam,animal
KUMATZ,ximenez,5,"cumatz,",1,exact,Kumatz,animal
SOCHOJ,ximenez,5,"zochoh,",1,exact,Sochoj,animal
K'ANTI',ximenez,5,canti,1,exact,K'anti',animal
ALOM,ximenez,5,"alom,",1,exact,Alom,deidad
K'AJOLOM,ximenez,5,qaholom,1,exact,K'ajolom,deidad
KEJ,ximenez,5,queh,1,exact,Kej,animal
TZ'IKIN,ximenez,5,tziquin,1,exact,Tz'ikin,animal
KEJ,ximenez,5,queh,1,exact,Kej,animal
TZ'IKIN,ximenez,5,tziquin.,1,exact,Tz'ikin,animal
KEJ,ximenez,5,queh,1,exact,Kej,animal
KA'IB'_K'AJOLAB',ximenez,5,"vi,",1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,5,vi,1,exact,KA'IB'_K'AJOLAB',
K'IM,ximenez,5,quim,1,exact,K'im,objeto
KA'IB'_K'AJOLAB',ximenez,5,vi,1,exact,KA'IB'_K'AJOLAB',
TZ'IKIN,ximenez,5,"tziquin,",1,exact,Tz'ikin,animal
TZ'IKIN,ximenez,5,tziquin.,1,exact,Tz'ikin,animal
TZ'IKIN,ximenez,5,tziquin,1,exact,Tz'ikin,animal
CHE',ximenez,5,"che,",1,fuzzy,Che',objeto
KA'IB'_K'AJOLAB',ximenez,5,"vi,",1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,5,"vi,",1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,5,"vi,",1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,5,vi,1,exact,KA'IB'_K'AJOLAB',
CHE',ximenez,5,"che,",1,fuzzy,Che',objeto
KEJ,ximenez,5,quieh,1,exact,Kej,animal
TZ'IKIN,ximenez,5,tziquin,1,exact,Tz'ikin,animal
KA'IB'_K'AJOLAB',ximenez,5,vi,1,exact,KA'IB'_K'AJOLAB',
UK'U'X_ULEW,ximenez,5,vleu,1,exact,Uk'u'x Ulew,deidad
ALOM,ximenez,5,"alom,",1,exact,Alom,deidad
K'AJOLOM,ximenez,5,qaholom.,1,exact,K'ajolom,deidad
KEJ,ximenez,5,queh,1,exact,Kej,animal
TZ'IKIN,ximenez,5,tziquin,1,exact,Tz'ikin,animal
JUNAJPU_UTIW,ximenez,6,hun ahpu vtiu.,3,exact,Junajpu Utiw,deidad
CH'IPI_KAQULJA,ximenez,6,"chipi caculha,",2,exact,Ch'ipi Kaqulja,deidad
RAXA_KAQULJA,ximenez,6,"raxa caculha,",2,exact,Raxa Kaqulja,deidad
UK'U'X_KAJ,ximenez,6,"vqux cah,",2,exact,Uk'u'x Kaj,deidad
TZ'AQOL,ximenez,6,ah tzac,2,exact,Tz'aqol,deidad
B'ITOL,ximenez,6,ah bit.,2,exact,B'itol,deidad
JUNAJPU,ximenez,6,hun ahpu,2,exact,Junajpu,deidad
TZ'AQOL,ximenez,6,ah tzac,2,exact,Tz'aqol,deidad
B'ITOL,ximenez,6,ah bit.,2,exact,B'itol,deidad
IXMUKANE,ximenez,6,ratit quih,2,exact,Ixmukane,deidad
IXMUKANE,ximenez,6,ratit zac,2,exact,Ixmukane,deidad
KEJ,ximenez,6,queh,1,exact,Kej,animal
TZ'IKIN,ximenez,6,tziquin,1,exact,Tz'ikin,animal
TZ'AQOL,ximenez,6,tzacol,1,exact,Tz'aqol,deidad
B'ITOL,ximenez,6,bitol,1,exact,B'itol,deidad
ALOM,ximenez,6,"alom,",1,exact,Alom,deidad
K'AJOLOM,ximenez,6,qaholom:,1,exact,K'ajolom,deidad
WA,ximenez,6,va,1,exact,Wa,objeto
KEJ,ximenez,6,queh,1,exact,Kej,animal
TZ'IKIN,ximenez,6,tziquin,1,exact,Tz'ikin,animal
KOJ,ximenez,6,"qoh,",1,exact,Koj,animal
B'ALAM,ximenez,6,balam,1,exact,B'alam,animal
KUMATZ,ximenez,6,"cumatz,",1,exact,Kumatz,animal
ALOM,ximenez,6,"ichuch,",1,exact,Alom,deidad
JUN_JUNAJPU,ximenez,6,icahau,1,exact,Jun Junajpu,deidad
WA,ximenez,6,va,1,exact,Wa,objeto
JUN_RAQAN,ximenez,6,"huracan,",1,exact,Jun Raqan,deidad
TZ'AQOL,ximenez,6,"tzacol,",1,exact,Tz'aqol,deidad
B'ITOL,ximenez,6,"bitol,",1,exact,B'itol,deidad
ALOM,ximenez,6,alom,1,exact,Alom,deidad
K'AJOLOM,ximenez,6,qaholõ,1,exact,K'ajolom,deidad
TZ'AQOL,ximenez,6,tzacol,1,exact,Tz'aqol,deidad
B'ITOL,ximenez,6,bitol,1,exact,B'itol,deidad
IKAJ,ximenez,6,cah,1,exact,IKAJ,
IKAJ,ximenez,6,cah,1,exact,IKAJ,
ALOM,ximenez,6,alom,1,exact,Alom,deidad
K'AJOLOM,ximenez,6,"qaholom,",1,exact,K'ajolom,deidad
KA'IB'_K'AJOLAB',ximenez,6,vi,1,exact,KA'IB'_K'AJOLAB',
PATAN,ximenez,6,patan,1,exact,Patan,deidad
UK'U'X_ULEW,ximenez,6,vleu.,1,exact,Uk'u'x Ulew,deidad
KA'IB'_K'AJOLAB',ximenez,6,vi,1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,6,vi,1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,6,vi,1,exact,KA'IB'_K'AJOLAB',
TZ'AQOL,ximenez,6,tzacol,1,exact,Tz'aqol,deidad
B'ITOL,ximenez,6,bitol,1,exact,B'itol,deidad
ALOM,ximenez,6,"alom,",1,exact,Alom,deidad
K'AJOLOM,ximenez,6,qaholom,1,exact,K'ajolom,deidad
K'OOL,ximenez,6,cool,1,exact,K'ool,lugar
KOJ,ximenez,6,coh,1,exact,Koj,animal
KA'IB'_K'AJOLAB',ximenez,6,vi,1,exact,KA'IB'_K'AJOLAB',
AJ,ximenez,6,ah,1,exact,Aj,objeto
AJ,ximenez,6,ah,1,exact,Aj,objeto
K'OOL,ximenez,6,cool,1,exact,K'ool,lugar
KA'IB'_K'AJOLAB',ximenez,6,vi,1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,6,vi,1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,6,vi,1,exact,KA'IB'_K'AJOLAB',
XPIYAKOK,ximenez,6,"xpiyacoc,",1,exact,Xpiyakok,deidad
IXMUKANE,ximenez,6,"xmucane,",1,exact,Ixmukane,deidad
WUCH',ximenez,6,"vuch,",1,exact,Wuch',animal
XPIYAKOK,ximenez,6,"xpiyacoc,",1,exact,Xpiyakok,deidad
IXMUKANE,ximenez,6,xmucane¶,1,exact,Ixmukane,deidad
TZ'AQOL,ximenez,6,tzacol,1,exact,Tz'aqol,deidad
B'ITOL,ximenez,6,bitol,1,exact,B'itol,deidad
XPIYAKOK,ximenez,6,"xpiyacoc,",1,exact,Xpiyakok,deidad
IXMUKANE,ximenez,6,xmucane,1,exact,Ixmukane,deidad
XMUKANE,ximenez,7,ahbit chi racan,3,exact,XMUKANE,
TEPEW_Q'UKUMATZ,ximenez,7,tepeu gucumatz,2,exact,Tepew Q'ukumatz,deidad
B'ITOL,ximenez,7,ah bit,2,exact,B'itol,deidad
IXMUKANE,ximenez,7,xmuca ne,2,exact,Ixmukane,deidad
JUNAJPU_WUCH',ximenez,7,"hunahpu vuch,",2,exact,JUNAJPU_WUCH',
JUNAJPU_UTIW,ximenez,7,hunahpu vtiu,2,exact,Junajpu Utiw,deidad
KA'MUL_K'AJOLOM,ximenez,7,camul qaholom,2,exact,Ka'mul K'ajolom,deidad
NIMA_SIS,ximenez,7,nima tziz,2,exact,Nima Sis,deidad
AJK'UWAL,ximenez,7,ah cuval,2,exact,Ajk'uwal,deidad
AJYAMANIK,ximenez,7,ah yamanic,2,exact,Ajyamanik,deidad
AJCH'UT,ximenez,7,ah chut,2,exact,Ajch'ut,deidad
AJRAXA_LAQ,ximenez,7,"ah raxalac,",2,exact,Ajraxa Laq,deidad
AJRAXA_TZEL,ximenez,7,ah raxazel,2,exact,Ajraxa Tzel,deidad
AJQ'OL,ximenez,7,"ah eol,",2,exact,Ajq'ol,deidad
AJTOLTEKAT,ximenez,7,ah toltecat,2,exact,Ajtoltekat,deidad
IXMUKANE,ximenez,7,ratit quih,2,exact,Ixmukane,deidad
RATI'T_SAQ,ximenez,7,ra titzac,2,exact,Rati't Saq,deidad
TZ'ITE',ximenez,7,ah tzite,2,exact,Tz'ite',objeto
UK'U'X_KAJ,ximenez,7,vqux cah,2,exact,Uk'u'x Kaj,deidad
TEPEW_Q'UKUMATZ,ximenez,7,tepeu gucumatz,2,exact,Tepew Q'ukumatz,deidad
UK'U'X_KAJ,ximenez,7,vqux cah,2,exact,Uk'u'x Kaj,deidad
JUN_RAQAN,ximenez,7,huracan,1,exact,Jun Raqan,deidad
XMUKANE,ximenez,7,ahquih,1,exact,XMUKANE,
K'OOL,ximenez,7,cool,1,exact,K'ool,lugar
KOJ,ximenez,7,coh,1,exact,Koj,animal
IXMUKANE,ximenez,7,iyom,1,exact,Ixmukane,deidad
XPIYAKOK,ximenez,7,mamom,1,exact,Xpiyakok,deidad
IXMUKANE,ximenez,7,catit,1,exact,Ixmukane,deidad
SAQI_NIM_AQ_SIS,ximenez,7,camam,1,exact,Saqi Nim Aq Sis,deidad
XPIYAKOK,ximenez,7,"xpiyacoc,",1,exact,Xpiyakok,deidad
ALOM,ximenez,7,"alom,",1,exact,Alom,deidad
NIM_AQ,ximenez,7,nimac,1,exact,Nim Aq,deidad
AJTZ'ALAM,ximenez,7,"ahtzalam,",1,exact,Ajtz'alam,deidad
IXIM,ximenez,7,"ixim,",1,exact,Ixim,objeto
TZ'ITE',ximenez,7,tzite,1,exact,Tz'ite',objeto
CHE',ximenez,7,che,1,fuzzy,Che',objeto
AJ,ximenez,7,ah,1,exact,Aj,objeto
IXIM,ximenez,7,ixim,1,exact,Ixim,objeto
SAQI_NIM_AQ_SIS,ximenez,7,mama,1,exact,Saqi Nim Aq Sis,deidad
XPIYAKOK,ximenez,7,xpiyacoc,1,exact,Xpiyakok,deidad
XMUKANE,ximenez,7,ahquih,1,exact,XMUKANE,
IXMUKANE,ximenez,7,xmucane,1,exact,Ixmukane,deidad
CHE',ximenez,7,che,1,fuzzy,Che',objeto
TZ'AQOL,ximenez,7,ahtzac,1,exact,Tz'aqol,deidad
B'ITOL,ximenez,7,ahbit.,1,exact,B'itol,deidad
K'OOL,ximenez,7,cool,1,exact,K'ool,lugar
IXIM,ximenez,7,ixim,1,exact,Ixim,objeto
TZ'ITE',ximenez,7,"tzite,",1,exact,Tz'ite',objeto
IXIM,ximenez,7,ixim,1,exact,Ixim,objeto
CHE',ximenez,7,che,1,fuzzy,Che',objeto
UK'U'X_ULEW,ximenez,7,vleu,1,exact,Uk'u'x Ulew,deidad
CHE',ximenez,7,che,1,fuzzy,Che',objeto
UK'U'X_ULEW,ximenez,7,vleu,1,exact,Uk'u'x Ulew,deidad
CHE',ximenez,7,che,1,fuzzy,Che',objeto
IKAJ,ximenez,7,cah,1,exact,IKAJ,
IKAJ,ximenez,7,cah,1,exact,IKAJ,
WA,ximenez,7,va,1,exact,Wa,objeto
K'IKAB,ximenez,7,quieab,1,exact,K'IKAB,
KIK',ximenez,7,"quiquel,",1,exact,Kik',objeto
KOJ,ximenez,7,qoh,1,exact,Koj,animal
K'IKAB'_KQDIEZ,ximenez,7,quicab,1,exact,K'IKAB'_KQDIEZ,
TZ'AQOL,ximenez,7,tzacol,1,exact,Tz'aqol,deidad
B'ITOL,ximenez,7,bitol,1,exact,B'itol,deidad
UK'U'X_ULEW,ximenez,7,vleu,1,exact,Uk'u'x Ulew,deidad
UK'U'X_KAJ,ximenez,8,vqux cah,2,exact,Uk'u'x Kaj,deidad
Q'OL,ximenez,8,nima eol,2,exact,Q'ol,objeto
K'OTK'OWACH,ximenez,8,xe cotcovach,2,exact,K'otk'owach,animal
CHIMALMAT,ximenez,8,"qui chuch,",2,exact,Chimalmat,deidad
JUNAJPU,ximenez,8,"qui cahau,",2,exact,Junajpu,deidad
UK'U'X_KAJ,ximenez,8,"vqux cah,",2,exact,Uk'u'x Kaj,deidad
CHE',ximenez,8,che,1,fuzzy,Che',objeto
CHE',ximenez,8,che,1,fuzzy,Che',objeto
TZ'AQOL,ximenez,8,tzacol,1,exact,Tz'aqol,deidad
B'ITOL,ximenez,8,"bitol,",1,exact,B'itol,deidad
IXKIK',ximenez,8,ixoc,1,exact,Ixkik',deidad
IXKIK',ximenez,8,ixoc.,1,exact,Ixkik',deidad
TZ'AQOL,ximenez,8,tzacol,1,exact,Tz'aqol,deidad
B'ITOL,ximenez,8,bitol,1,exact,B'itol,deidad
IKAJ,ximenez,8,cah,1,exact,IKAJ,
IKAJ,ximenez,8,cah,1,exact,IKAJ,
B'AQ,ximenez,8,vbac,1,exact,B'aq,objeto
KAMALOTZ',ximenez,8,camalotz,1,exact,Kamalotz',animal
KOTZB'ALAM,ximenez,8,cotzbalam.,1,exact,Kotzb'alam,animal
TUKUMB'ALAM,ximenez,8,tucumbalam,1,exact,Tukumb'alam,animal
JUN_RAQAN,ximenez,8,huracan,1,exact,Jun Raqan,deidad
UK'U'X_ULEW,ximenez,8,"vleu,",1,exact,Uk'u'x Ulew,deidad
CHE',ximenez,8,che,1,fuzzy,Che',objeto
Tzi,ximenez,8,tzi,1,exact,Tzi,objeto
Tzi,ximenez,8,tzi,1,exact,Tzi,objeto
KA',ximenez,8,q'aa,1,exact,Ka',objeto
KA',ximenez,8,q'aa,1,exact,Ka',objeto
Tzi,ximenez,8,tzi,1,exact,Tzi,objeto
KOJ,ximenez,8,coh,1,exact,Koj,animal
KA'IB'_K'AJOLAB',ximenez,8,vi,1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,8,"vi,",1,exact,KA'IB'_K'AJOLAB',
Tzi,ximenez,8,tzi,1,exact,Tzi,objeto
XOT,ximenez,8,"xot,",1,exact,Xot,objeto
WA,ximenez,8,va,1,exact,Wa,objeto
SOTZ'I_JA,ximenez,8,ha,1,exact,Sotz'i Ja,lugar
SOTZ'I_JA,ximenez,8,ha,1,exact,Sotz'i Ja,lugar
CHE',ximenez,8,che,1,fuzzy,Che',objeto
CHE',ximenez,8,che,1,fuzzy,Che',objeto
RAJAWAL_XIB'ALB'A,ximenez,8,"conohel,",1,exact,Rajawal Xib'alb'a,grupo de deidades
K'OY,ximenez,8,qoy,1,exact,K'oy,animal
KA'IB'_K'AJOLAB',ximenez,8,vi,1,exact,KA'IB'_K'AJOLAB',
TZ'AQOL,ximenez,8,ahtzac,1,exact,Tz'aqol,deidad
B'ITOL,ximenez,8,"ahbit,",1,exact,B'itol,deidad
K'OY,ximenez,8,qoy,1,exact,K'oy,animal
WUQUB'_KAQIX,ximenez,9,vvcub caquix,2,exact,Wuqub' Kaqix,deidad
WUQUB'_KAQIX,ximenez,9,vucub caquix,2,exact,Wuqub' Kaqix,deidad
WUQUB'_KAQIX,ximenez,9,vcub caquix,2,exact,Wuqub' Kaqix,deidad
WUQUB'_KAQIX,ximenez,9,vucub caquix,2,exact,Wuqub' Kaqix,deidad
WUQUB'_KAQIX,ximenez,9,vucub caquix,2,exact,Wuqub' Kaqix,deidad
IKAJ,ximenez,9,cah,1,exact,IKAJ,
UK'U'X_ULEW,ximenez,9,"vleu,",1,exact,Uk'u'x Ulew,deidad
IK,ximenez,9,ic,1,exact,Ik,objeto
SAKIL,ximenez,9,zaquil,1,exact,Sakil,objeto
B'AQ,ximenez,9,vbac,1,exact,B'aq,objeto
WA,ximenez,9,va,1,exact,Wa,objeto
IKAJ,ximenez,9,cah,1,exact,IKAJ,
IK,ximenez,9,ic,1,exact,Ik,objeto
UK'U'X_ULEW,ximenez,9,vleu,1,exact,Uk'u'x Ulew,deidad
KA'IB'_K'AJOLAB',ximenez,9,vi,1,exact,KA'IB'_K'AJOLAB',
IK,ximenez,9,ic,1,exact,Ik,objeto
SAKIL,ximenez,9,zaquil,1,exact,Sakil,objeto
SAKIL,ximenez,9,zaquil,1,exact,Sakil,objeto
K'AJOLOM,ximenez,9,qahol,1,exact,K'ajolom,deidad
KA'IB'_K'AJOLAB',ximenez,9,vi,1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,9,vi,1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,9,vi,1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',ximenez,9,vi,1,exact,KA'IB'_K'AJOLAB',
IK,ximenez,9,ic,1,exact,Ik,objeto
KA'IB'_K'AJOLAB',ximenez,9,vi,1,exact,KA'IB'_K'AJOLAB',
IK,ximenez,9,ic,1,exact,Ik,objeto
CHE',ximenez,9,che,1,fuzzy,Che',objeto
TZ'AQOL,ximenez,9,"ahtzac,",1,exact,Tz'aqol,deidad
B'ITOL,ximenez,9,ahbit.,1,exact,B'itol,deidad
WUQUB'_KAQIX,ximenez,10,vucub ca quix,3,exact,Wuqub' Kaqix,deidad
KA'IB'_K'AJOLAB',ximenez,10,e caib qaholab,3,exact,KA'IB'_K'AJOLAB',
JUNAJPU,ximenez,10,hun ahpu,2,exact,Junajpu,deidad
UK'U'X_KAJ,ximenez,10,"vqux cah,",2,exact,Uk'u'x Kaj,deidad
WUQUB'_KAQIX,ximenez,10,vvcub caquix,2,exact,Wuqub' Kaqix,deidad
KA'IB'_K'AJOLAB',ximenez,10,e caib,2,exact,KA'IB'_K'AJOLAB',
CHIMALMAT,ximenez,10,qui chuch,2,exact,Chimalmat,deidad
WUQUB'_KAQIX,ximenez,10,vvcub caquix,2,exact,Wuqub' Kaqix,deidad
