entity_id,label,type,lang,form
Q'UMARKAJ,Q'umarkaj,topónimo,spa,CUMARCAAJ
QAMUKU,Qamuku,canto,quc,QAMUKU
QAMUKU,Qamuku,canto,eng,OUR BURIAL
QAMUKU,Qamuku,canto,spa,CAMUCU
XIMENEZ,R.P.F. (Reverendo Padre Fray) Francisco Ximénez,persona,quc,R.P.F. (REVERENDO PADRE FRAY) FRANCISCO XIMÉNEZ
XIMENEZ,R.P.F. (Reverendo Padre Fray) Francisco Ximénez,persona,quc,XIMENEZ
XIMENEZ,R.P.F. (Reverendo Padre Fray) Francisco Ximénez,persona,spa,R.P.F. FRANZÍSCO XIMENEZ
RAB'INALEB',Rab'inaleb',linaje,quc,RAB'INALEB'
RAB'INALEB',Rab'inaleb',linaje,eng,RABINALS
RAB'INALEB',Rab'inaleb',linaje,spa,RABANAL
RABINAL_ACHI,Rabinal Achi,objeto,quc,RABINAL ACHI
RAJAWAL_XIB'ALB'A,Rajawal Xib'alb'a,grupo de deidades,quc,RAJAWAL XIB'ALB'A
RAJAWAL_XIB'ALB'A,Rajawal Xib'alb'a,grupo de deidades,eng,LORDS OF XIBALBA
RAJAWAL_XIB'ALB'A,Rajawal Xib'alb'a,grupo de deidades,spa,SSRES DELÍNFIERNO
RAJPOP,Rajpop,deidad,quc,RAJPOP
RAJPOP,Rajpop,deidad,eng,WAR COUNCILORS
RAJPOP,Rajpop,deidad,spa,SEÑORES PRINZÍPALES
RAJPOP_ACHIJ,Rajpop Achij,oficio,quc,RAJPOP ACHIJ
RAJPOP_ACHIJ,Rajpop Achij,oficio,eng,MILITARY AH POPS
RAJPOP_ACHIJ,Rajpop Achij,oficio,spa,RAH POP ACHÍH
RAJTZ'ALAM_ACHIJ,Rajtz'alam Achij,oficio,quc,RAJTZ'ALAM ACHIJ
RAJTZ'ALAM_ACHIJ,Rajtz'alam Achij,oficio,eng,MILITARY PALISADE MASTERS
RAJTZ'ALAM_ACHIJ,Rajtz'alam Achij,oficio,spa,RAHꜨALAM ACHÍH
RATI'T_Q'IJ,Rati't Q'ij,deidad,quc,RATI'T Q'IJ
RATI'T_Q'IJ,Rati't Q'ij,deidad,eng,GRANDMOTHER OF DAY
RATI'T_Q'IJ,Rati't Q'ij,deidad,spa,ABUELA DE EL SOL
RATI'T_SAQ,Rati't Saq,deidad,quc,RATI'T SAQ
RATI'T_SAQ,Rati't Saq,deidad,eng,GRANDMOTHER OF LIGHT
RATI'T_SAQ,Rati't Saq,deidad,spa,ABUELA DE LA LUNA
RAXA_B'E,Raxa b'e,topónimo,quc,RAXA B'E
RAXA_B'E,Raxa b'e,topónimo,eng,GREEN ROAD
RAXA_B'E,Raxa b'e,topónimo,spa,VERDE
RAXA_KAQULJA,Raxa Kaqulja,deidad,quc,RAXA KAQULJA
RAXA_KAQULJA,Raxa Kaqulja,deidad,eng,SUDDEN THUNDERBOLT
RAXA_KAQULJA,Raxa Kaqulja,deidad,spa,RAXA CACULHA
RAXA_NANAWAK,Raxa Nanawak,deidad,quc,RAXA NANAWAK
RAXA_NANAWAK,Raxa Nanawak,deidad,eng,SUDDEN NANAVAC
RAXA_NANAWAK,Raxa Nanawak,deidad,spa,RAXA NANAVAC
AQUINAS,Saint Thomas Aquinas,persona,quc,SAINT THOMAS AQUINAS
AQUINAS,Saint Thomas Aquinas,persona,quc,AQUINAS
AQUINAS,Saint Thomas Aquinas,persona,spa,THOMAS
SAKIL,Sakil,objeto,quc,SAKIL
SAKIL,Sakil,objeto,eng,SQUASH SEEDS
SAKIL,Sakil,objeto,spa,DE EL CHÍLE
SALMANASAR,Salmanasar,persona,quc,SALMANASAR
SALMANASAR,Salmanasar,persona,spa,SALMANASAR
SAN_ANTON_ILOKAB',San Anton Ilokab',topónimo,quc,SAN ANTON ILOKAB'
SAN_ANTON_ILOKAB',San Anton Ilokab',topónimo,spa,S ANTON ÍLOCAB
SAN_JUAN_BAUTISTA,San Juan Bautista,persona,quc,SAN JUAN BAUTISTA
SAN_JUAN_BAUTISTA,San Juan Bautista,persona,eng,JOHN THE BAPTIST
SAN_JUAN_BAUTISTA,San Juan Bautista,persona,eng,SAINT JOHN THE BAPTIST
SAN_JUAN_BAUTISTA,San Juan Bautista,persona,spa,S. JUO. BAPTÍSTA
SAN_PABLO,San Pablo,persona,quc,SAN PABLO
SAN_PABLO,San Pablo,persona,eng,SAINT PAUL
SAN_PABLO,San Pablo,persona,spa,"S. PABLO, S.PABLO APOSTAL"
FERRER,San Vicente Ferrer,persona,quc,SAN VICENTE FERRER
FERRER,San Vicente Ferrer,persona,quc,FERRER
FERRER,San Vicente Ferrer,persona,spa,FERRER
SANIK,Sanik,animal,quc,SANIK
SANIK,Sanik,animal,eng,ANTS
SANIK,Sanik,animal,spa,LAS HORMIGAS
SANTA_CRUZ,Santa Cruz,topónimo,quc,SANTA CRUZ
SANTA_CRUZ,Santa Cruz,topónimo,eng,SANTA CRUZ
SANTA_CRUZ,Santa Cruz,topónimo,spa,STA CRUZ
SAQ_K'UCH,Saq K'uch,animal,quc,SAQ K'UCH
SAQ_K'UCH,Saq K'uch,animal,eng,WHITE VULTURE
SAQ_K'UCH,Saq K'uch,animal,spa,EL ZOPE BLANCO
SAQAJIB,Saqajib,linaje,quc,SAQAJIB
SAQAJIB,Saqajib,linaje,eng,WHITE EAR OF UNRIPE MAIZE
SAQAJIB,Saqajib,linaje,spa,ZACAHÍB
SAQI_B'E,Saqi b'e,topónimo,quc,SAQI B'E
SAQI_B'E,Saqi b'e,topónimo,eng,WHITE ROAD
SAQI_B'E,Saqi b'e,topónimo,spa,BLANCO
SAQI_K'OXOL,Saqi K'oxol,persona,quc,SAQI K'OXOL
SAQI_K'OXOL,Saqi K'oxol,persona,eng,WHITE
SAQI_K'OXOL,Saqi K'oxol,persona,eng,NOISY
SAQI_K'OXOL,Saqi K'oxol,persona,eng,LIVELY PERSON
SAQI_K'OXOL,Saqi K'oxol,persona,spa,EL DUENDE
SAQI_NIM_AQ_SIS,Saqi Nim Aq Sis,deidad,quc,SAQI NIM AQ SIS
SAQI_NIM_AQ_SIS,Saqi Nim Aq Sis,deidad,eng,GREAT WHITE PECCARY
SAQI_NIM_AQ_SIS,Saqi Nim Aq Sis,deidad,spa,ZAQUINIMA TZŸZ
SAQI_YA,Saqi Ya,topónimo,quc,SAQI YA
SAQI_YA,Saqi Ya,topónimo,eng,WHITE RIVER
SAQI_YA,Saqi Ya,topónimo,spa,ZAQUIYA
SAQIK,Saqik,linaje,quc,SAQIK
SAQIK,Saqik,linaje,eng,MAGISTRATE SAQUIC
SAQIK,Saqik,linaje,spa,ZAQUÍQUÍB
SAQIKAS,Saqikas,animal,quc,SAQIKAS
SAQIKAS,Saqikas,animal,eng,WHITE LIFE
SAQIKAS,Saqikas,animal,spa,CULEBRA
SAQKABAJA,Saqkabaja,topónimo,quc,SAQKABAJA
SAQKABAJA,Saqkabaja,topónimo,eng,PLASTERED HOUSE
SAQKABAJA,Saqkabaja,topónimo,spa,ZACABAHA
SAQULEWAB',Saqulewab',topónimo,quc,SAQULEWAB'
SAQULEWAB',Saqulewab',topónimo,eng,WHITE EARTHS
SAQULEWAB',Saqulewab',topónimo,spa,LOS DE ZACULEUAB
SATANAS,Satanás,deidad,quc,SATANÁS
SATANAS,Satanás,deidad,quc,SATANAS
SATANAS,Satanás,deidad,eng,SATAN
SATANAS,Satanás,deidad,spa,EL DEMONÍO
SILISIB',Silisib',topónimo,quc,SILISIB'
SILISIB',Silisib',topónimo,eng,STAGGERING
SILISIB',Silisib',topónimo,spa,PAZÍLÍZÍB
SIPAKNA,Sipakna,deidad,quc,SIPAKNA
SIPAKNA,Sipakna,deidad,eng,ZIPACNA
SIPAKNA,Sipakna,deidad,spa,ZIPACNA
SIS,Sis,animal,quc,SIS
SIS,Sis,animal,eng,COATI
SIS,Sis,animal,spa,EL PÍZOTE
SITA'L,Sita'l,animal,quc,SITA'L
SITA'L,Sita'l,animal,eng,WASPS
SITA'L,Sita'l,animal,spa,AUÍSPAS
SIYAJA,Siyaja,topónimo,quc,SIYAJA
SIYAJA,Siyaja,topónimo,eng,THEY OF FLOWERING WATER
SIYAJA,Siyaja,topónimo,spa,AHZÍYAHA
SOCHOJ,Sochoj,animal,quc,SOCHOJ
SOCHOJ,Sochoj,animal,eng,RATTLESNAKE
SOCHOJ,Sochoj,animal,spa,LA VÍVORA
SOR_OBISPO,Sor. Obispo,persona,quc,SOR. OBISPO
SOR_OBISPO,Sor. Obispo,persona,quc,SOR OBISPO
SOR_OBISPO,Sor. Obispo,persona,eng,BISHOP FRANCISCO MARROQUÍN
SOR_OBISPO,Sor. Obispo,persona,spa,SEÑOR OBÍSPO
SOTZ,Sotz,animal,quc,SOTZ
SOTZ,Sotz,animal,eng,BAT
SOTZ,Sotz,animal,spa,MURÇÍELAGO
SOTZ'I_JA,Sotz'i Ja,lugar,quc,SOTZ'I JA
SOTZ'I_JA,Sotz'i Ja,lugar,eng,BAT HOUSE
SOTZ'I_JA,Sotz'i Ja,lugar,spa,CASA DE MURZÍELAGOS
SOTZI_JA_CHIMALKAN,Sotz'i Ja Chimalkan,deidad,quc,SOTZ'I JA CHIMALKAN
SOTZI_JA_CHIMALKAN,Sotz'i Ja Chimalkan,deidad,quc,SOTZI JA CHIMALKAN
SOTZI_JA_CHIMALKAN,Sotz'i Ja Chimalkan,deidad,eng,BAT HOUSE
SOTZI_JA_CHIMALKAN,Sotz'i Ja Chimalkan,deidad,eng,CHIMALCAN
SOTZI_JA_CHIMALKAN,Sotz'i Ja Chimalkan,deidad,spa,"TZOTZÍHA, CHÍMAL CAM"
SU_MAJESTAD,Su Majestad,persona,quc,SU MAJESTAD
SU_MAJESTAD,Su Majestad,persona,eng,HIS MAJESTY
SU_MAJESTAD,Su Majestad,persona,spa,"SU MAGESTAD, SU MAG., SU MAG."
SU',Su',objeto,quc,SU'
SU',Su',objeto,eng,FLUTE
SU',Su',objeto,spa,FLAUTA
SUB'AQ,Sub'aq,objeto,quc,SUB'AQ
SUB'AQ,Sub'aq,objeto,eng,BONE FLUTE
SUB'AQ,Sub'aq,objeto,spa,FLAUTA
SUYWA,Suywa,topónimo,quc,SUYWA
SUYWA,Suywa,topónimo,eng,ZUYVA
SUYWA,Suywa,topónimo,spa,TULAN
T'OT_TATAN,T'ot' Tatan,objeto,quc,T'OT' TATAN
T'OT_TATAN,T'ot' Tatan,objeto,quc,T'OT TATAN
T'OT_TATAN,T'ot' Tatan,objeto,eng,SNAILSHELL RATTLE
T'OT_TATAN,T'ot' Tatan,objeto,spa,TOT. TATAM
TAMASUL,Tamasul,animal,quc,TAMASUL
TAMASUL,Tamasul,animal,eng,TOAD
TAMASUL,Tamasul,animal,spa,TAMAZUL
TAMUB',Tamub',linaje,quc,TAMUB'
TAMUB',Tamub',linaje,eng,TAMUB
TAMUB',Tamub',linaje,spa,TAMUB
TAP,Tap,animal,quc,TAP
TAP,Tap,animal,eng,CRAB
TAP,Tap,animal,spa,CANGREJO
TAPA'L,Tapa'l,objeto,quc,TAPA'L
TAPA'L,Tapa'l,objeto,eng,NANCES
TAPA'L,Tapa'l,objeto,spa,NANSES
TATIL,Tatil,objeto,quc,TATIL
TATIL,Tatil,objeto,eng,SHINING BLACK POWDER
TATIL,Tatil,objeto,spa,OTRA FLAUTA
TEKUM,Tekum,persona,quc,TEKUM
TEKUM,Tekum,persona,eng,ENTHRONED
TEKUM,Tekum,persona,spa,TECUM
TEKUM_KQTRECE,Tekum (gen. 13),persona,quc,TEKUM (GEN. 13)
TEKUM_KQTRECE,Tekum (gen. 13),persona,quc,TEKUM KQTRECE
TEKUM_KQTRECE,Tekum (gen. 13),persona,eng,ENTHRONED
TEKUM_KQTRECE,Tekum (gen. 13),persona,spa,TECUM
TEKUM_KQNUEVE,Tekum (gen. 9),persona,quc,TEKUM (GEN. 9)
TEKUM_KQNUEVE,Tekum (gen. 9),persona,quc,TEKUM KQNUEVE
TEKUM_KQNUEVE,Tekum (gen. 9),persona,eng,ENTHRONED
TEKUM_KQNUEVE,Tekum (gen. 9),persona,spa,TECUM
TEPEPUL,Tepepul,persona,quc,TEPEPUL
TEPEPUL,Tepepul,persona,eng,GREAT CONQUEROR
TEPEPUL,Tepepul,persona,spa,TEPEPUL
TEPEPUL_KQOCHO,Tepepul  (gen. 8),persona,quc,TEPEPUL (GEN. 8)
TEPEPUL_KQOCHO,Tepepul  (gen. 8),persona,quc,TEPEPUL KQOCHO
TEPEPUL_KQOCHO,Tepepul  (gen. 8),persona,eng,GREAT CONQUEROR
TEPEPUL_KQOCHO,Tepepul  (gen. 8),persona,spa,TEPEPUL
TEPEPUL_KQTRECE,Tepepul (gen. 13),persona,quc,TEPEPUL (GEN. 13)
TEPEPUL_KQTRECE,Tepepul (gen. 13),persona,quc,TEPEPUL KQTRECE
TEPEPUL_KQTRECE,Tepepul (gen. 13),persona,eng,GREAT CONQUEROR
TEPEPUL_KQTRECE,Tepepul (gen. 13),persona,spa,TEPEPUL
TEPEPUL_KQSEIS,Tepepul (gen. 6),persona,quc,TEPEPUL (GEN. 6)
TEPEPUL_KQSEIS,Tepepul (gen. 6),persona,quc,TEPEPUL KQSEIS
TEPEPUL_KQSEIS,Tepepul (gen. 6),persona,eng,GREAT CONQUEROR
TEPEPUL_KQSEIS,Tepepul (gen. 6),persona,spa,"TEPEPUL, TEPEPUL ZTAYUL"
TEPEPUL_KQNUEVE,Tepepul (gen. 9),persona,quc,TEPEPUL (GEN. 9)
TEPEPUL_KQNUEVE,Tepepul (gen. 9),persona,quc,TEPEPUL KQNUEVE
TEPEPUL_KQNUEVE,Tepepul (gen. 9),persona,eng,GREAT CONQUEROR
TEPEPUL_KQNUEVE,Tepepul (gen. 9),persona,spa,TEPEPUL
TEPEW,Tepew,oficio,quc,TEPEW
TEPEW,Tepew,oficio,eng,SOVEREIGNTY
TEPEW,Tepew,oficio,spa,TEPEU
TEPEW_OLOMAN,Tepew Oloman,linaje,quc,TEPEW OLOMAN
TEPEW_OLOMAN,Tepew Oloman,linaje,eng,TEPEU AND OLIMAN
TEPEW_OLOMAN,Tepew Oloman,linaje,spa,TEPEU OLÍMAN
TEPEW_Q'UKUMATZ,Tepew Q'ukumatz,deidad,quc,TEPEW Q'UKUMATZ
TEPEW_Q'UKUMATZ,Tepew Q'ukumatz,deidad,eng,QUETZAL SERPENT
TEPEW_Q'UKUMATZ,Tepew Q'ukumatz,deidad,spa,TEPEU Y GUCUMATZ
TEXCOCO,Texcoco,topónimo,quc,TEXCOCO
TIJOB'AL_JA,Tijob'al Ja,lugar,quc,TIJOB'AL JA
TIJOB'AL_JA,Tijob'al Ja,lugar,eng,HOUSES OF TRIAL
TIJOB'AL_JA,Tijob'al Ja,lugar,spa,ELLOS [LOS CASTIGOS]
TINAMIT_K'ICHE',Tinamit K'iche',topónimo,quc,TINAMIT K'ICHE'
TINAMIT_K'ICHE',Tinamit K'iche',topónimo,eng,QUICHÉ CITADEL
TINAMIT_K'ICHE',Tinamit K'iche',topónimo,spa,EL PUEBLO DE QUICHE
TOJIL,Tojil,deidad,quc,TOJIL
TOJIL,Tojil,deidad,eng,TOHIL
TOJIL,Tojil,deidad,spa,TOHÍL
TOROB,Torob,objeto,quc,TOROB
TOROB,Torob,objeto,eng,FALLEN GRAIN
TOROB,Torob,objeto,spa,EL ZACATE
TUJAL_JA,Tujal Ja,topónimo,quc,TUJAL JA
TUJAL_JA,Tujal Ja,topónimo,eng,SWEATBATH HOUSE
TUJAL_JA,Tujal Ja,topónimo,spa,TUHAL HA
TUKUMB'ALAM,Tukumb'alam,animal,quc,TUKUMB'ALAM
TUKUMB'ALAM,Tukumb'alam,animal,eng,STRIKING JAGUAR
TUKUMB'ALAM,Tukumb'alam,animal,spa,TUCUMBALAM
TUKUR,Tukur,animal,quc,TUKUR
TUKUR,Tukur,animal,eng,OWL
TUKUR,Tukur,animal,spa,VN TECOLOTE
TULÁN,Tulán,topónimo,quc,TULÁN
TULÁN,Tulán,topónimo,eng,TULAN
TULÁN,Tulán,topónimo,spa,TULAN ZU
TULUL,Tulul,objeto,quc,TULUL
TULUL,Tulul,objeto,eng,ZAPOTES
TULUL,Tulul,objeto,spa,ZAPOTES
TZ'AQOL,Tz'aqol,deidad,quc,TZ'AQOL
TZ'AQOL,Tz'aqol,deidad,eng,FRAMER
TZ'AQOL,Tz'aqol,deidad,spa,TZACOL
TZ'I',TZ'I',objeto,quc,TZ'I'
TZ'I',TZ'I',objeto,eng,DOGS
TZ'I',TZ'I',objeto,spa,PERROS
TZ'IKIN,Tz'ikin,animal,quc,TZ'IKIN
TZ'IKIN,Tz'ikin,animal,eng,BIRD
TZ'IKIN,Tz'ikin,animal,spa,"EL PAXARO, LAS AVES, PAXARO"
TZ'ITE',Tz'ite',objeto,quc,TZ'ITE'
TZ'ITE',Tz'ite',objeto,eng,TZ'ITE
TZ'ITE',Tz'ite',objeto,spa,EL ꜨITÉ
TZ'OLOJ_CHE',Tz'oloj Che',topónimo,quc,TZ'OLOJ CHE'
TZ'OLOJ_CHE',Tz'oloj Che',topónimo,eng,WILLOW TREE
TZ'OLOJ_CHE',Tz'oloj Che',topónimo,spa,MOMOSTENANGO
TZ'UM,Tz'um,objeto,quc,TZ'UM
TZ'UM,Tz'um,objeto,eng,LEATHERS
TZ'UM,Tz'um,objeto,spa,EL CUERO
TZ'UNUNI_JA',Tz'ununi Ja',persona,quc,TZ'UNUNI JA'
TZ'UNUNI_JA',Tz'ununi Ja',persona,eng,HUMMINGBIRD HOUSE
TZ'UNUNI_JA',Tz'ununi Ja',persona,spa,ꜨUNUNÍHA
TZ'UTU_JA,Tz'utu Ja,lugar,quc,TZ'UTU JA
TZ'UTU_JA,Tz'utu Ja,lugar,eng,MAIZE FLOWER HOUSE
TZ'UTU_JA,Tz'utu Ja,lugar,spa,ꜨUTUHA
TZ'UTUJA,Tz'utuja,linaje,quc,TZ'UTUJA
TZ'UTUJA,Tz'utuja,linaje,eng,MAIZE FLOWER HOUSE
TZ'UTUJA,Tz'utuja,linaje,spa,SOR. TZUTUHA
TZAMIY,Tzamiy,objeto,quc,TZAMIY
TZAMIY,Tzamiy,objeto,eng,CORN SILK
TZAMIY,Tzamiy,objeto,spa,LAS BARBAS
Tzi,Tzi,objeto,quc,TZI
Tzi,Tzi,objeto,spa,QUI TZI
TZIKWIL_B'ALAM,Tzikwil B'alam,objeto,quc,TZIKWIL B'ALAM
TZIKWIL_B'ALAM,Tzikwil B'alam,objeto,eng,JAGUAR PAWS
TZIKWIL_B'ALAM,Tzikwil B'alam,objeto,spa,ꜨÍCUÍL BALAM
TZIKWIL_KOJ,Tzikwil Koj,objeto,quc,TZIKWIL KOJ
TZIKWIL_KOJ,Tzikwil Koj,objeto,eng,PUMA PAWS
TZIKWIL_KOJ,Tzikwil Koj,objeto,spa,ꜨÍCVIL COH
TZIMA,Tzima,objeto,quc,TZIMA
TZIMA,Tzima,objeto,eng,CALABASH
TZIMA,Tzima,objeto,spa,LA HÍCARA
UCH'AB'AJA,Uch'ab'aja,linaje,quc,UCH'AB'AJA
UCH'AB'AJA,Uch'ab'aja,linaje,eng,HOUSE OF ARROWS
UCH'AB'AJA,Uch'ab'aja,linaje,eng,SPEECH
UCH'AB'AJA,Uch'ab'aja,linaje,spa,VCHABAHA
UCHUCH_K'AMJA,Uchuch K'amja,oficio,quc,UCHUCH K'AMJA
UCHUCH_K'AMJA,Uchuch K'amja,oficio,eng,ITS MOTHER RECEPTION HOUSE
UCHUCH_K'AMJA,Uchuch K'amja,oficio,spa,"VCHUCHCAMHA, UCHUCH CAMHA, VCHUCH CAMHA"
UK',Uk',animal,quc,UK'
UK',Uk',animal,eng,LOUSE
UK',Uk',animal,spa,EL PIOJO
UK'U'X_CHO,Uk'u'x Cho,deidad,quc,UK'U'X CHO
UK'U'X_CHO,Uk'u'x Cho,deidad,eng,HEART OF LAKE
UK'U'X_CHO,Uk'u'x Cho,deidad,spa,VGUXCHO
UK'U'X_KAJ,Uk'u'x Kaj,deidad,quc,UK'U'X KAJ
UK'U'X_KAJ,Uk'u'x Kaj,deidad,eng,HEART OF SKY
UK'U'X_KAJ,Uk'u'x Kaj,deidad,spa,"EL CORAZON DE EL ZIELO, Q'SE LLAMA HURACAN"
UK'U'X_KAJ_UK'U'X_ULEW,Uk'u'x Kaj Uk'u'x Ulew,grupo de deidades,quc,UK'U'X KAJ UK'U'X ULEW
UK'U'X_KAJ_UK'U'X_ULEW,Uk'u'x Kaj Uk'u'x Ulew,grupo de deidades,eng,HEART OF SKY AND HEART OF EARTH
UK'U'X_KAJ_UK'U'X_ULEW,Uk'u'x Kaj Uk'u'x Ulew,grupo de deidades,spa,"EL CORAZON DE EL ZIELO, Y EL CORAZON DE LA TIERRA"
UK'U'X_PALO,Uk'u'x Palo,deidad,quc,UK'U'X PALO
UK'U'X_PALO,Uk'u'x Palo,deidad,eng,HEART OF SEA
UK'U'X_PALO,Uk'u'x Palo,deidad,spa,VGUXPALO
UK'U'X_ULEW,Uk'u'x Ulew,deidad,quc,UK'U'X ULEW
UK'U'X_ULEW,Uk'u'x Ulew,deidad,eng,HEART OF EARTH
UK'U'X_ULEW,Uk'u'x Ulew,deidad,spa,"VQUXULEU, EL CORAZON DE LA TIERRA"
UMUL,Umul,animal,quc,UMUL
UMUL,Umul,animal,eng,RABBIT
UMUL,Umul,animal,spa,EL CONEJO
US,Us,animal,quc,US
US,Us,animal,eng,SMALL BITING FLY
US,Us,animal,spa,ES COMO MOSQUITO
USAMAJEL_XIB'ALB'A,Usamajel Xib'alb'a,grupo de deidades,quc,USAMAJEL XIB'ALB'A
USAMAJEL_XIB'ALB'A,Usamajel Xib'alb'a,grupo de deidades,eng,MESSENGERS OF XIBALBA
USAMAJEL_XIB'ALB'A,Usamajel Xib'alb'a,grupo de deidades,spa,LOS MENSAGEROS DE EL ÍNFÍERNO
UTIW,Utiw,animal,quc,UTIW
UTIW,Utiw,animal,eng,COYOTE
UTIW,Utiw,animal,spa,EL LOBO
UTZUTZIL_JOM,Utz'utz'il jom,lugar,quc,UTZ'UTZ'IL JOM
UTZUTZIL_JOM,Utz'utz'il jom,lugar,quc,UTZUTZIL JOM
UTZUTZIL_JOM,Utz'utz'il jom,lugar,eng,THE RIM OF THE BALLCOURT
UTZUTZIL_JOM,Utz'utz'il jom,lugar,spa,EL ÇEMENTERÍO
UTZA'M_ACHIJ,Utza'm Achij,oficio,quc,UTZA'M ACHIJ
UTZA'M_ACHIJ,Utza'm Achij,oficio,eng,THEIR POINT WARRIORS
UTZA'M_ACHIJ,Utza'm Achij,oficio,spa,V ꜨAMACHÍH
WA,Wa,objeto,quc,WA
WA,Wa,objeto,eng,FOOD
WA,Wa,objeto,spa,"BASTÍMENTO, TORTILLAS"
WACHSOT,Wachsot,objeto,quc,WACHSOT
WACHSOT,Wachsot,objeto,eng,FACE MASKS
WACHSOT,Wachsot,objeto,spa,EL ZERCO DE LA CARA
WAJXALAJUJ,Wajxalajuj,topónimo,quc,WAJXALAJUJ
WAJXALAJUJ,Wajxalajuj,topónimo,eng,EIGHTEEN
WAJXALAJUJ,Wajxalajuj,topónimo,spa,DÍEZYOCHO
WAJXAQIB'_K'AM_KQDIEZ,Wajxaqib' K'am (gen. 10),persona,quc,WAJXAQIB' K'AM (GEN. 10)
WAJXAQIB'_K'AM_KQDIEZ,Wajxaqib' K'am (gen. 10),persona,quc,WAJXAQIB' K'AM KQDIEZ
WAJXAQIB'_K'AM_KQDIEZ,Wajxaqib' K'am (gen. 10),persona,eng,EIGHT CORD
WAJXAQIB'_K'AM_KQDIEZ,Wajxaqib' K'am (gen. 10),persona,spa,VAHXAQUÍ CAAM
WAK,Wak,animal,quc,WAK
WAK,Wak,animal,eng,FALCON
WAK,Wak,animal,spa,VAC
WILA',Wila',topónimo,quc,WILA'
WILA',Wila',topónimo,eng,THEY OF ITS TOP STINGING NETTLES
WILA',Wila',topónimo,spa,CHUUÍLA
WINAQ_B'ALAM_AKNUEVE,Winaq B'alam (gen. 9),persona,quc,WINAQ B'ALAM (GEN. 9)
WINAQ_B'ALAM_AKNUEVE,Winaq B'alam (gen. 9),persona,quc,WINAQ B'ALAM AKNUEVE
WINAQ_B'ALAM_AKNUEVE,Winaq B'alam (gen. 9),persona,eng,PERSON AND COUNSELOR
WINAQ_B'ALAM_AKNUEVE,Winaq B'alam (gen. 9),persona,eng,DOER
WINAQ_B'ALAM_AKNUEVE,Winaq B'alam (gen. 9),persona,spa,VÍNAC BAM
WOK,Wok,animal,quc,WOK
WOK,Wok,animal,eng,FALCON
WOK,Wok,animal,spa,VOX
WONON,Wonon,animal,quc,WONON
WONON,Wonon,animal,eng,HORNETS
WONON,Wonon,animal,spa,TABANOS
WUB,Wub',objeto,quc,WUB'
WUB,Wub',objeto,quc,WUB
WUB,Wub',objeto,eng,BLOWGUN
WUB,Wub',objeto,spa,"CERBATANA, ZERVATANA"
WUCH',Wuch',animal,quc,WUCH'
WUCH',Wuch',animal,eng,POSSUM
WUCH',Wuch',animal,spa,ÇOPÍLOTE
WUQUB'_AJ_AKSEIS,Wuqub' Aj (gen. 6),persona,quc,WUQUB' AJ (GEN. 6)
WUQUB'_AJ_AKSEIS,Wuqub' Aj (gen. 6),persona,quc,WUQUB' AJ AKSEIS
WUQUB'_AJ_AKSEIS,Wuqub' Aj (gen. 6),persona,eng,SEVEN REED
WUQUB'_AJ_AKSEIS,Wuqub' Aj (gen. 6),persona,eng,CANE
WUQUB'_AJ_AKSEIS,Wuqub' Aj (gen. 6),persona,spa,VUCUB AH
WUQUB'_JUNAJPU,Wuqub' Junajpu,deidad,quc,WUQUB' JUNAJPU
WUQUB'_JUNAJPU,Wuqub' Junajpu,deidad,eng,SEVEN HUNAHPU
WUQUB'_JUNAJPU,Wuqub' Junajpu,deidad,spa,VVCUB HUN AHPU
WUQUB'_KAME',Wuqub' Kame',deidad,quc,WUQUB' KAME'
WUQUB'_KAME',Wuqub' Kame',deidad,eng,SEVEN DEATH
WUQUB'_KAME',Wuqub' Kame',deidad,spa,VVCUB CAME
WUQUB'_KAQIX,Wuqub' Kaqix,deidad,quc,WUQUB' KAQIX
WUQUB'_KAQIX,Wuqub' Kaqix,deidad,eng,SEVEN MACAW
WUQUB'_KAQIX,Wuqub' Kaqix,deidad,spa,VVCUB CAQUIX
WUQUB'_NO'J_KQONCE,Wuqub' No'j (gen. 11),persona,quc,WUQUB' NO'J (GEN. 11)
WUQUB'_NO'J_KQONCE,Wuqub' No'j (gen. 11),persona,quc,WUQUB' NO'J KQONCE
WUQUB'_NO'J_KQONCE,Wuqub' No'j (gen. 11),persona,eng,SEVEN THOUGHTS
WUQUB'_NO'J_KQONCE,Wuqub' No'j (gen. 11),persona,spa,VUCUB NOH
XA_Q'ANA_JAL,Xa q'ana jal,grupo de deidades,quc,XA Q'ANA JAL
XA_Q'ANA_JAL,Xa q'ana jal,grupo de deidades,eng,THEIR FLESH WAS MERELY YELLOW EARS OF MAIZE AND WHITE EARS OF MAIZE
XA_Q'ANA_JAL,Xa q'ana jal,grupo de deidades,spa,"SOLO FUERON MAZORCAS AMARÍLLAS Y BLANCAS SU CARNE, Y SOLO COMÍDA FUERON SUS BRAZOS; Y PIERNAS DE LOS HOMBRES"
XA'N,Xa'n,animal,quc,XA'N
XA'N,Xa'n,animal,eng,MOSQUITO
XA'N,Xa'n,animal,spa,XAN
XAJB'AKYEJ,Xajb'akyej,topónimo,quc,XAJB'AKYEJ
XAJB'AKYEJ,Xajb'akyej,topónimo,eng,DANCING PLACE
XAJB'AKYEJ,Xajb'akyej,topónimo,eng,COSTUME DEER
XAJB'AKYEJ,Xajb'akyej,topónimo,spa,SAHBAQUÍCH
