entity_id,label,type,edition,mention_count,locations
AB'IX,AB'IX,,ajtzibab,7,"[""1861"", ""1865"", ""1866"", ""1901"", ""1902"", ""2176"", ""2229""]"
AB'IX,AB'IX,,christenson,7,"[""2593"", ""2602"", ""2603"", ""2650"", ""2651"", ""3027"", ""3090""]"
AB'IX,AB'IX,,christenson_ximenez,17,"[""23"", ""27""]"
AB'IX,AB'IX,,colop,7,"[""16"", ""18""]"
AB'IX,AB'IX,,ximenez,15,"[""22"", ""26""]"
ACHAQ'_IB'OY,Achaq' Ib'oy,persona,ajtzibab,1,"[""5885""]"
ACHAQ'_IB'OY,Achaq' Ib'oy,persona,christenson,1,"[""8123""]"
ACHAQ'_IB'OY,Achaq' Ib'oy,persona,christenson_english_prose,3,"[""13"", ""28"", ""76""]"
ACHAQ'_IB'OY,Achaq' Ib'oy,persona,christenson_ximenez,1,"[""83""]"
ACHAQ'_IB'OY,Achaq' Ib'oy,persona,colop,1,"[""42""]"
ACHAQ'_IB'OY,Achaq' Ib'oy,persona,ximenez,1,"[""82""]"
AJ,Aj,objeto,ajtzibab,35,"[""2634"", ""3632"", ""3634"", ""3637"", ""3639"", ""3642"", ""3649"", ""3651"", ""3653"", ""3907"", ""3930"", ""3933"", ""3934"", ""4064"", ""4345"", ""4444"", ""4525"", ""5411"", ""5445"", ""5724"", ""5803"", ""5862"", ""5863"", ""5866"", ""5867"", ""5868"", ""5869"", ""5870"", ""5871"", ""6088"", ""6187"", ""6188"", ""6241""]"
AJ,Aj,objeto,christenson,219,"[""1169"", ""149"", ""1755"", ""1767"", ""1768"", ""1769"", ""1770"", ""1771"", ""1772"", ""2335"", ""2344"", ""2392"", ""27"", ""2701"", ""2702"", ""2711"", ""2712"", ""2713"", ""2714"", ""28"", ""2999"", ""3000"", ""3003"", ""3004"", ""3017"", ""3018"", ""3561"", ""4130"", ""453"", ""454"", ""4691"", ""4692"", ""4693"", ""4694"", ""4709"", ""4710"", ""4713"", ""4716"", ""4717"", ""4728"", ""4730"", ""4733"", ""4738"", ""4749"", ""4753"", ""4755"", ""477"", ""478"", ""4954"", ""4955"", ""5010"", ""5011"", ""504"", ""505"", ""5064"", ""5065"", ""5164"", ""5165"", ""521"", ""5214"", ""522"", ""5220"", ""5221"", ""5276"", ""5277"", ""5278"", ""5279"", ""5345"", ""5346"", ""5355"", ""5356"", ""5439"", ""5491"", ""5492"", ""560"", ""561"", ""562"", ""563"", ""564"", ""565"", ""566"", ""567"", ""581"", ""5812"", ""5875"", ""5894"", ""5896"", ""5897"", ""591"", ""5936"", ""5937"", ""594"", ""595"", ""5960"", ""607"", ""608"", ""6112"", ""6113"", ""6120"", ""6124"", ""6275"", ""6276"", ""6313"", ""6314"", ""6324"", ""6325"", ""6384"", ""6385"", ""6398"", ""6399"", ""6495"", ""6496"", ""6539"", ""6540"", ""6547"", ""6548"", ""6612"", ""6613"", ""6653"", ""6654"", ""6680"", ""6769"", ""6770"", ""6951"", ""6952"", ""6958"", ""6990"", ""7000"", ""7001"", ""7075"", ""7093"", ""7111"", ""7112"", ""7129"", ""7183"", ""7241"", ""7242"", ""7368"", ""7369"", ""7419"", ""7428"", ""7429"", ""7432"", ""7433"", ""7473"", ""7571"", ""7572"", ""7799"", ""7800"", ""7801"", ""7802"", ""7815"", ""7826"", ""7881"", ""7882"", ""7937"", ""7938"", ""8043"", ""8061"", ""8066"", ""8073"", ""8090"", ""8091"", ""8099"", ""8100"", ""8101"", ""8102"", ""8103"", ""8104"", ""8111"", ""8112"", ""8114"", ""8116"", ""8138"", ""8152"", ""8153"", ""8155"", ""8162"", ""8163"", ""8164"", ""8194"", ""8195"", ""8196"", ""8198"", ""8200"", ""8232"", ""8237"", ""8238"", ""8240"", ""8259"", ""8260"", ""8267"", ""8268"", ""829"", ""830"", ""8425"", ""8426"", ""8428"", ""8445"", ""8484"", ""8485"", ""8487"", ""8529"", ""8569"", ""8570"", ""8575"", ""8576"", ""8581"", ""8583"", ""8587"", ""8589"", ""8649"", ""8684"", ""8695"", ""88"", ""89"", ""905"", ""906""]"
AJ,Aj,objeto,christenson_english_prose,25,"[""20"", ""29"", ""40"", ""47"", ""50"", ""54"", ""55"", ""56"", ""67"", ""70"", ""76"", ""77"", ""79"", ""81"", ""82"", ""85""]"
AJ,Aj,objeto,christenson_ximenez,46,"[""17"", ""2"", ""31"", ""42"", ""48"", ""51"", ""58"", ""59"", ""61"", ""62"", ""66"", ""68"", ""7"", ""73"", ""76"", ""8"", ""83"", ""89""]"
AJ,Aj,objeto,colop,31,"[""20"", ""24"", ""27"", ""28"", ""29"", ""36"", ""41"", ""42"", ""43"", ""49""]"
AJ,Aj,objeto,recinos,7,"[""0.1.2"", ""2.14.36"", ""2.3.7"", ""2.7.69"", ""2.7.72"", ""3.5.13""]"
AJ,Aj,objeto,ximenez,27,"[""1"", ""16"", ""30"", ""41"", ""47"", ""50"", ""57"", ""58"", ""6"", ""60"", ""65"", ""67"", ""7"", ""72"", ""75""]"
AJACHE',Ajache',objeto,ajtzibab,2,"[""3742"", ""6012""]"
AJACHE',Ajache',objeto,christenson,2,"[""4901"", ""8304""]"
AJACHE',Ajache',objeto,christenson_english_prose,2,"[""42"", ""78""]"
AJACHE',Ajache',objeto,christenson_ximenez,2,"[""46"", ""86""]"
AJACHE',Ajache',objeto,colop,2,"[""25"", ""43""]"
AJACHE',Ajache',objeto,recinos,2,"[""3.1.10"", ""4.11.16""]"
AJACHE',Ajache',objeto,tedlock,2,"[""4.14"", ""5.292""]"
AJACHE',Ajache',objeto,ximenez,2,"[""45"", ""85""]"
AJAL_MES,Ajal Mes,deidad,ajtzibab,3,"[""1256"", ""1263"", ""1345""]"
AJAL_MES,Ajal Mes,deidad,christenson,3,"[""1858"", ""1870"", ""1984""]"
AJAL_MES,Ajal Mes,deidad,christenson_ximenez,3,"[""17"", ""18""]"
AJAL_MES,Ajal Mes,deidad,colop,3,"[""11"", ""12""]"
AJAL_MES,Ajal Mes,deidad,recinos,3,"[""2.1.33"", ""2.1.35"", ""2.2.12""]"
AJAL_MES,Ajal Mes,deidad,ximenez,3,"[""16"", ""17""]"
AJAL_PUJ,Ajal Puj,deidad,ajtzibab,6,"[""1240"", ""1246"", ""1342"", ""2711"", ""2718"", ""2778""]"
AJAL_PUJ,Ajal Puj,deidad,christenson,6,"[""1836"", ""1844"", ""1978"", ""3653"", ""3660"", ""3727""]"
AJAL_PUJ,Ajal Puj,deidad,christenson_ximenez,7,"[""17"", ""18"", ""31""]"
AJAL_PUJ,Ajal Puj,deidad,colop,6,"[""11"", ""12"", ""21""]"
AJAL_PUJ,Ajal Puj,deidad,recinos,6,"[""2.1.27"", ""2.1.29"", ""2.2.12"", ""2.8.23"", ""2.8.25"", ""2.8.48""]"
AJAL_PUJ,Ajal Puj,deidad,ximenez,7,"[""16"", ""17"", ""30""]"
AJAL_Q'ANA,Ajal Q'ana,deidad,ajtzibab,6,"[""1240"", ""1246"", ""1342"", ""2717"", ""2724"", ""2779""]"
AJAL_Q'ANA,Ajal Q'ana,deidad,christenson,6,"[""1837"", ""1845"", ""1979"", ""3659"", ""3666"", ""3728""]"
AJAL_Q'ANA,Ajal Q'ana,deidad,christenson_ximenez,5,"[""18"", ""31""]"
AJAL_Q'ANA,Ajal Q'ana,deidad,colop,6,"[""11"", ""12"", ""21""]"
AJAL_Q'ANA,Ajal Q'ana,deidad,ximenez,7,"[""16"", ""17"", ""30""]"
AJAL_TOQ'OB,Ajal Toq'ob,deidad,ajtzibab,3,"[""1256"", ""1263"", ""1345""]"
AJAL_TOQ'OB,Ajal Toq'ob,deidad,christenson,3,"[""1859"", ""1871"", ""1985""]"
AJAL_TOQ'OB,Ajal Toq'ob,deidad,christenson_ximenez,3,"[""17"", ""18""]"
AJAL_TOQ'OB,Ajal Toq'ob,deidad,colop,3,"[""11"", ""12""]"
AJAL_TOQ'OB,Ajal Toq'ob,deidad,recinos,2,"[""2.1.33"", ""2.1.35""]"
AJAL_TOQ'OB,Ajal Toq'ob,deidad,ximenez,3,"[""16"", ""17""]"
AJAQ_Q'ALEL_NJDOCE,AJAQ_Q'ALEL_NJDOCE,,ximenez,4,"[""90"", ""91""]"
AJAW_AJTZIK_WINAQ,Ajaw Ajtzik Winaq,oficio,ajtzibab,2,"[""5672"", ""6220""]"
AJAW_AJTZIK_WINAQ,Ajaw Ajtzik Winaq,oficio,colop,2,"[""39"", ""48""]"
AJAW_AWILIX,Ajaw Awilix,oficio,ajtzibab,1,"[""6226""]"
AJAW_AWILIX,Ajaw Awilix,oficio,christenson,1,"[""8661""]"
AJAW_AWILIX,Ajaw Awilix,oficio,christenson_english_prose,1,"[""84""]"
AJAW_AWILIX,Ajaw Awilix,oficio,christenson_ximenez,24,"[""59"", ""61"", ""62"", ""64"", ""65"", ""66"", ""78"", ""86"", ""87""]"
AJAW_AWILIX,Ajaw Awilix,oficio,colop,1,"[""48""]"
AJAW_AWILIX,Ajaw Awilix,oficio,tedlock,2,"[""5.159"", ""5.391""]"
AJAW_AWILIX,Ajaw Awilix,oficio,ximenez,20,"[""58"", ""60"", ""61"", ""63"", ""64"", ""65"", ""85""]"
AJAW_JAQAWITZ,Ajaw Jaqawitz,persona,ajtzibab,1,"[""5687""]"
AJAW_JAQAWITZ,Ajaw Jaqawitz,persona,christenson,1,"[""7829""]"
AJAW_JAQAWITZ,Ajaw Jaqawitz,persona,christenson_english_prose,1,"[""72""]"
AJAW_JAQAWITZ,Ajaw Jaqawitz,persona,christenson_ximenez,1,"[""79""]"
AJAW_JAQAWITZ,Ajaw Jaqawitz,persona,ximenez,1,"[""78""]"
AJAW_K'ICHE',Ajaw K'iche',linaje,ajtzibab,13,"[""3923"", ""5396"", ""5515"", ""5580"", ""5601"", ""5649"", ""5682"", ""5886"", ""5972"", ""6234"", ""6245"", ""6257"", ""6268""]"
AJAW_K'ICHE',Ajaw K'iche',linaje,christenson,14,"[""5197"", ""7397"", ""7586"", ""7677"", ""7708"", ""7785"", ""7824"", ""7828"", ""8124"", ""8250"", ""8674"", ""8690"", ""8704"", ""8717""]"
AJAW_K'ICHE',Ajaw K'iche',linaje,christenson_english_prose,15,"[""47"", ""65"", ""68"", ""69"", ""72"", ""76"", ""78"", ""85"", ""86"", ""87""]"
AJAW_K'ICHE',Ajaw K'iche',linaje,christenson_ximenez,12,"[""100"", ""101"", ""106"", ""108"", ""51"", ""71"", ""74"", ""75"", ""83"", ""86""]"
AJAW_K'ICHE',Ajaw K'iche',linaje,colop,13,"[""27"", ""36"", ""37"", ""40"", ""42"", ""43"", ""49"", ""50""]"
AJAW_K'ICHE',Ajaw K'iche',linaje,ximenez,11,"[""50"", ""70"", ""73"", ""82"", ""85"", ""93"", ""94"", ""96""]"
AJAW_K'OTUJA_NJONCE,Ajaw K'otuja (gen. 11),persona,christenson_ximenez,1,"[""81""]"
AJAW_K'OTUJA_NJONCE,Ajaw K'otuja (gen. 11),persona,ximenez,1,"[""80""]"
AJAW_LOLMET,Ajaw Lolmet,persona,ajtzibab,1,"[""5685""]"
AJAW_LOLMET,Ajaw Lolmet,persona,christenson,1,"[""7827""]"
AJAW_LOLMET,Ajaw Lolmet,persona,christenson_english_prose,1,"[""72""]"
AJAW_LOLMET,Ajaw Lolmet,persona,christenson_ximenez,1,"[""79""]"
AJAW_LOLMET,Ajaw Lolmet,persona,ximenez,1,"[""78""]"
AJAW_NIM_CH'OKOJ,Ajaw Nim Ch'okoj,persona,ajtzibab,1,"[""5686""]"
AJAW_NIM_CH'OKOJ,Ajaw Nim Ch'okoj,persona,christenson,1,"[""7828""]"
AJAW_NIM_CH'OKOJ,Ajaw Nim Ch'okoj,persona,christenson_english_prose,1,"[""86""]"
AJAW_NIM_CH'OKOJ,Ajaw Nim Ch'okoj,persona,christenson_ximenez,1,"[""79""]"
AJAW_NIM_CH'OKOJ,Ajaw Nim Ch'okoj,persona,colop,1,"[""40""]"
AJAW_NIM_CH'OKOJ,Ajaw Nim Ch'okoj,persona,ximenez,2,"[""78"", ""96""]"
AJAW_Q'ALEL,Ajaw Q'alel,oficio,ajtzibab,6,"[""5671"", ""5914"", ""6214"", ""6216"", ""6218"", ""6221""]"
AJAW_Q'ALEL,Ajaw Q'alel,oficio,christenson,6,"[""7814"", ""8166"", ""8640"", ""8642"", ""8645"", ""8651""]"
AJAW_Q'ALEL,Ajaw Q'alel,oficio,colop,6,"[""39"", ""42"", ""47"", ""48""]"
AJAW_Q'ALEL,Ajaw Q'alel,oficio,ximenez,2,"[""73"", ""77""]"
AJAW_XIK,Xik,deidad,ajtzibab,1,"[""1265""]"
AJAW_XIK,Xik,deidad,christenson,1,"[""1872""]"
AJAW_XIK,Xik,deidad,christenson_ximenez,12,"[""10"", ""13"", ""17"", ""18"", ""29"", ""31"", ""51"", ""61""]"
AJAW_XIK,Xik,deidad,colop,1,"[""11""]"
AJAW_XIK,Xik,deidad,recinos,3,"[""2.1.36"", ""2.1.38"", ""2.2.12""]"
AJAW_XIK,Xik,deidad,ximenez,13,"[""12"", ""16"", ""17"", ""20"", ""28"", ""30"", ""50"", ""60"", ""74""]"
AJB'IS,Ajb'is,deidad,ajtzibab,2,"[""3611"", ""49""]"
AJB'IS,Ajb'is,deidad,christenson_english_prose,1,"[""40""]"
AJB'IS,Ajb'is,deidad,christenson_ximenez,1,"[""42""]"
AJB'IS,Ajb'is,deidad,colop,2,"[""0"", ""24""]"
AJB'IS,Ajb'is,deidad,recinos,1,"[""2.14.17""]"
AJB'IS,Ajb'is,deidad,ximenez,1,"[""41""]"
AJB'IX,Ajb'ix,oficio,ajtzibab,5,"[""1199"", ""1939"", ""1945"", ""2159"", ""2171""]"
AJB'IX,Ajb'ix,oficio,christenson_english_prose,5,"[""16"", ""23"", ""24""]"
AJB'IX,Ajb'ix,oficio,colop,5,"[""11"", ""17"", ""18""]"
AJB'IX,Ajb'ix,oficio,recinos,5,"[""2.2.24"", ""2.4.13"", ""2.5.22"", ""2.6.15"", ""4.5.8""]"
AJB'IX,Ajb'ix,oficio,tedlock,5,"[""3.15"", ""3.306"", ""3.308"", ""3.392"", ""3.396""]"
AJBA'TENA_JA,AJBA'TENA_JA,,ximenez,1,"[""50""]"
AJBATENAJA,AJBATENAJA,,christenson,1,"[""5222""]"
AJBATENAJA,AJBATENAJA,,christenson_ximenez,1,"[""61""]"
AJBATENAJA,AJBATENAJA,,ximenez,1,"[""60""]"
AJCH'UT,Ajch'ut,deidad,ajtzibab,1,"[""310""]"
AJCH'UT,Ajch'ut,deidad,christenson_english_prose,1,"[""7""]"
AJCH'UT,Ajch'ut,deidad,christenson_ximenez,1,"[""8""]"
AJCH'UT,Ajch'ut,deidad,colop,1,"[""4""]"
AJCH'UT,Ajch'ut,deidad,tedlock,9,"[""1.109"", ""1.134"", ""1.173"", ""1.196"", ""1.67"", ""1.90"", ""1.96"", ""4.29"", ""4.51""]"
AJCH'UT,Ajch'ut,deidad,ximenez,1,"[""7""]"
AJK'OT,Ajk'ot,oficio,ajtzibab,3,"[""1201"", ""1946"", ""2161""]"
AJK'OT,Ajk'ot,oficio,christenson_english_prose,2,"[""23"", ""24""]"
AJK'OT,Ajk'ot,oficio,colop,3,"[""11"", ""17"", ""18""]"
AJK'OT,Ajk'ot,oficio,tedlock,3,"[""3.15"", ""3.308"", ""3.392""]"
AJK'UWAL,Ajk'uwal,deidad,ajtzibab,1,"[""309""]"
AJK'UWAL,Ajk'uwal,deidad,christenson_english_prose,1,"[""7""]"
AJK'UWAL,Ajk'uwal,deidad,christenson_ximenez,1,"[""8""]"
AJK'UWAL,Ajk'uwal,deidad,colop,1,"[""4""]"
AJK'UWAL,Ajk'uwal,deidad,tedlock,1,"[""1.102""]"
AJK'UWAL,Ajk'uwal,deidad,ximenez,1,"[""7""]"
AJKIB'A_JA,Ajkib'a Ja,linaje,christenson_ximenez,2,"[""51"", ""61""]"
AJKIB'A_JA,Ajkib'a Ja,linaje,ximenez,2,"[""50"", ""60""]"
AJLAB'AL,Ajlab'al,deidad,ajtzibab,12,"[""3611"", ""4399"", ""5087"", ""5091"", ""5113"", ""5174"", ""5183"", ""5207"", ""5822"", ""5837"", ""5843"", ""5880""]"
AJLAB'AL,Ajlab'al,deidad,christenson_english_prose,1,"[""40""]"
AJLAB'AL,Ajlab'al,deidad,christenson_ximenez,6,"[""42"", ""68"", ""69"", ""83""]"
AJLAB'AL,Ajlab'al,deidad,colop,13,"[""24"", ""28"", ""34"", ""42""]"
AJLAB'AL,Ajlab'al,deidad,ximenez,6,"[""41"", ""67"", ""68"", ""82""]"
AJLATZAB',Ajlatzab',deidad,ajtzibab,1,"[""3626""]"
AJLATZAB',Ajlatzab',deidad,christenson_english_prose,1,"[""40""]"
AJLATZAB',Ajlatzab',deidad,colop,1,"[""24""]"
AJLATZAB',Ajlatzab',deidad,ximenez,1,"[""41""]"
AJMAK,Ajmak,deidad,ajtzibab,1,"[""3611""]"
AJMAK,Ajmak,deidad,christenson_english_prose,1,"[""40""]"
AJMAK,Ajmak,deidad,christenson_ximenez,1,"[""42""]"
AJMAK,Ajmak,deidad,colop,1,"[""24""]"
AJMAK,Ajmak,deidad,recinos,1,"[""2.14.17""]"
AJMAK,Ajmak,deidad,ximenez,1,"[""41""]"
AJMOKEN,Ajmoken,deidad,ajtzibab,1,"[""3611""]"
AJMOKEN,Ajmoken,deidad,christenson_english_prose,1,"[""40""]"
AJMOKEN,Ajmoken,deidad,christenson_ximenez,1,"[""42""]"
AJMOKEN,Ajmoken,deidad,colop,1,"[""24""]"
AJMOKEN,Ajmoken,deidad,recinos,1,"[""2.14.17""]"
AJMOKEN,Ajmoken,deidad,ximenez,1,"[""41""]"
AJMOX_WACH,Ajmox wach,deidad,christenson_ximenez,1,"[""42""]"
AJMOX_WACH,Ajmox wach,deidad,colop,1,"[""24""]"
AJMUQULIK_K'U'X,Ajmuqulik K'u'x,deidad,ajtzibab,1,"[""3624""]"
AJMUQULIK_K'U'X,Ajmuqulik K'u'x,deidad,christenson_english_prose,1,"[""40""]"
AJMUQULIK_K'U'X,Ajmuqulik K'u'x,deidad,christenson_ximenez,1,"[""42""]"
AJMUQULIK_K'U'X,Ajmuqulik K'u'x,deidad,colop,1,"[""24""]"
AJMUQULIK_K'U'X,Ajmuqulik K'u'x,deidad,ximenez,1,"[""41""]"
AJPATAN,Ajpatan,persona,ajtzibab,1,"[""5245""]"
AJPATAN,Ajpatan,persona,christenson_ximenez,1,"[""69""]"
AJPATAN,Ajpatan,persona,colop,1,"[""34""]"
AJPATAN,Ajpatan,persona,ximenez,1,"[""68""]"
AJPOP,Ajpop,oficio,ajtzibab,38,"[""1690"", ""5419"", ""5421"", ""5507"", ""5659"", ""5756"", ""5876"", ""5877"", ""5905"", ""5911"", ""5912"", ""5937"", ""5938"", ""5940"", ""5959"", ""5962"", ""5980"", ""5983"", ""6079"", ""6109"", ""6172"", ""6177"", ""6182"", ""6184""]"
AJPOP,Ajpop,oficio,christenson_english_prose,35,"[""66"", ""68"", ""70"", ""74"", ""76"", ""77"", ""78"", ""79"", ""82""]"
AJPOP,Ajpop,oficio,christenson_ximenez,21,"[""72"", ""74"", ""76"", ""81"", ""83"", ""85"", ""86"", ""87"", ""89""]"
AJPOP,Ajpop,oficio,colop,37,"[""15"", ""36"", ""37"", ""38"", ""41"", ""42"", ""43"", ""44"", ""45"", ""46""]"
AJPOP,Ajpop,oficio,recinos,23,"[""2.2.1"", ""2.3.42"", ""4.10.24"", ""4.10.29"", ""4.10.30"", ""4.10.37"", ""4.10.42"", ""4.11.35"", ""4.11.43"", ""4.11.5"", ""4.11.6"", ""4.12.18"", ""4.12.20"", ""4.12.5"", ""4.6.12"", ""4.7.3"", ""4.8.14"", ""4.9.17""]"
AJPOP,Ajpop,oficio,ximenez,19,"[""71"", ""73"", ""75"", ""82"", ""84"", ""85"", ""86"", ""87"", ""88""]"
AJPOP_K'AMJA,Ajpop K'amja,oficio,christenson_ximenez,17,"[""72"", ""74"", ""76"", ""81"", ""83"", ""85"", ""86"", ""87"", ""89""]"
AJPOP_K'AMJA,Ajpop K'amja,oficio,ximenez,17,"[""71"", ""73"", ""75"", ""80"", ""82"", ""84"", ""85"", ""86"", ""88""]"
AJPOP_SOTZ'IL,Ajpop Sotz'il,linaje,christenson_ximenez,1,"[""61""]"
AJPOP_SOTZ'IL,Ajpop Sotz'il,linaje,recinos,1,"[""3.9.43""]"
AJPOP_SOTZ'IL,Ajpop Sotz'il,linaje,ximenez,1,"[""60""]"
AJPU,Ajpu,oficio,ajtzibab,144,"[""1018"", ""1032"", ""1035"", ""1065"", ""1087"", ""1096"", ""1130"", ""1166"", ""1169"", ""1172"", ""1176"", ""1179"", ""1181"", ""1188"", ""1189"", ""1198"", ""1200"", ""1204"", ""1279"", ""1281"", ""1285"", ""1289"", ""1292"", ""1297"", ""1336"", ""1387"", ""1389"", ""1438"", ""1477"", ""1485"", ""1527"", ""1529"", ""1546"", ""1554"", ""1557"", ""1561"", ""1566"", ""1574"", ""1610"", ""1653"", ""1662"", ""1704"", ""18"", ""1808"", ""1827"", ""1829"", ""1911"", ""1919"", ""1961"", ""1978"", ""1980"", ""1985"", ""2041"", ""2057"", ""2074"", ""2084"", ""2091"", ""2108"", ""2124"", ""2158"", ""2184"", ""2211"", ""2299"", ""2316"", ""2332"", ""2352"", ""2369"", ""2439"", ""2544"", ""2649"", ""2760"", ""2762"", ""2799"", ""2873"", ""2875"", ""2879"", ""2929"", ""3017"", ""3049"", ""3106"", ""3114"", ""3117"", ""3119"", ""3131"", ""3156"", ""3178"", ""3200"", ""3206"", ""3225"", ""3228"", ""3251"", ""3255"", ""3307"", ""3415"", ""3506"", ""3526"", ""3533"", ""3578"", ""3580"", ""3592"", ""3630"", ""3655"", ""3658"", ""3663"", ""3993"", ""517"", ""543"", ""577"", ""583"", ""5866"", ""588"", ""590"", ""593"", ""597"", ""613"", ""614"", ""709"", ""711"", ""898"", ""911"", ""936"", ""945"", ""955""]"
AJPU,Ajpu,oficio,colop,1,"[""11""]"
AJPUWAQ,Ajpuwaq,oficio,christenson_english_prose,1,"[""16""]"
AJPUWAQ,Ajpuwaq,oficio,colop,1,"[""11""]"
AJPUWAQ,Ajpuwaq,oficio,recinos,1,"[""2.1.13""]"
AJQ'OL,Ajq'ol,deidad,ajtzibab,1,"[""312""]"
AJQ'OL,Ajq'ol,deidad,christenson_english_prose,1,"[""7""]"
AJQ'OL,Ajq'ol,deidad,colop,1,"[""4""]"
AJQ'OL,Ajq'ol,deidad,tedlock,1,"[""1.102""]"
AJQ'OL,Ajq'ol,deidad,ximenez,1,"[""7""]"
AJQ'UKUMATZ,Ajq'ukumatz,oficio,ajtzibab,1,"[""5660""]"
AJQ'UKUMATZ,Ajq'ukumatz,oficio,christenson_english_prose,2,"[""70"", ""82""]"
AJQ'UKUMATZ,Ajq'ukumatz,oficio,christenson_ximenez,1,"[""89""]"
AJQ'UKUMATZ,Ajq'ukumatz,oficio,colop,2,"[""38"", ""46""]"
AJQ'UKUMATZ,Ajq'ukumatz,oficio,ximenez,2,"[""75"", ""88""]"
AJRAXA_LAQ,Ajraxa Laq,deidad,christenson_ximenez,1,"[""8""]"
AJRAXA_LAQ,Ajraxa Laq,deidad,colop,2,"[""0"", ""4""]"
AJRAXA_LAQ,Ajraxa Laq,deidad,ximenez,1,"[""7""]"
AJRAXA_TZEL,Ajraxa Tzel,deidad,christenson_ximenez,2,"[""2"", ""8""]"
AJRAXA_TZEL,Ajraxa Tzel,deidad,colop,2,"[""0"", ""4""]"
AJRAXA_TZEL,Ajraxa Tzel,deidad,ximenez,2,"[""1"", ""7""]"
AJTOJIL,Ajtojil,oficio,ajtzibab,1,"[""5660""]"
AJTOJIL,Ajtojil,oficio,colop,2,"[""38"", ""46""]"
AJTOJIL,Ajtojil,oficio,ximenez,1,"[""88""]"
AJTOLTEKAT,Ajtoltekat,deidad,ajtzibab,1,"[""312""]"
AJTOLTEKAT,Ajtoltekat,deidad,christenson_english_prose,1,"[""7""]"
AJTOLTEKAT,Ajtoltekat,deidad,christenson_ximenez,1,"[""8""]"
AJTOLTEKAT,Ajtoltekat,deidad,colop,1,"[""4""]"
AJTOLTEKAT,Ajtoltekat,deidad,ximenez,1,"[""7""]"
AJTUKUR,Ajtukur,deidad,ajtzibab,1,"[""3622""]"
AJTUKUR,Ajtukur,deidad,colop,1,"[""24""]"
AJTUKUR,Ajtukur,deidad,ximenez,1,"[""41""]"
AJTZ'ALAM,Ajtz'alam,deidad,ajtzibab,1,"[""310""]"
AJTZ'ALAM,Ajtz'alam,deidad,christenson_english_prose,1,"[""7""]"
AJTZ'ALAM,Ajtz'alam,deidad,colop,1,"[""4""]"
AJTZ'ALAM,Ajtz'alam,deidad,ximenez,1,"[""7""]"
AJTZ'IB',Ajtz'ib',oficio,ajtzibab,2,"[""1200"", ""2161""]"
AJTZ'IB',Ajtz'ib',oficio,christenson_english_prose,3,"[""16"", ""23"", ""24""]"
AJTZ'IB',Ajtz'ib',oficio,colop,2,"[""11"", ""18""]"
AJTZ'IB',Ajtz'ib',oficio,recinos,3,"[""2.1.13"", ""2.5.14"", ""2.5.78""]"
AJTZ'IB',Ajtz'ib',oficio,tedlock,3,"[""3.15"", ""3.308"", ""3.392""]"
AJTZA,Ajtza,deidad,ajtzibab,1,"[""3622""]"
AJTZA,Ajtza,deidad,christenson_english_prose,1,"[""40""]"
AJTZA,Ajtza,deidad,colop,1,"[""24""]"
AJTZA,Ajtza,deidad,recinos,1,"[""2.14.6""]"
AJTZA,Ajtza,deidad,ximenez,1,"[""41""]"
AJTZIK_WINAQ,Ajtzik Winaq,oficio,ajtzibab,8,"[""5684"", ""5878"", ""5894"", ""5906"", ""5939"", ""5963"", ""6080"", ""6110""]"
AJTZIK_WINAQ,Ajtzik Winaq,oficio,christenson_english_prose,1,"[""72""]"
AJTZIK_WINAQ,Ajtzik Winaq,oficio,christenson_ximenez,12,"[""101"", ""78"", ""79"", ""83"", ""85"", ""87"", ""98""]"
AJTZIK_WINAQ,Ajtzik Winaq,oficio,colop,8,"[""42"", ""43""]"
AJTZIK_WINAQ,Ajtzik Winaq,oficio,ximenez,11,"[""77"", ""78"", ""82"", ""84"", ""86"", ""91"", ""94""]"
AJTZIK_WINAQ_AJAW,Ajtzik Winaq Ajaw,persona,ajtzibab,1,"[""6249""]"
AJTZIK_WINAQ_AJAW,Ajtzik Winaq Ajaw,persona,colop,2,"[""40"", ""49""]"
AJXIT,Ajxit,oficio,ajtzibab,1,"[""1202""]"
AJXIT,Ajxit,oficio,christenson_english_prose,1,"[""16""]"
AJXIT,Ajxit,oficio,colop,1,"[""11""]"
AJYAMANIK,Ajyamanik,deidad,ajtzibab,1,"[""309""]"
AJYAMANIK,Ajyamanik,deidad,christenson_english_prose,1,"[""7""]"
AJYAMANIK,Ajyamanik,deidad,christenson_ximenez,1,"[""8""]"
AJYAMANIK,Ajyamanik,deidad,colop,1,"[""4""]"
AJYAMANIK,Ajyamanik,deidad,ximenez,1,"[""7""]"
AJ_KAB'RAQAN,Aj Kab'raqan,linaje,ajtzibab,1,"[""5865""]"
AJ_KAB'RAQAN,Aj Kab'raqan,linaje,christenson,1,"[""8096""]"
AJ_KAB'RAQAN,Aj Kab'raqan,linaje,christenson_english_prose,1,"[""76""]"
AJ_KAB'RAQAN,Aj Kab'raqan,linaje,christenson_ximenez,1,"[""83""]"
AJ_KAB'RAQAN,Aj Kab'raqan,linaje,colop,1,"[""42""]"
AJ_KAB'RAQAN,Aj Kab'raqan,linaje,ximenez,1,"[""82""]"
AKUL_WINAQ,Akul Winaq,linaje,ajtzibab,1,"[""3934""]"
AKUL_WINAQ,Akul Winaq,linaje,christenson,1,"[""5223""]"
