entity_id,label,type,edition,mention_count,locations
TAMUB',Tamub',linaje,ximenez,13,"[""50"", ""51"", ""52"", ""53"", ""56"", ""58"", ""60"", ""82""]"
TAP,Tap,animal,ajtzibab,8,"[""57"", ""905"", ""914"", ""917"", ""932"", ""937"", ""985"", ""996""]"
TAP,Tap,animal,christenson,10,"[""110"", ""1394"", ""1400"", ""1405"", ""1407"", ""1424"", ""1431"", ""1432"", ""1483"", ""1493""]"
TAP,Tap,animal,christenson_english_prose,7,"[""13"", ""14"", ""2""]"
TAP,Tap,animal,christenson_ximenez,10,"[""14"", ""4""]"
TAP,Tap,animal,colop,7,"[""1"", ""9""]"
TAP,Tap,animal,recinos,7,"[""1.8.13"", ""1.8.31"", ""1.8.36"", ""1.8.5"", ""1.8.6""]"
TAP,Tap,animal,tedlock,9,"[""1.9"", ""2.189"", ""2.191"", ""2.192"", ""2.203"", ""2.204"", ""2.221"", ""2.229"", ""2.234""]"
TAP,Tap,animal,ximenez,9,"[""13"", ""3""]"
TAPA'L,Tapa'l,objeto,ajtzibab,3,"[""3742"", ""572"", ""582""]"
TAPA'L,Tapa'l,objeto,christenson,4,"[""1005"", ""4900"", ""989"", ""993""]"
TAPA'L,Tapa'l,objeto,christenson_english_prose,1,"[""42""]"
TAPA'L,Tapa'l,objeto,christenson_ximenez,4,"[""12"", ""46""]"
TAPA'L,Tapa'l,objeto,colop,4,"[""25"", ""7""]"
TAPA'L,Tapa'l,objeto,tedlock,1,"[""4.14""]"
TAPA'L,Tapa'l,objeto,ximenez,4,"[""11"", ""45""]"
TATIL,Tatil,objeto,ajtzibab,1,"[""5426""]"
TATIL,Tatil,objeto,christenson,1,"[""7442""]"
TATIL,Tatil,objeto,christenson_english_prose,1,"[""66""]"
TATIL,Tatil,objeto,christenson_ximenez,1,"[""72""]"
TATIL,Tatil,objeto,colop,1,"[""36""]"
TATIL,Tatil,objeto,ximenez,1,"[""71""]"
TEKUM,Tekum,persona,ajtzibab,3,"[""6152"", ""6163"", ""6170""]"
TEKUM,Tekum,persona,christenson,3,"[""8545"", ""8555"", ""8563""]"
TEKUM,Tekum,persona,colop,3,"[""44""]"
TEKUM_KQNUEVE,Tekum (gen. 9),persona,recinos,3,"[""4.12.11"", ""4.12.16"", ""4.12.17""]"
TEKUM_KQTRECE,Tekum (gen. 13),persona,christenson_english_prose,3,"[""81""]"
TEKUM_KQTRECE,Tekum (gen. 13),persona,christenson_ximenez,3,"[""89""]"
TEKUM_KQTRECE,Tekum (gen. 13),persona,tedlock,3,"[""5.340"", ""5.346"", ""5.349""]"
TEKUM_KQTRECE,Tekum (gen. 13),persona,ximenez,3,"[""87""]"
TEPEPUL,Tepepul,persona,ajtzibab,5,"[""5762"", ""6151"", ""6153"", ""6163"", ""6170""]"
TEPEPUL,Tepepul,persona,christenson,6,"[""7947"", ""8537"", ""8543"", ""8546"", ""8556"", ""8564""]"
TEPEPUL,Tepepul,persona,christenson_english_prose,6,"[""74"", ""81""]"
TEPEPUL,Tepepul,persona,christenson_ximenez,6,"[""81"", ""89""]"
TEPEPUL,Tepepul,persona,colop,6,"[""41"", ""44""]"
TEPEPUL,Tepepul,persona,tedlock,6,"[""5.201"", ""5.337"", ""5.339"", ""5.340"", ""5.346"", ""5.349""]"
TEPEPUL,Tepepul,persona,ximenez,6,"[""80"", ""87""]"
TEPEPUL_KQNUEVE,Tepepul (gen. 9),persona,recinos,6,"[""4.12.10"", ""4.12.11"", ""4.12.16"", ""4.12.17"", ""4.12.8"", ""4.9.19""]"
TEPEW,Tepew,oficio,ajtzibab,1,"[""4595""]"
TEPEW,Tepew,oficio,christenson,14,"[""138"", ""156"", ""161"", ""190"", ""23"", ""4827"", ""4925"", ""4966"", ""5104"", ""5173"", ""519"", ""5315"", ""6237"", ""627""]"
TEPEW,Tepew,oficio,christenson_english_prose,7,"[""68"", ""74"", ""78"", ""79""]"
TEPEW,Tepew,oficio,christenson_ximenez,2,"[""74"", ""81""]"
TEPEW,Tepew,oficio,colop,1,"[""29""]"
TEPEW,Tepew,oficio,recinos,2,"[""3.3.7"", ""3.9.14""]"
TEPEW,Tepew,oficio,tedlock,2,"[""5.80"", ""5.90""]"
TEPEW,Tepew,oficio,ximenez,1,"[""80""]"
TEPEW_OLOMAN,Tepew Oloman,linaje,ajtzibab,1,"[""3911""]"
TEPEW_OLOMAN,Tepew Oloman,linaje,christenson_english_prose,1,"[""56""]"
TEPEW_OLOMAN,Tepew Oloman,linaje,christenson_ximenez,1,"[""61""]"
TEPEW_OLOMAN,Tepew Oloman,linaje,colop,1,"[""27""]"
TEPEW_OLOMAN,Tepew Oloman,linaje,recinos,1,"[""3.9.39""]"
TEPEW_OLOMAN,Tepew Oloman,linaje,ximenez,1,"[""60""]"
TEPEW_Q'UKUMATZ,Tepew Q'ukumatz,deidad,ajtzibab,12,"[""102"", ""20"", ""291"", ""337"", ""3703"", ""3752"", ""3776"", ""3864"", ""3993"", ""74"", ""84"", ""86""]"
TEPEW_Q'UKUMATZ,Tepew Q'ukumatz,deidad,christenson_english_prose,14,"[""1"", ""2"", ""3"", ""41"", ""42"", ""44"", ""46"", ""47"", ""7""]"
TEPEW_Q'UKUMATZ,Tepew Q'ukumatz,deidad,christenson_ximenez,12,"[""2"", ""4"", ""44"", ""46"", ""48"", ""5"", ""50"", ""51"", ""8""]"
TEPEW_Q'UKUMATZ,Tepew Q'ukumatz,deidad,colop,12,"[""0"", ""1"", ""25"", ""26"", ""27"", ""4""]"
TEPEW_Q'UKUMATZ,Tepew Q'ukumatz,deidad,recinos,12,"[""0.1.2"", ""1.1.14"", ""1.1.23"", ""1.1.9"", ""1.2.47"", ""1.2.59"", ""3.1.1"", ""3.1.15"", ""3.2.32"", ""3.2.5"", ""3.3.26""]"
TEPEW_Q'UKUMATZ,Tepew Q'ukumatz,deidad,ximenez,12,"[""1"", ""3"", ""4"", ""43"", ""45"", ""47"", ""49"", ""50"", ""7""]"
TEPEW_YAKI,Yaki Tepew,linaje,ajtzibab,2,"[""4526"", ""6193""]"
TEPEW_YAKI,Yaki Tepew,linaje,christenson,2,"[""6125"", ""8597""]"
TEPEW_YAKI,Yaki Tepew,linaje,colop,2,"[""29"", ""46""]"
TIJOB'AL_JA,Tijob'al Ja,lugar,ajtzibab,1,"[""1528""]"
TIJOB'AL_JA,Tijob'al Ja,lugar,christenson,1,"[""2204""]"
TIJOB'AL_JA,Tijob'al Ja,lugar,christenson_english_prose,1,"[""19""]"
TIJOB'AL_JA,Tijob'al Ja,lugar,christenson_ximenez,5,"[""19"", ""31"", ""37""]"
TIJOB'AL_JA,Tijob'al Ja,lugar,colop,1,"[""14""]"
TIJOB'AL_JA,Tijob'al Ja,lugar,ximenez,5,"[""18"", ""30"", ""36""]"
TINAMIT_K'ICHE',Tinamit K'iche',topónimo,ajtzibab,2,"[""12"", ""2""]"
TINAMIT_K'ICHE',Tinamit K'iche',topónimo,christenson,1,"[""7""]"
TINAMIT_K'ICHE',Tinamit K'iche',topónimo,christenson_ximenez,19,"[""107"", ""2"", ""51"", ""53"", ""54"", ""57"", ""61"", ""68"", ""81"", ""83"", ""85"", ""86"", ""87"", ""88""]"
TINAMIT_K'ICHE',Tinamit K'iche',topónimo,colop,1,"[""0""]"
TINAMIT_K'ICHE',Tinamit K'iche',topónimo,ximenez,19,"[""1"", ""50"", ""52"", ""53"", ""56"", ""60"", ""67"", ""82"", ""84"", ""85"", ""86"", ""87"", ""95"", ""96""]"
TOJIL,Tojil,deidad,ajtzibab,77,"[""4039"", ""4048"", ""4052"", ""4056"", ""4057"", ""4061"", ""4082"", ""4092"", ""4097"", ""4102"", ""4108"", ""4119"", ""4120"", ""4122"", ""4164"", ""4166"", ""4175"", ""4212"", ""4215"", ""4217"", ""4223"", ""4226"", ""4234"", ""4239"", ""4256"", ""4261"", ""4281"", ""4294"", ""4378"", ""4391"", ""4426"", ""4474"", ""4545"", ""4584"", ""4603"", ""4631"", ""4634"", ""4635"", ""4642"", ""4646"", ""4674"", ""4684"", ""4693"", ""4738"", ""4740"", ""4742"", ""4746"", ""4762"", ""4769"", ""4781"", ""4803"", ""4809"", ""4811"", ""4827"", ""4842"", ""4843"", ""4854"", ""4914"", ""4923"", ""4929"", ""4930"", ""4940"", ""4949"", ""4950"", ""4981"", ""4995"", ""5034"", ""5036"", ""5076"", ""5081"", ""5142"", ""5145"", ""5968"", ""5979"", ""6010"", ""6062"", ""6187""]"
TOJIL,Tojil,deidad,christenson,78,"[""5396"", ""5411"", ""5417"", ""5426"", ""5427"", ""5433"", ""5465"", ""5475"", ""5479"", ""5485"", ""5492"", ""5503"", ""5505"", ""5506"", ""5571"", ""5573"", ""5584"", ""5637"", ""5639"", ""5640"", ""5652"", ""5655"", ""5668"", ""5672"", ""5692"", ""5699"", ""5732"", ""5747"", ""5856"", ""5881"", ""5926"", ""6012"", ""6147"", ""6219"", ""6251"", ""6294"", ""6300"", ""6301"", ""6314"", ""6322"", ""6371"", ""6392"", ""6463"", ""6468"", ""6477"", ""6484"", ""6510"", ""6525"", ""6537"", ""6566"", ""6577"", ""6582"", ""6609"", ""6633"", ""6637"", ""6648"", ""6705"", ""6713"", ""6723"", ""6730"", ""6731"", ""6746"", ""6756"", ""6758"", ""6808"", ""6822"", ""6877"", ""6879"", ""6938"", ""6942"", ""7033"", ""7037"", ""7801"", ""8246"", ""8257"", ""8301"", ""8395"", ""8587""]"
TOJIL,Tojil,deidad,christenson_english_prose,78,"[""49"", ""50"", ""51"", ""52"", ""54"", ""55"", ""56"", ""57"", ""58"", ""59"", ""60"", ""61"", ""62"", ""70"", ""78"", ""79"", ""82""]"
TOJIL,Tojil,deidad,christenson_ximenez,78,"[""53"", ""54"", ""55"", ""56"", ""58"", ""59"", ""61"", ""62"", ""64"", ""65"", ""66"", ""67"", ""68"", ""76"", ""86"", ""87"", ""89""]"
TOJIL,Tojil,deidad,colop,76,"[""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""43""]"
TOJIL,Tojil,deidad,recinos,76,"[""3.10.1"", ""3.10.17"", ""3.10.19"", ""3.10.2"", ""3.10.22"", ""3.10.6"", ""3.4.13"", ""3.4.17"", ""3.4.19"", ""3.4.20"", ""3.4.21"", ""3.5.1"", ""3.5.13"", ""3.5.14"", ""3.5.29"", ""3.5.31"", ""3.5.34"", ""3.5.49"", ""3.5.5"", ""3.5.50"", ""3.5.52"", ""3.5.53"", ""3.5.57"", ""3.5.58"", ""3.5.6"", ""3.5.9"", ""3.6.11"", ""3.6.4"", ""3.6.5"", ""3.6.8"", ""3.7.17"", ""3.8.1"", ""3.8.15"", ""3.8.16"", ""3.8.31"", ""3.9.23"", ""3.9.36"", ""3.9.40"", ""4.1.11"", ""4.1.12"", ""4.1.15"", ""4.1.9"", ""4.11.15"", ""4.11.2"", ""4.11.31"", ""4.11.5"", ""4.2.17"", ""4.2.18"", ""4.2.19"", ""4.2.2"", ""4.2.21"", ""4.2.23"", ""4.2.28"", ""4.2.33"", ""4.2.50"", ""4.2.52"", ""4.2.55"", ""4.2.56"", ""4.2.60"", ""4.2.62"", ""4.2.63"", ""4.2.7"", ""4.2.71"", ""4.2.75"", ""4.2.92"", ""4.2.93"", ""4.3.14"", ""4.3.32"", ""4.3.33""]"
TOJIL,Tojil,deidad,tedlock,82,"[""4.130"", ""4.134"", ""4.135"", ""4.137"", ""4.139"", ""4.151"", ""4.156"", ""4.157"", ""4.161"", ""4.163"", ""4.169"", ""4.170"", ""4.192"", ""4.194"", ""4.197"", ""4.215"", ""4.216"", ""4.221"", ""4.222"", ""4.223"", ""4.226"", ""4.234"", ""4.235"", ""4.243"", ""4.247"", ""4.284"", ""4.291"", ""4.310"", ""4.311"", ""4.334"", ""4.371"", ""4.391"", ""4.398"", ""4.410"", ""4.411"", ""4.412"", ""4.414"", ""4.416"", ""4.425"", ""4.431"", ""4.434"", ""4.456"", ""4.460"", ""4.465"", ""4.469"", ""4.475"", ""4.488"", ""4.490"", ""4.492"", ""4.495"", ""4.498"", ""4.506"", ""4.512"", ""4.531"", ""4.534"", ""4.539"", ""4.540"", ""4.547"", ""4.550"", ""4.551"", ""4.554"", ""4.566"", ""4.569"", ""4.589"", ""4.590"", ""4.610"", ""4.612"", ""4.650"", ""4.651"", ""5.144"", ""5.273"", ""5.279"", ""5.291"", ""5.304"", ""5.360""]"
TOJIL,Tojil,deidad,ximenez,74,"[""52"", ""53"", ""54"", ""55"", ""57"", ""58"", ""60"", ""61"", ""63"", ""64"", ""65"", ""66"", ""67"", ""75"", ""85""]"
TOROB,Torob,objeto,ajtzibab,1,"[""4664""]"
TOROB,Torob,objeto,christenson,1,"[""6347""]"
TOROB,Torob,objeto,christenson_english_prose,1,"[""57""]"
TOROB,Torob,objeto,christenson_ximenez,1,"[""62""]"
TOROB,Torob,objeto,colop,1,"[""30""]"
TOROB,Torob,objeto,ximenez,1,"[""61""]"
TUJAL_JA,Tujal Ja,topónimo,ajtzibab,2,"[""3932"", ""4525""]"
TUJAL_JA,Tujal Ja,topónimo,christenson,2,"[""5218"", ""6121""]"
TUJAL_JA,Tujal Ja,topónimo,christenson_ximenez,3,"[""51"", ""61"", ""87""]"
TUJAL_JA,Tujal Ja,topónimo,colop,2,"[""27"", ""29""]"
TUJAL_JA,Tujal Ja,topónimo,tedlock,3,"[""4.361"", ""4.91"", ""5.311""]"
TUJAL_JA,Tujal Ja,topónimo,ximenez,3,"[""50"", ""60"", ""86""]"
TUKUMB'ALAM,Tukumb'alam,animal,christenson_english_prose,1,"[""8""]"
TUKUMB'ALAM,Tukumb'alam,animal,christenson_ximenez,1,"[""9""]"
TUKUMB'ALAM,Tukumb'alam,animal,colop,1,"[""5""]"
TUKUMB'ALAM,Tukumb'alam,animal,recinos,1,"[""1.3.9""]"
TUKUMB'ALAM,Tukumb'alam,animal,ximenez,1,"[""8""]"
TUKUR,Tukur,animal,ajtzibab,6,"[""1314"", ""1339"", ""1347"", ""1693"", ""1759"", ""1794""]"
TUKUR,Tukur,animal,christenson,7,"[""1938"", ""1972"", ""1989"", ""2404"", ""2470"", ""2504"", ""4710""]"
TUKUR,Tukur,animal,christenson_english_prose,1,"[""17""]"
TUKUR,Tukur,animal,christenson_ximenez,7,"[""18"", ""22"", ""42""]"
TUKUR,Tukur,animal,colop,8,"[""12"", ""15""]"
TUKUR,Tukur,animal,tedlock,4,"[""3.58"", ""3.59"", ""3.60""]"
TUKUR,Tukur,animal,ximenez,6,"[""17"", ""21""]"
TULUL,Tulul,objeto,ajtzibab,2,"[""3742"", ""6012""]"
TULUL,Tulul,objeto,christenson,2,"[""4897"", ""8303""]"
TULUL,Tulul,objeto,christenson_english_prose,2,"[""42"", ""78""]"
TULUL,Tulul,objeto,christenson_ximenez,2,"[""46"", ""86""]"
TULUL,Tulul,objeto,colop,2,"[""25"", ""43""]"
TULUL,Tulul,objeto,recinos,2,"[""3.1.10"", ""4.11.16""]"
TULUL,Tulul,objeto,tedlock,2,"[""4.14"", ""5.292""]"
TULUL,Tulul,objeto,ximenez,2,"[""45"", ""85""]"
TULÁN,Tulán,topónimo,ajtzibab,19,"[""4027"", ""4030"", ""4068"", ""4078"", ""4080"", ""4151"", ""4264"", ""4275"", ""4284"", ""4304"", ""4307"", ""4482"", ""4578"", ""4585"", ""4613"", ""4620"", ""4622"", ""4756"", ""5434""]"
TULÁN,Tulán,topónimo,christenson,19,"[""5378"", ""5384"", ""5446"", ""5456"", ""5463"", ""5548"", ""5707"", ""5721"", ""5737"", ""5762"", ""5766"", ""6034"", ""6212"", ""6223"", ""6265"", ""6278"", ""6280"", ""6501"", ""7456""]"
TULÁN,Tulán,topónimo,christenson_english_prose,18,"[""48"", ""49"", ""50"", ""51"", ""52"", ""55"", ""56"", ""57"", ""66""]"
TULÁN,Tulán,topónimo,christenson_ximenez,16,"[""52"", ""53"", ""54"", ""55"", ""56"", ""59"", ""61"", ""62"", ""72""]"
TULÁN,Tulán,topónimo,colop,19,"[""28"", ""29"", ""30"", ""36""]"
TULÁN,Tulán,topónimo,recinos,12,"[""3.4.10"", ""3.4.24"", ""3.4.28"", ""3.5.26"", ""3.6.15"", ""3.6.9"", ""3.9.34"", ""3.9.37"", ""3.9.44"", ""4.6.13""]"
TULÁN,Tulán,topónimo,tedlock,18,"[""4.126"", ""4.128"", ""4.142"", ""4.149"", ""4.150"", ""4.236"", ""4.240"", ""4.244"", ""4.253"", ""4.254"", ""4.274"", ""4.338"", ""4.384"", ""4.392"", ""4.403"", ""4.406"", ""4.464"", ""5.29""]"
TULÁN,Tulán,topónimo,ximenez,14,"[""52"", ""53"", ""54"", ""55"", ""58"", ""60"", ""61"", ""71""]"
TZ'AQOL,Tz'aqol,deidad,ajtzibab,20,"[""16"", ""180"", ""194"", ""204"", ""241"", ""289"", ""365"", ""3702"", ""3722"", ""375"", ""377"", ""3776"", ""3817"", ""3867"", ""3970"", ""3979"", ""4161"", ""4172"", ""45"", ""74""]"
TZ'AQOL,Tz'aqol,deidad,christenson,20,"[""136"", ""15"", ""341"", ""368"", ""382"", ""435"", ""4825"", ""4859"", ""4962"", ""5026"", ""5110"", ""513"", ""5267"", ""5284"", ""5568"", ""5580"", ""673"", ""691"", ""697"", ""75""]"
TZ'AQOL,Tz'aqol,deidad,christenson_english_prose,31,"[""1"", ""2"", ""41"", ""44"", ""45"", ""46"", ""47"", ""5"", ""51"", ""6"", ""7"", ""8"", ""9""]"
TZ'AQOL,Tz'aqol,deidad,christenson_ximenez,28,"[""10"", ""15"", ""2"", ""4"", ""44"", ""48"", ""49"", ""50"", ""51"", ""55"", ""7"", ""8"", ""9""]"
TZ'AQOL,Tz'aqol,deidad,colop,20,"[""0"", ""1"", ""2"", ""25"", ""26"", ""27"", ""28"", ""3"", ""4"", ""5""]"
TZ'AQOL,Tz'aqol,deidad,recinos,2,"[""0.1.2"", ""3.3.26""]"
TZ'AQOL,Tz'aqol,deidad,ximenez,27,"[""1"", ""14"", ""3"", ""43"", ""47"", ""48"", ""49"", ""50"", ""54"", ""6"", ""7"", ""8"", ""9""]"
TZ'I',TZ'I',objeto,ajtzibab,4,"[""3467"", ""3469"", ""431"", ""6158""]"
TZ'I',TZ'I',objeto,christenson,8,"[""4500"", ""4505"", ""4507"", ""739"", ""747"", ""769"", ""787"", ""8552""]"
TZ'I',TZ'I',objeto,christenson_english_prose,4,"[""8""]"
TZ'I',TZ'I',objeto,colop,4,"[""23"", ""44"", ""5""]"
TZ'I',TZ'I',objeto,recinos,4,"[""1.3.13"", ""1.3.14"", ""1.3.19"", ""1.3.25""]"
TZ'I',TZ'I',objeto,tedlock,4,"[""1.144"", ""1.145"", ""1.150"", ""1.157""]"
TZ'IKIN,Tz'ikin,animal,ajtzibab,33,"[""1083"", ""1104"", ""1109"", ""1114"", ""1120"", ""1131"", ""1134"", ""1139"", ""1145"", ""1147"", ""1153"", ""149"", ""159"", ""160"", ""169"", ""173"", ""178"", ""179"", ""185"", ""1984"", ""1993"", ""2017"", ""2020"", ""2021"", ""2661"", ""2662"", ""4519"", ""4666"", ""4688"", ""4691"", ""4740"", ""56"", ""960""]"
TZ'IKIN,Tz'ikin,animal,christenson,47,"[""108"", ""1458"", ""1599"", ""1623"", ""1630"", ""1634"", ""1635"", ""1640"", ""1644"", ""1662"", ""1664"", ""1674"", ""1679"", ""1681"", ""1692"", ""2755"", ""2769"", ""2772"", ""2778"", ""2788"", ""279"", ""2818"", ""2821"", ""2822"", ""2824"", ""298"", ""301"", ""3123"", ""3124"", ""315"", ""316"", ""317"", ""326"", ""338"", ""340"", ""3450"", ""354"", ""3587"", ""3589"", ""6104"", ""6110"", ""6111"", ""6349"", ""6380"", ""6386"", ""6391"", ""6472""]"
TZ'IKIN,Tz'ikin,animal,christenson_english_prose,8,"[""14"", ""2"", ""27"", ""56"", ""57"", ""82""]"
TZ'IKIN,Tz'ikin,animal,christenson_ximenez,13,"[""25"", ""29"", ""4"", ""6"", ""7""]"
TZ'IKIN,Tz'ikin,animal,colop,41,"[""1"", ""10"", ""17"", ""18"", ""2"", ""20"", ""21"", ""29"", ""30"", ""9""]"
TZ'IKIN,Tz'ikin,animal,tedlock,17,"[""1.9"", ""2.295"", ""2.303"", ""2.304"", ""2.306"", ""3.550"", ""4.140"", ""4.271"", ""4.319"", ""4.356"", ""4.360"", ""4.434"", ""4.89"", ""5.20"", ""5.311"", ""5.34"", ""5.358""]"
TZ'IKIN,Tz'ikin,animal,ximenez,15,"[""24"", ""28"", ""3"", ""5"", ""6""]"
TZ'ITE',Tz'ite',objeto,ajtzibab,5,"[""315"", ""319"", ""332"", ""335"", ""374""]"
TZ'ITE',Tz'ite',objeto,christenson,6,"[""573"", ""585"", ""591"", ""614"", ""620"", ""689""]"
TZ'ITE',Tz'ite',objeto,christenson_english_prose,6,"[""7"", ""8""]"
TZ'ITE',Tz'ite',objeto,christenson_ximenez,4,"[""8""]"
TZ'ITE',Tz'ite',objeto,colop,5,"[""4"", ""5""]"
TZ'ITE',Tz'ite',objeto,ximenez,3,"[""7""]"
TZ'OLOJ_CHE',Tz'oloj Che',topónimo,christenson,1,"[""7983""]"
TZ'OLOJ_CHE',Tz'oloj Che',topónimo,christenson_ximenez,1,"[""82""]"
TZ'OLOJ_CHE',Tz'oloj Che',topónimo,colop,1,"[""42""]"
TZ'OLOJ_CHE',Tz'oloj Che',topónimo,tedlock,1,"[""5.212""]"
TZ'OLOJ_CHE',Tz'oloj Che',topónimo,ximenez,1,"[""81""]"
TZ'UM,Tz'um,objeto,ajtzibab,4,"[""2410"", ""2615"", ""4072"", ""4759""]"
TZ'UM,Tz'um,objeto,christenson,5,"[""1898"", ""3317"", ""3538"", ""5450"", ""6505""]"
TZ'UM,Tz'um,objeto,christenson_english_prose,3,"[""16"", ""26"", ""28""]"
TZ'UM,Tz'um,objeto,christenson_ximenez,1,"[""17""]"
TZ'UM,Tz'um,objeto,colop,4,"[""19"", ""20"", ""28"", ""30""]"
TZ'UM,Tz'um,objeto,ximenez,1,"[""16""]"
TZ'UNUNI_JA',Tz'ununi Ja',persona,christenson,2,"[""5152"", ""5869""]"
TZ'UNUNI_JA',Tz'ununi Ja',persona,christenson_english_prose,2,"[""47"", ""54""]"
TZ'UNUNI_JA',Tz'ununi Ja',persona,christenson_ximenez,2,"[""51"", ""58""]"
TZ'UNUNI_JA',Tz'ununi Ja',persona,colop,2,"[""26"", ""28""]"
TZ'UNUNI_JA',Tz'ununi Ja',persona,tedlock,2,"[""4.287"", ""4.74""]"
TZ'UNUNI_JA',Tz'ununi Ja',persona,ximenez,2,"[""50"", ""57""]"
TZ'UTUJA,Tz'utuja,linaje,ajtzibab,2,"[""5692"", ""5973""]"
TZ'UTUJA,Tz'utuja,linaje,christenson_english_prose,2,"[""73"", ""78""]"
TZ'UTUJA,Tz'utuja,linaje,christenson_ximenez,2,"[""80"", ""86""]"
TZ'UTUJA,Tz'utuja,linaje,colop,1,"[""41""]"
TZ'UTUJA,Tz'utuja,linaje,ximenez,2,"[""79"", ""85""]"
TZ'UTU_JA,Tz'utu Ja,lugar,christenson,1,"[""8251""]"
TZ'UTU_JA,Tz'utu Ja,lugar,colop,1,"[""43""]"
TZAMIY,Tzamiy,objeto,ajtzibab,1,"[""1880""]"
TZAMIY,Tzamiy,objeto,christenson,1,"[""2628""]"
TZAMIY,Tzamiy,objeto,colop,1,"[""16""]"
TZAMIY,Tzamiy,objeto,recinos,3,"[""2.4.24"", ""4.3.20"", ""4.3.25""]"
TZAMIY,Tzamiy,objeto,ximenez,2,"[""22""]"
TZIKWIL_B'ALAM,Tzikwil B'alam,objeto,ajtzibab,1,"[""5427""]"
TZIKWIL_B'ALAM,Tzikwil B'alam,objeto,christenson,1,"[""7445""]"
TZIKWIL_B'ALAM,Tzikwil B'alam,objeto,christenson_english_prose,1,"[""66""]"
TZIKWIL_B'ALAM,Tzikwil B'alam,objeto,colop,1,"[""36""]"
TZIKWIL_KOJ,Tzikwil Koj,objeto,ajtzibab,1,"[""5427""]"
TZIKWIL_KOJ,Tzikwil Koj,objeto,christenson,1,"[""7444""]"
TZIKWIL_KOJ,Tzikwil Koj,objeto,christenson_english_prose,1,"[""66""]"
TZIKWIL_KOJ,Tzikwil Koj,objeto,colop,1,"[""36""]"
TZIMA,Tzima,objeto,ajtzibab,3,"[""1556"", ""1562"", ""1576""]"
TZIMA,Tzima,objeto,christenson,3,"[""2239"", ""2248"", ""2263""]"
TZIMA,Tzima,objeto,christenson_english_prose,2,"[""19""]"
TZIMA,Tzima,objeto,christenson_ximenez,3,"[""19""]"
TZIMA,Tzima,objeto,colop,3,"[""14""]"
TZIMA,Tzima,objeto,tedlock,2,"[""3.144"", ""3.152""]"
TZIMA,Tzima,objeto,ximenez,2,"[""18""]"
Tzi,Tzi,objeto,christenson_english_prose,1,"[""22""]"
Tzi,Tzi,objeto,christenson_ximenez,4,"[""9""]"
Tzi,Tzi,objeto,ximenez,8,"[""39"", ""8"", ""87""]"
UCH'AB'AJA,Uch'ab'aja,linaje,ajtzibab,3,"[""3932"", ""4526"", ""6089""]"
UCH'AB'AJA,Uch'ab'aja,linaje,christenson_english_prose,10,"[""2"", ""20"", ""25"", ""45"", ""5"", ""56""]"
UCH'AB'AJA,Uch'ab'aja,linaje,christenson_ximenez,3,"[""51"", ""61"", ""87""]"
UCH'AB'AJA,Uch'ab'aja,linaje,tedlock,3,"[""1.115"", ""1.74"", ""4.44""]"
UCH'AB'AJA,Uch'ab'aja,linaje,ximenez,3,"[""50"", ""60"", ""86""]"
UCHUCH_K'AMJA,Uchuch K'amja,oficio,christenson_ximenez,1,"[""78""]"
UCHUCH_K'AMJA,Uchuch K'amja,oficio,ximenez,2,"[""75"", ""77""]"
UK',Uk',animal,ajtzibab,10,"[""2480"", ""2484"", ""2488"", ""2497"", ""2503"", ""2506"", ""2510"", ""2516"", ""2596"", ""2606""]"
UK',Uk',animal,christenson,11,"[""3390"", ""3395"", ""3401"", ""3407"", ""3412"", ""3415"", ""3418"", ""3422"", ""3513"", ""3523"", ""5850""]"
UK',Uk',animal,christenson_english_prose,10,"[""27"", ""28""]"
UK',Uk',animal,christenson_ximenez,10,"[""29"", ""30""]"
UK',Uk',animal,colop,12,"[""12"", ""20"", ""28""]"
UK',Uk',animal,recinos,5,"[""2.7.16"", ""2.7.19"", ""2.7.22"", ""2.7.26"", ""2.7.61""]"
UK',Uk',animal,tedlock,10,"[""3.528"", ""3.529"", ""3.530"", ""3.532"", ""3.534"", ""3.536"", ""3.539"", ""3.581"", ""3.585""]"
UK',Uk',animal,ximenez,10,"[""28"", ""29""]"
UK'U'X_CHO,Uk'u'x Cho,deidad,ajtzibab,1,"[""21""]"
UK'U'X_CHO,Uk'u'x Cho,deidad,christenson_english_prose,1,"[""1""]"
UK'U'X_CHO,Uk'u'x Cho,deidad,christenson_ximenez,1,"[""2""]"
UK'U'X_CHO,Uk'u'x Cho,deidad,colop,1,"[""0""]"
UK'U'X_CHO,Uk'u'x Cho,deidad,ximenez,1,"[""1""]"
UK'U'X_KAJ,Uk'u'x Kaj,deidad,ajtzibab,16,"[""101"", ""1049"", ""129"", ""3160"", ""336"", ""353"", ""371"", ""3862"", ""3870"", ""396"", ""520"", ""6036"", ""6060"", ""727"", ""81"", ""97""]"
UK'U'X_KAJ,Uk'u'x Kaj,deidad,christenson_english_prose,21,"[""10"", ""11"", ""14"", ""2"", ""3"", ""33"", ""46"", ""47"", ""5"", ""7"", ""79"", ""8""]"
UK'U'X_KAJ,Uk'u'x Kaj,deidad,christenson_ximenez,21,"[""11"", ""12"", ""15"", ""35"", ""4"", ""5"", ""50"", ""51"", ""7"", ""8"", ""87"", ""9""]"
