entity_id,edition,ohco_path,ngram,ngram_len,match_type,label,type
OXIB_RI_NIM_JA,christenson_ximenez,1,Quiche,1,exact,Oxib' ri nim ja,linaje
JUNAJPU_UTIW,christenson_ximenez,2,"hun ahpu vtiu,",3,exact,Junajpu Utiw,deidad
TINAMIT_K'ICHE',christenson_ximenez,2,"tinamit quiche,",2,exact,Tinamit K'iche',topónimo
TINAMIT_K'ICHE',christenson_ximenez,2,quiche vinac;,2,exact,Tinamit K'iche',topónimo
JUNAJPU,christenson_ximenez,2,hun ahpu,2,exact,Junajpu,deidad
TEPEW_Q'UKUMATZ,christenson_ximenez,2,"tepeu, qucumatz",2,exact,Tepew Q'ukumatz,deidad
UK'U'X_CHO,christenson_ximenez,2,"vqux cho,",2,exact,Uk'u'x Cho,deidad
UK'U'X_PALO,christenson_ximenez,2,"vqux palo,",2,exact,Uk'u'x Palo,deidad
AJRAXA_TZEL,christenson_ximenez,2,ah raxatzel,2,exact,Ajraxa Tzel,deidad
IXMUKANE,christenson_ximenez,2,"camul yiom,",2,exact,Ixmukane,deidad
XPIYAKOK,christenson_ximenez,2,camul mamom,2,exact,Xpiyakok,deidad
TINAMIT_K'ICHE',christenson_ximenez,2,pa quiche,2,exact,Tinamit K'iche',topónimo
KA'IB'_K'AJOLAB',christenson_ximenez,2,vi,1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',christenson_ximenez,2,vi,1,exact,KA'IB'_K'AJOLAB',
KA'IB'_K'AJOLAB',christenson_ximenez,2,vi,1,exact,KA'IB'_K'AJOLAB',
TZ'AQOL,christenson_ximenez,2,tzacol,1,exact,Tz'aqol,deidad
B'ITOL,christenson_ximenez,2,bitol,1,exact,B'itol,deidad
ALOM,christenson_ximenez,2,"alom,",1,exact,Alom,deidad
K'AJOLOM,christenson_ximenez,2,qaholom,1,exact,K'ajolom,deidad
WUCH',christenson_ximenez,2,"vuch,",1,exact,Wuch',animal
AJ,christenson_ximenez,2,ah,1,exact,Aj,objeto
IXMUKANE,christenson_ximenez,2,"iyom,",1,exact,Ixmukane,deidad
XPIYAKOK,christenson_ximenez,2,mamom,1,exact,Xpiyakok,deidad
XPIYAKOK,christenson_ximenez,2,"xpiyacoc,",1,exact,Xpiyakok,deidad
IXMUKANE,christenson_ximenez,2,xmucane,1,exact,Ixmukane,deidad
IXMUKANE,christenson_ximenez,2,matzanel,1,exact,Ixmukane,deidad
SAKIL,christenson_ximenez,2,zaquil,1,exact,Sakil,objeto
DIOS,christenson_ximenez,2,Dios,1,exact,Dios,deidad
PALO,christenson_ximenez,2,palo.,1,exact,Palo,lugar
IKAJ,christenson_ximenez,2,cah,1,exact,IKAJ,
UK'U'X_ULEW,christenson_ximenez,2,"vleu,",1,exact,Uk'u'x Ulew,deidad
