chap_num,chap_title,page_num,xom_start,xom_end,xom_start_fixed,xom_end_fixed,n_lines,chap_eng_str,chap_quc_str
1,Preamble,59,1,96,1,96,96,"THIS ITS ROOT ANCIENT WORD, Here Quiché its name. HERE we shall write, We shall plant ancient word, Its planting, Its root-beginning as well, Everything done in Citadel Quiché, Its nation Quiché people. This therefore we shall gather Its being manifested, Its being declared, Its being expressed as well, Means of sowing, Means of dawning, By Framer, Shaper; She Who Has Borne Children, He Who Has Begotten Sons, their names. Hunahpu Possum, Hunahpu Coyote, White Great Peccary, Coati, Sovereign, Quetzal Serpent, Its Heart Lake, Its Heart Sea, He/She of Blue/Green Plate, He/She of Blue/Green Bowl, as they are called, Together named, Together expressed these: Midwife, Patriarch, Xpiyacoc Xmucane, their names, Protector, Shelterer, Twice Midwife, Twice Patriarch, They are called In Quiché words. Then they expressed everything, With it they did also, In light existence, Light words. This we shall write Within now his voice God, In Christianity now. We shall bring it forth, Because there is not now Means of seeing of Popol Vuh, Means of seeing clearly Come from across sea, Its account our obscurity, Means of seeing light life, as it is said. There is original book anciently written also, Merely hidden his face Witness of it, Ponderer of it. Great its performance, Its account as well, When will be completed Germination, All sky, Earth. Its four cornerings, Its four sidings, Its measurings, Its four stakings, Its doubling over cord measurement, Its stretching cord measurement, Its womb sky, Its womb earth. Four corners, Four sides, as it is said, By the Framer, Shaper, Its Mother, Its Father, Life, Creation, Giver of breath, Giver of heart, Birth giver of, Heartener of Light Forever, Light Child of Woman, Light Son of Man, Ponderer, Knower To everything, Whatever exists: Sky, Earth, Lake, Sea.","ARE' U XE' OJER TZIJ, Waral K'iche' u b'i'. WARAL xchiqatz'ib'aj wi, Xchiqatikib'a' wi ojer tzij, U tikarib'al, U xe'nab'al puch, Ronojel xb'an pa Tinamit K'iche', Ramaq' K'iche' winaq. Are' k'ut xchiqak'am wi U k'utunisaxik, U q'alajob'isaxik, U tzijoxik puch, Awaxib'al, Saqirib'al, Rumal Tz'aqol, B'itol; Alom, K'ajolom, ki b'i'. Junajpu Wuch', Junajpu Utiw, Saqi Nim Aq, Sis, Tepew, Q'ukumatz, U K'u'x Cho, U K'u'x Palo, Aj Raxa Laq, Aj Raxa Sel, chuchaxik, Rach b'i'xik, Rach tzijoxik ri': I'yom, Mamom, Xpiyakok, Xmuqane, u b'i', Matzanel, Chuqenel, Kamul I'yom, Kamul Mamom, Chuchaxik Pa K'iche' tzij. Ta xkitzijoj ronojel, Ruk' xkib'an chik, Chi saqil k'olem, Saqil tzij. Wa'e xchiqatz'ib'aj Chupan chik u ch'ab'al Dios, Pa christianoil chik. Xchiqelesaj, Rumal maja b'i chik Ilb'al re Popo Wuj, Ilb'al saq Petenaq ch'aqa palo, U tzijoxik qa mujib'al, Ilb'al saq k'aslem, chuchaxik. K'o nab'e wujil ojer tz'ib'am puch, Xa ewal u wach Ilol re, B'isol re. Nim u pe'oxik, U tzijoxik puch, Ta chik'is Tz'uk, Ronojel kaj, Ulew. U kaj tz'ukuxik, U kaj xukutaxik, Retaxik, U kaj che'xik, U mej k'a'amaxik, U yuq k'a'amaxik, U pa kaj, U pa ulew. Kaj tz'uk, Kaj xukut, chuchaxik, Rumal ri Tz'aqol, B'itol, U chuch, U qajaw, K'aslem, Winaqirem, Ab'anel, K'u'xlanel, Alay rech, K'u'xlay rech Saqil amaq'il, Saqil al, Saqil k'ajol, Aj b'is, Aj na'oj Chirech ronojel, Atok'ol wi: Kaj, Ulew, Cho, Palo."
2,The Primordial World,67,97,154,97,154,58,"THIS ITS ACCOUNT These things. Still be it silent, Still be it placid, It is silent, Still it is calm, Still it is hushed, Be it empty as well its womb sky. THESE therefore are first words, First speech. There is not yet one person, One animal, Bird, Fish, Crab, Tree, Rock, Hollow, Canyon, Meadow, Forest. Merely alone sky exists, Not clear its face earth, Merely alone is spread out sea, Its womb sky everything. There is not anything Gathered together, It is at rest, Not one stirs, Scattered it is made to be, At rest it is made to be in sky. There was not yet anything that exists standing erect. Merely spread out water, Merely tranquil sea, Merely alone it is spread out. There was not yet anything that might exist. Merely it is placid, It is silent, In darkness, In night. Merely alone the Framer, Shaper, Sovereign, Quetzal Serpent, They Who Have Borne Children, They Who Have Begotten Sons, Are in water. Luminous they are, Covered in quetzal feathers, In cotinga feathers. This his having been named The Quetzal Serpent. Great sages, Great knowers in their essence. Thus surely there is the sky, There is also its Heart Sky. This his name The god as it is said.","ARE' U TZIJOXIK Wa'e. K'a katz'ininoq, K'a kachamamoq, Katz'inonik, K'a kasilanik, K'a kalolinik, Katolona' puch u pa kaj. WA'E k'ut e nab'e tzij, Nab'e ucha'n. Maja b'i'oq jun winaq, Jun chikop, Tz'ikin, Kar, Tap, Che', Ab'aj Jul, Siwan, K'im, K'eche'laj. Xa u tukel kaj k'olik, Mawi q'alaj u wach ulew, Xa u tukel remanik palo, U pa kaj ronojel. Maja b'i naqi la' Kamolob'ik, Kakotz'ob'ik, Jun ta kasilob'ik, Kamal kab'antaj, Kakotz' kab'antaj pa kaj. Xma k'o wi naqi la' k'olik yakalik. Xa remanik ja', Xa li'anik palo, Xa u tukel remanik. Xma k'o wi naqi la' lo k'olik. Xa kachamanik, Katz'ininik, Chi q'equ'm, Chi aq'ab'. Xa u tukel ri Tz'aqol, B'itol, Tepew, Q'ukumatz, E Alom, E K'ajolom, K'o pa ja'. Saqtetoj e k'o wi. E muqutal pa q'uq', Pa raxon. Are' u b'i'nam wi Ri Q'ukumatz. E nima'q eta'manel, E nima'q aj na'oj chi ki k'oje'ik. Keje' k'ut xax k'o wi ri kaj, K'o nay puch u K'u'x Kaj. Are' u b'i' Ri k'ab'awil chuchaxik."
3,The Creation of the Earth,70,155,274,155,274,120,"THEN came therefore his word here, He arrived with them The Sovereign, Quetzal Serpent, Here in darkness, In night. He spoke with The Sovereign, Quetzal Serpent, They talked therefore, Then they thought, Then they pondered, They found themselves, They gathered Their words, Their thoughts. Then they gave birth, Then they heartened themselves. Beneath light then, They gave birth to also people. Then they considered its germination, Its creation Trees, Bushes, Its germination also life, Creation, At darkness, At night, By this, its Heart Sky, Huracan his name. Thunderbolt Huracan first, Second therefore Youngest Thunderbolt, Third next Sudden Thunderbolt. Now they therefore three these, Its Heart Sky. Then they arrived with them The Sovereign, Quetzal Serpent, Then were conceived Light, Life. “How then shall it be sown? When shall dawn as well whomsoever? Provider? Sustainer? Then be it so. You are conceived, This the water shall be taken away, Shall be emptied out, Shall be created, This earth, Its plate, Then be gathered itself, Levelled therefore. Then may it be sown, Then may it dawn, Sky, Earth. Not then therefore its worship, Its reverence these Our framing, Our shaping, When may be created people framed, People shaped,” they said therefore. Then was created therefore The earth By them. Merely their word Came to be Its creation. That it be created Earth, “Earth,” they said. Immediately then it was created. Like the merely cloud, Merely mist, Its creation then, Its formation. Then was asked to come from water The mountains. Straightaway great mountains Came to be. Merely their spirit essence, Merely their miraculous power, Caused to be made its conception Mountains, Valleys. Straightaway together were created Its cypress groves, Pine forests its face. Thus rejoiced the Quetzal Serpent: “Good you arrived, You its Heart Sky: You Huracan, You as well Youngest Thunderbolt, Sudden Thunderbolt. It shall be successful our framing, Our shaping,” they said therefore. First therefore was created Earth, Mountains, valleys, Divided were its paths water, Made their way were their branches Among mountains. Merely divided then existed water, Then were revealed great mountains. Thus its creation earth this, Then it was created by them The its Heart Sky, Its Heart Earth, they are called. These therefore, They first They conceived it. It was set apart the sky, It was set apart also earth within water, Thus its conception this, When they thought, When they pondered Its successful completion, Its being made by them.","TA xpe k'ut u tzij waral, Xul kuk' Ri Tepew, Q'ukumatz, Waral chi q'equ'mal, Chi aq'ab'al. Xch'aw ruk' Ri Tepew, Q'ukumatz, Xecha' k'ut, Ta xena'ojinik, Ta xeb'isonik, Xeriqo kib', Xkikuch Ki tzij, Ki na'oj. Ta xkalaj, Ta xkik'u'xlaj kib'. Xe' wi saq ta, Xkalaj puch winaq. Ta xkina'ojij u tz'ukik, U winaqirik Che', K'a'am, U tz'ukuxik puch k'aslem, Winaqirem, Chi q'equ'mal, Chi aq'ab'al, Rumal ri', u K'u'x Kaj, Juraqan u b'i'. Kaqulja Juraqan nab'e, U kab' k'ut Ch'i'pi Kaqulja, Rox chik Raxa Kaqulja. Chi e k'u oxib' ri', U K'u'x Kaj. Ta xe'ul kuk' Ri Tepew, Q'ukumatz, Ta xna'ojixik Saq, K'aslem, “Jupacha ta chawaxoq? Ta saqiro puch apachinaq? Tzuqul? Q'o'l? Ta chuxoq. Kixno'jintaj, Are' ri ja' cheltaj, Chijamataj, Chiwinaqir, Wa' ulew, U laqel, Ta k'u' rib', Ch'ata k'ut. Ta chawaxoq, Ta saqiroq, Kaj, Ulew. Ma ta k'ut u q'ijilab'al, U q'ala'ib'al ri' Qa tz'aq, Qa b'it, Ta winaqiroq winaq tz'aq, Winaq b'it,” xecha' k'ut. Ta xwinaqir k'u Ri ulew Kumal. Xa ki tzij Xk'oje' wi U winaqirik. Chiwinaqir Ulew, “Uleuj,” xecha'. Lib'aj chi xwinaqirik. Keje' ri xa sutz', Xa may wi, U winaqirik chik, U pupuje'ik. Ta xta' pe pa ja' Ri juyub'. Ju suk' nima'q juyub' Xuxik. Xa ki nawal, Xa ki pus, Xb'antaj wi u na'ojixik Juyub', Taq'aj. Ju suk' rach winaqirik U k'isisil, U pachajil u wach. Keje' k'ut xki'kot wi ri Q'ukumatz: “Utz mi xatulik, At u K'u'x Kaj: At Juraqan, At pu Ch'i'pi Kaqulja, Raxa Kaqulja. Xchutzinik qa tz'aq, Qa b'it,” xecha' k'ut. Nab'e k'ut xwinaqir Ulew, Juyub', taq'aj, Xch'ob'och'ox u b'e ja', Xb'inije'ik k'oleje' raqan Xo'l taq juyub'. Xa ch'ob'ol chik xek'oje' wi ja', Ta xk'utunije'ik nima'q juyub'. Keje' k'ut u winaqirik ulew ri', Ta xwinaqirik kumal Ri u K'u'x Kaj, U K'u'x Ulew, ke'uchaxik. Ri' k'ut, E nab'e Xkino'jij. Xk'olo wi ri kaj, Xk'olo nay puch ulew chupan ja', Keje' k'ut u no'jixik ri', Ta xkino'jij, Ta xkib'isoj Rutzinik, U b'anatajik kumal."
4,The Creation of the Animals,74,275,339,275,339,65,"THEN they conceived again Its animals mountain, Guardians of forest, All its population mountain: The deer, Bird, Puma, Jaguar, Serpent, Rattlesnake, Pit viper, Guardian bushes. Says the She Who Has Borne Children, He Who Has Begotten Sons: “Merely will it be solitary? Not merely will it be silent Beneath trees, Bushes? Then good there shall be Guardians of it,” they said therefore. Then they considered, They spoke as well, Straightaway were created Deer, Birds. Then they gave as a gift therefore their homes Deer, Birds. “You deer, In paths water, In canyons You sleep. Here you exist In meadows, In orchards, In forests Multiply yourselves. All fours your walk, Your standing on all fours will come to be,” it was said to them. Then they established therefore Their homes Small birds, Great birds. “You, you birds, in its tops trees, In its tops bushes You make your homes, You make your houses. There you multiply, You are increased In their branches trees, In their branches bushes,” They were told deer, Birds. When they did it Their deed, Everything received its sleeping place, Its resting place. Thus their homes Animals the earth. They gave it, She Who Has Borne Children, He Who Has Begotten Sons. It had been completed then everything The deer, Birds.","TA xkino'jij chik U chikopil juyub', Chajal re k'eche'laj, Ronojel u winaqil juyub': Ri kiej, Tz'ikin, Koj, B'alam, Kumatz, Sochoj, K'an Ti', Chajal k'a'am. Kacha' ri Alom, K'ajolom: “Xa pa chilolinik? Ma xa'on chitz'ininik U xe' che', K'a'am? K'ate utz chik'oje' Chajal re,” xecha' k'ut. Ta xkino'jij, Xkitzijoj puch, Ju suk'u xwinaqir Kiej, Tz'ikin. Ta xkisipaj k'ut rochoch Kiej, Tz'ikin. “At kiej, Pa b'e ya', Pa siwan Katwar wi. Waral katk'oje' wi Pa k'im, Pa saq'ul, Pa k'eche'laj Kipoq'o' wi iwib'. Kajkaj i b'inib'al, I chakab'al chuxik,” xe'uchaxik. Ta xkich'ik k'ut Kochoch Ch'uti tz'ikin, Nima tz'ikin. “Ix, ix tz'ikin, chuwi' che', Chuwi' k'a'am Kixochochin wi, Kixjain wi. Chiri' kixpoq' wi, Kixk'iritaj wi Chuq'ab' che', Chuq'ab' k'a'am,” Xe'uchaxik kiej, Tz'ikin. Ta xkib'ano Ki b'anoj, Ronojel xuk'amo u warab'al, U yakalib'al. Keje' k'ut kochoch wi Chikop ri ulew. Xuya'o, Alom, K'ajolom. Xutzininaqa chik ronojel Ri kiej, Tz'ikin."
5,The Fall of the Animals,76,340,433,340,433,94,"THEN it was said to again therefore the deer, Birds By Framer, Shaper, She Who Has Borne Children, He Who Has Begotten Sons, “Speak! Call! Don't moan, Don't cry out. Let there be speech Each to each, In each order, In each group,” They were told the deer, Birds, Pumas, Jaguars, Serpents, “Speak surely therefore the our names. Worship us, We your mother, We your father. You say this surely therefore: ‘Huracan, Youngest Thunderbolt, Sudden Thunderbolt, Its Heart Sky, Its Heart Earth, Framer, Shaper, She Who Has Borne Children, He Who Has Begotten Sons.’ Speak! Call upon us! Worship us!” they were told. Not therefore they succeeded, They spoke not like then people. Merely they squawk, Merely they chatter, Merely they roar. Not appeared its face their speech Differently they cried out to each other when they heard it, Jalajoj xkoq'ib'ej chi ki jujunal ta xkita, The Framer, Shaper: “Not it came out well They spoke,” They said then to each other: “Not it came out well Its speaking our names by them. We their Framer, We also their Shaper, Not good,” they said then to each other, The She Who Has Borne Children, He Who Has Begotten Sons. They were told therefore: “Merely you are replaced, Because not succeeded, Not you spoke. Therefore we changed our word. Your food, Your sustenance, Your sleeping places, Your resting places. What belonged to you Came to be Canyons, Forests. Because not was successful our being worshiped, Not you callers of us. Yet there is, There is perhaps, Worshiper, Honorer we will make now, Merely you will receive your service. Merely your flesh will be chewed. Then be it so. This therefore you will serve,” They were told. When they were commanded, Small animals, Large animals that are upon its face earth. Then they wanted therefore to try again their day, They wanted to make an attempt again, They wanted also to arrange again worship. It wasn't heard their speech to each other, It wasn't successful therefore, It wasn't made to be as well. Thus was defeated their flesh, They served, They were eaten, They were killed, The animals that are here On its face earth.","TA xe'uchax chi k'ut ri kiej, Tz'ikin Rumal Tz'aqol, B'itol, Alom, K'ajolom, “Kixch'awoq! Kixsik'inoq! Mixyonolikinik, Mixsik'inik. Kixch'awajetaj Chi jujunal, Chi ju taq ch'ob'il, Chi ju taq molajil,” Xe'uchaxik ri kiej, Tz'ikin, Koj, B'alam, Kumatz, “Chib'ij na k'ut ri qa b'i'. Kojiq'ijarisaj, Oj i chuch, Oj i qajaw. Kixcha' wa' na k'ut: ‘Juraqan, Ch'i'pi Kaqulja, Raxa Kaqulja, U K'u'x Kaj, U K'u'x Ulew, Tz'aqol, B'itol, Alom, K'ajolom.’ Kixch'awoq! Kojisik'ij! Kojiq'ijila'!” xe'uchaxik. Ma k'u xutzinik, Xech'awik keje' ta ri' winaq. Xa kewech'elajik, Xa kek'aralajik, Xa kewojonik. Mawi xwachinik u wach ki ch'ab'al. nan Ri Tz'aqol, B'itol: “Mawi mi xutzinik Mi xech'awik,” Xecha' chik chi kib'il kib': “Mawi mi xutzin U b'ixik qa b'i' rumal. Oj Kaj Tz'aq, Oj pu Kaj B'it, Mawi utz,” xcha' chik chi kib'il kib', Ri Alom, K'ajolom. Xe'uchax k'ut: “Xa kixjalatajik Rumal mawi mi xutzinik, Mawi mi xixch'awik. Mi k'u xqajal qa tzij. Iwecha', I k'uxun, I warab'al, I yakalib'al. Xiwech wi Mi xe'uxik Siwan, K'eche'laj. Rumal mawi xutzin qa q'ijiloxik, Mawi ix sik'iy qe. K'a k'o, K'o wi lo, Q'ijilonel, Nimanel chiqab'an chik, Xa chik'am i patan. Xa i tio'jil chikach'ik. Ta chuxoq. Are' k'ut chipatanij,” Xe'uchaxik. Ta xepixab'axik, Ch'uti chikop, Nima chikop k'o chuwach ulew. Ta xraj k'u kitij chik ki q'ij, Xraj kitijitob'ej chik, Xraj pu kinuk' chik q'ijilab'al. Xma xkita wi ki ch'ab'al chi kib'il kib', Xma xnawachir wi k'ut, Xma xb'anataj wi puch. Keje' k'ut xech'akataj wi ki tio'jil, Xkipatanij, Xeti'ik, Xekamisaxik, Ri chikop k'o waral Chuwach ulew."
6,The Creation of the Mud Person,78,434,517,434,517,84,"THUS its being attempted again people framed, People shaped, By Framer, Shaper, She Who Has Borne Children, He Who Has Begotten Sons. “Merely let us try again. Approached Its sowing, Its dawning. We shall make provider ours, Sustainer ours. How then may we be called upon, That we be remembered also on its face earth? We tried it to the first our framing, Our shaping. Not did it succeeded our being worshiped, Our being revered also by them. Thus let us try Its making Honorer, Respecter, Provider, Sustainer,” they said. Then its framing therefore, Its making as well. Earth, Mud Its flesh they made. Not therefore good they saw it. Merely it would come undone, Merely crumbled, Merely sodden, Merely mushy, Merely fallen apart, Merely as well it would dissolve. Not then set apart its head. Merely one direction its face, Merely hidden its face, Not would it look about. It would speak at first, There is not its thought. Merely straightaway it would dissolve in water. Not strong. They said then therefore the Framer, Shaper: “We have made a mistake, Then let it become merely mistake. Not would it walk, Not also would it be multiplied. Then be it so. Merely thing of no importance this,” they said. Then they undid it therefore, They toppled it again The their framing, Their shaping. They said again therefore: “How truly will we make it. May it succeed, May it bear fruit, Worshiper of us, Caller upon us?” they said. Then they thought again: “Merely we shall tell them Xpiyacoc, Xmucane, Hunahpu Possum, Hunahpu Coyote: ‘Try again its divination, Its being shaped,’” They spoke to each other, Framer, Shaper. Then they said therefore to Xpiyacoc, Xmucane. Then therefore their speech this to them, The seers: “Its Grandmother Day, Its Grandmother Light,” They are spoken to by the Framer, Shaper. These their names the Xpiyacoc, Xmucane.","KEJE' k'ut u tijtob'exik chik winaq tz'aq, Winaq b'it, Kumal Tz'aqol, B'itol, Alom, K'ajolom. “Xa qa tija' chik. Mi xyopij Rawaxik, U saqirik. Qa b'ana' tzuqul qe, Q'o'l qe. Jupacha ta kojsik'ixoq, Ta kojna'b'ax puch chuwach ulew? Mi xqatijo chirech ri nab'e qa tz'aq, Qa b'it. Mawi mi xutzinik qa q'ijiloxik, Qa q'ala'ixik puch kumal. Keje' k'ut qa tija' wi U b'anik Aj nim, Aj xob', Tzuqul, Q'o'l,” xecha'. Ta u tz'aqik k'ut, U b'anik puch. Ulew, Xoq'o'l U tio'jil xkib'ano. Ma k'u utz xkilo. Xa chiyojomanik, Xa tzub'ulik, Xa neb'elik, Xa lub'anik, Xa wulanik, Xa pu chi'umarik. Mawi chi k'olol u jolom. Xa jun b'enaq wi u wach, Xa k'u'l u wach, Mawi chimuqun chirij. Chich'aw nab'ek, Maja b'i u na'oj. Xa ju suk' chi'umar pa ja'. Mawi ko. Xecha' chi k'u ri Aj Tz'aq, Aj B'it: “Qa wachlab'eq, Ta chuxoq xa lab'e. Mawi chib'inik, Ma pu chipoq'otajik. Ta chuxoq. Xa u na'oj chi ri',” xecha'. Ta xkiyoj k'ut, Xkiyoq' chik Ri ki tz'aq, Ki b'it. Xecha' chi k'ut: “Jupacha qi chiqab'ano. Chutzin ta wi, Chinawachir ta wi, Q'ijiloy qech, Sik'iy qech?” xecha'. Ta xkina'ojij chik: “Xa qab'ij chike Xpiyakok, Xmuqane, Junajpu Wuch', Junajpu Utiw: ‘Kitija' chik u q'ijixik, U b'itaxik,’” Xe'ucha'n ki kib', Aj Tz'aq, Aj B'it. Ta xkib'ij k'ut chire Xpiyakok, Xmuqane. K'ate k'ut u b'ixik ri' chikech, Ri e nik'wachinel: “Rati't Q'ij, Rati't Saq,” Ke'uchaxik kumal ri Tz'aqol, B'itol. Are' ki b'i' ri Xpiyakok, Xmuqane."
7,The Creation of the Effigies of Carved Wood,80,518,679,518,679,162,"THEY spoke therefore The Huracan, With Sovereign, Quetzal Serpent. Then they said to Master of Days, Mistress of Shaping, they seers: “Merely it shall be found, Merely as well it shall be discovered, How then again We will create people shaped, We will create people framed, Then again, Provider, Sustainer. May we be called upon, May we be remembered also. They support then therefore In words, Midwife, Patriarch, Our Grandmother, Our Grandfather, Xpiyacoc, Xmucane. May it be spoken, Then may it be sown. Then may it dawn, Our being called upon, Our being supported, Our being remembered By people framed, People shaped, People effigies, People forms. Listen! Be it so! Reveal your names: Hunahpu Possum, Hunahpu Coyote, Twice She Who Has Borne Children, Twice He Who Has Begotten Sons, Great Peccary, Great Coati, Jeweler, Worker in Precious Stones, Sculptor, Wood Worker, Creator of Blue/Green Plate, Creator of Blue/Green Bowl, Creator of Pine Resin Incense, Master Artist, Its Grandmother Day, Its Grandmother Light. You all are spoken to by our framing, Our shaping. Cast with grains of maize, Of tz'ite, Merely it will be made, Merely also it will come out, It will be ground, It will be chiseled out as well Its mouth, Its face wood,” They were told, Masters of Days. Then also its throwing down, Its divining, The casting of grains of maize, Of tz'ite, Days, Shaping. They said therefore the One Grandmother, One Grandfather to them. This the grandfather, This master of tz'ite, Xpiyacoc his name. This therefore the grandmother, Mistress of Days, Mistress of Shaping at its foot, Xmucane her name. They spoke therefore, Then they began divination: “Merely it shall be discovered, Merely also it shall be found. Say it! They hear our ears. You speak! May you talk! Merely shall it be discovered the tree to be carved, To be chiseled out as well By Framer, Shaper. If this provider, Sustainer, Then may it be sown, Then may it dawn. You grains of maize, You tz'ite, You days, You shaping. You are called, You are summoned,” It was said to grains of maize, Tz'ite, Days, Shaping. “Finish it hither, You its Heart Sky. Don't grind up his mouth, His face Sovereign, Quetzal Serpent,” They said. Then they spoke therefore its straightness: “Good this it will come to be the your effigy Carved wood. It will speak, It will talk then it upon its face earth. Then be it so,” they said therefore. Then they spoke Straightaway were made effigies, Carved wood. Like people in appearance, Like people in speech as well. This population Its face earth. They came to be, They multiplied. They had daughters, They had sons. The effigies, Carved wood. Not therefore there was their hearts, Not also there was their thoughts. Not remembered their Framer, Their Shaper. Without purpose they walked, They crawled on their hands and knees. Not they remembered then the its Heart Sky. Thus they were weighed then. Merely its experimentation, Merely also its demonstration of people. They speak at first, Merely dry their faces. Not surely filled out their legs, Their arms. There is not their blood, Their blood flow. There is not their sweat, Their oil. Dry cheeks, Masks their faces. They are stiff their legs, Their arms. Rigid their bodies, Thus not they capable of understanding now Before his face Framer, Shaper, Givers of birth to them, Givers of heart to them. They first crowded with people, They came to be here upon its face earth.","XECHA' k'u Ri Juraqan, Ruk' Tepew, Q'ukumatz. Ta xkib'ij chirech Aj Q'ij, Aj B'it, e nik'wachinel: “Xa k'ulu', Xa pu churiqo, Che ta chik Chiqawinaq b'itoj, Chiqawinaq tz'aqoj, Ta chik, Tzuqul, Q'o'l. Kojsik'ix taj, Kojna'b'ax taj puch. Katoq' ta k'ut Pa tzij, I'yom, Mamom, Qati't, Qa mam, Xpiyakok, Xmuqane. Cha' taj, Ta chawaxoq. Ta saqiroq, Qa sik'ixik, Qa toq'exik, Qa na'b'axik Rumal winaq tz'aq, Winaq b'it, Winaq poy, Winaq anom. Chata! Chuxoq! Chik'utun i b'i': Junajpu Wuch', Junajpu Utiw, Kamul Alom, Kamul K'ajolom, Nim Aq, Nima Sis, Aj K'uwal, Aj Yamanik, Aj Ch'ut, Aj Tz'alam, Aj Raxa Laq, Aj Raxa Sel, Aj Q'ol, Aj Toltecat, Rati't Q'ij, Rati't Saq. Kixuchaxik rumal qa tz'aq, Qa b'it. Chimala' chi ixim, Chi tz'ite, Xa chib'anatajik, Xa pu chel apanoq, Chiq'ajaj, Chiqak'otaj puch U chi', U wach che',” Xe'uchaxik, E Aj Q'ij. K'ate puch u qajik, U q'ijilo'xik, Ri xmalik chi ixim, Chi tz'ite, Q'ij, B'it. Xecha' k'u ri Jun Ati't, Jun Mama' chikech. Are' ri mama', Are' aj tz'ite, Xpiyakok u b'i'. Are' k'u ri ati't, Aj Q'ij, Aj B'it chi raqan, Xmuqane u b'i'. Xecha' k'ut, Ta xkitikib'a' q'ij: “Xa chuk'ulu, Xa pu churiqo. Chab'ij! Kata qa xikin. Kach'awik, Katzijon taj. Xa chuk'ulu ri che' chajawaxik, Chik'otox puch Kumal Aj Tz'aq, Aj B'it. We are' tzuqul, Q'o'l, Ta chawaxoq, Ta saqiroq. At ixim, At tz'ite, At q'ij, At b'it. Katchokonik, Kattaqentaj,” Xcha' chire ixim, Tz'ite, Q'ij, B'it. “Katk'ix la uloq, At u K'u'x Kaj. Mak'ajisaj u chi', U wach Tepew, Q'ukumatz,” Xecha'. Ta xkib'ij k'ut u suk'ulikil: “Utz are' chuxik ri i poy Ajam che'. Chich'awik, Chitzijon b'a la' chuwach ulew. Ta chuxoq,” xecha' k'ut. Ta xkib'ij. Ju suk' xb'anik poy, Ajam che'. Xe winaq wachinik, Xe winaq tzijonik puch. Are' winaqil U wach ulew. Xe'uxik, Xepoq'ik, Xeme'alanik, Xek'ajolanik. Ri poy, Ajam che'. Ma k'u ja b'i ki k'u'x, Ma pu ja b'i ki na'oj. Mawi na'tal Kaj Tz'aq, Kaj B'it. Xaloq' xeb'inik, Xechakanik. Mawi xkina'taj chik ri u K'u'x Kaj. Keje' k'ut xepaj chi wi. Xa u tijtob'exik, Xa pu u wab'ab'exik chi winaq. Kech'aw nab'ek, Xa chaqi'j ki wach. Ma na sonol kaqan, Ki q'ab'. Maja b'i ki kik'el, Ki komajil. Maja b'i ki tiqowal, Ki kab'chiyal. Chaqi'j q'o'tz, K'oj ki wach. Kapichipoj kaqan, Ki q'ab'. Kayeyoj ki tio'jil, Keje' k'ut mawi xena'w chi wi Chuwach Tz'aqol, B'itol, Alay kech, K'u'xlay kech. E nab'e tzatz chi winaq, Xe'uxik waral chuwach ulew."
