chap_num,line_num,eng_str,quc_str
14,1558,"They said therefore the boys,","Xecha' k'ut ri k'ajolab',"
14,1559,When they responded to,Ta xkik'ulub'a'
14,1560,His word Huracan.,U tzij Juraqan.
14,1561,"He also is occupied the Cabracan,","Are' puch katajin ri Kab'raqan,"
14,1562,Wrecker mountains.,Yojol juyub'.
14,1563,"Merely a little he would tap his foot on its face earth,","Xa sqaqi'n chutinij raqan chuwach ulew,"
14,1564,Straightaway would tumble down,Ju su chiwulij
14,1565,"Great mountains,","Nima juyub',"
14,1566,Small mountains by him.,Ch'uti juyub' rumal.
14,1567,Then he was met,Ta xk'ulutaj
14,1568,By the boys.,Kumal ri k'ajolab'.
14,1569,“Where you go you boy?”,“Apa katb'e wi at k'ajol?”
14,1570,"They said to him,","Xecha' chirech,"
14,1571,The Cabracan.,Ri Kab'raqan.
14,1572,“There is not I go.,“Maja b'i kinb'e wi.
14,1573,"Merely I feller mountain,","Xa in uliy juyub',"
14,1574,"I also wrecker of it,","In puch yojol rech,"
14,1575,"As long as goes sun,","Chi b'e q'ij,"
14,1576,"As long as goes light,”","Chi b'e saq,”"
14,1577,He said therefore,Xcha' k'ut
14,1578,When he spoke.,Ta xch'awik.
14,1579,He said again therefore,Xcha' chi k'ut
14,1580,The Cabracan,Ri Kab'raqan
14,1581,"To them the Hunahpu,","Chike ri Junajpu,"
14,1582,Xbalanque.,Xb'alanke.
14,1583,“Where did you come from?,“Jupacha xpetik?
14,1584,Not I know your faces.,Mawi weta'm i wach.
14,1585,What are your names?” said Cabracan.,Naqi pa i b'i'?” xcha' Kab'raqan.
14,1586,“There are not our names.,“Maja b'i qa b'i'.
14,1587,"Merely we have blowgun hunted,","Xa oj ub'om,"
14,1588,Merely also we have trapped in mountains.,Xa pu oj tzarab'om pa taq juyub'.
14,1589,Merely we poor orphans.,Xa oj meb'a'.
14,1590,There is not what is ours you boy.,Maja b'i naqi la' qech at k'ajol.
14,1591,"Merely small mountains,","Xa ch'uti juyub',"
14,1592,Merely great mountains we go you boy.,Xa nima juyub' kojb'ek at k'ajol.
14,1593,This therefore the one great mountain we saw.,Are' k'u ri jun nima juyub' xqilo.
14,1594,Merely incessantly,Xa kokil
14,1595,"It grows,","Kak'iyik,"
14,1596,Truly far it rises up.,Qitzij najt kaq'anik.
14,1597,"Merely it increases in size,","Xa kaq'upupik,"
14,1598,It surpasses to its top mountains all.,Kik'owik chuwi' juyub' ronojel.
14,1599,"There is not therefore one,","Ma k'u ja b'i jun,"
14,1600,Two birds,Kaib' tz'ikin
14,1601,We caught before its face you boy.,Mi xqak'am chuwach at k'ajol.
14,1602,Is it therefore true you fell all mountains you boy?”,We k'ut qitzij kawulij ronojel juyub' at k'ajol?”
14,1603,"They asked the Hunahpu,","Xecha' ri Junajpu,"
14,1604,Xbalanque to Cabracan.,Xb'alanke chire Kab'raqan.
14,1605,“Not true you saw it,“Ma qitzij xiwilo
14,1606,The mountain you say?,Ri juyub' kib'ij?
14,1607,Where is it?,Apa k'o wi?
14,1608,"You shall see it surely,","Xchiwil na,"
14,1609,I shall fell it down.,Xchinwulij qajoq.
14,1610,Where did you see it?”,Apa xiwil wi?”
14,1611,“There then it is,“Chila' b'a k'o wi
14,1612,"At its coming out sun,”","Chi releb'al q'ij,”"
14,1613,"They said therefore Hunahpu,","Xecha' k'ut Junajpu,"
14,1614,Xbalanque.,Xb'alanke.
14,1615,“Good.,“Utz.
14,1616,"Take our road,”","Chik'ama' qa b'e,”"
14,1617,"They were told therefore,","Xe'uchax k'u,"
14,1618,The two boys.,Ri e kaib' chi k'ajolab'.
14,1619,"“There is not, merely you take middle","“Maja b'i, xa kachape nik'aj"
14,1620,"Between us you are,","Chiqaxo'l katk'oje' wi,"
14,1621,"One to your left,","Jun chamox,"
14,1622,One to your right hand of us.,Jun chawikiq'ab' chiqe.
14,1623,"Because there are our blowguns,","Rumal k'o qa wub',"
14,1624,"If there are birds we will shoot them,”","We k'o tz'ikin chiqawub'aj,”"
14,1625,They said therefore.,Xecha' k'ut.
14,1626,They rejoice,Keki'kot
14,1627,That they will practice,Chikitijtob'ela'
14,1628,Their blowgun shooting.,Ki wub'anik.
14,1629,"This therefore when they shoot blowguns,","Are' k'u ri ta kewub'anik,"
14,1630,Not surely clay its pellet their blowguns.,Ma na ulew taj u b'aq' ki wub'.
14,1631,Merely they would blow at the birds when they would shoot blowguns.,Xa chikuxlab'ij ri tz'ikin ta chikiwub'aj.
14,1632,He would be amazed therefore the Cabracan.,Chumayijaj k'u ri Kab'raqan.
14,1633,Then they twist-drilled therefore,Ta xkib'aq k'u
14,1634,Their fire the boys.,Ki q'aq' ri k'ajolab'.
14,1635,They roasted therefore their birds on its face fire.,Xkib'ol k'ut ki tz'ikin chuwach q'aq'.
14,1636,One therefore bird they coated quicklime,Jun k'ut tz'ikin xkik'u'l sajkab'
14,1637,On its skin.,Chirij.
14,1638,White earth they put on it.,Saqi ulew xkikojo.
14,1639,“This therefore we will give to him,“Are' k'ut chiqaya' chire
14,1640,"When become ravenous with hunger,","Ta jiq'onoq,"
14,1641,When he savors also its aroma our birds.,Ta chutziqa' puch ruxlab' qa tz'ikin.
14,1642,Then he is defeated.,Ta ch'akajoq.
14,1643,This therefore the earth shall enter,Are' k'u ri ulew xchok
14,1644,On its skin,Chirij
14,1645,Bird by us in earth,Tz'ikin qumal pulew
14,1646,We will cook it.,Chiqatzak wi.
14,1647,Thus in earth,Keje' k'ut pulew
14,1648,He will be buried.,Chimuq wi.
14,1649,"If great,","We nima,"
14,1650,"Sage,","Eta'manel,"
14,1651,"One framing,","Jun tz'aq,"
14,1652,"One shaping,","Jun b'it,"
14,1653,"Then may it be sown,","Ta chawaxoq,"
14,1654,"Then may it dawn,” they said the boys.","Ta saqiroq,” xecha' ri k'ajolab'."
14,1655,“Because merely he shall desire,“Rumal xa xchirayin wi
14,1656,His wanting with all his heart,U k'u'xlal
14,1657,"This which he will eat,","Ri' chiti'k,"
14,1658,"Which will be cooked,","Chichaq'uxik,"
14,1659,Thus shall desire,Keje' xchurayij
14,1660,"His heart the Cabracan,”","U k'u'x ri Kab'raqan,”"
14,1661,"They said to each other Hunahpu,","Xecha' chi kib'il kib' Junajpu,"
14,1662,Xbalanque.,Xb'alanke.
14,1663,"Then they roasted the birds,","Ta xkib'ol ri tz'ikin,"
14,1664,It was cooked therefore golden-brown its roasting.,Xchaq'aj k'ut q'an u b'olik.
14,1665,"It would drip now grease its skin the birds,","Chiyipowik chi kab'chiyanik kij ri tz'ikin,"
14,1666,It would smell fragrant its aroma.,Chik'owinik simisoj ruxlab'.
14,1667,He therefore the Cabracan,Are' k'u ri Kab'raqan
14,1668,Desires then to be fed.,Kurayij chik recha'xik.
14,1669,Merely it overflows,Xa kawajin
14,1670,Its secretions in his mouth.,U wa'l pu chi'.
14,1671,"Merely he gulps,","Xa kab'iq'ilajik,"
14,1672,He drools also,Kaqurulaj puch
14,1673,"His saliva,","U chub',"
14,1674,"His spittle,","U k'axaj,"
14,1675,Because of their fragrance birds.,Rumal u simsojil tz'ikin.
14,1676,Then he begged therefore:,Ta xutz'onoj k'ut:
14,1677,“What the your food?,“Naqi pa ri iwecha'?
14,1678,Truly delicious its aroma I smell.,Qitzij kus ruxlab' kanuna'o.
14,1679,"Give then a little to me,” he said therefore.","Chiya' ta sqaqi'n wech,” xcha' k'ut."
14,1680,Then they gave therefore a bird to him Cabracan.,Ta xya' k'ut jun tz'ikin chire Kab'raqan.
14,1681,His defeat therefore this.,U ch'akatajik k'u ri'.
14,1682,Then therefore he finished the bird.,K'ate k'ut xuk'is ri tz'ikin.
14,1683,"Then they went again therefore,","Ta xb'e chi k'ut,"
14,1684,They arrived therefore,Xe'opon k'u
14,1685,"There its coming out sun,","Chila' releb'al q'ij,"
14,1686,Where is the great mountain.,K'o wi ri nima juyub'.
14,1687,"He therefore,","Are' k'u,"
14,1688,"The Cabracan,","Ri Kab'raqan,"
14,1689,"Merely weakened now his legs,","Xa tub'ul chik raqan,"
14,1690,His arms.,U q'ab'.
14,1691,Not he will be strong again,Ma b'i chikowin chik
14,1692,Because of the earth coated,Rumal ri ulew xk'u'l
14,1693,On its skin bird,Chirij tz'ikin
14,1694,He ate.,Xuti'o.
14,1695,Not therefore is there now,Ma k'u ja b'i' chik
14,1696,What he did again to mountains.,Naqi la' xub'an chik chire juyub'.
14,1697,Not was it successful,Mawi xutzinik
14,1698,Their causing to be fallen apart.,Xwulijtaj.
14,1699,Then he was tied up therefore by boys.,Ta xim k'ut kumal k'ajolab'.
14,1700,Behind him tied up his hands.,Chirij xim wi u q'ab'.
14,1701,Care was taken of his hands by boys.,Xrilij u q'ab' kumal k'ajolab'.
14,1702,Tied up therefore its neck his legs its two together.,Xim k'ut u qul raqan u kab' ichal.
14,1703,"Then therefore they hurled him down into earth,","K'ate k'ut xkitarij qajoq pulew,"
14,1704,They buried him.,Xkimuqu.
14,1705,"Thus his being defeated Cabracan,","Keje' k'ut u ch'akatajik Kab'raqan,"
14,1706,These merely only,Ri' xa wi xere
14,1707,"Hunahpu,","Junajpu,"
14,1708,Xbalanque.,Xb'alanke.
14,1709,Not counted their deeds,Mawi ajilan ki b'anoj
14,1710,Here on its face earth.,Waral chuwach ulew.
14,1711,This then therefore we shall tell now,Are' chi k'ut xchiqab'ij chik
14,1712,Their birth,Kalaxik
14,1713,"Hunahpu,","Junajpu,"
14,1714,Xbalanque.,Xb'alanke.
14,1715,This first we told,Are' nab'e mi xqab'ij
14,1716,"The their being defeated Seven Macaw,","Ri ki ch'akatajik Wuqub' Kaqix,"
14,1717,"With Zipacna,","Ruk' Sipakna,"
14,1718,"With Cabracan,","Ruk' Kab'raqan,"
14,1719,Here,Waral
14,1720,On its face earth.,Chuwach ulew.
15,1721,THIS then therefore we shall name now,ARE' chi k'ut xchiqab'i'j chik
15,1722,His name their father,U b'i' ki qajaw
15,1723,"The Hunahpu,","Ri Junajpu,"
15,1724,Xbalanque.,Xb'alanke.
15,1725,We shall retell to its head.,Xqakamuluj chuwi'.
15,1726,Merely also we shall retell,Xa pu xqakamuluj
15,1727,"Its telling,","U b'ixik,"
15,1728,"Its account also,","U tzijoxik puch,"
15,1729,"Their being begotten the Hunahpu,","Ki k'ajolaxik ri Junajpu,"
15,1730,Xbalanque.,Xb'alanke.
15,1731,"Merely half we shall tell,","Xa nik'aj xchiqab'ij,"
15,1732,Merely little part its telling their father.,Xa ch'aqa'p u b'ixik ki qajaw.
16,1733,THIS therefore its account,WA'E k'ute u tzijoxik
16,1734,"These their names the One Hunahpu, they are called.","Are' ki b'i' ri Jun Junajpu, ke'uchaxik."
16,1735,"These therefore their parents, the Xpiyacoc,","Are' k'ut ki qajaw, ri Xpiyakok,"
16,1736,Xmucane.,Xmuqane.
16,1737,"In darkness,","Chi q'equ'mal,"
16,1738,"In night,","Chi aq'ab'al,"
16,1739,"They were born the One Hunahpu,","Xe'alaxik ri Jun Junajpu,"
16,1740,"Seven Hunahpu,","Wuqub' Junajpu,"
16,1741,"By Xpiyacoc,","Kumal Xpiyakok,"
16,1742,Xmucane.,Xmuqane.
16,1743,"This therefore the One Hunahpu two he had children,","Are' k'u ri Jun Junajpu e kaib' xeralk'u'alaj,"
16,1744,They also two his sons.,E pu kaib' u k'ajol.
16,1745,"One Batz his name first child,","Jun B'atz' u b'i' nab'e al,"
16,1746,One Chouen again therefore his name his second child.,Jun Chowen chi k'ut u b'i' u kab' al.
16,1747,This therefore her name their mother this:,Are' k'ut u b'i' ki chuch wa':
16,1748,"Xbaquiyalo she is called,","Xb'akiyalo chuchaxik,"
16,1749,His wife,Rixoqil
16,1750,One Hunahpu.,Jun Junajpu.
16,1751,This therefore the Seven Hunahpu,Are' k'u ri Wuqub' Junajpu
16,1752,There is not his wife.,Maja b'i rixoqil.
16,1753,"Merely his companion,","Xa u laq'el,"
16,1754,"Merely also second,","Xa pu u kab',"
16,1755,Merely servant his nature.,Xa k'ajol u k'oje'ik.
16,1756,"Great knowers,","E nima'q aj na'oj,"
16,1757,Great also their knowledge.,Nim puch keta'mab'al.
16,1758,Seers,E nik'wachinel
16,1759,Here on its face earth.,Waral chuwach ulew.
16,1760,"Merely good their nature,","Xa utz ki k'oje'ik,"
16,1761,Their arising also.,Ki yake'ik puch.
16,1762,They revealed talents,Xkik'utu na'wikil
16,1763,Before their faces,Chikiwach
16,1764,"The One Batz,","Ri Jun B'atz',"
16,1765,"One Chouen,","Jun Chowen,"
16,1766,His sons,U k'ajol
16,1767,One Hunahpu.,Jun Junajpu.
16,1768,"Flautists,","E aj su',"
16,1769,"Singers,","E aj b'ix,"
16,1770,"Their occupations also writers,","E aj pu aj tz'ib',"
16,1771,"Also carvers,","E nay pu aj k'ot,"
16,1772,"Jade workers,","E aj xit,"
16,1773,"Precious metalsmiths,","E aj puwaq,"
16,1774,"They became the One Batz,","Xe'uxik ri Jun B'atz',"
16,1775,One Chouen.,Jun Chowen.
16,1776,"This therefore the One Hunahpu,","Are' k'u ri Jun Junajpu,"
16,1777,"Seven Hunahpu,","Wuqub' Junajpu,"
16,1778,"Merely dice,","Xa sak,"
16,1779,"Merely ball,","Xa cha'j,"
16,1780,They would play,Chikib'ano
16,1781,Every day.,Ju ta q'ij.
16,1782,"Merely paired they would oppose each other,","Xa e kakab' chikik'ulelaj kib',"
16,1783,"Four all of them,","E kajib' chi konojel,"
16,1784,When they gather together,Ta kekuchmayijik
16,1785,In ballcourt.,Pa jom.
16,1786,"Would arrive therefore the Falcon,","Chul k'u ri Wok,"
16,1787,"Watcher of them,","Ilol ke,"
16,1788,His messenger,U samajel
16,1789,"Huracan then,","Juraqan chi,"
16,1790,"Youngest Thunderbolt,","Ch'i'pi Kaqulja,"
16,1791,Sudden Thunderbolt.,Raxa Kaqulja.
16,1792,"This therefore the Falcon,","Are' k'u ri Wok,"
16,1793,"Not far here on its face earth,","Mawi naj waral chuwach ulew,"
16,1794,Not far to Xibalba for him.,Mawi naj chi Xib'alb'a chire.
16,1795,Suddenly then he would arrive again,Lib'aj chi chopon chik
16,1796,In sky with Huracan.,Chi kaj ruk' Juraqan.
16,1797,They tarried here,Xeyaluj waral
16,1798,On its face earth.,Chuwach ulew.
16,1799,She had died,Xkaminaq
16,1800,By then therefore their mother,K'a k'ut ki chuch
16,1801,"The One Batz,","Ri Jun B'atz',"
16,1802,One Chouen.,Jun Chowen.
16,1803,This therefore its path Xibalba,Are' k'ut u b'e'el Xib'alb'a
16,1804,They played ball.,Xecha'j wi.
16,1805,Then they heard it therefore,Ta xkita k'ut
16,1806,"One Death,","Jun Kame,"
16,1807,"Seven Death,","Wuqub' Kame,"
16,1808,Its lords Xibalba.,Rajawal Xib'alb'a.
16,1809,“What is this being done,“Naqi pa ri' kab'an
16,1810,On its face earth?,Chuwach ulew?
16,1811,"Merely they stomp about,","Xa keniknotik,"
16,1812,Merely also they shout.,Xa pu kejuminik.
16,1813,May they go to summon,Keb'e ta taqoq
16,1814,Here.,Waral taj.
16,1815,They arrive to play ball.,Ke'ul cha'j wi.
16,1816,May we defeat them therefore.,Keqach'ak ta k'ut.
16,1817,"Merely there is not our being honored by them,","Xa maja b'i qa nimaxik kumal,"
16,1818,"There is not their honor,","Maja b'i ki nim,"
16,1819,There is not also their respect,Ma pu ja b'i' ki xob'
16,1820,Comes to be.,Kuxik.
16,1821,"Certainly they act arrogantly here over our heads,”","Xax kejikik uloq pa qa wi',”"
16,1822,They said therefore all Xibalba.,Xecha' k'ut kono[jel] Xib'alb'a.
16,1823,Then they gathered,Ta xkik'am
16,1824,"Their thoughts all of them,","Ki na'oj konojel,"
16,1825,"These their names One Death,","Ri' ki b'i' Jun Kame,"
16,1826,Seven Death.,Wuqub' Kame.
16,1827,"Great judges,","E nima'q q'atol tzij,"
16,1828,These therefore the lords all of them.,Are' k'u ri ajawab' ronojel.
16,1829,"Given his task,","Ya'ol u patan,"
16,1830,"His dominion as well,","Rajawarem puch,"
16,1831,"Each of lords by One Death,","Jujun chi ajawab' rumal Jun Kame,"
16,1832,Seven Death.,Wuqub' Kame.
16,1833,"These therefore the Flying Scab,","Are' k'u ri Xik'iri Pat,"
16,1834,Gathered Blood their names lords.,Kuchuma Kik' u b'i' ajaw.
16,1835,"This therefore their task,","Are' k'ut ki patan,"
16,1836,The blood they would sicken person.,Ri kik' chuyab'ij winaq.
16,1837,"These then therefore the Demon Pus,","Are' chi k'u ri Ajal Puj,"
16,1838,Demon Jaundice then their lords.,Ajal Q'ana chik ki ajawab'.
16,1839,"This therefore their dominion,","Are' k'ut kajawarem,"
16,1840,These would swell up person.,Ri' chisipojik winaq.
16,1841,"Would come pus on its skin his legs,","Chipe puj chirij raqan,"
16,1842,"Would come jaundice on its skin his face,","Chipe q'ana chirij u wach,"
16,1843,To jaundice as it is said.,Chuq'anel chuchaxik.
16,1844,Then therefore their dominion,K'ate k'ut rajawarem
16,1845,"Demon Pus,","Ajal Puj,"
16,1846,Demon Jaundice.,Ajal Q'ana wi.
16,1847,"These then therefore the lord Staff Bone,","Are' chi k'u ri ajaw Ch'ami'ya B'aq,"
16,1848,"Staff Skull,","Ch'ami'ya Jolom,"
16,1849,"Its staff bearers Xibalba,","Raj ch'ami'y Xib'alb'a,"
16,1850,Merely bones their staffs.,Xa b'aq ki ch'ami'y.
16,1851,"These therefore their staff bearers,","Are' k'ut kaj ch'ami'yal,"
16,1852,"These would skeletize person,","Ri' chib'aqir winaq,"
16,1853,"Truly to bone,","Qitzij chi b'aq,"
16,1854,To skulls now.,Chi jolom chik.
16,1855,"Then he would die emaciated bones,","Ta chikamik siyaj b'aq,"
16,1856,Swelling he would receive.,Xupan chik'amowik.
16,1857,"This their task Staff Bone,","Are' u patan wi Ch'ami'ya B'aq,"
16,1858,Staff Skull their names.,Ch'ami'ya Jolom ki b'i'.
16,1859,"These then therefore the lord Demon Sweepings,","Are' chi k'u ri ajaw Ajal Mes,"
16,1860,Demon Stabbings their names.,Ajal Toq'ob' ki b'i'.
16,1861,"This their task,","Are' ki patan,"
16,1862,These merely they would overtake person.,Ri' xa chik'ulwachij winaq.
16,1863,"If abandoned sweepings,","We tza mes,"
16,1864,"If dregs as well,","We pe pu,"
16,1865,"Behind house,","Chirij ja,"
16,1866,"Before its face house,","Chuwa ja,"
16,1867,"He would be overtaken,","Chik'ulwachix wi,"
16,1868,Merely they would stab him.,Xa chikitoq'o.
16,1869,"Then he would go face down on its face earth,","Ta chib'e jupuloq chuwach ulew,"
16,1870,Then he would die.,Ta chikamik.
16,1871,"This therefore their dominion Demon Sweepings,","Are' k'ut kajawarem Ajal Mes,"
16,1872,Demon Stabbings they are called.,Ajal Toq'ob' ke'uchaxik.
16,1873,"These then therefore the Lord Wing,","Are' chi k'u ri Ajaw Xik',"
16,1874,Packstrap their names.,Patan ki b'i'.
16,1875,"This their dominion the person who would die on road,","Are' kajawarem ri winaq chikam pa b'e,"
16,1876,Merely sudden death as it is called.,Xa rax kamik chuchaxik.
16,1877,"There would come blood in his mouth,","Chipe kik' pu chi',"
16,1878,Then he would die vomiting blood.,Ta chikamik chuxawaj kik'.
16,1879,"Merely each to their task,","Xa jujun chi patan,"
16,1880,Their shouldered burden.,Ki telela'on.
16,1881,"Merely they would wear out his neck,","Xa chikikosij u qulel,"
16,1882,His heart person.,U k'u'x winaq.
16,1883,Then he would die on road.,Ta chikam pa b'e.
16,1884,Merely they would cause it to happen outside,Xa chikik'ulmaj apanoq
16,1885,"If he would go walking,","We chib'inik,"
16,1886,They would arrive.,Chikul.
16,1887,"This therefore their dominion Wing,","Are' k'ut kajawarem Xik',"
16,1888,Packstrap this.,Patan ri'.
16,1889,These therefore they gathered together,Are' k'ut xkikuch
16,1890,Their thoughts these,Ki na'oj ri'
16,1891,"When they were persecuted,","Ta xetza'ixik,"
16,1892,When they were harassed as well,Ta xek'otob'ax puch
16,1893,"One Hunahpu,","Jun Junajpu,"
16,1894,Seven Hunahpu.,Wuqub' Junajpu.
16,1895,"This they desired Xibalba,","Are' xkirayij Xib'alb'a,"
16,1896,The their gaming things,Ri ketz'ab'al
16,1897,"One Hunahpu,","Jun Junajpu,"
16,1898,Seven Hunahpu:,Wuqub' Junajpu:
16,1899,"The their leathers,","Ri ki tz'um,"
16,1900,"Their yokes,","Ki b'ate,"
16,1901,"Their arm protectors,","Ki pach' q'ab',"
16,1902,"Their headdresses,","Ki yach wach,"
16,1903,Face masks also.,Wach sot puch.
16,1904,Their finery,Ki kawub'al
16,1905,"One Hunahpu,","Jun Junajpu,"
16,1906,Seven Hunahpu.,Wuqub' Junajpu.
16,1907,This then therefore we shall tell now,Are' chi k'ut xchiqab'ij chik
16,1908,Their journey to Xibalba.,Ki b'e'ik chi Xib'alb'a.
16,1909,"They remained therefore behind the One Batz,","Xekanaj k'u kanoq ri Jun B'atz',"
16,1910,"[One] Chouen,","[Jun] Chowen,"
16,1911,His sons,U k'ajol
16,1912,One Hunahpu.,Jun Junajpu.
16,1913,She had died their mother.,Xkaminaqoq ki chuch.
16,1914,Before above now their being defeated now,K'a chuwi' chik ki ch'akatajik chik
16,1915,"One Batz,","Jun B'atz',"
16,1916,"One Chouen,","Jun Chowen,"
16,1917,"By Hunahpu,","Kumal Junajpu,"
16,1918,Xbalanque.,Xb'alanke.
17,1919,"THEN therefore their coming messengers by One Death,","K'ATE k'ut ki petik samajel rumal Jun Kame,"
17,1920,Seven Death.,Wuqub' Kame.
17,1921,“Go you their councilors warriors.,“Kixb'ek ix raj pop achij.
17,1922,Go to summon,Je' i taqa
17,1923,"The One Hunahpu,","Ri Jun Junajpu,"
17,1924,Seven Hunahpu.,Wuqub' Junajpu.
17,1925,"Tell them when you arrive with them,","Kixcha' ta kixopon kuk',"
17,1926,‘They must come say lords to you.,‘Kepetoq kecha' ajawab' chiwech.
17,1927,Here may they arrive to play ball with us.,Waral taj ke'ul cha'ja wi quk'.
17,1928,May our faces be revived with them.,Chiqak'astaj ta qa wach kuk'.
17,1929,"Truly we marvel greatly now,","Qitzij kaqamayijaj k'i chi,"
17,1930,"Thus then they come, they say lords.","Keje' ta k'ut kepe wi, kecha' ajawab'."
17,1931,May they bring therefore hither,Chikik'am k'u uloq
17,1932,The their implements:,Ri ki chokonisan:
17,1933,"Their yokes,","Ki b'ate,"
17,1934,"Their arm protectors,","Ki pach' q'ab',"
17,1935,"Will come also the their rubber ball,","Chipe nay puch ri ki kik',"
17,1936,"They say lords,’","Kecha' ajawab',’"
17,1937,"Tell them when you shall arrive,”","Kixcha' ta kixoponoq,”"
17,1938,They were told the messengers.,Xe'uchaxik ri samajel.
17,1939,These therefore their messengers the owls:,Are' k'ut ki samajel ri tukur:
17,1940,Arrow Owl,"Ch'ab'i Tukur,"
17,1941,"One Leg Owl,","Juraqan Tukur,"
17,1942,"Macaw Owl,","Kaqix Tukur,"
17,1943,"Skull Owl,","Jolom Tukur,"
17,1944,"They are called,","Ke'uchaxik,"
17,1945,Its messengers Xibalba.,U samajel Xib'alb'a.
17,1946,"This the Arrow Owl,","Are' ri Ch'ab'i Tukur,"
17,1947,"Like arrow,","Keje' ri' ch'ab',"
17,1948,Merely piercing.,Xa kopkik.
17,1949,This therefore the One Leg Owl,Are' k'u ri Juraqan Tukur
17,1950,"Merely one his leg,","Xa jun raqan,"
17,1951,There are his wings.,K'o u xik'.
17,1952,This therefore the Macaw Owl,Are' k'u ri Kaqix Tukur
17,1953,"Red his back,","Q'aq' rij,"
17,1954,There are his wings.,K'o u xik'.
17,1955,"This now also the Skull Owl,","Are' chi nay puch ri Jolom Tukur,"
17,1956,Merely alone his skull.,Xa u tukel u jolom.
17,1957,"There are no his legs,","Maja b'i raqan,"
17,1958,Merely his wings there are.,Xa u xik' k'olik.
17,1959,"They four the messengers,","E kajib' ri samajel,"
17,1960,Their councilors warriors their burden.,Raj pop achijab' keqalem.
17,1961,"Then they came therefore there,","Ta xepe k'ut chila',"
17,1962,From Xibalba.,Chi Xib'alb'a.
17,1963,"Suddenly then they arrived,","Lib'aj chi xe'ulik,"
17,1964,They therefore perched,E k'u tak'al
17,1965,On its top ballcourt.,Chuwi' jom.
17,1966,"They play ball therefore,","Kecha'j k'ut,"
17,1967,"One Hunahpu,","Jun Junajpu,"
17,1968,"Seven Hunahpu,","Wuqub' Junajpu,"
17,1969,"In ballcourt,","Pa jom,"
17,1970,"The Honor,","Ri Nim,"
17,1971,"Respect,","Xob',"
17,1972,"Carchah, it is called","Karchaj, chuchaxik."
17,1973,They therefore alighted the owls,E k'u tak'atoj ri tukur
17,1974,On its top ballcourt.,Chuwi' jom.
17,1975,"Then they framed therefore their words,","Ta xkitz'aq k'ut ki tzij,"
17,1976,Merely only its order their words,Xa wi xere u cholik u tzij
17,1977,"One Death,","Jun Kame,"
17,1978,"Seven Death,","Wuqub' Kame,"
17,1979,"Demon Pus,","Ajal Puj,"
17,1980,"Demon Jaundice,","Ajal Q'ana,"
17,1981,"Staff Bone,","Ch'ami'ya B'aq,"
17,1982,"Staff Skull,","Ch'ami'ya Jolom,"
17,1983,"Flying Scab,","Xik'iri Pat,"
17,1984,"Gathered Blood,","Kuchuma Kik',"
17,1985,"Demon Sweepings,","Ajal Mes,"
17,1986,"Demon Stabbings,","Ajal Toq'ob',"
17,1987,"Wing,","Xik',"
17,1988,"Packstrap,","Patan,"
17,1989,"Their names all lords,","Ki b'i' konojel ajawab',"
17,1990,Were framed their words by owls.,Xtz'aq ki tzij kumal tukur.
17,1991,“Not their words they say lords,“Ma ki tzij kacha' ajaw
17,1992,"One Death,","Jun Kame,"
17,1993,Seven Death?,Wuqub' Kame?
17,1994,Their words then that they say.,Ki tzij b'a la' kecha'.
17,1995,We surely therefore companions to you.,Oj na k'u achb'ilay iwe.
17,1996,"‘You will bring hither the all gaming things,’","‘Chik'am uloq ri ronojel ketz'ab'al,’"
17,1997,They say lords.”,Kecha' ajawab'.”
17,1998,“Good then that.,“Utz b'a la'.
17,1999,"You wait for us first,","Kojiwoyob'ej na,"
17,2000,"We first leave instructions behind surely our mother,” they said therefore.","Oj na qa pixab'aj kan na qa chuch,” xecha' k'ut."
17,2001,"They went therefore to their home,","Xeb'e k'ut chi kochoch,"
17,2002,They spoke therefore to their mother.,Xecha' k'ut chire ki chuch.
17,2003,He had died their father.,Xkaminaqoq ki qajaw.
17,2004,“We go surely you our mother.,“Jo' na ix qa chuch.
17,2005,"Recently they arrive,","Xa et kulik,"
17,2006,"They arrived his messengers lord,","Mi xul u samajel ajaw,"
17,2007,Takers of us.,K'amol qe.
17,2008,"‘They must come,’ is said therefore.","‘Kepetoq,’ kacha' k'ut."
17,2009,They say,Kecha'
17,2010,Summoners of us.,Taqol qe.
17,2011,"It shall remain therefore behind this our rubber ball,” they said therefore.","Xchikanaj k'u kan wa' qa kik',” xecha' k'ut."
17,2012,Then they went to tie it up behind above house.,K'ate xb'e ki xima kanoq puwi' ja.
17,2013,"“We arrive surely,","“Kojul na,"
17,2014,Then we shall use it again.”,K'ate chiqachokonisaj chik.”
17,2015,"“Merely play the flute,","“Xa kixsu'anoq,"
17,2016,"Merely also sing,","Xa pu kixb'ixanoq,"
17,2017,"Write,","Kixtz'ib'anoq,"
17,2018,Carve.,Kixk'otonoq.
17,2019,"You shall warm our home,","Chimeq'oj qochoch,"
17,2020,"You shall warm also her heart your grandmother,”","Chimeq'oj puch u k'u'x iwati't,”"
17,2021,"They were told therefore One Batz,","Xe'uchax k'ut Jun B'atz',"
17,2022,One Chouen when they were instructed.,Jun Chowen ta xepixab'axik.
17,2023,Bitterly therefore,Q'usq'us k'ut
17,2024,She shall weep,Choq'
17,2025,"Their mother,","Ki chuch,"
17,2026,The Xmucane.,Ri Xmuqane.
17,2027,"“We go surely,","“Jo' na,"
