chap_num,line_num,eng_str,quc_str
34,4248,"All affliction,","Ronojel k'axk'ol,"
34,4249,"Misfortune done to them,","Ra'il xb'an chike,"
34,4250,Not they died by,Mawi xekamik rumal
34,4251,Its trials Xibalba.,U tijob'al Xib'alb'a.
34,4252,Not were they defeated by,Mawi xech'akatajik rumal
34,4253,All ravenous animals there are in Xibalba.,Ronojel ti'onel chikop e k'o chi Xib'alb'a.
34,4254,"Then therefore they summoned two seers,","K'ate k'ut ta xkitaq chi kaib' nik'wachinel,"
34,4255,As these visionaries.,Keje' ri' e ilol.
34,4256,They their names these:,Are' ki b'i' wa':
34,4257,"Descended,","Xulu,"
34,4258,Ascended.,Paqam.
34,4259,They sages.,E eta'manel.
34,4260,"“If we are asked about to you by its lords Xibalba,","“We kojtz'onoxik chiwe kumal rajawal Xib'alb'a,"
34,4261,Because of this our death.,Rumal ri' qa kamik.
34,4262,Their thoughts they combine,Ki na'oj kakinuk'
34,4263,"Because of this not we died,","Rumal ri' mawi mi xojkamik,"
34,4264,Not also we were defeated.,Ma pu mi xojch'akatajik.
34,4265,"We confounded their trials,","Mi xqasach ki tijob'al,"
34,4266,Not merely animals entered to us.,Ma xa chikop chok chiqe.
34,4267,This therefore its sign this in our hearts:,Are' k'u retal wa' chi qa k'u'x:
34,4268,Heated stones means of murder ours by them.,Chojim ab'aj kamisab'al qe kumal.
34,4269,"They gathered themselves all Xibalba,","Mi xekuchu kib' ronojel Xib'alb'a,"
34,4270,Not therefore truly then we die.,Ma k'u qitzij ta kojkamik.
34,4271,This therefore your thought,Are' k'u i na'oj
34,4272,This we shall tell.,Wa' xchiqab'ij.
34,4273,If you come to be asked by them,We kixul tz'onob'exoq kumal
34,4274,"About our death when we are burned,","Chirech qa kamik ta kojk'atoq,"
34,4275,"What shall you tell them,","Naqi xchikucha'j,"
34,4276,"You Descended,","Ix Xulu,"
34,4277,"You Ascended,","Ix Paqam,"
34,4278,If they speak to you?,We kecha' chiwe?
34,4279,‘Not good perhaps,‘Ma utz lo
34,4280,We will scatter then,Chiqatix ta
34,4281,"Their bones in canyon,’","Ki b'aqil pa siwan,’"
34,4282,‘If not then good?,‘We ma b'a utz?
34,4283,"Merely only again would be revived their faces,’ you say. Xa wi xere chik chik'astaj ki wach,’ kixcha'.",nan
34,4284,‘If then this good,‘We b'a are' utz
34,4285,Merely we shall hang them,Xa chiqaxekeb'a'
34,4286,In its top tree?’ then they say again to you.,Chuwi' che'?’ ta kecha' chik chiwe.
34,4287,"‘Certainly not good,","‘Xax ma utz wi,"
34,4288,"Merely only you would see before their faces,’ you say.","Xa wi xere chiwil chikiwach,’ kixcha'."
34,4289,Then they say again therefore,Ta kecha' chi k'ut
34,4290,"For third time,","Chi rox mul,"
34,4291,‘Merely then this its good thing,‘Xa b'a are' rutzil
34,4292,Merely we will scatter their bones in its course river?’,Xa chiqatix ki b'aqil pa raqan ja'?’
34,4293,"If therefore you are told then by them,","We k'ut kixuchax chik kumal,"
34,4294,"‘This good then that they die,","‘Are' utz b'a la' kekamik,"
34,4295,Then therefore good,K'ate k'u utz
34,4296,"That they would be ground their bones on its face stone,","Chijok' ki b'aqil chuwach ab'aj,"
34,4297,"Like would be ground fine maize flour,","Keje' ri' chike'x k'ajim jal,"
34,4298,Each one therefore would be ground.,Jujunal k'u chike'ik.
34,4299,"Then therefore would be scattered thither in its course river,K'ate k'u chitix ub'ik chi raqan a',",nan
34,4300,"Would be sprinkled on therefore river,","Chirikaj k'u a',"
34,4301,"That goes through small mountains,","Chib'e ch'uti juyub',"
34,4302,"Great mountains,’","Nima juyub',’"
34,4303,You say therefore.,Kixcha' k'ut.
34,4304,Then will be made manifest,Ta chik'utunisaj
34,4305,"The our counsel,","Ri qa pixab',"
34,4306,"We said to you,”","Mi xqab'ij chiwe,”"
34,4307,"Said Xhunahpu,","Xecha' Xjunajpu,"
34,4308,Xbalanque.,Xb'alanke.
34,4309,"When they gave counsel,","Ta xepixab'ik,"
34,4310,They knew of their death.,Xketa'maj ki kamik.
34,4311,"This is made the great heated stones,","Are' kab'an ri nima chojim ab'aj,"
34,4312,Like the pit oven.,Keje' ri chojib'al.
34,4313,"Truly they made it Xibalbans,","Qi xkib'an Xib'alb'a,"
34,4314,Great coals they placed.,Nima'q xaq xkikojo.
34,4315,"Then therefore arrived messengers,","K'ate k'ut xul samajel,"
34,4316,"Accompaniers theirs,","Achb'ilay ke,"
34,4317,"Their messengers One Death,","U samajel Jun Kame,"
34,4318,Seven Death.,Wuqub' Kame.
34,4319,“‘May they come!,“‘Kepetoq!
34,4320,"We go then with boys,","Kojb'e ta kuk' k'ajolab',"
34,4321,To go then,Chib'e ta
34,4322,To see,Kila'
34,4323,"Until we cook you up,’","K'a kixqachojij,’"
34,4324,"Say lords,","Kacha' ajaw,"
34,4325,"You boys,”","Ix k'ajolab',”"
34,4326,They were told.,Xe'uchaxik.
34,4327,"“Good then that,”","“Utz b'a la',”"
34,4328,They said therefore.,Xecha' k'ut.
34,4329,"Quickly they went,","Anim xeb'ek,"
34,4330,They arrived therefore at its mouth pit oven.,Xe'opon k'ut chuchi' choj.
34,4331,There therefore they wanted to force,Chiri' k'ut xeraj ch'ij wi
34,4332,Into playing.,Chi etz'anem.
34,4333,"“Let us jump over this the our sweet drink,","“Qach'opij wa'e ri qa ki',"
34,4334,"Four times,","Kaj taq mul taj,"
34,4335,Across it,Chi q'axiq'aj
34,4336,"Each one of us,","Chiqajujunal,"
34,4337,"You boys,” they were told therefore","Ix k'ajolab',” xecha'x k'ut"
34,4338,By One Death.,Rumal Jun Kame.
34,4339,“Not this you pluck us this.,“Mawi are' kojimich' wi ri'.
34,4340,"Not do we know our death,","Ma pa qeta'm qa kamik,"
34,4341,You lords?,Ix ajawab'?
34,4342,"You will see it surely,” they said therefore.","Chiwila' na,” xecha' k'ut."
34,4343,"Then they faced each others face,","Ta xkik'ulawachij ki wach,"
34,4344,"They spread their hands both of them,","Xkirip ki q'ab' ki kab' ichal,"
34,4345,"They also headfirst when they went in pit oven,","E pu jupujuj ta xeb'ek pa choj,"
34,4346,There therefore they died both of them.,Chiri' k'ut xekam wi ki kab' ichal.
34,4347,They rejoice now therefore,Keki'kot chi k'ut
34,4348,All Xibalbans.,Ronojel Xib'alb'a.
34,4349,"Contented their shouting,","Taqal ki yuyub',"
34,4350,Contented their whistling.,Taqal ki xulq'ab'.
34,4351,“We defeated them!,“Mi xeqach'ako!
34,4352,"Truly not too soon they gave themselves,” they said.","Qitzij mawi ata'n xkiya' kib',” xecha'."
34,4353,"Then therefore their summoning the Descended,","K'ate k'ut ki taqik ri Xulu,"
34,4354,"Ascended,","Paqam,"
34,4355,They left behind their word.,Xkanaj wi ki tzij.
34,4356,Merely only were asked,Xa wi xare xtz'onox
34,4357,"These went their bones,","Ri xb'e wi ki b'aqil,"
34,4358,When they divined Xibalbans.,Ta xeq'ijin Xib'alb'a.
34,4359,"Were ground their bones,","Xjok' ki b'aqil,"
34,4360,"Were strewn along its course river,","Xb'e tixoq chi raqan a',"
34,4361,Not therefore they went then far away.,Ma k'u xeb'e ta chi naj.
34,4362,Merely straightaway they sank beneath water.,Xa ju su xeqaj chuxe' a'.
34,4363,"Chosen boys they came to be,","E cha'om k'ajolab' xe'uxik,"
34,4364,Merely only their faces came to be.,Xa wi xere ki wach xuxik.
34,4365,"They appeared again therefore,","Xek'utun chi k'ut,"
35,4366,ON fifth day therefore they appeared again.,CHI ro' b'ix k'ut xek'utun chik.
35,4367,"They were seen in river by people,","Xe'il chi ya' rumal winaq,"
35,4368,They two like the mere people fish they appeared.,E kaib' keje' ri xa winaq kar xewachinik.
35,4369,"When were seen their faces by Xibalbans,","Ta xil ki wach kumal Xib'alb'a,"
35,4370,They were searched for therefore in rivers.,Xetzukux k'ut chi taq ya'.
35,4371,"Very next day therefore they would appear,","Xchuweqa k'ut kek'utunoq,"
35,4372,"They two as poor orphans,",E kaib' chi meb'a'.
35,4373,"Rags their fronts,","Atz'iyaq ki wach,"
35,4374,"Rags also on their backs,","Atz'iyaq pu kij,"
35,4375,Rags therefore their coverings.,Atz'iyaq k'ut ki q'u'.
35,4376,"Not surely they would do henceforth then their appearance, Ma na chib'an an ta ki wach,",nan
35,4377,When truly they were seen by Xibalbans.,Ta qi xe'ilik rumal Xib'alb'a.
35,4378,Various now therefore they did it,Jala chi k'ut xkib'ano
35,4379,"Merely Dance Whippoorwill,","Xa Xajoj Pujuy,"
35,4380,"Dance Weasel,","Xajoj Kux,"
35,4381,"Merely Armadillo they danced,","Xa Ib'oy xkixajo,"
35,4382,"Merely Centipede,","Xa Xtz'ul,"
35,4383,Merely Injury they danced now.,Xa Ch'itik xkixaj chik.
35,4384,Many marvels they did now.,K'iya mayijab'al xkib'an chik.
35,4385,"They burned house like it truly would burn,","Xkiporoj ja keje' ri' qitzij chik'atik,"
35,4386,Immediately now therefore they would create again.,Lib'aj chi k'ut chiwinaqir chik.
35,4387,Crowded now Xibalbans to watch.,Tzatz chi Xib'alb'a chika'yik.
35,4388,Then they would sacrifice themselves.,K'ate chikipus kib'.
35,4389,"He would die one of them,","Chikam jun chike,"
35,4390,He would throw himself down surely in death.,Chipune' na chi kaminaqil.
35,4391,"First they would kill themselves,","Nab'e chikikamisaj kib',"
35,4392,Merely only immediately will be revived again their faces. Xa wi xere lib'aj chik'astaj wi chi u wach.,nan
35,4393,"Merely they watch with admiration Xibalbans,","Xa kika'y Xib'alb'a,"
35,4394,When they would do it.,Ta chikib'ano.
35,4395,"All they did now,","Ronojel xkib'an chik,"
35,4396,"Its groundwork now,","U xe'najik chik,"
35,4397,Defeat theirs,Ch'akb'al kech
35,4398,Xibalbans by them.,Xib'alb'a kumal.
36,4399,THEN now also its arrival now,K'ATE chi puch roponik chik
36,4400,Its news their dances,U tzijel ki xajoj
36,4401,"In ears lords One Death,","Chi xikin ajawab' Jun Kame,"
36,4402,Seven Death.,Wuqub' Kame.
36,4403,"They said when they heard it,","Xcha' ta xkita'o,"
36,4404,“Who the two poor orphans?,“Naqi ri e kaib' meb'a'?
36,4405,Is it true that delightful?,La qitzij wi chi kus?
36,4406,True also that beautiful,Qitzij wi pu chi jeb'elik
36,4407,"Their dancing,","Ki xajowik,"
36,4408,All they do?” they asked therefore.,Ronojel kakib'ano?” xcha' k'ut.
36,4409,"Their account arrived with lords,","Ki tzijoxik xoponik kuk' ajawab',"
36,4410,Delighted they heard it.,Kus xkita'o.
36,4411,"Then they entreated therefore their messengers,","Ta xb'ochi' k'ut ki samajel,"
36,4412,Summoners that they come:,Taqol chi kepetoq:
36,4413,"“‘May they arrive to do it,","“‘Chul ta ki b'ana',"
36,4414,That we watch.,Qaka'y.
36,4415,"We would marvel at it,","Keqamayijaj taj,"
36,4416,"We would watch it also,","Keqaka'yij ta puch,"
36,4417,"They say lords,’","Kecha' ajawab',’"
36,4418,"They say it to them,”","Kixcha' chike,”"
36,4419,Were told the messengers.,Xuchax ri samajel.
36,4420,They arrived therefore with the dancers.,Xe'opon k'ut kuk' ri xajol.
36,4421,Then they spoke therefore,Ta xch'aw k'ut
36,4422,Their word lords to them.,Ki tzij ajawab' chike.
36,4423,“Not then we would want to,“Ma b'a chiqaj
36,4424,Because the truth we are timid.,Rumal ri qitzij kojxob'ik.
36,4425,Not merely not we are ashamed,Ma xa mawi kojk'ixb'ik
36,4426,We enter out into lordly house.,Kojok apanoq chi ajawal ja.
36,4427,"Because truly ugly our faces,","Rumal qi itzel qa wach,"
36,4428,Not merely their largeness our eyes in poverty.,Ma xa ki nima'q u b'aq' qa wach chi meb'a'.
36,4429,Not perhaps is seen to them merely we dancers?,Ma xa on ril chire xa oj xajol?
36,4430,What then would we say to our fellow poor orphans?,Naqi ta chiqab'ij chike qach meb'a'?
36,4431,"There is responsibility, they desire also the our dancing,","K'o k'am, kurayij nay pu ri qa xajoj,"
36,4432,They revive their faces with us.,Kakik'astaj ki wach quk'.
36,4433,"Not like it therefore we shall do to them the lords,","Ma keje' la' k'u xchiqab'an chike ri ajawab',"
36,4434,"Thus not we want to,","Keje' k'u mawi kaqaj wi,"
36,4435,"You messengers,”","Ix samajel,”"
36,4436,"They said therefore,","Xecha' k'ut,"
36,4437,"The Hunahpu,","Ri Junajpu,"
36,4438,Xbalanque.,Xb'alanke.
36,4439,"They were pestered surely their faces upon misfortune,","Xelejeb'ex na ki wach chuwi' ra',"
36,4440,Upon pain.,Chuwi' k'ax.
36,4441,"Red misfortune they went,","Kaq ra'il xeb'ek,"
36,4442,Not too soon they wanted to have gone.,Mawi ata'n xkaj b'enam.
36,4443,"Many times they were compelled,","K'iya mul xech'ijik,"
36,4444,"Merely they would make little progress,","Xa chimachka'y,"
36,4445,"Messengers before them,","Samajel chikiwach,"
36,4446,Obtainers theirs.,K'amol ke.
36,4447,Then they went therefore with lord.,Ta xeb'e k'ut ruk' ajaw.
37,4448,THEY arrived also with lords.,XE'OPON puch kuk' ajawab'.
37,4449,"They pretend to be humble,","Kemoch'och'ik,"
37,4450,"They would prostrate themselves they arrived,","Chikixulela ki wach xe'oponik,"
37,4451,"They humbled themselves,","Xkikemelaj kib',"
37,4452,"They would stoop over,","Chikiluk kib',"
37,4453,"They would bow,","Chikipach kib',"
37,4454,"They would conceal themselves with rags,","Chimayo kib' chi atz'iyaq,"
37,4455,True that poor orphans their appearance they arrived.,Qitzij wi chi meb'a' ki wachib'al xe'oponik.
37,4456,Then they were asked therefore,Ta xtz'onox k'ut
37,4457,"Their mountains,","Ki juyub'al,"
37,4458,Their nation as well.,Kamaq' puch.
37,4459,"They were asked also their mother,","Xtz'onox nay puch ki chuch,"
37,4460,Their father.,Ki qajaw.
37,4461,“Where do you come from?”,“Apa kixpe wi?”
37,4462,They were asked.,Xe'uchaxik.
37,4463,“Not then we know you lord.,“Ma b'a qeta'on at ajaw.
37,4464,Not we learned their faces,Mawi xqeta'maj u wach
37,4465,"Our mother,","Qa chuch,"
37,4466,Our father.,Qa qajaw.
37,4467,Still we were small,K'a oj ch'uti'koq
37,4468,"When they died,”","Ta xekamik,”"
37,4469,Merely they said.,Xa xecha'.
37,4470,Not anything they told.,Mawi naqi la' xkib'ij.
37,4471,"“Good then that,","“Utz b'a la',"
37,4472,May it be done then our spectacle.,Chib'an ta b'a qa ka'y.
37,4473,"What do you want,","Naqi chiwaj,"
37,4474,Your payment we will give?” they were asked.,Iwajil chiqaya'o?” xe'uchaxik.
37,4475,“Not then we want.,“Ma b'a kaqaj.
37,4476,"True that we are afraid,” they said again to lord.","Qitzij chi kaqaxib'ij qib',” xecha' chik chire ajaw."
37,4477,"“Do not be afraid,","“Mixib'ij iwib',"
37,4478,Do not be timid.,Mixxob'ik.
37,4479,Dance!,Kixxajowoq!
37,4480,This then first you will dance,Are' ta nab'e chixaj
37,4481,"This you sacrifice then yourselves,","Ri kixpusu' ta iwib',"
37,4482,You will burn then therefore the my home.,Chiporoj ta k'u ri wochoch.
37,4483,Do everything,Chib'ana' ronojel
37,4484,That you know.,Ri iweta'm.
37,4485,We would watch it,Kojka'y taj
37,4486,We want it.,Kaqaj.
37,4487,This because of our hearts,Are' uma qa k'u'x
37,4488,You go summoned.,Kixb'e taqoq.
37,4489,"Because you poor orphans,","Rumal ix meb'a',"
37,4490,"We will give your price,” they were told therefore.","Chiqaya' iwajil,” xe'uchax k'ut."
37,4491,"Then they began therefore their songs,","Ta xkitikib'a' k'ut ki b'ix,"
37,4492,Their dances.,Ki xajoj.
37,4493,"Then came therefore all the Xibalbans,","Ta xul k'ut ronojel ri Xib'alb'a,"
37,4494,They overflowed spectators.,Xepulik e ka'yel.
37,4495,Everything therefore,Ronojel k'ut
37,4496,They danced:,Xkixajo:
37,4497,"They danced Weasel,","Xkixaj Kux,"
37,4498,"They danced Whippoorwill,","Xkixaj Pujuy,"
37,4499,They danced Armadillo.,Xkixaj Ib'oy.
37,4500,Said therefore lord to them:,Xcha' k'u ajaw chike:
37,4501,"“Sacrifice the my dog,","“Chipusu' ri nu tz'i',"
37,4502,"Revive again his face by you,”","Chik'astaj chi u wach iwumal,”"
37,4503,They were told.,Xe'uchaxik.
37,4504,"“Fine,”","“We',”"
37,4505,They said.,Xecha'.
37,4506,"Then they sacrificed dog,","Ta xkipus tz'i',"
37,4507,Revived again his face.,Xk'astaj chi u wach.
37,4508,Truly therefore would rejoice the dog,Qitzij k'u chiki'kot ri tz'i'
37,4509,When was revived his face.,Ta xk'astaj u wach.
37,4510,He would vigorously wag his tail,Chusaqb'isala' u je'
37,4511,When was revived his face.,Ta xk'astaj u wach.
37,4512,Said therefore lord to them:,Xcha' k'u ajaw chike:
37,4513,"“Burn surely then my home,”","“Chiporoj na b'a wochoch,”"
37,4514,They were told next.,Xe'uchax chik.
37,4515,Then they burned therefore his home lord.,Ta xkiporoj k'ut rochoch ajaw.
37,4516,"Overflowing lords in house all of them,","E pulinaq ajawab' pa ja konojel,"
37,4517,Not they were burned.,Mawi xek'atik.
37,4518,"Immediately now again it was restored,","Lib'aj chi chik xkutzinisaj,"
37,4519,Not surely straightaway lost the his home One Death.,Ma na ju su sachik ri rochoch Jun Kame.
37,4520,They marveled therefore,Xkimayijaj k'ut
37,4521,All lords.,Konojel ajawab'.
37,4522,"Merely therefore only they dance,","Xa wi k'u xere kexajowik,"
37,4523,Greatly they rejoice.,Nim keki'kotik.
37,4524,They were told next therefore,Xe'uchax chi k'ut
37,4525,"By lord,","Rumal ajaw,"
37,4526,"“Kill surely therefore a person,","“Chikamisaj na k'u jun winaq,"
37,4527,"Sacrifice him not then therefore he will die,”","Chipusu' ma ta k'u chikamik,”"
37,4528,They were told therefore.,Xe'uchax k'ut.
37,4529,"“Good then that,” they said.","“Utz b'a la',” xecha'."
37,4530,"Then they seized therefore a person,","Ta xkichap k'ut jun winaq,"
37,4531,Then they sacrificed him.,K'ate xkipusu.
37,4532,"They extracted therefore up his heart the one person,","Xkipoq'oj k'u aq'anoq u k'u'x ri jun winaq,"
37,4533,They placed it therefore before their faces lords.,Xkik'olob'a' k'ut chikiwach ajawab'.
37,4534,"They marveled at it now therefore One Death,","Xkimayijaj chi k'ut Jun Kame,"
37,4535,Seven Death.,Wuqub' Kame.
37,4536,Immediately now therefore was revived again his face,Lib'aj chi k'ut xk'astaj chi u wach
37,4537,The one person by them.,Ri jun winaq kumal.
37,4538,Greatly would rejoice his heart,Nim chiki'kot u k'u'x
37,4539,When was revived his face.,Ta xk'astaj u wach.
37,4540,They marveled at it therefore,Xkimayijaj k'ut
37,4541,Lords.,Ajawab'.
37,4542,"“Sacrifice now surely therefore yourselves,","“Chipusu' chi na k'u iwib',"
37,4543,We would see it.,Chiqil taj.
37,4544,"Truly desire our hearts the your dance,”","Qitzij kurayij qa k'u'x ri i xajoj,”"
37,4545,Said again therefore lords.,Xecha' chi k'u ajawab'.
37,4546,"“Good then that, you lord,”","“Utz b'a la', at ajaw,”"
37,4547,They said therefore.,Xecha' k'ut.
37,4548,Then also they sacrificed themselves.,K'ate puch xkipus kib'.
37,4549,"He therefore was sacrificed,","Are' k'u xpus,"
37,4550,The Xhunahpu,Ri Xjunajpu
37,4551,By Xbalanque.,Rumal Xb'alanke.
37,4552,Each one therefore,Jujunal k'u
37,4553,Was cut in pieces,Xperepoxik
37,4554,"His legs,","Raqan,"
37,4555,His arms.,U q'ab'.
37,4556,"Came off his head,","Xel u jolom,"
37,4557,It was placed out far away.,Xk'ole' aponoq chi naj.
37,4558,"Was dug out his heart,","Xk'otix uloq u k'u'x,"
37,4559,Was placed on its face leaf.,Xch'eqe' chuwach tz'alik.
37,4560,"They are drunk therefore these,","Keq'ab'ar k'u ri',"
37,4561,All its lords Xibalba at sight.,Ronojel rajawal Xib'alb'a chi ka'y.
37,4562,"Merely therefore one other goes on dancing,","Xa k'u jun chi kaxajowilab'ik,"
37,4563,The Xbalanque.,Ri Xb'alanke.
37,4564,“Arise!” he said therefore.,“Kawa'lijoq!” xcha' k'ut.
37,4565,Immediately again therefore was revived his face.,Lib'aj chi k'ut xk'astaj u wach.
37,4566,Greatly they rejoice.,Nim keki'kotik.
37,4567,"Merely like they rejoice lords,","Xa wi keje' keki'kot ajawab',"
37,4568,Merely they doing it.,Xa wi are' keb'anowik.
37,4569,Rejoice their hearts,Kaki'kot ki k'u'x
37,4570,"One Death,","Jun Kame,"
37,4571,Seven Death.,Wuqub' Kame.
37,4572,"Like these they dance,","Keje' ri' are' kexajowik,"
37,4573,They sense it.,Kakina'o.
38,4574,"THEN also their desire,","K'ATE puch u rayinik,"
38,4575,Its abandonment also their hearts lords,U malinik pu ki k'u'x ajawab'
38,4576,"To their dances Xhunahpu,","Chire ki xajoj Xjunajpu,"
38,4577,Xbalanque.,Xb'alanke.
38,4578,"Then came out therefore their words One Death,","Ta xel k'u ki tzij Jun Kame,"
38,4579,Seven Death:,Wuqub' Kame:
38,4580,“Do it to us!,“Chib'ana' chiqe!
38,4581,Sacrifice us!” they said therefore.,Kojipusu'!” xecha' k'ut.
38,4582,"“The same way sacrifice us,”","“Junal taj kojipusu',”"
38,4583,They said therefore,Xecha' k'ut
38,4584,"One Death,","Jun Kame,"
38,4585,Seven Death,Wuqub' Kame
38,4586,"To the Xhunahpu,","Chike ri Xjunajpu,"
38,4587,Xbalanque.,Xb'alanke.
38,4588,"“Good then that, they will be revived your faces.","“Utz b'a la', chik'astaj i wach."
38,4589,Are not you death?,Ma pa ix k'o kam?
38,4590,"We also gladdeners yours,","Oj pu ki'kotirisay iwe,"
38,4591,You also their lords,Ix pu rajawal
38,4592,"Your vassals,","Iwal,"
38,4593,"Your servants,”","I k'ajol,”"
38,4594,They said therefore,Xecha' k'ut
38,4595,To lords.,Chike ajawab'.
38,4596,"This therefore first to be sacrificed,","Are' k'u nab'e xpus,"
38,4597,"The truly its head lord,","Ri qi u jolom ajaw,"
38,4598,One Death,Jun Kame
38,4599,"His name,","U b'i',"
38,4600,Its lord Xibalba.,Rajawal Xib'alb'a.
38,4601,Dead now therefore One Death.,Kaminaq chi k'ut Jun Kame.
38,4602,Then was seized next Seven Death.,Ta xchap chik Wuqub' Kame.
38,4603,Not were revived again their faces.,Mawi xk'astaj chi ki wach.
38,4604,Then also they go out,K'ate pu kelik
38,4605,Xibalbans by their feet.,Xib'alb'a chi kaqan.
38,4606,"These saw the lords,","Are' xkil ri ajawab',"
38,4607,They died.,Xekamik.
38,4608,"They torn now out,","E xaraxoj chub'ik,"
38,4609,They also torn open both of them.,E pu xaraxoxinaq ki kab' ichal.
38,4610,Merely therefore punishment their faces,Xa k'u k'ajisab'al ki wach
38,4611,They did.,Xb'anik.
38,4612,"Straightaway they executed the one lord,","Ju suk' xukamib'ej ri jun ajaw,"
38,4613,Not surely they revived again his face.,Ma na xkik'astaj chi u wach.
38,4614,"He therefore the one lord begged humbly surely,","Are' k'u ri jun ajaw xelaj na,"
38,4615,He wept surely before their faces the dancers.,Xoq' na chikiwach ri e xajol.
38,4616,"Not he accepted it,","Mawi xuk'ulu,"
38,4617,Not as well he found it.,Ma pu xuriqo.
38,4618,"“Pity my face,”","“Toq'ob' nu wach,”"
38,4619,He said when he sensed himself.,Xcha' ta xuna' rib'.
38,4620,"They finished therefore going all their vassals,","Xek'is k'u b'ek ronojel kal,"
38,4621,Their servants in great canyon.,Ki k'ajol pa nima siwan.
38,4622,Merely one they stuffed themselves,Xa jun xkib'alij wi kib'
38,4623,In great ravine.,Pa nima xolob'achan.
38,4624,There therefore they piled up.,Chiri' k'ut e tub'ul wi.
38,4625,Then gathered therefore,Ta xk'ulun k'ut
38,4626,"Not counted ants swarmed hither,","Mawi ajilan chi sanik tukuliy ula,"
38,4627,They go into canyon,Ke pa siwan
38,4628,"Like they were driven hither,","Keje' ri' xeb'eyo'x uloq,"
38,4629,Then they arrived therefore.,Ta xe'ul k'ut.
38,4630,They bowed down,Xkixul
38,4631,To give now themselves all of them.,Ki ya' chi kib' konojel.
38,4632,"They arrived begging humbly,","Xe'ul elajoq,"
38,4633,They arrived also weeping.,Xe'ul pu oq'oq.
38,4634,Thus they were defeated,Keje' k'ut kech'akatajik
38,4635,Its lords Xibalba.,Rajawal Xib'alb'a.
38,4636,"Merely miracle,","Xa mayijab'al,"
38,4637,Merely also their transformation themselves when they did it.,Xa pu ki jalwachib'al kib' ta xkib'ano.
38,4638,"Then also they named their names,","K'ate puch ta xkib'i'j ki b'i',"
38,4639,They named themselves before their faces all Xibalba.,Xkikob'isaj kib' chikiwach konojel Xib'alb'a.
39,4640,“HEAR our names!,“CHITA' qa b'i'!
39,4641,We shall name them.,Xchiqab'i'j.
39,4642,We shall name also,Xchiqab'i'j nay puch
39,4643,Their names our fathers to you.,U b'i' qa qajaw chiwe.
39,4644,We this.,Oj wa'.
39,4645,We,Oj
39,4646,"Xhunahpu,","Xjunajpu,"
39,4647,Xbalanque our names.,Xb'alanke qa b'i'.
39,4648,These therefore our fathers,Are' k'u qa qajaw
39,4649,These you killed:,Ri' xikamisaj:
39,4650,"One Hunahpu,","Jun Junajpu,"
39,4651,Seven Hunahpu their names.,Wuqub' Junajpu ki b'i'.
39,4652,"We therefore avengers of these their misfortunes,","Oj k'u paq'ol re wa'e ki ra'il,"
39,4653,Their afflictions the our fathers.,Ki k'axk'ol ri qa qajaw.
39,4654,Thus we endured,Keje' k'ut mi xqakuyu wi
39,4655,All afflictions you did to us.,Ronojel k'axk'ol mi xib'an chiqe.
39,4656,Thus we destroy all of you.,Keje' k'ut kixqasach wi iwonojel.
39,4657,We kill you.,Kixqakamisaj.
39,4658,"There is not now ones who get saved of you,”","Maja b'i chik kolotajel chiwe,”"
39,4659,They were told therefore.,Xe'uchax k'ut.
39,4660,"Then also they beg humbly,","K'ate puch kelajik,"
39,4661,They weep all Xibalba.,Koq'ik konojel Xib'alb'a.
39,4662,"“Pity our faces,","“Toq'ob' qa wach,"
39,4663,"You,","Ix,"
39,4664,"Hunahpu,","Junajpu,"
39,4665,Xbalanque.,Xb'alanke.
39,4666,"Truly we sinned to them,","Qitzij wi xojmakunik chike,"
39,4667,The your fathers you name.,Ri i qajaw kib'i'j.
39,4668,"They therefore buried,","La' k'ute e muqul,"
39,4669,"At Crushing Ballcourt,”","Chi Puk'b'al Cha'j,”"
39,4670,They said therefore.,Xecha k'ut.
39,4671,“Good then that.,“Utz b'a la'.
39,4672,This then the our word,Are' b'a ri qa tzij
39,4673,We shall say to you.,Xchiqab'ij chiwe.
39,4674,"Hear it all of you,","Chita' iwonojel,"
39,4675,You Xibalbans.,Ix Xib'alb'a.
39,4676,"Because not surely great again your day,","Rumal ma na nim chi i q'ij,"
39,4677,"Your posterity will become,","Iwalaxik chuxik,"
39,4678,With also not great again your offerings.,Ruk' nay puch mawi nim chi i kochib'al.
39,4679,Diminished now,Xsqaqi'n chik
39,4680,To sap croton.,Chi kik' jolomax.
39,4681,Not cleaned blood yours.,Mawi ch'ajom kik' iwe.
39,4682,"Merely griddles,","Xa xot,"
39,4683,"Merely worn out pots,","Xa aq'am,"
39,4684,"Merely flimsy things,","Xa ch'uch',"
39,4685,Unto its being brittle.,Chire xjeraxik.
39,4686,"Merely also its children grass,","Xa nay pu ral k'im,"
39,4687,Its children wastelands you will eat.,Ral tolob' chiwecha'j.
39,4688,"Not therefore yours the all light children,","Ma k'u iwech ri ronojel saqil al,"
39,4689,Light begotten sons.,Saqil k'ajol.
39,4690,Merely things of no importance,Xa no'j
39,4691,Will fall before you.,Chitzaqo rib' chiwach.
39,4692,"These the sinner,","Are' ri aj mak,"
39,4693,"Malevolent,","Aj lab'al,"
39,4694,"Wretch,","Aj b'is,"
39,4695,Molester.,Aj moken.
39,4696,"Clear surely their sins,","Chak na u mak,"
39,4697,You enter in.,Kixok wi.
