line_num,spa_str,quc_str,line_marker
577,"It will be ground,","Chiq'ajaj,",
578,It will be chiseled out as well,Chiqak'otaj puch,
579,"Its mouth,","U chi',",
580,"Its face wood,”","U wach che',”",580
581,"They were told,","Xe'uchaxik,",
582,Masters of Days.,E Aj Q'ij.,
583,"Then also its throwing down,","K'ate puch u qajik,",
584,"Its divining,","U q'ijilo'xik,",
585,"The casting of grains of maize,","Ri xmalik chi ixim,",
586,"Of tz'ite,","Chi tz'ite,",
587,"Days,","Q'ij,",
588,Shaping.,B'it.,
589,"They said therefore the One Grandmother,","Xecha' k'u ri Jun Ati't,",
590,One Grandfather to them.,Jun Mama' chikech.,590
591,"This the grandfather,","Are' ri mama',",
592,"This master of tz'ite,","Are' aj tz'ite,",
593,Xpiyacoc his name.,Xpiyakok u b'i'.,
594,"This therefore the grandmother,","Are' k'u ri ati't,",
595,"Mistress of Days,","Aj Q'ij,",
596,"Mistress of Shaping at its foot,","Aj B'it chi raqan,",
597,Xmucane her name.,Xmuqane u b'i'.,
598,"They spoke therefore,","Xecha' k'ut,",
599,Then they began divination:,Ta xkitikib'a' q'ij:,
600,"“Merely it shall be discovered,","“Xa chuk'ulu,",600
601,Merely also it shall be found.,Xa pu churiqo.,
602,Say it!,Chab'ij!,
603,They hear our ears.,Kata qa xikin.,
604,You speak!,"Kach'awik,",
605,May you talk!,Katzijon taj.,
606,"Merely shall it be discovered the tree to be carved,","Xa chuk'ulu ri che' chajawaxik,",
607,To be chiseled out as well,Chik'otox puch,
608,"By Framer,","Kumal Aj Tz'aq,",
609,Shaper.,Aj B'it.,
610,"If this provider,","We are' tzuqul,",610
611,"Sustainer,","Q'o'l,",
612,"Then may it be sown,","Ta chawaxoq,",
613,Then may it dawn.,Ta saqiroq.,
614,"You grains of maize,","At ixim,",
615,"You tz'ite,","At tz'ite,",
616,"You days,","At q'ij,",
617,You shaping.,At b'it.,
618,"You are called,","Katchokonik,",
619,"You are summoned,”","Kattaqentaj,”",
620,"It was said to grains of maize,","Xcha' chire ixim,",620
621,"Tz'ite,","Tz'ite,",
622,"Days,","Q'ij,",
623,Shaping.,B'it.,
624,"“Finish it hither,","“Katk'ix la uloq,",
625,You its Heart Sky.,At u K'u'x Kaj.,
626,"Don't grind up his mouth,","Mak'ajisaj u chi',",
627,His face,U wach,
628,"Sovereign,","Tepew,",
629,"Quetzal Serpent,”","Q'ukumatz,”",
630,They said.,Xecha'.,630
631,Then they spoke therefore its straightness:,Ta xkib'ij k'ut u suk'ulikil:,
632,“Good this it will come to be the your effigy,“Utz are' chuxik ri i poy,
633,Carved wood.,Ajam che'.,
634,"It will speak,","Chich'awik,",
635,It will talk then it upon its face earth.,Chitzijon b'a la' chuwach ulew.,
636,"Then be it so,” they said therefore.","Ta chuxoq,” xecha' k'ut.",
637,Then they spoke,Ta xkib'ij.,
638,"Straightaway were made effigies,","Ju suk' xb'anik poy,",
639,Carved wood.,Ajam che'.,
640,"Like people in appearance,","Xe winaq wachinik,",640
641,Like people in speech as well.,Xe winaq tzijonik puch.,
642,This population,Are' winaqil,
643,Its face earth.,U wach ulew.,
644,"They came to be,","Xe'uxik,",
645,They multiplied.,"Xepoq'ik,",
646,"They had daughters,","Xeme'alanik,",
647,They had sons.,Xek'ajolanik.,
648,"The effigies,","Ri poy,",
649,Carved wood.,Ajam che'.,
650,"Not therefore there was their hearts,","Ma k'u ja b'i ki k'u'x,",650
651,Not also there was their thoughts.,Ma pu ja b'i ki na'oj.,
652,"Not remembered their Framer,","Mawi na'tal Kaj Tz'aq,",
653,Their Shaper.,Kaj B'it.,
654,"Without purpose they walked,","Xaloq' xeb'inik,",
655,They crawled on their hands and knees.,Xechakanik.,
656,Not they remembered then the its Heart Sky.,Mawi xkina'taj chik ri u K'u'x Kaj.,
657,Thus they were weighed then.,Keje' k'ut xepaj chi wi.,
658,"Merely its experimentation,","Xa u tijtob'exik,",
659,Merely also its demonstration of people.,Xa pu u wab'ab'exik chi winaq.,
660,"They speak at first,","Kech'aw nab'ek,",660
661,Merely dry their faces.,Xa chaqi'j ki wach.,
662,"Not surely filled out their legs,","Ma na sonol kaqan,",
663,Their arms.,Ki q'ab'.,
664,"There is not their blood,","Maja b'i ki kik'el,",
665,Their blood flow.,Ki komajil.,
666,"There is not their sweat,","Maja b'i ki tiqowal,",
667,Their oil.,Ki kab'chiyal.,
668,"Dry cheeks,","Chaqi'j q'o'tz,",
669,Masks their faces.,K'oj ki wach.,
670,"They are stiff their legs,","Kapichipoj kaqan,",670
671,Their arms.,Ki q'ab'.,
672,"Rigid their bodies,","Kayeyoj ki tio'jil,",
673,Thus not they capable of understanding now,Keje' k'ut mawi xena'w chi wi,
674,"Before his face Framer,","Chuwach Tz'aqol,",
675,"Shaper,","B'itol,",
676,"Givers of birth to them,","Alay kech,",
677,Givers of heart to them.,K'u'xlay kech.,
678,"They first crowded with people,","E nab'e tzatz chi winaq,",
679,They came to be here upon its face earth.,Xe'uxik waral chuwach ulew.,
680,"THEN therefore their end then,","K'ATE k'ut ki k'isik chik,",680
681,"Their ruin,","Ki ma'ixik,",
682,"Their crushing as well,","Ki k'utuxik puch,",
683,"They were killed then,","Xekamisax chik,",
684,"Effigies,","Poy,",
685,Carved wood.,Ajam che'.,
686,Then was planned their flood by its Heart Sky.,Ta xna'ojix ki b'utik rumal u K'u'x Kaj.,
687,"Great flood was made, it came upon their heads,","Nima b'utik xb'anik, xpe pa ki wi',",
688,"The effigies,","Ri e poy,",
689,They of carved wood.,E ajam che'.,
690,Tz'ite his body the man,Tz'ite u tio'jil ri achij,690
691,When he was carved,Ta xajaxik,
692,"By Framer,","Rumal Tz'aqol,",
693,Shaper.,B'itol.,
694,"Woman,","Ixoq,",
695,Reeds therefore,Sib'aq k'ut,
696,Her body,U tio'jil,
697,"Woman,","Ixoq,",
698,"Desired to enter by Framer,","Xraj okik rumal Tz'aqol,",
699,Shaper.,B'itol.,
700,"Not they understood,","Mawi xena'wik,",700
701,Not also they spoke,Ma pu xech'awik,
702,"Before his face their Framer,","Chuwach Kaj Tz'aq,",
703,"Their Shaper,","Kaj B'it,",
704,"Maker of them,","B'anol ke,",
705,Creator of them.,Winaqirisay kech.,
706,"Thus their being killed,","Keje' k'ut ki kamisaxik,",
707,They were flooded.,Xeb'utik.,
708,It came great pine resin,Xpe nima q'ol,
709,There from sky.,Chila' chi kaj.,
710,"They came Chiselers of Faces their name,",Xe[pe] K'otk'o[l] Wach u b'i',710
711,They chiseled out its seeds their faces [eyes].,Xk'otin uloq u b'aq' ki wach.,
712,"They came Death Knives,","Xepe Kama Lotz,",
713,They cut off their heads.,Xqupin ula ki jolom.,
714,"He came Crouching Jaguar,","Xpe Kotz' B'alam,",
715,He ate their flesh.,Xti'ow ki tio'jil.,
716,"He came Striking Jaguar,","Xpe Tukum B'alam,",
717,He struck them.,Xtukuwik.,
718,"They smashed their bones,","Xkich'o'wik ki b'aqil,",
719,Their tendons.,Kib'och'il.,
720,"Ground up,","Xq'ajixik,",720
721,Broken to pieces,Xmuchu'lixik,
722,Their bones.,Ki b'aqil.,
723,"Grinding up their faces,","K'ajisab'al ki wach,",
724,"Because there was not their understanding before her face their mother,","Rumal mawi ki na'wik chuwach ki chuch,",
725,"Before his face as well their father,","Chuwach puch ki qajaw,",
726,"The its Heart Sky,","Ri u K'u'x Kaj,",
727,Huracan his name.,Juraqan u b'i'.,
728,By them was darkened its face earth.,Kumal xq'equ'marik u wach ulew.,
729,"It began darkened rain,","Xtikarik q'eqal jab',",
730,"Day rain,","Q'ijil jab',",730
731,Night rain.,Aq'ab'al jab'.,
732,"Entered hither little animals,","Xok ula ch'uti chikop,",
733,Great animals.,Nima chikop.,
734,"They were crushed their faces by trees,","Xq'ut ki wach rumal che',",
735,Stones.,Ab'aj.,
736,"Spoke all their maize grinders,","Xch'awik ronojel ki ke'b'al,",
737,"Their griddles,","Ki xot,",
738,"Their plates,","Ki laq,",
739,"Their pots,","Ki b'o'j,",
740,"Their dogs,","Ki tz'i',",740
741,"Their grinding stones,","Ki ka',",
742,"However many things,","Jaruj pa la',",
743,All crushed their faces.,Ronojel xq'utu ki wach.,
744,“Pain you did to us.,“K'ax xib'an chiqe.,
745,"You ate us,","Xojiti'o,",
746,"You now therefore,","Ix chi k'ut,",
747,"We will eat you now,”","Xkixqati' chik,”",
748,"Said the their dogs,","Xcha' ri ki tz'i',",
749,Their turkeys to them.,Kak' chikech.,
750,This therefore the grinding stones:,Are' k'u ri ka':,750
751,"“We were ground fine by you,","“Xojk'ok'onik iwumal,",
752,"Every day,","Ju ta q'ij,",
753,"Every day,","Ju ta q'ij,",
754,"In the evening,","Xq'eq,",
755,"At dawn,","Saqirik,",
756,"Always,","Amaq'el,",
757,Holi!,Joli!,
758,Holi!,Joli!,
759,Huki!,Juki!,
760,Huki!,Juki!,760
761,Our faces,Qa wach,
762,By you.,Iwumal.,
763,This then the first our service before your faces,Are' ta nab'e qa patan chiwach,
764,You when first people.,Ix ta na winaq.,
765,This day therefore you shall try,Wakamik k'ut xchitij,
766,Our strength.,Qa chuq'ab'.,
767,"We shall grind you like maize,","Xchiqake'j,",
768,"We shall grind also your flesh,”","Xchiqajok' puch i tio'jil,”",
769,Said the their grinding stones to them.,Xcha' ri ki ka' chike.,
770,This therefore the their dogs said again when they spoke:,Are' k'u ri ki tz'i' xcha' chik ta xch'awik:,770
771,“Why because not you will give our food?,“Naqi pa rumal mawi chiya' qa wa?,
772,"Merely we look,","Xa kojmuqunik,",
773,"Merely also you throw us out hither,","Xa pu kojikuxij uloq,",
774,You throw us also hither.,Kojitzaq pu uloq.,
775,"Raised up thither,","Yakal ub'i,",
776,Our beating with sticks by you,Qa che'el iwumal,
777,When you eat.,Ta kixwa'ik.,
778,Only thus you spoke to us.,Xere kojiwucha'j wi.,
779,"Not we speak,","Mawi kojch'awik,",
780,Not then therefore we received of you.,Ma ta k'u mi xojk'amik chiwe.,780
781,How not you understood?,Jupacha mawi mi xixna'wik?,
782,You understood then therefore.,Xixna'w ta k'ut.,
783,Behind you then therefore we were lost.,Chiwij ta k'ut xojsach wi.,
784,This day therefore you shall try,Wakamik k'ut xchitij,
785,Our teeth,Qa b'aq,
786,That are in our mouths.,K'o pa qa chi'.,
787,"We shall eat you,”","Xkixqati'o,”",
788,They said the dogs to them.,Xecha' ri tz'i' chike.,
789,Then were crushed their faces.,Ta xq'ut ki wach.,
790,"This now therefore the their griddles,","Are' chi k'u ri ki xot,",790
791,"Their pots, spoke again to them:","Ki b'o'j, xch'aw chik chike:",
792,“Pain this,“K'ax wa',
793,You did to us.,Xib'an chiqe.,
794,"Sooty our mouths,","Xaq qa chi',",
795,Sooty our faces.,Xaq qa wach.,
796,Always we are thrown on its top fire.,Amaq'el oj tzaqal chuwi' q'aq'.,
797,You burn us.,Kojik'ato.,
798,"Not pain we felt, you shall try it therefore.","Mawi k'ax xqana'o, xchitij k'ut.",
799,"We shall burn you,” said the their pots.","Xkixqaporoj,” xcha' ri ki b'o'j.",
800,"All of them,","Ronojel,",800
801,Were crushed their faces.,Xq'utu ki wach.,
802,"These the stones,","Are' ri ab'aj,",
803,"The their hearthstones,","Ri ki xk'ub',",
804,"Would flatten them,","Chitaninik,",
805,"Would come from fire,","Chipe pa q'aq',",
806,"Landed on their heads,","Taqal chi ki jolom,",
807,Pain was done to them.,K'ax xb'an chike.,
808,"They flee,","Anilab'ik,",
809,They hurry away now.,Kemalmalijab' chik.,
810,"They want to climb up on its top houses,","Keraj aq'anik chuwi' ja,",810
811,"Merely would fall apart houses, they are thrown off.","Xa chiwulij ja, ketzaq uloq.",
812,"They want to climb up on its top trees,","Keraj aq'an chuwi' che',",
813,They are not supported hither by trees.,Kech'akix uloq ruma che'.,
814,"They want to enter in caves,","Keraj ok pa jul,",
815,Merely would close up caves before their faces.,Xa chiyuch jul chikiwach.,
816,"Thus their undoing people framed,","Keje' k'ut u kayojik winaq tz'aq,",
817,People shaped.,Winaq b'it.,
818,"They demolished,","E tzixel,",
819,They overthrown as people.,E tzalatzoxel chi winaq.,
820,"They were ruined,","Xma'ixik,",820
821,They were crushed,Xq'utuxik,
822,"Their mouths,","Ki chi',",
823,Their faces all of them.,Ki wach konojel.,
824,"Said therefore these their descendents,","Xcha' k'ut are' retal,",
825,The spider monkeys,Ri k'oy,
826,"That are in forest today,","K'o pa k'eche'laj wakamik,",
827,These were their descendents.,Are' xk'oje' wi retal.,
828,Because merely wood,Rumal xa che',
829,Their flesh was placed,Ki tio'jil xkojik,
830,"By Framer,","Rumal Aj Tz'aq,",830
831,Shaper.,Aj B'it.,
832,"These therefore the spider monkeys,","Are' k'u ri k'oy,",
833,Like people they would appear.,Keje' ri' winaq chiwachinik.,
834,"Their descendents one generation people framed,","Retal ju le' winaq tz'aq,",
835,People shaped.,Winaq b'it.,
836,"Merely effigies,","Xa poy,",
837,Merely also carved wood.,Xa pu ajam che'.,
838,"WHILE therefore merely a little brightened its face earth, ARE k'ut xa jub'iq' saqnatanoj u wach ulew,",,
839,"There is not sun,","Maja b'i q'ij,",
840,"One therefore aggrandises himself,","Jun k'ut kunimarisaj rib',",840
841,Seven Macaw his name.,Wuqub' Kaqix u b'i'.,
842,"Existed first sky,","K'o nab'e kaj,",
843,"Earth,","Ulew,",
844,"Merely it is dim its face sun,","Xa kamoymot u wach q'ij,",
845,Moon.,Ik'.,
846,"It is said therefore this,","Kacha' k'u ri',",
847,Merely but its bright sign people that drowned.,Xa wi xere u saq etal winaq ri xb'utik.,
848,Like enchanted person,Keje' ri' nawal winaq,
849,His essence.,U k'oje'ik.,
850,"“I great,","“In nim,",850
851,I exist now over their heads,Kik'oje' chik chuwi',
852,"People framed,","Winaq tz'aq,",
853,People shaped.,Winaq b'it.,
854,"I their sun,","In u q'ij,",
855,"I as well their light,","In pu u saq,",
856,I as well their moon.,In nay pu rik'il.,
857,Then be it so.,Ta chuxoq.,
858,Great my brightness.,Nim nu saqil.,
859,"I walkway,","In b'inib'al,",
860,"I as well pathway for people,","In pu chakab'al rumal winaq,",860
861,By precious metal.,Rumal puwaq.,
862,Its seeds my face merely sparkle,U b'aq' nu wach xa katiltotik,
863,"With glittering green/blue jewels,","Chi yamanik raxa k'uwal,",
864,"As well my teeth,","Nay pu we',",
865,"Green/blue brilliant with stones,","Rax kawakoj chi ab'aj,",
866,Like its face sky.,Keje' ri' u wa kaj.,
867,"This therefore the my beak,","Are' k'u ri nu tza'm,",
868,"Brightly shining from a distance,","Saq julujuj chi naj,",
869,Like the moon.,Keje' ri ik'.,
870,Precious metal therefore my throne.,Puwaq k'ut nu q'alib'al.,870
871,Still bright surface its face earth,K'a saq pak'e u wach ulew,
872,When I go out hither,Ta kinel uloq,
873,Before its face my throne.,Chuwach nu q'alib'al.,
874,"Thus I sun,","Keje' k'ut in q'ij wi,",
875,"I as well moon,","In pu ik',",
876,"By light child of woman,","Rumal saqil al,",
877,Light son of man.,Saqil k'ajol.,
878,Then be it so.,Ta chuxoq.,
879,Because far away,Rumal chi naj,
880,"It reaches my vision,” says the Seven Macaw.","Kopon wi nu wach,” cha' ri Wuqub' Kaqix. ",
881,"Not therefore true this that sun the Seven Macaw,","Ma k'u qitzij are' ta q'ij ri Wuqub' Kaqix,",
882,"Only he aggrandises himself,","Xere kunimarisaj rib',",
883,"The his plumes,","Ri u xik',",
884,His precious metal.,U puwaq.,
885,Only therefore reaches his face that where he sits.,Xere k'ut tokol wi u wach ri chiku'b'e wi.,
886,Not surely everywhere then beneath sky arrives his face,Ma na ronojel ta u xe' kaj kopon wi u wach,
887,"Before therefore truly is seen its face sun,","Maja' k'ut qi kiloq u wach q'ij,",
888,"Moon,","Ik',",
889,"Stars,","Ch'umil,",
890,Before it dawns.,Maja'oq kasaqiroq.,890
891,Thus he puffs himself up,Keje' k'ut kuq'ob'isaj wi rib',
892,The Seven Macaw,Ri Wuqub' Kaqix,
893,"For days,","Chi q'ijil,",
894,For months.,Chi ik'il.,
895,"Merely before it would be revealed,","Xa maja' chik'utunoq,",
896,It would be made manifest,Chiq'alajob'oq,
897,"Its light sun,","U saqil q'ij,",
898,"Moon,","Ik',",
899,"Merely he desired greatness,","Xa xurayij nimal,",
900,Transcendence.,Ik'owen.,900
901,When then was made flood,Are ta xb'anik b'utik,
902,Because of effigies carved wood.,Kumal poy ajam che'.,
903,"Thus we shall tell now when he died Seven Macaw,","Keje' k'ut xchiqab'ij chik ta xkamik Wuqub' Kaqix,",
904,"When he was defeated,","Ta xch'akatajik,",
905,When were made people,Ta xb'anatajik winaq,
906,"By Framer,","Rumal Aj Tz'aq,",
907,Shaper.,Aj B'it.,
908,THIS its root,WA'E u xe',
909,"His defeat,","U ch'akatajik,",
910,Its shaking now as well his day Seven Macaw,U yiqoxik chi puch u q'ij Wuqub' Kaqix,910
911,"By two boys,","Kumal e kaib' k'ajolab',",
912,"Hunahpu his name one,","Junajpu u b'i' jun,",
913,Xbalanque his name second.,Xb'alanke u b'i' u kab'.,
914,Merely gods.,Xa wi e k'ab'awil.,
915,"Because evil they saw him,","Rumal itzel xkilo,",
916,The self-aggrandiser.,Ri nimarisay rib'.,
917,He wanted its doing,Xraj u b'an,
918,Before his face its Heart Sky.,Chuwach u K'u'x Kaj.,
919,Said therefore the boys:,Xcha' k'u ri k'ajolab':,
920,“Not good then it shall come to be.,“Mawi utz ta chuxoq.,920
921,Not will live people,Mawi chik'ase' winaq,
922,Here,Waral,
923,On its face earth.,Chuwach ulew.,
924,Thus we will try blowgun shooting.,Keje' k'ut chiqatij wub'axik.,
925,Above his food we will blowgun shoot him.,Chuwi' recha' chiqawub'aj wi.,
926,There we will put his sickness.,Chiri' chiqakoj wi u yab'.,
927,"Then finished his wealth,","Ta k'isoq u q'inomal,",
928,"His jade,","U xit,",
929,"His precious metals,","U puwaq,",
930,"His jewels,","U k'uwal,",930
931,"His glittering things,","U yamanik,",
932,That which he keeps vigil over.,Ri kuk'ak'ab'ej.,
933,Thus it will be done.,Keje' k'ut chub'ano.,
934,All people not,Ronojel winaq mawi,
935,These will be created,Are' chiwinaqir wi,
936,"Glory this,","Q'aq'al ri',",
937,Merely precious metal.,Xa puwaq.,
938,"Then be it so,”","Ta chuxoq,”",
939,They said the boys.,Xecha' ri k'ajolab'.,
940,Each with blowgun,Jujun chi wub',940
941,They shoulder each of them.,Kitelen ki kab' ichal.,
942,"This therefore the Seven Macaw,","Are' k'u ri Wuqub' Kaqix,",
943,They two his sons.,E kaib' u k'ajol.,
944,This first child the Zipacna.,Are' nab'e al ri Sipakna.,
945,Second child then therefore the Cabracan.,U kab' al chi k'ut ri Kab'raqan.,
946,"Chimalmat therefore her name their mother,","Chimalmat k'ut u b'i' ki chuch,",
947,His wife the Seven Macaw.,Rixoqil ri Wuqub' Kaqix.,
948,"This therefore the Zipacna,","Are' k'u ri Sipakna,",
949,This would sustain,Are' chirecha'j,
950,The great mountains--,Ri nima'q juyub'--,950
951,"The Chigag,","Ri Chi' Q'aq',",
952,"Hunahpu,","Junajpu,",
953,"Peculya,","Pekulya',",
954,"Xcanul,","Xkanul,",
955,"Macamob,","Makamob',",
956,"Huliznab,","Julisnab',",
957,Will be called their names mountains,Chuchaxik u b'i' juyub',
958,Existed when it dawns.,Xk'olik ta chisaqirik.,
959,Merely one night they are created,Xa jun aq'ab' chiwinaqirik,
960,By the Zipacna.,Rumal ri Sipakna.,960
961,"This now therefore the Cabracan would shake mountains, Are' ri' chi k'u ri Kab'raqan chisilab' juyub',",,
962,"By him they would be made to tremble,","Rumal chineb'owik,",
963,"Small mountains,","Ch'uti juyub',",
964,Great mountains by him.,Nima juyub' rumal.,
965,Merely as self-aggrandisement,Xa wi keje' nimarisab'al kib',
966,They did his sons Seven Macaw.,Xkib'ano u k'ajol Wuqub' Kaqix.,
967,"“I this,","“In wa',",
968,I sun!”,In q'ij!”,
969,Said Seven Macaw.,Xcha' Wuqub' Kaqix.,
970,"“I this,","“In wa',",970
971,I maker earth!”,In b'anol ulew!”,
972,Said the Zipacna.,Xcha' ri Sipakna.,
973,"“I now therefore,","“In chi k'ut,",
974,"I fell sky,","Kiyojow kaj,",
975,"I will cause to tumble down all earth,”","Chinwulij ronojel ulew,”",
976,Said the Cabracan.,Xcha' ri Kab'raqan.,
977,"Merely his sons Seven Macaw,","Xa wi u k'ajol Wuqub' Kaqix,",
978,Merely there they received their greatness behind their father.,Xa wi chiri' xkik'am wi ki nimal chirij ki qajaw.,
979,"This therefore evil they saw boys,","Are' k'ut itzel xkil wi k'ajolab',",
980,Before they would be made,Maja' chib'antajoq,980
981,"Our first mother,","Qa nab'e chuch,",
982,Our first father.,Qa nab'e qajaw.,
