chunk_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,1.0,0.2704703400559889,0.2358405734364745,0.2300491866428174,0.16859171398394948,0.09435610678017174,0.058828517908265134,0.09180968629744894,0.07399465535934716,0.134513486048223,0.09652415941165302,0.20825949438182803,0.08684691181783685,0.07125198204531703,0.17710243300504747,0.11529680296509384,0.09657879107562636,0.05502689992143215,0.09028387471980658,0.07747822831659522,0.11656000034323673,0.09388199886682035,0.06385662861984977,0.04391582696327244,0.09725860190548853,0.054183650867499655,0.063554156286521,0.04849595752740584,0.149292306291122,0.08551139864755487,0.08474491609796055,0.07015053389653408,0.12401272512470998,0.256601013958863,0.25539366794839186,0.2912341093771482,0.329160412826468,0.11470543470973324,0.06632955742486699,0.10112430378558022,0.16071190599802254,0.08381076295368775,0.13012726690414333,0.13398501653006273,0.06559691152726532,0.08570768587651657,0.050437625005602754,0.06744332292027919,0.09255139569167553,0.10739188961101619,0.2053644032409549,0.1649089636434377,0.13309264388137546,0.14929293971943647,0.14362772614285052,0.13948327115721193,0.11950888566695379,0.24020886496437557,0.13607095031030458,0.14514267095034675
2,0.2704703400559889,0.9999999999999999,0.3180704960986903,0.2587020553790622,0.17784245455020006,0.12804613837914497,0.06024377334114347,0.09478992410375509,0.08121676552866318,0.1868583521847796,0.33203758796575844,0.11074155137469098,0.07037497788134489,0.08800359402275859,0.08184989409556004,0.11096339352103088,0.10038390563874709,0.08746048750944156,0.19561997227075587,0.13894176994437982,0.20917302530202944,0.10193521171968897,0.09419715651327722,0.08490457930265989,0.13144179733326253,0.037957932964484825,0.1006657003657907,0.10927953988156647,0.09829633148768388,0.09130431404311955,0.11376425792712672,0.1172042423911357,0.12267318280806891,0.16654268958243543,0.2597929787331393,0.32351633198023566,0.26103861269619877,0.11687941337033601,0.11148699169965993,0.1187566861534042,0.13531573749307346,0.12690580712066332,0.20638478358508375,0.12093704658819211,0.15810781336358354,0.13692402374926396,0.07692080012352828,0.08531853257734467,0.08770942181669852,0.11797246558406783,0.12143253912687296,0.10761707243943586,0.06388830387472888,0.07991427286907325,0.08199576480566963,0.14368653792479416,0.09495410073054854,0.1762846151256612,0.07931122020708321,0.03590100915711747
3,0.2358405734364745,0.3180704960986903,1.0,0.39488042860849804,0.2912609516621563,0.13493795657498153,0.10350868616011351,0.07917287800753685,0.10735146035730697,0.12941680641020492,0.1550583703785276,0.22261548703804052,0.11524609023830565,0.09449741994938608,0.08752402275744474,0.12064733774962569,0.10210857578771222,0.05870860274369942,0.144606699674389,0.1423021697860909,0.23113351933642162,0.11846318822871049,0.13013029920396504,0.04951627415643972,0.0951490512409898,0.05584863577363117,0.13593274969246966,0.08163716967349882,0.13755794922485995,0.1413817544854049,0.08142650156864811,0.11354997377032425,0.18222439052368025,0.28425598155991144,0.301695325781719,0.3721807191129311,0.34385253057612075,0.1117346184839357,0.10284645352821674,0.10344214081692105,0.13920369674333655,0.11068559367868261,0.17715584249187472,0.16234836001417985,0.1372237801858518,0.13869892685016288,0.08573495173094066,0.0690682261229371,0.15668178361141402,0.12087063557737801,0.17680191771005824,0.11694785753022652,0.09921755209723974,0.11866535780964249,0.08931311618586107,0.2010950276752659,0.18645354714899037,0.1855136060482283,0.13512376688708863,0.09230987137161684
4,0.2300491866428174,0.2587020553790622,0.39488042860849804,1.0000000000000002,0.3792682391285639,0.13865752776813214,0.1743081617686377,0.10834680195483057,0.08879718609208408,0.1399929265384925,0.13777634203933445,0.1414037736742678,0.06077804528215623,0.08911136317034904,0.17044256831757051,0.15153021083356846,0.16142748876468385,0.1196980628135686,0.15597175553924483,0.1582639689938404,0.19624521715144205,0.13663100425285074,0.12914430561501017,0.07306227509071725,0.10276004814187183,0.06891372776770674,0.10785931490050016,0.08334174479933652,0.16237189692463516,0.07024511480218862,0.12652506854417225,0.1466643047078799,0.15330537554685392,0.2418350990599663,0.2632637163776842,0.33363966341170187,0.3270289462219367,0.12229176357457046,0.12577615874413034,0.18206221039019244,0.15550435745637603,0.14857132022751643,0.21833050240582094,0.12940110375929195,0.12718021180701317,0.14433152547435715,0.08275300074181277,0.08234030871485772,0.19050420729748987,0.13601868225423833,0.14173113608200535,0.10894618986249269,0.08160963592876358,0.07879371850506119,0.09332949658540952,0.13614098310377773,0.11700880520300623,0.22780120767510117,0.09942629741339687,0.07122111674880463
5,0.16859171398394948,0.17784245455020006,0.2912609516621563,0.3792682391285639,1.0000000000000002,0.39171441199743234,0.31568986527185366,0.2045776971503109,0.10476341884553722,0.20667623139849525,0.1268336783280704,0.15879478128499752,0.13460761528056447,0.10526314871169423,0.18758157508079923,0.22972393482554496,0.16288138283404704,0.1078481801641634,0.1398628117927461,0.19546903371464355,0.16692531891761353,0.11114093728587579,0.12483522208764868,0.1254613654592791,0.13232363985557813,0.09450099082521832,0.0906216725767627,0.10128390627284828,0.12777016620238738,0.13377618699783983,0.1270452683658005,0.19617620723853402,0.24833649274339958,0.23386042218118847,0.20607129468869143,0.2592086496544495,0.2573451450633744,0.14218406073122083,0.14394942499633007,0.16151187913842618,0.14195391624315412,0.13841732831904918,0.2587296390522198,0.13591343834543787,0.10484816696148988,0.08503425407673705,0.09365401844218309,0.10238786354967323,0.19729911828666608,0.13683270129936417,0.1759521897344782,0.11873219227438334,0.10773092614420632,0.12485479034893031,0.111471291537049,0.17339249668646095,0.13018372431206304,0.18798749908144077,0.13385675907355699,0.1275254162377112
6,0.09435610678017174,0.12804613837914497,0.13493795657498153,0.13865752776813214,0.39171441199743234,1.0,0.43890785765375284,0.27784905715914454,0.29803327935506035,0.4169177778458472,0.30331129333585033,0.2163574465086008,0.2012502675197583,0.16219448449116847,0.18520781406021386,0.1554112442874673,0.15204307644896328,0.1206822063587787,0.13069239631676643,0.1385493896901151,0.1486749653733218,0.16154483570301342,0.12676508525727315,0.12591284358286217,0.15718706478195457,0.11038158908265416,0.18731795946629395,0.13429314606555892,0.16779368472992914,0.16648496416629444,0.16666052534550924,0.0889257521990715,0.17043311805087513,0.19412295401626609,0.11161671676893896,0.1426465351233996,0.12065131268704343,0.14281904875006,0.08641566562083158,0.12846934566492285,0.15858856344583178,0.09532612552747236,0.12027873259118042,0.08422324898741052,0.0822380456350694,0.0980171236894659,0.07164372308729694,0.07405403379546042,0.10996708954163185,0.1338241428626141,0.1538505324848596,0.11532005448931308,0.07112322640829352,0.08587196191985683,0.06850809607839425,0.11144031785438868,0.11034590857723343,0.09511031849361465,0.07080220085746922,0.060889657784470905
7,0.058828517908265134,0.06024377334114347,0.10350868616011351,0.1743081617686377,0.31568986527185366,0.43890785765375284,1.0000000000000002,0.16651657687103166,0.14484888183723996,0.31046223383066474,0.15596193513352705,0.1599380071960118,0.17161049743319315,0.14610325715648043,0.18218135433054558,0.26484388063073316,0.17513679137663263,0.23217765005602298,0.11746142662775777,0.19876412509092697,0.1207102584730574,0.17500180484631078,0.16503602499624348,0.17185946701185034,0.1332156351768165,0.14470246022429986,0.23036224595606264,0.14602763948851627,0.1594965026136394,0.11449990611501132,0.15495859111706065,0.24408535995618205,0.20678323255160036,0.11334164700094726,0.08033664860808358,0.1332647930426237,0.11301312863569345,0.08948704895848486,0.09650112708171409,0.09044054124485773,0.1257667438629616,0.05358893872120723,0.09533076397219928,0.06280757174979974,0.055889463626776444,0.062625552392402,0.10597705611160814,0.10468081900740658,0.0907364831644651,0.08171510676824423,0.08234008712085361,0.1063225982783223,0.12519852238723966,0.10158983599088114,0.1748693729052247,0.09421954837424769,0.0879458106875192,0.0893373266060881,0.0830065108321522,0.13853297617286828
8,0.09180968629744894,0.09478992410375509,0.07917287800753685,0.10834680195483057,0.2045776971503109,0.27784905715914454,0.16651657687103166,1.0000000000000004,0.5131216824402888,0.2778313115986398,0.16292349667794936,0.0669204727087525,0.06819827135412837,0.07004776761562104,0.10851045663424577,0.12430338733735295,0.18847322393049154,0.11651367832941187,0.10635756069193406,0.11235508316416139,0.12190220654117244,0.14657487771309924,0.10703104479986013,0.11666295275635408,0.11697794374585659,0.07694207196312576,0.19302410834776795,0.11765170995104329,0.1132411424234658,0.09770122709174806,0.1307156130984627,0.08547874387346097,0.09649662289778367,0.12194386933144284,0.05017742088575421,0.07953781161239636,0.07543902966427055,0.05758107987717845,0.0732299234210891,0.0804515860788577,0.09267406478239684,0.05797746461579775,0.08176987752144056,0.05540666688474321,0.0631588844144812,0.08290486058914114,0.06741595759374429,0.05810971125896929,0.06538837957214466,0.0880787216921413,0.09840162806371382,0.07141678301843585,0.053380095895560586,0.052714090996270335,0.048746389775621096,0.06301583599862647,0.03609369578793169,0.07481014850549195,0.04102725736204199,0.022249881768864128
9,0.07399465535934716,0.08121676552866318,0.10735146035730697,0.08879718609208408,0.10476341884553722,0.29803327935506035,0.14484888183723996,0.5131216824402888,1.0000000000000004,0.4330713018785791,0.22885891280885987,0.07482657261128389,0.08103510436769282,0.07730340634022331,0.0980083517921403,0.10526048782225429,0.1273803051232614,0.10273150968816464,0.121290463401389,0.12737906751370767,0.11627943565093021,0.1628303875154587,0.11388920974830002,0.10414789441979636,0.1275278697466484,0.09207586885616417,0.3113777905539908,0.1833701637869311,0.12991315890849092,0.12501579631736628,0.16976787268406598,0.08361208390256386,0.1372102714263904,0.1475114572006923,0.04867439784207516,0.08023574795297063,0.08320222914899025,0.07152644886910578,0.07343923048249976,0.08323780180197377,0.11831671864616654,0.08569626480196664,0.10578563207875566,0.06206197960830091,0.08338277842596176,0.10404194251527224,0.0961362902254641,0.07987614916837679,0.08936983923054515,0.09944229963169036,0.10910576947506587,0.07787466372858161,0.07157492784892353,0.06641863009340705,0.04851098328255868,0.07572122135995998,0.0362782163104733,0.0666011347339295,0.03142245944977889,0.028724200603289056
10,0.134513486048223,0.1868583521847796,0.12941680641020492,0.1399929265384925,0.20667623139849525,0.4169177778458472,0.31046223383066474,0.2778313115986398,0.4330713018785791,0.9999999999999998,0.4207429401007892,0.14932934507549658,0.1430570131337324,0.13034383309423225,0.1667248812519895,0.254349889351865,0.21120821262500974,0.18531226285759944,0.14172018169383507,0.18380495342558556,0.16950631617826167,0.21877357933363478,0.15665439635492903,0.20053162807496047,0.18566862880752644,0.11399432684936749,0.2912403713579411,0.1506534300987136,0.19543422066293956,0.17116029161273466,0.20410278101407794,0.16985187951308334,0.2112138081010713,0.15173563519777,0.09181762529694301,0.14110364696253203,0.16306087430624802,0.1022870580504947,0.10582696468438904,0.17286229778519088,0.1599782077586635,0.09954845788140505,0.15458108861126268,0.08221701569152695,0.09630463055130377,0.1259776307604805,0.12428176021618781,0.11654950818082686,0.10457120963647223,0.1493366770374671,0.1500509820507932,0.13559828119706172,0.1140699705040889,0.060656443824718895,0.09449118927062797,0.13898697244829492,0.08996295210655435,0.14219843621843767,0.05583789005540813,0.06004898992732207
