term_str,0,1,2,3,4
ch'ek,0.0049829667870677765,0.0004453197283000517,-0.0025289760996956893,0.004663897322675012,-0.004684464229471872
ke'ul,-0.00042704948971146776,-0.0003801420912216102,-0.0008612578807445835,-0.0073435618009152995,-0.0036849903975613037
kojb'e,-0.0010111402405895411,-0.0012074914091301336,-0.0037105141115662764,-0.004657887016959219,0.004507356073882517
wila',0.006380741262942154,0.001984109832722132,-0.0006499722011150086,0.0030237368513947867,-0.004159227117537134
kawub'al,0.0006277739551905437,-0.0020140427993689436,-0.0026696622905649494,0.0033561826308497276,-0.0041676665929844805
chiqab'an,0.00010819379749497205,-0.004023091560352679,0.007413061326916002,0.0039391290481277375,0.0019789601952706587
chiqaya',-0.0002575620142259673,-0.005351072155451712,-0.00298800782650627,-0.0008279984279095381,0.0005931114010800272
xek'is,0.007527138315059456,0.001564328425143013,-0.0032426482835522736,0.0005911113372884214,-0.0015948093389773657
chutzinik,0.000768114328219345,-0.002417471378379957,-0.0027729437535496805,0.0014432149865291313,-0.0027376403200746716
xtikar,-0.0032181282314715093,-0.002747378222035096,-0.00374085437590278,0.0037999814659163333,0.0044384675828732945
xtikarik,-0.0028085813579835062,-0.0002292411968246164,0.0017676876629598689,0.006425141832190027,-0.00013841704213022222
sik'ixik,0.0028658493450957243,-0.00029751141901691506,0.007670966809031102,-0.0032891945642378457,0.007669415722679518
xki'kot,-0.0003159228769607485,-0.0037142549609334888,0.00503741938627928,-0.0017481700572378027,0.0031324018368262658
chak,0.0030806724795467053,0.0022255543910087734,-0.0024192945922065314,0.0038615399735382485,-0.001065704001136752
ma'ixik,-0.0007535480874731753,-0.0026838631874788136,0.006359057304816432,-0.005078694218342784,0.00701326427764096
xax,0.0008206993552117631,0.000321474754984233,0.0014685097052797216,-0.00528810096706727,-0.0023777841080777455
xekuchu,-0.0030959499846757053,-0.00386200886022717,-0.005966469949260801,-0.0017805873055408588,-0.0004578690128655946
kixpe,0.0039079909917854915,-0.0006194279815847789,-0.004650756862202105,0.0013237653436146849,0.0028346342467844886
k'oleje',-0.0069365672828171155,-0.0012955933840645688,0.0009411937308532925,-0.00029209567999686635,-3.0020186624638626e-07
xutz'onoj,0.0022526067797251246,-0.003480335167658439,-0.0007690946201723155,0.0034370901110871528,-0.002763399509257908
xob',-1.919884755697357e-05,0.0010487881218589209,0.008343386180854777,-0.0064990581981125345,-0.006407472287253334
xech'aw,-0.001121187480929587,-0.004848406323698202,-0.00635569647837845,-0.002241024070278583,-0.0028159208031454815
