term_str,n,df,dfidf
xe'ajawar,1,1,6.442943495848728
xe'ajawarik,1,1,6.442943495848728
xe'alab'ilaxik,1,1,6.442943495848728
xe'alanik,2,2,10.885886991697456
xe'alaxik,3,2,10.885886991697456
xe'amaq'elab,1,1,6.442943495848728
xe'aq'an,4,3,14.573942985382715
xe'aq'anik,1,1,6.442943495848728
xe'echa,1,1,6.442943495848728
xe'ek'ow,1,1,6.442943495848728
xe'el,6,6,23.147885970765433
xe'elaj,1,1,6.442943495848728
xe'elaq'alab'a,1,1,6.442943495848728
xe'elik,2,2,10.885886991697456
xe'ik'o,3,2,10.885886991697456
xe'ik'ow,17,6,23.147885970765433
xe'ik'owik,5,5,20.60507700480683
xe'il,1,1,6.442943495848728
xe'ilik,1,1,6.442943495848728
xe'nab'al,2,2,10.885886991697456
xe'najik,4,3,14.573942985382715
xe'najinaq,1,1,6.442943495848728
xe'ok,17,9,29.45716644965774
xe'on,1,1,6.442943495848728
xe'opon,28,19,41.70530366569771
xe'oponik,12,7,25.44912001653787
xe'oq'ik,1,1,6.442943495848728
xe'ucha'n,1,1,6.442943495848728
xe'uchax,30,15,38.04079350360315
xe'uchaxik,23,16,39.087095933579654
xe'ul,19,11,32.81863064932574
xe'ulik,8,5,20.60507700480683
xe'utzinik,2,2,10.885886991697456
xe'ux,1,1,6.442943495848728
xe'uxik,13,10,31.210154009613657
xeb'anow,1,1,6.442943495848728
xeb'anowik,2,2,10.885886991697456
xeb'atz'onik,1,1,6.442943495848728
xeb'e,30,19,41.70530366569771
xeb'ek,30,18,40.91433289931548
xeb'eyo'x,1,1,6.442943495848728
xeb'i'naj,2,2,10.885886991697456
xeb'i'najik,1,1,6.442943495848728
xeb'inik,2,2,10.885886991697456
xeb'ison,1,1,6.442943495848728
xeb'isonik,1,1,6.442943495848728
xeb'itik,1,1,6.442943495848728
xeb'ixanik,2,2,10.885886991697456
xeb'oqotaj,1,1,6.442943495848728
xeb'utik,1,1,6.442943495848728
xech'akataj,10,5,20.60507700480683
xech'akatajik,5,3,14.573942985382715
xech'akomajik,1,1,6.442943495848728
xech'akowik,2,2,10.885886991697456
xech'aw,4,4,17.77177398339491
xech'awije'ik,1,1,6.442943495848728
xech'awik,8,6,23.147885970765433
xech'ijik,1,1,6.442943495848728
xech'ijomanik,1,1,6.442943495848728
xech'oko,1,1,6.442943495848728
xecha,217,55,36.38710802782378
xecha'j,1,1,6.442943495848728
xecha'jik,1,1,6.442943495848728
xecha'x,1,1,6.442943495848728
xechakanik,1,1,6.442943495848728
xechakun,1,1,6.442943495848728
xechap,1,1,6.442943495848728
xechapanik,1,1,6.442943495848728
xechawax,1,1,6.442943495848728
xechikopirik,1,1,6.442943495848728
xechiqe,1,1,6.442943495848728
xechoy,1,1,6.442943495848728
xejachajox,1,1,6.442943495848728
xejitz'axik,1,1,6.442943495848728
xejox,1,1,6.442943495848728
xek'ajb'ik,1,1,6.442943495848728
xek'ajolan,1,1,6.442943495848728
xek'ajolanik,5,5,20.60507700480683
xek'ajolaxik,1,1,6.442943495848728
xek'am,2,2,10.885886991697456
xek'amowan,1,1,6.442943495848728
xek'aqik,1,1,6.442943495848728
xek'astajik,1,1,6.442943495848728
xek'at,2,2,10.885886991697456
xek'atik,2,2,10.885886991697456
xek'aton,2,2,10.885886991697456
xek'axk'ob'isaxik,1,1,6.442943495848728
xek'irik,1,1,6.442943495848728
xek'iritaj,1,1,6.442943495848728
xek'is,4,4,17.77177398339491
xek'iswarik,1,1,6.442943495848728
xek'ixb'ik,1,1,6.442943495848728
xek'iy,1,1,6.442943495848728
xek'iyar,2,2,10.885886991697456
xek'iyarik,1,1,6.442943495848728
xek'oje,13,9,29.45716644965774
xek'oje'ik,3,3,14.573942985382715
xek'otob'ax,1,1,6.442943495848728
xek'ulax,1,1,6.442943495848728
xek'ulaxik,1,1,6.442943495848728
xek'ulun,3,2,10.885886991697456
xek'utun,3,3,14.573942985382715
xekam,11,10,31.210154009613657
xekamik,11,9,29.45716644965774
xekamisax,1,1,6.442943495848728
xekamisaxik,3,3,14.573942985382715
xekanab,1,1,6.442943495848728
xekanab'ix,1,1,6.442943495848728
xekanaj,1,1,6.442943495848728
xekaq,1,1,6.442943495848728
xekawutaj,1,1,6.442943495848728
xekawuxik,2,2,10.885886991697456
xekel,6,5,20.60507700480683
xeki'kot,5,4,17.77177398339491
xeki'kotik,3,2,10.885886991697456
xekob'i'k,2,2,10.885886991697456
xekob'ik,1,1,6.442943495848728
xekoj,1,1,6.442943495848728
xekotkomijik,1,1,6.442943495848728
xekuch,2,2,10.885886991697456
xekuchu,4,4,17.77177398339491
xel,23,16,39.087095933579654
xelaj,1,1,6.442943495848728
xelajik,1,1,6.442943495848728
xelajuj,1,1,6.442943495848728
xelejeb'ex,1,1,6.442943495848728
xeleq'an,1,1,6.442943495848728
xelik,5,3,14.573942985382715
xelotz'ik,1,1,6.442943495848728
xematzeje,1,1,6.442943495848728
xemayijan,1,1,6.442943495848728
xeme'alanik,1,1,6.442943495848728
xemewajik,1,1,6.442943495848728
xemi'alanik,1,1,6.442943495848728
xemiq'ik,2,2,10.885886991697456
xemolomanik,1,1,6.442943495848728
xemolotajik,1,1,6.442943495848728
xemoloxik,1,1,6.442943495848728
xemoywachixik,1,1,6.442943495848728
xemuq,3,2,10.885886991697456
xemuqche'x,1,1,6.442943495848728
xemuqum,1,1,6.442943495848728
xemuqun,1,1,6.442943495848728
xemuqunik,1,1,6.442943495848728
xena'ojin,3,3,14.573942985382715
xena'ojinik,2,2,10.885886991697456
xena'w,1,1,6.442943495848728
xena'wik,1,1,6.442943495848728
xenawinaq,1,1,6.442943495848728
xenik'wachix,1,1,6.442943495848728
xenimaqir,1,1,6.442943495848728
xepaj,1,1,6.442943495848728
xepatanijik,1,1,6.442943495848728
xepe,16,14,36.89824003307574
xepetik,11,8,27.543547966789827
xepichicharik,1,1,6.442943495848728
xepiskalij,1,1,6.442943495848728
xepixab,1,1,6.442943495848728
xepixab'aj,1,1,6.442943495848728
xepixab'an,4,3,14.573942985382715
xepixab'ax,2,2,10.885886991697456
xepixab'axik,3,3,14.573942985382715
xepixab'ik,4,2,10.885886991697456
xeponik,1,1,6.442943495848728
xepoponik,1,1,6.442943495848728
xepoq,1,1,6.442943495848728
xepoq'ik,1,1,6.442943495848728
xepoysaxik,1,1,6.442943495848728
xepulik,1,1,6.442943495848728
xepus,2,2,10.885886991697456
xeq'ab'ar,1,1,6.442943495848728
xeq'ab'arik,1,1,6.442943495848728
xeq'ala'inik,1,1,6.442943495848728
xeq'aq'ar,1,1,6.442943495848728
xeq'aq'arik,2,1,6.442943495848728
xeq'aq'wachin,1,1,6.442943495848728
xeq'ataq'ox,1,1,6.442943495848728
xeq'i'lonik,1,1,6.442943495848728
xeq'ijin,1,1,6.442943495848728
xeq'ojomanik,1,1,6.442943495848728
xeqach'ako,4,2,10.885886991697456
xeqaj,5,3,14.573942985382715
xeqajik,1,1,6.442943495848728
xeqakanaj,2,1,6.442943495848728
xeqan,1,1,6.442943495848728
xeraj,3,3,14.573942985382715
xerajoq,1,1,6.442943495848728
xeralk'u'alaj,1,1,6.442943495848728
xere,65,29,45.963912520913524
xeriqo,1,1,6.442943495848728
xesach,1,1,6.442943495848728
xesachik,3,2,10.885886991697456
xesamajelan,1,1,6.442943495848728
xesaqb'isan,1,1,6.442943495848728
xesaqb'isani,1,1,6.442943495848728
xesaqb'isanik,1,1,6.442943495848728
xesaqir,2,2,10.885886991697456
xesaqkaje,1,1,6.442943495848728
xeselawachin,1,1,6.442943495848728
xesik'in,1,1,6.442943495848728
xesik'inik,1,1,6.442943495848728
xesik'ix,2,1,6.442943495848728
xesilab,1,1,6.442943495848728
xesu'an,2,1,6.442943495848728
xesu'anik,2,1,6.442943495848728
xesu'ax,1,1,6.442943495848728
xeta'on,1,1,6.442943495848728
xetakowik,1,1,6.442943495848728
xetanatob,1,1,6.442943495848728
xetaq,2,2,10.885886991697456
xetaqa,1,1,6.442943495848728
xetaqo,2,2,10.885886991697456
xetaqon,1,1,6.442943495848728
xetaqonik,1,1,6.442943495848728
xeteleche'n,1,1,6.442943495848728
xeteleche'xik,1,1,6.442943495848728
xetepewar,1,1,6.442943495848728
xeti,1,1,6.442943495848728
xeti'ik,2,2,10.885886991697456
xeti'owik,1,1,6.442943495848728
xetik'e,1,1,6.442943495848728
xetike,1,1,6.442943495848728
xetoq'otajik,1,1,6.442943495848728
xetub'ukij,1,1,6.442943495848728
xetz'aqat,1,1,6.442943495848728
xetz'aqik,1,1,6.442943495848728
xetz'ib'anik,1,1,6.442943495848728
xetz'onox,3,3,14.573942985382715
xetza'ixik,1,1,6.442943495848728
xetzalij,1,1,6.442943495848728
xetzalijik,1,1,6.442943495848728
xetzaqow,1,1,6.442943495848728
xetze'n,2,1,6.442943495848728
xetzijon,2,2,10.885886991697456
xetzukux,1,1,6.442943495848728
xewa'ik,1,1,6.442943495848728
xewachinik,1,1,6.442943495848728
xewalejik,1,1,6.442943495848728
xewar,1,1,6.442943495848728
xewaraj,2,1,6.442943495848728
xewaran,1,1,6.442943495848728
xewax,3,1,6.442943495848728
xewinaqir,1,1,6.442943495848728
xewinaqix,1,1,6.442943495848728
xewinaqwachin,1,1,6.442943495848728
xeya,3,2,10.885886991697456
xeya'ik,1,1,6.442943495848728
xeyajik,1,1,6.442943495848728
xeyakamarik,1,1,6.442943495848728
xeyakataj,1,1,6.442943495848728
xeyakatajik,1,1,6.442943495848728
xeyake,1,1,6.442943495848728
xeyake'ik,1,1,6.442943495848728
xeyaluj,3,3,14.573942985382715
xeyopijik,1,1,6.442943495848728
xeyoq'otajik,1,1,6.442943495848728
xib'al,1,1,6.442943495848728
xib'alb'a,103,23,44.14577541520945
xib'an,5,3,14.573942985382715
xib'ano,2,2,10.885886991697456
xib'inik,1,1,6.442943495848728
xib'ix,1,1,6.442943495848728
xichikanajik,1,1,6.442943495848728
xik,15,7,25.44912001653787
xik'am,1,1,6.442943495848728
xik'iri,5,3,14.573942985382715
xik'ow,2,2,10.885886991697456
xikamisaj,1,1,6.442943495848728
xiki'ub'aj,1,1,6.442943495848728
xikin,9,7,25.44912001653787
xikiwub'aj,1,1,6.442943495848728
xil,7,6,23.147885970765433
xiloma,1,1,6.442943495848728
xilowik,1,1,6.442943495848728
xim,3,1,6.442943495848728
xima,1,1,6.442943495848728
xinich'iqib'a,1,1,6.442943495848728
xiniq'alab'a,1,1,6.442943495848728
xinulik,1,1,6.442943495848728
xipetik,2,1,6.442943495848728
xiqan,1,1,6.442943495848728
xit,3,3,14.573942985382715
xiti'owik,12,1,6.442943495848728
xitiowik,1,1,6.442943495848728
xiwech,1,1,6.442943495848728
xiwil,2,2,10.885886991697456
xiwilo,1,1,6.442943495848728
xixb'itik,1,1,6.442943495848728
xixch'awik,1,1,6.442943495848728
xixna'w,1,1,6.442943495848728
xixna'wik,1,1,6.442943495848728
xixpe,1,1,6.442943495848728
xixtz'aqik,1,1,6.442943495848728
xixul,1,1,6.442943495848728
xixulik,1,1,6.442943495848728
xiya,1,1,6.442943495848728
xiya'o,1,1,6.442943495848728
xjachatzox,1,1,6.442943495848728
xjalk'atij,2,1,6.442943495848728
xjaq,1,1,6.442943495848728
xjeraxik,1,1,6.442943495848728
xjix,1,1,6.442943495848728
xjok,1,1,6.442943495848728
xjunajpu,6,4,17.77177398339491
xk'ab'awilax,1,1,6.442943495848728
xk'aj,3,3,14.573942985382715
xk'ajolax,1,1,6.442943495848728
xk'am,9,7,25.44912001653787
xk'aminaq,1,1,6.442943495848728
xk'amon,1,1,6.442943495848728
xk'amow,1,1,6.442943495848728
xk'amowik,2,2,10.885886991697456
xk'aqataj,1,1,6.442943495848728
xk'astaj,7,2,10.885886991697456
xk'at,1,1,6.442943495848728
xk'aton,1,1,6.442943495848728
xk'iarik,1,1,6.442943495848728
xk'is,17,11,32.81863064932574
xk'isk'ut,1,1,6.442943495848728
xk'isyakataj,1,1,6.442943495848728
xk'ixb,1,1,6.442943495848728
xk'iyarik,1,1,6.442943495848728
xk'o,3,2,10.885886991697456
xk'oje,18,13,35.652549110199274
xk'oji'k,1,1,6.442943495848728
xk'ol,1,1,6.442943495848728
xk'ole,1,1,6.442943495848728
xk'olik,1,1,6.442943495848728
xk'olo,3,2,10.885886991697456
xk'oqon,1,1,6.442943495848728
xk'otin,1,1,6.442943495848728
xk'otix,2,2,10.885886991697456
xk'ototajik,1,1,6.442943495848728
xk'otox,1,1,6.442943495848728
xk'u,1,1,6.442943495848728
xk'u'l,1,1,6.442943495848728
xk'ub,1,1,6.442943495848728
xk'ulun,1,1,6.442943495848728
xk'ulutaj,2,2,10.885886991697456
xk'ut,2,1,6.442943495848728
xk'utun,2,2,10.885886991697456
xk'utunije'ik,1,1,6.442943495848728
xk'utux,1,1,6.442943495848728
xka'oj,1,1,6.442943495848728
xkach'oj,1,1,6.442943495848728
xkaj,10,8,27.543547966789827
xkajnaj,1,1,6.442943495848728
xkakaw,1,1,6.442943495848728
xkalaj,2,1,6.442943495848728
xkam,7,6,23.147885970765433
xkamik,4,3,14.573942985382715
xkaminaq,1,1,6.442943495848728
xkaminaqoq,2,2,10.885886991697456
xkanaj,11,8,27.543547966789827
xkanajik,1,1,6.442943495848728
xkanul,1,1,6.442943495848728
xke'ulik,1,1,6.442943495848728
xkeb'e,1,1,6.442943495848728
xkejek,1,1,6.442943495848728
xkelej,2,1,6.442943495848728
xkeleq'aj,2,2,10.885886991697456
xkelesaj,1,1,6.442943495848728
xkeqapixab'aj,1,1,6.442943495848728
xkeqasik'ij,1,1,6.442943495848728
xketa'm,3,3,14.573942985382715
xketa'maj,1,1,6.442943495848728
xketaq,1,1,6.442943495848728
xki'kot,4,4,17.77177398339491
xki'kotik,1,1,6.442943495848728
xkib'alij,1,1,6.442943495848728
xkib'an,22,16,39.087095933579654
xkib'ano,29,21,43.06314753446933
xkib'aq,1,1,6.442943495848728
xkib'i'j,4,2,10.885886991697456
xkib'i'natisaj,1,1,6.442943495848728
xkib'ij,13,11,32.81863064932574
xkib'isoj,1,1,6.442943495848728
xkib'ixaj,2,2,10.885886991697456
xkib'ol,2,1,6.442943495848728
xkich'ak,3,3,14.573942985382715
xkich'ako,1,1,6.442943495848728
xkich'ik,1,1,6.442943495848728
xkich'ikib'a,1,1,6.442943495848728
xkich'o'wik,1,1,6.442943495848728
xkichap,3,3,14.573942985382715
xkichapala,1,1,6.442943495848728
xkichapo,2,1,6.442943495848728
xkichaqij,1,1,6.442943495848728
xkicho'y,1,1,6.442943495848728
xkichokob'ej,1,1,6.442943495848728
xkichol,1,1,6.442943495848728
xkiji'aj,1,1,6.442943495848728
xkijik,1,1,6.442943495848728
xkijurub'a,1,1,6.442943495848728
xkijut,1,1,6.442943495848728
xkik,4,3,14.573942985382715
xkik'am,16,14,36.89824003307574
xkik'amixtaj,2,1,6.442943495848728
xkik'amowaj,2,2,10.885886991697456
xkik'astaj,1,1,6.442943495848728
xkik'at,1,1,6.442943495848728
xkik'atej,1,1,6.442943495848728
xkik'ato,2,2,10.885886991697456
xkik'is,1,1,6.442943495848728
xkik'iyalaj,1,1,6.442943495848728
xkik'olob'a,1,1,6.442943495848728
xkik'ot,1,1,6.442943495848728
xkik'u,1,1,6.442943495848728
xkik'u'l,1,1,6.442943495848728
xkik'u'xlaj,2,2,10.885886991697456
xkik'ulawachij,1,1,6.442943495848728
xkik'ulub'a,3,3,14.573942985382715
xkik'ulwachij,1,1,6.442943495848728
xkik'ut,1,1,6.442943495848728
xkik'utu,1,1,6.442943495848728
xkikamisaj,2,2,10.885886991697456
xkikana'isaj,1,1,6.442943495848728
xkikanaj,2,2,10.885886991697456
xkikaqkochij,1,1,6.442943495848728
xkikemelaj,1,1,6.442943495848728
xkikir,1,1,6.442943495848728
xkikiroq,1,1,6.442943495848728
xkikob'isaj,4,4,17.77177398339491
xkikoj,6,5,20.60507700480683
xkikojo,4,4,17.77177398339491
xkikowisaj,1,1,6.442943495848728
xkiku'b'a,1,1,6.442943495848728
xkikuch,7,6,23.147885970765433
xkil,12,12,34.295771941530866
xkilo,7,7,25.44912001653787
xkimajix,1,1,6.442943495848728
xkimayijaj,4,2,10.885886991697456
xkimes,1,1,6.442943495848728
xkimuqu,1,1,6.442943495848728
xkimuquj,1,1,6.442943495848728
xkina,5,5,20.60507700480683
xkina'o,2,2,10.885886991697456
xkina'ojij,3,3,14.573942985382715
xkina'taj,2,2,10.885886991697456
xkinimaj,1,1,6.442943495848728
xkinimarisaj,1,1,6.442943495848728
xkino'jij,4,2,10.885886991697456
xkinopon,1,1,6.442943495848728
xkipatanij,1,1,6.442943495848728
xkipax,1,1,6.442943495848728
xkipaxij,1,1,6.442943495848728
xkipixab,1,1,6.442943495848728
xkipixab'aj,8,7,25.44912001653787
xkipoq'oj,1,1,6.442943495848728
xkiporoj,3,3,14.573942985382715
xkipuk'ij,1,1,6.442943495848728
xkipuk'uj,1,1,6.442943495848728
xkipus,2,1,6.442943495848728
xkipusu,2,2,10.885886991697456
xkiq'aq'b'ej,1,1,6.442943495848728
xkiq'at,1,1,6.442943495848728
xkiq'ataj,1,1,6.442943495848728
xkiq'ijila,1,1,6.442943495848728
xkiq'il,1,1,6.442943495848728
xkiqaq'up,1,1,6.442943495848728
xkir,1,1,6.442943495848728
xkirayij,2,2,10.885886991697456
xkirech,1,1,6.442943495848728
xkirip,2,2,10.885886991697456
xkiriq,3,3,14.573942985382715
xkiriqo,2,2,10.885886991697456
xkiritaj,1,1,6.442943495848728
xkisach,3,2,10.885886991697456
xkisachik,1,1,6.442943495848728
xkisacho,1,1,6.442943495848728
xkise,1,1,6.442943495848728
xkisep,1,1,6.442943495848728
xkisi'j,1,1,6.442943495848728
xkisik'ij,1,1,6.442943495848728
xkisipaj,1,1,6.442943495848728
xkisis,1,1,6.442943495848728
xkisu'aj,1,1,6.442943495848728
xkisuk'ub'a,1,1,6.442943495848728
xkit'uyub'a,1,1,6.442943495848728
xkita,3,3,14.573942985382715
xkita'o,7,6,23.147885970765433
xkitaq,9,5,20.60507700480683
xkitaqej,1,1,6.442943495848728
xkitarij,3,2,10.885886991697456
xkitelej,1,1,6.442943495848728
xkitij,2,1,6.442943495848728
xkitik,4,2,10.885886991697456
xkitikib'a,10,8,27.543547966789827
xkitikilib'ej,2,2,10.885886991697456
xkitinamit,1,1,6.442943495848728
xkitolob'a,1,1,6.442943495848728
xkitu'nik,1,1,6.442943495848728
xkitz'apij,2,2,10.885886991697456
xkitz'aq,1,1,6.442943495848728
xkitz'ib'aj,1,1,6.442943495848728
xkitz'onob'ej,1,1,6.442943495848728
xkitz'onoj,6,6,23.147885970765433
xkitz'ub'u,1,1,6.442943495848728
xkitzajisaj,1,1,6.442943495848728
xkitzayij,1,1,6.442943495848728
xkitzij,2,1,6.442943495848728
xkitzijoj,3,3,14.573942985382715
xkitzolb'ej,1,1,6.442943495848728
xkitzonob'a,1,1,6.442943495848728
xkitzukuj,4,4,17.77177398339491
xkiwachib'ej,1,1,6.442943495848728
xkiwachij,2,2,10.885886991697456
xkiwakuj,1,1,6.442943495848728
xkiwiq,1,1,6.442943495848728
xkiwub'aj,1,1,6.442943495848728
xkixaj,4,2,10.885886991697456
xkixajo,2,2,10.885886991697456
xkixe,1,1,6.442943495848728
xkixnusik'ij,1,1,6.442943495848728
xkixqaporoj,1,1,6.442943495848728
xkixqati,1,1,6.442943495848728
xkixqati'o,1,1,6.442943495848728
xkixul,1,1,6.442943495848728
xkiya,7,6,23.147885970765433
xkiya'o,3,3,14.573942985382715
xkiyajob'ej,1,1,6.442943495848728
xkiyikow,1,1,6.442943495848728
xkiyoj,1,1,6.442943495848728
xkiyoq,2,2,10.885886991697456
xkiyotej,1,1,6.442943495848728
xkob,1,1,6.442943495848728
xkoj,2,2,10.885886991697456
xkojb'e,1,1,6.442943495848728
xkojik,1,1,6.442943495848728
xkojilowik,1,1,6.442943495848728
xkojkam,1,1,6.442943495848728
xkojopon,1,1,6.442943495848728
xkojow,1,1,6.442943495848728
xkojtzalij,1,1,6.442943495848728
xkok,1,1,6.442943495848728
xkokib'ej,2,2,10.885886991697456
xkolo,1,1,6.442943495848728
xkolotaj,3,2,10.885886991697456
xkoq'ej,1,1,6.442943495848728
xkoq'otaj,1,1,6.442943495848728
xkoqotaj,2,2,10.885886991697456
xkos,2,2,10.885886991697456
xkotkomij,1,1,6.442943495848728
xkoyob'ej,2,1,6.442943495848728
xku'b'ax,1,1,6.442943495848728
xku'b'e,2,2,10.885886991697456
xkuch,1,1,6.442943495848728
xkuk'a'j,1,1,6.442943495848728
xkuk'aj,1,1,6.442943495848728
xkunax,1,1,6.442943495848728
xkutzinisaj,1,1,6.442943495848728
xkuxeb'a,1,1,6.442943495848728
xkuyu,1,1,6.442943495848728
xkuyutaj,1,1,6.442943495848728
xlilob,1,1,6.442943495848728
xma,19,14,36.89824003307574
xma'inik,1,1,6.442943495848728
xma'ixik,1,1,6.442943495848728
xmaixik,1,1,6.442943495848728
xmalik,1,1,6.442943495848728
xmawi,1,1,6.442943495848728
xmejo,1,1,6.442943495848728
xmolomanik,1,1,6.442943495848728
xmolomox,1,1,6.442943495848728
xmolomoxik,1,1,6.442943495848728
xmoyik,1,1,6.442943495848728
xmoyomob'ik,1,1,6.442943495848728
xmuchu'lixik,1,1,6.442943495848728
xmukur,3,1,6.442943495848728
xmuqane,14,10,31.210154009613657
xmuqik,1,1,6.442943495848728
xmuqun,1,1,6.442943495848728
xna'ojin,1,1,6.442943495848728
xna'ojix,3,3,14.573942985382715
xna'ojixik,1,1,6.442943495848728
xnam,2,1,6.442943495848728
xnaqajoq,1,1,6.442943495848728
xnawachil,1,1,6.442943495848728
xnawachir,1,1,6.442943495848728
xnik'ox,1,1,6.442943495848728
xnik'wachixik,1,1,6.442943495848728
xnim,1,1,6.442943495848728
xnimar,3,3,14.573942985382715
xnimarik,1,1,6.442943495848728
xnimarisan,2,2,10.885886991697456
xno'jix,1,1,6.442943495848728
xnub'an,1,1,6.442943495848728
xnub'isoj,1,1,6.442943495848728
xnuk'am,1,1,6.442943495848728
xnuk'mayijinaq,1,1,6.442943495848728
xnupixab'aj,1,1,6.442943495848728
xnuriqo,1,1,6.442943495848728
xnuya,1,1,6.442943495848728
xo,1,1,6.442943495848728
xo'l,7,5,20.60507700480683
xob,4,4,17.77177398339491
xojb'e,1,1,6.442943495848728
xojch'akatajik,1,1,6.442943495848728
xojchi'nik,1,1,6.442943495848728
xojeroq,3,3,14.573942985382715
xojik'am,1,1,6.442943495848728
xojiti'o,1,1,6.442943495848728
xojk'amik,1,1,6.442943495848728
xojk'amowik,1,1,6.442943495848728
xojk'axtok'ax,1,1,6.442943495848728
xojk'ok'onik,1,1,6.442943495848728
xojkam,1,1,6.442943495848728
xojkamik,1,1,6.442943495848728
xojkosik,1,1,6.442943495848728
xojmakunik,1,1,6.442943495848728
xojmich'owik,1,1,6.442943495848728
xojojuchaxik,1,1,6.442943495848728
xojopon,1,1,6.442943495848728
xojpaxin,2,2,10.885886991697456
xojpe,6,6,23.147885970765433
xojpetik,3,3,14.573942985382715
xojsach,2,2,10.885886991697456
xojsachik,2,2,10.885886991697456
xojuchax,1,1,6.442943495848728
xojuxik,1,1,6.442943495848728
xojwachinik,1,1,6.442943495848728
xojwinaqirik,2,1,6.442943495848728
xok,24,18,40.91433289931548
xokem,1,1,6.442943495848728
xokik,4,4,17.77177398339491
xol,1,1,6.442943495848728
xolob'achan,1,1,6.442943495848728
xopon,13,9,29.45716644965774
xoponik,6,5,20.60507700480683
xoq,7,6,23.147885970765433
xoq'o'l,1,1,6.442943495848728
xoq'ol,1,1,6.442943495848728
xot,3,2,10.885886991697456
xowatal,1,1,6.442943495848728
xpakatajik,1,1,6.442943495848728
xpaq'a'ik,1,1,6.442943495848728
xpaxik,1,1,6.442943495848728
xpaxin,2,2,10.885886991697456
xpaxinik,1,1,6.442943495848728
xpe,31,17,40.04317112817261
xpeq,16,2,10.885886991697456
xperepoxik,1,1,6.442943495848728
xpetik,5,5,20.60507700480683
xpisik,1,1,6.442943495848728
xpixab'axik,1,1,6.442943495848728
xpiyakok,10,6,23.147885970765433
xpoq'olij,1,1,6.442943495848728
xpoq'otaj,1,1,6.442943495848728
xpoq'otajik,2,1,6.442943495848728
xpuch,7,3,14.573942985382715
xpurpuweq,2,1,6.442943495848728
xpus,3,3,14.573942985382715
xpusik,1,1,6.442943495848728
xq'ajik,1,1,6.442943495848728
xq'ajixik,1,1,6.442943495848728
xq'ale,1,1,6.442943495848728
xq'ale'ik,1,1,6.442943495848728
xq'anil,1,1,6.442943495848728
xq'aq'ar,1,1,6.442943495848728
xq'aq'arik,1,1,6.442943495848728
xq'at,1,1,6.442943495848728
xq'atatajik,1,1,6.442943495848728
xq'axinik,1,1,6.442943495848728
xq'eq,3,3,14.573942985382715
xq'equ'marik,1,1,6.442943495848728
xq'ijilo'xik,1,1,6.442943495848728
xq'upuq'ub,1,1,6.442943495848728
xq'ut,3,2,10.885886991697456
xq'utu,2,1,6.442943495848728
xq'utuxik,1,1,6.442943495848728
xqab'ano,5,3,14.573942985382715
xqab'e,1,1,6.442943495848728
xqab'ij,3,3,14.573942985382715
xqach'ako,1,1,6.442943495848728
xqacholo,1,1,6.442943495848728
xqaj,17,11,32.81863064932574
xqajach,1,1,6.442943495848728
xqajal,1,1,6.442943495848728
xqajik,2,2,10.885886991697456
xqajinaq,1,1,6.442943495848728
xqak'am,1,1,6.442943495848728
xqak'iso,1,1,6.442943495848728
xqakamuluj,2,1,6.442943495848728
xqakuyu,1,1,6.442943495848728
xqana'o,2,2,10.885886991697456
xqariqo,2,2,10.885886991697456
xqasach,1,1,6.442943495848728
xqasan,1,1,6.442943495848728
xqatij,1,1,6.442943495848728
xqatijo,3,3,14.573942985382715
xqatz'ib'aj,1,1,6.442943495848728
xqaya,1,1,6.442943495848728
xqeta'maj,3,2,10.885886991697456
xqil,1,1,6.442943495848728
xqilo,3,3,14.573942985382715
xqok'otaj,1,1,6.442943495848728
xqop,1,1,6.442943495848728
xqupin,1,1,6.442943495848728
xqupix,2,2,10.885886991697456
xraj,21,11,32.81863064932574
xrech,1,1,6.442943495848728
xreleq'aj,1,1,6.442943495848728
xrelesaj,1,1,6.442943495848728
xreta'maj,1,1,6.442943495848728
xretal,1,1,6.442943495848728
xril,7,5,20.60507700480683
xrilij,1,1,6.442943495848728
xriq'taxik,1,1,6.442943495848728
xrixowaj,1,1,6.442943495848728
xro,2,1,6.442943495848728
xrok'o'ib'ej,1,1,6.442943495848728
xsach,1,1,6.442943495848728
xsajkab'ix,1,1,6.442943495848728
xsaqir,3,2,10.885886991697456
xsaqirik,12,7,25.44912001653787
xsik'in,2,1,6.442943495848728
xsik'inik,1,1,6.442943495848728
xsilib'ataj,1,1,6.442943495848728
xsipoj,1,1,6.442943495848728
xskataq,1,1,6.442943495848728
xsolkopij,1,1,6.442943495848728
xsqaqi'n,3,3,14.573942985382715
xta,1,1,6.442943495848728
xtaj,7,3,14.573942985382715
xtak'atob,1,1,6.442943495848728
xtane,1,1,6.442943495848728
xtepewarik,1,1,6.442943495848728
xti,8,1,6.442943495848728
xti'ik,3,2,10.885886991697456
xti'ow,1,1,6.442943495848728
xti'owik,1,1,6.442943495848728
xtikar,4,4,17.77177398339491
xtikarik,4,4,17.77177398339491
xtiker,1,1,6.442943495848728
xtikib'an,1,1,6.442943495848728
xtikib'ax,1,1,6.442943495848728
xtikitax,1,1,6.442943495848728
xtikixtaj,1,1,6.442943495848728
xtikow,1,1,6.442943495848728
xtoj,1,1,6.442943495848728
xtok'e,1,1,6.442943495848728
xtole,1,1,6.442943495848728
xtub'ukij,1,1,6.442943495848728
xtukuwik,1,1,6.442943495848728
