term_str,n,df,dfidf
kaqil,1,1,6.442943495848728
kaqilo,2,2,10.885886991697456
kaqix,43,9,29.45716644965774
kaqixa,1,1,6.442943495848728
kaqlujluj,2,1,6.442943495848728
kaqruxruj,1,1,6.442943495848728
kaqulja,18,8,27.543547966789827
kaqurulaj,1,1,6.442943495848728
kaqwachib'al,2,1,6.442943495848728
kar,4,3,14.573942985382715
karaj,5,4,17.77177398339491
karajon,1,1,6.442943495848728
karayij,2,1,6.442943495848728
karchaj,1,1,6.442943495848728
kareta'maj,1,1,6.442943495848728
karil,1,1,6.442943495848728
karilo,1,1,6.442943495848728
kasach,1,1,6.442943495848728
kasaqiroq,1,1,6.442943495848728
kasik'in,2,2,10.885886991697456
kasik'inik,1,1,6.442943495848728
kasik'iyaj,1,1,6.442943495848728
kasik'ow,1,1,6.442943495848728
kasik'owik,1,1,6.442943495848728
kasilanik,1,1,6.442943495848728
kasilob'ik,1,1,6.442943495848728
kasolowik,1,1,6.442943495848728
kata,2,2,10.885886991697456
katajin,2,2,10.885886991697456
katana'ik,1,1,6.442943495848728
katanik,1,1,6.442943495848728
kataq'an,1,1,6.442943495848728
katb'e,4,3,14.573942985382715
katb'ek,2,1,6.442943495848728
katcha'jik,1,1,6.442943495848728
katchokonik,1,1,6.442943495848728
katel,2,2,10.885886991697456
katelik,1,1,6.442943495848728
kati't,30,7,25.44912001653787
katikal,1,1,6.442943495848728
katilo,1,1,6.442943495848728
katilowik,1,1,6.442943495848728
katiltotik,1,1,6.442943495848728
katinik,1,1,6.442943495848728
katk'ix,1,1,6.442943495848728
katk'oje,5,4,17.77177398339491
katkamik,1,1,6.442943495848728
katojo,1,1,6.442943495848728
katok,2,2,10.885886991697456
katolona,1,1,6.442943495848728
katopon,1,1,6.442943495848728
katoponik,1,1,6.442943495848728
katoq,1,1,6.442943495848728
katoq'ik,1,1,6.442943495848728
katpe,2,1,6.442943495848728
kattaqentaj,1,1,6.442943495848728
kattzijonoq,1,1,6.442943495848728
katukuwik,1,1,6.442943495848728
katurur,1,1,6.442943495848728
katwar,1,1,6.442943495848728
katz,7,4,17.77177398339491
katz'apitajik,1,1,6.442943495848728
katz'ininik,1,1,6.442943495848728
katz'ininoq,1,1,6.442943495848728
katz'inonik,1,1,6.442943495848728
katz'onon,1,1,6.442943495848728
katzijon,1,1,6.442943495848728
katzijonoq,1,1,6.442943495848728
katzotzotik,1,1,6.442943495848728
kawa'lijoq,1,1,6.442943495848728
kawachin,1,1,6.442943495848728
kawachinik,1,1,6.442943495848728
kawaj,1,1,6.442943495848728
kawajin,1,1,6.442943495848728
kawakoj,2,2,10.885886991697456
kawatepech,1,1,6.442943495848728
kaweq,4,3,14.573942985382715
kaweqib,13,10,31.210154009613657
kawib,2,1,6.442943495848728
kawilo,4,3,14.573942985382715
kawinal,1,1,6.442943495848728
kawiqib,1,1,6.442943495848728
kawisamaj,2,1,6.442943495848728
kawisimaj,7,5,20.60507700480683
kawistan,1,1,6.442943495848728
kawub'al,4,4,17.77177398339491
kawulij,1,1,6.442943495848728
kawutal,1,1,6.442943495848728
kawutalik,2,2,10.885886991697456
kaxajowilab'ik,1,1,6.442943495848728
kaxaqi,1,1,6.442943495848728
kaxaqin,1,1,6.442943495848728
kaxib'in,1,1,6.442943495848728
kaxkon,1,1,6.442943495848728
kaxojanik,1,1,6.442943495848728
kayelo'n,2,1,6.442943495848728
kayen,1,1,6.442943495848728
kayewal,1,1,6.442943495848728
kayeyoj,1,1,6.442943495848728
kayojik,1,1,6.442943495848728
ke,15,13,35.652549110199274
ke'ab'ix,1,1,6.442943495848728
ke'ajawarik,1,1,6.442943495848728
ke'apon,1,1,6.442943495848728
ke'ati'o,1,1,6.442943495848728
ke'atin,2,2,10.885886991697456
ke'aya,1,1,6.442943495848728
ke'b'al,1,1,6.442943495848728
ke'ek'owik,1,1,6.442943495848728
ke'el,1,1,6.442943495848728
ke'eleqan,1,1,6.442943495848728
ke'etz'eyaj,1,1,6.442943495848728
ke'ik'ow,2,2,10.885886991697456
ke'ilik,2,2,10.885886991697456
ke'iwil,1,1,6.442943495848728
ke'okik,1,1,6.442943495848728
ke'ominik,1,1,6.442943495848728
ke'oponik,3,3,14.573942985382715
ke'oq,1,1,6.442943495848728
ke'uchaxik,11,10,31.210154009613657
ke'ul,4,4,17.77177398339491
ke'ulik,5,4,17.77177398339491
ke'utzin,2,1,6.442943495848728
ke'uxik,2,2,10.885886991697456
keb'anow,1,1,6.442943495848728
keb'anowik,1,1,6.442943495848728
keb'e,6,6,23.147885970765433
keb'ek,1,1,6.442943495848728
keb'in,2,2,10.885886991697456
keb'inik,1,1,6.442943495848728
keb'inowik,1,1,6.442943495848728
keb'iq'ow,1,1,6.442943495848728
keb'olow,1,1,6.442943495848728
keb'uchuwik,2,2,10.885886991697456
keb'ujujik,1,1,6.442943495848728
kech,13,11,32.81863064932574
kech'ajo'nik,2,1,6.442943495848728
kech'akatajik,1,1,6.442943495848728
kech'akix,1,1,6.442943495848728
kech'aw,2,2,10.885886991697456
kech'awik,1,1,6.442943495848728
kech'ititik,1,1,6.442943495848728
kecha,30,14,36.89824003307574
kecha'j,1,1,6.442943495848728
kecha'jik,3,2,10.885886991697456
kechakchot,1,1,6.442943495848728
kechaninik,2,2,10.885886991697456
kechapon,1,1,6.442943495848728
kej,22,9,29.45716644965774
kejalow,2,2,10.885886991697456
kejaslajik,1,1,6.442943495848728
keje,151,58,33.927825041827056
kejikik,1,1,6.442943495848728
kejilowik,1,1,6.442943495848728
kejumin,1,1,6.442943495848728
kejuminik,2,2,10.885886991697456
kek'a'am,1,1,6.442943495848728
kek'ajb'ik,3,1,6.442943495848728
kek'ajolanik,1,1,6.442943495848728
kek'am,1,1,6.442943495848728
kek'aralajik,1,1,6.442943495848728
kek'atonik,2,1,6.442943495848728
kek'iritajik,1,1,6.442943495848728
kek'ix,1,1,6.442943495848728
kek'oje,1,1,6.442943495848728
kek'u,1,1,6.442943495848728
kek'u'lutajik,1,1,6.442943495848728
kek'utunoq,1,1,6.442943495848728
keka'y,1,1,6.442943495848728
kekamik,3,3,14.573942985382715
kekamoq,3,3,14.573942985382715
keki'kot,12,11,32.81863064932574
keki'kotik,7,5,20.60507700480683
kekuchmayijik,1,1,6.442943495848728
kelajajik,1,1,6.442943495848728
kelajik,1,1,6.442943495848728
keleq,1,1,6.442943495848728
kelexlot,1,1,6.442943495848728
kelik,1,1,6.442943495848728
keloq'oxik,1,1,6.442943495848728
keluklutik,1,1,6.442943495848728
kelulutik,1,1,6.442943495848728
keluq'uq'ila,1,1,6.442943495848728
kema,2,2,10.885886991697456
kemalmalijab,1,1,6.442943495848728
kemel,1,1,6.442943495848728
kemewajik,4,2,10.885886991697456
kemi'alanik,1,1,6.442943495848728
kemoch'och'ik,1,1,6.442943495848728
kemuqun,1,1,6.442943495848728
kemuqunik,2,1,6.442943495848728
kena'b'ax,1,1,6.442943495848728
keneb'eb'ik,1,1,6.442943495848728
keniknot,1,1,6.442943495848728
keniknotik,1,1,6.442943495848728
kenumik,1,1,6.442943495848728
keoq'ik,1,1,6.442943495848728
kepaq'aq'ik,1,1,6.442943495848728
kepe,2,2,10.885886991697456
kepetik,2,2,10.885886991697456
kepetoq,6,5,20.60507700480683
kepolow,1,1,6.442943495848728
kepoq'otajik,1,1,6.442943495848728
keq'ab'ar,1,1,6.442943495848728
keq'aq'al,1,1,6.442943495848728
keq'aq'arik,1,1,6.442943495848728
keq'ichowik,1,1,6.442943495848728
keqach'ak,2,2,10.885886991697456
keqachak,1,1,6.442943495848728
keqaj,1,1,6.442943495848728
keqaka'yij,1,1,6.442943495848728
keqakamisaj,2,2,10.885886991697456
keqalem,3,3,14.573942985382715
keqamayijaj,1,1,6.442943495848728
keqapusu,1,1,6.442943495848728
keqasipaj,1,1,6.442943495848728
keqatzukuj,2,2,10.885886991697456
keqokib'ej,1,1,6.442943495848728
kequch'aj,1,1,6.442943495848728
keraj,3,1,6.442943495848728
keropop,1,1,6.442943495848728
kesilaje'ik,1,1,6.442943495848728
kesilob'ik,1,1,6.442943495848728
kesisot,1,1,6.442943495848728
keta'm,7,4,17.77177398339491
keta'mab'al,5,5,20.60507700480683
keta'maj,2,2,10.885886991697456
ketal,2,2,10.885886991697456
ketaxik,1,1,6.442943495848728
ketere,1,1,6.442943495848728
keti'ow,1,1,6.442943495848728
ketik'e,1,1,6.442943495848728
ketz'ab'al,4,4,17.77177398339491
ketz'ako'nik,1,1,6.442943495848728
ketz'elawachixik,1,1,6.442943495848728
ketz'elewachin,1,1,6.442943495848728
ketz'itilajik,1,1,6.442943495848728
ketz'itz'otik,1,1,6.442943495848728
ketz'ononik,2,1,6.442943495848728
ketzaq,1,1,6.442943495848728
keuchaxik,2,2,10.885886991697456
kewa,3,3,14.573942985382715
kewa'ik,3,3,14.573942985382715
kewachinik,3,2,10.885886991697456
kewaj,1,1,6.442943495848728
kewar,1,1,6.442943495848728
kewarik,1,1,6.442943495848728
kewech'elajik,1,1,6.442943495848728
kewojon,1,1,6.442943495848728
kewojonik,1,1,6.442943495848728
kewonk'oyeje'ik,1,1,6.442943495848728
kewub'anik,1,1,6.442943495848728
kexajow,1,1,6.442943495848728
kexajowik,4,2,10.885886991697456
kexuxik,1,1,6.442943495848728
keyakataj,1,1,6.442943495848728
keyake'ik,1,1,6.442943495848728
ki,828,77,13.564085546844678
ki'ib'al,1,1,6.442943495848728
ki'kotem,2,2,10.885886991697456
ki'kotirisay,1,1,6.442943495848728
ki'laj,1,1,6.442943495848728
kib,90,41,44.501051140456426
kib'a,1,1,6.442943495848728
kib'ano,1,1,6.442943495848728
kib'anowik,1,1,6.442943495848728
kib'e,1,1,6.442943495848728
kib'i'j,1,1,6.442943495848728
kib'ij,2,2,10.885886991697456
kib'il,18,13,35.652549110199274
kib'och'il,1,1,6.442943495848728
kich'akatajik,1,1,6.442943495848728
kicha,1,1,6.442943495848728
kiej,9,3,14.573942985382715
kij,2,2,10.885886991697456
kik,57,14,36.89824003307574
kik'ak'alen,1,1,6.442943495848728
kik'el,13,7,25.44912001653787
kik'i,1,1,6.442943495848728
kik'oje,1,1,6.442943495848728
kik'owik,1,1,6.442943495848728
kik'ut,1,1,6.442943495848728
kika'y,1,1,6.442943495848728
kikam,1,1,6.442943495848728
kikamik,1,1,6.442943495848728
kikarilo'on,1,1,6.442943495848728
kikub'a,1,1,6.442943495848728
kikuchun,1,1,6.442943495848728
kil,3,3,14.573942985382715
kila,4,4,17.77177398339491
kilawachin,2,2,10.885886991697456
kilitz,2,1,6.442943495848728
kilo,1,1,6.442943495848728
kilon,1,1,6.442943495848728
kiloq,1,1,6.442943495848728
kina'o,1,1,6.442943495848728
kina'ojinik,1,1,6.442943495848728
kina'ojwila,1,1,6.442943495848728
kinan,1,1,6.442943495848728
kinanik,1,1,6.442943495848728
kinaq,1,1,6.442943495848728
kinb'anowik,1,1,6.442943495848728
kinb'e,3,3,14.573942985382715
kinecha'jik,1,1,6.442943495848728
kinel,1,1,6.442943495848728
kinik'amo,1,1,6.442943495848728
kinikamisaj,1,1,6.442943495848728
kinipus,1,1,6.442943495848728
kinitzoqopij,1,1,6.442943495848728
kinkiq'aluj,1,1,6.442943495848728
kinok,1,1,6.442943495848728
kinuk,1,1,6.442943495848728
kinwucha'j,1,1,6.442943495848728
kipak'e'ik,1,1,6.442943495848728
kipoq'o,1,1,6.442943495848728
kiril,1,1,6.442943495848728
kiron,1,1,6.442943495848728
kisach,1,1,6.442943495848728
kiselawachin,1,1,6.442943495848728
kisiloj,1,1,6.442943495848728
kismachi,1,1,6.442943495848728
kita,1,1,6.442943495848728
kitelen,1,1,6.442943495848728
kitij,1,1,6.442943495848728
kitija,1,1,6.442943495848728
kitijitob'ej,1,1,6.442943495848728
kitik,1,1,6.442943495848728
kitoq'ob'a,1,1,6.442943495848728
kitz'onoj,1,1,6.442943495848728
kitz'onoxik,1,1,6.442943495848728
kitzalkwat,1,1,6.442943495848728
kitze,64,22,43.63726129865148
kitzelal,1,1,6.442943495848728
kitzij,1,1,6.442943495848728
kiwaj,2,2,10.885886991697456
kiwilo,1,1,6.442943495848728
kixb,1,1,6.442943495848728
kixb'e,3,3,14.573942985382715
kixb'ek,3,3,14.573942985382715
kixb'ixanoq,1,1,6.442943495848728
kixch'aw,1,1,6.442943495848728
kixch'awajetaj,1,1,6.442943495848728
kixch'awoq,2,1,6.442943495848728
kixcha,14,9,29.45716644965774
kixchoko,1,1,6.442943495848728
kixjain,1,1,6.442943495848728
kixjalatajik,1,1,6.442943495848728
kixk'amowan,1,1,6.442943495848728
kixk'iritaj,1,1,6.442943495848728
kixk'otonoq,1,1,6.442943495848728
kixkamik,1,1,6.442943495848728
kixku,1,1,6.442943495848728
kixku'loq,1,1,6.442943495848728
kixloq'ox,1,1,6.442943495848728
kixmuquna,1,1,6.442943495848728
kixmuqunik,1,1,6.442943495848728
kixno'jintaj,1,1,6.442943495848728
kixnutaq,1,1,6.442943495848728
kixochochin,1,1,6.442943495848728
kixojo,1,1,6.442943495848728
kixok,1,1,6.442943495848728
kixopon,1,1,6.442943495848728
kixoponik,3,2,10.885886991697456
kixoponoq,1,1,6.442943495848728
kixoqil,12,6,23.147885970765433
kixoqila,1,1,6.442943495848728
kixpe,4,4,17.77177398339491
kixpetoq,3,3,14.573942985382715
kixpoq,1,1,6.442943495848728
kixpusik,1,1,6.442943495848728
kixpusu,1,1,6.442943495848728
kixq'ijiloxik,1,1,6.442943495848728
kixqachb'ilaj,1,1,6.442943495848728
kixqachojij,1,1,6.442943495848728
kixqajb'oq,1,1,6.442943495848728
kixqakamisaj,2,2,10.885886991697456
kixqasach,1,1,6.442943495848728
kixsik'inoq,1,1,6.442943495848728
kixsik'ix,1,1,6.442943495848728
kixsu'anoq,1,1,6.442943495848728
kixta'on,1,1,6.442943495848728
kixta'onik,1,1,6.442943495848728
kixtike,1,1,6.442943495848728
kixtz'ib'anoq,2,2,10.885886991697456
kixtz'onox,1,1,6.442943495848728
kixuchax,1,1,6.442943495848728
kixuchaxik,2,2,10.885886991697456
kixul,2,2,10.885886991697456
kixwa'ik,1,1,6.442943495848728
kixxajowoq,1,1,6.442943495848728
kiya,3,3,14.573942985382715
kiya'n,1,1,6.442943495848728
kiyojow,1,1,6.442943495848728
ko,3,3,14.573942985382715
ko'k,2,2,10.885886991697456
ko'on,1,1,6.442943495848728
kob'ik,1,1,6.442943495848728
kochib'al,1,1,6.442943495848728
kochoch,18,12,34.295771941530866
koj,12,7,25.44912001653787
kojab'ixik,1,1,6.442943495848728
kojata,1,1,6.442943495848728
kojawila,1,1,6.442943495848728
kojaya,2,1,6.442943495848728
kojb'al,1,1,6.442943495848728
kojb'e,4,4,17.77177398339491
kojb'ek,4,4,17.77177398339491
kojb'isonik,1,1,6.442943495848728
kojb'oqotajik,1,1,6.442943495848728
kojch'akatajik,1,1,6.442943495848728
kojch'awik,2,2,10.885886991697456
kojcha,4,4,17.77177398339491
kojcha'j,3,3,14.573942985382715
kojcha'jik,1,1,6.442943495848728
kojetz'anik,1,1,6.442943495848728
kojik'ato,1,1,6.442943495848728
kojikuxij,1,1,6.442943495848728
kojimich,1,1,6.442943495848728
kojina,1,1,6.442943495848728
kojipusu,2,1,6.442943495848728
kojiq'ijarisaj,1,1,6.442943495848728
kojiq'ijila,1,1,6.442943495848728
kojiralajob'isaj,1,1,6.442943495848728
kojisik'ij,1,1,6.442943495848728
kojiti'o,1,1,6.442943495848728
kojitzaq,1,1,6.442943495848728
kojiwoyob'ej,1,1,6.442943495848728
kojiwucha'j,1,1,6.442943495848728
kojiya,2,1,6.442943495848728
kojk'atoq,1,1,6.442943495848728
kojk'isik,1,1,6.442943495848728
kojk'ix,1,1,6.442943495848728
kojk'ixb'ik,1,1,6.442943495848728
kojk'oje,1,1,6.442943495848728
kojka'y,1,1,6.442943495848728
kojkamik,5,5,20.60507700480683
kojkanab'ixik,1,1,6.442943495848728
kojkaq'anij,1,1,6.442943495848728
kojkich'ako,1,1,6.442943495848728
kojkiq'aluj,1,1,6.442943495848728
kojmich'owik,1,1,6.442943495848728
kojmuqunik,1,1,6.442943495848728
kojna'b'ax,2,2,10.885886991697456
kojno'jinik,1,1,6.442943495848728
kojok,3,2,10.885886991697456
kojom,1,1,6.442943495848728
kojopon,1,1,6.442943495848728
kojoyob'ej,1,1,6.442943495848728
kojsik'ix,1,1,6.442943495848728
kojsik'ixoq,1,1,6.442943495848728
kojsilab'ik,1,1,6.442943495848728
kojta'onik,1,1,6.442943495848728
kojtere,1,1,6.442943495848728
kojtike,1,1,6.442943495848728
kojtz'onoxik,1,1,6.442943495848728
kojtzalij,1,1,6.442943495848728
kojtzijon,1,1,6.442943495848728
kojucha'nik,1,1,6.442943495848728
kojul,1,1,6.442943495848728
kojulik,1,1,6.442943495848728
kojuti'o,1,1,6.442943495848728
kojutzin,1,1,6.442943495848728
kojutzinik,1,1,6.442943495848728
kojxob'ik,1,1,6.442943495848728
kojya'wik,1,1,6.442943495848728
kojyakatajik,1,1,6.442943495848728
kok,6,4,17.77177398339491
kokib'exik,1,1,6.442943495848728
kokil,1,1,6.442943495848728
kolb'al,2,2,10.885886991697456
kolob,1,1,6.442943495848728
kolon,1,1,6.442943495848728
kolotajel,1,1,6.442943495848728
komaj,1,1,6.442943495848728
komajil,2,2,10.885886991697456
kono,1,1,6.442943495848728
konojel,69,31,46.15116274931745
kopkik,1,1,6.442943495848728
kopon,4,3,14.573942985382715
koq,4,4,17.77177398339491
koq'ik,4,3,14.573942985382715
kosom,1,1,6.442943495848728
kot,5,3,14.573942985382715
kotal,1,1,6.442943495848728
kotila,1,1,6.442943495848728
kotz,1,1,6.442943495848728
kotz'i'j,17,1,6.442943495848728
kotz'i'jal,1,1,6.442943495848728
kowil,1,1,6.442943495848728
kox,2,1,6.442943495848728
ku'b'ukuxinaq,1,1,6.442943495848728
ku'b'ul,4,4,17.77177398339491
ku'b'ulel,3,2,10.885886991697456
ku'b'ulik,2,2,10.885886991697456
ku'bi,1,1,6.442943495848728
ku'l,1,1,6.442943495848728
ku'lel,13,1,6.442943495848728
ku'lib'al,1,1,6.442943495848728
ku'ul,1,1,6.442943495848728
kub'alka'tij,1,1,6.442943495848728
kub'an,1,1,6.442943495848728
kub'ano,3,3,14.573942985382715
kub'ij,1,1,6.442943495848728
kuchaj,1,1,6.442943495848728
kuchaxik,1,1,6.442943495848728
kuchb'al,1,1,6.442943495848728
kuchuma,10,5,20.60507700480683
kuk,22,14,36.89824003307574
kuk'a'am,9,7,25.44912001653787
kuk'ak'ab'ej,1,1,6.442943495848728
kuk'ala,1,1,6.442943495848728
kuk'am,2,2,10.885886991697456
kuk'an,1,1,6.442943495848728
kuk'ia,2,2,10.885886991697456
kuk'ot,1,1,6.442943495848728
kuk'oto,1,1,6.442943495848728
kuk'ux,1,1,6.442943495848728
kukus,1,1,6.442943495848728
kul,2,2,10.885886991697456
kulik,2,2,10.885886991697456
kumal,93,45,42.799067978357414
kumatz,17,8,27.543547966789827
kumatzij,1,1,6.442943495848728
kumatzil,2,2,10.885886991697456
kumuk,2,2,10.885886991697456
kun,1,1,6.442943495848728
kunab'al,1,1,6.442943495848728
kunimarisaj,2,1,6.442943495848728
kuq'ob'isaj,1,1,6.442943495848728
kuraquj,1,1,6.442943495848728
kurayij,3,3,14.573942985382715
kus,9,7,25.44912001653787
kusuy,1,1,6.442943495848728
kuta,1,1,6.442943495848728
kuta'm,1,1,6.442943495848728
kutij,1,1,6.442943495848728
kutzin,3,3,14.573942985382715
kutzina,1,1,6.442943495848728
kux,2,2,10.885886991697456
kuxib'ij,1,1,6.442943495848728
kuxik,1,1,6.442943495848728
kuxlab,2,2,10.885886991697456
kuya,1,1,6.442943495848728
kuyoq,1,1,6.442943495848728
l,2,2,10.885886991697456
la,131,36,45.828665798630965
lab'al,24,9,29.45716644965774
lab'e,4,4,17.77177398339491
laju,1,1,6.442943495848728
lajuj,4,4,17.77177398339491
lakan,1,1,6.442943495848728
lal,12,4,17.77177398339491
lamakib,1,1,6.442943495848728
laq,4,4,17.77177398339491
laq'ab'eb'al,1,1,6.442943495848728
laq'ab'ej,1,1,6.442943495848728
laq'ab'ey,2,1,6.442943495848728
laq'el,1,1,6.442943495848728
laq'i,1,1,6.442943495848728
laqab'en,1,1,6.442943495848728
laqel,1,1,6.442943495848728
laqi,1,1,6.442943495848728
latz'ab,1,1,6.442943495848728
le,25,8,27.543547966789827
le'a,1,1,6.442943495848728
le'ab'al,1,1,6.442943495848728
le'el,5,4,17.77177398339491
leman,1,1,6.442943495848728
lemo,2,2,10.885886991697456
li'anik,4,3,14.573942985382715
lib'aj,17,14,36.89824003307574
lo,16,11,32.81863064932574
lolmet,5,5,20.60507700480683
loq,8,6,23.147885970765433
loq'b'al,4,2,10.885886991697456
loq'olaj,2,2,10.885886991697456
loquens,1,1,6.442943495848728
lotz,2,2,10.885886991697456
lub'anik,1,1,6.442943495848728
ma,215,58,33.927825041827056
ma'ij,1,1,6.442943495848728
ma'ina,1,1,6.442943495848728
ma'ixel,1,1,6.442943495848728
ma'ixik,4,4,17.77177398339491
mach'upuwik,1,1,6.442943495848728
maja,89,38,45.410607331395425
maja'oq,1,1,6.442943495848728
maji,1,1,6.442943495848728
majkun,1,1,6.442943495848728
majukutaj,56,21,43.06314753446933
mak,5,3,14.573942985382715
mak'a,2,2,10.885886991697456
mak'ajisaj,1,1,6.442943495848728
mak'ama,1,1,6.442943495848728
makamob,1,1,6.442943495848728
maki,1,1,6.442943495848728
makol,1,1,6.442943495848728
makunik,1,1,6.442943495848728
makutax,1,1,6.442943495848728
malinik,1,1,6.442943495848728
mam,20,11,32.81863064932574
mama,13,4,17.77177398339491
mamaxel,3,2,10.885886991697456
mamom,3,2,10.885886991697456
matzal,1,1,6.442943495848728
matzamoj,1,1,6.442943495848728
matzanel,1,1,6.442943495848728
mawi,194,61,31.244575655436364
mawinaq,1,1,6.442943495848728
may,1,1,6.442943495848728
mayijab'al,2,2,10.885886991697456
mayijaj,1,1,6.442943495848728
mayjanik,1,1,6.442943495848728
me'al,7,4,17.77177398339491
meawan,2,1,6.442943495848728
meb'a,8,5,20.60507700480683
mej,1,1,6.442943495848728
mejoxowik,1,1,6.442943495848728
mepajik,1,1,6.442943495848728
meq'atowik,1,1,6.442943495848728
meqajik,1,1,6.442943495848728
mes,5,3,14.573942985382715
meskel,5,1,6.442943495848728
mesokotajik,1,1,6.442943495848728
mewa,1,1,6.442943495848728
mewaij,1,1,6.442943495848728
mewajib'al,2,1,6.442943495848728
mewajik,4,3,14.573942985382715
mexiko,1,1,6.442943495848728
mi,137,41,44.501051140456426
mi'al,13,7,25.44912001653787
miajawaj,1,1,6.442943495848728
mich'b'al,3,3,14.573942985382715
mich'ik,1,1,6.442943495848728
mier,1,1,6.442943495848728
mieroq,1,1,6.442943495848728
mik'ut,1,1,6.442943495848728
miq'ina,2,2,10.885886991697456
mixb'ison,1,1,6.442943495848728
mixb'isonik,6,6,23.147885970765433
mixib'ij,3,3,14.573942985382715
mixk'ina,8,1,6.442943495848728
mixoq'ik,1,1,6.442943495848728
mixsik'inik,1,1,6.442943495848728
mixtam,1,1,6.442943495848728
mixtze'nik,1,1,6.442943495848728
mixxob'ik,1,1,6.442943495848728
mixyonolikinik,1,1,6.442943495848728
miya,2,2,10.885886991697456
mojapisk'alij,1,1,6.442943495848728
mojatzaqo,1,1,6.442943495848728
mojik'ut,1,1,6.442943495848728
mojimes,1,1,6.442943495848728
mojisacho,1,1,6.442943495848728
mok'em,2,1,6.442943495848728
moken,1,1,6.442943495848728
molaj,1,1,6.442943495848728
molajil,1,1,6.442943495848728
molay,1,1,6.442943495848728
molob'a,2,2,10.885886991697456
molowik,1,1,6.442943495848728
motz,1,1,6.442943495848728
mox,1,1,6.442943495848728
moxwachib'al,1,1,6.442943495848728
moxwachinik,1,1,6.442943495848728
moywachib'al,1,1,6.442943495848728
much,14,3,14.573942985382715
much'ij,1,1,6.442943495848728
much'it,2,1,6.442943495848728
muj,1,1,6.442943495848728
mujib'al,1,1,6.442943495848728
mul,13,7,25.44912001653787
munil,1,1,6.442943495848728
muqikil,1,1,6.442943495848728
muqu,2,2,10.885886991697456
muqub'al,3,3,14.573942985382715
muqul,1,1,6.442943495848728
muqulik,1,1,6.442943495848728
muqum,1,1,6.442943495848728
muqumuxinaq,1,1,6.442943495848728
muqutal,1,1,6.442943495848728
muquwach,2,2,10.885886991697456
musmul,1,1,6.442943495848728
mutzuma'q,1,1,6.442943495848728
na,123,48,41.183087766123464
na'b'axik,1,1,6.442943495848728
na'ob'al,1,1,6.442943495848728
na'oj,42,24,44.59154388306173
na'ojij,1,1,6.442943495848728
na'ojinik,1,1,6.442943495848728
na'ojixik,2,2,10.885886991697456
na'ol,2,1,6.442943495848728
na'on,1,1,6.442943495848728
na'onel,1,1,6.442943495848728
na'tab'al,4,3,14.573942985382715
na'tal,2,2,10.885886991697456
na'wik,1,1,6.442943495848728
na'wikil,2,2,10.885886991697456
nab,1,1,6.442943495848728
nab'ab'al,2,1,6.442943495848728
nab'al,2,1,6.442943495848728
nab'e,96,53,37.89622118813305
nab'e'al,1,1,6.442943495848728
nab'e'oq,1,1,6.442943495848728
nab'ek,7,6,23.147885970765433
nache,2,2,10.885886991697456
naj,9,6,23.147885970765433
najt,14,11,32.81863064932574
najtik,2,2,10.885886991697456
nak'al,1,1,6.442943495848728
nakxit,2,1,6.442943495848728
nan,52,31,46.15116274931745
nanawak,2,1,6.442943495848728
naq,1,1,6.442943495848728
naqaj,4,4,17.77177398339491
naqi,87,29,45.963912520913524
natajik,1,1,6.442943495848728
nawal,28,18,40.91433289931548
nawinaq,1,1,6.442943495848728
nay,56,31,46.15116274931745
neb'elik,1,1,6.442943495848728
nijaib,2,2,10.885886991697456
nijaib'ab,14,8,27.543547966789827
nijayib,1,1,6.442943495848728
nik'aj,7,4,17.77177398339491
nik'ajal,5,4,17.77177398339491
nik'aqaj,1,1,6.442943495848728
nik'wachinel,4,4,17.77177398339491
nim,114,41,44.501051140456426
nima,82,34,46.08634225634522
nima'q,21,15,38.04079350360315
nimal,13,11,32.81863064932574
nimanel,1,1,6.442943495848728
nimaqil,2,1,6.442943495848728
nimarik,4,3,14.573942985382715
nimarisab'al,3,2,10.885886991697456
nimarisaj,1,1,6.442943495848728
nimarisay,4,4,17.77177398339491
nimatalik,1,1,6.442943495848728
nimaxik,1,1,6.442943495848728
no'j,2,2,10.885886991697456
no'jixik,1,1,6.442943495848728
noj,1,1,6.442943495848728
nojinaq,2,1,6.442943495848728
nu,43,15,38.04079350360315
nuk'b'al,1,1,6.442943495848728
o,15,4,17.77177398339491
obispo,1,1,6.442943495848728
oj,54,27,45.577511829502015
ojer,14,9,29.45716644965774
ojeroq,1,1,6.442943495848728
ojich'aja,1,1,6.442943495848728
ojik'ama,1,1,6.442943495848728
ok,3,3,14.573942985382715
oka,1,1,6.442943495848728
okik,2,2,10.885886991697456
okinaq,2,2,10.885886991697456
okox,1,1,6.442943495848728
oliman,1,1,6.442943495848728
oloman,1,1,6.442943495848728
ominik,1,1,6.442943495848728
on,8,8,27.543547966789827
oq,4,3,14.573942985382715
oq'ej,1,1,6.442943495848728
oq'oq,1,1,6.442943495848728
oq'otal,1,1,6.442943495848728
ox,8,8,27.543547966789827
oxib,23,12,34.295771941530866
oxij,2,1,6.442943495848728
oxlaju,3,2,10.885886991697456
oxlajuj,2,1,6.442943495848728
oyowarik,1,1,6.442943495848728
p,1,1,6.442943495848728
pa,261,57,34.77304845598724
pach,6,6,23.147885970765433
pachajil,1,1,6.442943495848728
pachal,1,1,6.442943495848728
paj,1,1,6.442943495848728
pak,1,1,6.442943495848728
