chap_num,line_num,token_num,token_str,term_str,chunk_num
1,1,0,ARE',are',0
1,1,1,U,u,0
1,1,2,XE',xe',0
1,1,3,OJER,ojer,0
1,1,4,"TZIJ,",tzij,0
1,2,0,Waral,waral,0
1,2,1,K'iche',k'iche',0
1,2,2,u,u,0
1,2,3,b'i'.,b'i',0
1,3,0,WARAL,waral,0
1,3,1,xchiqatz'ib'aj,xchiqatz'ib'aj,0
1,3,2,"wi,",wi,0
1,4,0,Xchiqatikib'a',xchiqatikib'a',0
1,4,1,wi,wi,0
1,4,2,ojer,ojer,0
1,4,3,"tzij,",tzij,0
1,5,0,U,u,0
1,5,1,"tikarib'al,",tikarib'al,0
1,6,0,U,u,0
1,6,1,xe'nab'al,xe'nab'al,0
1,6,2,"puch,",puch,0
1,7,0,Ronojel,ronojel,0
1,7,1,xb'an,xb'an,0
1,7,2,pa,pa,0
1,8,0,Tinamit,tinamit,0
1,8,1,"K'iche',",k'iche',0
1,9,0,Ramaq',ramaq',0
1,9,1,K'iche',k'iche',0
1,9,2,winaq.,winaq,0
1,10,0,Are',are',0
1,10,1,k'ut,k'ut,0
1,10,2,xchiqak'am,xchiqak'am,0
1,10,3,wi,wi,0
1,11,0,U,u,0
1,11,1,"k'utunisaxik,",k'utunisaxik,0
1,12,0,U,u,0
1,12,1,"q'alajob'isaxik,",q'alajob'isaxik,0
1,13,0,U,u,0
1,13,1,tzijoxik,tzijoxik,0
1,13,2,"puch,",puch,0
1,14,0,"Awaxib'al,",awaxib'al,0
1,15,0,"Saqirib'al,",saqirib'al,0
1,16,0,Rumal,rumal,0
1,16,1,"Tz'aqol,",tz'aqol,0
1,17,0,B'itol;,b'itol,0
1,18,0,"Alom,",alom,0
1,19,0,"K'ajolom,",k'ajolom,0
1,19,1,ki,ki,0
1,19,2,b'i'.,b'i',0
1,20,0,Junajpu,junajpu,0
1,20,1,"Wuch',",wuch',0
1,21,0,Junajpu,junajpu,0
1,21,1,"Utiw,",utiw,0
1,22,0,Saqi,saqi,0
1,22,1,Nim,nim,0
1,22,2,"Aq,",aq,0
1,23,0,"Sis,",sis,0
1,24,0,"Tepew,",tepew,0
1,25,0,"Q'ukumatz,",q'ukumatz,0
1,26,0,U,u,0
1,26,1,K'u'x,k'u'x,0
1,26,2,"Cho,",cho,0
1,27,0,U,u,0
1,27,1,K'u'x,k'u'x,0
1,27,2,"Palo,",palo,0
1,28,0,Aj,aj,0
1,28,1,Raxa,raxa,0
1,28,2,"Laq,",laq,0
1,29,0,Aj,aj,0
1,29,1,Raxa,raxa,0
1,29,2,"Sel,",sel,0
1,29,3,"chuchaxik,",chuchaxik,0
1,30,0,Rach,rach,0
1,30,1,"b'i'xik,",b'i'xik,0
1,31,0,Rach,rach,0
1,31,1,tzijoxik,tzijoxik,0
1,31,2,ri':,ri',0
1,32,0,"I'yom,",i'yom,0
1,33,0,"Mamom,",mamom,0
1,34,0,"Xpiyakok,",xpiyakok,0
1,35,0,"Xmuqane,",xmuqane,0
1,35,1,u,u,0
1,35,2,"b'i',",b'i',0
1,36,0,"Matzanel,",matzanel,0
1,37,0,"Chuqenel,",chuqenel,0
1,38,0,Kamul,kamul,0
1,38,1,"I'yom,",i'yom,0
1,39,0,Kamul,kamul,0
1,39,1,"Mamom,",mamom,0
1,40,0,Chuchaxik,chuchaxik,0
1,41,0,Pa,pa,0
1,41,1,K'iche',k'iche',0
1,41,2,tzij.,tzij,0
1,42,0,Ta,ta,0
1,42,1,xkitzijoj,xkitzijoj,0
1,42,2,"ronojel,",ronojel,0
1,43,0,Ruk',ruk',0
1,43,1,xkib'an,xkib'an,0
1,43,2,"chik,",chik,0
1,44,0,Chi,chi,0
1,44,1,saqil,saqil,0
1,44,2,"k'olem,",k'olem,0
1,45,0,Saqil,saqil,0
1,45,1,tzij.,tzij,0
1,46,0,Wa'e,wa'e,0
1,46,1,xchiqatz'ib'aj,xchiqatz'ib'aj,0
1,47,0,Chupan,chupan,0
1,47,1,chik,chik,0
1,47,2,u,u,0
1,47,3,ch'ab'al,ch'ab'al,0
1,47,4,"Dios,",dios,0
1,48,0,Pa,pa,0
1,48,1,christianoil,christianoil,0
1,48,2,chik.,chik,0
1,49,0,"Xchiqelesaj,",xchiqelesaj,0
1,50,0,Rumal,rumal,0
1,50,1,maja,maja,0
1,50,2,b'i,b'i,0
1,50,3,chik,chik,0
1,51,0,Ilb'al,ilb'al,0
1,51,1,re,re,0
1,51,2,Popo,popo,0
1,51,3,"Wuj,",wuj,0
1,52,0,Ilb'al,ilb'al,0
1,52,1,saq,saq,0
1,53,0,Petenaq,petenaq,0
1,53,1,ch'aqa,ch'aqa,0
1,53,2,"palo,",palo,0
1,54,0,U,u,0
1,54,1,tzijoxik,tzijoxik,0
1,54,2,qa,qa,0
1,54,3,"mujib'al,",mujib'al,0
1,55,0,Ilb'al,ilb'al,0
1,55,1,saq,saq,0
1,55,2,"k'aslem,",k'aslem,0
1,55,3,chuchaxik.,chuchaxik,0
1,56,0,K'o,k'o,0
1,56,1,nab'e,nab'e,0
1,56,2,wujil,wujil,0
1,56,3,ojer,ojer,0
1,56,4,tz'ib'am,tz'ib'am,0
1,56,5,"puch,",puch,0
1,57,0,Xa,xa,0
1,57,1,ewal,ewal,0
1,57,2,u,u,0
1,57,3,wach,wach,0
1,58,0,Ilol,ilol,0
1,58,1,"re,",re,0
1,59,0,B'isol,b'isol,0
1,59,1,re.,re,0
1,60,0,Nim,nim,0
1,60,1,u,u,0
1,60,2,"pe'oxik,",pe'oxik,0
1,61,0,U,u,0
1,61,1,tzijoxik,tzijoxik,0
1,61,2,"puch,",puch,0
1,62,0,Ta,ta,0
1,62,1,chik'is,chik'is,0
1,63,0,"Tz'uk,",tz'uk,0
1,64,0,Ronojel,ronojel,0
1,64,1,"kaj,",kaj,0
1,65,0,Ulew.,ulew,0
1,66,0,U,u,0
1,66,1,kaj,kaj,0
1,66,2,"tz'ukuxik,",tz'ukuxik,0
1,67,0,U,u,0
1,67,1,kaj,kaj,0
1,67,2,"xukutaxik,",xukutaxik,0
1,68,0,"Retaxik,",retaxik,0
1,69,0,U,u,0
1,69,1,kaj,kaj,0
1,69,2,"che'xik,",che'xik,0
1,70,0,U,u,0
1,70,1,mej,mej,0
1,70,2,"k'a'amaxik,",k'a'amaxik,0
1,71,0,U,u,0
1,71,1,yuq,yuq,0
1,71,2,"k'a'amaxik,",k'a'amaxik,0
1,72,0,U,u,0
1,72,1,pa,pa,0
1,72,2,"kaj,",kaj,0
1,73,0,U,u,0
1,73,1,pa,pa,0
1,73,2,ulew.,ulew,0
1,74,0,Kaj,kaj,0
1,74,1,"tz'uk,",tz'uk,0
1,75,0,Kaj,kaj,0
1,75,1,"xukut,",xukut,0
1,75,2,"chuchaxik,",chuchaxik,0
1,76,0,Rumal,rumal,0
1,76,1,ri,ri,0
1,76,2,"Tz'aqol,",tz'aqol,0
1,77,0,"B'itol,",b'itol,0
1,78,0,U,u,0
1,78,1,"chuch,",chuch,0
1,79,0,U,u,0
1,79,1,"qajaw,",qajaw,0
1,80,0,"K'aslem,",k'aslem,0
1,81,0,"Winaqirem,",winaqirem,0
1,82,0,"Ab'anel,",ab'anel,0
1,83,0,"K'u'xlanel,",k'u'xlanel,0
1,84,0,Alay,alay,0
1,84,1,"rech,",rech,0
1,85,0,K'u'xlay,k'u'xlay,0
1,85,1,rech,rech,0
1,86,0,Saqil,saqil,0
1,86,1,"amaq'il,",amaq'il,0
1,87,0,Saqil,saqil,0
1,87,1,"al,",al,0
1,88,0,Saqil,saqil,0
1,88,1,"k'ajol,",k'ajol,0
1,89,0,Aj,aj,0
1,89,1,"b'is,",b'is,0
1,90,0,Aj,aj,0
1,90,1,na'oj,na'oj,0
1,91,0,Chirech,chirech,0
1,91,1,"ronojel,",ronojel,0
1,92,0,Atok'ol,atok'ol,0
1,92,1,wi:,wi,0
1,93,0,"Kaj,",kaj,0
1,94,0,"Ulew,",ulew,0
1,95,0,"Cho,",cho,0
1,96,0,Palo.,palo,0
2,97,0,ARE',are',0
2,97,1,U,u,0
2,97,2,TZIJOXIK,tzijoxik,0
2,98,0,Wa'e.,wa'e,0
2,99,0,K'a,k'a,0
2,99,1,"katz'ininoq,",katz'ininoq,0
2,100,0,K'a,k'a,0
2,100,1,"kachamamoq,",kachamamoq,0
2,101,0,"Katz'inonik,",katz'inonik,0
2,102,0,K'a,k'a,0
2,102,1,"kasilanik,",kasilanik,0
2,103,0,K'a,k'a,0
2,103,1,"kalolinik,",kalolinik,0
2,104,0,Katolona',katolona',0
2,104,1,puch,puch,0
2,104,2,u,u,0
2,104,3,pa,pa,0
2,104,4,kaj.,kaj,0
2,105,0,WA'E,wa'e,0
2,105,1,k'ut,k'ut,0
2,105,2,e,e,0
2,105,3,nab'e,nab'e,0
2,105,4,"tzij,",tzij,0
2,106,0,Nab'e,nab'e,0
2,106,1,ucha'n.,ucha'n,0
2,107,0,Maja,maja,0
2,107,1,b'i'oq,b'i'oq,0
2,107,2,jun,jun,0
2,107,3,"winaq,",winaq,0
2,108,0,Jun,jun,0
2,108,1,"chikop,",chikop,0
2,109,0,"Tz'ikin,",tz'ikin,0
2,110,0,"Kar,",kar,0
2,111,0,"Tap,",tap,0
2,112,0,"Che',",che',0
2,113,0,Ab'aj,ab'aj,0
2,114,0,"Jul,",jul,0
2,115,0,"Siwan,",siwan,0
2,116,0,"K'im,",k'im,0
2,117,0,K'eche'laj.,k'eche'laj,0
2,118,0,Xa,xa,0
2,118,1,u,u,0
2,118,2,tukel,tukel,0
2,118,3,kaj,kaj,0
2,118,4,"k'olik,",k'olik,0
2,119,0,Mawi,mawi,0
2,119,1,q'alaj,q'alaj,0
2,119,2,u,u,0
2,119,3,wach,wach,0
2,119,4,"ulew,",ulew,0
2,120,0,Xa,xa,0
2,120,1,u,u,0
2,120,2,tukel,tukel,0
2,120,3,remanik,remanik,0
2,120,4,"palo,",palo,0
2,121,0,U,u,0
2,121,1,pa,pa,0
2,121,2,kaj,kaj,0
2,121,3,ronojel.,ronojel,0
2,122,0,Maja,maja,0
2,122,1,b'i,b'i,0
2,122,2,naqi,naqi,0
2,122,3,la',la',0
2,123,0,"Kamolob'ik,",kamolob'ik,0
2,124,0,"Kakotz'ob'ik,",kakotz'ob'ik,0
2,125,0,Jun,jun,0
2,125,1,ta,ta,0
2,125,2,"kasilob'ik,",kasilob'ik,0
2,126,0,Kamal,kamal,0
2,126,1,"kab'antaj,",kab'antaj,0
2,127,0,Kakotz',kakotz',0
2,127,1,kab'antaj,kab'antaj,0
2,127,2,pa,pa,0
2,127,3,kaj.,kaj,0
2,128,0,Xma,xma,0
2,128,1,k'o,k'o,0
2,128,2,wi,wi,0
2,128,3,naqi,naqi,0
2,128,4,la',la',0
2,128,5,k'olik,k'olik,0
2,128,6,yakalik.,yakalik,0
2,129,0,Xa,xa,0
2,129,1,remanik,remanik,0
2,129,2,"ja',",ja',0
2,130,0,Xa,xa,0
2,130,1,li'anik,li'anik,0
2,130,2,"palo,",palo,0
2,131,0,Xa,xa,0
2,131,1,u,u,0
2,131,2,tukel,tukel,0
2,131,3,remanik.,remanik,0
2,132,0,Xma,xma,0
2,132,1,k'o,k'o,0
2,132,2,wi,wi,0
2,132,3,naqi,naqi,0
2,132,4,la',la',0
2,132,5,lo,lo,0
2,132,6,k'olik.,k'olik,0
2,133,0,Xa,xa,0
2,133,1,"kachamanik,",kachamanik,0
2,134,0,"Katz'ininik,",katz'ininik,0
2,135,0,Chi,chi,0
2,135,1,"q'equ'm,",q'equ'm,0
2,136,0,Chi,chi,0
2,136,1,aq'ab'.,aq'ab',0
2,137,0,Xa,xa,0
2,137,1,u,u,0
2,137,2,tukel,tukel,0
2,137,3,ri,ri,0
2,137,4,"Tz'aqol,",tz'aqol,0
2,138,0,"B'itol,",b'itol,0
2,139,0,"Tepew,",tepew,0
2,140,0,"Q'ukumatz,",q'ukumatz,0
2,141,0,E,e,0
2,141,1,"Alom,",alom,0
2,142,0,E,e,0
2,142,1,"K'ajolom,",k'ajolom,0
2,143,0,K'o,k'o,0
2,143,1,pa,pa,0
2,143,2,ja'.,ja',0
2,144,0,Saqtetoj,saqtetoj,0
2,144,1,e,e,0
2,144,2,k'o,k'o,0
2,144,3,wi.,wi,0
2,145,0,E,e,0
2,145,1,muqutal,muqutal,0
2,145,2,pa,pa,0
2,145,3,"q'uq',",q'uq',0
2,146,0,Pa,pa,0
2,146,1,raxon.,raxon,0
2,147,0,Are',are',0
2,147,1,u,u,0
2,147,2,b'i'nam,b'i'nam,0
2,147,3,wi,wi,0
2,148,0,Ri,ri,0
2,148,1,Q'ukumatz.,q'ukumatz,0
2,149,0,E,e,0
2,149,1,nima'q,nima'q,0
2,149,2,"eta'manel,",eta'manel,0
2,150,0,E,e,0
2,150,1,nima'q,nima'q,0
2,150,2,aj,aj,0
2,150,3,na'oj,na'oj,0
2,150,4,chi,chi,0
2,150,5,ki,ki,0
2,150,6,k'oje'ik.,k'oje'ik,0
2,151,0,Keje',keje',0
2,151,1,k'ut,k'ut,0
2,151,2,xax,xax,0
2,151,3,k'o,k'o,0
2,151,4,wi,wi,0
2,151,5,ri,ri,0
2,151,6,"kaj,",kaj,0
2,152,0,K'o,k'o,0
2,152,1,nay,nay,0
2,152,2,puch,puch,0
2,152,3,u,u,0
2,152,4,K'u'x,k'u'x,0
2,152,5,Kaj.,kaj,0
2,153,0,Are',are',0
2,153,1,u,u,0
2,153,2,b'i',b'i',0
2,154,0,Ri,ri,0
2,154,1,k'ab'awil,k'ab'awil,0
2,154,2,chuchaxik.,chuchaxik,0
3,155,0,TA,ta,0
3,155,1,xpe,xpe,0
3,155,2,k'ut,k'ut,0
3,155,3,u,u,0
3,155,4,tzij,tzij,0
3,155,5,"waral,",waral,0
3,156,0,Xul,xul,0
3,156,1,kuk',kuk',0
3,157,0,Ri,ri,0
3,157,1,"Tepew,",tepew,0
3,158,0,"Q'ukumatz,",q'ukumatz,0
3,159,0,Waral,waral,0
3,159,1,chi,chi,0
3,159,2,"q'equ'mal,",q'equ'mal,0
3,160,0,Chi,chi,0
3,160,1,aq'ab'al.,aq'ab'al,0
3,161,0,Xch'aw,xch'aw,0
3,161,1,ruk',ruk',0
3,162,0,Ri,ri,0
3,162,1,"Tepew,",tepew,0
3,163,0,"Q'ukumatz,",q'ukumatz,0
3,164,0,Xecha',xecha',0
3,164,1,"k'ut,",k'ut,0
3,165,0,Ta,ta,0
3,165,1,"xena'ojinik,",xena'ojinik,0
3,166,0,Ta,ta,0
3,166,1,"xeb'isonik,",xeb'isonik,0
3,167,0,Xeriqo,xeriqo,0
3,167,1,"kib',",kib',0
3,168,0,Xkikuch,xkikuch,0
3,169,0,Ki,ki,0
3,169,1,"tzij,",tzij,0
3,170,0,Ki,ki,0
3,170,1,na'oj.,na'oj,0
3,171,0,Ta,ta,0
3,171,1,"xkalaj,",xkalaj,0
3,172,0,Ta,ta,0
3,172,1,xkik'u'xlaj,xkik'u'xlaj,0
3,172,2,kib'.,kib',0
3,173,0,Xe',xe',0
3,173,1,wi,wi,0
3,173,2,saq,saq,0
3,173,3,"ta,",ta,0
3,174,0,Xkalaj,xkalaj,0
3,174,1,puch,puch,0
3,174,2,winaq.,winaq,0
3,175,0,Ta,ta,0
3,175,1,xkina'ojij,xkina'ojij,0
3,175,2,u,u,0
3,175,3,"tz'ukik,",tz'ukik,0
3,176,0,U,u,0
3,176,1,winaqirik,winaqirik,0
3,177,0,"Che',",che',0
3,178,0,"K'a'am,",k'a'am,0
3,179,0,U,u,0
3,179,1,tz'ukuxik,tz'ukuxik,0
3,179,2,puch,puch,0
3,179,3,"k'aslem,",k'aslem,0
3,180,0,"Winaqirem,",winaqirem,0
3,181,0,Chi,chi,0
3,181,1,"q'equ'mal,",q'equ'mal,0
3,182,0,Chi,chi,0
3,182,1,"aq'ab'al,",aq'ab'al,0
3,183,0,Rumal,rumal,0
3,183,1,"ri',",ri',0
3,183,2,u,u,0
3,183,3,K'u'x,k'u'x,0
3,183,4,"Kaj,",kaj,0
3,184,0,Juraqan,juraqan,0
3,184,1,u,u,0
3,184,2,b'i'.,b'i',0
3,185,0,Kaqulja,kaqulja,0
3,185,1,Juraqan,juraqan,0
3,185,2,"nab'e,",nab'e,0
3,186,0,U,u,0
3,186,1,kab',kab',0
3,186,2,k'ut,k'ut,0
3,186,3,Ch'i'pi,ch'i'pi,0
3,186,4,"Kaqulja,",kaqulja,0
3,187,0,Rox,rox,0
3,187,1,chik,chik,0
3,187,2,Raxa,raxa,0
3,187,3,Kaqulja.,kaqulja,0
3,188,0,Chi,chi,0
3,188,1,e,e,0
3,188,2,k'u,k'u,0
3,188,3,oxib',oxib',0
3,188,4,"ri',",ri',0
3,189,0,U,u,0
3,189,1,K'u'x,k'u'x,0
3,189,2,Kaj.,kaj,0
3,190,0,Ta,ta,0
3,190,1,xe'ul,xe'ul,0
3,190,2,kuk',kuk',0
3,191,0,Ri,ri,0
3,191,1,"Tepew,",tepew,0
3,192,0,"Q'ukumatz,",q'ukumatz,0
3,193,0,Ta,ta,0
3,193,1,xna'ojixik,xna'ojixik,0
3,194,0,"Saq,",saq,0
3,195,0,"K'aslem,",k'aslem,0
3,196,0,“Jupacha,jupacha,0
3,196,1,ta,ta,1
3,196,2,chawaxoq?,chawaxoq,1
3,197,0,Ta,ta,1
3,197,1,saqiro,saqiro,1
3,197,2,puch,puch,1
3,197,3,apachinaq?,apachinaq,1
3,198,0,Tzuqul?,tzuqul,1
3,199,0,Q'o'l?,q'o'l,1
3,200,0,Ta,ta,1
3,200,1,chuxoq.,chuxoq,1
3,201,0,"Kixno'jintaj,",kixno'jintaj,1
3,202,0,Are',are',1
3,202,1,ri,ri,1
3,202,2,ja',ja',1
3,202,3,"cheltaj,",cheltaj,1
3,203,0,"Chijamataj,",chijamataj,1
3,204,0,"Chiwinaqir,",chiwinaqir,1
3,205,0,Wa',wa',1
3,205,1,"ulew,",ulew,1
3,206,0,U,u,1
3,206,1,"laqel,",laqel,1
3,207,0,Ta,ta,1
3,207,1,k'u',k'u',1
3,207,2,"rib',",rib',1
3,208,0,Ch'ata,ch'ata,1
3,208,1,k'ut.,k'ut,1
3,209,0,Ta,ta,1
3,209,1,"chawaxoq,",chawaxoq,1
3,210,0,Ta,ta,1
3,210,1,"saqiroq,",saqiroq,1
3,211,0,"Kaj,",kaj,1
3,212,0,Ulew.,ulew,1
3,213,0,Ma,ma,1
3,213,1,ta,ta,1
3,213,2,k'ut,k'ut,1
3,213,3,u,u,1
3,213,4,"q'ijilab'al,",q'ijilab'al,1
3,214,0,U,u,1
3,214,1,q'ala'ib'al,q'ala'ib'al,1
3,214,2,ri',ri',1
3,215,0,Qa,qa,1
3,215,1,"tz'aq,",tz'aq,1
3,216,0,Qa,qa,1
3,216,1,"b'it,",b'it,1
3,217,0,Ta,ta,1
3,217,1,winaqiroq,winaqiroq,1
3,217,2,winaq,winaq,1
3,217,3,"tz'aq,",tz'aq,1
3,218,0,Winaq,winaq,1
3,218,1,"b'it,”",b'it,1
3,218,2,xecha',xecha',1
3,218,3,k'ut.,k'ut,1
3,219,0,Ta,ta,1
3,219,1,xwinaqir,xwinaqir,1
3,219,2,k'u,k'u,1
3,220,0,Ri,ri,1
3,220,1,ulew,ulew,1
3,221,0,Kumal.,kumal,1
3,222,0,Xa,xa,1
3,222,1,ki,ki,1
3,222,2,tzij,tzij,1
3,223,0,Xk'oje',xk'oje',1
3,223,1,wi,wi,1
3,224,0,U,u,1
3,224,1,winaqirik.,winaqirik,1
3,225,0,Chiwinaqir,chiwinaqir,1
3,226,0,"Ulew,",ulew,1
3,227,0,"“Uleuj,”",uleuj,1
3,227,1,xecha'.,xecha',1
3,228,0,Lib'aj,lib'aj,1
3,228,1,chi,chi,1
3,228,2,xwinaqirik.,xwinaqirik,1
3,229,0,Keje',keje',1
3,229,1,ri,ri,1
3,229,2,xa,xa,1
3,229,3,"sutz',",sutz',1
3,230,0,Xa,xa,1
3,230,1,may,may,1
3,230,2,"wi,",wi,1
3,231,0,U,u,1
3,231,1,winaqirik,winaqirik,1
3,231,2,"chik,",chik,1
3,232,0,U,u,1
3,232,1,pupuje'ik.,pupuje'ik,1
3,233,0,Ta,ta,1
3,233,1,xta',xta',1
3,233,2,pe,pe,1
3,233,3,pa,pa,1
3,233,4,ja',ja',1
3,234,0,Ri,ri,1
3,234,1,juyub'.,juyub',1
3,235,0,Ju,ju,1
3,235,1,suk',suk',1
3,235,2,nima'q,nima'q,1
3,235,3,juyub',juyub',1
3,236,0,Xuxik.,xuxik,1
3,237,0,Xa,xa,1
3,237,1,ki,ki,1
3,237,2,"nawal,",nawal,1
3,238,0,Xa,xa,1
3,238,1,ki,ki,1
3,238,2,"pus,",pus,1
3,239,0,Xb'antaj,xb'antaj,1
3,239,1,wi,wi,1
3,239,2,u,u,1
3,239,3,na'ojixik,na'ojixik,1
3,240,0,"Juyub',",juyub',1
3,241,0,Taq'aj.,taq'aj,1
3,242,0,Ju,ju,1
3,242,1,suk',suk',1
3,242,2,rach,rach,1
3,242,3,winaqirik,winaqirik,1
3,243,0,U,u,1
3,243,1,"k'isisil,",k'isisil,1
3,244,0,U,u,1
3,244,1,pachajil,pachajil,1
3,244,2,u,u,1
3,244,3,wach.,wach,1
3,245,0,Keje',keje',1
3,245,1,k'ut,k'ut,1
3,245,2,xki'kot,xki'kot,1
3,245,3,wi,wi,1
3,245,4,ri,ri,1
3,245,5,Q'ukumatz:,q'ukumatz,1
3,246,0,“Utz,utz,1
3,246,1,mi,mi,1
3,246,2,"xatulik,",xatulik,1
3,247,0,At,at,1
3,247,1,u,u,1
3,247,2,K'u'x,k'u'x,1
3,247,3,Kaj:,kaj,1
3,248,0,At,at,1
3,248,1,"Juraqan,",juraqan,1
3,249,0,At,at,1
3,249,1,pu,pu,1
3,249,2,Ch'i'pi,ch'i'pi,1
3,249,3,"Kaqulja,",kaqulja,1
3,250,0,Raxa,raxa,1
3,250,1,Kaqulja.,kaqulja,1
3,251,0,Xchutzinik,xchutzinik,1
3,251,1,qa,qa,1
3,251,2,"tz'aq,",tz'aq,1
3,252,0,Qa,qa,1
3,252,1,"b'it,”",b'it,1
3,252,2,xecha',xecha',1
3,252,3,k'ut.,k'ut,1
3,253,0,Nab'e,nab'e,1
3,253,1,k'ut,k'ut,1
3,253,2,xwinaqir,xwinaqir,1
3,254,0,"Ulew,",ulew,1
3,255,0,"Juyub',",juyub',1
3,255,1,"taq'aj,",taq'aj,1
3,256,0,Xch'ob'och'ox,xch'ob'och'ox,1
3,256,1,u,u,1
3,256,2,b'e,b'e,1
3,256,3,"ja',",ja',1
3,257,0,Xb'inije'ik,xb'inije'ik,1
3,257,1,k'oleje',k'oleje',1
3,257,2,raqan,raqan,1
3,258,0,Xo'l,xo'l,1
3,258,1,taq,taq,1
3,258,2,juyub'.,juyub',1
3,259,0,Xa,xa,1
3,259,1,ch'ob'ol,ch'ob'ol,1
3,259,2,chik,chik,1
3,259,3,xek'oje',xek'oje',1
3,259,4,wi,wi,1
3,259,5,"ja',",ja',1
3,260,0,Ta,ta,1
3,260,1,xk'utunije'ik,xk'utunije'ik,1
3,260,2,nima'q,nima'q,1
3,260,3,juyub'.,juyub',1
3,261,0,Keje',keje',1
3,261,1,k'ut,k'ut,1
3,261,2,u,u,1
3,261,3,winaqirik,winaqirik,1
3,261,4,ulew,ulew,1
3,261,5,"ri',",ri',1
3,262,0,Ta,ta,1
3,262,1,xwinaqirik,xwinaqirik,1
3,262,2,kumal,kumal,1
3,263,0,Ri,ri,1
3,263,1,u,u,1
3,263,2,K'u'x,k'u'x,1
3,263,3,"Kaj,",kaj,1
3,264,0,U,u,1
3,264,1,K'u'x,k'u'x,1
3,264,2,"Ulew,",ulew,1
3,264,3,ke'uchaxik.,ke'uchaxik,1
3,265,0,Ri',ri',1
3,265,1,"k'ut,",k'ut,1
3,266,0,E,e,1
3,266,1,nab'e,nab'e,1
3,267,0,Xkino'jij.,xkino'jij,1
3,268,0,Xk'olo,xk'olo,1
3,268,1,wi,wi,1
3,268,2,ri,ri,1
3,268,3,"kaj,",kaj,1
3,269,0,Xk'olo,xk'olo,1
3,269,1,nay,nay,1
3,269,2,puch,puch,1
3,269,3,ulew,ulew,1
3,269,4,chupan,chupan,1
3,269,5,"ja',",ja',1
3,270,0,Keje',keje',1
3,270,1,k'ut,k'ut,1
3,270,2,u,u,1
3,270,3,no'jixik,no'jixik,1
3,270,4,"ri',",ri',1
3,271,0,Ta,ta,1
3,271,1,"xkino'jij,",xkino'jij,1
3,272,0,Ta,ta,1
3,272,1,xkib'isoj,xkib'isoj,1
3,273,0,"Rutzinik,",rutzinik,1
3,274,0,U,u,1
3,274,1,b'anatajik,b'anatajik,1
3,274,2,kumal.,kumal,1
4,275,0,TA,ta,1
4,275,1,xkino'jij,xkino'jij,1
4,275,2,chik,chik,1
4,276,0,U,u,1
4,276,1,chikopil,chikopil,1
4,276,2,"juyub',",juyub',1
4,277,0,Chajal,chajal,1
4,277,1,re,re,1
4,277,2,"k'eche'laj,",k'eche'laj,1
4,278,0,Ronojel,ronojel,1
4,278,1,u,u,1
4,278,2,winaqil,winaqil,1
4,278,3,juyub':,juyub',1
4,279,0,Ri,ri,1
4,279,1,"kiej,",kiej,1
4,280,0,"Tz'ikin,",tz'ikin,1
4,281,0,"Koj,",koj,1
4,282,0,"B'alam,",b'alam,1
4,283,0,"Kumatz,",kumatz,1
4,284,0,"Sochoj,",sochoj,1
4,285,0,K'an,k'an,1
4,285,1,"Ti',",ti',1
4,286,0,Chajal,chajal,1
4,286,1,k'a'am.,k'a'am,1
4,287,0,Kacha',kacha',1
4,287,1,ri,ri,1
4,287,2,"Alom,",alom,1
4,288,0,K'ajolom:,k'ajolom,1
4,289,0,“Xa,xa,1
4,289,1,pa,pa,1
4,289,2,chilolinik?,chilolinik,1
4,290,0,Ma,ma,1
4,290,1,xa'on,xa'on,1
4,290,2,chitz'ininik,chitz'ininik,1
4,291,0,U,u,1
4,291,1,xe',xe',1
4,291,2,"che',",che',1
4,292,0,K'a'am?,k'a'am,1
4,293,0,K'ate,k'ate,1
4,293,1,utz,utz,1
4,293,2,chik'oje',chik'oje',1
4,294,0,Chajal,chajal,1
4,294,1,"re,”",re,1
4,294,2,xecha',xecha',1
4,294,3,k'ut.,k'ut,1
4,295,0,Ta,ta,1
4,295,1,"xkino'jij,",xkino'jij,1
4,296,0,Xkitzijoj,xkitzijoj,1
4,296,1,"puch,",puch,1
4,297,0,Ju,ju,1
4,297,1,suk'u,suk'u,1
4,297,2,xwinaqir,xwinaqir,1
4,298,0,"Kiej,",kiej,1
4,299,0,Tz'ikin.,tz'ikin,1
4,300,0,Ta,ta,1
4,300,1,xkisipaj,xkisipaj,1
4,300,2,k'ut,k'ut,1
4,300,3,rochoch,rochoch,1
4,301,0,"Kiej,",kiej,1
4,302,0,Tz'ikin.,tz'ikin,1
4,303,0,“At,at,1
4,303,1,"kiej,",kiej,1
4,304,0,Pa,pa,1
4,304,1,b'e,b'e,1
4,304,2,"ya',",ya',1
4,305,0,Pa,pa,1
4,305,1,siwan,siwan,1
4,306,0,Katwar,katwar,1
4,306,1,wi.,wi,1
4,307,0,Waral,waral,1
4,307,1,katk'oje',katk'oje',1
4,307,2,wi,wi,1
4,308,0,Pa,pa,1
4,308,1,"k'im,",k'im,1
4,309,0,Pa,pa,1
4,309,1,"saq'ul,",saq'ul,1
4,310,0,Pa,pa,1
4,310,1,k'eche'laj,k'eche'laj,1
4,311,0,Kipoq'o',kipoq'o',1
4,311,1,wi,wi,1
4,311,2,iwib'.,iwib',1
4,312,0,Kajkaj,kajkaj,1
4,312,1,i,i,1
