chap_num,0,1,2,3,4,5
1,0.041567325631670204,0.029583321690412168,0.04687184693814762,0.09404149622878624,0.021337594807226343,0.019187155457748364
2,0.05122360502790157,0.0424853181897617,0.04029595681358747,0.08254556157937556,0.03655164542306632,0.031594426675412624
3,0.04483384259200129,0.03409099965544259,0.03247163309065765,0.09256122418853262,0.03888674283087732,0.02950012092412617
4,0.04718076048820692,0.0297283185898346,0.02203822177905348,0.05718971298671103,0.04017824098405771,0.05216439513439261
5,0.057730603775813405,0.04489850039594203,0.02593073433969715,0.08682771447023363,0.0415612587614022,0.0411183496814474
6,0.05470051893165317,0.04610458913084248,0.03837632629718136,0.10606540716963007,0.03909159820947657,0.04171700922142126
7,0.060925139605409066,0.040164693517889614,0.048340322905770124,0.10895251062885361,0.040421851411637545,0.043291557301935776
8,0.05920413706111897,0.048253264240492186,0.032109082302422126,0.07672118608520531,0.04517384506803748,0.04134537210669196
9,0.05693352824905754,0.044896201702028155,0.041450293642796655,0.08013419517810834,0.08205924043572643,0.03280817721165145
10,0.058193974584126604,0.05379332636928312,0.0339033340956903,0.04722241047474845,0.11749794858382735,0.03478647994301216
11,0.03888063919975886,0.06641927735962815,0.027943521406869048,0.031924485897443323,0.10375842069632196,0.047517062416875325
12,0.044620022300760946,0.05568361548714082,0.018647627652707246,0.030658860524314942,0.10962565383756662,0.0468619481154513
13,0.04365167022912875,0.0565806457097079,0.0212563002042927,0.027058493266390444,0.09729030302772321,0.046251756864867904
14,0.05625286662912111,0.05712969909022265,0.030358385315324837,0.04559805771226069,0.0957958896339579,0.05001037772368038
15,0.035966533528647704,0.07587796704015021,0.021376353560869386,0.04407568315063254,0.06199405606875172,0.056555913400953006
16,0.04314404245349168,0.08560902744492435,0.04682160492854965,0.049822360456685456,0.042354804587068286,0.0434932924249812
17,0.03804146493344178,0.09319220788305034,0.0320285752293563,0.02692075167092704,0.039868156340980974,0.04303683173470903
18,0.048375984665150494,0.09881251022036897,0.036609713012731256,0.03264648674678322,0.041440940993565385,0.04158024182891743
19,0.04189073572901353,0.078970056940845,0.040115397740686835,0.041283696950532654,0.0539098026776295,0.04701643121615606
20,0.04687183591516978,0.09103188493141592,0.031666348150472486,0.03063778210594238,0.05411797597071978,0.05136199986289841
21,0.039112420319552726,0.0579226391638009,0.02210899322768934,0.028612752196621162,0.05312609168434572,0.07559746527966447
22,0.05306443584955146,0.06263866800019889,0.027637302553267847,0.041103122369786145,0.05457714693327905,0.09124076194966563
23,0.04514020210028434,0.05197810561636798,0.031062557241865112,0.0493402264580295,0.0403307436555542,0.09752014378360398
24,0.05185894809963187,0.058414603931956174,0.02596207259713401,0.03498642896493648,0.049291784947312914,0.08161646699463802
25,0.041934363753387015,0.05434145207682629,0.024590137614100133,0.03219184582896164,0.03735721056281544,0.08415777093430896
26,0.03805740365114742,0.08252308331813946,0.020772007302880938,0.021848568938097754,0.04791998718868978,0.05309217122745882
27,0.04235352893191345,0.0759904499240357,0.020707546672318496,0.027988681950043778,0.05540911680976369,0.05358768346392607
28,0.0451058282623516,0.09988438821971075,0.023098424876301267,0.029520066312778398,0.054095653371564266,0.04986289202781759
29,0.03818514768327507,0.08902060362213148,0.026716268438516287,0.02164013598134511,0.05025355661007766,0.04568779201901567
