term_str,n,p,i,h,df,idf
blow,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
blowgun,9,0.00022422641885495043,12.122756109855816,0.00271824218916494,6,2.4594316186372973
blowguns,4,9.965618615775574e-05,13.292681111298128,0.0013246979033632097,3,3.4594316186372973
blue,8,0.00019931237231551147,12.292681111298128,0.002450083434410908,5,2.722466024471091
bodies,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
body,6,0.00014948427923663362,12.707718610576972,0.001899604157244054,5,2.722466024471091
bolt,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
bondage,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
bone,19,0.0004733668842493398,11.044753597854543,0.0052282205979180905,7,2.237039197300849
bones,17,0.00042353879117046193,11.205218270047789,0.004745844600897216,9,1.874469117916141
book,5,0.00012457023269719466,12.970753016410766,0.0016157697215121287,3,3.4594316186372973
bore,2,4.982809307887787e-05,14.292681111298128,0.0007121770447604827,2,4.044394119358453
born,15,0.000373710698091584,11.385790515689608,0.0042549917219429,10,1.722466024471091
borne,2,4.982809307887787e-05,14.292681111298128,0.0007121770447604827,2,4.044394119358453
bornthey,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
borrowing,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
both,7,0.00017439832577607255,12.485326189240524,0.0021774199841716993,6,2.4594316186372973
bottom,6,0.00014948427923663362,12.707718610576972,0.001899604157244054,4,3.0443941193584534
bouncing,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
bound,3,7.474213961831681e-05,13.707718610576972,0.0010245442182403438,2,4.044394119358453
bowed,2,4.982809307887787e-05,14.292681111298128,0.0007121770447604827,2,4.044394119358453
bowl,15,0.000373710698091584,11.385790515689608,0.0042549917219429,5,2.722466024471091
bowls,4,9.965618615775574e-05,13.292681111298128,0.0013246979033632097,1,5.044394119358453
bowstring,2,4.982809307887787e-05,14.292681111298128,0.0007121770447604827,1,5.044394119358453
bowstrings,2,4.982809307887787e-05,14.292681111298128,0.0007121770447604827,2,4.044394119358453
boy,12,0.00029896855847326724,11.707718610576972,0.0035002397560148406,5,2.722466024471091
boys,104,0.0025910608401016493,8.592241393157035,0.022263020202509635,16,1.0443941193584534
bracelet,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
brains,1,2.4914046539438934e-05,15.292681111298128,0.00038100256891968027,1,5.044394119358453
