chunk_num,chunk_str,doc_id
10,ri wuqub' kaqix ta xuxekeb'a' u q'ab' ri junajpu kina'ojinik chik ri ju junajpu xb'alanke ta xkib'ij k'ut chirech jun mama' qitzij saq chik rismal wi' chi mama' jun k'u ati't qitzij kemel ati't chik xa keluq'uq'ila' chik chi ri'jitaq winaq saqi nim aq u b'i' mama' saqi nima sis k'ut u b'i' ati't xecha' k'u ri k'ajolab' chike ri ati't mama' kixqachb'ilaj taj chib'e ta k'ama qa q'ab' ruk' wuqub' kaqix xa kojtere chiwij q'i' ri qa mam ri qachb'ilan kaminaq ki chuch ki qajaw keje' k'ut ketere kotila' wi chiqij ta la' keqasipaj wi nan keje' k'u ri oj ak'alab' chirilo ri wuqub' kaqix xa wi oj kojya'wik i na'oj xecha' ri e kaib' k'ajolab' utz b'a la' xecha' k'ut k'ate k'ut ta xeb'ek tza'mal ku'bi' ri wuqub' kaqix chuwach u q'alib'al ta xe'ik'owik ri ati't mama' ke'etz'eyaj k'u ri e kaib' k'ajolab' chikij ta xe'ik'ow chuxe' rochoch ajaw kuraquj k'u u chi' ri wuqub' kaqix rumal re' ta xril k'ut wuqub' kaqix ri mama' ati't kachb'ilan kib' apa kixpe wi qa mam xcha' k'u ri ajaw nan naqi pa i tzuqub'al ma iwalk'wal ri iwachb'ilan maja b'i lal ajaw e qa mam ri' xere na re kaqatoq'ob'aj ki wach ri ya'axel ju pir ch'aqa'p kaqaya' chikech lal ajaw xecha' k'ut ri ati't mama' kutzin k'u ri ajaw rumal u q'oxom re' xa k'u nima'q wa' ch'ij chik kach'awik in ta b'a kanij chiwech chitoq'ob'aj ta nu wach naqi pa ki' chib'ano naqi on ki' chikunaj xcha' k'ut ajaw xa u chikopil e'yaj chiqelesaj xa k'u u b'aq' u wach chiqakunaj xa b'aq chiqawiqo lal ajaw xecha' k'ut utz b'a la' chikunaj ta b'a we' qitzij kaq'oxowik ju ta q'ij mawi choq'itajik maja b'i nu waram rumal ruk' u b'aq' nu,11
11,wach xa xiki'ub'aj e kaib' k'axtok' ta xtikarik mawi kinecha'jik rumal keje' ta k'ut chitoq'ob'aj wi nu wach xa kachuyub' we je chik ri we' utz b'a la' lal ajaw chikop b'a kaq'axuwik xa chok u k'exel chel ri e' la ma b'a utz lo chel ri we' rumal xere in ajaw wi nu kawub'al ri we' ruk' u b'aq' nu wach xchiqakoj chik na k'ut u k'exel jok'om b'aq xchok chik are' k'ut jok'om b'aq ri xa saqi ixim utz b'a la' chiwelesaj chito'o' uloq xcha' k'ut ta xel k'u ri re' wuqub' kaqix xa saqi ixim u k'exel re' xokik xa chi k'u saq julujuj chi ula ixim pu chi' ju su k'u xqaj u wach mawi ajaw chik xwachinik xk'is elik ri re' k'uwal rax kawakoj pu chi' ta xkunax chi k'ut u b'aq' u wach wuqub' kaqix ta xch'olik u b'aq' u wach xk'is elik ri puwaq ma na k'ax taj xuna'o xa wi xere kamuqunik ta xk'is k'u elik ri u nimarisab'al rib' xa wi ki na'oj ri junajpu xb'alanke ta xkam k'ut ri wuqub' kaqix ta xuk'am k'ut u q'ab' ri junajpu xkam nay puch chimalmat rixoqil wuqub' kaqix keje' k'ut u sachik u q'inomal wuqub' kaqix ri xa aj kun xk'amowik ri k'uwal yamanik xupunab'ej waral chuwach ulew nawal ati't nawal mama' xb'anowik ta xkik'am k'ut ki q'ab' xtikitax u kok utz chik xuxik xa rumal u kamik wuqub' kaqix xkaj keje' xkib'ano itzel xkilo nimarisab'al ib' k'ate k'ut xeb'e chik e kaib' k'ajolab' xa u tzij ri u k'u'x kaj ta xkib'ano wa'e chi k'ute u b'anoj chik sipakna u nab'e k'ajol wuqub' kaqix in b'anol juyub' kacha' ri sipakna are' k'u ri sipakna katinik chuchi' ja' ta xe'ik'owik o' much' k'ajolab' e jur wi che',11 12
12,raqan ki kab'al o' much' chub'inik ta xkiq'at k'ut jun nima che' u wapalil ki kab'al k'ate k'ut xb'e ri sipakna nan naqi pa kib'ano ix k'ajolab' xa che' mawi kaqayako chiteleb'a' xchintelej apa kopon wi naqi pa u chak chi i k'u'x xa u wapalil qa kab'al utz b'a la' cha' k'ut ta xujuruj k'ut xuteleb'a' k'u aq'anoq chuchi' ki kab'al o' much' k'ajolab' xa ta wi katk'oje' quk' at k'ajol k'o pa a chuch a qajaw maja b'i xcha' k'ut kaqacha'kimaj ta na b'a la' chuwe'q chuwab'axik chik jun qa che' raqan qa kab'al utz xcha' chi k'ut k'ate k'ut xk'am ki na'oj ri o' much' k'ajolab' are' ri ala jupacha chiqab'an chire chiqakamisaj taj rumal mawi utz ri kub'ano xa u tukel mi xuyak ri che' qa k'oto' jun nima jul chiri' ta k'ut chiqatzaq wi qajoq pa jul jak'ama' qaja ulew pa jul kojcha' ta chire chi are ta k'ut pachal qajoq pa jul ta qatarij qajoq ri nima che' chiri' ta k'ut chikam wi pa jul xecha' k'ut o' much' k'ajolab' ta xkik'ot k'ut jun nima jul najt xqajik ta xkitaq k'ut ri sipakna oj kanij chawech chib'e ta a k'oto chik ulew mawi kaqariqo xuchaxik utz b'a la' xcha' k'ut k'ate k'ut xqaj pa jul kasik'in uloq ta k'ototajoq ri ulew naj ta chiqajik awumal xuchaxik we' xcha' k'ut ta xutikib'a' u k'otik jul nan xreta'maj ri u kamisaxik ta xuk'ot k'ut jun wi' chi jul chu tzalanem u ka jul xuk'oto xkolotaj wi k'a janik'an pa la' xuchax k'u qajoq kumal o' much' k'ajolab' kinan u k'oto we xkixnusik'ij aq'anoq ta chutzinoq u k'ototajik xcha' uloq sipakna chiri' pa jul ma k'u are' kuk'ot u xe' jul ri u muqikil xa u jul kuk'oto kolb'al rib' k'ate,12
13,k'ut ta xsik'in uloq ri sipakna kolon chuka chiri' pa jul ta xsik'in uloq kixpetoq chul i k'ama' ulew rachaq jul mi xk'ototajik qitzij naj mi xqaj wumal ma pa kita nu sik'ib'al lo are' k'u ri i sik'ib'al xa ub'i kaxojanik keje' ri' jun eleb'al kaib' eleb'al ix k'o wi kanuta'o xcha' ula ri sipakna pa u jul chiri' k'ut matzal chi wi uloq kasik'iyaj chi ula pa jul are' k'ut kajurux uloq ri ki nima che' rumal k'ajolab' k'ate puch xkitarij qajoq ri che' pa jul ma k'o ma ch'awik chiqata na ta churaquj u chi' ta kamoq xecha' chi kib'il kib' xa kejaslajik xa pu chimatzalaj ki wach chi ki jujunal ta xkitarij qajoq ri che' are k'u xcha' k'ut ta xuraquj u chi' xa ju paj chik xsik'inik ta xqaj apanoq ri che' oka mi xutzinik qi utz mi xqab'ano chire mi xkamik ata lab'e chitaqen chub'ano chuchakuj ta chuxoq u nab'e la' xukoj ula rib' quk' chiqaxo'l puch la' oj o' much' chi k'ajolab' xecha' k'ut keki'kot chik k'o ri' u b'anik qa ki' oxij ke'ek'owik oxij puch chiquk'aj laq'ab'eb'al qa kab'al la' oj o' much' chi k'ajolab' xecha' chuwe'q k'ut chiqilo kab'ij puch chiqilo ma pa chipe sanik pu ulew ta chuwinoq ta q'eyoq k'ate k'ut ku'ul chi qa k'u'x ta quk'aj ri qa ki' xecha' k'ut kuta' k'u uloq ri sipakna chiri' pa jul ta xkib'ij k'ajolab' ri' k'a chukab'ij puch ta xtub'ukij sanik keb'inowik keb'uchuwik ta xek'ulun xe' che' jumaj ki kayelo'n is ki kayelo'n puch rixk'aq sipakna ta xkil k'u ri k'ajolab' mi pa xutzin ri k'axtok' chiwila' na sanik mi xek'ulun uloq mi xetub'ukij uloq jumaj is ki kayen k'o rixk'aq ri chila' na mi xqab'ano k'a xecha' chi kib'il kib' are' k'u ri,12
14,sipakna xa wi k'aslik xuq'at uloq rismal u wi' xa pu kuk'ux uloq rixk'aq chire kuya' ula chikech ri sanik keje' k'u ri' xkamik xkina'o o' much' k'ajolab' k'ate k'ut xtikar ki ki' chi roxij ta xeq'ab'ar puch konojel k'ajolab' e k'u q'ab'arinaq chik konojel o' much' k'ajolab' maja b'i kakina' chik k'ate puch xulix ri kab'al pa ki wi' rumal ri sipakna xek'is ch'ayatajik konojel maja b'i chik jun kaib' xkolotaj chikech ri o' much' chi k'ajolab' xekamisaxik rumal sipakna u k'ajol ri wuqub' kaqix keje' k'ut ki kamik o' much' k'ajolab' ri' nan ri motz u b'i' kumal we k'ut xa saqb'al tzij lo are' chi k'ut chiqab'ij u ch'akatajik chik sipakna rumal ri e kaib' k'ajolab' junajpu xb'alanke are' chik u ch'akatajik u kamik sipakna ta xch'ak chik kumal ri e kaib' k'ajolab' junajpu xb'alanke are' chi kuyoq' ki k'u'x k'ajolab' ri o' much' chi k'ajolab' xekamik rumal sipakna xa kar xa tap chutzukuj chi taq a' xere chirecha'j ju ta q'ij nan nan k'ate k'ut u jalwachixik jun nima tap kumal junajpu xb'alanke are' k'ut xkikoj ri u wach ek' ri mak ek' k'o pa taq k'eche'laj are' u xul tap xuxik pa jaq chi k'ut u kok q'ab' xkikojo sel ab'aj k'u ri u wa rachaq tap ri jowojik k'ate k'ut ta xkikoj u kok chuxe' pek chuxe' nima juyub' meawan u b'i' juyub' xch'akataj wi k'ate k'ut ta xepe ri k'ajolab' xkik'u ri sipakna chi ya' apa katb'e wi at k'ajol xcha'x k'u ri sipakna maja b'i kinb'e wi xa wecha' kanutzukuj ix k'ajolab' xcha' k'u ri sipakna naqi pa awecha' xa kar xa tap xma k'o chi wi kanuriqo kab'ijir chinkanaj recha'xik mawi kanuch'ij chik waij xcha' sipakna chikech junajpu xb'alanke jun are' la' tap k'o,12 13
15,ula xe' siwan qitzij chi nima tap kaq'ij ta la' chawecha'j lo xa kojuti'o mi xraj qa chapo kaqaxib'ij qib' rumal ma chib'e on kachapa' xecha' ri junajpu xb'alanke kitoq'ob'a' nu wach kib'e ta i wab'a' ix k'ajolab' xcha' ri sipakna ma b'a chiqaj xa ta katb'ek ma sachib'al taj xa raqan ja' katb'ek at k'u tak'al aponoq xe' nima juyub' jowol ula chuxe' siwan xa katel apanoq xecha' junajpu xb'alanke la qi b'a toq'ob' nu wach ma b'a xuk'ulu ix k'ajolab' kixb'e na k'u nu wab'a' k'o k'i xo wi ri tz'ikin chib'e taj iwub'aj weta'm k'o wi xcha' chi k'ut sipakna xelajik xoq' na chikiwach k'ajolab' la ma qi k'u xchachap lo ta xa keje' xkojtzalij awumal ma xa mawi xqatijo xa ju suk' chiti'onik ri' oj jupulik kojok ub'ik k'ate k'ut kuxib'ij rib' ri' oj pak'alik kojok ub'ik xa k'u sqaqi'n chik mawi chiqariqo k'ate k'u utz at pak'alik katok ub'ik xuchax k'ut utz b'a la' xcha' k'u ri sipakna ta xb'e k'ut achb'ilan chi k'ut ri sipakna xb'ek xe'opon chuxe' siwan tzalam k'u la' ri tap kaq wakawoj ula rij xe' siwan ri' k'ute ki kumatzij nan karaj taj xkok ta pu chi' rumal qitzij kutzin chi waij xraj kutij ri' xa xraj jupunik xraj okik paqal k'u ri tap xaq'anik k'ate k'ut xel chu uloq mawi xariqo xuchax k'ut maja b'i xa paqalik kaq'anik xa nab'e sqaqi'n chik mawi mi xnuriqo k'ate utz lo kipak'e'ik kinok ub'ik xcha chi k'ut k'ate k'ut pak'al chik ta xok ub'ik xk'is k'u ok ub'ik xa u wi' u ch'ek chik xk'utun uloq xk'is b'iq'itajik xlilob' k'u qajoq nima juyub' chi u k'u'x mawi xsolkopij chik ab'aj k'ut xuxik ri sipakna keje' u ch'akatajik chik sipakna kumal k'ajolab' junajpu xb'alanke ri b'anol juyub',13
16,xcha' u tzijoxik ojer u nab'e k'ajol wuqub' kaqix chuxe' juyub' meawan u b'i' xch'akataj wi xa nawal xch'akataj wi u kab' nimarisay rib' jun chi k'ut xchiqab'ij u b'ixik rox chi k'ut nimarisay rib' u kab' u k'ajol wuqub' kaqix kab'raqan u b'i' in yojol juyub' xcha' xa wi k'u xere junajpu xb'alanke xch'akow re kab'raqan xcha' ri juraqan ch'i'pi kaqulja raxa kaqulja ta xch'awik chikech ri junajpu xb'alanke u kab' u k'ajol wuqub' kaqix jun chik jun chik chich'akatajik xa wi nu tzij rumal mawi utz ki b'anoj chuwach ulew kakik'owisaj q'ij chi nimal chi alal ma k'u keje' chuxik chib'ochi'j k'u ub'ik chila' releb'al q'ij xcha' k'ut ri juraqan chike ri e kaib' k'ajolab' utz b'a la' lal ajaw qe wi na k'ut mawi utz wi kaqilo ma pa lal k'olik lal pu yakalik lal u k'u'x kaj xecha' k'ut ri k'ajolab' ta xkik'ulub'a' u tzij juraqan are' puch katajin ri kab'raqan yojol juyub' xa sqaqi'n chutinij raqan chuwach ulew ju su chiwulij nima juyub' ch'uti juyub' rumal ta xk'ulutaj kumal ri k'ajolab' apa katb'e wi at k'ajol xecha' chirech ri kab'raqan maja b'i kinb'e wi xa in uliy juyub' in puch yojol rech chi b'e q'ij chi b'e saq xcha' k'ut ta xch'awik xcha' chi k'ut ri kab'raqan chike ri junajpu xb'alanke jupacha xpetik mawi weta'm i wach naqi pa i b'i' xcha' kab'raqan maja b'i qa b'i' xa oj ub'om xa pu oj tzarab'om pa taq juyub' xa oj meb'a' maja b'i naqi la' qech at k'ajol xa ch'uti juyub' xa nima juyub' kojb'ek at k'ajol are' k'u ri jun nima juyub' xqilo xa kokil kak'iyik qitzij najt kaq'anik xa kaq'upupik kik'owik chuwi' juyub' ronojel ma k'u ja b'i jun kaib' tz'ikin mi xqak'am chuwach at k'ajol we k'ut,13 14
17,qitzij kawulij ronojel juyub' at k'ajol xecha' ri junajpu xb'alanke chire kab'raqan ma qitzij xiwilo ri juyub' kib'ij apa k'o wi xchiwil na xchinwulij qajoq apa xiwil wi chila' b'a k'o wi chi releb'al q'ij xecha' k'ut junajpu xb'alanke utz chik'ama' qa b'e xe'uchax k'u ri e kaib' chi k'ajolab' maja b'i xa kachape nik'aj chiqaxo'l katk'oje' wi jun chamox jun chawikiq'ab' chiqe rumal k'o qa wub' we k'o tz'ikin chiqawub'aj xecha' k'ut keki'kot chikitijtob'ela' ki wub'anik are' k'u ri ta kewub'anik ma na ulew taj u b'aq' ki wub' xa chikuxlab'ij ri tz'ikin ta chikiwub'aj chumayijaj k'u ri kab'raqan ta xkib'aq k'u ki q'aq' ri k'ajolab' xkib'ol k'ut ki tz'ikin chuwach q'aq' jun k'ut tz'ikin xkik'u'l sajkab' chirij saqi ulew xkikojo are' k'ut chiqaya' chire ta jiq'onoq ta chutziqa' puch ruxlab' qa tz'ikin ta ch'akajoq are' k'u ri ulew xchok chirij tz'ikin qumal pulew chiqatzak wi keje' k'ut pulew chimuq wi we nima eta'manel jun tz'aq jun b'it ta chawaxoq ta saqiroq xecha' ri k'ajolab' rumal xa xchirayin wi u k'u'xlal ri' chiti'k chichaq'uxik keje' xchurayij u k'u'x ri kab'raqan xecha' chi kib'il kib' junajpu xb'alanke ta xkib'ol ri tz'ikin xchaq'aj k'ut q'an u b'olik chiyipowik chi kab'chiyanik kij ri tz'ikin chik'owinik simisoj ruxlab' are' k'u ri kab'raqan kurayij chik recha'xik xa kawajin u wa'l pu chi' xa kab'iq'ilajik kaqurulaj puch u chub' u k'axaj rumal u simsojil tz'ikin ta xutz'onoj k'ut naqi pa ri iwecha' qitzij kus ruxlab' kanuna'o chiya' ta sqaqi'n wech xcha' k'ut ta xya' k'ut jun tz'ikin chire kab'raqan u ch'akatajik k'u ri' k'ate k'ut xuk'is ri tz'ikin ta xb'e chi k'ut xe'opon k'u chila' releb'al q'ij k'o wi ri nima juyub' are' k'u ri kab'raqan xa tub'ul chik raqan u q'ab' ma b'i chikowin chik rumal ri,14
18,ulew xk'u'l chirij tz'ikin xuti'o ma k'u ja b'i' chik naqi la' xub'an chik chire juyub' mawi xutzinik xwulijtaj ta xim k'ut kumal k'ajolab' chirij xim wi u q'ab' xrilij u q'ab' kumal k'ajolab' xim k'ut u qul raqan u kab' ichal k'ate k'ut xkitarij qajoq pulew xkimuqu keje' k'ut u ch'akatajik kab'raqan ri' xa wi xere junajpu xb'alanke mawi ajilan ki b'anoj waral chuwach ulew are' chi k'ut xchiqab'ij chik kalaxik junajpu xb'alanke are' nab'e mi xqab'ij ri ki ch'akatajik wuqub' kaqix ruk' sipakna ruk' kab'raqan waral chuwach ulew are' chi k'ut xchiqab'i'j chik u b'i' ki qajaw ri junajpu xb'alanke xqakamuluj chuwi' xa pu xqakamuluj u b'ixik u tzijoxik puch ki k'ajolaxik ri junajpu xb'alanke xa nik'aj xchiqab'ij xa ch'aqa'p u b'ixik ki qajaw wa'e k'ute u tzijoxik are' ki b'i' ri jun junajpu ke'uchaxik are' k'ut ki qajaw ri xpiyakok xmuqane chi q'equ'mal chi aq'ab'al xe'alaxik ri jun junajpu wuqub' junajpu kumal xpiyakok xmuqane are' k'u ri jun junajpu e kaib' xeralk'u'alaj e pu kaib' u k'ajol jun b'atz' u b'i' nab'e al jun chowen chi k'ut u b'i' u kab' al are' k'ut u b'i' ki chuch wa' xb'akiyalo chuchaxik rixoqil jun junajpu are' k'u ri wuqub' junajpu maja b'i rixoqil xa u laq'el xa pu u kab' xa k'ajol u k'oje'ik e nima'q aj na'oj nim puch keta'mab'al e nik'wachinel waral chuwach ulew xa utz ki k'oje'ik ki yake'ik puch xkik'utu na'wikil chikiwach ri jun b'atz' jun chowen u k'ajol jun junajpu e aj su' e aj b'ix e aj pu aj tz'ib' e nay pu aj k'ot e aj xit e aj puwaq xe'uxik ri jun b'atz' jun chowen are' k'u ri jun junajpu wuqub' junajpu xa sak xa cha'j chikib'ano ju ta q'ij xa e kakab' chikik'ulelaj,14 15 16
19,kib' e kajib' chi konojel ta kekuchmayijik pa jom chul k'u ri wok ilol ke u samajel juraqan chi ch'i'pi kaqulja raxa kaqulja are' k'u ri wok mawi naj waral chuwach ulew mawi naj chi xib'alb'a chire lib'aj chi chopon chik chi kaj ruk' juraqan xeyaluj waral chuwach ulew xkaminaq k'a k'ut ki chuch ri jun b'atz' jun chowen are' k'ut u b'e'el xib'alb'a xecha'j wi ta xkita k'ut jun kame wuqub' kame rajawal xib'alb'a naqi pa ri' kab'an chuwach ulew xa keniknotik xa pu kejuminik keb'e ta taqoq waral taj ke'ul cha'j wi keqach'ak ta k'ut xa maja b'i qa nimaxik kumal maja b'i ki nim ma pu ja b'i' ki xob' kuxik xax kejikik uloq pa qa wi' xecha' k'ut konojel xib'alb'a ta xkik'am ki na'oj konojel ri' ki b'i' jun kame wuqub' kame e nima'q q'atol tzij are' k'u ri ajawab' ronojel ya'ol u patan rajawarem puch jujun chi ajawab' rumal jun kame wuqub' kame are' k'u ri xik'iri pat kuchuma kik' u b'i' ajaw are' k'ut ki patan ri kik' chuyab'ij winaq are' chi k'u ri ajal puj ajal q'ana chik ki ajawab' are' k'ut kajawarem ri' chisipojik winaq chipe puj chirij raqan chipe q'ana chirij u wach chuq'anel chuchaxik k'ate k'ut rajawarem ajal puj ajal q'ana wi are' chi k'u ri ajaw ch'ami'ya b'aq ch'ami'ya jolom raj ch'ami'y xib'alb'a xa b'aq ki ch'ami'y are' k'ut kaj ch'ami'yal ri' chib'aqir winaq qitzij chi b'aq chi jolom chik ta chikamik siyaj b'aq xupan chik'amowik are' u patan wi ch'ami'ya b'aq ch'ami'ya jolom ki b'i' are' chi k'u ri ajaw ajal mes ajal toq'ob' ki b'i' are' ki patan ri' xa chik'ulwachij winaq we tza mes we pe pu chirij ja chuwa ja chik'ulwachix wi xa chikitoq'o ta chib'e jupuloq chuwach ulew,16
20,ta chikamik are' k'ut kajawarem ajal mes ajal toq'ob' ke'uchaxik are' chi k'u ri ajaw xik' patan ki b'i' are' kajawarem ri winaq chikam pa b'e xa rax kamik chuchaxik chipe kik' pu chi' ta chikamik chuxawaj kik' xa jujun chi patan ki telela'on xa chikikosij u qulel u k'u'x winaq ta chikam pa b'e xa chikik'ulmaj apanoq we chib'inik chikul are' k'ut kajawarem xik' patan ri' are' k'ut xkikuch ki na'oj ri' ta xetza'ixik ta xek'otob'ax puch jun junajpu wuqub' junajpu are' xkirayij xib'alb'a ri ketz'ab'al jun junajpu wuqub' junajpu ri ki tz'um ki b'ate ki pach' q'ab' ki yach wach wach sot puch ki kawub'al jun junajpu wuqub' junajpu are' chi k'ut xchiqab'ij chik ki b'e'ik chi xib'alb'a xekanaj k'u kanoq ri jun b'atz' jun chowen u k'ajol jun junajpu xkaminaqoq ki chuch k'a chuwi' chik ki ch'akatajik chik jun b'atz' jun chowen kumal junajpu xb'alanke k'ate k'ut ki petik samajel rumal jun kame wuqub' kame kixb'ek ix raj pop achij je' i taqa ri jun junajpu wuqub' junajpu kixcha' ta kixopon kuk' kepetoq kecha' ajawab' chiwech waral taj ke'ul cha'ja wi quk' chiqak'astaj ta qa wach kuk' qitzij kaqamayijaj k'i chi keje' ta k'ut kepe wi kecha' ajawab' chikik'am k'u uloq ri ki chokonisan ki b'ate ki pach' q'ab' chipe nay puch ri ki kik' kecha' ajawab' kixcha' ta kixoponoq xe'uchaxik ri samajel are' k'ut ki samajel ri tukur ch'ab'i tukur juraqan tukur kaqix tukur jolom tukur ke'uchaxik u samajel xib'alb'a are' ri ch'ab'i tukur keje' ri' ch'ab' xa kopkik are' k'u ri juraqan tukur xa jun raqan k'o u xik' are' k'u ri kaqix tukur q'aq' rij k'o u xik' are' chi nay puch ri jolom tukur xa u tukel u jolom maja b'i raqan xa u xik' k'olik e,16 17
21,kajib' ri samajel raj pop achijab' keqalem ta xepe k'ut chila' chi xib'alb'a lib'aj chi xe'ulik e k'u tak'al chuwi' jom kecha'j k'ut jun junajpu wuqub' junajpu pa jom ri nim xob' karchaj chuchaxik e k'u tak'atoj ri tukur chuwi' jom ta xkitz'aq k'ut ki tzij xa wi xere u cholik u tzij jun kame wuqub' kame ajal puj ajal q'ana ch'ami'ya b'aq ch'ami'ya jolom xik'iri pat kuchuma kik' ajal mes ajal toq'ob' xik' patan ki b'i' konojel ajawab' xtz'aq ki tzij kumal tukur ma ki tzij kacha' ajaw jun kame wuqub' kame ki tzij b'a la' kecha' oj na k'u achb'ilay iwe chik'am uloq ri ronojel ketz'ab'al kecha' ajawab' utz b'a la' kojiwoyob'ej na oj na qa pixab'aj kan na qa chuch xecha' k'ut xeb'e k'ut chi kochoch xecha' k'ut chire ki chuch xkaminaqoq ki qajaw jo' na ix qa chuch xa et kulik mi xul u samajel ajaw k'amol qe kepetoq kacha' k'ut kecha' taqol qe xchikanaj k'u kan wa' qa kik' xecha' k'ut k'ate xb'e ki xima kanoq puwi' ja kojul na k'ate chiqachokonisaj chik xa kixsu'anoq xa pu kixb'ixanoq kixtz'ib'anoq kixk'otonoq chimeq'oj qochoch chimeq'oj puch u k'u'x iwati't xe'uchax k'ut jun b'atz' jun chowen ta xepixab'axik q'usq'us k'ut choq' ki chuch ri xmuqane jo' na maja b'i kojkamik mixb'isonik xecha' ta xeb'ek jun junajpu wuqub' junajpu k'ate puch ta xeb'ek jun junajpu wuqub' junajpu xk'am ki b'e kumal ri samajel ta xeqaj k'ut pu b'e'al xib'alb'a xuluxuj u chi' kumuk xeqaj k'ut ta xe'el chi k'u aponoq chuchi' jal ja' siwanub' nu' siwan k'ulk'u siwan u b'i' xe'ik'ow wi xe'ik'ow chi k'ut chupan jal ja'l ja' simaj mawi ajilan simaj xe'ik'ow wi mawi xetoq'otajik ta xe'opon chi k'ut chi a' chi kik'i a' xe'ik'ow chiri' mawi xkuk'aj xe'opon chi,17 18
22,a' u tukel puj chi a' mawi xech'akatajik xa wi xe'ik'ow chik ta xe'opon chi k'ut pa kajib' xalkat b'e k'a chiri' k'ut xech'akataj wi pa kajib' xalkat b'e jun kaqa b'e jun k'ut q'eqa b'e saqi b'e jun jun k'ut q'ana b'e kajib' b'e are' k'ut xch'aw ri q'eqa b'e in kinik'amo in u b'e ajaw xch'aw ri b'e chiri' k'ut xech'akataj wi are' xkitaqej ri b'e xib'alb'a ta xe'opon k'ut pa ki popob'al rajawal xib'alb'a xech'akataj chi k'ut chiri' are' nab'e ku'b'ulel ri' xa poy xa ajam che' kawutalik kumal xib'alb'a are' k'ut nab'e xkiq'ijila q'ala jun kame xecha' chire ri poy q'ala wuqub' kame xecha' chik chire ri ajam che' ma k'u xech'akowik nan xa kejumin chik chi tze' konojel ajawab' rumal xech'akomajik chi ki k'u'x xkich'ak ri jun junajpu wuqub' junajpu xetze'n na k'ate k'ut xech'aw chik jun kame wuqub' kame utz b'a la' mi xixulik chuwe'q chiqasa' u wach i b'ate i pach' q'ab' xe'uchax k'ut kixku'loq chi qa tem xe'uchaxik u tukel k'u k'atanalaj ab'aj ki tem xya'ik xek'at chi k'ut chuwi' tem qitzij wi xepiskalij chik chuwi' tem mawi xeyakamarik qitzij wi xewalejik xk'at ki ku'lib'al k'ate k'ut xetze'n chik xib'alb'a xepichicharik chi tze' xwinaqirije'ik u kumatz tze' chi ki k'u'x chikikiy kib' chikib'a' kib' chi tze' konojel rajawal xib'alb'a xa jix chi ja we chib'e ya'oq i chaj i sik' chi warab'al xe'uchax k'ut k'ate k'ut xe'oponik pa q'equ'ma ja u tukel q'equ'm u pam chi ja ta xkik'am k'ut ki na'oj xib'alb'a xa keqapusu chuwe'q xa lab'e ju su ju su kekamik rumal ri qetz'ab'al ri qa cha'jib'al kecha' k'u ri xib'alb'a chi kib'il kib' are' k'u ri ki cha'j xa k'olok'ik cha saqi toq' u b'i' ri cha'j u cha'j xib'alb'a xa juq'ul ki,18
23,cha'j xa ju suk' chiyojyox b'aq chik'ow wi ri ki cha'j xib'alb'a xe'ok k'ut ri jun junajpu wuqub' junajpu chupan ri q'equ'ma ja ta xb'e k'u ya'oq ki chaj xa jun chi chaj tzijom chik xel ruk' jun kame wuqub' kame ruk' jujun ki sik' xa wi tzijom chik xel kuk' ajawab' ta xb'e k'u ya'oq kuk' ri jun junajpu wuqub' junajpu e ch'okoch'oj chi uloq pa q'equ'm ta xopon ri ya'ol ki chaj ruk' ki sik' kajuljut ri chaj xok aponoq ri ki chaj e ki tzija ri jujun ki sik' je chul ki ya' chi saqirik mawi chik'isik xa wi xere u wach chul ki molob'a' kecha' ajawab' chiwe xe'uchaxik xech'akataj k'ut xkik'is ri chaj nan tzatz k'u ri u tijob'al xib'alb'a k'iya molaj chi tijob'al are' u nab'e ri q'equ'ma ja u tukel q'equ'm u pam u kab' chi k'ut xuxulim ja u b'i' tzatz chi tew u pam saq xuruxuj saq k'arak'oj chixurulaj tew chok uloq chupan rox chi k'ut b'alami ja u b'i' u tukel b'alam k'o chupan keq'ichowik keb'uchuwik chimatat ke chiqit'it ke e tz'apim b'alam pa ja sotz'i ja u b'i' u kaj u tijob'al u tukel sotz' u pam chi ja ketz'itz'otik ketz'itilajik keropop pa ja e tz'apin sotz' maja b'i ke'el wi ro' chi k'ut chaim ja u b'i' u tukel cha k'o chupan saqleloj re chi cha chitzininik chiyojojik chiri' pa ja k'i nab'ek u tijob'al xib'alb'a ma k'u xe'ok ri jun junajpu wuqub' junajpu chupan xa u b'ixik aponoq u b'i' tijob'al ja ta xe'ok k'u apanoq jun junajpu wuqub' junajpu chuwach jun kame wuqub' kame apa k'o wi ri nu sik' a on k'o wi ri nu chaj xb'e ya'oq chiwech xq'eq xuchax k'ut xqak'iso at ajaw utz b'a la' wakamik b'a,18
