chunk_num,chunk_str,doc_id
24,la' xk'is i q'ij kixkamik xkisachik xkiqaq'up puch waral xchiwewaj wi i wach kixpusik xcha' jun kame wuqub' kame ta xepus k'ut xemuq k'ut chi puk'b'al cha'j u b'i' xemuq wi xq'at u jolom ri jun junajpu xa u nimal xmuqik ruk' ri u chaq' chiya' ri u jolom xo'l che' ri tikil pa b'e xcha' k'ut jun kame wuqub' kame ta xb'e k'u ya'oq u jolom xo'l che' ta xwachin k'u ri che' maja b'i u wach nan are' k'u ri tzima kojcha' chire wakamik u jolom jun junajpu chuchaxik ta xumayijaj k'ut jun kame wuqub' kame u wach ri che' jumaj k'olok'a'q u wach ma k'u q'alaj k'o chi wi ri u jolom jun junajpu xa junam chik u wach ruk' u wach tzima karilo ronojel xib'alb'a ta chul ki ka'yij nim u k'oje'ik ri che' xux chi ki k'u'x rumal ju su xub'anik ta xok u jolom jun junajpu chuxo'l xecha' k'u ri xib'alb'a chi kib'il kib' ma k'o mach'upuwik ri u wach ma k'o nay pu ma ok apanoq chuxe' che' xecha' xkiq'ataj kib' xkiq'il kib' xib'alb'a konojel ma k'u q'alaj chi ri u jolom jun junajpu xa junamatal chik ruk' u wach che' ri tzima u b'i' xuxik nim k'ut u tzijoxik xuta jun q'apoj wa' k'ute xchiqab'ij roponik wa' chi k'ute u tzijoxik jun q'apoj u me'al jun ajaw kuchuma kik' u b'i' are' k'ut ta xuta jun q'apoj u me'al jun ajaw kuchuma kik' u b'i' u qajaw xkik' k'ut u b'i' ri q'apoj ta xuta k'ut u tzijoxik ri u wach che' ta chitzijox chik rumal u qajaw chumayijaj k'ut ta chitzijoxik ma kina'ojwila' ri che' kab'ixik qitzij kus u wach kacha' kanuta'o xcha' k'ut k'ate xb'ek xa u tukel xopon k'ut chuxe' che' tikil chi,18 19
25,puk'b'al cha'j tikil wi ji'a' naqi pe u wach wa'e che' maki pa kus chiwachin wa' che' ma kikam taj ma kisach taj la kata xchinch'up junoq xcha' k'u ri q'apoj ta xch'aw k'ut ri b'aq k'o ula xo'l che' naqi pa karayij chire ri' nan xcha' ri u jolom junajpu ta xch'awik chire ri q'apoj ma karayij xuchaxik kanurayij xcha' k'ut ri q'apoj utz b'a la' chalik'ib'a' uloq ri a wikiq'ab' wila' na xcha' ri b'aq we' xcha' k'u q'apoj xulik'ib'a' aq'anoq u wikiq'ab' chuwach b'aq k'ate k'ut chipitz' kab'an u chub' b'aq ta xpetik taqal k'ut pu q'ab' q'apoj ta xril k'ut u pu q'ab' ju suk' xunik'oj ma k'u ja b'i' u chub' b'aq pu q'ab' xa retal mi xnuya' chawe ri nu chub' nu k'axaj are' ri nu jolom maja b'i kachoko'n chi wi xa b'aq maja b'i chi u chak xa wi keje' u jolom we qi nim ajaw xa u tio'jil utz wi u wach are' k'ut ta chikamik chuxib'ij chi rib' winaq rumal u b'aqil keje' k'ut xa u k'ajol keje' ri u chub' u k'axaj u k'oje'ik we u k'ajol ajaw we puch u k'ajol na'ol aj ucha'n xma chisach wi chib'ek chitz'aqatajik mawi chupel ma pu ma'ixel u wach ajaw achij na'ol aj ucha'n xa xichikanajik u mi'al u k'ajol ta chuxoq keje' mi xnub'an chawe kataq'an k'ut chila' chuwach ulew mawi kakamik katok pa tzij ta chuxoq xcha' ri u jolom jun junajpu wuqub' junajpu xa wi ki na'oj ta xkib'ano are' u tzij juraqan ch'i'pi kaqulja raxa kaqulja chikech keje' k'u u tzalijik chik q'apoj chi rochoch k'iya pixab' xb'ix chirech ju su k'u xwinaqir ral chupan rumal ri xa chub' are' k'ut ki winaqirik junajpu xb'alanke ta xopon k'ut chi rochoch,19
26,ri q'apoj xtz'aqat k'ut waqib' ik' ta xnawachil rumal u qajaw ri kuchuma kik' u b'i' u qajaw k'ate puch u natajik q'apoj rumal u qajaw ta xil ri ral k'o chik ta xkikuch k'ut ki na'oj konojel ajawab' jun kame wuqub' kame ruk' ri kuchuma kik' are' ri nu me'al k'o chi ral ix ajawab' xa u joxb'al xcha' k'u ri kuchuma kik' ta xoponik kuk' ajawab' utz b'a la' chak'oto' u chi' ri' ta ma kub'ij chipus k'ut chi najt chib'e pusu wi utz b'a la' alaq ajawab' xcha' k'ut k'ate k'ut xutz'onoj chirech u me'al apa aj choq'e ri awal k'o chapam at nu me'al xcha' k'ut maja b'i wal lal nu qajaw maja b'i achij weta'm u wach xcha' k'ut utz b'a la' qitzij wi chi at joxol ch'ek chipusu' ix raj pop achij chik'ama' uloq ri u k'u'x chupan sel chikitzololej ajawab' wakamik xe'uchax k'ut ri tukur e kajib' ta xeb'ek ki tik'em ri sel ta xeb'ek ki ch'elem ri q'apoj kuk'a'am ri saqi toq' pusb'al re mawi chutzinik kinikamisaj ix samajel rumal mawi nu joxb'al ri' k'o chi nu pam xaqi xwinaqirik xere xb'e nu mayijaj ri u jolom jun junajpu k'o chi puk'b'al cha'j k'ek'e ta k'ut mawi kinipus ix samajel xcha' ri q'apoj ta xch'awik naqi pa xchiqakoj u k'exel ri i k'u'x mi xb'ix uloq rumal a qajaw chik'am uloq ri u k'u'x xchikitzololej ajawab' xchikitz'aqix taj xchikijunamwachij u tz'aqik chanim chik'ama' uloq pa sel chik'olob'a' qajoq u k'u'x chupan sel ma pa mi xojuchax uloq naqi la' k'ut xchiqaya' pa sel kaqaj ta nab'ek ma ta katkamik xecha' k'u ri samajel utz b'a la' mawi kech ri k'u'x ta chuxoq ruk' mawi waral iwochoch chuxik ma k'u xa chichi'j winaq chikamik k'ate qitzij iwech,19 20
27,ri qitzij joxol k'ate nay pu rech jun kame wuqub' kame xa kik' xa jolomax rech ta chuxoq are' chik'at chuwach mawi are' ri k'u'x chik'at chuwach ta chuxoq chikojo' ri u wach che' cha' k'ut ri q'apoj kaq k'ut u wa'l ri che' xelik xk'ol pa sel k'ate puch xuwon rib' k'olok'ik xuxik u k'exel u k'u'x ta yitz' chi k'ut u wa'l kaq che' keje' ri kik' u wa'l che' xelik u k'exel u kik'el ta xuk'olo chila' ri kik' chupan ri u wa'l kaq che' keje' k'u ri kik' rij xuxik kaqlujluj chik k'olom chi pa sel ta xqop k'ut ri che' rumal q'apoj chuj kaq che' chuchaxik are' k'u ri kik' xub'i'naj rumal kik' jolomax chuchaxik chila' k'ut kixloq'ox wi chuwach ulew k'o iwech chuxik xcha' k'ut chike ri tukur utz b'a la' at q'apoj xqab'e b'a qawab'a' aq'anoq xa qab'in apanoq oj na qa ya'ix taj u wa u k'exewach a k'u'x chikiwach ajawab' xecha' k'ut ri samajel ta xopon k'ut chikiwach ajawab' ketz'elewachin konojel mawi xutzinik xcha' k'ut jun kame mi xutzinik ix ajawab' wa' na k'u u k'u'x xe' k'o pa sel utz b'a la' wila' k'ut xcha' k'u ri jun kame ta xuchuyej k'u aq'anoq katurur rij chi komaj kaqlujluj rij chi kik' utz chilu' u wach q'aq' chiya' chuwi' q'aq' xcha' k'ut jun kame k'ate puch xkichaqij chuwi' q'aq' k'ok' k'ut xkina' xib'alb'a xek'is yakataj uloq konojel xechiqe chuwi' qitzij chi kus xkina'o ri u sib'el kik' are' k'ut e chiqichoj wi kanoq ta xeb'e ri tukur e wab'ay rech q'apoj xukiya' aq'anoq chi jul chuwi' ulew xtzalij chi k'u qajoq ri wab'anel keje' k'ut xech'akataj wi rajawal xib'alb'a ri' rumal q'apoj xemoywachixik konojel are' k'ute k'o ri u chuch jun b'atz' jun chowen ta,20 21
28,xul ri ixoq xkik' u b'i' ta xul k'ut ri ixoq xkik' ruk' ri u chuch jun b'atz' jun chowen xk'o loq ral chupan xa sqaqi'n chik mawi keyake'ik ri junajpu xb'alanke ki b'i' ta xul k'u ri ixoq chire ri ati't xcha' k'u ri ixoq chire ri ati't mi xinulik lal chichu' in alib' la in puch alk'u'al la lal chichu' xcha' ta xok uloq ruk' ri ati't apa katpe wi uloq k'o chi pa ri wal ma pa xekamik chi xib'alb'a e k'u kaib' kanoq ketal ki tzijel puch jun b'atz' jun chowen ki b'i' we awila katpe wi katel ub'ik xuchax ri q'apoj rumal ati't xere la' qitzij wi chi in alib' la xk'o na re in k'o wi rech jun junajpu wa' wuk'a'am e k'aslik mawi e kaminaq ri jun junajpu wuqub' junajpu xa u k'utb'al rib' saq mi xkib'ano lal walib' keje' k'ut iwila' ta chiloq u wach ri wuk'a'am xuchaxik ri ati't are' k'ut keq'aq'al ri jun b'atz' jun chowen xa su' xa b'ix kakib'ano xa tz'ib'anik xa pu k'otonik ki chakij chi ju ta q'ij are' k'ut ku'b'ul wi u k'u'x ri ati't xcha' chi k'ut ati't xma kawaj wi at ta walib' xa a joxb'al ri' k'o chapam at k'axtok' xekam wi wal kab'ij xcha' chi k'ut ri ati't qitzij ib'a re wa' kanub'ij utz b'a la' at walib' kanuta'o jat b'a la' ja' k'ama' kecha' wi chikiwa'ej ja' jach'a jun chi nima k'at chipetik at na k'u walib' kanuta'o xuchax k'ut ri q'apoj utz b'a la' xcha' k'ut k'ate puch ta xb'ek pa ab'ix k'o wi kab'ix ri jun b'atz' jun chowen jokam u b'e'el kumal xutaqej k'ut q'apoj xopon puch chiri' pa ab'ix xa k'u ju wi' ri ab'ix xma k'o chi wi',21
29,u ka wi' rox wi' xuwachelam wi u wach chi ju wi' ta xk'is k'ut u k'u'x ri q'apoj kila' in makol in k'asb'ol apa xchink'am wi ri jun k'at echa' kab'ixik xcha' k'ut k'ate puch u sik'ixik chajal echa' rumal tatul waloq tatul tak'aloq xtoj xq'anil xkakaw ix pu tz'i'a at chajal re kecha' jun b'atz' jun chowen xcha' ri q'apoj ta xuk'am k'ut ri tzami'y u tzami'yal u wi' jal xub'oq aq'anoq mawi xujach' ri jal chikaw k'ut ri jal echa' pa k'at xq'axinik ri nima k'at ta xpe k'ut ri q'apoj xa k'u chikop xeqan ri k'at ta xpetik xb'e ki ya' u ko'k xuk'ut ja' keje' ri' reqan xoponik xril ri ati't k'ate puch ta xril ri ati't ri echa' jun chi nima k'at apa mi xpe wi ri echa' awumal mi xe'elaq'alab'a' wi we mi xk'is a k'am uloq ri qab'ix chib'e na wila' xcha' ri ati't ta xb'e puch xb'e rila ri ab'ix xa wi xere k'o wi ri ju wi' ab'ix xa wi k'u xere q'alaj u k'olib'al k'at chuxe' anim chi k'ut xpe ri ati't xul chi k'ut chi rochoch xcha' chi k'ut chire ri q'apoj xere wi retal ri' qitzij wi chi at walib' chiwil chi na a b'anoj ri' e k'o ri wi'y e nawinaq chik xuchax k'ut q'apoj are' chik xchiqatzijoj kalaxik junajpu xb'alanke are' k'ut kalaxik wa'e xchiqab'ij ta xuriq u q'ij kalaxik ta xalan puch ri q'apoj xkik' u b'i' ma k'u xuwachij ati't ta xe'alaxik lib'aj chi xeyake'ik e kaib' chi kalaxik junajpu xb'alanke ki b'i' pa juyub' xeyake' wi ta xe'ok k'ut pa ja ma k'u kewarik je' a tzaqa uloq qitzij chach ki chi' xcha' ri ati't k'ate k'ut ta xeya' pa sanik kus k'u ki waram chiri',21 22
30,xe'el chi k'u chiri' xeya' chik chuwi' k'ix are' ta k'ut xkaj jun b'atz' jun chowen xekam ta chiri' pa sanik xekam ta pu chuwi' k'ix xkaj rumal ki ch'aqimal ki kaqwachib'al puch kumal jun b'atz' jun chowen mawi xek'ulax pa ja kumal ki chaq' nab'ek xa mawi keta'm xa wi k'u pa juyub' xek'iy wi e k'u nima'q aj su' aj b'ix ri jun b'atz' jun chowen xenimaqir k'ut nima k'axk'ol ra'il xe'ik'ow wi xek'axk'ob'isaxik e nima'q eta'manel chik xe'uxik xa wi xere e aj su' e aj b'ix e pu aj tz'ib'ab' aj k'ot xe'uxik ronojel chutzin kumal xa xketa'm wi xe'alaxik xa xenawinaq e pu u k'exel ki qajaw ri xeb'e chi xib'alb'a kaminaq wi ki qajaw e k'u nima'q eta'manel ri jun b'atz' jun chowen chi ki k'u'x ronojel nab'ek keta'm ta xewinaqir ri ki chaq' ma k'u xel apanoq ki na'wikil rumal ki kaqwachib'al xa chikij xqaj wi u yoq' ki k'u'x mawi b'anoj xepoysaxik kumal ri junajpu xb'alanke xa k'u wub'anik chikib'ano ju ta q'ij mawi keloq'oxik rumal ri kati't jun b'atz' jun chowen mawi chiya' ki wa xb'aninaq wa'im xe pu wainaq ri jun b'atz' jun chowen ta ke'ulik ma k'u keq'aq'arik oyowarik xa chikikuyu xere keta'm ri' ki k'oje'ik keje' ri saq kakilo kuk'a'am k'ut ki tz'ikin ta ke'ulik ju ta q'ij chikiti' k'ut ri jun b'a'tz jun chowen maja b'i naqi la' chiya' chikech ki kab' ichal ri junajpu xb'alanke xa k'u su' xa pu b'ix chikib'ano jun b'atz' jun chowen ta xe'ul chi puch ri junajpu xb'alanke maja b'i chik ki tz'ikin kuk'a'am xe'ok uloq xq'aq'ar k'u ri ati't naqi pa rumal maja b'i chi tz'ikin iwuk'a'am xe'uchax k'ut ri junajpu xb'alanke are' wi ix qati't xa mi xetanatob' qa tz'ikin chuwi' che' xcha',22
31,k'ut ma k'u ja b'i chaq'an chuwi' che' chikech ix qati't chikaj ta pu ri qatz keb'e ta quk' chib'e ta ki qasaj uloq ri tz'ikin xecha' k'ut utz b'a la' kojb'e iwuk' saqirik xecha' k'u ri katz ta xech'akowik xk'aminaq k'ut ki na'oj ki kab' ichal chirech ki ch'akik jun b'atz' jun chowen xa qa tzolq'omij ki k'oje'ik e u pam qa tzij ta chuxoq rumal nima k'axk'ol mi xkib'an chiqe xojkam taj xojsach taj puch xkaj ri' oj ki chaq' keje' ri' ala xojpe wi uloq chi ki k'u'x keje' k'ut keqachak wi xa retal chiqab'ano xecha' chi kib'il kib' ta xeb'e k'ut chila' chuxe' che' q'an te' u b'i' kachb'ilan k'u ri katz ta xeb'ek xkitikib'a' chi k'ut wub'anik mawi ajilan chi tz'ikin chuwi' che' kech'ititik xemayijan k'ut ri katz ta xkil ri tz'ikin are' k'u ri tz'ikin maja b'i junoq xqaj uloq chuxe' che' ri' qa tz'ikin e mawi keqaj uloq xa jix qasaj uloq xecha' k'ut chire katz utz b'a la' xecha' k'ut k'ate puch xe'aq'anik chuwi' che' xnimar k'ut ri che' xsipoj u pam k'ate k'ut xeraj qaj uloq ma k'u utz chik ki qajik uloq chuwi' che' jun b'atz' jun chowen xecha' k'u uloq chuwi' che' jupacha kojucha'nik ix qa chaq' toq'ob' qa wach are' ri che' kaxib'in chik kaqilo ix qa chaq' xecha' uloq chuwi' che' xecha' k'u ri junajpu xb'alanke chikira' i we'x chixima' xe' i pam najtik u tza'm chijure' je' chiwij k'ate k'ut utz i b'inik xe'uchax chik kumal ki chaq' we' xecha' k'ut ta xkijurub'a' k'ut u tza'm ki to'q xa pu ju su ki je' chi xuxik xa k'oy xkiwachib'ej chik k'ate k'ut xeb'e chuwi' taq che' ch'uti juyub' nima juyub' xeb'ek pa taq k'iche'laj kewojon chik kisiloj chik chuq'ab' taq,22
32,che' keje' k'ut ki ch'akatajik jun b'atz' jun chowen kumal junajpu xb'alanke xa rumal ki nawal ta xkib'ano ta xe'opon k'ut chi kochoch xecha' k'ut xe'oponik ruk' kati't ruk' pu ki chuch ix qati't naqi la' mi xkik'ulwachij ri qatz xa rax ki wach mi xeb'ek keje' ri' e chikop chik xecha' k'ut we naqi la' mi xib'an chike iwatz mi xiniq'alab'a' mi pu xinich'iqib'a' ma ta keje' xib'an chike iwatz ix wi'y xcha' ri ati't chikech junajpu xb'alanke xecha' chi k'ut chire kati't mixb'isonik ix qati't xchiwil chik ki wach ri qatz xke'ulik xere chi k'ut u tijowik wa' chiwe ix qati't la qi mixtze'nik qatija' na ki q'ij xecha' k'ut k'ate puch xkitikib'a' su'anik junajpu k'oy xkisu'aj k'ate puch xeb'ixanik xesu'anik xeq'ojomanik ta u k'amik ri ki su' ki q'ojom ta xku'b'e' puch ri kati't kuk' ta xesu'anik xesik'ix pa su' pa b'ix ta xub'i'naj ri junajpu k'oy u b'i' su' ta xe'ok k'u uloq ri jun b'atz' jun chowen kexajowik ta xe'ulik k'ate puch ta xmuqun ri ati't itzel ki wach xril ati't ta xtze'nik mawi xukuy u tze' ati't xa k'u ju su xeb'ek mawi xil chikiwach e yakatik xeb'e pa k'eche'laj naqi pa chib'ano ix qati't xa kaj mul xchiqatijo xa ox mul chik xkeqasik'ij pa su' pa b'ix qi chikuyu' i tze' qatija' chi na xecha' chik junajpu xb'alanke k'ate xesu'an chik ta xe'ok chi uloq kexajow chik xe'ul chik chi u nik'ajal u wa ja xa wi kukus kakib'ano xa wi kakitaqchi'j ri kati't chi tze' lib'aj chi xtze'n chi ri kati't qitzij tze'b'al ki wach ri k'oy chixiririk xe' ki pam chich'ilita xe' pu chuchi' ki k'u'x ta xe'ok uloq are' k'ut k'i chutze'j ati't k'ate xeb'e chik pa taq juyub' naqi pa qi chiqab'ano,22 23
33,ix qati't xere chi wa' rox mul chik xchiqatijo xcha' ri junajpu xb'alanke xesu'an chik xe'ul chik kexajowik xa k'u chukuyuka' u tze' ri kati't xe'aq'an k'u uloq chukatanaj tz'aq kaqruxruj u chi' tak ki wach mutzuma'q ki chi' chik'imal ki chi' ki wach mak'ama chikijoq'ij chike ta xril chi k'ut ri ati't k'ate xpoq'olij chi u tze' ri kati't ma chi k'u xil chikiwach rumal u tze'b'al ati't xere wi k'u wa' ix qati't xkeqapixab'aj ub'ik chu kaj mul k'ut xesu'ax chik ma k'u xe'ul chik chu kaj mul ju su xeb'ek pa k'eche'laj xecha' k'ut chire kati't mi k'u xqatijo ix qati't mi nab'e xe'ulik mi pu xqatij chik ki sik'ixik mixb'ison k'ut oj k'olik oj iwi'y xa chiloq'oj ri qa chuch ix qati't kena'b'ax ri qatz ta chuxoq mi xekob'i'k mi pu xeb'i'najik jun b'atz' jun chowen ke'uchaxik xecha' ri junajpu xb'alanke xesik'ix k'ut rumal ri aj su' aj b'ix ri ojer winaq are' puch chusik'ij ri aj tz'ib' aj k'ot ojer xechikopirik e k'oy xe'uxik rumal xa xkinimarisaj kib' xkiyoq' ri ki chaq' keje' wi q'alab'il chi ki k'u'x keje' k'ut ki ma'ixik ri' ta xesachik ri jun b'atz' jun chowen e chikop xe'uxik are' k'ut e ramaq'elal k'o kochoch chik xa wi xere e aj su' e aj b'ix nim chik xkib'ano ta xek'oje'ik ruk' rati't ruk' pu ki chuch ta xkitikib'a' chi k'ut ki b'anoj ki k'utb'al kib' chuwach kati't chuwach pu ki chuch nab'e xkib'ano ri ab'ix xa kojab'ixik ix qati't ix pu qa chuch xecha' mixb'isonik oj k'olik oj iwi'y oj ki k'exel qatz xecha' k'u ri junajpu xb'alanke ta xkik'am k'ut ki kaj ki mixk'ina' ki xokem xeb'ek ruk' jujun ki wub' xkitelej xe'el chi kochoch ta xkipixab' k'u kati't chire u ya'ik ki wa,23 24
34,chitik'oj na q'ij chib'e ya' qa wa ix qati't xecha' utz b'a la' ix wi'y xcha' k'ut ri kati't k'ate k'ut xe'opon chiri' ke'ab'ix wi xa qi xkich'ikib'a' ri mixk'ina' pu ulew xa k'u qi chitajin ri mixk'ina' pu ulew xa k'u qi chitajin ri mixk'ina' chutukel are' k'u ri ikaj xa wi chikich'ikib'a' chutolok' che' xa wi chuq'ab' rib' che' chib'ek chilajajik chib'ek ronojel che' k'a'am kaqchakachoj chik chiq'atoj che' chub'an ri xa juna ikaj are' k'u ri mixk'ina' tzatz chiq'upuj mawi ajilan tum k'ixik kub'an ri xa jun chi mixk'ina' mawi ajilan q'upuj xa ch'uti juyub' nima juyub' kab'ek ta xkipixab'aj k'ut jun chikop xmukur u b'i' xkit'uyub'a' aq'anoq chuwi' nima kuta'm xecha' k'ut junajpu xb'alanke xa chawil ri qati't chipetik ya'ol qa wa ju su katoq'ik ta petoq k'ate k'ut chiqachap ri mixk'ina' ruk' ikaj utz b'a la' xcha' k'u ri xmukur are' k'ut xa wub'anik chikib'ano ma na qitzij ab'ixik ta chikib'ano k'ate puch choq' ri xmukur anim k'ut kepetik jun chichapo mixk'ina' jun k'ut chichapow ri ikaj chikipisla ki wi' xaloq' chub'aqala' ulew pu q'ab' ri jun xa keje' chutz'iloj u wach keje' ri' qitzij ab'ixom are' k'u ri jun chik xaloq' chupuk'ij u web'al che' pu jolom keje' wi ri' qitzij q'atoj che'nel ta xil rumal kati't k'ate k'ut kewa'ik ma qitzij ab'ixik chikib'ano xaloq' chib'e ya'oq ki wa ta xeb'e k'ut chi kochoch qitzij mi xojkosik ix qati't kecha' ke'oponik xaloq' chikikikij chikiyuq puch kaqan ki q'ab' chuwach kati't ta xeb'e chi k'ut chu ka q'ij xe'opon k'ut pa kab'ix k'is yakatajinaq chik ronojel che' k'a'am nan ta xe'oponik apachinaq kojmich'owik xecha' k'ut are' k'ut keb'anow ri ronojel ch'uti chikop nima chikop koj b'alam kej umul yak utiw aq sis ch'uti tz'ikin nima tz'ikin are' xeb'anowik xa,24
35,jun aq'ab' xkib'ano k'ate chi k'ut xkitikib'a' chik ab'ixik xa wi xub'an chi rib' ulew ruk' q'atoj che' ta xk'am chi k'u ki na'oj chiri' pa q'atoj che' pa q'upuj puch nan ana wi chi na kab'ano ulo laqi ta chiqariqo xecha' k'ut ta xk'am ki na'oj xe'opon chi k'ut chi ja nan nima k'im chik nima k'eche'laj chi puch ri qab'ix ta xojopon mier ix qati't xecha' k'ut chire kati't chire pu ki chuch xkojb'e k'ut xchiqawaraj rumal mawi utz kab'an chiqe xecha' k'ate k'ut xeb'atz'onik k'ate k'ut ki b'ik chik pa ki q'atoj che' chiri' k'ut xematzeje' wi e muqumuxinaq chik chiri' nan xa jun xkisep wi kib' ronojel ch'uti chikop nima chikop are' puch tik'il u k'u'x aq'ab' ta xepetik xech'awije'ik konojel ta xepetik are' ki ch'ab'al ri' yaklin che' yaklin k'a'am xecha' ta xepetik keneb'eb'ik xe' che' xe' k'a'am ta xeyopijik ta xek'utun k'u chikiwach are' k'ut u nab'e ri koj b'alam xraj k'u ki chapo mawi xuya' rib' ta xyopij chik kej umul xa k'u chu je' xkichap wi xa k'u xq'upuq'ub' kanajoq u je' kej pa ki q'ab' ta xuk'am ri u je' kej ruk' u je' umul ri' xskataq ki je' ma k'u xkiya' kib' ri yak utiw aq sis xe'ik'owik konojel chikop chikiwach ri junajpu xb'alanke chik'atat chi k'ut ki k'u'x rumal ri' maja b'i xkichapo xpe k'u ri' jun chik u xam b'e chik katzotzotik ta xpetik k'ate k'ut xkik'atej xkise k'ut pa k'at ri ch'o k'ate puch xkichapo xkiyotej puch chirij u wi' xraj ki b'iyo xkiporoj u je' chuwi' q'aq' ta xuk'am ri u je' ch'o maja b'i rismal u je' are' nay pu u b'aq' u wach ta xraj b'iyik kumal k'ajolab' ri junajpu xb'alanke ma ta kikamik iwumal mawi are',24
36,i patan ri ab'ixik k'o iwe xcha' ri' ri ch'o apa k'o wi qe chab'ij na k'ut xecha' k'u ri k'ajolab' chire ch'o la kinitzoqopij ta na b'a la' k'o nu tzij chi nu pam k'ate k'ut chinb'ij chiwe chiya' ta na sqi'n wecha' xcha' ri ch'o k'ate chiqaya'o awecha' chab'ij na xuchaxik utz b'a la' are' b'a ri rech i qajaw ri jun junajpu wuqub' junajpu u b'i' ri xekam chi xib'alb'a k'o k'u kanoq ri ketz'ab'al xekel kanoq chuwi' ja ri ki b'ate ki pach' q'ab' ki kik' puch xa mawi kak'ut chiwach rumal iwati't rumal ri' are' xkam wi i qajaw ma qitzij aweta'm xecha' k'u ri k'ajolab' chire ch'o nim xki'kot ki k'u'x ta xkita'o u tzijel kik' ta xub'ij ch'o ta xkiya' k'ut recha' ch'o are' k'u ri recha' ri ixim sakil ik kinaq' peq kakaw are' k'ut awech ri' we naqi la' k'u'n chi mes k'utajinaq awech k'ut chak'uxu' xuchax k'u ri ch'o kumal junajpu xb'alanke utz b'a la' ix k'ajolab' naqi la' k'u kinwucha'j we kiril ri iwati't xcha' k'ut mawi chitzaq a k'u'x oj k'olik kojno'jinik k'o ruchaxik ri qati't xa ju su kaqaya' aq'anoq xikin ja ta k'u joko apanoq ju su katopon chiri' xekel wi chiri' k'ut kaqil wi pu tum ja nan ta xkipixab'aj jun aq'ab' xk'am ki na'oj ri junajpu xb'alanke qi k'u tik'il q'ij xe'oponik ma k'u q'alaj ri ch'o kuk'a'am ta xe'oponik jun ri' yakalik xok pa ja jun k'u xok xikin ja lib'aj chi xuya' aq'anoq ri ch'o ta xkitz'onoj k'ut ki wa chire kati't xa chiq'utu' qa ti' kaqarayij ri q'utum ik ix qati't xecha' k'ut k'ate k'ut xq'ut ki ti' jun laq u wa'l xtikib'ax chikiwach xa wi ki mich'b'al re kati't ki chuch puch xkitzajisaj k'u,24 25
37,ja' pa q'eb'al qitzij chaqi'j qa chi' chik'ama' quk'ia' xecha' chire kati't we' xcha' k'ut ta xb'ek are' k'ut kewa kanoq ma k'u qitzij ta kenumik xa ki moywachib'al xkib'ano ta xkil k'ut ri ch'o chupan q'utum ik k'olon uloq ri ch'o chirij kik' xekel wi puwi' ja ta xkilo pa q'utum ik ta xkitaq k'ut jun xa'n ri chikop ri xa'n keje' ri us xopon chi ya' are' k'u xworo u wach q'eb'al ati't xa yakal ja' chel chuwach u q'eb'al chutijo xma chitz'apitaj wi u wach q'eb'al naqi pa mi xub'an ri qati't oj jisab'aj chi ya' kojutzin rumal chaqi'j chi' xecha' chik chire ki chuch ta xkitaq ub'ik k'ate k'ut xuk'aqat ula ch'o ri kik' xqaj ula pu tum ja ruk' b'ate pach' q'ab' tz'um xkimajix taj k'ut k'ate xb'e kewaj pa b'e u b'e'el jom k'ate k'ut xeb'e chik ruk' kati't chi ya' katajin k'u ri kati't ki chuch tz'api u wach q'eb'al jujun k'ate k'ut ta xe'oponik jujun chi k'u chi wub' ta xe'oponik chi a' naqi pa mi xib'ano xa mi xkos qa k'u'x xojpetik xecha' chiwila' na u wach nu q'eb'al mawi katz'apitajik xcha' kati't lib'aj chi k'ut xkitz'apij chik junam k'ut xepe chik e nab'e chuwach kati't keje' k'ut u kana'ik kik' ri' keki'kot chi k'ut xeb'ek e cha'jel pa jom najt k'u xecha'jik ki tukel xkimes ri jom ki qajaw ta xkita k'u uloq rajawal xib'alb'a apachina chiri' mi xutikib'a' chik etz'anem pa qa wi' ma pu kek'ix b'ik keniknot uloq ma pu xekam ri jun junajpu wuqub' junajpu xraj ki nimarisaj kib' chi qa wach je' k'u i taqa chik xecha' chik ri jun kame wuqub' kame konojel ajawab' xetaqa' uloq xecha' k'ut chire ki samajel kixcha' kixoponik kepetoq kecha' ajawab' waral taj kojcha'j,25 26
