doc_id,token_num,token_str,term_str,chunk_num
0,0,THIS,this,0
0,1,IS,is,0
0,2,THE,the,0
0,3,BEGINNING,beginning,0
0,4,OF,of,0
0,5,THE,the,0
0,6,ANCIENT,ancient,0
0,7,WORD,word,0
0,9,here,here,0
0,10,in,in,0
0,11,this,this,0
0,12,place,place,0
0,13,called,called,0
0,14,Quiche,quiche,0
1,0,Here,here,0
1,1,we,we,0
1,2,shall,shall,0
1,3,inscribe,inscribe,0
1,5,we,we,0
1,6,shall,shall,0
1,7,implant,implant,0
1,8,the,the,0
1,9,Ancient,ancient,0
1,10,Word,word,0
1,12,the,the,0
1,13,potential,potential,0
1,14,and,and,0
1,15,source,source,0
1,16,for,for,0
1,17,everything,everything,0
1,18,done,done,0
1,19,in,in,0
1,20,the,the,0
1,21,citadel,citadel,0
1,22,of,of,0
1,23,Quiche,quiche,0
1,25,in,in,0
1,26,the,the,0
1,27,nation,nation,0
1,28,of,of,0
1,29,Quiche,quiche,0
1,30,people,people,0
2,0,And,and,0
2,1,here,here,0
2,2,we,we,0
2,3,shall,shall,0
2,4,take,take,0
2,5,up,up,0
2,6,the,the,0
2,7,demonstration,demonstration,0
2,9,revelation,revelation,0
2,11,and,and,0
2,12,account,account,0
2,13,of,of,0
2,14,how,how,0
2,15,things,things,0
2,16,were,were,0
2,17,put,put,0
2,18,in,in,0
2,19,shadow,shadow,0
2,20,and,and,0
2,21,brought,brought,0
2,22,to,to,0
2,23,light,light,0
2,24,by,by,0
2,25,the,the,0
2,26,Maker,maker,0
2,28,Modeler,modeler,0
2,30,named,named,0
2,31,Bearer,bearer,0
2,33,Begetter,begetter,0
2,35,Hunahpu,hunahpu,0
2,36,Possum,possum,0
2,38,Hunahpu,hunahpu,0
2,39,Coyote,coyote,0
2,41,Great,great,0
2,42,White,white,0
2,43,Peccary,peccary,0
2,45,Tapir,tapir,0
2,47,Sovereign,sovereign,0
2,48,Plumed,plumed,0
2,49,Serpent,serpent,0
2,51,Heart,heart,0
2,52,of,of,0
2,53,the,the,0
2,54,Lake,lake,0
2,56,Heart,heart,0
2,57,of,of,0
2,58,the,the,0
2,59,Sea,sea,0
2,61,Maker,maker,0
2,62,of,of,0
2,63,the,the,0
2,64,Blue,blue,0
2,66,Green,green,0
2,67,Plate,plate,0
2,69,Maker,maker,0
2,70,of,of,0
2,71,the,the,0
2,72,Blue,blue,0
2,74,Green,green,0
2,75,Bowl,bowl,0
2,77,as,as,0
2,78,they,they,0
2,79,are,are,0
2,80,called,called,0
2,82,also,also,0
2,83,named,named,0
2,85,also,also,0
2,86,described,described,0
2,87,as,as,0
2,88,the,the,0
2,89,midwife,midwife,0
2,91,matchmaker,matchmaker,0
2,92,named,named,0
2,93,Xpiyacoc,xpiyacoc,0
2,95,Xmucane,xmucane,0
2,97,defender,defender,0
2,99,protector,protector,0
2,101,twice,twice,0
2,102,a,a,0
