chunk_num,chunk_str,doc_id
10,ri omuch qaholab na qui pa quibano ix qaholab xa che maui cacayaco chiteleba xchinteleh apa copon vi na qui pa vchac chi iqux xa v vapalil ca cabal vtz bala cha cut ta xuhuruh cut xuteleba cu acanoc chuchi qui cabal omuch qaholab xata vi catqohe cuq at qahol qo pa achuch acahau mahabi xqha cut cacachaquimah tana bala chuvec chuvabaxic chic hun cache racan ca cabal vtz xqha chicut catecut xcam quinaoh ri omuch qaholab areri ala hupacha chicaban chire chicacamizah tah rumal maui vtz ri cubano xa vtuquel mi xuyac ri che cacoto hun nima hul chiri ta cut chicatzac vi cahoc pa hul hacama caha vleu pa hul cohqhata chire chi are ta cut pachal cahoc pa hul ta catarih cahoc ri nima che chiri ta cut chicam vi pa hul xeqha cut omuch qaholab ta xquicot cut hun nima hul naht xcahic ta xquitac cut ri zipacna oh canih chavech chibeta a coto chic vleuh maui cacaxico xucha xic vtzbala xqhacut cate cut xcah pa hul caziquin vloc ta cototahoc ri vleu nahta chicahic avmal xuqhaxic ve xqha cut ta xutiquiba vcotic hul xacu vhul xucoto vcolbal rib xretamah ri v camizaxic ta xucot cut hun vi chihul chu tzalanem vca hul xucoto xcolotah vi cahanican pala xuqhax cu cah oc cumal omuch qaholab quinanucoto ve xquixnuziquih acanoc ta chutzinoc v cototahic xcha vloc zipacna chiri pahul macu are cucot vxehul ri vmoquiquil xa vhul cucoto colbal rib cate cut ta xziquin vloc ri zipacna colon chuca chiri pa hul ta xziquin vloc quixpetoc chul icama vleu rachac hul mi xcoto tahic qui tzih nah mi xcah v vmal mapa qui ta nu ziquibal lo are curi iziquibal xa vbi caxohanic queheri hun elebal caib elebal ixqovi canutao xqha vla ri zipacna pa vhul chiri cut matzal chivi vloc caziquiiah chi vla pa hul are cut cahurux vloc ri qui nima che ru mal qaholab cate puch xquitarih cahoc ri che pahul ma qo ma qhauic chicata na ta churacuh vchi,13
11,ta camoc xe cha chi quibil quib xa que hazlahic xa pu chimatzalah qui vach chi qui huhunal ta xquitarih cahoc ri che are cu xqha cut ta xuracuh v chi xa hupah chic xziquinic ta xcah apanoc ri che oca mi xutzinic qui vtz mi xcabano chire mi xcamic atalabe chita quen chubano chuchacuh ta chuxoc vnabe la xucoh vla rib cuq chicaxol puch la oh omuch qaholab xeqha cut que quicot chic qo ri vbanic ca qui oxih que e couic oxih puch chicucah lacabebal cacabal laoh omuch chi qaholab xe qha chuuec cut chiquilo ca bih puch chiquilo mapa chipe zanic pu vleu ta chuinoc ta queyoc cate cut cul chica qux ta cucah ri ca qui xeqha cut cuta cu vloc ri zipacna chiri pa hul ta xquibih qaholab ri ca chucabih puch ta xtubuquih zanic quebinouic quebuchuvic ta xeculun xe che humah qui cayeloon iz qui cayeloon puch rixcac zipacna ta xquil curi qaholab mi pa xutzin ri qaxtoq chivila na zanic mi xeculun vloc mixetubuquih vloc humah iz qui caien qo rixcac ri chila na mi xcabano ca xeqha chiquibil quib are curi zipacna xaui qazlic xucat vloc rizmal v vi xa pu cuqux vloc rixcac chire cuya vla chiquech ri zanic que he curi xcamic xquinao omuch qaholab cate cut xticar qui qui chiroxih ta xecabar puch conohel qaholab e cu cabarinac chic conohel omuch qaholab mahabi caquina chic cate puch xulix ri cabal pa quivi rumal ri zipacna xequiz chayatahic conohel mahabi chic hun caib xcolotah chiquech ri omuch chi qaholab xecamizaxic ru mal zipacna vqahol ri vv cub caquix quehe cut quicamic omuch qaholab ri xqha chicut are ri xeoc chichumilal ri motz vbi cumal ve cut xa zacbal tzih lo are chicut chicabh vchacatahic chic zipacna rumal ri e caib qaholab hun ahpu xbalanque are chic vchacatahic v camic zipacna ta xchac chic cumal ri e caib qaholab hun ahpu xbalanque are chic v yo qui qux caholab ri omuch chi qaholab xecamic rumal zipacna xa,13 14
12,car xa tap chutzucuh chi tac a xere chirechaah hu ta quih pa quih chivacatic ta chutzucuh recha chacab cut chirecah huyub cate cut vhalvachixic hun nima tap cumal hun ahpu xbalanque are cut xquicoh ri v vach ec ri mac ec qo patac quechelah are v xul tap xuxic pa hac chicut v coc ab xquicoho zelabah curi v va rachac tap rihouohic cate cut ta xquicoh vcoc chuxe pec chuxe nima huyub meauan vbi huyub xchacatah vi cate cut ta xeperi qaholab xquicu ri zipacna chiya apa catbe vi at qahol xchax curi zipacna mahabi quin be vi xa vecha canutzucuh ix qaholab qha curi zipacna naquipa au echa xa car xa tap xma qo chivi canu rico cabihir chincanah rechaxic maui canuchihchic vaih xqha zipacna chiquech hun ahpu xbalanque huna rela tap qo vla xe zivan quitzih chi nima tap caquihtala chavechaah lo xa cohvtio mi xrah cachapo cacaxibih quib rumal machibeon cachapa xe qhari hun ahpu xbalanque qui tocaba nu vach quibe ta ivaba ixqaholab xqha ri zipacna maba chicah xata catbec ma zachibal tah xarecan ha catbec at cu taal apon oc xe nima huyub houol vla chuxe zivan xa catel apanoc xe qha hun ahpu xbalanque laquiba tocob nuvach ma ba xuculu ixqaholab quix be na cu nu vaba qo qui xo vi ri qiquin chibetah iv vbah vetaam qo vi xqha chicut zipacna xelahic xoc na chiquivach qaholab lama qui cu xchachaplo ta xa quehe xcohtzalih avvmal ma xa maui xcatiho xa huzuc chitionic ri oh hupulic coh oc vbic cate cut cuxibih rib ri oh pacalic cohoc vbic xa cu zcaquin chic maui chicarico cate cu vtz at pacalic catoc vbic xuchaxcut vtz bala xqha curi zipacna ta xbecut achbilan chicut ri zipacna xbec xeopon chuxe zivan zalam cula ri tap cacvacavoh vla rih xe zivan ri cute qui cumatzih vtz bala chi quicot curi zipacna carahtah xcoc ta pu chi rumal quitzih cutzin chivaih xrah cutih ri xaxrah hupunic xrah oquic pacal curi tap xa canic cate,14
13,cut xel chu vloc maui xarico xuqhax cut mahabi xa pacalic cacanic xa nabe zcaquin chic maui mi xnurico cate vtz lo qui paqueic quinoc vbic xqha chi cut cate cut pacal chic ta xoc vbic xquiz cu oc vbic xa v vi vchec chic xcutun vloc xquiz biquitahic xlilob cu cahoc nima huiub chi vqux maui xzolcopih chic abah cut xuxic ri zipacna quehe vchacatahic chic zipacna cumal qaholab hun ahpu xbalanque ri banol huyub xqha v tzihoxic oher v nabe qahol vvcub caquix chuxe huyub meauan vbi xchacatahvi xa na ual xchacatah vi vcab nimarizai rib hun chi cut xchicabh vbixic rox chicut nimarizai rib v cab v qahol vvcub caquix cabrracan vbi in yohol huiub xqha xaui cu xere hun ahpu xbalanque xchacou re cabrracan xqha ri huracan chipi caculha raxa caculha ta xqhauic chiquech ri hun ahpu xbalanque v cab v qahol vvcub caquix hun chic hun chic chichacatahic xavi nu tzih rumal mavi vtz qui banoh chuvach vleuh caquicouizah quih chi nimal chi alal macu quehe chuxic chibochh cu vbic chila relebal quih xqha cut ri hurracan chique ri e caib qaholab vtz bala lal ahau quevi na cut maui vtz vi caquilo mapa lal qolic lal pu yacalic lal vqux cah xeqha cut ri qaholab ta xquiculuba vtzih huracan are puch catahin ri cabrracan iohol huyub xa zcaquin chutinih racan chu vach vleuh huzu chi bulih nima huiub chuti huyub rumal ta xculutah cumal ri qaholab apa cat be vi at qahol xeqha chirech ri cabracan mahabi quin be vi xa in vl huyub in puch yohol rech chibe quih chibe zac xqha cut ta xqhauic xqha chi cut ri cabrracan chique ri hun ahpu xbalanque hupacha xpetic maui vetaam vvach naquipa ibi xqha cabrracan mahabi cabi xa oh vbom xapu oh tzarabom patac huyub xa oh meba mahabi naquila quech at qahol xa chuti huyub xa nima huyub coh bec at qahol are curi hun nima huyub xquilo xa coquil caquc quitzih naht cacanic xa cacupupic quicouic chuvi huyub,14 15
14,ronohel macuhabi hun caib qiquin mi xcacam chuvach at qahol ve cut quitzih cauulih ronohel huiub at qahol xeqha ri hun ahpu xbalanque chire cabrracan ma quitzih xivilo ri huiub quibh a pa qovi xchivilna xchinvvlih cahoc apa xivil vi chila ba qovi chi relebal quih xeqha cut hun ahpu xbalanque vtz chi cama cabe xe vqhax curi e caib chi qa holab mahabi xa cachape nicah chicaxol catqohe vi hun chamox hun chaviquicab chique rumal qo ca vvb ve qo qiquin chicavvbah xeqha cut quequicot chiquitihtobela qui vvbanic are curi ta quevvbanic mana vleuh tah vbac qui vvb xa chicuxlabih ri qiquin ta chiquivvbah chumaihah curi cabracan ta xquibac cu qui cac ri qaholab xquibol cut qui qiquin chuvach cac hun cut qiquin xquicul zahcab chirih zaqui vleu xquicoho are cut chicaya chire ta hiconoc ta chutzica puch ruxlab ca qiquin ta chacahoc are curi vleuh xchoc chirih qiquin cumal puleu chicatzac vi quehe cut puleu chimuc vi ve nima etamanel hun tzac hun bit ta chauax oc ta zaquiroc xeqha ri qaholab rumal xax chirain vi vquxlal ri chitc chichacuxic quehe xchuraih vqux ri cabracan xeqha chiquibil quib hun ahpu xbalanque ta xquibol ri qiquin xchacah cut an vbolic chiyipouic chi cab chiyanic quih ri qiquin chicoinic zimizoh ruxlab are curi cabrracan curraih chic rechaxic xa cauahin v vaal pu chi xa cabiquilahic cacurulah puch vchub vcaxah rumal vzimzohil qiquin ta xutzonoh cut naquipa ri iuecha quitzih cuz ruxlab canunao chiya ta zcaquin vech xcha cut ta xya cut hun qiquin chire cabracan vchacatahic curi cate cut xuquiz ri qiquin ta xbe chicut xeopon cu chila re lebal quih qo vi ri nima huyub are curi cabracan xa tubul chic racan vcab mabi chicouin chic rumal ri vleu xcul chirih qiquin xutio macu habi chic naquila xubbanchic chire huyub maui xutzinic xuvlihtah ta xim cut cumal qaholab chirih xim vi v cab xrilih vcab cumal qaholab xim cut vcul racan vcabichal cate cut xquitarih cahoc puleu xquimucu quehe cut vchacatahic cabracan ri xavi xere,15
15,hun ahpu xbalanque maui ahilan qui banoh varal chuvach vleuh are chicut xchicabh chic calaxic hun ahpu xbalan que are nabe mi xcabih ri qui chacatahic vvcub caquix ruc zipacna ruq cabracan varal chuvach vleuh are chicut xchicabh chic v bi qui cahau ri hun ahpu xbalan que xcacamuh chuvi xa pu xcacamuh vbixic vtzihoxic puch qui qaholaxic ri hun ahpu xbalanq xa nicah xchicabh xa chacab v bixic quicahau vae cute vtzihoxic are qui bi ri hunhunahpu que vqhaxic are cut qui cahau ri xpiyacoc xmucane chiquecumal chiacabal xealaxic ri hunhunahpu vvcub hun ahpu cumal xpiyacoc xmucane are curi hunhunahpu e caib xeralcualah e pu caib v qahol hun batz vbi nabe al hun choven chicut vbi vcab al are cut vbi qui chuch va xbaquiyalo chuqhaxic rixoquil hun hunahpu are curi vvcub hun ahpu mahabi rixoquil xa vlaquel xapu vcab xa qahol vqoheic e nimac ahnaoh nim puch quetamabal enic vachinel varal chuvach vleuh xa vtz qui qoheic qui yaquieic puch xquicutu nauiquil chiquivach ri hun batz hun chouen v qahol hunhunahpu e ah zu e ahbix e ah pu ahtzibenai pu ahcot e ah xit e ah puvac xevxic ri hun batz hun choven are curi hunhunahpu vcub hunahpu xazac xachaah chiquibano hu ta quih xa e cacab chiquiculelaah quib e cahib chi conohel ta quecuchmaihic pa hom chul cu ri voc ilol que vzamahel huracan chi chipi caculha raxa caculha are curi voc maui nah varal chuvach vleuh maui nah chi xibalba chire libah chi chopon chic chicah ruq huracan xeyaluh varal chuvach vleuh xcaminac ca cut qui chuch ri hun batz hun chouen are cut vbeel xibalba xechaah vi ta xquita cut hun came vvcub came rahaual xibalba naquipa ri caban chuvach vleuh xa quenicnotic xa pu quehuminic quebe ta tacoc varal tah queul chaah vi quecachac ta cut xa mahabi canimaxic cumal mahabi quinim mapuhabi qui xob cuxic xax quehiquic vloc paca vi xe qha cut conoh xibalba ta xquicam qui naoh conohel ri qui bi hun came vvcub came enimac,15 16 17
16,catol tzih are curi ahauab ro nohel yaol vpatan rahauarem puch huhunchi ahauab rumal hun came vvcub came are curi xiquiripat cuchumaquic vbi ahau are cut qui patan ri quic chuyabih vinac are chicuri ahal puh ahal ana chic qui ahauab are cut cahauarem ri chizipohic vi nac chipe puh chirih racan chipe ana chirih v vach chuanel chuqhaxic cate cut rahauarem ahal puh ahal ana vi are chi curi ahau chamia bac chamia holom rahchami xibalba xa bac qui cham are cut cahchamal ri chibaquir vinac qui tzih chi bac chi holom chic ta chicamic zah bac xu pan chicamouic are vpatan vi chama bac chamaholom qui bi are chicuri ahau ahalmez ahaltocob qui bi are qui patan ri xa chiculvachih vinac v ve tzamez ve pe pu chirih ha chuva ha chiculvachix vi xa chiquitocota chibe hupuloc chuvach vleuh ta chicamic are cut cahauarem ahalmez ahaltocob que vqhaxic are chicuri ahau xic patan quibi are cahauarem ri vinac chicam pa be xa rax camic chuqhaxic chipe quic pu chi ta chicamic chuxauah quic xa huhun chi patan qui telelaon xa chiquicozih v culel vqux vinac ta chicam pabe xa chiquiculmah aponoc ve chibinic chicul are cut cahauarem xic patan ri are cut xquicuc qui naoh ri ta xetzaixic ta xecotobax puch hun hunahpu vvcubhun ahpu are xquiraih xibalba ri quetzabal hun hunahpu vvcub hun ahpu ri qui tzuum qui bate qui pach cab qui iachvach vach zot puch quicauubal hun hunahpu vucub hunahpu are chicut xchicabh chic qui bc chi xibalba xecanah cu canoc ri hun batz chouen vqahol hun hunahpu xcaminac oc qui chuch cachui chic qui chacatahic chic hun batz hun chouen cumal hun ahpu xbalanque cate cut qui petic zamahel ru mal hun came vvcub came quix bec ixrah popachih he i taca ri hun hunahpu vvcub hun ahpu quixqha ta quixopon cuq quepe toc queqha ahauab chivech varal tah queul chaaha vi cuq chicacaztah ta cavach cuq quitzih cacamaihah qui chi quehe ta cut quepe vi queqha ahauab chiquicam cu,17 18
17,vloc ri qui choconizan qui bate qui pachcab chipe naipuch ri qui quiq que qha ahauab quixqha ta quixoponoc xevqhaxic ri zamahel are cut qui zamahel ri tucur chabi tucur huracan tucur caquix tucur holom tucur quevqhaxic v zamahel xibalba are ri qhabi tucur queheri qhab xa copquic are curi huracan tucur xa hun racan qo v xic are curi caquix tucur a rih qo v xic are chi naipuch ri holom tucur xa vtuquel vholom mahabi racan xa v xic qolic e cahib ri zamahel rahpop achihab quecalem ta xepe cut chila chi xibalba libah chi xevlic e cu tacal chuvi hom quechaah cut hun hunahpu vvcub hun ahpu pahom ri nim xob carchah chuqhaxic e cu tacatoh ri tucur chuvi hom ta xquizac cut quitzih xavi xere vcholic vtzih hun came vvcub came ahal puh ahal cana chamia bac chamia holom xiquiripat cuchumaquic ahalmez ahal tocob xic patan quibi conohel ahauab xtzac quitzih cumal tucur maquitzih caqha ahau hun came vvcub came quitzih bala queqha ohna cu achbilai ive chicam vloc ri ronohel quetzabal queqha ahauab vtz bala cohiuoiobeh na ohna capixabah canna ca chuch xeqha cut xebe cut chicochoch xeqha cut chire qui chuch xcaminac oc qui cahau hona ixca chuch xa et culic mi xul v zamahel ahau camol que quepetoc caqha cut queqha tacol que xchicanah cu cana va ca quic xeqha cut cate xbe qui xima canoc puvi ha qohul na cate chica choconizah chic xa quixtzuan oc xa pu quixbixan oc quix siban oc quixcoton oc chi mecoh cochoch chimecoh puch vqux ivatit xevqhax cut hun batz hun choven ta xepixabaxic quzquz cut choc qui chuch ri xmucane hona mahabi cohcamic mixbizonic xeqha ta xebec hun hunahpu vvcub hun ahpu cate puch ta xebec hun hunahpu vvcub hun ahpu xcam quibe cumal ri zamahel ta xecahcut pu beal xibalba xuluxuh vchi cumuc xecah cut ta xeel chicu aponoc chuchihal ha zivan ub nuzivan cul cu ziuan vbi xeecovi xeeco chicut chupan halhal ha zimah maui ahilan zimah xeicovi maui,18 19
18,xetocotahic ta xeopon chicut chi a chiquiquia xeicou chiri maui xcucah xeopon chi a vtuquel puch chi a maui xechacatahic xaui xeicou chic ta xeopon chicut pacahib xalcat be cachiri cut xechacatah vi pacahib xalcat be hun aa be hun cut queca be zaqui be hun hun cut ana be cahib be are cut xqhau ri queca be in quinicamo in vbe ahau xqhau ri be chiricut xeqhacatah vi are xquitaqueh ri be xibalba ta xeopon cut pa qui popobal rahaual xibal ba xechacatah chicut chiri are nabe cubulel ri xa poy xa aham che cautalic cumal xibalba are cut nabe xquiquihila cala hun came xeqha chire ri poy cala vvcub came xe qha chic chire ri aham che ma cu xeqhacovic cate cut xehumuhub rahaual xibalba chi tze xa quehumin chic chitze conohel ahauab rumal xechacomahic chiqui qux xquichac ri hunhunahpu vvcub hun ahpu xetzeen na cate cut xeqhau chic hun came vvcub came vtzbala mi x ixulic chuvec chicaza v vach ibate ipachcab xevqhax cut quixcu vloc chi catem xevqhaxic vtuquel cu catanalah abah qui tem xyaic xecat chicut chui tem quitzihvi xepizcalih chic chuvi tem maui xeyacamaric quitzihvi xevalehic xcat qui culibal cate cut xetzeen chic xibalba xepichicharic chitze xvinaquiriheic vcumatz tze chiquiqux chiquiqui quib chiquibaquib chitze conohel rahaual xibalba xa hix chiha ve chibe yaoc ichah izic chi varabal xevqhax cut cate cut xeoponic pa quecuma ha vtuquel queum vpam chihata xquicam cut qui naoh xibalba xa quecapuzu chuec xa labe huzu huzu quecamic rumal ri quetzabal ri ca chahibal queqha cu ri xibalba chiquibil quib are curi quichah xa coloquic cha zaquitoc vbi ri chah v chah xibalba xa hucul quichaah xahuzuc chiyohyox bac chicou vi ri qui chaah xibalba xeoc cut ri hunhunahpu vvcub hun ahpu chupan ri queumaha ta xbe cu yaoc quichah xa hun chi chah zihom chic xel ruq hun came vvcub came ruq huhun qui zic xaui tzihon chic xel cuq ahauab ta xbe cu yaoc cuq ri hunhunahpu vvcub hun ahpu echocochoh chi vloc pa,19
19,queum ta xopon ri yaol quichah ruq qui zic cahulhut ri chah xoc aponoc ri quichah e quitziha ri huhun qui zic he chul quiya chizaquiric maui chiquizic xaui xere v vach chulquimoloba que qha ahauab chive xevqhaxic xechacatah cut xquiquiz ri chah xquiquiz curi zic xbe yao chique tzatz curi vtihobal xibalba quia molah chi tihobal are v nabe ri queuma ha vtuquel queum vpam vcab chi cut xuxulim ha vbi tzatz chi teu vpam zac xuruxuh zac caracoh chi xurulah teu choc vloc chupam rox chi cut balami ha vbi vtuquel balam qo chupan quequichouic quebuchuuic chi matat quechiquitit queetzapim balam pa ha tzotzi ha vbi v cah v tihobal vtuquel tzotz vpam chiha quetzitzotic quetzitilahic queropop pa ha e tzapin tzotz mahabi queel vi roo chi cut chaim ha vbi vtuquel cha qo chupam zacleloh re chicha chitzininic chiyohohic chiri pa ha qui nabec vtihobal xibalba macu xeoc ri hun hunahpu vvcubhun ahpu chupam xa vbixic aponoc vbi tihobal ha ta xeoc cu apanoc hun hunahpu vvcub hun ahpu chuvach hun came vvcub came apa qo vi ri nu zic aon qovi ri nu chah xbeyaoc chivech xquec xvqhax cut xcaquizo at ahau vtz bala va camic bala xquiz i quih quix camic xquizachic xquicacup puch varal xchivevah vi ivach quixpuzic xqha hun came vvcub came ta xepuz cut xemuc cut chi pucbal chah vbi xemuc vi xcat vholom ri hun hunahpu xa vnimal xmuquic ruq ri v chac chiya ri vholom xol che ri tiquil pa be xqha cut hun came vvcub came ta xbe cuyaoc vholom xol che ta xvachin curi che mahabi v vach maha choco ri vholom ri hun hunahpu chuxol che are curi zima cohcha chire va camic vholom hun hunahpu chuqhaxic ta xumaihah cut hun came vvcub came v vach riche humah colocac v vach macu calah qo chivi ri v holom hunhunahpu xa hunam chic vvach ruq vvach zima carilo ronohel xibalba ta chul qui caiih nim vqoheic riche xux chiqui qux rumal huzu xubanic ta,19
20,xoc vholom hun hunahpu chuxol xeqha curi xibalba chiquibil quib maco machupuvic ri vvach maco naipu maoc apanoc chuxe che xeqha xquicatah quib xquiquil quib xibalba conohel macu calah chiri v holom hun hunahpu xa hunamatal chic ruc vvach che ri zima vbi xuxic nim cut vtzihoxic xuta hun capoh va cute xchicabh roponic va chi cute vtzihoxic hun capoh vmeal hun ahau cuchumaquic vbi are cut ta xuta hun capoh vmeal hun ahau cuchumaquic vbi v cahau xquic cut vbi ri capoh ta xuta cut vtzihoxic ri vvach che ta chitzihox chic rumal vcahau chumaihah cut ta chitzihoxic ma qui naoh vila ri che cabixic quitzih quz vvach cacha canutao xqha cut cate xbec xa vtuquel xapon cut chuxe che tiquil chi pucbal chah tiquil vi hiiaa naquipe vvach vae che maqui pa quz chivachin vache maquicam tah maquizach tah laquita xchin chup hunoc xqha curi capoh ta xqhau cut ri bac qo vla xol che naquipa caraih chire ri xa bac ri colocoxinac chucab tac che xqha ri vholom hun ahpu ta xqhavic chire ri capoh macaraih xuqhaxic canuraih xqha cut ri capoh utzbala chaliquiba vloc ri auiquicab vilana xqha ri bac ve xqha cu capoh xuliquiba acanoc vviquicab chuvach bac cate cut chipitz caban v chub bac ta xpetic tacal cut pu cab capoh ta xril cut v pu cab huzuc xunicoh macuhabi vchub bac pucab xaretal mi xnuya chaue ri nu chub nu caxah are ri nu holom mahabi cachocon chivi xa bac mahabi chi v chac xavi quehe vholom ve qui nimahau xavtiohil vtz vi vvach are cut ta chicamic chuxibih chirib vinac rumal vbaquil quehe cut xa vqahol quehe ri vchub vcaxah vqoheic ve vqahol ahau ve puch vqahol naol ahuchan xma chizach vi chibec chitzacatahic mavi chupel mapu maixel vvach ahau achih naol ahvqhan xa xichicanahic vmial vqahol ta chuxoc quehe mi xnuban chave catacan cut chila chuvach vleu mavi cacamic catoc patzih ta chuxoc xqhari vholom hun hunahpu vvcub hun ahpu xavi qui naoh ta xquibano are vtzih,19 20 21
21,huracan chipi caculha raxa caculha chiquech quehe cu vtzalihic chic capoh chi rochoch quia pixab xbx chirech huzu cu xvinaquir ral chupam rumal ri xachub are cut quivinaquiric hun ahpu xbalanque ta xopon cut chi rochoch ri capoh xzacat cut vacaquib ic ta xnauachil rumal vcahau ri cuchumaquic vbi v cahau cate puch vnatahic capoh rumal vcahau ta xil ri ral cochic ta xquicuch cut qui naoh conohel ahauab hun came vvcub came ruc ri cuchumaquic are ri numeal qochi ral ixahauab xa vhoxbal xqha curi cuchuma quic ta xoponic cuq ahauab vtzbala chacoto vchi ri tama cubh chipuz cut chinaht chibe puzu vi vtzbala alac ahauab xqha cut ca te cut xutzonoh chirech vmeal a pa ahchoce ri aval co chapam at nu meal xqha cut mahabi val lal nu cahau mahabi achih vetaam vvach xqhacut utz bala quitzih vi chi at hoxol chec chipuzu ix rahpop achih chicama vloc ri vqux chupan zel chiquicololeh ahauab vacamic xevqhax cut ri tucur e cahib ta xebec quitiquem ri zel ta xebec quichelem ri capoh cucaam ri zaquitoc puzbal re maui chutzinic quinicamizah ix zamahel rumal maui nu hoxbal ri qo chinupam xaqui xvinaquiric xere xbenumaihah ri vholom hun hunahpu qochi pucbal chah quequeta cut maui qui puz ix zamahel xqhari capoh ta xqhauic naquipa xchicacoh v quexel ri iqux mi xbx vloc rumal acahau chicam vloc ri vqux xchiquitzololeh ahauab xchiqui tzaquixtah xchiquihunam vachih v tzaquic chanim chicama vloc pazel chicoloba cahoc vqux chupan zel mapa mi xohvqhax vloc naquila cut xchicaya pazel cacahtanabec mata catcamic xe qha curi zamahel vtz bala maui quech ri qux ta chuxoc ruq maui varal ivochoch chuxic macu xa chichih vinac chicamic cate qui tzih ivech ri qui tzih hoxol cate naipu rech hun came vvcub came xa quic xa holomax rech ta chuxoc are chicut chuvach maui are ri qux chicat chuvach ta chuxoc chicoho ri vvach che qhacut ri capoh a cut v vaal ri che xelic xcul pazel cate puch xuvon rib coloquic xuxic vque xel vqux,21 22
22,ta iitz chicul vvaal cac che queheri quic v vaal che xelic vquexel v quiquel ta xu colo chila ri quic chupan ri v va al ache quehe curi quic rih xuxic a luhluh chic colom chi pazel ta xcop cut ri che rumal capoh chuh ache chuqhaxic are curi quic xubinaah rumal quic holomax chuchaxic chila cut quix locox vi chuvach vleu qo ivech chuxic xqha cut chique ri tucur vtz bala at capoh xcabeba cauaba acanoc xa cabin apanoc oh nacaya ixtah v va vquexevach a qux chiquivach ahauab xeqha cut ri zamahel ta xopon cut chiquivach ahauab quezeleuachin conohel maui xutzinic xqha cut hun came mi xutzinic ixahauab vana cu vqux xe qo pazel utzbala vila cut xqha curi hun came ta xuchuieh cu a canoc caturur rih chicomah a luhluh rih chiquic vtz chiluu v vach a chiya chuvi a xqha cut hun came cate puch xquichaquih chuvi a coc cut xquina xibalba xequiz yacatah vloc conohel xe chique chuvi quitzih chi quz xquinao ri vzibel quic are cut e chiquichoh vi canoc ta xebe ri tucur e uabai rech capoh xuquia acanoc chi hul chuvi vleuh xzalih chicu cah oc ri vabanel quehe cut xe chacatah vi rahaual xibalba ri rumal capoh xemoyvachixic conohel are cut e qo ri vchuch hun batz hun choven ta xul ri ixoc xquic v bi ta xul cut ri ixoc xquic ruq ri vchuch hun batz hun choven xqoloc ral chupam xa zcaquin chic maui queyaqueic ri hun ahpu xbalanque quibi ta xul curi ixoc chire ri atit xqha curi ixoc chire ri atit mi xinulic lal chichu in alibla in puch alcual la lal chichu xqha ta xoc vloc ruq ri atit apa catpe vi vloc qo chi pa ri val ma pa xecamic chi xibalba e cu caib canoc quetal qui tzihel puch hun batz hun chouen quibi ve avila catpe vi catel vbic xuqhax ri capoh rumal atit xere la quitzih vi chi in alib la xqo nare in qo vi rech,22 23
23,hun hunahpu va vcaam e qazlic maui e caminac ri hun hunahpu vvcub hunahpu xa vcatbal rib zac mi xquibano lal valib quehe cut ivila ta chiloc vvach ri vcaam xuqhaxic ri atit are cut que cacat ri hun batz hun chouen xa zu xa bix caquibano xa zibanic xa pu cotonic qui chaquih chi hu ta quih are cut cubul vi vqux ri atit xqha chicut atit xma cauahvi at ta valib xa ahoxbal ri qo chapam at qaxtoq xecamvi val cabh xqha chicut ri atit quitzih ibare va canubh vtzbala at valib canutao vhat bala ha cama quecha vi chiquivaeh hahacha hun chinima cat chipetic at na cu valib canutao xuqhax cut ri capoh vtz bala xqha cut cate puch ta xbec pa abix qo vi cabix ri hun batz hun chouen hocam vbeel cumal xutaqueh cut capoh xopon puch chiri pa abix xacu huvi ri abix xma qo chivi vca vi roxvi xuvachelaam vi uvach chihuvi ta xquiz cut vqux ri capoh quila in macol in qazbol apa xchincam vi ri hun cat echa cabixic xcha cut cate puch vziquixic chahal echa rumal ta tul valoc ta tul tacaloc xtoh xcanil xcacauix pu tziya at chahal re queqha hun batz hun chouen xqhari capoh ta xucam cut ri zam vzamal v vi hal xuboc acanoc maui xuhach ri hal chicau cut ri hal echa pa cat xcaxinic ri nima cat ta xpe cut ri capoh xa cu chicop xecan ri cat ta xpetic xbe quiya vcoc xucut ha queheri re can xoponic xril ri atit cate puch ta xril ri atit ri echa hun chinima cat apa mi xpevi ri echa auvmal mi xealcalaba vi ve mi xquiz acam vloc ri cabix chibe navila xqha ri atit ta xbe puch xberila ri abix xavi xere qovi ri huvi abix xavi cu xere calah vcolibal cat chuxe anim chicut xpe ri atit xul chicut chi rochoch xqha chicut chire ri capoh xere vi retal ri quitzih vi chiat valib chivil china abanoh ri e qo,23
