term_str,n,p,i,h,df,idf
a,38,0.0014468473956746877,9.432871521129396,0.013647925594079997,18,0.874469117916141
a',6,0.00022844958879074018,12.095836533851825,0.0027632888822384616,6,2.4594316186372973
a'on,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
ab'aj,26,0.0009899482180932074,9.980359316431889,0.009880038921231689,17,0.9569312781081141
ab'ajil,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
ab'anel,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
ab'anoj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
ab'i',2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1,5.044394119358453
ab'ix,5,0.0001903746573256168,12.358870939685618,0.0023528158200741734,2,4.044394119358453
ab'ixik,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,1,5.044394119358453
ab'ixom,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
abix,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
achaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
achb'ilan,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
achb'ilay,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,2,4.044394119358453
achij,13,0.0004949741090466037,10.980359316431889,0.005434993569662448,7,2.237039197300849
achijab',3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,3,3.4594316186372973
achijil,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
achijilal,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
achinaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
achuch,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
actualizada,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
aj,39,0.0014849223271398112,9.395396815710733,0.013951434503987153,10,1.722466024471091
ajache',2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,2,4.044394119358453
ajal,18,0.0006853487663722206,10.51087403313067,0.007203614552099911,3,3.4594316186372973
ajam,12,0.00045689917758148037,11.095836533851825,0.005069678586895443,7,2.237039197300849
ajaw,135,0.005140115747791654,7.60398343752215,0.039085355013154514,16,1.0443941193584534
ajawab',122,0.00464514163874505,7.750061697010095,0.036000134291624714,17,0.9569312781081141
ajawal,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
ajawarem,14,0.0005330490405117271,10.873444112515376,0.005796078951234209,5,2.722466024471091
ajb'atena,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
ajb'is,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,2,4.044394119358453
ajb'it,10,0.0003807493146512336,11.358870939685618,0.004324882325497113,3,3.4594316186372973
ajb'ix,5,0.0001903746573256168,12.358870939685618,0.0023528158200741734,3,3.4594316186372973
ajch'ut,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
ajchoq',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
ajchoq'e,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
aji,12,0.00045689917758148037,11.095836533851825,0.005069678586895443,1,5.044394119358453
ajilam,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,2,4.044394119358453
ajilan,11,0.000418824246116357,11.221367415935683,0.0046997807483739155,11,1.584962500721156
ajilatal,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
ajk'ix,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,2,4.044394119358453
ajk'ixb',19,0.0007234236978373438,10.432871521129396,0.007547386494877342,8,2.0443941193584534
ajk'ot,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,3,3.4594316186372973
ajk'uwa'l,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
ajkab',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,1,5.044394119358453
